"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","Other","Other","Other","Other","Other","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M1132.77T17.56","8774.96","17967.396","17967.396","15769.166","15753.671","14624.835","31257.843","15900","15979.146","14621.2062","14947.68","11278.574","16689.177","15879.334","19083.918","30683.081","14939.714","28533.607","14496.555","9651.267","14866.466"
"M1135.44T17.55","5672.441","6990.994","6990.994","8659.902","7896.792","9673.33","7886.206","8200","7174.402","9579.8766","7883.189","7850.019","7704.857","13555.196","6693.991","16264.159","8026.181","6681.673","8412.373","13393.391","10277.036"
"M1136.28T16.56","5480.204","7519.703","7519.703","10056.078","8732.824","7351.425","7606.752","8370","7641.016","9410.6447","8112.153","8229.469","10800.515","8872.608","8245.405","8229.536","16791.188","6298.193","9424.565","5918.233","9475.153"
"M1136.78T16.56","27017.057","36277.354","36277.354","36820.13","46020.022","75831.393","37697.439","40200","34556.591","78908.403","45336.038","75966.926","47411.074","74316.282","35877.887","35860.897","35406.201","42246.357","37154.942","21703.835","50161.785"
"M1137.11T17.55","4284.584","5752.692","5752.692","6651.896","7757.096","6818.932","9575.28","7160","8161.058","16775.1425","8198.134","7184.507","7719.485","7378.073","8327.726","8075.209","8234.653","5751.491","10025.137","4850.668","9859.49"
"M1137.28T17.56","8945.44","8988.707","8988.707","13871.49","11538.855","11843.936","11154.038","11100","10709.34","23224.1354","11520.502","11540.587","14617.646","21769.145","11334.166","11565.189","13189.264","9718.797","12716.423","7251.969","19501.56"
"M1137.78T17.56","8037.85","12834.261","12834.261","13999.874","10786.495","12015.55","14990.353","11900","10007.944","13641.8055","14160.112","10527.193","14809.843","11354.437","14459.194","22673.769","11129.21","15855.512","10991.232","6118.411","19224.723"
"M1138.1T17.55","4471.775","7223.426","7223.426","7331.93","9643.474","8335.551","11089.594","11400","8003.022","14342.3056","7571.902","14865.326","7649.29","13917.628","6429.23","13124.068","7741.536","5734.3","6915.628","11694.034","9453.927"
"M1139.77T17.56","3731.249","11262.934","11262.934","6144.378","9009.155","9566.95","7554.758","7550","5568.583","7223.401","9420.048","6886.264","7575.083","9294.926","9417.004","7540.6","9617.786","7888.504","12703.259","5563.648","12007.926"
"M1141.03T13.55","8748.238","7885.226","7885.226","11390.068","9907.542","10054.324","9914.167","8820","9150.231","8457.7186","10238.652","13436.976","8722.646","10351.594","8209.588","12846.094","11094.28","8842.68","10948.665","9343.059","11737.908"
"M1141.78T12.55","11456.431","18960.712","18960.712","11809.322","14202.48","13098.665","11839.057","7240","23770.951","8308.6653","10693.603","11376.149","11549.653","10382.224","10338.609","11117.274","11941.342","11853.07","15010.898","12726.621","10186.416"
"M1142.28T13.6","8860.128","12969.503","12969.503","8403.134","10149.924","12154.701","10274.823","6650","9089.681","6534.7672","9125.549","12075.025","9163.791","12120.013","10127.447","10042.93","9043.551","11705.862","10404.138","11766.85","12573.831"
"M1144.1T16.56","7546.238","8790.338","8790.338","8359.002","12015.949","10058.025","8798.316","9490","8613.084","11418.5547","9367.57","8746.192","12413.366","9334.828","17911.794","9775.148","12585.857","8552.06","7840.773","6845.41","21085.255"
"M1146.11T12.55","4911.233","8110.258","8110.258","4435.266","6370.305","6419.37","6960.512","8320","5326.248","5310.1044","5763.044","5254.982","7943.81","4986.437","6375.342","5602.721","7908.344","4177.656","4809.761","4808.706","9516.408"
"M1146.77T17.56","11806.242","16194.1","16194.1","16531.446","22936.804","20033.938","24060.549","18900","22776.351","35520.0917","23961.639","34845.073","19597.048","35269.492","17779.178","35007.809","22457.45","20049.323","18051.675","11646.009","25246.34"
"M1146.78T12.55","17469.423","19444.158","19444.158","17534.446","17307.768","21439.465","15309.57","13800","14626.61","14591.9941","19620.024","15210.512","16490.641","15880.349","15841.029","17421.337","17438.692","15635.624","16679.594","17078.477","21910.272"
"M1147.45T13.11","6445.935","9236.574","9236.574","7652.89","5933.748","6833.191","8528.297","6670","8054.09","12353.88","7383.299","7070.967","7366.769","10762.19","6839.051","6918.432","7351.375","7302.366","6697.125","6261.974","8669.537"
"M1147.77T17.56","7324.448","13201.611","13201.611","8746.16","9859.857","12152.897","7175.011","10400","11213.949","19361.097","12749.946","8555.833","8676.148","18064.399","10543.79","8878.125","12092.164","7714.004","8422.777","5805.981","11869.589"
"M1147.78T12.55","8907.445","10190.48","10190.48","8998.916","11500.398","8734.914","8848.964","16200","8487.386","6914.8328","9452.632","8721.589","8476.507","7849.877","7771.244","18194.777","8890.825","10587.914","9798.182","7696.934","9010.744"
"M1148.77T17.56","7430.898","13703.47","13703.47","13371.996","11756.381","11307.573","15620.503","11900","10080.273","22966.542","13432.083","11497.102","10072.033","12258.613","15012.771","24801.942","13199.9","11230.343","10505.894","7530.352","15032.472"
"M1148.78T12.54","10347.202","16912.586","16912.586","10683.956","12486.278","9135.954","11642.508","6880","10091.445","7295.1393","14558.305","9826.722","11754.438","10659.137","10527.488","12109.172","11464.676","10808.155","11006.645","12191.142","12577.451"
"M1149.1T13.7","7477.647","12489.073","12489.073","9775.238","10659.404","5402.936","9215.653","8900","9458.368","12027.2142","8276.64","10019.062","9888.066","9564.004","9327.093","8660.875","9597.023","10153.903","9034.223","8737.482","10868.782"
"M1149.77T17.56","8173.988","10286.722","10286.722","9014.964","13480.646","14366.89","9297.81","9840","9700.172","10924.9242","12571.685","9553.504","12936.857","20152.276","10148.5","20251.475","10148.989","8922.93","9058.95","6206.532","14989.107"
"M1149.78T11.55","8347.228","11550.548","11550.548","8848.466","8948.766","9111.816","10818.773","6130","7972.54","5936.902","7985.118","7504.45","8350.825","8544.165","8873.706","9712.586","9573.685","8381.384","9962.79","8592.023","8038.847"
"M1152.1T17.04","4988.706","7591.196","7591.196","5829.436","7302.632","8478.403","7072.263","6870","5273.27","7800.4511","7792.808","7546.989","7043.901","7329.196","7025.576","8243.747","7382.575","6761.534","8162.633","5039.01","5995.303"
"M1152.51T14.55","7997.927","9556.878","9556.878","10094.192","5981.892","8887.321","9318.26","8950","7863.341","7004.5903","5959.454","8738.44","9139.728","8432.315","10458.125","8053.343","9708.957","7574.504","8738.879","7686.992","10957.949"
"M1153.77T17.56","6786.131","11996.297","11996.297","13446.218","9588.774","11661.567","10013.952","10400","12136.577","19791.6196","10003.91","9387.125","9301.973","9618.188","10847.842","7812.91","9790.176","12217.071","9206.042","6993.614","15311.623"
"M1154.77T17.56","7761.791","20859.429","20859.429","16286.714","12585.14","15788.608","13512.416","13500","13730.794","24633.2258","17573.057","12243.912","16934.246","24836.286","15060.909","23913.869","15584.03","10209.949","11551.466","7548.376","15922.988"
"M1155.78T12.55","12040.274","12477.32","12477.32","12954.748","14162.36","13369.34","22242.104","9330","11026.982","9578.4597","10657.517","20957.081","16120.2","20868.418","12666.693","21346.583","13499.907","13160.704","10417.158","13459.948","12968.491"
"M1155.77T17.56","4625.766","12014.331","12014.331","10176.438","10357.43","12082.707","10211.471","8360","8525.806","20021.9048","12950.882","7338.163","7886.976","8532.977","9368.774","9214.509","9531.591","11718.389","10827.327","7320.062","12772.575"
"M1158.1T13.08","11272.737","15334.48","15334.48","14374.996","17322.246","15720.534","14634.099","15400","11163.48","11801.9497","16475.717","13829.191","16072.368","15286.097","14775.056","19808.217","15796.603","13729.023","15910.233","13563.918","18801.792"
"M1159.44T17.56","6177.289","11230.35","11230.35","9434.218","12042.023","14354.556","12938.556","11700","10359.647","12562.7061","10437.458","9708.538","14162.349","19831.524","12894.431","11983.667","12292.731","10364.311","11830.419","6997.619","17156.88"
"M1159.77T17.56","15308.029","13323.201","13323.201","21093.09","22774.345","19035.684","20033.054","15600","15705.764","37595.6536","24804.299","18171.131","22090.413","35446.819","18902.335","17229.649","23476.328","16963.792","18452.206","18551.488","23216.847"
"M1160.1T17.56","4937.809","6331.769","6331.769","6324.918","6873.023","7897.378","8766.332","7660","6623.933","6987.0375","7537.794","15035.823","6798.984","13560.56","5965.844","7696.683","7773.609","6735.8","7005.936","5001.963","9346.299"
"M1160.77T17.56","6812.602","14266.646","14266.646","11299.798","14296.392","13209.131","9905.574","11200","14450.828","24746.7459","15665.451","23331.677","15060.909","10277.463","15010.409","22411.007","15279.169","16862.147","9805.501","7650.517","13355.956"
"M1161.43T17.56","4035.725","6894.097","6894.097","6403.152","6016.385","7275.533","10930.883","6310","5884.073","8233.4122","7933.4","6663.151","7187.554","5687.666","6485.066","6689.548","7903.444","5813.908","6948.637","3318.505","8385.08"
"M1162.76T17.56","9230.953","11967.415","11967.415","17885.496","13528.52","11263.45","16727.955","12500","11026.724","13419.8631","15045.494","26783.893","12019.453","22162.288","12776.214","12422.167","12288.72","10452.518","12651.648","11881.538","17455.731"
"M1163.44T16.55","5298.06","7888.474","7888.474","6976.868","6212.462","6915.143","6873.624","6610","5323.311","12663.3584","5994.961","12370.053","6189.226","11388.062","7140.208","12191.252","5988.722","5679.322","6206.861","3695.079","8882.043"
"M1163.77T17.56","4514.188","12017.955","12017.955","7662.92","12118.526","10146.218","9165.414","10800","10780.714","18759.8068","10049.844","20329.251","12244.595","18507.684","7093.987","7648.723","9023.194","8084.965","11219.98","13909.139","10377.319"
"M1166.44T14.63","18469.09","15748.138","15748.138","19749.07","21896.343","13876.605","20836.843","17100","19977.949","21325.0722","11072.858","19769.653","13907.298","23289.344","22455.135","20979.187","19645.033","10932.35","13307.862","15790.975","12731.972"
"M1166.77T17.55","9953.244","17380.304","17380.304","22641.722","19071.884","17854.445","18359.873","14100","17792.269","15187.7492","15017.224","29191.079","20666.88","29726.225","20715.017","27979.369","18235.521","12541.418","18270.259","12976.814","17920.49"
"M1167.1T17.55","4006.635","6410.263","6410.263","4956.826","5160.754","5580.746","5659.418","6120","5961.881","10097.9722","5617.733","5152.048","4448.199","9509.498","6915.309","5498.27","5376.615","5484.222","5048.472","3240.454","4851.717"
"M1167.27T17.54","3193.585","8801.074","8801.074","5139.372","7322.863","5087.14","3943.103","5560","3709.784","9706.8889","4872.514","11663.833","3946.84","3999.205","4451.273","5290.033","10750.949","4314.12","4414.403","3963.448","5402.158"
"M1167.77T17.56","8501.099","9423.515","9423.515","11564.59","13786.953","13909.298","13632.516","10700","7634.324","12338.8504","10337.522","9933.526","12545.445","10351.711","9694.33","10217.653","10451.675","7469.521","13217.78","6909.498","12405.048"
"M1167.77T12.54","8959.732","11509.825","11509.825","8569.632","11125.276","9831.539","9243.81","7080","8299.82","7197.7209","10565.246","8264.229","8897.302","9142.137","9804.823","9399.988","10073.439","9927.699","9652.872","9061.226","11145.643"
"M1169.27T13.55","12818.827","9416.605","9416.605","14473.29","14666.41","15548.156","13362.492","11500","13345.285","14351.0327","11750.765","13461.147","16000.178","14184.426","13410.779","12112.005","14063.87","12521.718","15606.092","10785.111","16143.909"
"M1169.5T13.55","9285.388","9975.793","9975.793","13315.828","15613.147","9504.664","7081.421","11100","9515.039","8762.991","9769.776","9412.328","5356.958","10192.501","8505.65","11557.181","8057.392","9567.445","10328.553","8060.283","11812.874"
"M1169.77T16.56","11885.656","17916.127","17916.127","18274.66","18031.907","21091.092","15077.044","17600","18973.607","33875.5502","15563.524","30871.548","20808.792","35464.074","20414.16","31636.003","15182.392","16411.697","18998.716","13000.09","18802.898"
"M1170.09T14.07","9744.855","14911.46","14911.46","9526.494","12430.149","10797.474","7302.806","9820","9127.3","10327.9258","10885.634","11639.763","9330.223","11955.76","7438.77","11193.769","11520.868","11017.861","9181.893","11355.092","12960.356"
"M1170.77T16.68","17119.428","25188.818","25188.818","24007.808","32818.724","25417.659","31678.251","26500","29435.164","53576.9325","32190.854","54408.229","31509.023","49985.508","24159.459","49327.081","32231.063","22159.98","25794.127","17714.351","34739.414"
"M1171.43T17.56","4553.904","8848.625","8848.625","6539.56","6735.323","7981.459","6672.7","7580","7017.377","7771.6678","8478.563","6646.134","8937.463","14496.048","6874.937","7350.293","10289.314","5358.569","7648.341","4040.817","10153.485"
"M1171.77T12.55","10350.937","12333.961","12333.961","10728.088","13410.11","10504.944","9625.682","6930","9242.387","7900.2574","14796.9","9061.343","10146.236","8979.601","10218.206","8981.186","13052.879","9574.714","10312.08","11418.422","10439.618"
"M1172.77T13.55","31042.806","36544.001","36544.001","36252.432","39490.548","39489.752","25840.725","29500","24818.232","39059.7682","20278.552","38451.535","36907.045","41277.732","39239.821","38640.081","37515.428","37182.121","23025.42","33223.04","23007.189"
"M1173.44T13.55","47146.179","41945.67","41945.67","53849.064","53816.102","52735.51","52375.188","42300","52369.907","55197.3765","51757.452","52666.768","54296.77","52321.767","51085.72","54993.517","36958.42","51442.521","51434.499","40888.815","40270.731"
"M1174.45T13.55","12154.253","16535.965","16535.965","12956.754","14828.046","13920.715","10882.944","12900","12791.103","13738.358","14130.854","11844.491","7610.221","13981.82","13337.952","14529.599","10965.435","13017.207","14635.807","12976.995","16723.864"
"M1175.76T17.47","7411.99","10958.368","10958.368","12848.43","9843.485","13068.924","19866.128","11200","13306.146","20716.815","7640.371","9935.417","13702.715","11266.102","9139.679","10922.456","12932.846","11059.413","10164.336","7047.688","9992.231"
"M1176.77T17.56","11414.843","15767.306","15767.306","13516.428","17766.195","15453.841","16445.663","25700","14707.065","28461.9856","19286.425","15013.729","15647.691","29389.906","17690.4","16288.576","16256.825","11336.592","19753.26","10053.82","15101.023"
"M1177.1T13.54","7629.309","11421.129","11421.129","7793.31","7822.003","6958.916","8601.194","4370","6086.623","7015.4341","7350.171","8201.717","7604.403","7747.691","7025.29","7783.26","8612.661","9164.895","6845.959","8383.91","7365.254"
"M1177.44T13.55","12182.44","14650.363","14650.363","13059.06","8926.7","16210.425","15000.519","13200","9097.21","12618.9556","13376.245","12828.87","15177.403","14808.956","10897.046","15436.777","16235.043","9055.585","13339.487","13741.089","16550.134"
"M1180.76T17.56","13700.837","18040.972","18040.972","24156.252","22381.234","17648.647","24834.165","19500","22794.402","19180.7994","25730.614","37689.324","24792.046","19983.967","17395.132","37508.8","24780.012","34816.696","25049.808","11497.805","26091.718"
"M1181.76T17.56","6880.672","9537.728","9537.728","10986.862","9008.37","10003.906","10836.874","7860","8561.77","16216.473","10023.736","16050.781","12832.255","10846.089","9151.846","9665.022","9551.636","8107.016","10977.716","6699.209","10690.94"
"M1182.1T17.55","7550.02","10929.137","10929.137","8691.998","12210.499","14184.075","10962.436","10500","10249.418","18626.3449","12056.198","9402.251","11074.824","20840.334","10952.472","19957.891","10537.87","9071.278","10120.578","7614.467","12102.451"
"M1182.27T12.55","4501.299","5499.866","5499.866","5015","5256.158","5315.61","5057.698","4960","6453.302","3994.3097","6977.4","4751.39","5248.698","4797.816","5127.336","5157.268","6887.459","4111.471","5363.807","5143.451","7741.305"
"M1182.76T17.56","8300.285","10914.838","10914.838","11289.768","11492.956","14707.813","11834.448","11800","10503.257","12322.5238","12159.881","10664.066","11112.93","19147.54","9612.05","11527.005","14435.126","13665.049","11495.274","8085.639","13678.647"
"M1182.77T12.5","8806.606","13845.412","13845.412","7977.862","9408.265","10070.11","9597.583","6430","8052.958","6356.5505","9234.109","9352.561","10996.604","7117.462","9114.512","8921.071","9213.726","7299.834","10045.094","10052.381","12449.109"
"M1183.43T17.56","3250.896","6656.808","6656.808","7699.028","6192.506","7668.793","7538.684","6710","6123.541","6828.5958","7758.303","5990.029","7625.223","7376.064","7198.487","7508.563","7286.505","5972.008","9355.324","3620.978","8584.253"
"M1183.76T17.55","8740.924","10453.43","10453.43","11020.964","13161.731","11260.658","11721.93","11600","13037.143","19311.3298","11819.212","19211.727","12420.57","20856.382","11366.455","10165.593","10265.253","8973.048","12396.915","7788.707","15405.57"
"M1183.77T11.73","9622.655","11035.822","11035.822","11450.248","9684.968","9293.756","8626.184","6540","9103.228","6437.108","9387.763","7752.731","9895.942","9095.984","9564.016","8736.324","9331.713","8991.085","10090.18","8230.324","11644.355"
"M1184.09T17.56","4887.754","8495.791","8495.791","6770.25","8118.309","9386.52","8764.214","13600","7408.164","8280.7481","7451.371","6715.623","9173.532","8649.537","7809.321","7955.072","8066.523","6914.218","10417.98","6256.601","10009.054"
"M1184.1T12.55","8996.984","15505","15505","10750.154","10460.275","9344.775","11037.355","9150","11628.782","15021.944","15672.043","9048.219","10640.535","10438.216","9739.194","8629.507","10993.059","11225.307","7444.266","9765.262","17994.243"
"M1184.43T13.55","8042.566","13962.374","13962.374","7701.034","10555.12","9524.707","10959.677","10600","10798.46","9901.6472","9268.042","10650.99","10789.981","11101.98","9061.294","10518.816","11382.569","9926.4","7939.748","9799.893","6374.531"
"M1184.76T17.56","5675.357","12176.633","12176.633","10469.314","10371.4","10454.894","13771.234","8190","11474.419","19502.4544","10407.818","7003.493","10264.569","10544.637","9640.07","9186.477","11293.909","8301.473","9370.574","5467.516","12160.919"
"M1185.52T13.55","15612.444","18322.526","18322.526","16952.706","16559.472","18767.989","18800.232","15600","16495.338","17635.727","16781.937","16458.557","16644.691","18715.586","17764.928","20434.782","17898.635","18751.093","16097.575","14697.584","19951.267"
"M1186.05T14.49","11699.578","16311.359","16311.359","13398.074","11593.629","14016.792","13844.857","12600","12808.664","16984.1945","14249.649","14058.518","15589.094","13721.742","12821.247","14010.828","14509.784","12866.824","15059.225","17883.267","15982.696"
"M1186.76T17.56","11382.699","16725.087","16725.087","18541.458","17387.537","15082.112","15684.16","15900","13733.041","17506.6648","17723.949","27923.384","17802.297","14241.771","17308.903","13695.619","13784.489","12481.277","17862.545","10788.831","19550.923"
"M1189.76T17.56","7236.145","10016.618","10016.618","9640.836","10072.052","11997.898","9137.33","10700","11997.898","10817.7795","9010.742","9496.784","10607.523","10651.189","10297.333","9983.385","10505.797","8640.267","9042.896","6891.473","10422.668"
"M1190.76T17.56","9321.509","17842.411","17842.411","15279.702","16125.56","15427.588","16166.057","13400","14360.914","14215.7945","13735.189","25225.521","14903.48","24974.442","14835.073","13607.519","13338.213","12330.924","17445.505","9048.438","19381.217"
"M1190.77T11.72","11189.394","14720.028","14720.028","10976.832","11520.458","10715.656","11247.405","8100","9749.16","7887.1434","12976.376","11000.926","12103.296","10839.733","11921.91","10614.312","11288.265","11363.705","12172.408","11950.632","12408.178"
"M1192.02T13.55","11398.185","10594.967","10594.967","13113.222","13750.911","12517.498","12242.618","12400","14010.746","12353.3436","12689.872","11727.761","14687.061","13523.573","13617.376","13351.849","13291.145","12975.973","11370.78","12542.762","15273.104"
"M1193.42T17.06","4549.298","10168.53","10168.53","8742.148","7787.031","7380.608","5900.586","8410","6170.936","7071.5446","7367.016","9906.399","7518.649","7550.258","6581.453","6737.684","7961.718","6172.006","7949.032","5811.989","11336.688"
"M1193.76T17.56","11498.039","15678.296","15678.296","18306.756","19533.188","18817.165","17565.629","16700","14137.849","17160.3581","17910.113","29369.19","16935.135","27375.407","17443.283","29188.666","20120.848","16730.496","16461.711","15580.602","22881.189"
"M1194.27T17.56","5674.332","6977.714","6977.714","7103.246","7655.318","7926.131","9334.594","7620","9017.852","14382.4184","17027.853","15585.207","7627.229","8364.63","6464.973","8874.12","8979.583","6585.447","7507.65","6102.389","9669.319"
"M1194.28T12.55","8734.954","9606.734","9606.734","9153.378","8752.924","10947.3","6516.803","7010","7488.398","6975.0257","7933.462","8116.647","7509.132","9211.962","16222.506","9404.618","7164.003","9011.132","7479.621","8415.474","10421.717"
"M1196.76T17.56","8336.212","14506.964","14506.964","20005.838","17378.131","19146.923","16039.976","15800","15431.086","15318.8231","16775.849","11420.383","17141.71","16910.094","16503.064","17217.636","16363.69","15482.316","17202.774","10975.087","27435.24"
"M1197.1T13.55","12477.181","11780.17","11780.17","14276.702","14742.764","13451.55","15001.608","11700","7360.014","11475.7889","13804.033","14628.299","7717.549","14374.393","13584.297","13980.784","11986.554","12824.716","15662.251","11293.181","15774.947"
"M1197.43T17.56","5337.767","4658.659","4658.659","7079.174","7224.258","9462.735","6865.587","5830","7655.375","4783.2417","4934.546","7352.776","9130.011","7647.317","6155.49","13942.548","7266.46","4646.9","4403.043","4402.051","9193.976"
"M1197.76T17.56","7270.179","9235.165","9235.165","9135.324","8774.879","10076.8","8742.148","9500","9052.1","10714.4615","10907.415","16886.983","8970.968","9206.518","9628.127","17268.089","11418.26","10012.629","10295.675","5924.144","10898.793"
"M1198.1T13.55","10683.308","15872.039","15872.039","12036","11839.404","12489.152","14334.5","12200","11413.616","14746.4415","7096.992","11839.601","9790.415","12453.333","8222.96","12958.252","14631.117","12647.983","13083.445","11175.426","9794.425"
"M1198.76T17.56","5676.223","10249.05","10249.05","9012.958","8714.622","8614.865","9847.306","8750","8489.551","10086.9002","7614.667","8933.367","7916.103","9033.72","7578.668","17320.371","11342.314","7076.599","11143.79","6544.997","13007.21"
"M1199.28T13.55","5877.958","8065.62","8065.62","5402.158","7657.009","6069.195","7655.908","7750","6516.685","9314.0064","7247.055","9603.77","9089.901","6557.979","7388.78","8413.851","8811.728","7885.941","9258.158","6860.526","7412.324"
"M1199.44T12.55","6657.431","10455.553","10455.553","8076.156","7147.654","6786.488","7287.621","5550","6744.944","5178.7126","6913.817","6464.884","6909.604","6677.167","6220.606","7271.302","6898.304","8285.107","7399.761","8692.048","6368.515"
"M1199.75T17.56","6682.136","9271.232","9271.232","8324.9","8407.679","10910.827","8332.924","8920","8147.46","9807.5589","8665.354","8683.8","12048.326","17592.62","8372.01","16604.163","8435.107","8708.584","8127.459","6042.306","8498.094"
"M1199.76T12.55","9491.097","14342.522","14342.522","10254.672","8706.888","7405.731","11215.829","7080","8681.983","16580.059","10197.43","9639.336","7391.698","5297.463","6588.054","7752.836","7685.883","7276.317","9177.45","8868.288","8880.255"
"M1200.1T13.54","12253.848","15135.904","15135.904","14501.374","9971.826","14072.595","13705.12","13200","7366.032","15514.1964","13532.786","13478.861","15478.184","15083.753","13906.166","14156.936","15837.737","13598.987","14398.011","11378.775","15612.649"
"M1200.44T13.6","9278.766","10896.816","10896.816","9610.746","8434.296","10451.591","9176.701","9540","9364.383","9957.855","9843.132","11196.442","10613.979","9998.851","10472.707","10229.75","11437.053","9536.746","8989.536","8627.287","11181.22"
"M1200.76T17.54","9342.511","14977.839","14977.839","13315.828","12703.47","13291.105","9484.482","15200","12342.462","27022.6252","13803.473","11705.074","12717.51","26310.317","15285.186","14088.067","12884.403","11047.915","25969.372","7852.795","19230.789"
"M1201.1T13.6","11194.815","12398.878","12398.878","10134.312","11854.441","11825.49","10859.281","9980","9856.953","10970.3461","11411.452","10876.886","12504.464","11339.057","10779.989","10892.192","10661.354","9278.292","11081.84","10462.539","12075.45"
"M1204.77T16.56","19462.147","29135.006","29135.006","31656.686","34459.359","57503.201","36567.315","29700","32762.565","56117.7055","36681.792","62816.208","37991.338","54794.941","29310.074","26115.783","30609.335","23398.886","37367.185","16302.41","39666.07"
"M1205.09T17.55","4708.126","7916.366","7916.366","8990.892","8100.348","7807.096","7134.565","7720","5697.711","9074.7662","7820.927","6933.049","10367.537","7493.987","6752.269","7764.855","6917.67","9564.531","9930.882","4722.492","10635.807"
"M1205.27T12.55","9850.477","10860.484","10860.484","10017.964","8930.712","9484.079","10205.711","6300","8802.897","7860.9153","11218.861","9505.636","10220.727","9009.7","11189.468","10356.981","10458.334","9763.261","9279.756","8482.886","10990.501"
"M1205.43T12.54","4078.377","4653.733","4653.733","7325.912","6448.407","6410","7413.942","729","5178.504","5020.7944","6860.289","4211.452","5375.004","6200.439","5835.535","5276.096","5650.09","4249.857","5273.474","3363.488","5510.756"
"M1205.77T17.55","8175.879","11686.26","11686.26","12154.354","13034.828","11380.153","12645.728","10700","11809.365","19451.3445","9662.681","9542.16","13181.241","19819.489","8345.885","20980.858","10660.147","10952.492","13255.169","9983.893","11880.871"
"M1206.09T17.56","3547.807","3454.332","3454.332","5255.72","5595.338","6277.402","5945.908","8640","6009.509","6612.028","8565.037","4810.175","8630.384","5545.613","5506.444","4799.415","5718.622","4993.664","7120.939","3510.766","6324.918"
"M1206.09T12.55","6264.386","9332.589","9332.589","8525.5","7768.145","8266.377","8373.438","5560","7350.621","14275.4228","5966.285","7192.557","6387.293","8047.923","7276.526","8575.41","7415.527","8182.821","7947.772","6675.293","9486.331"
"M1206.44T13.04","5712.359","7093.336","7093.336","6766.238","6559.984","6391.761","5938.879","4150","5564.889","11497.752","6600.46","9776.494","6632.899","6913.989","5911.926","7397.498","6720.989","5906.473","5622.764","5882.214","7646.05"
"M1206.76T17.55","9938.117","12895.97","12895.97","10687.968","11000.716","11398.961","10971.152","11100","12601.604","21211.6102","10733.188","22348.995","15119.074","22707.868","12772.085","20939.428","15474.086","8836.916","11575.549","8057.076","12723.949"
"M1207.09T13.54","9023.259","14752.659","14752.659","9327.9","10811.002","5878.074","10748.01","5510","7573.676","10067.2153","9053.774","10083.045","8863.782","9213.731","8372.138","9251.384","9448.666","8763.893","9057.714","9667.985","7285.376"
"M1207.43T13.55","8313.727","15916.023","15916.023","10439.224","10864.918","12739.697","6787.602","10600","9091.192","13148.058","11810.833","10875.004","7737.295","11421.244","10832.192","11528.237","11318.431","11940.193","10452.306","12220.312","13413.083"
"M1208.09T16.56","3221.947","7133.258","7133.258","6756.208","5621.75","8232.284","5999.603","6500","4422.473","13248.5871","6043.162","12706.743","5774.071","5503.416","9595.834","11838.428","11583.19","5202.203","5996.487","3819.25","6227.434"
"M1208.09T12.61","7441.272","9356.868","9356.868","7014.982","6938.098","5765.508","8313.839","8650","7569.001","5822.4637","7943.065","7502.186","6137.638","6648.392","5803.813","6558.194","7112.811","8199.165","6685.998","8517.686","7273.506"
"M1209.02T13.55","11590.258","11156.26","11156.26","12054.054","12736.83","14807.381","13719.52","12100","11938.522","13371.2956","13740.366","13902.431","12877.947","9213.428","11748.961","16214.104","12559.512","12788.011","12901.599","14451.224","12190.085"
"M1209.27T13.55","11582.996","11883.761","11883.761","11458.272","11932.378","12276.278","12423.788","9020","12977.382","14788.557","9546.995","13045.94","13814.45","9895.199","12104.869","11122.535","13341.926","11573.478","14170.156","8018.208","10536.275"
"M1209.76T16.68","8845.227","16204.867","16204.867","12066.09","10888.402","13969.815","10074.132","13300","12271.112","21190.5194","13604.946","10612.273","13604.437","11119.351","10700.004","12167.877","13552.611","12151.392","12631.5","9987.899","16619.349"
"M1210.26T12.61","5266.93","11436.945","11436.945","7953.79","11990.54","7564.865","9569.885","6790","9290.244","6739.7403","3630.552","9242.906","4415.463","9871.104","5764.453","4534.741","7608.423","5644.273","6191.506","6607.709","10998.781"
"M1212.09T16.56","7217.236","8263.359","8263.359","9374.038","10675.809","8879.444","12034","10500","7277.03","10766.1205","9414.029","17145.973","10054.407","9200.181","8832.209","8553.755","9425.35","7954.659","8942.553","4836.649","9894.785"
"M1212.43T14.57","7769.521","7748.928","7748.928","9761.196","10469.557","11076.08","7646.903","8230","10079.859","9447.6964","7141.098","11001.913","10753.919","7867.262","9550.027","11715.416","9221.906","6141.53","9576.036","9760.163","8550.109"
"M1215.26T17.55","6511.963","7169.326","7169.326","7612.77","10644.073","7931.368","7309.412","9320","9432.874","8433.8119","10214.243","7209.085","9785.88","8064.728","8828.651","7909.02","9954.124","8303.477","7422.217","4830.64","10737.065"
