"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","Other","Other","Other","Other","Other","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M934.8T18.56"," 9945.59","11839.41","11839.41","13149.33","13660.23","13720.15","13084.20","11400.00","14160.34","21249.72","13510.25","13256.34","15739.81","24150.23","14446.82","13445.17","14182.39","11362.22","13989.20","18669.53","16308.15"
"M935.81T17.56"," 6066.826","12204.956","12204.956","11265.696"," 9297.962"," 9361.988","11347.942","10600.000"," 7702.890","12085.637","12916.774"," 8141.750","10826.795"," 9469.738","10595.692"," 9696.942"," 9107.430"," 7989.862"," 9725.826"," 5731.782","12224.538"
"M936.15T17.56"," 5366.130"," 7149.288"," 7149.288"," 4928.742"," 6635.540"," 8453.885"," 5251.442"," 6530.000"," 5377.014"," 9977.639"," 5742.175"," 5174.736"," 6423.937","12118.246"," 5450.302"," 4981.681"," 6727.238"," 5911.867"," 5584.220"," 3933.407"," 6132.471"
"M936.8T18.56"," 9484.148","16217.821","16217.821","12569.596","16176.086","16739.312","16292.417","14500.000","13187.043","23608.346","16349.222","14192.284","17425.646","24615.626","13886.529","23536.448","14791.505","11358.644","17331.376","14338.888","17142.403"
"M936.81T11.55"," 9843.007","16025.934","16025.934","12260.672"," 8966.820","11044.443"," 9287.934"," 5940.000"," 7729.418"," 7291.392"," 9899.702"," 9305.891"," 9669.150"," 9866.524"," 9333.244"," 9039.298","11178.009","10262.633","10042.036"," 8220.630","11765.291"
"M937.81T17.56","10026.91","22245.38","22245.38","16631.75","14543.09","13465.49","15303.60","14900.00","17533.95","25339.49","14128.60","26731.74","13825.06","14981.19","13448.43","22737.96","14685.26","17421.61","16532.75","22469.44","15620.84"
"M937.81T12.55","10603.034","16786.208","16786.208","10003.922","14770.178","11130.310","10112.235"," 6950.000","10738.118"," 7933.979","13603.925"," 9843.523","11959.825","11987.516"," 9816.863"," 9540.256","11350.410"," 7239.654","10922.670","12333.459","12052.053"
"M938.31T16.56","4502.194","6017.000","6017.000","5510.482","6112.213","3665.521","4140.019","4310.000","3806.254","6289.673","4367.279","5680.638","5014.087","3837.752","5189.049","5539.557","4559.491","5661.359","4711.331","4800.760","6997.075"
"M940.15T17.55"," 5721.603"," 6175.478"," 6175.478"," 7550.584","10032.583"," 9701.410"," 7562.620"," 7810.000"," 7666.633"," 9776.946"," 7180.906"," 8167.650"," 7517.239","15848.190"," 7568.169"," 7911.022"," 7781.728"," 6757.852","10750.810"," 7883.580"," 8181.552"
"M942.81T12.55","29702.69","26933.79","26933.79","30511.26","32585.46","32361.48","33204.71","19200.00","29714.88","22113.98","33249.61","28384.37","30440.88","32888.42","41467.16","29480.41","30039.88","31560.05","32420.97","31031.54","39769.77"
"M943.31T17.56"," 9611.007","10150.342","10150.342","15937.670","13967.463","14149.524","15147.562","13500.000","16615.337","22507.251","16820.310","25518.515","15620.199","24282.630","11761.178","24655.517","18183.806","16007.055","15636.995","10382.448","17499.370"
"M943.31T12.55"," 9637.594"," 8897.055"," 8897.055","10824.376","11267.702"," 9843.499","10558.947"," 6890.000"," 8879.574"," 7068.454","10759.821","10045.135","13758.310","10592.919","14093.820","10946.948"," 9828.369"," 9885.581","10806.322","10131.970","13317.419"
"M944.82T17.56","20485.08","26036.39","26036.39","30021.80","32951.88","30656.62","32802.68","28100.00","27785.37","53083.58","26853.81","55064.14","32187.70","53492.00","26685.85","25793.42","26956.16","28042.58","32940.14","28017.80","33183.00"
"M944.82T12.55","24268.59","26693.84","26693.84","24651.73","26493.24","24205.96","26764.73","16900.00","20697.19","18340.89","25720.06","24277.46","23412.05","23609.83","26055.22","52098.43","31663.46","25096.07","25833.27","23149.34","30661.55"
"M945.81T17.56"," 8550.260","13951.417","13951.417","13095.168","13744.050","15407.531","15628.804","11700.000","14770.080","22575.443","13815.611","23335.865","11660.946","23448.134","17010.463","21695.811","14766.069","10911.595","13712.851"," 9372.884","17210.588"
"M945.82T11.61"," 9036.295"," 9662.902"," 9662.902"," 8685.980","11124.503"," 9524.805"," 9279.911"," 6580.000"," 8812.358"," 7295.139"," 8678.779"," 9221.886","11813.460"," 8744.827"," 9211.552"," 9093.401"," 9221.749"," 9317.998","10705.533"," 9707.613","10766.635"
"M946.82T16.55","23442.31","45135.26","45135.26","36049.83","38596.46","38107.15","36308.58","31900.00","28383.00","59218.42","26338.89","29758.98","35213.64","57254.07","35299.73","30438.71","29685.24","31892.82","34527.25","25383.32","36886.22"
"M947.81T17.56"," 5648.012"," 7817.884"," 7817.884","11394.080"," 8411.486"," 9312.443","11420.544"," 7670.000"," 8592.276","10048.207","12322.388","19336.233","12308.502","18144.631"," 9135.768"," 8317.283"," 8833.868"," 6710.314","10810.936"," 5598.393"," 9387.834"
"M947.82T12.55","10900.444","10291.152","10291.152","11045.036","14033.976"," 8879.259"," 7711.532"," 8160.000","12978.820"," 7891.014"," 8620.640","10172.465","10885.735"," 9910.385","11245.773","19467.250","11493.164","12258.187","11366.643","11409.691","13285.979"
"M948.8T18.56"," 7853.499","15794.090","15794.090","14170.384","12218.555","14458.453","15081.108","12600.000","14731.622","13511.321","18002.402","11702.929","16157.651","13090.461","14628.082","11797.167","13201.691","15882.240","13168.993"," 7470.531","14952.245"
"M949.48T13.55"," 7636.814","12963.485","12963.485"," 8679.962"," 8086.003"," 8957.200"," 6476.451"," 8280.000"," 6628.493"," 7737.000"," 8663.320"," 7353.975"," 8992.127"," 8755.553"," 8439.792"," 8424.187"," 8809.132"," 8886.199","10010.957"," 8835.305"," 7611.522"
"M950.31T12.55"," 6747.270"," 7692.801"," 7692.801"," 7207.558","10831.418","12532.955"," 7259.307"," 5550.000"," 5784.863"," 6184.798"," 6626.912"," 6870.810","10844.122"," 6934.058"," 6825.057"," 5925.210"," 7170.258"," 7539.301"," 7074.541"," 7060.661"," 7278.369"
"M951.8T17.69"," 6509.360","11717.780","11717.780"," 6904.652","10076.469"," 8957.824","10878.048"," 8750.000"," 8460.007","18288.806"," 9210.349","10348.304","11857.783","17803.250"," 9722.580"," 8944.091","13313.931"," 8293.454","10138.639"," 6457.698","10099.488"
"M953.15T13.55","25978.75","24519.12","24519.12","25353.83","28504.42","30488.17","30471.78","26100.00","31757.83","30059.27","30313.97","29370.60","26986.79","27551.14","28088.91","29355.64","30215.36","26676.95","30381.81","26779.45","31810.82"
"M954.14T16.72"," 8478.480","10211.880","10211.880","10990.874"," 8844.696","11371.217","11960.411","10800.000"," 9450.701","16220.795"," 8424.594","16140.819","11085.684","10802.854"," 9946.101","10506.110","12178.413","10540.009"," 8354.835"," 8348.972","10808.794"
"M955.32T13.55","12778.47","15603.26","15603.26","13921.64","14969.42","14718.70","13765.23","13200.00","13043.75","14271.53","13336.94","14299.19","16244.12","14216.49","14273.27","15034.35","14132.96","15289.00","13363.99","12483.34","16698.63"
"M955.81T17.56","18990.99","24301.67","24301.67","31155.19","28733.03","31931.57","32470.51","22000.00","26792.33","45691.31","31645.15","26068.35","31886.85","47106.90","30007.49","43130.88","31510.42","25253.16","27975.73","18208.46","35180.48"
"M956.3T12.55","7583.466","7943.760","7943.760","8603.734","7257.708","8312.155","8050.169","5150.000","7155.276","6036.194","7908.936","7110.560","8623.505","8180.968","6974.862","6917.237","6946.162","7096.049","7413.376","6813.169","8099.109"
"M956.3T17.56"," 7408.209"," 8620.355"," 8620.355"," 9225.594","10291.076"," 8590.812","10427.977"," 9130.000"," 9763.817","10125.166"," 9959.439"," 7840.566"," 8299.449","16455.583","11161.999","15707.562"," 9064.533"," 9082.155"," 9952.002"," 6392.788","10089.244"
"M957.8T18.56"," 5466.429"," 5979.370"," 5979.370"," 8565.620"," 7732.631"," 7035.934"," 8165.580"," 7110.000"," 8061.149","15550.647"," 7361.038","13974.807","11970.103"," 8796.310"," 6696.158"," 7474.342"," 8110.240"," 5739.665"," 9514.507"," 4385.007"," 8540.145"
"M958.79T18.56","11505.79","17947.45","17947.45","17799.24","17372.14","20944.70","20588.66","16600.00","16095.11","18176.63","18833.00","29405.52","20660.86","27989.72","20019.03","26272.40","17299.62","17654.96","20238.78","11115.25","20264.86"
"M958.8T11.54","10237.026","10238.624","10238.624","11053.060","10093.158","10422.955","11227.349"," 7160.000"," 9528.523"," 7471.242"," 9524.805","10804.914"," 8903.317"," 9609.678"," 9055.084"," 8923.075","11274.233","10832.246"," 9855.478","10003.641","11673.045"
"M959.48T16.56","3055.555","4939.180","4939.180","3831.460","3937.420","4722.341","4682.686","5420.000","2611.292","9095.117","4652.842","3607.379","5680.048","4642.293","4304.572","3798.332","4939.188","3674.619","4122.083","2799.849","5455.071"
"M959.81T17.56","11154.039","13097.003","13097.003","14377.002","13434.724","12788.240","14565.497","14300.000","11805.354","21885.504","15410.281","25510.491","14187.769","13305.447","12790.256","22716.720","15989.175","13815.397","14571.373"," 9325.116","15828.848"
"M961.31T814.89","30644.91","79909.60","79909.60","88245.01","76547.10","64840.53","62005.16","72200.00","93875.56","52509.81","70774.77","31565.02","20306.12","38248.64","44943.64","40804.46","95409.74","96358.97","72167.74","90279.97","33272.59"
"M962.48T16.56"," 6525.199"," 8744.657"," 8744.657"," 9069.126","12473.649","12231.250","11080.887","15100.000","10887.595","11148.780","11230.693","19273.907","11901.626","19765.332","12126.261","18367.416","11915.478"," 9996.179"," 9986.029"," 8051.204","10260.177"
"M962.8T17.56","13170.01","29504.84","29504.84","19574.55","17505.85","23171.55","21525.71","17000.00","20791.60","33258.39","21651.83","29298.99","23695.51","31624.59","17881.67","32277.61","20181.72","16348.35","20457.01","13178.11","20261.24"
"M963.81T17.56","14898.53","21447.10","21447.10","17213.49","19162.14","20266.86","21795.58","17700.00","21248.54","35637.74","25269.17","36249.42","18627.85","33674.72","23366.57","31664.08","21143.90","20889.56","19067.14","11636.00","23731.08"
"M963.81T12.29","14180.95","15036.98","15036.98","17171.36","23079.03","13785.00","14807.34"," 9600.00","13576.61","11783.88","19699.17","14473.13","14707.58","14120.55","15205.48","12837.05","14876.61","14426.28","15995.07","15276.01","18791.98"
"M964.31T17.56"," 5226.209"," 8213.646"," 8213.646"," 8780.262"," 8434.029"," 6997.323"," 7765.622"," 7120.000"," 7947.621"," 7745.025"," 8065.958"," 6795.031"," 7960.525","12740.106"," 6898.970"," 6112.971"," 8899.143"," 5903.701"," 8097.594"," 6981.715"," 7850.238"
"M964.8T17.56"," 8254.897","16214.194","16214.194","10936.712","10834.251","14408.709","12951.588","13200.000","14784.120","21868.391","14876.962","21751.257","14264.301","12254.594","11312.196","10393.854","13454.477"," 9989.432","12075.256"," 8027.034","18932.444"
"M964.81T12.54"," 8125.009"," 9378.050"," 9378.050"," 9829.400","14104.186"," 8977.494"," 9571.492"," 7140.000"," 7871.544"," 6836.149","10683.579"," 8450.907"," 9785.429"," 9525.400"," 8735.242"," 8976.718"," 9788.776"," 8780.498"," 9374.618"," 9122.310"," 8648.428"
"M965.81T12.55","15480.65","17973.76","17973.76","15191.44","15802.60","20052.01","16636.21","14700.00","14673.89","14839.76","11755.32","15231.05","15944.17","16369.96","19693.64","16794.14","16173.16","15693.79","16577.22","15602.74","14489.58"
"M966.31T17.55"," 4804.558"," 7914.361"," 7914.361"," 6974.862","10170.977"," 6712.699"," 6312.582"," 6700.000"," 7824.106","14477.704"," 8619.208"," 6955.737","12095.366"," 6292.216"," 6318.195"," 7438.483","12842.090"," 6054.201"," 8795.810"," 5713.088"," 6693.805"
"M967.31T17.56"," 7805.279"," 9704.037"," 9704.037","11466.296","14825.888","13375.289","14133.933","10600.000","12894.431","13069.730"," 9865.535","10324.893","11612.320","12453.805","11545.175","12444.192","13215.936","13114.880","13714.200"," 7862.809","14520.830"
"M967.47T17.56"," 6941.178","10828.126","10828.126"," 6346.984","10762.407","16613.685"," 9881.875"," 9730.000"," 8651.094"," 9941.490","11720.999"," 8608.174","11790.335"," 8275.742"," 9189.486","16877.901"," 9134.692"," 7850.415"," 9209.465"," 6811.363"," 9626.794"
"M967.82T12.55","10642.249","13227.564","13227.564"," 8968.826","11184.581","10968.261","11163.170"," 7500.000","10072.126"," 8512.869","12244.211","10849.717","11293.322"," 9822.379","12263.052","10098.557"," 9989.894","10729.937","12132.288","11018.532","12839.296"
"M968.81T12.55","21291.80","22531.39","22531.39","18651.79","24135.09","27049.46","24076.03","16500.00","18427.12","17030.25","18470.22","21287.72","22788.83","20519.64","16916.60","21668.94","19123.31","19424.19","24894.46","19223.27","20973.78"
"M969.48T16.46","18117.78","22681.20","22681.20","31849.26","32931.04","22611.51","25688.45","27700.00","28880.92","53788.19","24228.00","25794.27","32774.60","52436.84","31864.03","26352.05","32736.49","48809.43","33252.93","20320.28","34663.94"
"M970.48T13.55"," 7803.417","10081.039","10081.039","10190.480","11270.911","12063.083","11050.054"," 9290.000"," 9594.378"," 9259.394","10273.518","10935.243","10038.061"," 9232.574","10679.598"," 9365.923","10154.243"," 9437.099"," 9270.200"," 8330.762","10441.154"
"M970.8T18.56"," 8540.461","18125.963","18125.963","13398.074","14507.331","12078.123","13536.566","11400.000","13660.920","21929.628","15265.828","18467.708","13079.405","22136.210","13691.006","12297.874","15136.975","11150.817","14567.433","19431.877","16549.386"
"M970.81T12.01"," 7964.414","11852.714","11852.714"," 7404.146"," 7514.476","11161.835"," 9502.533"," 7140.000"," 7883.580"," 6648.806"," 9290.243"," 6701.735","10167.355"," 8504.033"," 8860.502"," 9680.525","11153.512"," 8385.396"," 8740.142"," 9732.947","10477.867"
"M972.82T12.55","32754.00","40274.46","40274.46","32252.47","31022.79","32730.37","40860.67","22200.00","29351.79","23556.52","39434.34","67580.97","31274.88","30221.62","32280.06","32448.09","39609.91","32324.19","32426.99","31957.91","29747.14"
"M976.47T17.54"," 8047.304"," 7689.726"," 7689.726","10547.548","12782.114"," 9284.331","12754.034","11800.000"," 8704.308","11320.977","14238.948","10576.350","10731.870"," 9740.986","10214.817","10295.742","10644.111"," 8900.879","11256.458"," 5826.009","11724.711"
"M977.3T17.56"," 8705.307"," 9560.695"," 9560.695","16403.062","17379.514","17960.618","17044.155","14000.000","16069.401","14428.170","17033.366","24661.721","15822.704","23253.450","16657.457","23980.320","16380.669","22657.625","16128.220","21233.621","18133.731"
"M977.8T12.55","12904.97","13406.10","13406.10","13225.56","13773.20","14311.69","11859.50"," 9590.00","13807.30"," 9824.35","11261.30","12381.67","10322.72","12178.15","13748.84","10668.42","13570.34","13704.72","10119.37","11164.86","11819.43"
"M977.8T17.56"," 7562.208","12774.394","12774.394","12980.826","12700.183","14271.957","13672.906","11400.000","11863.124","24628.417","12582.389","13109.777","16478.949","27093.036","13185.438","13713.471","13462.035","11227.861","13736.933"," 9333.126","15279.360"
"M978.14T17.55"," 7033.827"," 9153.863"," 9153.863"," 9648.860"," 9912.400"," 9316.401"," 9512.083"," 7620.000","10784.470","10383.461","13953.736"," 9568.629","11113.399","19673.065","11019.133","16234.074","12226.544"," 7890.509"," 8565.949"," 6270.620","11077.297"
"M978.15T11.61","6771.152","6060.126","6060.126","8344.960","7443.704","8396.235","8772.697","4550.000","8100.228","6270.373","5662.120","7090.025","6823.318","7829.811","7871.544","7181.775","8166.803","7344.491","7812.851","7502.704","9655.038"
"M978.79T18.56","11940.76","18876.11","18876.11","19022.90","19694.11","16828.53","18083.52","14500.00","16317.49","28792.96","16666.89","15956.39","20161.44","16626.25","15741.60","26605.37","17300.83","17363.00","18385.77","11121.26","21523.03"
"M978.8T11.54"," 9820.598","11438.212","11438.212","11743.124","10633.806","12635.597","10411.070"," 7540.000"," 9375.169"," 8593.427","10583.299"," 9692.314","11070.506","10600.945","11582.774","10145.414","13835.089","11859.113"," 9797.304","10901.944","10643.602"
"M979.31T813.63"," 45087.26"," 89892.99"," 89892.99","117255.06","115161.54"," 57266.19","107735.57","102000.00","141602.80"," 63657.77"," 60223.92"," 57399.07"," 24424.32"," 46355.38"," 47839.51"," 52287.35","118313.47","109334.18"," 70923.11","105293.97"," 47794.26"
"M979.8T18.56"," 9943.699","14477.504","14477.504","15644.794","15763.189","15441.800","15913.621","12700.000","14260.629","23700.999","15757.368","22597.863","16533.342","22956.664","13432.511","20116.502","15090.994","12524.120","15409.713","12497.380","14829.602"
"M979.81T11.54"," 9172.614"," 8718.076"," 8718.076"," 9799.310"," 9359.996"," 9450.627"," 8880.797"," 6930.000"," 8284.780"," 8033.271"," 9063.701"," 9037.075"," 8895.298"," 9019.733"," 9979.407"," 7460.276"," 9165.592"," 9761.234"," 9029.006"," 6745.853","10262.894"
"M980.13T17.56"," 4465.018"," 6020.310"," 6020.310"," 7847.472"," 6997.937"," 7873.986"," 6792.316"," 7010.000"," 6708.732"," 6592.863"," 7050.255"," 5233.712"," 9867.880","14110.204"," 8358.042"," 6154.945"," 6704.799"," 5581.272"," 7229.309"," 3238.397"," 6556.837"
"M980.8T12.66","12854.44","18797.55","18797.55","11646.84","14669.88","14642.51","13832.63","20800.00","10023.98"," 9647.91","14606.09","23439.99","10843.96","24531.37","13474.07","25343.93","14843.08","13672.13","14190.44","13678.40","16464.23"
"M980.8T18.55"," 6903.967","10770.214","10770.214","16409.080","13183.247","13040.683","12130.282","12400.000","15051.148","12978.534","13584.562"," 9713.677","17682.494","10878.243","11711.028","11412.738","11184.686"," 9445.846","12922.368"," 7108.117","14166.024"
"M981.47T17.4"," 5617.608"," 8740.245"," 8740.245"," 6688.004"," 7986.565"," 6339.883"," 6985.844"," 8000.000"," 6909.292"," 8062.632"," 4980.970"," 6076.580"," 7790.009"," 7548.248","11740.054","13079.940"," 6165.967"," 5300.433"," 8703.560"," 3943.421"," 9273.102"
"M981.81T12.55"," 9519.172","11668.902","11668.902"," 8543.554"," 8750.172","11201.935","10136.960"," 7210.000"," 9780.826"," 7566.289","10271.615"," 9845.105"," 6864.435","18742.058","11849.760","10783.378"," 9994.237"," 8385.414"," 8906.891"," 9851.468","11411.268"
"M984.29T13.55","10961.002","10370.656","10370.656","10894.586","11819.408","11857.779","11732.900","10100.000","10526.990"," 9086.907","12005.506","10151.884","11736.470"," 9973.509"," 9392.585"," 9086.416"," 9937.450","12086.546","12800.468","11392.801"," 8111.573"
"M985.47T17.56"," 6332.336"," 9392.760"," 9392.760"," 8734.124"," 7783.040"," 8412.373"," 9789.659"," 9140.000"," 8552.268","15841.748"," 7553.450","15479.115"," 9101.331","15693.521"," 6671.965","15442.794"," 9587.087"," 8044.871","10636.525"," 4792.588","13033.131"
"M985.47T12.55"," 6991.504"," 7500.434"," 7500.434"," 6479.380"," 7814.187","10658.580"," 7609.246"," 5730.000"," 6626.017"," 5172.542"," 8258.423"," 6823.076"," 9198.254"," 7685.334"," 9974.180"," 6995.469"," 7256.261"," 7549.062"," 7364.026"," 7671.079"," 6789.607"
"M985.8T17.56"," 6066.829","10898.877","10898.877"," 9141.342"," 8885.145","10617.117"," 9033.562"," 8440.000"," 9121.035"," 9264.379","10097.876"," 8429.150","11632.917","17099.445"," 9258.356"," 9777.244","10601.073"," 7792.207","12910.336"," 8710.737","11547.258"
"M985.8T12.54","7392.993","8487.995","8487.995","7468.338","7459.725","6962.670","7267.430","5140.000","6781.241","5352.392","9884.650","6638.265","7212.650","7472.633","6636.215","6885.175","6606.446","7288.350","5031.048","7346.831","8418.389"
"M986.8T18.55","12926.05","20185.93","20185.93","16758.12","20454.27","16267.38","18914.22","14100.00","16065.39","27493.40","16583.05","19967.72","20626.77","27550.40","17631.82","27388.03","16994.92","17039.32","16074.75","11653.89","18951.30"
"M989.8T17.56","18463.36","21139.73","21139.73","23540.41","28938.45","30781.32","29677.08","19200.00","27606.65","27454.41","30083.72","46067.97","29042.74","46452.94","30508.92","44263.62","29243.31","25749.70","27336.00","22916.54","31407.02"
"M989.8T12.54","19704.69","24314.73","24314.73","19402.03","19329.82","20160.27","19161.50","20700.00","18108.16","13441.87","19925.71","18387.77","19025.55","19106.99","19875.45","19902.08","18838.60","19514.49","19179.37","14252.17","22453.72"
"M990.14T17.56"," 5925.811"," 9483.627"," 9483.627","10593.686","10199.774","12744.309","13500.463"," 9770.000"," 9603.132","16351.657"," 9508.030","16293.488","11167.552"," 6860.948"," 8243.396","16180.396"," 9232.914"," 7459.498","11683.135"," 5673.799","11835.439"
"M990.29T17.56"," 7843.096"," 9334.373"," 9334.373"," 9688.980"," 9223.754","12802.170","10225.044"," 9700.000","10076.472","18938.611","12336.944","19290.222","11999.397","11356.446","11416.255","18447.510"," 9828.263"," 8113.031","12110.200"," 5908.122","12255.677"
"M990.79T18.35"," 9166.434","14944.577","14944.577","15245.600","13596.372","12371.385","15093.269","13400.000","14750.023","24194.816","12092.349","14084.509","15598.440","24065.982","13235.409","21887.653","13722.771","12828.117","13857.344"," 8952.672","16216.473"
"M995.46T17.54"," 4828.122","10556.108","10556.108"," 7965.826"," 9599.121"," 8043.774"," 7745.636"," 8120.000"," 8092.054"," 6771.157","13259.462","13573.372"," 9699.634","13376.801"," 8108.849"," 7426.469"," 7881.854"," 7770.796"," 9489.323"," 6495.038"," 8925.217"
"M996.14T12.55"," 7174.004"," 9986.451"," 9986.451","11552.554","12025.048"," 5958.266"," 7861.639"," 4770.000"," 6272.405"," 5595.412"," 5479.118"," 6339.552"," 6464.120"," 7255.173"," 6887.459"," 5690.225"," 7389.465"," 8337.252","11334.829"," 5519.606"," 8665.236"
"M996.8T17.56","13137.86","26934.06","26934.06","22910.53","18387.95","21747.44","21230.49","19300.00","17456.74","36401.83","19727.81","35557.41","18712.65","35098.98","22162.62","32899.73","19280.47","14992.88","23149.73","12789.58","21817.06"
"M997.14T13.55","10049.912","10721.241","10721.241","10914.646","10139.823","11743.798","10143.218"," 8550.000","10015.632"," 9484.272"," 8140.300","10031.659","11760.678","10300.806"," 9818.243","10774.016","10891.764"," 5397.070","11239.726","10580.749","11277.239"
"M999.14T16.55"," 9071.908","11960.074","11960.074","11452.254","11076.929","12836.748","12140.589","10900.000"," 8987.392","18333.522","18694.537","11551.121","11554.461","18782.178","12160.918","18985.069","11925.694","11635.456","12781.555","14968.424","13478.400"
"M1000.81T17.56"," 36410.43"," 50335.41"," 50335.41"," 61708.57"," 65035.75"," 69550.27"," 63480.86"," 50700.00"," 61583.45","105894.41"," 65282.53","101769.97"," 64489.73","102727.26"," 60268.28","103438.82"," 63063.67"," 54468.86"," 61963.73"," 32036.19"," 69921.27"
"M1001.14T16.56"," 5811.544"," 5889.100"," 5889.100"," 6934.742"," 6278.735"," 7164.610"," 5035.123"," 4770.000"," 7995.525"," 7925.561"," 7234.077","11788.193"," 7675.564"," 8560.011"," 7827.348"," 6454.806"," 7050.676"," 6377.048"," 6417.870"," 5333.510"," 9085.036"
"M1001.3T17.55"," 9858.703","10447.518","10447.518","10589.674","14882.047","12170.157","11505.742","11900.000","15417.560","15071.038","12289.741","22519.321","10861.831","11123.417","12853.427","11985.669","12065.821"," 9890.287","11128.310"," 7702.588","16723.962"
"M1001.81T17.56","10807.892","13895.259","13895.259","12862.472","16352.200","13100.688","11759.172","14300.000","10677.814","14847.182","17139.394","26069.619","13744.834","22677.780","14168.378","24387.213","13266.050","10691.078","16134.235"," 9334.832","16456.495"
"M1002.13T17.56"," 5176.095"," 7256.502"," 7256.502"," 6070.156"," 9846.227"," 6466.054"," 8199.725"," 6670.000"," 5780.023"," 5201.525"," 5653.540","13394.854"," 7895.372","12135.200"," 6050.990"," 6351.165"," 6993.760"," 6156.807"," 9017.667"," 5949.796"," 8152.167"
"M1002.47T16.93","5193.317","7574.746","7574.746","7097.228","6080.275","8696.282","5117.306","6400.000","6590.777","6272.981","6220.610","4740.779","6105.450","6187.984","4921.761","5317.141","6333.737","4845.036","5623.697","4646.773","7521.078"
"M1003.47T13.55","12666.08","17396.46","17396.46","14962.75","15919.61","16223.64","16326.13","13000.00","12957.71","16580.60","16100.96","14666.54","14113.20","15860.43","12034.29","14834.05","16201.49","13382.14","16402.34","14139.70","11776.20"
"M1003.79T17.56"," 6521.884","11038.571","11038.571"," 9646.854"," 8512.736"," 8911.025","10122.105","11100.000","11047.212","11533.677"," 8256.747"," 7471.041","13843.111"," 9395.394","11590.668"," 7997.023","13387.825"," 6112.726","10585.344"," 5733.784","11550.634"
"M1004.13T17.56","6496.144","8668.512","8668.512","5969.856","9026.930","9781.793","8679.861","6300.000","8856.029","8324.754","7113.576","7235.047","8536.154","8529.870","8058.769","7572.728","8934.604","7814.042","7529.658","6563.133","9101.950"
"M1004.8T12.55","11307.040","16330.846","16330.846","12509.416","13087.144","11909.700","10625.669"," 6670.000"," 9745.148"," 7038.479","11138.669","10599.569","12665.585","10121.364","12583.553"," 9251.704","13349.717","11690.617"," 9875.538"," 7823.343","12523.307"
"M1005.47T17.56"," 4876.409","10515.545","10515.545"," 7518.488"," 8806.809"," 7953.416"," 9972.175"," 9510.000"," 6893.128"," 8634.708"," 7742.236","14664.537"," 6233.349"," 6737.113"," 7654.896","14592.327"," 7013.816"," 7297.117"," 7359.143"," 4195.768"," 9175.493"
"M1007.47T16.56","11299.50","16749.91","16749.91","21869.41","21746.06","20780.30","22619.88","27700.00","20515.20","37615.71","19627.96","33958.50","32762.15","38385.34","22766.81","18429.24","23729.04","23251.99","19189.39","13753.14","21193.53"
"M1008.13T17.48"," 6812.602"," 6932.886"," 6932.886"," 9235.624"," 9142.078"," 9093.914","11079.303"," 9210.000","16090.898","10448.513"," 8566.064","18539.777"," 8048.473"," 9316.741","10814.555"," 6319.207"," 8461.626"," 7104.665","11478.625"," 5870.069","10283.053"
"M1011.79T12.55","11450.706","16025.657","16025.657"," 9729.100","12740.078","10952.349"," 9977.860","10400.000"," 9945.748","10282.344","10801.862","11923.371","12723.730","12324.762","11025.150","11101.950","12357.206","11831.428"," 9912.605","13667.143","11959.808"
"M1012.8T17.55","14134.50","24607.52","24607.52","19337.84","23647.37","23717.04","22439.93","17700.00","15629.44","36743.47","23252.85","35753.71","17998.09","17930.81","21577.47","34243.33","18441.77","20412.29","24706.88","19582.57","19501.10"
"M1012.81T12.55","16729.94","19155.29","19155.29","16296.74","17925.62","16635.83","16297.51","11600.00","14142.24","11692.08","17221.23","14840.89","16262.05","33873.32","15804.91","16162.93","16656.76","17556.99","17805.26","16125.33","18545.32"
"M1013.8T17.56"," 9423.631","13277.291","13277.291","13420.140","14806.580","12619.634","12895.329","12100.000","12874.743","21821.324","15113.081","21406.507","16168.063","21203.420","11531.245","22718.726","17124.789","14256.592","14244.019"," 8047.198","16684.093"
"M1013.8T11.54"," 7981.220"," 8828.878"," 8828.878"," 9311.852","10531.730"," 9462.667"," 9286.495"," 5440.000"," 9001.135"," 6673.160"," 9861.611"," 8471.441"," 9546.858"," 8028.465"," 9487.761"," 9730.620"," 9458.410"," 9121.469"," 9224.062"," 9626.675"," 9987.033"
"M1015.79T18.56"," 4936.809","10423.177","10423.177"," 9690.986","10358.733"," 8558.272","10170.316"," 8600.000"," 8479.317"," 9646.825"," 9429.760"," 8998.908"," 9844.783"," 9628.471","11452.254"," 8976.018"," 8129.944"," 7388.216","10343.848"," 5976.825","11608.272"
"M1015.8T13.55","13861.48","15334.08","15334.08","15333.86","15444.00","17468.81","14275.97","10400.00","23025.11","24270.56","13501.67","21933.60","15560.81","21887.49","13813.03","20702.05","21078.76","14637.35","18697.28","20376.97","16640.68"
