"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","Other","Other","Other","Other","Other","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M1139.77T17.56"," 3731.249","11262.934","11262.934"," 6144.378"," 9009.155"," 9566.950"," 7554.758"," 7550.000"," 5568.583"," 7223.401"," 9420.048"," 6886.264"," 7575.083"," 9294.926"," 9417.004"," 7540.600"," 9617.786"," 7888.504","12703.259"," 5563.648","12007.926"
"M1141.03T13.55"," 8748.238"," 7885.226"," 7885.226","11390.068"," 9907.542","10054.324"," 9914.167"," 8820.000"," 9150.231"," 8457.719","10238.652","13436.976"," 8722.646","10351.594"," 8209.588","12846.094","11094.280"," 8842.680","10948.665"," 9343.059","11737.908"
"M1141.78T12.55","11456.431","18960.712","18960.712","11809.322","14202.480","13098.665","11839.057"," 7240.000","23770.951"," 8308.665","10693.603","11376.149","11549.653","10382.224","10338.609","11117.274","11941.342","11853.070","15010.898","12726.621","10186.416"
"M1142.28T13.6"," 8860.128","12969.503","12969.503"," 8403.134","10149.924","12154.701","10274.823"," 6650.000"," 9089.681"," 6534.767"," 9125.549","12075.025"," 9163.791","12120.013","10127.447","10042.930"," 9043.551","11705.862","10404.138","11766.850","12573.831"
"M1144.1T16.56"," 7546.238"," 8790.338"," 8790.338"," 8359.002","12015.949","10058.025"," 8798.316"," 9490.000"," 8613.084","11418.555"," 9367.570"," 8746.192","12413.366"," 9334.828","17911.794"," 9775.148","12585.857"," 8552.060"," 7840.773"," 6845.410","21085.255"
"M1146.11T12.55","4911.233","8110.258","8110.258","4435.266","6370.305","6419.370","6960.512","8320.000","5326.248","5310.104","5763.044","5254.982","7943.810","4986.437","6375.342","5602.721","7908.344","4177.656","4809.761","4808.706","9516.408"
"M1146.77T17.56","11806.24","16194.10","16194.10","16531.45","22936.80","20033.94","24060.55","18900.00","22776.35","35520.09","23961.64","34845.07","19597.05","35269.49","17779.18","35007.81","22457.45","20049.32","18051.67","11646.01","25246.34"
"M1146.78T12.55","17469.42","19444.16","19444.16","17534.45","17307.77","21439.47","15309.57","13800.00","14626.61","14591.99","19620.02","15210.51","16490.64","15880.35","15841.03","17421.34","17438.69","15635.62","16679.59","17078.48","21910.27"
"M1147.45T13.11"," 6445.935"," 9236.574"," 9236.574"," 7652.890"," 5933.748"," 6833.191"," 8528.297"," 6670.000"," 8054.090","12353.880"," 7383.299"," 7070.967"," 7366.769","10762.190"," 6839.051"," 6918.432"," 7351.375"," 7302.366"," 6697.125"," 6261.974"," 8669.537"
"M1147.77T17.56"," 7324.448","13201.611","13201.611"," 8746.160"," 9859.857","12152.897"," 7175.011","10400.000","11213.949","19361.097","12749.946"," 8555.833"," 8676.148","18064.399","10543.790"," 8878.125","12092.164"," 7714.004"," 8422.777"," 5805.981","11869.589"
"M1147.78T12.55"," 8907.445","10190.480","10190.480"," 8998.916","11500.398"," 8734.914"," 8848.964","16200.000"," 8487.386"," 6914.833"," 9452.632"," 8721.589"," 8476.507"," 7849.877"," 7771.244","18194.777"," 8890.825","10587.914"," 9798.182"," 7696.934"," 9010.744"
"M1148.77T17.56"," 7430.898","13703.470","13703.470","13371.996","11756.381","11307.573","15620.503","11900.000","10080.273","22966.542","13432.083","11497.102","10072.033","12258.613","15012.771","24801.942","13199.900","11230.343","10505.894"," 7530.352","15032.472"
"M1148.78T12.54","10347.202","16912.586","16912.586","10683.956","12486.278"," 9135.954","11642.508"," 6880.000","10091.445"," 7295.139","14558.305"," 9826.722","11754.438","10659.137","10527.488","12109.172","11464.676","10808.155","11006.645","12191.142","12577.451"
"M1149.1T13.7"," 7477.647","12489.073","12489.073"," 9775.238","10659.404"," 5402.936"," 9215.653"," 8900.000"," 9458.368","12027.214"," 8276.640","10019.062"," 9888.066"," 9564.004"," 9327.093"," 8660.875"," 9597.023","10153.903"," 9034.223"," 8737.482","10868.782"
"M1149.77T17.56"," 8173.988","10286.722","10286.722"," 9014.964","13480.646","14366.890"," 9297.810"," 9840.000"," 9700.172","10924.924","12571.685"," 9553.504","12936.857","20152.276","10148.500","20251.475","10148.989"," 8922.930"," 9058.950"," 6206.532","14989.107"
"M1149.78T11.55"," 8347.228","11550.548","11550.548"," 8848.466"," 8948.766"," 9111.816","10818.773"," 6130.000"," 7972.540"," 5936.902"," 7985.118"," 7504.450"," 8350.825"," 8544.165"," 8873.706"," 9712.586"," 9573.685"," 8381.384"," 9962.790"," 8592.023"," 8038.847"
"M1152.1T17.04","4988.706","7591.196","7591.196","5829.436","7302.632","8478.403","7072.263","6870.000","5273.270","7800.451","7792.808","7546.989","7043.901","7329.196","7025.576","8243.747","7382.575","6761.534","8162.633","5039.010","5995.303"
"M1152.51T14.55"," 7997.927"," 9556.878"," 9556.878","10094.192"," 5981.892"," 8887.321"," 9318.260"," 8950.000"," 7863.341"," 7004.590"," 5959.454"," 8738.440"," 9139.728"," 8432.315","10458.125"," 8053.343"," 9708.957"," 7574.504"," 8738.879"," 7686.992","10957.949"
"M1153.77T17.56"," 6786.131","11996.297","11996.297","13446.218"," 9588.774","11661.567","10013.952","10400.000","12136.577","19791.620","10003.910"," 9387.125"," 9301.973"," 9618.188","10847.842"," 7812.910"," 9790.176","12217.071"," 9206.042"," 6993.614","15311.623"
"M1154.77T17.56"," 7761.791","20859.429","20859.429","16286.714","12585.140","15788.608","13512.416","13500.000","13730.794","24633.226","17573.057","12243.912","16934.246","24836.286","15060.909","23913.869","15584.030","10209.949","11551.466"," 7548.376","15922.988"
"M1155.78T12.55","12040.27","12477.32","12477.32","12954.75","14162.36","13369.34","22242.10"," 9330.00","11026.98"," 9578.46","10657.52","20957.08","16120.20","20868.42","12666.69","21346.58","13499.91","13160.70","10417.16","13459.95","12968.49"
"M1155.77T17.56"," 4625.766","12014.331","12014.331","10176.438","10357.430","12082.707","10211.471"," 8360.000"," 8525.806","20021.905","12950.882"," 7338.163"," 7886.976"," 8532.977"," 9368.774"," 9214.509"," 9531.591","11718.389","10827.327"," 7320.062","12772.575"
"M1158.1T13.08","11272.74","15334.48","15334.48","14375.00","17322.25","15720.53","14634.10","15400.00","11163.48","11801.95","16475.72","13829.19","16072.37","15286.10","14775.06","19808.22","15796.60","13729.02","15910.23","13563.92","18801.79"
"M1159.44T17.56"," 6177.289","11230.350","11230.350"," 9434.218","12042.023","14354.556","12938.556","11700.000","10359.647","12562.706","10437.458"," 9708.538","14162.349","19831.524","12894.431","11983.667","12292.731","10364.311","11830.419"," 6997.619","17156.880"
"M1159.77T17.56","15308.03","13323.20","13323.20","21093.09","22774.35","19035.68","20033.05","15600.00","15705.76","37595.65","24804.30","18171.13","22090.41","35446.82","18902.33","17229.65","23476.33","16963.79","18452.21","18551.49","23216.85"
"M1160.1T17.56"," 4937.809"," 6331.769"," 6331.769"," 6324.918"," 6873.023"," 7897.378"," 8766.332"," 7660.000"," 6623.933"," 6987.038"," 7537.794","15035.823"," 6798.984","13560.560"," 5965.844"," 7696.683"," 7773.609"," 6735.800"," 7005.936"," 5001.963"," 9346.299"
"M1160.77T17.56"," 6812.602","14266.646","14266.646","11299.798","14296.392","13209.131"," 9905.574","11200.000","14450.828","24746.746","15665.451","23331.677","15060.909","10277.463","15010.409","22411.007","15279.169","16862.147"," 9805.501"," 7650.517","13355.956"
"M1161.43T17.56"," 4035.725"," 6894.097"," 6894.097"," 6403.152"," 6016.385"," 7275.533","10930.883"," 6310.000"," 5884.073"," 8233.412"," 7933.400"," 6663.151"," 7187.554"," 5687.666"," 6485.066"," 6689.548"," 7903.444"," 5813.908"," 6948.637"," 3318.505"," 8385.080"
"M1162.76T17.56"," 9230.953","11967.415","11967.415","17885.496","13528.520","11263.450","16727.955","12500.000","11026.724","13419.863","15045.494","26783.893","12019.453","22162.288","12776.214","12422.167","12288.720","10452.518","12651.648","11881.538","17455.731"
"M1163.44T16.55"," 5298.060"," 7888.474"," 7888.474"," 6976.868"," 6212.462"," 6915.143"," 6873.624"," 6610.000"," 5323.311","12663.358"," 5994.961","12370.053"," 6189.226","11388.062"," 7140.208","12191.252"," 5988.722"," 5679.322"," 6206.861"," 3695.079"," 8882.043"
"M1163.77T17.56"," 4514.188","12017.955","12017.955"," 7662.920","12118.526","10146.218"," 9165.414","10800.000","10780.714","18759.807","10049.844","20329.251","12244.595","18507.684"," 7093.987"," 7648.723"," 9023.194"," 8084.965","11219.980","13909.139","10377.319"
"M1166.44T14.63","18469.09","15748.14","15748.14","19749.07","21896.34","13876.60","20836.84","17100.00","19977.95","21325.07","11072.86","19769.65","13907.30","23289.34","22455.13","20979.19","19645.03","10932.35","13307.86","15790.98","12731.97"
"M1166.77T17.55"," 9953.244","17380.304","17380.304","22641.722","19071.884","17854.445","18359.873","14100.000","17792.269","15187.749","15017.224","29191.079","20666.880","29726.225","20715.017","27979.369","18235.521","12541.418","18270.259","12976.814","17920.490"
"M1167.1T17.55"," 4006.635"," 6410.263"," 6410.263"," 4956.826"," 5160.754"," 5580.746"," 5659.418"," 6120.000"," 5961.881","10097.972"," 5617.733"," 5152.048"," 4448.199"," 9509.498"," 6915.309"," 5498.270"," 5376.615"," 5484.222"," 5048.472"," 3240.454"," 4851.717"
"M1167.27T17.54"," 3193.585"," 8801.074"," 8801.074"," 5139.372"," 7322.863"," 5087.140"," 3943.103"," 5560.000"," 3709.784"," 9706.889"," 4872.514","11663.833"," 3946.840"," 3999.205"," 4451.273"," 5290.033","10750.949"," 4314.120"," 4414.403"," 3963.448"," 5402.158"
"M1167.77T17.56"," 8501.099"," 9423.515"," 9423.515","11564.590","13786.953","13909.298","13632.516","10700.000"," 7634.324","12338.850","10337.522"," 9933.526","12545.445","10351.711"," 9694.330","10217.653","10451.675"," 7469.521","13217.780"," 6909.498","12405.048"
"M1167.77T12.54"," 8959.732","11509.825","11509.825"," 8569.632","11125.276"," 9831.539"," 9243.810"," 7080.000"," 8299.820"," 7197.721","10565.246"," 8264.229"," 8897.302"," 9142.137"," 9804.823"," 9399.988","10073.439"," 9927.699"," 9652.872"," 9061.226","11145.643"
"M1169.27T13.55","12818.827"," 9416.605"," 9416.605","14473.290","14666.410","15548.156","13362.492","11500.000","13345.285","14351.033","11750.765","13461.147","16000.178","14184.426","13410.779","12112.005","14063.870","12521.718","15606.092","10785.111","16143.909"
"M1169.5T13.55"," 9285.388"," 9975.793"," 9975.793","13315.828","15613.147"," 9504.664"," 7081.421","11100.000"," 9515.039"," 8762.991"," 9769.776"," 9412.328"," 5356.958","10192.501"," 8505.650","11557.181"," 8057.392"," 9567.445","10328.553"," 8060.283","11812.874"
"M1169.77T16.56","11885.66","17916.13","17916.13","18274.66","18031.91","21091.09","15077.04","17600.00","18973.61","33875.55","15563.52","30871.55","20808.79","35464.07","20414.16","31636.00","15182.39","16411.70","18998.72","13000.09","18802.90"
"M1170.09T14.07"," 9744.855","14911.460","14911.460"," 9526.494","12430.149","10797.474"," 7302.806"," 9820.000"," 9127.300","10327.926","10885.634","11639.763"," 9330.223","11955.760"," 7438.770","11193.769","11520.868","11017.861"," 9181.893","11355.092","12960.356"
"M1170.77T16.68","17119.43","25188.82","25188.82","24007.81","32818.72","25417.66","31678.25","26500.00","29435.16","53576.93","32190.85","54408.23","31509.02","49985.51","24159.46","49327.08","32231.06","22159.98","25794.13","17714.35","34739.41"
"M1171.43T17.56"," 4553.904"," 8848.625"," 8848.625"," 6539.560"," 6735.323"," 7981.459"," 6672.700"," 7580.000"," 7017.377"," 7771.668"," 8478.563"," 6646.134"," 8937.463","14496.048"," 6874.937"," 7350.293","10289.314"," 5358.569"," 7648.341"," 4040.817","10153.485"
"M1171.77T12.55","10350.937","12333.961","12333.961","10728.088","13410.110","10504.944"," 9625.682"," 6930.000"," 9242.387"," 7900.257","14796.900"," 9061.343","10146.236"," 8979.601","10218.206"," 8981.186","13052.879"," 9574.714","10312.080","11418.422","10439.618"
"M1172.77T13.55","31042.81","36544.00","36544.00","36252.43","39490.55","39489.75","25840.72","29500.00","24818.23","39059.77","20278.55","38451.54","36907.04","41277.73","39239.82","38640.08","37515.43","37182.12","23025.42","33223.04","23007.19"
"M1173.44T13.55","47146.18","41945.67","41945.67","53849.06","53816.10","52735.51","52375.19","42300.00","52369.91","55197.38","51757.45","52666.77","54296.77","52321.77","51085.72","54993.52","36958.42","51442.52","51434.50","40888.82","40270.73"
"M1174.45T13.55","12154.253","16535.965","16535.965","12956.754","14828.046","13920.715","10882.944","12900.000","12791.103","13738.358","14130.854","11844.491"," 7610.221","13981.820","13337.952","14529.599","10965.435","13017.207","14635.807","12976.995","16723.864"
"M1175.76T17.47"," 7411.990","10958.368","10958.368","12848.430"," 9843.485","13068.924","19866.128","11200.000","13306.146","20716.815"," 7640.371"," 9935.417","13702.715","11266.102"," 9139.679","10922.456","12932.846","11059.413","10164.336"," 7047.688"," 9992.231"
"M1176.77T17.56","11414.84","15767.31","15767.31","13516.43","17766.19","15453.84","16445.66","25700.00","14707.07","28461.99","19286.42","15013.73","15647.69","29389.91","17690.40","16288.58","16256.83","11336.59","19753.26","10053.82","15101.02"
"M1177.1T13.54"," 7629.309","11421.129","11421.129"," 7793.310"," 7822.003"," 6958.916"," 8601.194"," 4370.000"," 6086.623"," 7015.434"," 7350.171"," 8201.717"," 7604.403"," 7747.691"," 7025.290"," 7783.260"," 8612.661"," 9164.895"," 6845.959"," 8383.910"," 7365.254"
"M1177.44T13.55","12182.440","14650.363","14650.363","13059.060"," 8926.700","16210.425","15000.519","13200.000"," 9097.210","12618.956","13376.245","12828.870","15177.403","14808.956","10897.046","15436.777","16235.043"," 9055.585","13339.487","13741.089","16550.134"
"M1180.76T17.56","13700.84","18040.97","18040.97","24156.25","22381.23","17648.65","24834.17","19500.00","22794.40","19180.80","25730.61","37689.32","24792.05","19983.97","17395.13","37508.80","24780.01","34816.70","25049.81","11497.81","26091.72"
"M1181.76T17.56"," 6880.672"," 9537.728"," 9537.728","10986.862"," 9008.370","10003.906","10836.874"," 7860.000"," 8561.770","16216.473","10023.736","16050.781","12832.255","10846.089"," 9151.846"," 9665.022"," 9551.636"," 8107.016","10977.716"," 6699.209","10690.940"
"M1182.1T17.55"," 7550.020","10929.137","10929.137"," 8691.998","12210.499","14184.075","10962.436","10500.000","10249.418","18626.345","12056.198"," 9402.251","11074.824","20840.334","10952.472","19957.891","10537.870"," 9071.278","10120.578"," 7614.467","12102.451"
"M1182.27T12.55","4501.299","5499.866","5499.866","5015.000","5256.158","5315.610","5057.698","4960.000","6453.302","3994.310","6977.400","4751.390","5248.698","4797.816","5127.336","5157.268","6887.459","4111.471","5363.807","5143.451","7741.305"
"M1182.76T17.56"," 8300.285","10914.838","10914.838","11289.768","11492.956","14707.813","11834.448","11800.000","10503.257","12322.524","12159.881","10664.066","11112.930","19147.540"," 9612.050","11527.005","14435.126","13665.049","11495.274"," 8085.639","13678.647"
"M1182.77T12.5"," 8806.606","13845.412","13845.412"," 7977.862"," 9408.265","10070.110"," 9597.583"," 6430.000"," 8052.958"," 6356.551"," 9234.109"," 9352.561","10996.604"," 7117.462"," 9114.512"," 8921.071"," 9213.726"," 7299.834","10045.094","10052.381","12449.109"
"M1183.43T17.56","3250.896","6656.808","6656.808","7699.028","6192.506","7668.793","7538.684","6710.000","6123.541","6828.596","7758.303","5990.029","7625.223","7376.064","7198.487","7508.563","7286.505","5972.008","9355.324","3620.978","8584.253"
"M1183.76T17.55"," 8740.924","10453.430","10453.430","11020.964","13161.731","11260.658","11721.930","11600.000","13037.143","19311.330","11819.212","19211.727","12420.570","20856.382","11366.455","10165.593","10265.253"," 8973.048","12396.915"," 7788.707","15405.570"
"M1183.77T11.73"," 9622.655","11035.822","11035.822","11450.248"," 9684.968"," 9293.756"," 8626.184"," 6540.000"," 9103.228"," 6437.108"," 9387.763"," 7752.731"," 9895.942"," 9095.984"," 9564.016"," 8736.324"," 9331.713"," 8991.085","10090.180"," 8230.324","11644.355"
"M1184.09T17.56"," 4887.754"," 8495.791"," 8495.791"," 6770.250"," 8118.309"," 9386.520"," 8764.214","13600.000"," 7408.164"," 8280.748"," 7451.371"," 6715.623"," 9173.532"," 8649.537"," 7809.321"," 7955.072"," 8066.523"," 6914.218","10417.980"," 6256.601","10009.054"
"M1184.1T12.55"," 8996.984","15505.000","15505.000","10750.154","10460.275"," 9344.775","11037.355"," 9150.000","11628.782","15021.944","15672.043"," 9048.219","10640.535","10438.216"," 9739.194"," 8629.507","10993.059","11225.307"," 7444.266"," 9765.262","17994.243"
"M1184.43T13.55"," 8042.566","13962.374","13962.374"," 7701.034","10555.120"," 9524.707","10959.677","10600.000","10798.460"," 9901.647"," 9268.042","10650.990","10789.981","11101.980"," 9061.294","10518.816","11382.569"," 9926.400"," 7939.748"," 9799.893"," 6374.531"
"M1184.76T17.56"," 5675.357","12176.633","12176.633","10469.314","10371.400","10454.894","13771.234"," 8190.000","11474.419","19502.454","10407.818"," 7003.493","10264.569","10544.637"," 9640.070"," 9186.477","11293.909"," 8301.473"," 9370.574"," 5467.516","12160.919"
"M1185.52T13.55","15612.44","18322.53","18322.53","16952.71","16559.47","18767.99","18800.23","15600.00","16495.34","17635.73","16781.94","16458.56","16644.69","18715.59","17764.93","20434.78","17898.63","18751.09","16097.58","14697.58","19951.27"
"M1186.05T14.49","11699.58","16311.36","16311.36","13398.07","11593.63","14016.79","13844.86","12600.00","12808.66","16984.19","14249.65","14058.52","15589.09","13721.74","12821.25","14010.83","14509.78","12866.82","15059.23","17883.27","15982.70"
"M1186.76T17.56","11382.70","16725.09","16725.09","18541.46","17387.54","15082.11","15684.16","15900.00","13733.04","17506.66","17723.95","27923.38","17802.30","14241.77","17308.90","13695.62","13784.49","12481.28","17862.54","10788.83","19550.92"
"M1189.76T17.56"," 7236.145","10016.618","10016.618"," 9640.836","10072.052","11997.898"," 9137.330","10700.000","11997.898","10817.780"," 9010.742"," 9496.784","10607.523","10651.189","10297.333"," 9983.385","10505.797"," 8640.267"," 9042.896"," 6891.473","10422.668"
"M1190.76T17.56"," 9321.509","17842.411","17842.411","15279.702","16125.560","15427.588","16166.057","13400.000","14360.914","14215.794","13735.189","25225.521","14903.480","24974.442","14835.073","13607.519","13338.213","12330.924","17445.505"," 9048.438","19381.217"
"M1190.77T11.72","11189.394","14720.028","14720.028","10976.832","11520.458","10715.656","11247.405"," 8100.000"," 9749.160"," 7887.143","12976.376","11000.926","12103.296","10839.733","11921.910","10614.312","11288.265","11363.705","12172.408","11950.632","12408.178"
"M1192.02T13.55","11398.18","10594.97","10594.97","13113.22","13750.91","12517.50","12242.62","12400.00","14010.75","12353.34","12689.87","11727.76","14687.06","13523.57","13617.38","13351.85","13291.15","12975.97","11370.78","12542.76","15273.10"
"M1193.42T17.06"," 4549.298","10168.530","10168.530"," 8742.148"," 7787.031"," 7380.608"," 5900.586"," 8410.000"," 6170.936"," 7071.545"," 7367.016"," 9906.399"," 7518.649"," 7550.258"," 6581.453"," 6737.684"," 7961.718"," 6172.006"," 7949.032"," 5811.989","11336.688"
"M1193.76T17.56","11498.04","15678.30","15678.30","18306.76","19533.19","18817.17","17565.63","16700.00","14137.85","17160.36","17910.11","29369.19","16935.13","27375.41","17443.28","29188.67","20120.85","16730.50","16461.71","15580.60","22881.19"
"M1194.27T17.56"," 5674.332"," 6977.714"," 6977.714"," 7103.246"," 7655.318"," 7926.131"," 9334.594"," 7620.000"," 9017.852","14382.418","17027.853","15585.207"," 7627.229"," 8364.630"," 6464.973"," 8874.120"," 8979.583"," 6585.447"," 7507.650"," 6102.389"," 9669.319"
"M1194.28T12.55"," 8734.954"," 9606.734"," 9606.734"," 9153.378"," 8752.924","10947.300"," 6516.803"," 7010.000"," 7488.398"," 6975.026"," 7933.462"," 8116.647"," 7509.132"," 9211.962","16222.506"," 9404.618"," 7164.003"," 9011.132"," 7479.621"," 8415.474","10421.717"
"M1196.76T17.56"," 8336.212","14506.964","14506.964","20005.838","17378.131","19146.923","16039.976","15800.000","15431.086","15318.823","16775.849","11420.383","17141.710","16910.094","16503.064","17217.636","16363.690","15482.316","17202.774","10975.087","27435.240"
"M1197.1T13.55","12477.181","11780.170","11780.170","14276.702","14742.764","13451.550","15001.608","11700.000"," 7360.014","11475.789","13804.033","14628.299"," 7717.549","14374.393","13584.297","13980.784","11986.554","12824.716","15662.251","11293.181","15774.947"
"M1197.43T17.56"," 5337.767"," 4658.659"," 4658.659"," 7079.174"," 7224.258"," 9462.735"," 6865.587"," 5830.000"," 7655.375"," 4783.242"," 4934.546"," 7352.776"," 9130.011"," 7647.317"," 6155.490","13942.548"," 7266.460"," 4646.900"," 4403.043"," 4402.051"," 9193.976"
"M1197.76T17.56"," 7270.179"," 9235.165"," 9235.165"," 9135.324"," 8774.879","10076.800"," 8742.148"," 9500.000"," 9052.100","10714.461","10907.415","16886.983"," 8970.968"," 9206.518"," 9628.127","17268.089","11418.260","10012.629","10295.675"," 5924.144","10898.793"
"M1198.1T13.55","10683.308","15872.039","15872.039","12036.000","11839.404","12489.152","14334.500","12200.000","11413.616","14746.442"," 7096.992","11839.601"," 9790.415","12453.333"," 8222.960","12958.252","14631.117","12647.983","13083.445","11175.426"," 9794.425"
"M1198.76T17.56"," 5676.223","10249.050","10249.050"," 9012.958"," 8714.622"," 8614.865"," 9847.306"," 8750.000"," 8489.551","10086.900"," 7614.667"," 8933.367"," 7916.103"," 9033.720"," 7578.668","17320.371","11342.314"," 7076.599","11143.790"," 6544.997","13007.210"
"M1199.28T13.55","5877.958","8065.620","8065.620","5402.158","7657.009","6069.195","7655.908","7750.000","6516.685","9314.006","7247.055","9603.770","9089.901","6557.979","7388.780","8413.851","8811.728","7885.941","9258.158","6860.526","7412.324"
"M1199.44T12.55"," 6657.431","10455.553","10455.553"," 8076.156"," 7147.654"," 6786.488"," 7287.621"," 5550.000"," 6744.944"," 5178.713"," 6913.817"," 6464.884"," 6909.604"," 6677.167"," 6220.606"," 7271.302"," 6898.304"," 8285.107"," 7399.761"," 8692.048"," 6368.515"
"M1199.75T17.56"," 6682.136"," 9271.232"," 9271.232"," 8324.900"," 8407.679","10910.827"," 8332.924"," 8920.000"," 8147.460"," 9807.559"," 8665.354"," 8683.800","12048.326","17592.620"," 8372.010","16604.163"," 8435.107"," 8708.584"," 8127.459"," 6042.306"," 8498.094"
"M1199.76T12.55"," 9491.097","14342.522","14342.522","10254.672"," 8706.888"," 7405.731","11215.829"," 7080.000"," 8681.983","16580.059","10197.430"," 9639.336"," 7391.698"," 5297.463"," 6588.054"," 7752.836"," 7685.883"," 7276.317"," 9177.450"," 8868.288"," 8880.255"
"M1200.1T13.54","12253.848","15135.904","15135.904","14501.374"," 9971.826","14072.595","13705.120","13200.000"," 7366.032","15514.196","13532.786","13478.861","15478.184","15083.753","13906.166","14156.936","15837.737","13598.987","14398.011","11378.775","15612.649"
"M1200.44T13.6"," 9278.766","10896.816","10896.816"," 9610.746"," 8434.296","10451.591"," 9176.701"," 9540.000"," 9364.383"," 9957.855"," 9843.132","11196.442","10613.979"," 9998.851","10472.707","10229.750","11437.053"," 9536.746"," 8989.536"," 8627.287","11181.220"
"M1200.76T17.54"," 9342.511","14977.839","14977.839","13315.828","12703.470","13291.105"," 9484.482","15200.000","12342.462","27022.625","13803.473","11705.074","12717.510","26310.317","15285.186","14088.067","12884.403","11047.915","25969.372"," 7852.795","19230.789"
"M1201.1T13.6","11194.815","12398.878","12398.878","10134.312","11854.441","11825.490","10859.281"," 9980.000"," 9856.953","10970.346","11411.452","10876.886","12504.464","11339.057","10779.989","10892.192","10661.354"," 9278.292","11081.840","10462.539","12075.450"
"M1204.77T16.56","19462.15","29135.01","29135.01","31656.69","34459.36","57503.20","36567.32","29700.00","32762.56","56117.71","36681.79","62816.21","37991.34","54794.94","29310.07","26115.78","30609.33","23398.89","37367.18","16302.41","39666.07"
"M1205.09T17.55"," 4708.126"," 7916.366"," 7916.366"," 8990.892"," 8100.348"," 7807.096"," 7134.565"," 7720.000"," 5697.711"," 9074.766"," 7820.927"," 6933.049","10367.537"," 7493.987"," 6752.269"," 7764.855"," 6917.670"," 9564.531"," 9930.882"," 4722.492","10635.807"
"M1205.27T12.55"," 9850.477","10860.484","10860.484","10017.964"," 8930.712"," 9484.079","10205.711"," 6300.000"," 8802.897"," 7860.915","11218.861"," 9505.636","10220.727"," 9009.700","11189.468","10356.981","10458.334"," 9763.261"," 9279.756"," 8482.886","10990.501"
"M1205.43T12.54","4078.377","4653.733","4653.733","7325.912","6448.407","6410.000","7413.942"," 729.000","5178.504","5020.794","6860.289","4211.452","5375.004","6200.439","5835.535","5276.096","5650.090","4249.857","5273.474","3363.488","5510.756"
"M1205.77T17.55"," 8175.879","11686.260","11686.260","12154.354","13034.828","11380.153","12645.728","10700.000","11809.365","19451.344"," 9662.681"," 9542.160","13181.241","19819.489"," 8345.885","20980.858","10660.147","10952.492","13255.169"," 9983.893","11880.871"
"M1206.09T17.56","3547.807","3454.332","3454.332","5255.720","5595.338","6277.402","5945.908","8640.000","6009.509","6612.028","8565.037","4810.175","8630.384","5545.613","5506.444","4799.415","5718.622","4993.664","7120.939","3510.766","6324.918"
"M1206.09T12.55"," 6264.386"," 9332.589"," 9332.589"," 8525.500"," 7768.145"," 8266.377"," 8373.438"," 5560.000"," 7350.621","14275.423"," 5966.285"," 7192.557"," 6387.293"," 8047.923"," 7276.526"," 8575.410"," 7415.527"," 8182.821"," 7947.772"," 6675.293"," 9486.331"
"M1206.44T13.04"," 5712.359"," 7093.336"," 7093.336"," 6766.238"," 6559.984"," 6391.761"," 5938.879"," 4150.000"," 5564.889","11497.752"," 6600.460"," 9776.494"," 6632.899"," 6913.989"," 5911.926"," 7397.498"," 6720.989"," 5906.473"," 5622.764"," 5882.214"," 7646.050"
"M1206.76T17.55"," 9938.117","12895.970","12895.970","10687.968","11000.716","11398.961","10971.152","11100.000","12601.604","21211.610","10733.188","22348.995","15119.074","22707.868","12772.085","20939.428","15474.086"," 8836.916","11575.549"," 8057.076","12723.949"
"M1207.09T13.54"," 9023.259","14752.659","14752.659"," 9327.900","10811.002"," 5878.074","10748.010"," 5510.000"," 7573.676","10067.215"," 9053.774","10083.045"," 8863.782"," 9213.731"," 8372.138"," 9251.384"," 9448.666"," 8763.893"," 9057.714"," 9667.985"," 7285.376"
"M1207.43T13.55"," 8313.727","15916.023","15916.023","10439.224","10864.918","12739.697"," 6787.602","10600.000"," 9091.192","13148.058","11810.833","10875.004"," 7737.295","11421.244","10832.192","11528.237","11318.431","11940.193","10452.306","12220.312","13413.083"
"M1208.09T16.56"," 3221.947"," 7133.258"," 7133.258"," 6756.208"," 5621.750"," 8232.284"," 5999.603"," 6500.000"," 4422.473","13248.587"," 6043.162","12706.743"," 5774.071"," 5503.416"," 9595.834","11838.428","11583.190"," 5202.203"," 5996.487"," 3819.250"," 6227.434"
"M1208.09T12.61","7441.272","9356.868","9356.868","7014.982","6938.098","5765.508","8313.839","8650.000","7569.001","5822.464","7943.065","7502.186","6137.638","6648.392","5803.813","6558.194","7112.811","8199.165","6685.998","8517.686","7273.506"
