"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54"
"M177.034T19.126",0.0075309,0.080345,-0.041668,-0.034189,-0.018225,-0.0018842,-0.0066199,-0.00093311,0.0034214,0.028057,0.018018,-0.017708,0.0019651,-0.014662,-0.045732,-0.035948,0.0138,-0.016445,-0.043471,-0.018365,-0.0032065,-0.017735,0.006829,0.00022949,0.0093982,-0.013623,-0.018887,0.0032304,0.045955,-0.019191,0.031641,-0.013177,-0.029715,-0.015196,0.004721,0.04942,-0.023633,0.071079,-0.011055,-0.012385,0.029949,0.034455,-0.0040384,0.046504,0.073984,0.016369,-0.027509,0.024778,-0.01346,-0.091597,-0.19487,-0.44769,0.21096,0.20431
"M222.962T20.134",0.010212,0.078725,-0.038058,-0.031467,0.018566,-0.010542,-0.052272,-0.0073466,0.048594,-0.009535,0.0080711,-0.062165,-0.011465,0.041638,0.0063313,0.01237,0.041786,0.037148,-0.05642,0.013599,-0.014097,0.0012334,-0.0010364,-0.057248,-0.0047213,0.040429,-0.0043737,0.0088064,0.049561,0.0021922,-0.035957,-0.061614,-0.024488,-0.000929,-0.01633,0.047572,0.024871,-0.031418,-0.060411,-0.014809,0.0021101,0.0476,-0.028545,0.036379,0.0094096,-0.019755,0.017974,-0.025501,0.05145,-0.67588,-0.52356,0.35504,0.0095506,-0.28977
"M243.886T1577.62",-0.0070215,-0.0040328,0.0015943,-0.057975,0.0035001,-0.0010201,0.060682,0.035153,-0.066936,-0.015601,-0.026103,-0.0008733,0.031288,0.015611,0.063891,0.024466,0.010836,-0.014563,-0.025293,0.047062,-0.025463,0.029873,0.038856,-0.022161,-0.03489,0.011001,0.059116,0.051662,0.0037076,0.0040568,0.0011591,0.031649,-0.027576,-0.010765,0.035583,-0.022673,0.0037245,0.073092,0.061863,0.013831,0.015691,-0.0069154,-0.0046245,0.029286,-0.01931,-0.016239,0.017636,-0.017645,-0.012353,-0.33348,0.5133,-0.37891,0.16904,-0.63529
"M247.083T835.562",0.12242,-0.014806,0.0010194,-0.059692,-0.1063,-0.057778,0.084326,0.10288,-0.031691,-0.0040962,-0.012522,0.013343,-0.0099125,-0.0071489,-0.020978,-0.022421,0.028871,0.0022428,-0.0018331,0.042207,0.0069909,-0.024014,0.0091736,-0.023446,-0.027995,0.031585,0.036454,0.03266,0.040037,0.0018818,0.01031,-0.023913,-0.023761,-0.0062139,-0.019406,-0.00043068,0.01728,-0.023066,0.013763,0.015761,0.010101,-0.031901,0.016812,-0.032746,-0.0069486,0.016,0.018049,0.012915,-0.03434,-0.018349,-0.030057,-0.028301,0.043226,0.041471
"M250.958T20.121",0.0062365,0.036073,-0.014418,-0.02254,-0.0037514,0.019731,-0.012711,-0.0178,0.011953,0.042168,0.02069,-0.019295,0.051107,-0.0217,-0.023395,0.0067599,-0.0040123,-0.056592,0.05285,0.00064846,-0.048742,-0.023788,-0.0048635,-0.016162,0.010093,-0.023235,0.015056,0.012358,0.018491,-0.01436,-0.086849,0.072939,0.0009924,0.0088385,0.022183,-0.030637,0.047555,-0.014346,-0.099878,0.0013206,-0.039498,-0.0062995,-0.014615,-0.088748,-0.047088,0.012944,-0.0089199,-0.0036131,-0.0049703,0.062891,-0.031145,0.015717,0.062273,-0.062427
"M274.939T20.136",0.022735,0.052256,0.0093943,0.0098624,-0.011065,-0.0078185,0.00021878,-0.020574,0.05043,0.0074154,0.026977,-0.023021,-0.034354,0.035954,0.009086,0.0047524,-0.0060195,-0.09889,-0.0023073,-0.017749,-0.036706,0.043853,0.023495,0.033845,-0.037579,0.028414,0.057078,0.087018,0.019375,0.0021876,0.07247,-0.050143,0.070417,-0.022296,0.01761,-0.0061522,-0.0095367,0.0031584,0.056125,0.015609,-0.023776,0.023525,0.017501,-0.003293,0.0011746,0.013106,0.036194,-0.032378,-0.049695,-0.0047858,0.0015364,0.011697,0.043794,0.023112
"M286.907T1578.052",-0.0071364,-0.0076042,0.033099,-0.042972,-0.028392,0.02611,0.060723,-0.0034861,-0.013499,0.0046424,0.0082311,0.0031634,0.089403,0.016334,0.10349,-0.03111,0.013928,-0.022862,0.044319,-0.025394,-0.029445,-0.0043092,0.0080076,0.044662,0.01197,0.058494,0.024473,-0.037421,-0.014834,0.038781,0.098948,-0.10365,0.058789,0.073884,-0.00039117,0.04797,-0.011366,0.06341,-4.5077e-05,-0.017455,0.023535,0.024707,0.042608,0.087247,-0.023131,-0.02009,-0.033367,-0.01136,-0.022323,-0.10742,0.075917,0.027744,-0.00031337,0.12392
"M296.921T20.131",0.03546,0.096585,-0.038609,0.023969,-0.036862,-0.01464,-0.023485,0.003535,0.010857,0.0016739,-0.0089603,-0.029801,0.014843,0.031058,0.0032687,0.022354,0.037585,-0.0068021,-0.058584,0.020439,-0.0036287,-0.020843,0.033817,0.017018,0.011804,0.044162,-0.0071775,-0.014919,-0.026809,0.010789,-0.0051641,-0.010714,-0.017218,0.030912,-0.0016891,-0.024494,0.0090524,0.031781,0.030314,0.040646,-0.025493,0.0035216,0.020196,0.053248,0.0063916,0.0019879,-0.04238,0.0044232,-0.019468,0.10519,-0.050094,0.01942,0.064723,-0.081722
"M302.934T20.131",0.024831,0.082612,-0.0034517,0.019996,-0.0075335,-0.03449,-0.010092,-0.0038945,0.009831,0.0045168,0.022861,0.013028,0.017038,0.021214,-0.026835,-0.028141,0.028702,0.011723,0.010412,0.059579,-0.025471,0.029879,0.048709,0.0086053,0.016086,-0.033256,0.055932,0.026597,0.019912,-0.022057,-0.009993,-0.04514,0.010848,-0.011582,0.0079255,-0.016676,0.0090544,0.048288,-6.3584e-05,-0.075799,-0.068724,0.010988,0.02025,-0.010526,0.011722,-0.0039127,0.0047968,0.035107,-0.043782,-0.037075,0.094114,0.076595,-0.061917,0.039538
"M309.131T17.119",-0.0067417,-0.0074398,0.060532,0.061349,0.087153,-0.0014739,0.039272,0.070191,-0.062499,0.05839,-0.0019466,-0.023694,-0.040901,-0.013955,-0.040585,-0.0041838,0.029602,-0.026778,-0.038415,0.095998,-0.0085886,0.0027721,0.024641,-0.047187,0.01339,0.058266,0.02724,-0.0015938,0.056036,-0.018654,-0.014459,-0.081918,-0.017905,-0.033023,-0.0023592,-0.06172,0.028713,0.001926,0.042084,0.013823,-0.038531,-0.02678,0.0034245,0.010706,-0.00020918,-0.021848,-0.087825,0.020973,-0.011697,-0.1446,0.07943,-0.024375,-0.057367,0.15903
"M337.056T22.131",0.019113,0.045693,0.011219,-0.060625,0.0073322,-0.050283,0.034299,-0.003627,0.026463,-0.031913,0.04934,-0.02151,0.068105,0.029527,0.058966,0.003738,-0.0060779,-0.020711,-0.1411,0.039991,0.0027963,0.028425,0.011527,0.012785,-0.038316,0.018265,0.063399,0.033208,0.027396,-0.010388,-0.03016,-0.055426,0.0051845,-0.038603,0.033216,-0.0070832,-0.02367,0.019521,-0.0067075,0.018912,0.028125,0.021899,0.020311,0.065427,0.058575,0.011556,-0.018846,0.028604,-0.052397,0.13578,-0.069622,0.020736,0.01474,-0.09752
"M354.284T1595.998",0.020743,-0.0061563,0.0085553,-0.058752,-0.026903,0.012248,0.015155,0.025299,0.024023,0.019544,0.035635,0.036506,-0.047964,-0.054801,-0.0022005,-0.057376,-0.011658,0.06642,-0.0025768,-0.032567,0.028351,-0.020441,0.036568,-0.049589,0.0021269,-0.040164,0.061309,0.046586,-0.019199,0.014845,-0.013167,0.0046509,0.027916,-0.027603,-0.099513,-0.049025,0.014738,0.016328,-0.064812,0.0025599,0.011791,0.1086,-0.03531,0.061019,0.031837,-0.043175,0.013895,-0.084257,0.093089,0.042823,0.0069461,0.023729,0.041587,-0.021721
"M364.909T21.126",0.050328,0.099058,0.014765,0.044828,-0.083841,-0.015799,-0.027635,0.0013216,0.028562,-0.0149,0.046708,-0.01324,-0.047403,0.05062,0.061585,0.043238,-0.036873,0.038371,-0.026136,0.047334,-0.05329,-0.0069641,-0.043509,0.040355,-0.072809,-0.030544,0.040702,-0.003804,-0.050268,0.019984,0.018783,-0.048941,0.052108,0.0086377,-0.0052847,-0.036321,0.0039553,-0.066558,0.016783,-0.028935,0.0077367,0.00011874,0.020006,-0.038836,0.0027135,-0.017336,-0.0094173,-0.039369,0.039552,-0.01883,-0.0050417,-0.050591,0.0076527,0.028025
"M367.151T397.982",0.11517,-0.054724,0.14374,-0.026278,0.05005,0.014197,0.077155,0.025772,0.3363,0.074915,0.17698,0.3089,-0.10062,0.087255,0.15942,0.086305,-0.042442,0.034985,-0.03933,0.066367,-0.041073,0.072925,0.038803,-0.079495,0.052844,0.053671,0.062391,-0.097242,-0.012151,-0.001833,-0.024281,0.077423,0.023411,-0.015633,-0.08985,0.0075015,0.013787,0.039855,0.011388,-0.0031551,0.028309,-0.10262,-0.0013775,-0.025225,0.027863,0.019526,-0.073494,-0.064173,-0.018083,-0.00061139,-0.01821,-0.01987,-0.042239,-0.017689
"M372.364T1640.641",-0.0076459,-0.0020613,-0.0074129,0.044209,0.091831,-0.038638,0.057396,-0.13296,0.064409,-0.037582,-0.0066298,-0.032765,0.037287,0.10489,-0.012771,-0.056691,0.02004,0.069785,-0.023756,0.0035021,0.017677,-0.083223,-0.040691,0.031883,-0.0030757,0.012373,-0.037943,0.046439,0.032774,-0.038394,0.049768,-0.034318,0.076042,-0.0099699,-0.050525,-0.056271,0.019779,0.025976,0.064912,0.023934,-0.067709,-0.034204,0.045856,0.034941,0.046432,0.039422,-0.032728,-0.069249,-0.0049853,-0.11492,0.098901,-0.0022394,-0.11197,0.097145
"M380.918T17.845",-0.0059275,0.082106,-0.024108,-0.0036429,0.079016,0.030867,-0.03046,0.037838,0.0070027,0.033093,0.037146,-0.011229,-0.029647,-0.028172,-0.036917,-6.7124e-05,-0.040755,-0.012157,0.03751,-0.024732,-0.06297,0.0043809,-0.0052621,-0.069217,-0.032109,-0.077894,-0.030213,0.048965,-0.00015278,-0.029508,-0.017896,0.0020018,-0.0086447,-0.011697,-0.0032982,0.060526,0.028787,0.0017124,-0.030556,0.022049,0.014461,-0.001253,-0.0089443,-0.014631,0.020746,-0.011466,-0.019719,0.013841,0.022853,-0.04851,0.050505,-0.0092994,-0.018958,0.054135
"M382.315T1625.896",0.01442,-0.014118,0.029053,-0.056113,-0.046596,-0.052901,0.069448,0.017606,0.026497,0.038259,-0.080244,-0.006261,0.048635,-0.071076,0.062883,-0.0015577,-0.02264,-0.0038524,-0.002838,-0.037192,0.028581,0.060608,0.03321,0.056025,-0.028202,-0.09025,0.069774,0.018949,-0.08798,0.017831,-0.03807,0.0067948,0.0345,0.012131,-0.037316,0.0064059,0.046947,0.036162,-0.032744,0.039601,0.045422,0.0044109,-0.054999,-0.11285,0.015353,-0.027668,-0.023246,-0.049174,0.047764,-0.19164,0.074957,-0.040832,-0.031405,0.19777
"M385.292T1611.168",0.0053838,-0.019399,0.045714,-0.035222,0.030057,0.030667,0.037321,0.01618,-0.016605,0.083111,-0.029146,0.079168,-0.03715,-0.10128,0.084077,0.042062,-0.0018742,0.093026,0.046108,0.014354,-0.0012875,-0.050085,-0.0097564,0.031549,-0.0026651,-0.041363,0.025239,-0.013663,0.065156,0.0076542,0.080871,-0.039451,-0.017316,0.051707,0.012478,-0.040629,0.019608,-0.0078737,0.061448,-0.035029,0.066842,-0.07034,-0.018762,-0.013946,-0.047785,0.020588,-0.064778,-0.0066394,-0.00316,-0.023551,-0.028528,-0.013563,-0.0080646,0.0099059
"M392.904T19.162",0.025813,0.081913,-0.054222,0.0010495,-0.018327,0.0041807,0.0028942,-0.010888,-0.010078,-0.017702,-0.014935,-0.0012105,-0.0086113,-0.0035615,-0.015442,-0.039005,0.030587,-0.01526,-0.022702,0.0056105,0.0017191,-0.03221,0.017575,0.034955,-0.0013405,-0.002684,-0.043568,0.056836,0.0022564,-0.048517,-0.011533,0.0046118,0.025689,0.037765,0.018022,-0.044179,-0.033107,0.014969,-0.03782,-0.0057805,-0.023811,0.044422,0.0012546,0.014776,0.0065035,0.010979,-0.028165,0.0036032,-0.042591,-0.26128,0.16613,-0.041366,-0.11108,0.26276
"M408.915T17.478",-0.0039014,0.067584,-0.0091257,-0.011387,0.024387,-0.00083967,-0.022702,0.0046169,0.002836,0.049029,0.0067416,-0.027708,-0.016418,0.0042598,-0.012057,-0.023655,0.009256,-0.016755,-0.028232,-0.001137,-0.096842,0.015096,0.0011084,0.024117,-0.021602,0.015919,-0.0094721,-0.024514,0.049416,0.0037553,0.016659,-0.033692,0.015794,-0.093834,0.033717,0.039455,0.051716,0.012861,0.04079,-0.0030957,-0.053882,0.019183,0.0051395,-0.0054827,0.019393,0.010805,-0.010248,-4.9012e-05,0.023151,-0.12176,0.065438,-0.054382,-0.037915,0.14033
"M423.199T1618.85",0.020429,-0.0083957,-0.013538,0.017939,0.020308,0.010856,0.12875,-0.022326,-0.07377,0.012542,0.098239,-0.073892,0.0069075,-0.026954,0.0055567,-0.18716,-0.12195,0.0039701,-0.035243,-0.069984,-0.023354,0.11472,-0.0075121,0.037011,0.034135,-0.019076,-5.8165e-05,-0.085159,0.036218,-0.037503,0.026794,0.011231,-8.3617e-06,-0.00059387,-0.069087,-0.0022692,0.11148,-0.0096871,-0.016084,0.036864,0.031225,0.064532,0.04775,-0.067825,0.031864,-0.026789,-0.059274,0.035501,0.030441,-0.0052146,-0.034724,-0.045238,-0.04655,-0.026456
"M428.917T12.217",-0.016205,0.012844,-0.00084255,-0.055833,0.038151,-0.05098,-0.063962,0.073273,-0.036632,-0.070784,-0.027291,0.079753,0.0036025,0.065544,0.0045671,0.0271,-0.0096247,-0.043706,0.058689,-0.017378,-0.082858,0.023226,-0.041702,0.030028,-0.024502,0.019779,-0.015792,0.061522,-0.026095,-0.085826,0.046654,-0.030178,0.0068701,-0.014162,-0.045046,-0.09253,-0.012909,0.015744,0.010366,-0.073535,0.0019624,0.11748,-0.083001,0.095808,0.14091,-0.0082298,0.036394,0.03607,-0.019137,0.037888,-0.0038023,0.035705,0.035045,-0.018525
"M465.262T1356.121",0.065764,-0.033809,-0.020074,-0.061486,-0.15862,0.013807,0.13703,-0.1121,0.037318,-0.032794,-0.12157,0.00094291,0.052489,-0.11031,0.077415,-0.058333,0.09143,0.075931,-0.029316,0.085705,-0.059106,0.13388,-0.098318,0.0016833,0.16475,-0.034001,-0.012063,0.039224,-0.018201,-0.047252,-0.030837,-0.022403,0.012886,-0.068438,0.022729,-0.052835,-0.013329,0.086635,-0.094745,-0.061031,-0.031795,-0.067987,0.00079507,0.081012,-0.076508,-0.06457,-0.026673,-0.01791,0.086357,-0.090124,0.043051,-0.020171,-0.047096,0.10972
"M468.418T1628.573",0.0010695,-0.027876,0.01012,-0.0093223,0.081832,-0.0063845,0.015663,-0.043491,0.024804,0.040932,0.0016335,-0.022416,-0.02761,0.02054,0.062265,0.044657,0.044181,0.0092552,-0.065098,0.043014,-0.011972,0.041948,-0.037212,0.088267,0.17517,0.070823,-0.10277,0.01155,-0.025938,0.037086,-0.0063402,-0.037114,-0.066936,0.068291,0.086115,0.03996,-0.018953,-0.020852,-0.014166,0.037527,-0.13698,-0.075245,-0.018947,0.002544,0.073105,-0.048291,0.0031503,0.098568,0.029416,-0.054007,0.03267,-0.043536,-0.09475,0.039783
"M468.42T1635.273",0.0086738,-0.025506,-0.0088787,-0.012233,0.052389,0.026019,-0.017577,-0.033518,0.0041532,-0.029433,-0.061124,0.0040218,0.0037886,-0.016642,0.064204,0.052211,0.023369,0.018349,-0.11792,0.047822,-0.0093797,-0.073662,-0.0107,-0.054929,0.11109,0.00083822,-0.069978,0.010067,-0.034243,-0.053549,-0.0018765,0.069162,-0.015621,0.068116,0.038511,0.015475,-0.011769,0.0045908,0.041251,0.010509,-0.070092,0.027422,-0.0021841,0.046107,0.069157,-0.0067176,0.0049838,0.018544,0.0067279,0.074705,-0.038832,0.0043302,-0.023049,-0.069543
"M480.892T18.142",0.023854,0.11284,0.024773,0.015682,-0.00094163,-0.033051,0.00017895,-0.078376,0.022318,-0.048707,0.037782,-0.011608,0.038553,0.048754,0.0058122,0.022903,0.031901,-0.0067199,0.0050929,0.049316,0.021204,-0.022097,0.02221,0.014956,0.038478,0.024384,-0.023242,-0.0062017,-0.0090369,0.0069018,0.010897,0.019999,0.0072514,0.0004029,-0.0077979,-0.0018964,-0.032806,-0.01562,0.020054,-0.033763,-0.042038,-0.020348,-0.011556,0.02678,-0.041153,-0.01711,0.024549,0.016693,-0.043537,-0.035821,0.0021199,-0.049672,-0.017208,0.042682
"M496.906T15.036",-0.03829,0.044677,0.019718,-0.036987,0.083519,-0.058664,0.076822,-0.0025565,0.036833,-0.090275,-0.066684,-0.049028,0.010996,-0.0089076,-0.092003,0.0077825,0.010432,-0.040981,0.0098542,-0.0090251,-0.03129,-0.018472,-0.0038274,-0.024261,-0.023915,-0.0046163,0.02559,0.019998,0.057704,-0.022896,5.0929e-05,-0.0561,0.0031939,-0.014403,-0.014361,-0.036057,0.047364,0.0011167,-0.020428,0.020806,0.011086,-0.043777,-0.0081955,0.015704,0.049769,-0.011295,0.018043,-0.012648,-0.025376,0.055467,0.018661,0.057709,-0.018385,-0.045139
"M516.891T17.488",-0.029224,0.093368,0.022271,-0.047523,0.031634,-0.032665,-0.0037523,0.014479,0.019985,-0.011628,-0.01354,-0.03716,0.027005,-0.045062,-0.010898,-0.034308,-0.050955,0.039157,-0.020243,0.0045976,0.0033867,-0.0091846,0.01831,0.012466,0.022125,-0.021265,-0.039512,0.023142,0.016225,0.028918,0.10881,0.0484,0.02306,0.032758,0.012654,-0.036201,-0.046231,-0.0055032,-0.047695,-0.028568,0.0429,0.014589,-0.049378,0.039077,-0.011012,0.027989,0.032174,-0.020783,-0.037788,-0.051909,0.016622,-0.025567,0.037534,0.065986
"M516.892T11.105",0.0080387,-0.029145,-0.036774,0.021099,0.033442,-0.036521,-0.061609,0.015397,0.093011,-0.014058,-0.019214,0.034868,-0.05668,-0.040047,-0.010924,0.038949,0.078851,-0.055706,0.0074729,0.0078379,0.0066136,-0.020093,-0.052131,-0.021746,-0.086045,-0.029529,0.055078,-0.074734,-0.047852,0.014595,-0.13045,-0.040585,-0.030277,0.021045,-0.042143,0.041721,0.039379,-0.0093784,0.041919,-0.056962,-0.050906,-0.057242,0.034228,-0.064379,-0.058391,-0.056968,0.030118,0.014038,0.048013,0.029542,-0.0054124,-0.0080697,0.020196,-0.030639
"M534.88T16.971",-0.023232,0.060296,-6.9441e-05,-0.0086215,0.059725,-0.098201,0.065492,0.0029716,-0.031963,-0.016134,-0.041782,0.071036,0.003591,-0.046597,-0.055047,0.02654,0.057256,-0.016714,-0.034393,0.059805,-0.048088,0.07228,-2.9401e-05,-0.018589,0.0039908,-0.022218,-0.015138,0.0070264,0.03789,0.056732,0.029258,-0.042761,0.044518,-0.091243,-0.034099,0.011486,0.003342,-0.010008,0.03651,0.0047934,-0.025159,-0.0043069,0.0019319,-0.033131,0.035316,-0.01406,-0.037496,-0.018365,0.039743,0.13502,-0.083306,0.017992,0.039066,-0.12533
"M536.899T13.11",-0.032105,-0.0014962,0.090819,0.006915,0.035251,-0.050409,0.013812,0.011372,0.016427,0.0078989,-0.1203,-0.059958,-0.065876,0.0029301,-0.048096,0.00061608,-0.02866,0.00096931,-0.00055617,-0.070768,0.07641,0.04389,0.1161,-0.025761,0.035117,0.008645,0.007555,0.039839,-0.0088634,-0.0095988,-0.015651,0.017887,-0.047404,0.0084766,0.043803,0.020985,0.015867,-0.012597,-0.059939,-0.037969,0.064262,-0.019057,0.016244,0.01937,0.042782,-0.010759,0.04621,-0.041617,-0.016181,-0.00061983,-0.001349,-0.01512,-0.024656,0.0031139
"M544.888T18.116",0.0030827,0.093444,-0.0097668,0.0021039,-0.010779,-0.0077083,-0.012467,-0.00073048,0.0022665,0.072911,-0.010756,-0.02691,-0.049265,-0.017001,0.0056898,-0.0058054,0.028778,-0.03178,0.031816,0.017021,-0.042057,-0.046266,0.0056696,-0.026989,-0.014106,0.0060177,0.026527,-0.014602,0.026928,-0.0068631,0.025129,0.028488,0.029822,0.0030535,0.019246,0.018288,-0.026869,0.020953,-0.025691,0.0096789,0.0077405,0.00245,-0.0042545,0.0029049,0.0071019,-0.032415,0.0061829,0.017689,0.0018364,0.0090734,-0.015752,-0.031697,-0.026515,-0.0061744
"M573.464T1458.338",0.20793,-0.046329,-0.0019957,0.017568,0.048504,0.0091194,0.0028968,-0.048762,0.0040661,-0.0038601,-0.012788,-0.024309,0.025024,-0.061736,-0.0071248,0.012188,0.015196,-0.047127,-0.025706,0.019875,-0.010315,0.0058621,-0.0057175,0.029134,0.014429,0.001284,0.0098936,-0.0054852,-0.0023881,0.019739,0.0060468,0.0044896,-0.024741,-0.0078268,0.0069642,0.0010925,-0.0016746,-0.011015,-0.017512,-0.016681,0.011345,0.0081478,0.01799,-0.016623,0.0047022,0.014443,0.008148,-0.00015518,-0.0055069,0.019274,0.093872,0.12416,-0.14032,-0.052423
"M575.48T1424.867",0.27575,0.011335,0.024464,0.021659,0.0487,0.030509,0.0031747,-0.054759,-0.057159,-0.15058,0.049848,-0.10696,-0.05818,0.049745,0.0090146,0.061318,0.055414,-0.096095,-0.046766,0.092,0.038376,0.049389,-0.0032835,-0.023911,-0.073654,-0.0018543,0.012757,-0.058491,-9.0067e-06,0.037264,0.01828,-0.022213,-0.018933,0.0076757,0.0004227,0.010483,0.045206,0.067769,0.028076,-0.023877,-0.022429,-0.0094565,0.01904,0.010963,0.041954,-0.0076541,0.00022827,0.030774,0.0023706,-0.01789,-0.051265,-0.073538,0.15782,0.078154
"M591.475T1442.976",0.19339,-0.019783,0.016995,0.03181,0.13199,-0.022944,-0.018063,-0.036792,0.014407,0.018558,-0.03667,-0.044198,0.021367,-0.0068587,0.010553,0.018219,-0.015315,-0.0566,0.0069681,-0.0043115,0.015524,-0.00079693,-0.0063929,0.017789,0.018125,0.03354,-0.0031084,-0.014606,-0.022578,0.0042816,0.021599,-0.038219,0.024402,0.041669,-0.0091441,0.021986,0.019768,-0.0064523,0.0028064,0.028263,-0.013182,0.0073985,0.033183,0.020589,0.027462,0.0018202,-0.039157,0.016127,-0.006965,0.042757,-0.061945,-0.041995,0.098112,-0.036439
"M602.869T15.948",-0.024214,0.030815,0.016575,-0.042148,0.082003,-0.032439,0.089634,0.032498,0.087392,-0.0086954,-0.03765,-0.06072,0.0069435,-0.019403,-0.0094405,-0.00067808,-0.015424,0.047651,-0.050483,0.089589,0.033707,-0.059812,-0.035194,-0.014526,0.026332,-0.095986,0.05169,-0.04546,0.0042122,-0.0019075,0.040078,-0.0149,0.032106,-0.053161,0.051374,0.071357,0.068117,-0.030373,-0.054122,-0.00090445,-0.12369,-0.048886,-0.0049332,-0.02707,-0.026955,-0.014991,0.11273,-0.043724,-0.023526,-0.030607,0.023789,-0.023506,-0.014785,0.044347
"M612.874T18.123",0.013481,0.086316,0.021256,-0.0033847,0.011845,-0.044626,-0.0036133,-0.030334,0.024042,0.059865,-0.011827,-0.040389,-0.019604,0.01482,-0.017373,0.0021048,0.064589,0.0067264,0.016083,-0.030057,-0.014343,0.0032922,-0.012916,-0.0043965,-0.024213,-0.037493,0.022997,0.0060661,0.010126,0.0064878,0.029789,0.006514,-0.026011,-0.012217,-0.002635,0.04195,-0.037827,0.016938,0.035451,0.0094367,0.035987,-0.010815,-0.023017,-0.0084764,0.0067384,0.021601,0.0077663,-0.0049186,0.044319,-0.055456,0.055681,-0.0080739,-0.083084,0.05549
"M612.876T11.11",0.016812,-0.01166,0.10459,0.014219,-0.034144,0.012991,-0.071897,0.025175,0.035257,0.074473,-0.0093744,0.023063,0.042777,0.013446,0.021082,0.0040294,0.043365,0.056364,-0.024617,-0.021793,-0.019959,0.024059,-0.082285,-0.062637,-0.017614,-0.053511,0.058986,0.009423,0.054909,0.023338,-0.035534,0.027244,-0.0094083,0.021322,0.097846,-0.0021896,0.0099637,0.019767,0.082609,0.035424,0.0024218,0.00094086,0.012232,0.016141,0.11038,-0.010727,0.025118,-0.0041192,0.033005,-0.085262,0.058255,0.0027385,-0.0025892,0.1029
"M626.856T18.124",0.010555,0.046657,0.020624,-0.027545,0.0064431,0.0082577,-0.0044357,0.019542,0.046759,0.02131,0.0060857,-0.034084,0.0033988,0.0056831,-0.044494,0.066665,0.072359,-0.098395,0.011626,0.026705,-0.01084,-0.05038,0.037713,0.069769,0.0070149,0.018449,-0.028426,0.027607,-0.03845,-0.061826,0.0044816,-0.064657,-0.032907,-0.059202,-0.016657,0.02422,-0.080823,0.014756,-0.0076037,-0.10378,0.059622,0.016152,-0.086555,-0.026044,-0.031524,-0.014754,-0.016124,-0.013668,0.0072472,0.22682,-0.10634,0.051085,0.063832,-0.22395
"M626.858T11.105",0.0019089,-0.023447,-0.0025088,-0.028707,0.026066,-0.028761,-0.0012117,-0.052704,0.014429,0.092252,-0.02813,-0.059238,-0.0069948,-0.027496,-0.070019,0.013299,0.013667,-0.0091242,0.0091872,-0.0082115,0.050831,0.15206,-0.031147,0.020261,0.06352,-0.03317,-0.020465,-0.055232,-0.018809,0.022185,-0.01355,-0.048662,-0.023831,-0.0093528,-0.042677,-0.0031251,-0.07859,-0.055984,0.018122,-0.0034983,0.014448,-0.052116,-0.00027445,0.002911,0.041818,-0.032482,-0.018606,-0.035114,0.017375,-0.067953,0.23134,0.32191,0.59623,0.16233
"M631.468T1459.998",0.1984,-0.044669,0.0021632,0.019429,0.077432,-0.03123,0.0023928,-4.2577e-05,-0.026135,0.0041943,-0.021431,-0.020339,0.017355,-0.03693,-0.048725,-0.013398,-0.00045277,-0.037163,0.0013412,0.013498,-0.011433,0.0074522,-0.041732,0.025502,-0.016656,-0.031934,0.021928,-0.0037215,0.012596,-0.010499,0.010986,0.011551,-0.0055893,-0.024931,0.021388,0.011054,0.04092,0.011639,0.0066156,-0.005629,0.011449,0.026689,0.015857,-0.02532,-0.010356,0.012113,0.027939,-0.012237,-0.014364,0.00078977,0.09802,0.12765,-0.11669,-0.028869
"M632.472T1474.795",0.19884,-0.016686,0.0015838,0.029198,0.076624,-0.05308,-0.0029872,-0.0050358,-0.029654,-0.0071214,-0.0039029,-0.017248,0.03095,-0.0036153,-0.032531,-0.01375,-0.005861,-0.039957,0.022932,0.011857,0.011583,-0.0094614,-0.043619,0.013516,-0.0025282,-0.027556,0.027309,-0.015372,-0.0088006,0.0028245,0.035511,0.034784,0.012096,0.024223,-0.016332,0.0022078,-0.010514,0.014906,-0.0012764,0.0012711,0.019444,0.0096447,0.012811,-0.016232,-0.0039843,0.00067709,0.015119,-0.028377,-0.012761,-0.02375,0.11302,0.12874,-0.10342,-0.0051061
"M633.474T1424.866",0.14689,-0.022976,0.0076196,0.036747,0.11397,0.041685,0.024859,-0.028248,-7.4284e-05,-0.0071969,-0.00027248,-0.052003,0.040465,-0.032453,-0.019479,-0.0015998,-0.0023364,-0.04407,0.013512,0.044292,0.0079024,-0.020152,-0.026882,0.02726,-0.032834,-0.0040598,0.0002106,0.0043136,0.0061439,0.035616,0.025214,0.012456,-0.022392,0.033142,0.009224,-0.016255,-0.019739,0.0059502,0.01707,0.036538,-0.018654,0.012683,0.024025,-0.028353,-0.020718,-0.0073874,0.019291,0.0053633,-0.029688,-0.024956,-0.038249,-0.049602,0.040059,0.025974
