"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54"
"M633.482T1643.428",0.13474,-0.018402,0.0075523,0.063094,0.20315,0.040695,0.018391,-0.042126,-0.0035994,0.040066,-0.029746,-0.010597,0.037143,-0.038284,0.050904,0.057715,0.0029515,0.12237,0.018846,-0.11448,0.020835,-0.060417,-0.040611,0.014552,0.038887,-0.038309,-0.073934,-0.017044,0.018801,0.025624,0.073387,0.010989,0.036932,0.062609,-0.0099109,-0.034187,-0.049338,-0.055403,-0.071557,-0.01175,-0.043471,-0.0065053,-0.021829,0.030287,-0.016212,-0.014974,0.011366,-0.045507,0.024606,-0.036488,-0.0007917,-0.060294,0.013534,0.018429
"M634.485T1424.862",0.14793,-0.030713,-0.00019828,0.026166,0.081519,0.026166,0.0047486,-0.056092,0.0077688,0.022142,0.0060282,-0.047139,0.054812,-0.020873,-0.010521,-0.003162,-0.0071337,-0.040376,0.020397,0.032795,0.0039001,-0.025245,-0.027639,0.045287,-0.042879,-0.014036,0.0052709,0.008106,0.005211,-0.0013412,0.0007273,0.020553,0.00024682,0.044835,0.0064156,0.00036461,-0.020981,0.020253,0.017088,0.049677,-0.0059354,0.01241,0.015923,-0.024975,-0.030131,0.036559,0.026263,0.019639,-0.017557,0.079919,-0.084618,-0.01008,0.082174,-0.083348
"M636.377T13.112",0.012807,0.0078414,0.0034981,-0.022415,-0.0056126,0.017087,-0.0047134,0.019167,-0.012555,0.05388,-0.025753,0.0095943,-0.021232,-0.00058144,-0.012246,-0.0034418,0.065796,0.03698,0.003003,0.054018,-0.042091,0.057024,-0.029142,0.04347,-0.030271,0.017654,-0.030034,0.020859,0.018441,0.0048173,-0.027048,-0.056996,0.029431,0.038419,-0.021863,0.051357,-0.073097,-0.04941,-0.022433,0.0034836,0.015789,-0.02675,0.010299,0.020464,-0.048674,-0.030382,-0.074337,0.035571,0.019249,0.087314,-0.03635,0.0072695,-0.0069288,-0.090078
"M637.868T17.018",-0.0043673,0.04078,-0.013006,-0.047221,0.016252,-0.012229,0.06806,0.053554,-0.070065,0.017376,-0.0035866,0.046087,0.037734,-0.0076913,0.02127,0.013984,-0.0020677,-0.11684,0.050572,0.026174,-0.034066,0.02774,0.0043965,-5.929e-05,0.066511,0.014803,0.0004617,0.012658,0.0003315,-0.09436,0.021924,0.0038592,0.050695,-0.0073746,-0.052121,0.030135,0.027676,-0.047504,0.0021301,0.043724,-0.032245,-0.065633,0.057338,-0.025313,-0.031815,-0.023257,-0.0090389,-0.050667,0.064185,-0.028303,-0.010722,-0.010825,0.0069275,0.032009
"M647.463T1427.898",0.20759,-0.051941,-0.0011664,0.047591,0.10572,-0.027438,-0.022817,-0.0065176,-0.045911,0.038661,-0.018885,-0.0072591,0.04058,-0.017197,0.01168,-0.012202,-0.012255,-0.0038069,-0.0010259,0.0073106,-0.01759,0.00089913,-0.03526,0.036547,-0.0041608,0.0060829,0.028378,0.0055766,0.0068312,-0.0084256,0.013498,0.026454,0.018386,-0.03698,-0.010897,-0.0084092,0.0081082,-0.0045836,-0.014876,-0.037179,0.027693,-0.0056938,-0.00023395,0.0083191,-0.029027,0.021468,-0.0081269,-0.0089528,0.039681,0.066541,0.075343,0.15804,-0.07015,-0.089596
"M648.465T1441.075",0.19651,-0.046292,0.0083455,0.038259,0.088006,-0.022245,-0.024862,-0.0045247,0.0055605,0.029487,-0.07039,-0.0043659,0.015639,-0.021881,0.010839,-0.050795,-0.036004,-0.0096979,0.028822,-0.033611,-0.010648,-0.0028448,0.014243,0.03762,-0.012707,-0.01102,0.020291,0.020289,-0.0057191,-0.010748,-0.012064,-0.013826,-0.01351,-0.0074711,-0.003156,0.029815,0.03619,0.0057497,-0.0032411,-0.0060819,0.014929,0.022189,-0.026047,-0.014025,-0.0065313,0.009737,0.025813,-0.0054059,0.033758,-0.040426,-0.036115,-0.082316,0.038782,0.044369
"M649.479T1424.057",0.19471,-0.019112,0.029861,0.015752,0.10744,0.0039189,0.035701,-0.046869,-0.097069,-0.10357,-0.073767,0.067013,-0.067766,-0.0086475,-0.024954,0.008775,0.021887,-0.011406,0.0033205,-0.020228,-0.053758,0.046554,-0.01325,0.032425,-0.013002,0.031952,0.03559,-0.051821,0.036276,0.0020828,0.026412,0.015827,0.043162,-0.0015282,0.019845,0.036018,-0.032018,0.02353,-0.02473,-0.019402,0.047099,0.014453,-0.025068,-0.010891,0.015863,0.014213,0.044509,0.026367,0.022855,0.049098,-0.095399,-0.056913,0.073852,-0.040397
"M650.482T1423.88",0.18472,-0.0071155,0.020352,0.0030147,0.10944,-0.015309,0.051261,-0.052751,-0.060936,-0.074168,-0.07838,0.075462,-0.071192,0.003676,-0.0099956,0.0022009,0.01316,-0.015908,0.021059,-0.015657,-0.06812,0.059875,-0.04589,0.0024275,-0.024074,0.049661,0.015185,-0.032219,0.045261,-0.01108,0.027523,0.021702,0.049264,0.0061242,0.01204,0.047573,-0.033586,0.062343,-0.0082132,-0.026625,0.050042,-0.0025021,-0.035942,-0.013419,0.011415,0.010912,0.058449,0.021125,0.017111,-0.022932,0.11595,0.13243,-0.11943,0.00815
"M652.863T18.122",-0.0065978,0.073604,-0.010872,-0.02676,0.068507,0.023076,-0.042087,0.03748,-0.027249,0.0288,0.0037514,-0.0096385,-0.075087,0.0042581,-0.030546,0.0052696,-0.069412,-0.079154,-0.011416,0.021324,-0.020033,0.055232,0.02335,0.048751,0.018733,-0.022098,-0.050812,-0.026387,0.036143,0.10726,0.14273,-0.0055917,0.066738,0.0327,0.0080439,-0.021329,-0.024979,0.046995,-0.022842,-0.061233,0.035608,0.084626,-0.08996,-0.026166,-0.024598,0.0068892,-0.02241,0.010007,-0.023341,-0.050672,0.012416,-0.036253,-0.039627,0.04144
"M652.865T11.104",0.0038249,0.013821,-0.0070894,-0.088316,0.0052072,-0.048762,-0.079402,0.01432,0.05708,-0.027267,0.03653,0.029861,0.018091,-0.037189,-0.055485,-0.064969,3.4756e-06,0.046129,-0.051197,0.0053404,-0.0082126,-0.016435,0.041115,-0.017535,0.11938,-0.0094533,0.0094093,0.01957,-0.040789,0.004254,0.019653,-0.011414,-0.00013448,-0.044014,-0.03231,-0.013156,0.048424,-0.097169,0.032849,-0.065214,0.0017766,-0.013988,0.007159,-0.043823,-0.017577,0.042003,-0.0045626,-0.017493,-0.052787,-0.014656,0.019659,-0.012049,0.013416,0.0089907
"M653.868T15.563",-0.0085991,0.013166,-0.01076,-0.0063087,0.095319,0.0094876,0.017088,0.085442,-0.032087,0.072688,-0.0041662,-0.020113,0.0083706,-0.0028708,0.053126,-0.018332,0.01617,-0.016045,-0.046237,0.034746,0.013005,-0.06125,-0.010402,0.021683,-0.042943,-0.019799,-0.028942,0.0013195,0.015562,0.038173,-0.029836,-0.040474,-0.0012561,0.047872,0.022126,0.01691,0.023882,0.020759,-0.00014387,0.0056643,-0.0086865,0.018959,-0.0297,-0.041737,0.003725,-0.0088748,0.018303,0.063801,0.034398,-0.002869,0.010044,0.0042975,0.0027032,0.018551
"M653.871T12.106",-0.02138,0.0034196,0.011521,-0.0073983,0.074626,0.096542,0.033869,0.045004,0.13202,-0.037103,0.019994,-0.06686,0.054716,-0.070081,-0.0079937,0.027231,0.049724,-0.0059912,0.029484,0.019731,0.012488,-0.079997,0.039486,0.038645,0.030703,0.00065922,-0.0035485,0.068917,0.012933,-0.0070601,0.0071968,-0.0409,-0.030583,0.0016665,0.012828,-0.00028168,-0.014035,0.018792,-0.0071693,-0.032057,0.056514,-0.027701,-0.017044,-0.05104,0.03536,-0.071785,-0.0038629,-0.057466,-0.027491,0.0051773,0.01047,0.0060278,-0.0027488,0.00043759
"M660.871T17.121",-0.017369,0.10834,-0.01378,-0.0096613,0.049159,0.029102,0.019976,0.06026,-0.015262,-0.049786,0.017389,0.013772,-0.053768,-0.010701,-0.019875,-0.020492,-0.034953,-0.00439,0.017551,-0.018143,-0.0077849,0.031206,0.00011062,0.011737,0.036358,-0.019543,-0.0022228,-0.011363,0.00080528,-0.016068,0.050364,0.028612,-0.024576,-0.0046182,-0.0015185,-0.061501,-0.01936,-0.0011004,-0.016905,0.0031174,0.031914,0.031584,-0.013714,-0.019346,0.053517,-0.035458,0.00826,-0.051975,-0.0054673,0.012434,0.033499,0.052324,-0.026779,-0.016944
"M660.874T12.107",0.0096353,-0.014816,0.04927,-0.072787,-0.021684,-0.13205,-0.027722,-0.073477,0.079674,0.045309,0.020019,-0.010836,0.014594,0.04079,0.0038274,-0.029266,-0.042143,0.014278,0.026747,0.037174,0.052859,0.01964,-0.078856,-0.02065,-0.028735,0.020805,-0.011059,0.042766,-0.053568,-0.038377,0.0032748,-0.028936,0.00046771,0.0055773,0.04295,-0.068183,-0.0042269,-0.0075644,-0.028857,-0.015288,0.082227,0.052588,0.05993,-0.013575,0.079386,0.03857,0.0557,0.020782,-0.014526,-0.0033984,0.0040315,-0.014047,-0.010527,-0.001843
"M663.459T1408.312",0.075572,-0.024278,0.01593,0.0089606,0.15385,0.014395,-0.1345,-0.084236,0.014183,0.05314,-0.053637,0.00031565,0.0062135,0.057824,0.072953,-0.05516,-0.02064,0.012242,0.026691,-0.015967,0.092363,-0.0081195,0.0011144,-0.095042,0.011362,0.020341,0.0071334,-0.011607,0.023625,-0.043661,-0.041171,-0.061709,-0.0023457,-0.024976,0.0071784,-0.056243,-0.012014,-0.085742,0.038191,-0.012749,-0.013017,0.026655,0.0013991,0.02962,-0.010708,0.021165,-0.05121,-0.00053669,-0.052633,-0.0067691,0.004567,-0.040576,-0.0051952,0.0075034
"M663.461T1374.938",0.075317,-0.02015,0.009354,0.01192,0.14059,0.01987,-0.1049,-0.087488,-0.02629,0.046244,-0.077688,0.019214,-0.010941,0.036087,0.070517,-0.056235,-0.03036,-0.039328,0.008157,0.01433,0.11786,0.014857,0.04788,-0.063128,-0.0052135,0.003107,-0.0089331,0.038613,-0.049698,-0.066265,-0.035118,-0.06497,0.026424,-0.037821,-0.065267,-0.052003,-0.0064937,-0.059735,-0.0024026,-0.033119,-0.086237,-0.00078187,0.068531,0.081158,-0.012641,0.016885,-0.036138,-0.010275,0.04428,0.0056224,-0.024809,-0.05815,-0.021346,-0.0095199
"M664.853T17.893",0.013057,0.022936,-0.011919,0.0073422,0.04496,0.099047,-0.017843,0.1012,-0.046183,0.0077739,0.0080658,0.061581,-0.032333,0.023063,-0.023333,-0.027992,0.1448,0.0268,-0.051453,-0.0024923,0.023976,-0.014286,-0.066332,0.013808,0.078229,0.058045,-0.12968,0.077571,-0.070323,0.0090873,-0.036241,-0.11635,0.016474,0.010011,-0.10164,-0.078633,-0.036825,0.063397,-0.09144,0.035822,0.022948,0.0029893,0.078554,0.00067458,0.014522,-0.085753,0.10956,-0.0070395,0.042296,0.017253,0.026549,0.017643,0.039139,-0.0033354
"M664.856T11.103",0.0049125,0.024945,0.017925,-0.014569,-0.015517,-0.014613,-0.066234,-0.033899,-0.0039473,0.006136,-0.041156,0.0035525,-0.00075135,-0.025844,-0.00979,-0.05976,0.070172,0.072905,-0.014367,-0.030695,-0.03953,0.081708,0.016275,-0.00020945,0.068924,0.077724,-0.021907,-0.015307,0.01458,0.0041292,0.049395,-0.014421,-0.005645,-0.0077888,-0.021674,-0.017882,0.01227,0.049174,-0.019443,0.060321,-0.12026,-0.054788,-0.053693,-0.018703,0.055057,0.041194,0.034059,-0.00093195,0.0043506,0.035558,-0.010108,-0.0070035,-0.028219,-0.041056
"M665.856T18.124",-0.0066074,0.031794,0.057215,0.018033,-0.014698,-0.080132,0.00046338,0.038181,-0.0032772,0.050261,-0.023629,0.046627,0.045178,0.032405,0.019842,0.0071118,-0.031268,0.077109,-0.076681,-0.0020428,0.032234,0.03409,0.028557,-0.0021094,-0.028161,-0.013134,0.0071692,0.025121,0.019838,0.0093405,0.028938,-0.034172,-0.020627,-0.035389,0.013923,0.067679,0.033679,0.095546,0.068292,-0.0063974,-0.058079,0.019753,0.046875,-0.0049546,0.035021,0.0014113,0.0096146,0.058013,0.03621,0.019642,-0.017723,0.0032338,-0.006601,-0.004837
"M667.868T16.126",0.029358,0.0084433,0.010685,-0.057236,0.067489,0.058301,-0.027018,-0.010722,0.014217,-0.068849,0.034504,-0.10446,-0.061732,0.046271,0.014309,0.02207,-0.010899,0.11352,0.043798,0.013852,0.066264,-5.1214e-05,0.058695,-0.04938,-0.037909,-0.0014311,0.048554,0.070901,-0.0555,0.043119,-0.06776,-0.031955,-0.045998,0.044619,-0.026024,-0.034499,-0.094549,0.016099,0.060459,-0.013523,0.087499,0.0046493,0.0063156,0.00024846,0.016925,0.031166,-0.019676,0.023277,-0.0065153,-0.009049,0.00068203,-0.024184,-0.020132,0.033093
"M671.358T17.117",-0.00097099,0.048974,0.0011744,0.036988,0.022301,-0.032728,0.068355,-0.11143,0.0080772,-0.017513,0.097143,-0.00079266,-0.033201,0.025142,-0.018436,-0.081487,0.068763,0.081329,-0.048607,-0.0084734,0.074304,0.11539,-0.030822,0.002203,-0.036463,-0.085683,-0.029812,0.035129,0.00052068,-0.0074254,-0.17249,0.014577,-0.053928,0.0025847,-0.076913,0.018441,-0.12021,0.062648,-0.081067,-0.043512,0.0093275,-0.0032379,0.044513,-0.0624,-0.015928,0.10154,0.0029089,0.020391,-0.044475,-0.0024846,-0.0068362,-0.036737,-0.0093618,-0.0056839
"M672.874T15.116",-0.04709,0.064598,0.016025,0.0050951,0.050197,-0.049621,0.047246,-0.010115,0.027094,-0.047374,-0.024559,-0.014515,-0.021578,-0.0088567,-0.031549,0.010194,0.033575,0.049411,-0.034279,0.036979,-0.012518,0.027049,-0.010826,0.0083271,-0.029852,0.045446,-0.041828,0.041512,0.062781,-0.04332,0.028556,-0.029904,-0.035584,-0.0094348,0.069372,-0.040536,0.083633,0.065032,0.062015,-0.033162,-0.056733,0.035851,0.0096514,-0.001493,0.017814,0.018996,-0.053189,-0.0016348,-0.018643,0.013812,0.00040594,0.0075966,0.0080664,0.011312
"M680.861T18.117",0.0045179,0.056624,0.017551,0.041378,0.031034,0.011626,-0.023559,-0.056466,0.036467,-0.0053135,0.06054,0.044968,-0.0090027,-0.05462,0.032871,0.026084,-0.047788,-0.064996,0.033826,-0.096618,-0.062288,-0.052388,0.016735,-0.073148,0.080471,-0.10687,0.048872,0.077146,0.02361,0.071422,0.057907,0.057177,0.014372,-0.042261,0.00059843,-0.025453,-0.11018,0.067845,0.063098,0.011131,-0.03727,0.09024,0.016495,0.078314,-0.050225,-0.04217,-0.054818,0.074043,-0.0057197,-0.0041546,0.015664,0.049023,-0.0015485,-0.0088524
"M680.864T11.105",-0.0084767,0.0019938,0.12358,0.0051895,-0.01981,0.081711,-0.067301,0.025076,0.093029,-0.027994,-0.049091,-0.032646,0.0083284,-0.052823,0.067061,-0.03654,0.069123,-0.056859,-0.056553,-0.036488,-0.027701,-0.00091621,-0.052038,-0.044087,0.021824,-0.011038,0.02267,-0.058043,0.035294,0.016093,0.036929,0.051644,0.0038296,-0.024996,-0.022948,0.016933,0.0097513,-0.0030821,0.029742,-0.0086514,0.0062392,0.015718,0.0055896,-0.01321,0.054918,-0.075472,-0.013054,-0.048835,-0.0094114,0.0076437,-0.0044232,-0.02196,-0.058003,-0.01597
"M681.468T1391.964",0.13479,-0.042824,0.015276,0.026317,0.19366,0.0015999,-0.081768,-0.027284,0.065504,0.049583,-0.15088,0.051491,0.038234,-0.032677,0.09898,-0.037608,-0.033315,0.0016383,0.012453,-0.081065,-0.044375,-0.010745,0.022359,0.019534,-0.0075328,0.066857,0.03546,0.01416,-0.028647,0.01193,-0.0028934,-0.072882,0.025533,-0.0091496,-0.00096566,-0.0080273,-0.027023,-0.026693,0.04398,-0.050944,0.0051794,-0.050887,0.027865,0.036844,-0.002033,0.014386,-0.0058254,-0.029499,0.036176,0.0053194,-0.042532,-0.061436,-0.014099,-0.010161
"M691.857T17.129",0.0058699,0.055763,-0.012092,0.0047815,0.028968,-0.037471,-0.062397,0.1082,-0.030007,0.037049,0.016674,-0.038721,0.025988,0.028295,0.060216,-0.012139,-0.018234,-0.036957,0.022133,-0.030397,-0.032374,0.018949,0.0081743,0.0093817,-0.021491,-0.0024892,-0.00049183,0.034655,0.041871,-0.022236,-0.022677,0.022726,0.0070656,0.02205,-0.011182,-0.017945,-0.022185,0.0011926,-0.028227,-0.02074,-0.031119,0.043275,0.024589,-0.014517,-0.025284,0.0083687,0.019556,-0.010625,0.021223,0.0023734,-0.0052619,-0.016751,0.014227,0.016895
"M694.849T18.125",-0.0092733,0.094024,-0.011748,-0.01166,0.0089024,-0.060585,0.0091589,0.0037546,-0.002958,0.0099528,-0.038219,0.034538,-0.027385,0.032689,0.013785,-0.015825,8.1543e-05,0.010261,-0.0057233,0.0070905,-0.012703,0.024308,0.022999,-0.0063236,-0.0049596,-0.011217,0.0035083,-0.0048345,-0.009978,-0.022305,0.015687,-0.01014,0.030372,0.01343,0.033748,0.06113,0.020102,-5.2627e-05,-0.0038692,-0.019168,0.0093318,0.059826,-0.013839,0.0093501,-0.0056013,0.007785,-0.020157,0.038883,0.028982,0.016297,0.043398,0.04793,-0.020574,-0.0057231
"M694.852T11.105",-0.0010413,0.029629,-0.0011803,-0.011493,0.05891,0.0020543,-0.022691,0.021257,0.049412,0.0022855,0.11474,0.046489,0.13525,-0.10351,-0.038664,0.08009,0.054901,0.030866,-0.0012947,0.11865,0.052272,-0.01419,0.021259,-0.015084,0.017396,0.055305,-0.070245,0.025232,0.063681,0.0069242,-0.018866,-0.021581,0.028547,-0.046903,0.022171,-0.025935,-0.031039,0.045082,-0.045708,0.072205,0.062505,-0.034154,0.050212,0.061241,-0.05994,-0.039172,-7.9642e-05,0.028118,-0.065902,-0.00024264,0.015773,0.012941,-0.018341,0.0082125
"M696.843T19.128",0.021015,0.063643,0.019726,0.014897,-0.036309,0.014469,0.00091493,0.023566,0.0030354,0.0012929,0.016294,0.010678,0.024298,-0.0028588,0.078572,0.04757,-0.0014145,-0.0021497,-0.049911,0.061024,0.011636,0.0078921,0.0076909,0.029966,0.00051403,0.027721,0.0017519,0.074406,-0.010213,-0.0019894,0.060951,-0.012278,0.00692,-0.0099736,0.025058,0.013222,-0.040937,0.022569,0.029359,0.045268,-0.0017276,0.066773,-0.068131,-0.013754,0.10391,-0.0088217,0.03019,0.0065226,-0.033694,0.012036,-0.0093348,0.0039492,-0.004969,0.0080738
"M696.846T18.125",0.00056611,0.049194,0.01594,0.040498,0.025819,0.030592,0.01378,0.034051,-0.032384,-0.056985,-0.10283,0.067872,0.051281,0.12509,-0.0055259,-0.075248,-0.0022196,-0.076704,-0.0060567,0.071462,-0.044835,0.03124,-0.01999,0.035668,0.14914,0.046574,0.13878,0.021388,0.029945,0.13003,0.066124,-0.039456,-0.10244,0.022292,-0.04455,0.022934,-0.035246,-0.0074522,-0.010577,-0.089318,0.012146,-0.00073885,0.037858,-0.022353,0.01458,0.011158,0.015033,-0.069869,-0.047945,-0.00063848,-0.017287,-0.015024,-0.0066384,0.016873
"M696.848T11.105",0.026669,0.012255,0.12389,-0.050306,-0.010448,-0.0084825,-0.039694,-0.014697,-0.061737,0.0039714,-0.014889,-0.043706,0.028826,0.052264,-0.014693,-0.039251,0.041397,0.048362,-0.049867,0.023206,-0.023386,-0.019196,0.067983,0.063514,0.019939,0.040671,-0.042179,-0.01679,-0.016934,0.02677,0.040146,0.010893,0.026593,-0.02009,-0.029801,0.041421,0.080531,0.0353,-0.035218,-0.007662,0.022176,-0.043831,0.028105,-0.028551,0.030543,0.025263,-0.036937,-0.050772,0.026992,0.031334,0.0325,0.069153,0.040087,-0.019363
"M705.862T12.108",0.0076064,-0.040568,0.010979,-0.0028029,-0.017825,-0.014645,0.040402,-0.014504,-0.014292,-0.012914,0.0026823,0.00063781,-0.065836,0.024111,-0.089149,-0.026508,-0.024208,-0.0044264,0.032529,0.068702,-0.0048749,0.065843,-0.080773,-0.057845,-0.014797,-0.0080487,-0.028842,0.069598,0.056749,0.066893,-0.11124,0.0092589,0.026843,-0.04816,0.04925,0.033901,-0.0019826,-0.064588,-0.012753,0.039485,0.060834,0.015565,-0.025032,0.023959,-0.041533,0.078921,0.0048751,-0.045906,-0.037592,0.0032982,-0.012224,-0.024506,-0.0014178,0.0011001
"M706.844T11.105",0.0062256,-0.022972,0.067441,0.014296,-0.0086124,0.05249,-0.058351,-0.010513,-0.060507,0.010629,-0.0022853,-0.0080198,-0.050061,-0.018613,-0.015148,0.022067,-0.073385,0.062688,0.07832,-0.021457,0.0072564,-0.037377,0.0024197,0.034751,-0.0028658,0.024422,-0.0091553,0.043508,0.020842,-0.0065989,-0.03661,-0.0053177,-0.017508,-0.036848,-0.044962,-0.036505,0.024808,0.051526,-0.011294,0.075045,-0.0073254,-0.010616,0.005959,0.086681,0.073466,-0.017595,-0.017685,0.033518,-0.0059585,-0.011971,-0.0091698,-0.015877,-0.035962,-0.0058289
"M711.854T15.533",-0.031282,0.076646,0.021803,-0.0076593,0.097639,-0.057455,0.027383,-0.023321,0.0064023,0.00053402,0.013056,0.055364,0.014814,0.0079193,-0.037899,0.011966,0.013263,-0.014686,0.0035069,-0.037456,-0.05338,0.0030478,-0.02895,-0.035804,0.011809,0.026056,-0.0083328,-0.0048028,0.026204,-0.016764,-0.001201,-0.028574,-0.0050106,0.032667,-0.022525,0.036264,0.0070894,0.030137,0.012838,-0.00076441,0.036886,0.0023714,0.04518,0.042932,-0.0268,-0.0095131,0.014202,-0.020769,0.031174,0.0013895,0.0055846,-0.012523,-3.0277e-05,0.012731
"M712.85T18.123",0.0085273,0.050425,-0.026264,0.019386,0.060325,0.0353,-0.018054,0.012763,0.045296,-0.0051138,0.047398,0.034998,0.027351,-0.053194,0.029373,0.035033,-0.014016,-0.015682,0.047715,-0.033028,-0.026081,0.001187,0.04791,0.023193,0.037418,-0.10808,0.049724,0.0073959,-0.012945,0.0024479,0.04294,-0.059794,-0.051118,-0.015625,0.0044717,-0.08782,0.0687,-0.0092219,-0.077589,-0.082617,-0.0037681,0.056984,0.014613,-0.042302,-0.029642,0.041669,-0.051629,0.040887,0.0041324,-0.0026944,0.0013763,-0.0047442,0.021881,-0.0064344
"M717.846T18.125",0.015963,0.086279,0.0038766,0.026529,0.0071037,0.0024781,0.0036659,-0.017247,-0.0089987,-0.049113,0.043495,0.030829,0.036909,0.024592,-0.038667,0.0404,0.0014965,-0.00034861,-0.0206,0.0052955,-0.048813,0.010724,0.027217,0.011529,0.011563,0.00099558,0.010247,0.0045717,0.027985,-3.653e-05,-0.016071,-0.033128,-0.017029,-0.016417,0.012393,-0.028356,-0.001139,-0.02139,0.016238,0.026004,0.048577,0.015869,0.037788,-3.2337e-05,-0.021184,0.011738,0.033065,0.028367,0.018177,-0.0086093,-0.0065511,-0.029591,0.0012739,0.021611
"M717.849T18.124",0.024858,0.072895,0.00073518,0.0058865,-0.012443,0.0096314,0.013177,0.012998,0.00040665,0.033531,0.0062492,0.0025154,0.027845,0.043181,-0.033266,0.029311,0.0038787,-0.021007,-0.016659,-0.030279,-0.012251,-0.013371,-4.0708e-05,-0.020497,-0.017247,0.036191,0.017203,-0.015219,0.046747,0.0096968,0.0023736,-0.041733,-0.038731,-0.0099677,0.0090052,0.0027313,0.019999,0.015372,0.01781,0.011031,0.044055,0.035664,0.034735,-0.0037236,-0.048328,0.0015587,0.032028,0.014788,0.0026325,0.0084415,-0.004529,-0.015613,0.010325,0.011897
"M720.849T18.123",-0.0079347,0.071063,-0.011749,0.014101,0.055421,-0.017104,-0.021119,0.031671,-0.0093918,0.039095,0.06392,0.012106,-0.02306,-0.039344,-0.023724,0.023145,0.006885,-0.0010957,-0.014556,-0.011707,0.04017,0.025694,-0.033777,0.008562,-0.010056,-0.01105,-0.044976,-0.029727,0.061334,-0.0042627,-0.056103,-0.025418,-0.041732,0.0027717,0.038602,0.034906,-0.064787,-0.023412,-0.071158,-0.032964,0.031559,-0.084866,-0.034408,-0.017928,0.035657,0.067336,-0.042043,0.009451,-0.091847,-0.015205,0.010677,-0.0257,-0.0074722,0.0028624
"M725.522T13.111",-0.0070655,0.0068207,0.0082556,0.011243,0.0067485,0.018195,0.00038142,0.024346,0.041503,-0.055116,0.032169,0.0052205,0.035425,0.028603,0.00050619,0.028729,-0.00010914,0.036194,0.043976,-0.013183,-0.030024,0.078012,0.035995,0.039304,0.066246,0.012488,0.077627,-0.019588,-0.01063,-0.007973,0.012379,0.054221,0.054553,0.018994,-0.0337,0.066279,0.046546,0.01576,0.082559,0.013361,-0.059921,-0.02724,0.0051238,0.009425,0.068481,-0.020218,0.019088,0.026668,0.037224,0.00046166,-0.0077196,0.0016688,-0.0064992,-0.0024458
"M725.853T17.122",0.010936,0.068683,-0.0082597,0.014768,-0.026798,-0.0085845,0.044836,-0.039991,0.093753,-0.011904,-0.058787,-0.036577,0.030098,-0.016058,0.015633,-0.05562,0.036672,-0.045681,0.018961,-0.027945,0.054285,-0.0022607,0.050965,0.033823,-0.037602,-0.013859,0.03862,0.0094713,0.012055,-0.045669,-0.045457,0.043561,-0.017748,-0.022093,-0.0018487,0.04045,0.032655,-0.030463,0.058124,-0.019737,-0.07666,0.0095969,0.05433,-0.0079159,-0.062063,0.0090756,0.041268,-0.0055785,-0.0043465,0.0030117,-0.0057529,-0.0043576,0.01967,0.0034234
"M728.859T17.123",0.018559,0.064217,-0.028645,0.0019407,-0.016705,0.094504,0.0096754,0.014157,0.057369,0.00056997,-0.03466,-0.04509,-0.0085432,-0.032299,-0.001677,-0.040729,0.0049643,-0.071445,-0.013279,-0.04653,0.0041433,0.035953,0.0041165,0.0041197,-0.0036337,0.034219,0.039775,-0.038729,0.013426,0.035553,0.026055,-0.037142,-0.026193,-0.0075478,-0.0043591,-0.024014,0.03533,-0.040016,-0.0071707,-0.019026,0.013385,0.027658,0.017537,0.005773,0.00021392,0.0030604,0.034181,-0.037433,0.0044614,0.0088283,0.025304,0.011009,-0.021873,-0.0049594
