"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"M1125.783T12.61"," 3.159860e-01"," 3.159860e-01"," 3.159860e-01"," 3.159860e-01","-2.110629e-01"," 8.397499e-02","-1.732641e-01","-1.894196e-01"," 2.970515e-01"," 8.364600e-02","-3.395207e-02"," 3.232354e-02"," 3.509309e-05","-2.503907e-01","-4.317728e-01","-3.053452e-02","-1.729260e-01","-1.218502e-01","-2.029329e-01"," 9.557796e-02","-2.019578e-01","-9.975757e-02","-9.948946e-02"," 1.550714e-01"," 1.984066e-01"," 1.609343e-01","-3.327124e-01","-3.830977e-01","-1.645812e-01"," 4.258828e-01"," 2.243236e-01"," 1.496972e-01","-5.711833e-02","-2.497269e-02","-6.455630e-02"," 5.840780e-02"," 1.278459e-02","-7.466029e-02","-1.807381e-01"," 6.465578e-01"," 6.465578e-01","-1.423483e-01","-2.102709e-01","-5.288147e-02","-2.584371e-01"," 3.360998e-02","-8.048885e-02","-1.456906e-01"," 5.565892e-02","-4.022168e-01","-1.848208e-01","-2.790982e-01"," 2.585888e-01"," 3.749657e-01"
"M1126.276T16.125","-0.0993309886","-0.0993309886","-0.0993309886","-0.0993309886"," 0.0315249392","-0.0489999936","-0.0607072485"," 0.2361004660","-0.5142931646","-0.3384878439","-0.7320516594"," 0.0962416750"," 0.1675043637"," 0.1234955575"," 0.1304185646","-0.2712801014"," 0.1262361652"," 0.2572668086"," 0.2454593398","-0.2422421507"," 0.2182704709","-0.3632651811"," 0.2208461327"," 0.1373742053"," 0.3546713574","-0.3158082559"," 0.0687411683","-0.1160263981","-0.1348840920","-0.1938397160","-0.1803733426"," 0.2531525428"," 0.1610283967"," 0.0007620735","-0.0481825492","-0.2109615676"," 0.0039346914","-0.0013365081"," 1.0543549256","-0.0016618478","-0.0016618478","-0.0934145861"," 0.1388296857","-0.1249369263","-0.1547494893","-0.0090876312"," 0.1433974893"," 0.0697755743","-0.3798046914","-0.0828958903"," 0.0563293954"," 0.2026154289"," 0.1057520062"," 0.4141932136"
"M1128.278T13.111"," 0.0049309350"," 0.0049309350"," 0.0049309350"," 0.0049309350","-0.3835270243"," 0.1680889311","-0.1934169623","-0.1014022417"," 0.0988467424"," 0.3929259573"," 0.1871590930"," 0.1182614023"," 0.2094845398","-0.0817904403"," 0.2266953824","-0.0410218348"," 0.0140018371"," 0.1253920705","-0.0158948517","-0.1997216185"," 0.0313750114","-0.0938026160","-0.0994880639","-0.0286215346"," 0.0067147373"," 0.1304593152"," 0.0001742281","-0.3458522352"," 0.0806448497","-0.0383972095","-0.1473486775"," 0.1462449066"," 0.3329138510","-0.3061559785"," 0.1560411899"," 0.1082781211"," 0.2356018982","-0.3134945852"," 0.1878226226"," 0.0484038185"," 0.0484038185","-0.1843699703"," 0.1305864555"," 0.2858313029"," 0.0210938531"," 0.0177579777","-0.1183924657","-0.3178902013","-0.0423825862","-0.4195771606","-0.0510623027","-0.1669879928"," 0.1666689863","-0.0049980857"
"M1130.109T15.006","-0.003358117","-0.003358117","-0.003358117","-0.003358117","-0.054350939","-0.162392714"," 0.180073249"," 0.084634797"," 0.156956221"," 0.152799236"," 0.139423657"," 0.204381433"," 0.040525725"," 0.109577842","-0.068584739","-0.036806286","-0.226324674"," 0.090822515","-1.164637065","-0.195101739"," 0.263098337","-0.309726510","-0.742255961","-0.087564374","-0.043107315","-0.153782558","-0.088494831"," 0.104191434"," 0.074976928"," 0.066989093"," 0.096623935"," 0.092373728","-0.211164619"," 0.055548641"," 0.103979460"," 0.094047903"," 0.014630540"," 0.272416001","-0.011013246"," 0.453455940"," 0.453455940","-0.047246132","-0.035628475"," 0.083711868"," 0.197273907"," 0.018669393"," 0.013635865"," 0.102292437"," 0.021753103"," 0.076350579","-0.042838985","-0.157633380","-0.068649675"," 0.102066979"
"M1130.78T14.113","-0.011857504","-0.011857504","-0.011857504","-0.011857504"," 0.177216221","-0.023613851"," 0.101673824"," 0.045747661"," 0.059110851","-0.004359969","-0.169182490","-0.032863317"," 0.011096963"," 0.222380725"," 0.035414694"," 0.088983507"," 0.045103121","-0.755124403"," 0.054714443","-0.078306286","-0.917515837","-0.082408377","-0.563947512"," 0.003300870"," 0.313144094"," 0.102800833","-0.092119668"," 0.097811668"," 0.242899889","-0.035785158","-0.015427185"," 0.048498563","-0.083643527"," 0.081695703","-0.929348178"," 0.018366977"," 0.113039810"," 0.077816317"," 0.152652881"," 0.248210298"," 0.248210298"," 0.333243944"," 0.028698128"," 0.138095845"," 0.321460736"," 0.182723576"," 0.220235110"," 0.302610897","-0.763985129"," 0.012154065"," 0.072113455","-0.040655255"," 0.201166182"," 0.233324010"
"M1132.772T17.119","-0.188856767","-0.188856767","-0.188856767","-0.188856767"," 0.054014383"," 0.371929801"," 0.131188509"," 0.025165183"," 0.126055703"," 0.282340485"," 0.161949689"," 0.061658691"," 0.117254593"," 0.159879830"," 0.230496682"," 0.030009019","-0.012226912"," 0.057009223"," 0.514924133","-0.518722311"," 0.077221820","-0.462765295"," 0.260701799"," 0.147266021"," 0.044361597","-0.184106719","-0.007833705","-0.148426674","-0.163636295","-0.657514509","-0.444683110"," 0.145298988"," 0.426361340"," 0.131954405"," 0.065992983","-0.126271672"," 0.019423207"," 0.015703466"," 0.085008545"," 0.332982837"," 0.332982837"," 0.158106280"," 0.115239385"," 0.436936402","-0.086719687","-0.271028863","-0.170667369","-0.119184360","-0.484618212","-0.301017792"," 0.419280424","-0.342731704","-0.031135527","-0.249980471"
"M1135.108T13.112","-0.077090254","-0.077090254","-0.077090254","-0.077090254","-0.002077633"," 0.037734062"," 0.155605525"," 0.001376975"," 0.117801331"," 0.046436188","-0.083696381"," 0.240483221"," 0.009086543"," 0.157190208","-0.151349004"," 0.068362257","-0.054655248"," 0.195681777"," 0.279756100","-0.016618279"," 0.153922091","-0.022759978"," 0.095083648"," 0.130085524"," 0.255236850"," 0.078594605"," 0.043194985"," 0.098788307"," 0.050738766","-0.001151217"," 0.244746922"," 0.075671037"," 0.070791976"," 0.197628586"," 0.067052814"," 0.126242900"," 0.101871897"," 0.006145097"," 0.143145900","-0.156954330","-0.156954330"," 0.207587042","-0.824164542"," 0.111755572","-1.044435866","-0.137332292"," 0.027993047"," 0.114943876","-0.155465513","-0.042856717","-0.084232360"," 0.198799671"," 0.136909568","-0.803380166"
"M1135.776T16.118","-0.296177215","-0.296177215","-0.296177215","-0.296177215"," 0.626652834","-0.267717086"," 0.005379517","-0.078307989","-0.057254148"," 0.659870311","-0.202831659"," 0.609895999","-0.020984729"," 0.075618016","-0.016682038","-0.138128959"," 0.015811661","-0.113159358","-0.004427919"," 0.679690072"," 0.109725165","-0.082799608","-0.068563559","-0.102886394"," 0.070698241","-0.139728268","-0.112384155","-0.005116713","-0.086054315","-0.472690563"," 0.494515082"," 0.012808343","-0.486343823"," 0.571823281","-0.030071889","-0.356698080","-0.021744131"," 0.171085576","-0.077357558","-0.279218013","-0.279218013"," 0.226048411","-0.074188344","-0.114040704","-0.052178475"," 0.650847631"," 0.648955976"," 0.148764702","-0.351423352","-0.161505294","-0.001791158","-0.110939146","-0.097765687","-0.129280831"
"M1136.785T12.106"," 0.068409015"," 0.068409015"," 0.068409015"," 0.068409015","-0.399962109","-0.304792464","-0.181772608","-0.361514601"," 0.431300335"," 0.057018739"," 0.004644674"," 0.343089063","-0.243567508","-0.345958096","-0.231633560"," 0.105951228","-0.504351355"," 0.292384611"," 0.171158344"," 0.156442081"," 0.299651825"," 0.031244712"," 0.199197002","-0.139307522"," 0.405405919"," 0.245064488","-0.314083192","-0.410915323","-0.049901366"," 0.095985062"," 0.137577867","-0.504335676"," 0.181754061"," 0.139872497","-0.065708317","-0.298416562"," 0.274608560"," 0.359500582"," 0.046535999","-0.117962262","-0.117962262","-0.101172970"," 0.189309860","-0.008568511"," 0.281116073","-0.470723775","-0.140495945"," 0.087852335"," 0.507081851"," 0.390905685","-0.109973379","-0.165423616","-0.154376695"," 0.034590163"
"M1138.768T17.128","-0.2702614880","-0.2702614880","-0.2702614880","-0.2702614880"," 0.0884804269","-0.3527130736"," 0.0862635436"," 0.0145449933"," 0.0380970506","-0.6372492218","-0.4150398712","-0.0708927037","-0.3288063046"," 0.1387847091"," 0.3201551711"," 0.4928867691","-0.1318708836"," 0.1217103320"," 0.2141113576","-0.1372993861","-0.0277377532","-0.1444826751"," 0.2044302925","-0.1111904194"," 0.2695899271","-0.2204347030"," 0.1612295326"," 0.3474956244"," 0.0354367080","-0.3792157119","-0.4356717046"," 0.0111585484"," 0.0951373991","-0.0926369687"," 0.4750262700","-0.2388839163"," 0.3568981306"," 0.0005797387"," 0.1033121880"," 0.1725457774"," 0.1725457774","-0.0250914432","-0.0734624224"," 0.2754766540"," 0.3705467237","-0.1230278735"," 0.3605072325"," 0.2158766258","-0.7167361626"," 0.3008631878"," 0.4849731001","-0.2041582444"," 0.4036653341","-0.3846817309"
"M1140.278T13.107"," 0.028745533"," 0.028745533"," 0.028745533"," 0.028745533"," 0.013821524"," 0.028834297"," 0.070569407","-0.255384918"," 0.482368156"," 0.236642549"," 0.173759171","-0.030932487","-0.324295023","-0.122211328"," 0.128734647","-0.247211920","-0.070344413"," 0.144081946"," 0.099361790","-0.018438567","-0.153588862","-0.143569546"," 0.046476277","-0.202211968"," 0.103349483","-0.023460586"," 0.272001004","-0.077388674"," 0.191973300","-0.205371702","-0.411865824","-0.215443195"," 0.232985633"," 0.248935484","-0.099621456","-0.333370359","-0.285813702"," 0.062907550"," 0.157680087"," 0.148032809"," 0.148032809"," 0.132079633"," 0.033162382","-0.036949860"," 0.058362158","-0.157034503","-0.004468368","-0.030717309"," 0.057212622"," 0.048613499","-0.396505898"," 0.060907744"," 0.326772331"," 0.023560047"
"M1141.769T17.122","-0.00439993","-0.00439993","-0.00439993","-0.00439993"," 0.24028535","-0.12807941"," 0.15975771","-0.07842312"," 0.31279926","-0.18028634","-0.68525498"," 0.22679159"," 0.35624334"," 0.31985326","-0.32762680"," 0.03790075","-0.13317208"," 0.16752091","-0.01996307","-0.41710455"," 0.03793306","-0.24050991","-0.02390725"," 0.04781871"," 0.02663235","-0.40435807"," 0.08483970"," 0.11922991","-0.22408693","-0.47804865"," 0.01540008"," 0.25300712"," 0.08810441","-0.05147759"," 0.30237167","-0.11143173"," 0.12610984"," 0.18916112","-0.08536397"," 0.43682693"," 0.43682693"," 0.16336905"," 0.09203595","-0.11602786"," 0.22208127"," 0.01920244","-0.02191435","-0.11394631","-0.34623736","-0.03790456","-0.02302891","-0.08515554","-0.05439643","-0.07679717"
"M1141.772T16.116","-0.04509038","-0.04509038","-0.04509038","-0.04509038"," 0.91644574","-0.14346273"," 0.24770402","-0.46126893"," 0.20515985","-0.18498714","-0.58662976"," 0.13805186"," 0.20023307"," 0.21448706","-0.30217900","-0.03353271","-0.17459459","-0.34306897","-0.05746902","-0.37334792","-0.21152601","-0.23288785"," 0.07493363"," 0.13773138","-0.02040788"," 0.79740841"," 0.02565500"," 0.05324248","-0.21982532","-0.42182172","-0.02934183"," 0.15964637"," 0.20767541"," 0.74684335"," 0.19835721","-0.13022148","-0.10374634"," 0.07481290","-0.10948767"," 0.30581151"," 0.30581151","-0.03699792"," 0.03156210","-0.13387715"," 0.13504853"," 0.29038322","-0.05902102","-0.12817693","-0.31698148"," 0.10686206","-0.19734340","-0.10932189","-0.16930468","-0.10267380"
"M1141.778T12.108"," 4.768278e-02"," 4.768278e-02"," 4.768278e-02"," 4.768278e-02","-8.974487e-02","-5.161463e-02","-6.141576e-02","-4.130023e-02"," 1.770940e-02","-1.202678e-01"," 9.333232e-01","-9.137250e-02","-1.498602e-01","-1.009034e-01","-7.282312e-01","-2.221627e-01","-1.993341e-01","-1.074039e-01","-1.218618e-01","-2.137755e-01","-2.464646e-01"," 9.820227e-01","-1.545605e-02"," 6.036220e-02"," 1.184195e-02","-9.065566e-02","-3.503645e-01","-2.932614e-03"," 1.149954e-02"," 8.116098e-02"," 5.585308e-02","-1.950327e-01","-2.262375e-01","-1.228330e-01"," 1.056098e-02","-2.192890e-01","-2.452217e-01"," 1.344206e-02"," 8.713054e-01"," 6.042460e-01"," 6.042460e-01"," 2.229973e-02","-8.300094e-03","-5.738064e-01"," 2.487667e-01","-2.548737e-01"," 6.976941e-02"," 3.288450e-01"," 2.412734e-01","-4.979838e-01"," 2.534776e-02","-1.006829e-01","-8.097069e-05"," 6.485698e-02"
"M1146.766T17.123","-0.502767663","-0.502767663","-0.502767663","-0.502767663","-0.002190614","-0.157731614"," 0.391156116"," 0.212861542"," 0.464721646","-0.095328391"," 0.405176067"," 0.002163524"," 0.472894905"," 0.394291782"," 0.107898385"," 0.085701868","-0.104644242"," 0.026004247"," 0.474033092","-0.135362437"," 0.266571870","-0.057766919"," 0.097797597","-0.041717053"," 0.058663974","-0.114785096"," 0.325771384"," 0.386512276","-0.150263227","-0.592023012","-0.552135787"," 0.065464430","-0.021347305","-0.126668742"," 0.118911118","-0.001953274"," 0.279504569","-0.220052526","-0.264638208","-0.157301307","-0.157301307","-0.046775802"," 0.085964756"," 0.190017770"," 0.102616493"," 0.031702687"," 0.060605671"," 0.069060787","-0.470303868"," 0.157704885"," 0.061946291","-0.037408155","-0.144519074"," 0.267568881"
"M1146.77T17.121","-4.920054e-01","-4.920054e-01","-4.920054e-01","-4.920054e-01"," 8.369162e-01","-2.035412e-01","-1.318849e-02","-1.053432e-01"," 7.085509e-02","-1.513696e-01","-2.672313e-02"," 1.757803e-01","-8.600702e-02"," 3.786364e-03"," 2.047075e-01","-8.799858e-05","-1.591580e-01","-5.036674e-02"," 7.293754e-02","-1.848397e-01"," 3.474132e-01"," 7.929850e-01"," 3.237644e-02","-1.050578e-01","-2.262569e-02","-1.676362e-01","-2.072536e-01"," 2.514689e-01","-1.843561e-01","-5.666265e-01","-5.332792e-01","-1.694023e-02","-8.951838e-02","-1.775714e-01"," 2.613465e-01"," 9.217438e-01","-2.371785e-01"," 1.375395e-01"," 8.074675e-01","-2.031236e-01","-2.031236e-01","-1.107776e-01"," 2.515751e-01"," 8.719144e-02"," 2.754256e-01"," 2.480829e-01"," 1.760152e-01","-1.393353e-02","-4.648644e-01"," 1.319560e-01","-1.291747e-02"," 1.109784e-01"," 1.460983e-01","-7.921612e-02"
"M1147.27T16.128","-0.384792517","-0.384792517","-0.384792517","-0.384792517","-0.040587670","-0.107173492"," 0.014802742","-0.035151910","-0.295966915","-0.147186783"," 0.010262061","-0.249474433","-0.392082415"," 1.055532067"," 0.358198704","-0.113886563"," 0.174330825","-0.043173782","-0.001411702","-0.321802224"," 0.020255160"," 0.076199438"," 0.317620686","-0.089255726","-0.034554072"," 0.122213057"," 0.021981167"," 0.426978976"," 0.232066707","-0.411040009"," 0.030164487"," 0.292610530"," 0.148112074","-0.152754411","-0.159747046","-0.024332279"," 0.021834109"," 0.117848348","-0.047394149","-0.251774777","-0.251774777"," 0.093800914","-0.074048116"," 0.281112789"," 0.288360012","-0.201793010","-0.208250047"," 0.048637347"," 0.747514717","-0.086478436"," 0.394972422"," 0.335322988","-0.045120506","-0.305347009"
"M1151.783T12.61","-0.062536107","-0.062536107","-0.062536107","-0.062536107","-0.098039191"," 0.130987898"," 0.188220741"," 0.250221009"," 0.248683790"," 0.052209289","-0.327775395"," 0.084173692"," 0.377773591"," 0.283224060","-0.074150703"," 0.052594647","-0.313011422"," 0.245963460","-0.002588106","-0.072832419"," 0.012426343","-0.226693683"," 0.021944776"," 0.071484163","-0.002146215","-0.017552806","-0.004761083","-0.034670657"," 0.281333169","-0.183377046","-0.016530253"," 0.065689996","-0.381314677"," 0.151005473"," 0.122307214","-0.314250434"," 0.107867915","-0.198480089"," 0.096237559","-0.150520509","-0.150520509"," 0.129891011"," 0.131285029"," 0.087494163"," 0.006500770","-0.033238600","-0.069797520"," 0.198263140"," 0.036464762","-0.216821937"," 0.035841678","-0.186904345"," 0.131752829","-0.275720136"
"M1152.772T12.109","-0.006987492","-0.006987492","-0.006987492","-0.006987492","-0.179610549","-0.081282992","-0.149514076","-0.394030770"," 0.081228825","-0.107374864","-0.158794067","-0.104561851"," 0.676082734","-0.287324026","-0.410104152","-0.047018546","-0.291596649"," 0.103461711","-0.047457503"," 0.628794945","-0.193551056","-0.126172135"," 0.016410690","-0.058360297"," 0.815933661","-0.068457344","-0.115894377","-0.273953624","-0.073677393"," 0.266926021"," 0.674759140","-0.204349028"," 0.068295923","-0.186179429","-0.255376843"," 0.103853011","-0.127515271","-0.062632893","-0.168856819"," 0.317842442"," 0.317842442","-0.300635775","-0.096509005","-0.268144924","-0.197906545"," 0.719183297"," 0.529976905","-0.098962426"," 0.702188082","-0.007071190","-0.361473896","-0.264874557","-0.303537119"," 0.077932132"
"M1153.768T17.12","-0.2307172438","-0.2307172438","-0.2307172438","-0.2307172438"," 0.0421229688","-0.0957604302","-0.1647749214"," 0.0305767336"," 0.1523358059","-0.4281295573","-0.2969097230"," 0.0139015253"," 0.1905851257"," 0.2695573321"," 0.1438110754","-0.0056616519","-0.0417036950","-0.0510563916"," 0.2059552916"," 0.7784874511","-0.1921950686","-0.3403453308","-0.2803878879"," 0.1036028611"," 0.0851219341","-0.4678832617","-0.3262305622"," 0.7903421165","-0.0116662357","-0.5210936828","-0.1407470643"," 0.0097034827"," 0.1634891939","-0.2824186902"," 0.0006313389","-0.1808854062","-0.2628835273","-0.0277978165"," 0.0279903530"," 0.3352519232"," 0.3352519232"," 0.2764185638"," 0.0108492274","-0.0755140104"," 0.1194097634"," 0.9179001689"," 0.0862781977"," 0.1293585544","-0.2336454823"," 0.1204950861","-0.4101705759"," 0.1777594619"," 0.1791460088"," 0.0643964799"
"M1154.769T17.115","-0.3925680846","-0.3925680846","-0.3925680846","-0.3925680846"," 0.2068783780","-0.2863591819"," 0.1372386693"," 0.0372269905"," 0.1471174045","-0.1211792690","-0.0005441116"," 0.3053170765"," 0.3455418235"," 0.5169963498"," 0.2966413688","-0.1889331502","-0.1733197206","-0.2871892869","-0.2595555718","-0.4544897251"," 0.2588948021","-0.2433988954"," 0.1299131939","-0.2922509498"," 0.2936792832","-0.5732489985","-0.0170623504"," 0.1660963982"," 0.2161341628","-0.2335532297"," 0.0638620014"," 0.1982274128","-0.0069717312"," 0.0248547350"," 0.2357049246"," 0.0001779364","-0.1139755664","-0.1026815108"," 0.0094250579"," 0.4609465094"," 0.4609465094"," 0.0235588034"," 0.1532043503"," 0.0016938304"," 0.1635248271"," 0.0038265283","-0.1068814448"," 0.0542129452","-0.2490279600","-0.0992006542"," 0.0037771745"," 0.0109819405"," 0.2223705950"," 0.2311236642"
"M1154.774T12.107","-0.04625006","-0.04625006","-0.04625006","-0.04625006","-0.31602388","-0.21641308"," 0.18581652","-0.32482228","-0.07108153","-0.12883731"," 0.09822448"," 0.44705115","-0.27046086","-0.32316600","-0.21203986"," 0.60099404"," 0.25549676","-0.14085696"," 0.28262182"," 0.09065530"," 0.37846976"," 0.36023802","-0.17639202","-0.17013408","-0.02310908"," 0.32447409","-0.28347122","-0.09280871"," 0.06374832"," 0.20240958"," 0.07632864","-0.29816744"," 0.19082708"," 0.16312699"," 0.18237978"," 0.20111685","-0.03657956"," 0.10328671","-0.45400826","-0.18159057","-0.18159057","-0.07193312"," 0.68274281","-0.09910989"," 0.25529913","-0.31940315","-0.08084999"," 0.02989556"," 0.30071981","-0.28862640","-0.11960409","-0.08933548","-0.22807473","-0.09243282"
"M1155.781T12.608"," 0.019671724"," 0.019671724"," 0.019671724"," 0.019671724","-0.064468225"," 0.024378531"," 0.324838894"," 0.050328528"," 0.262607736"," 0.206993758","-0.435325580"," 0.005146056","-0.114909843","-0.128468730","-0.191687262"," 0.127526112","-0.236798038"," 0.182503841"," 0.019167933","-0.263665941","-0.642503356","-0.318080515"," 0.206119886"," 0.102445782","-0.023857881"," 0.732990668","-0.234426505","-0.044755024"," 0.035182886"," 0.190670289"," 0.255914675","-0.127085939","-0.165003104","-0.057787041"," 0.088138377","-0.163661606","-0.080346849"," 0.074307559","-0.057043995","-0.400773992","-0.400773992"," 0.051162599"," 0.505236322"," 0.333671995"," 0.093572905","-0.144689665"," 0.132376055"," 0.103149856"," 0.265917161","-0.312193407"," 0.138152886","-0.051039380","-0.018883641"," 0.087041328"
"M1157.276T13.111"," 0.2041403824"," 0.2041403824"," 0.2041403824"," 0.2041403824"," 0.2018299456"," 0.0921285551","-0.0287578326","-0.0585576504","-1.5119672529"," 0.2707887871"," 0.0445744133","-0.5421874582"," 0.1177576677"," 0.0410114017","-0.0659630687","-0.0274621814","-0.0167435759"," 0.0759178651"," 0.0550354266","-0.0467045932"," 0.2572766164","-0.0943886179","-0.3910221458","-0.0733657717"," 0.1771557350","-0.1168949799","-0.0490657113"," 0.0364188414","-0.0384878967"," 0.1067691803"," 0.1828298952","-0.0009043243","-0.5643372278"," 0.1385232885"," 0.1097053065"," 0.0382008795","-0.0749828443"," 0.2048761181"," 0.2180958163"," 0.2057498326"," 0.2057498326"," 0.2277555322"," 0.0815718641"," 0.1664280277"," 0.1791415061","-0.0223348406"," 0.0404828348","-0.6244400521"," 0.0899194503","-0.0655952073"," 0.1211697729","-0.2386099283"," 0.0689784064"," 0.0803688324"
"M1157.439T14.055"," 0.038634121"," 0.038634121"," 0.038634121"," 0.038634121"," 0.028079026","-0.267646078"," 0.186924857"," 0.133415349"," 0.347237957","-0.024147439"," 0.122063544","-0.352634638"," 0.106037956","-0.120331736","-0.026776661"," 0.128287101"," 0.184280575","-0.214076511"," 0.056838688","-0.267770776"," 0.263390751","-0.086717469"," 0.302409438"," 0.031177754"," 0.107337057"," 0.016006748","-0.078142681","-0.888661950"," 0.004604374","-0.347583029","-0.367034113"," 0.167744450"," 0.087939635"," 0.007286035"," 0.091315784","-0.116954279","-0.023291067"," 0.177195214"," 0.067007954","-0.295454957","-0.295454957"," 0.239713984"," 0.074462677"," 0.100988832"," 0.154657198"," 0.081235005"," 0.153634282"," 0.118777947","-0.133292088","-0.308498580"," 0.067247934"," 0.070829413"," 0.215605551"," 0.166199450"
"M1158.097T16.12","-0.045770480","-0.045770480","-0.045770480","-0.045770480","-0.251354727"," 0.301905942","-0.086372775","-0.088465893"," 0.202532328","-0.172363508","-0.049044920","-0.224353814"," 0.456677811","-0.663580023","-0.100393896","-0.161031682","-0.276016344"," 0.212288061"," 0.200152617","-0.362345921"," 0.168619704","-0.160092935"," 0.384912362","-0.145359299"," 0.293911511","-0.070347248","-0.361236932"," 0.074604135","-0.351728944","-0.525263611","-0.149066797"," 0.190919831","-0.199991458"," 0.053293135"," 0.092914300"," 0.132112742","-0.355311585"," 0.166343313"," 0.032186763"," 0.741653218"," 0.741653218"," 0.029740224"," 0.123412536","-0.150534375"," 0.061262197"," 0.117670084","-0.009803751"," 0.286517787","-0.419871120"," 0.088059194","-0.154884351"," 0.255492922"," 0.447548390","-0.184486496"
"M1160.766T17.121","-0.51327746","-0.51327746","-0.51327746","-0.51327746"," 0.79806066"," 0.05962751"," 0.06938769"," 0.31795601","-0.05309620","-0.49407193"," 0.10898824","-0.18360304"," 0.21457996","-0.07519350"," 0.06868024"," 0.13218379","-0.29378465","-0.08272107","-0.21074764"," 0.80177688"," 0.24434445"," 0.78279753"," 0.20568116"," 0.04544990"," 0.12538785","-0.35958573","-0.09730763"," 0.12111338"," 0.16903654","-0.33193214","-0.29588858","-0.09652816"," 0.13710834","-0.15102020"," 0.20665785"," 0.13551744"," 0.10703440","-0.09827905"," 0.20826096"," 0.06638004"," 0.06638004"," 0.02280489"," 0.11620844"," 0.10618823"," 0.17221582","-0.17263246"," 0.10573907","-0.17361550","-0.22577531","-0.06571515"," 0.11836792","-0.15743081","-0.17750285"," 0.01562620"
"M1161.43T14.053"," 0.195562400"," 0.195562400"," 0.195562400"," 0.195562400","-0.076330361"," 0.044558526"," 0.150503756","-0.394501568","-0.362859700"," 0.013607480"," 0.051281740","-0.002731670"," 0.037909660"," 0.083672878","-0.104082021"," 0.361294227"," 0.077869034","-0.192987870"," 0.105202445"," 0.065397474"," 0.142107146"," 0.205482436"," 0.062331088","-0.001016268","-0.682564853"," 0.297746016","-0.476336980","-0.056629048"," 0.095401504","-0.031912226"," 0.179413122"," 0.112326537"," 0.113606503"," 0.015162297"," 0.350982623"," 0.063609656"," 0.175945997"," 0.142235440"," 0.007278955"," 0.574537822"," 0.574537822"," 0.175639843"," 0.085836866","-0.125142303"," 0.095086582"," 0.094632256"," 0.052664457","-1.200630869"," 0.042181360","-0.523334638","-0.313328350","-0.897069274"," 0.029375267","-0.020210416"
"M1162.766T16.122","-0.001108200","-0.001108200","-0.001108200","-0.001108200"," 0.658990022"," 0.265863875"," 0.030279269","-0.148640959"," 0.279699638","-0.548901476"," 0.011377357"," 0.202393066"," 0.342245467"," 0.005885302"," 0.180750736","-0.004883797","-0.141874354"," 0.209721084","-0.408585715","-0.046004001"," 0.085826167"," 0.139681555"," 0.345204429"," 0.124518541"," 0.203510344"," 0.172601767","-0.357300431","-0.106518534","-0.229860847","-0.218609255","-0.124476449"," 0.512333230","-0.451372359"," 0.081946851","-0.468318101"," 0.108614337","-0.248280294"," 0.632431296","-0.333818193"," 0.063637241"," 0.063637241"," 0.033857273"," 0.069898772"," 0.111937890","-0.394144344"," 0.106408348","-0.143942953","-0.049158483","-0.036909514","-0.237959407","-0.174491340","-0.164270548"," 0.166551496","-0.167048440"
"M1163.774T15.006","-0.236792936","-0.236792936","-0.236792936","-0.236792936"," 0.160077442","-0.253428092"," 0.021962999"," 0.339573581"," 0.328553581"," 0.092796435","-0.004138291"," 0.182383061"," 0.326393479","-0.111248587"," 0.054333104","-0.592604537","-0.319650091"," 0.013064096","-0.112218355","-0.115483476"," 0.171092467"," 0.861622806"," 0.188028864"," 0.032305164","-0.047365971","-0.352563019"," 0.211136245","-0.422044713"," 0.036512275","-0.296652553","-0.132498814"," 0.046974565","-0.232355633","-0.110221767"," 0.163762335","-0.061420873"," 0.004554942","-0.067941595"," 0.042801197"," 0.234882739"," 0.234882739","-0.039863657"," 0.070259007"," 0.261285821"," 0.213857872","-0.093167488"," 0.029980785","-0.072552292","-0.195025725"," 0.205595746","-0.004107898","-0.045829817"," 0.199884927","-0.099003284"
