"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"M177.034T19.126","-0.304063199","-0.304063199","-0.304063199","-0.304063199"," 0.135557671"," 0.077909052","-0.018087624"," 0.224867581"," 0.307753777","-0.269342479","-0.229800797"," 0.025604603"," 0.220691869"," 0.175347515","-0.039513084"," 0.076994909","-0.392974765"," 0.199897746"," 0.258903171"," 0.157798566"," 0.183970461"," 0.098988030","-0.037169627"," 0.413425332"," 0.181689357","-0.100381091"," 0.125590407"," 0.151802101","-0.218293640","-0.227624801","-0.341969588"," 0.339640145"," 0.204604975"," 0.047744136"," 0.008841652"," 0.036165541"," 0.178136707","-0.041074722"," 0.250877915","-0.528453219","-0.528453219"," 0.014959854","-0.021428876","-0.028069118"," 0.188606938"," 0.306232613","-0.099798846"," 0.170411510","-0.780987714","-0.062611311"," 0.057955387"," 0.092606869"," 0.159293205"," 0.109417726"
"M222.962T20.134","-0.464181095","-0.464181095","-0.464181095","-0.464181095"," 0.166929909","-0.297202382"," 0.081910727"," 0.296296728"," 0.159546478","-0.100364676","-0.016840997"," 0.002348584"," 0.049300752"," 0.240080326","-0.121408846"," 0.010425619","-0.059779834"," 0.161077239"," 0.288303082"," 0.065850161"," 0.618077324"," 0.180389939"," 0.483779580"," 0.153126967"," 0.199284730","-0.104701642"," 0.162906051"," 0.193400519","-0.078437685","-0.141340965","-0.304820100"," 0.177179136"," 0.306567940"," 0.132815219"," 0.425359433","-0.091635587","-0.003144276"," 0.221960246"," 0.290148064","-0.583807434","-0.583807434","-0.273914293"," 0.005149188","-0.053161961","-0.077488045","-0.057554188","-0.027136600"," 0.086367773","-0.392921732","-0.010522665"," 0.268691277","-0.232479359"," 0.155429359","-0.113507276"
"M243.886T1577.62"," 0.052406978"," 0.052406978"," 0.052406978"," 0.052406978","-0.133771632","-0.016148778"," 0.394341780"," 0.156417837","-0.060814108"," 0.280977561"," 0.055948454","-0.115047339"," 0.249613784"," 0.114211656"," 0.145586021"," 0.111400875"," 0.119583471"," 0.090897086","-0.084348817","-0.205196893","-0.379205498"," 0.139018253","-0.121103383","-0.010063108"," 0.116002659"," 0.136442349"," 0.021125930"," 0.052984339","-0.003089622"," 0.344795880","-0.298764393"," 0.206756785"," 0.115844891"," 0.220417552","-0.194024277","-0.015847119","-0.137180045","-0.276653663","-0.113764114","-0.162398588","-0.162398588","-0.009529360"," 0.180183284"," 0.055056526"," 0.085250891","-0.168319588","-0.103018845","-0.097081652"," 0.189926913","-0.817312265","-0.113977694"," 0.169171253","-0.143136328","-0.019388244"
"M247.083T835.562","-0.736100710","-0.736100710","-0.736100710","-0.736100710","-1.277098217"," 0.130141812"," 0.415116147"," 0.047228361"," 0.248975560"," 0.314984289"," 0.456914175"," 0.004155668"," 0.126830233"," 0.566499224"," 0.320270894"," 0.450772301"," 0.424897060"," 0.162077809"," 0.334856772","-0.786610053","-0.121311084","-0.648122197","-1.243653920"," 0.079981693"," 0.203806816"," 0.304493466"," 0.392577424"," 0.111685862"," 0.150036449","-0.485323579","-0.101206731","-0.568336691","-0.490554625","-0.594211347"," 0.296011406","-0.064928150"," 0.488619455"," 0.328351658","-0.635925841"," 0.065682215"," 0.065682215"," 0.293300339"," 0.336877032"," 0.395809983"," 0.537616941"," 0.400631347"," 0.163165124"," 0.127954429"," 0.202398577","-0.504659055"," 0.471222867"," 0.469294895"," 0.334075703"," 0.243348132"
"M250.958T20.121"," 0.005967500"," 0.005967500"," 0.005967500"," 0.005967500"," 0.314880273","-0.129584615"," 0.104424062"," 0.389315255"," 0.224253495","-0.051124333","-0.291467541"," 0.203453694"," 0.089993195"," 0.037063382"," 0.016822211"," 0.086528089"," 0.100546924"," 0.292048520"," 0.126592366"," 0.065075159"," 0.051446602","-0.137932912","-0.130255546","-0.099728264"," 0.267440727","-0.552767172","-0.355776641","-0.037595128","-0.093263130","-0.462682316"," 0.149382580"," 0.006419799"," 0.229561838","-0.228193853"," 0.445017643","-0.144549331","-0.081804073"," 0.083434917","-0.014587607","-0.265768948","-0.265768948"," 0.159534113"," 0.041320036","-0.119821586"," 0.141531312","-0.126116281","-0.150471514","-0.057847842","-0.171210466","-0.079000478"," 0.085887509"," 0.066580239"," 0.091282052"," 0.153612535"
"M274.939T20.136","-0.45435166","-0.45435166","-0.45435166","-0.45435166","-0.08838614","-0.34774819"," 0.25219211"," 0.06113531"," 0.03893366","-0.35630688"," 0.01956029"," 0.10799140"," 0.45674982","-0.39150791","-0.09900589"," 0.40193447","-0.08429625"," 0.12490047"," 0.09204896"," 0.21153337"," 0.03213523","-0.13209624"," 0.17822647","-0.03193856"," 0.03950524","-0.50501278"," 0.18477410"," 0.19757989","-0.17775880","-0.06948339","-0.21236338"," 0.05972611","-0.06944216"," 0.03579727","-0.04674050"," 0.38109355"," 0.07496642","-0.04331214"," 0.26613279","-0.02628943","-0.02628943"," 0.17445883"," 0.19394916"," 0.04579604"," 0.32358128"," 0.05210456","-0.21616710"," 0.27279119"," 0.02304160"," 0.03521806"," 0.23223489"," 0.00081053","-0.09127433"," 0.26192306"
"M286.907T1578.052"," 0.1700143172"," 0.1700143172"," 0.1700143172"," 0.1700143172","-0.1798186693"," 0.0299123645"," 0.2295440029"," 0.1850215443","-0.0289667577","-0.1411055677"," 0.1914299082","-0.7107556181"," 0.2260446515","-0.2309323013","-0.0957595418","-0.0737058846","-0.1873005179","-0.1958065450"," 0.1938936292"," 0.2102648462","-0.1821367624","-0.2389719476"," 0.1374896513"," 0.1402884387","-0.6489293849"," 0.0020177310"," 0.2229568112","-0.1131580691"," 0.3420993758"," 0.0483485414","-0.1168400113","-0.1602723029"," 0.0640324090"," 0.2617112673"," 0.0803771174"," 0.1258646841"," 0.1730974039","-0.2362460860"," 0.0914183805"," 0.1122770478"," 0.1122770478"," 0.0844035106"," 0.0774102699","-0.0966092903"," 0.4761115292"," 0.1153340598","-0.0248099592","-0.1279620751"," 0.0366078649","-0.9061431586","-0.0240387031","-0.0670129783","-0.0008116346"," 0.1378024095"
"M296.921T20.131","-0.608746478","-0.608746478","-0.608746478","-0.608746478"," 0.172627223","-0.067180928"," 0.333101848"," 0.188024283"," 0.287345086","-0.238703901"," 0.257647895"," 0.079232075"," 0.274262362"," 0.352475389"," 0.200666113"," 0.137681123"," 0.101484680"," 0.318705739"," 0.106278334"," 0.094245614"," 0.275208068","-0.008032401"," 0.351162619"," 0.100624866"," 0.006044977","-0.317397785"," 0.214722060"," 0.184767057","-0.058146850","-0.646363299","-0.633274421"," 0.070864920"," 0.115305812"," 0.023169563"," 0.054503946"," 0.074676579"," 0.252773975"," 0.030036947"," 0.114960943","-0.293878990","-0.293878990"," 0.180989416","-0.068251177"," 0.080154463"," 0.199080658","-0.031393020"," 0.178094277"," 0.069004404","-0.818631179"," 0.134972946"," 0.006661313"," 0.227273677"," 0.020277830"," 0.041009775"
"M302.934T20.131","-0.5394518360","-0.5394518360","-0.5394518360","-0.5394518360"," 0.3232518504","-0.1995227823"," 0.2609819121"," 0.4108798495"," 0.1515796912","-0.5309011506","-0.0008037969"," 0.0275645102","-0.0582620628","-0.0292566215"," 0.1000199585"," 0.3176857861"," 0.1352302783"," 0.2239885658"," 0.0074301332"," 0.1947423985"," 0.0530077231"," 0.1115615946"," 0.0969920602"," 0.2320318871"," 0.1689616756","-0.1335861812","-0.1611224023"," 0.2178512119","-0.2241398032","-0.3540844113","-0.3297847209"," 0.1141220114","-0.0264876089"," 0.2523574730"," 0.2661481537","-0.0204481149"," 0.2817666468"," 0.2079814965","-0.0634472368","-0.1023979209","-0.1023979209"," 0.2320909827"," 0.0430518910"," 0.0256968937"," 0.1666110580"," 0.1777195500","-0.3814922429"," 0.3057432177","-0.4696156566","-0.0155672054","-0.0620050206"," 0.2290072118"," 0.0833527256"," 0.0037198064"
"M309.131T17.119","-0.165718813","-0.165718813","-0.165718813","-0.165718813"," 0.583434448"," 0.007158168"," 0.039018709"," 0.042064330","-0.043484431"," 0.073626200"," 0.474509991","-0.143714060"," 0.004066387","-0.133915062","-0.138566592","-0.052775630"," 0.384559833","-0.042501106"," 0.047863734","-0.453526943","-0.078465501"," 0.504930277","-0.017246798","-0.018319892","-0.041487994","-0.280572196","-0.347705789","-0.069136743","-0.087535603"," 0.658031428","-0.089345735"," 0.583712901","-0.247278878","-0.409242928","-0.085509532","-0.256726159"," 0.006509770","-0.166353478","-0.189023489"," 0.548720528"," 0.548720528","-0.053840862","-0.016734217"," 0.115437233","-0.315639980"," 0.546660961","-0.018820166","-0.049910683"," 0.122067036","-0.135394966","-0.241851796","-0.123121259","-0.234072003","-0.046396741"
"M337.056T22.131","-0.482682800","-0.482682800","-0.482682800","-0.482682800"," 0.173953828","-0.240575244","-0.140292482"," 0.198279055"," 0.083494758"," 0.110241369"," 0.106372972"," 0.169480069"," 0.143988441"," 0.252533201"," 0.070251743"," 0.212475991","-0.089016752","-0.005297051"," 0.158922748"," 0.216886465"," 0.130542115","-0.040638871"," 0.032237416"," 0.276065334"," 0.158971989","-0.089624690"," 0.146665873"," 0.048447533"," 0.012862575"," 0.252137661","-0.579871186","-0.222105825"," 0.247527433"," 0.309602218"," 0.023302581"," 0.222326440","-0.147244096","-0.086743713","-0.011889503","-0.241764700","-0.241764700"," 0.048293595","-0.055910035"," 0.007599606"," 0.253262313"," 0.059706334"," 0.092449064"," 0.438144191"," 0.016513732","-0.986325501"," 0.077071989"," 0.087832329"," 0.082791071"," 0.188561516"
"M354.284T1595.998"," 0.0007930349"," 0.0007930349"," 0.0007930349"," 0.0007930349","-0.4386389939","-0.1571936063"," 0.4906077141","-0.2598270767","-0.0722755319"," 0.1974580538","-0.4345816908"," 0.1261888074","-0.2709537540","-0.1512313003"," 0.0928702737"," 0.0677864563","-0.0952392343","-0.2474771170"," 0.4726819444","-0.2708422805"," 0.1172636975","-0.1738037709","-0.2133403189"," 0.5176143076"," 0.3271988911"," 0.3139365724"," 0.3219373472","-0.0292084372","-0.1743666836","-0.2564781009","-0.0326829395"," 0.0092893485","-0.1314793059","-0.2250621485"," 0.3129865002","-0.0844636628","-0.0800600217"," 0.5258993905"," 0.0813034033","-0.0811258285","-0.0811258285","-0.0049345924","-0.3205426100"," 0.0788160693"," 0.1802941687"," 0.3217156718"," 0.0119330552"," 0.1131085158"," 0.1912075022","-0.3840792562","-0.0901547700","-0.0764049077","-0.0411049257"," 0.0034088641"
"M364.909T21.126","-0.739199604","-0.739199604","-0.739199604","-0.739199604","-0.120705120","-0.331500911"," 0.385728650"," 0.033585890"," 0.030005824","-0.766728208","-0.001958989"," 0.383832721","-0.105538340"," 0.427631798"," 0.282978264"," 0.013721365","-0.106983781"," 0.024940602"," 0.032395896","-0.015627158"," 0.257365892","-0.035996928"," 0.393261851"," 0.021052103"," 0.057459847","-0.456359526"," 0.329647105","-0.095398372"," 0.080885545","-0.889247600","-0.789846724"," 0.025150777","-0.007835628"," 0.224508985"," 0.497402205"," 0.320889860"," 0.110395638"," 0.245297570"," 0.076032156"," 0.168592070"," 0.168592070"," 0.253852781"," 0.351289320"," 0.122830741"," 0.474057922","-0.074458021","-0.076988498"," 0.216521417","-0.185168263"," 0.228248317"," 0.548561166"," 0.320407967","-0.137370233"," 0.047386401"
"M367.151T397.982","-0.59723969","-0.59723969","-0.59723969","-0.59723969","-0.56376681","-0.25424673","-0.42686565","-0.38429405","-0.65908548","-0.62717516","-0.73902380","-0.41788668","-0.52894013","-0.46985349","-0.31813397"," 0.86249779"," 1.04999104"," 0.07631226"," 0.96807439","-0.57321707"," 1.01337771","-1.00474862","-0.59618685"," 0.19950370","-0.13062342","-0.01721665"," 0.92791764","-0.53496462","-0.06381552","-0.53247093","-0.24257724","-0.52319510","-0.61362124","-0.60045407"," 0.57784975"," 0.06673911"," 0.46774167"," 0.52187384","-0.63462402"," 0.73142554"," 0.73142554"," 0.80590654"," 0.86740429","-0.41450038"," 0.03024649","-0.24071836"," 1.81878769"," 1.58937133"," 2.37968124","-0.71542524","-0.94903271"," 0.43843950","-0.16244903"," 0.20350468"
"M372.364T1640.641","-0.26480613","-0.26480613","-0.26480613","-0.26480613"," 0.52675048"," 0.10830344","-0.04720122","-0.42116455","-0.13156928","-0.03900160"," 0.07322324","-0.38710754"," 0.03049034"," 0.04155718"," 0.06837890","-0.18852215"," 0.19471703","-0.16526759","-0.26829866"," 1.01593768"," 0.51813934","-0.32269238"," 0.57861229"," 0.10448033","-0.26417964","-0.14008593"," 0.01554427"," 0.16621986","-0.28172345"," 0.38678915"," 0.78522257","-0.03159099","-0.20981438"," 0.36060145","-0.38817370"," 0.08471561","-0.21549042","-0.04425688","-0.24355185","-0.08415175","-0.08415175"," 0.07439355","-0.32099709","-0.10591104","-0.18299634"," 0.39273346"," 0.05373793","-0.10600135"," 0.32699108"," 0.02078833"," 0.09970189"," 0.27116640","-0.32995406","-0.23611570"
"M380.918T17.845","-0.2338005543","-0.2338005543","-0.2338005543","-0.2338005543"," 0.7295982940","-0.1053539852"," 0.0738854550"," 0.2403508276"," 0.1969319144","-0.2689259001","-0.9861829190"," 0.0902838770"," 0.0627959275"," 0.0102681793","-0.0776016959"," 0.1084400784","-0.1655382092"," 0.1957126434"," 0.2112823915","-0.2512300636"," 0.1746003427"," 0.6579030928"," 0.2258089728"," 0.0120883850"," 0.1522450001","-0.3979259327","-0.0665765312"," 0.0383537229","-0.0269459730","-0.2135348763","-0.0142309652"," 0.5277416240"," 0.0475062842","-0.0768945722"," 0.2005436865","-0.0004005852"," 0.0246734690","-0.0481416413"," 0.2503224920","-0.4519262154","-0.4519262154","-0.0992011473"," 0.1466211391"," 0.1830942961"," 0.1131420632"," 0.1619304802","-0.2095546602"," 0.1258402503","-0.3229194241"," 0.2434698830"," 0.0832735069","-0.1530105418"," 0.0054125954"," 0.0291033974"
"M382.315T1625.896"," 2.463888e-02"," 2.463888e-02"," 2.463888e-02"," 2.463888e-02","-6.080754e-01","-1.316867e-01"," 2.791256e-01","-8.151408e-02"," 1.167044e-01"," 3.440748e-01","-3.587850e-01"," 1.796645e-01","-2.771256e-01","-1.083443e-01"," 1.519821e-01","-6.890738e-02"," 9.516776e-02","-1.129094e-01","-2.210066e-02"," 5.266151e-01","-3.881830e-01","-2.737389e-02","-6.132977e-01"," 5.615826e-02","-1.444947e-01"," 2.434547e-01","-1.017924e-01"," 1.120245e-01"," 5.870138e-02","-1.114114e-01","-1.539592e-01","-1.454939e-01","-1.914934e-05","-3.960608e-01"," 6.270033e-01"," 1.696851e-01","-1.051336e-01","-1.690457e-01"," 1.962116e-01"," 1.174754e-01"," 1.174754e-01"," 9.501790e-02","-1.214704e-01"," 5.618302e-01"," 3.150977e-01","-3.854079e-01"," 1.561399e-01"," 1.185082e-01"," 2.020207e-01","-7.416153e-01","-2.285878e-02"," 3.670404e-01","-1.006450e-01"," 1.919770e-01"
"M385.292T1611.168"," 0.206676399"," 0.206676399"," 0.206676399"," 0.206676399","-0.089678344"," 0.039022177"," 0.070749350","-0.111695473"," 0.020785514","-0.093168901","-0.119094233","-0.234746317","-0.566013910","-0.223947965","-0.034888343","-0.118265150","-0.004873209","-0.027818875"," 0.550236274","-0.231481206","-0.048465177","-0.155598682","-0.101837162","-0.127494179","-0.394915239"," 0.423990612","-0.116911878","-0.324026722"," 0.190286711","-0.057336473"," 0.010207847"," 0.662152820","-0.395527663","-0.354993381","-0.163414739","-0.135165400","-0.130336222"," 0.013680151","-0.167079468"," 0.227043464"," 0.227043464"," 0.311776914"," 0.676198749"," 0.297386714"," 0.018211257"," 0.047153390"," 0.176031351"," 0.190133134"," 0.141979213","-0.642210245"," 0.210736623"," 0.297321718","-0.265690717","-0.192157770"
"M392.904T19.162","-0.37249192","-0.37249192","-0.37249192","-0.37249192"," 0.12575877","-0.15198513"," 0.24010779"," 0.09011626"," 0.36985092","-0.28446303"," 0.02944459"," 0.12774566"," 0.19811756"," 0.26248163"," 0.07283831"," 0.25188402"," 0.02739512"," 0.35157632"," 0.09514217"," 0.02147685"," 0.09257950","-0.06212510"," 0.05208776"," 0.20406939"," 0.13985603","-0.28663127","-0.03654067"," 0.24420889"," 0.01646603","-0.70380068","-0.19438512"," 0.14437375","-0.01169480"," 0.25574364","-0.04266148"," 0.13746586"," 0.12515783"," 0.02772255"," 0.22404936","-0.48906101","-0.48906101"," 0.20610071","-0.34158127"," 0.11116956"," 0.07913320"," 0.34757711","-0.10124529"," 0.10859261","-0.65159524"," 0.06752658"," 0.28968186"," 0.30237427","-0.03564277","-0.06743089"
"M408.915T17.478","-0.267485588","-0.267485588","-0.267485588","-0.267485588"," 0.164560944","-0.064830054"," 0.142522026"," 0.272902081"," 0.129838587","-0.627425438","-0.132333037"," 0.073679278"," 0.118753115","-0.001981795"," 0.002589345"," 0.020081840","-0.180717161"," 0.263448236"," 0.151170274"," 0.095593232"," 0.394248249"," 0.308308699"," 0.154991633"," 0.042771296"," 0.117579337","-0.454825152","-0.097590598"," 0.083225669","-0.135341742"," 0.368171633","-0.157688830"," 0.376966587"," 0.084146758"," 0.035742202"," 0.215694610"," 0.084496164","-0.155218699","-0.082207207"," 0.163653684","-0.278024942","-0.278024942"," 0.078320734"," 0.248005275"," 0.085168434"," 0.265841218"," 0.113653079","-0.108526633"," 0.029246837","-0.565190285"," 0.007940388","-0.095310549","-0.177217824","-0.058967086"," 0.028052881"
"M423.199T1618.85","-0.1007056177","-0.1007056177","-0.1007056177","-0.1007056177","-0.0065828447"," 0.8438741548","-0.0962941404","-0.1847844506","-0.1430864723","-0.0623623520","-0.2811909149","-0.2757758599"," 0.0268671271","-0.1845765362"," 1.0132251874","-0.2460713707","-0.1321661675","-0.1642492135","-0.2552439526","-0.2277364055","-0.1093978565","-0.2641200426","-0.3725012188","-0.0036699368","-0.0004817685","-0.1876258431","-0.1580996352"," 0.0276816393"," 0.0046628693"," 0.1526713815"," 0.2502364348","-0.0533615643","-0.3411742271","-0.0016371143"," 0.8364753769"," 0.7300075378","-0.1523491479","-0.2271437413","-0.0688950587","-0.0047931817","-0.0047931817","-0.1796455262","-0.3369803111"," 0.0411372434","-0.0876091988"," 1.1071164580"," 0.0090744624"," 0.0653384295","-0.1042435054","-0.3830240837","-0.0309622691","-0.1236898252","-0.1418978835"," 0.8926709707"
"M428.917T12.217"," 0.035532436"," 0.035532436"," 0.035532436"," 0.035532436","-0.195456662","-0.058244747"," 0.492113623","-0.076042411","-0.017221902"," 0.110103698","-0.082180967","-0.129141503","-0.191245142","-0.055471989","-0.600399389"," 0.946698990","-0.532521141","-0.074130702"," 0.021967966","-0.179031569"," 0.121848654"," 1.045027428","-0.030581476"," 0.469768337","-0.013836613","-0.180316403","-0.212152198","-0.157322669","-0.077226427"," 0.199652269","-0.017022199","-0.251984050"," 0.056046817"," 0.875713037","-0.319716871"," 0.024819859","-0.073940136","-0.005930292","-0.199241965","-0.202974844","-0.202974844"," 0.113481077"," 0.002198485"," 0.026215445","-0.070860506","-0.250350165","-0.052593653","-0.047322050","-0.035845523","-0.091901813"," 0.207738208","-0.111616054","-0.022432099","-0.036292665"
"M465.262T1356.121","-0.13177338","-0.13177338","-0.13177338","-0.13177338","-1.01612298"," 0.22524051"," 0.47108878"," 0.44317708","-0.25620546","-0.08521391"," 0.55189157","-0.94881354","-0.66187552"," 0.63764819"," 0.61704387","-0.07236587"," 0.11927501"," 0.34968996"," 0.32524106"," 0.20681003","-0.34972495","-1.89060046","-1.22080451"," 0.33627694"," 0.30944306"," 0.16582493","-0.27991431"," 0.53255057"," 0.43363340","-0.33610307"," 0.05162174","-0.25627941"," 0.41160785"," 0.06011596"," 0.20902897"," 0.25234500"," 0.17998605"," 0.60187800"," 0.16600335","-0.02457965","-0.02457965","-0.40337198","-0.42773922"," 0.68368812"," 0.31724898","-0.19986392"," 0.25549793"," 0.35670800"," 0.27708640","-0.56195389","-0.04539920"," 0.63337804","-0.33208602","-0.26033833"
"M468.418T1628.573","-0.030703321","-0.030703321","-0.030703321","-0.030703321"," 0.280004295","-0.255519481","-0.337007644","-0.083992811","-0.232654222","-0.061245084"," 0.489801914","-0.596580611","-0.107913605","-0.109278556","-0.192944845"," 0.008962814","-0.072941293"," 0.923577291","-0.065600404"," 0.061479849"," 0.029306743","-0.201938504"," 0.231357374","-0.100324162","-0.285067197"," 0.199829678","-0.515744944","-0.068472248"," 0.190305411"," 0.407220504"," 0.240371571"," 0.131450220"," 0.015820878","-0.205638548","-0.021173773"," 0.479686961","-0.209425971","-0.062567015","-0.278202245"," 0.058262544"," 0.058262544","-0.438011859","-0.147359216","-0.007142082","-0.169972507","-0.089113682"," 1.044026392"," 0.068627798"," 0.217498829","-0.071794014","-0.195911020","-0.001778467"," 0.430213038","-0.257937350"
"M468.42T1635.273"," 0.022343116"," 0.022343116"," 0.022343116"," 0.022343116"," 0.054187371","-0.231955274"," 0.239117819","-0.023571725","-0.208383524"," 0.216339436","-0.022996037","-0.184349184","-0.222399073"," 0.382121390","-0.019729336","-0.125258220"," 0.094359827"," 0.554177325","-0.066598330","-0.193668459"," 0.163314788","-0.262535726"," 0.137733325","-0.001975474","-0.261119196"," 0.221215134","-0.089844852"," 0.063928066"," 0.099202156"," 0.048613181"," 0.161103826","-0.140275193"," 0.524864027","-0.047898796","-0.695715309","-0.054529444","-0.257778974","-0.094618323","-0.105244778","-0.074079652","-0.074079652"," 0.040628860","-0.134771839"," 0.129690164","-0.619276847"," 0.128893103"," 0.782173409"," 0.092581262"," 0.158325495","-0.077403739","-0.088939483"," 0.001470433"," 0.238624764","-0.243041188"
"M480.892T18.142","-0.686855194","-0.686855194","-0.686855194","-0.686855194"," 0.619239753","-0.122797177"," 0.180245256"," 0.182450816"," 0.057401561","-0.533142739"," 0.112564192"," 0.114159718"," 0.301179128"," 0.196976520","-0.134701006"," 0.114368737","-0.031998866"," 0.317477246"," 0.126991701"," 0.572231630"," 0.190138911","-0.201831594"," 0.412038680"," 0.005872282"," 0.170301560","-0.313695002"," 0.071602494"," 0.133273121"," 0.010394387","-0.862389955","-0.239261228"," 0.233037686"," 0.023165869"," 0.716796719"," 0.136410181","-0.081759781"," 0.073047032"," 0.104846520"," 0.088934022","-0.047077030","-0.047077030"," 0.135921568"," 0.159928565"," 0.044115068"," 0.027338178","-0.091310296","-0.060526149"," 0.089843938","-0.446677559","-0.180062462","-0.119542964"," 0.130609738"," 0.322975966"," 0.085392871"
"M496.906T15.036","-0.259844925","-0.259844925","-0.259844925","-0.259844925"," 0.673399287","-0.195662380"," 0.058042278"," 0.006314451"," 0.078633832"," 0.588182845","-0.088749253","-0.085520080","-0.021584946","-0.029960884","-0.253529153","-0.023115741","-0.168865715","-0.223190320","-0.195847785"," 0.648911493","-0.034929311"," 0.581859470","-0.296297269","-0.006503353","-0.024100153","-0.404626554","-0.181085012","-0.041906951","-0.173092735"," 0.597217477"," 0.504607891"," 0.621298018","-0.063257329"," 0.611706925","-0.039127407","-0.348457496","-0.011824750","-0.077420086"," 0.630483018","-0.288548323","-0.288548323","-0.027797159","-0.002798572","-0.029130268"," 0.004949807","-0.107535602","-0.168675819","-0.013541149","-0.109113955","-0.372159054"," 0.032282191","-0.130242739","-0.037249112","-0.034514544"
"M516.891T17.488","-0.150748291","-0.150748291","-0.150748291","-0.150748291"," 0.690043547","-0.255021819"," 0.150727616"," 0.100103357"," 0.219094535","-0.329287368","-0.123507745"," 0.147554524"," 0.008516698"," 0.045476103"," 0.021561797"," 0.018993053","-0.993596575"," 0.031708631"," 0.177567186"," 0.571515174"," 0.139979852"," 0.698498276"," 0.120044929","-0.129835268"," 0.144998705"," 0.002809876"," 0.037570693"," 0.172321379","-0.120822799","-0.494112975","-0.046536928"," 0.535240355","-0.049616429"," 0.391674822","-0.021003397","-0.189466808","-0.101282123","-0.030266574"," 0.661946117","-0.314453959","-0.314453959"," 0.043635503"," 0.044354747"," 0.068790066","-0.017864995"," 0.050971563","-0.107132171"," 0.096818348","-0.401089644","-0.682636697","-0.043727118","-0.099027436"," 0.071440306"," 0.003778195"
"M516.892T11.105","-0.09716054","-0.09716054","-0.09716054","-0.09716054","-0.19797669","-0.24470332","-0.16672766","-0.11793720","-0.12035172"," 0.27252904"," 0.05441396"," 0.07418726","-0.37957784","-0.13521378","-0.38901418","-0.10722771"," 0.92824279","-0.15057542"," 0.02998127"," 0.03279164"," 0.03596100"," 0.11907545","-0.02021253","-0.17849791"," 0.15090509"," 0.31202534","-0.18137971","-0.58554011"," 0.18868297"," 0.20355110"," 0.14602440","-0.37960466"," 0.35338451","-0.31918147"," 0.20716509","-0.12211084"," 0.07065306"," 0.01722874"," 0.07256810","-0.21536879","-0.21536879"," 0.24936684"," 0.23221190"," 0.10485558"," 0.12188728","-0.29933980"," 0.06560001"," 0.28319380"," 0.15025151"," 0.95932986","-0.13776023","-0.11054371","-0.10998848","-0.16322287"
"M534.88T16.971","-0.294515018","-0.294515018","-0.294515018","-0.294515018"," 0.664246593","-0.059867551"," 0.088163214","-0.108647617","-0.039636047","-0.349019881"," 0.091351936"," 0.114907671","-0.007927165","-0.235283918"," 0.046131725"," 0.051695113"," 0.011204270"," 0.143062822"," 0.111054377"," 0.584472418","-0.151422869"," 0.639247531","-0.662508261"," 0.127384034"," 0.002578613","-0.137092600","-0.028093657"," 0.005771035","-0.106355927"," 0.557810412","-0.197381542"," 0.757755956"," 0.084913569"," 0.623152569"," 0.139076676","-0.294124277"," 0.053249193","-0.058718112","-0.078035923","-0.258372091","-0.258372091"," 0.060444711","-0.071056107"," 0.649449849","-0.025852312","-0.145214551","-0.063374351"," 0.017630589","-0.241186331","-0.144636641","-0.126147859","-0.182891696","-0.163398148","-0.252077279"
"M536.899T13.11","-0.012960364","-0.012960364","-0.012960364","-0.012960364","-0.188380764","-0.132132116","-0.204597415"," 0.021726217"," 0.151141470"," 0.583851444","-0.155679562"," 0.118532848","-0.056450583","-0.267328897","-0.258735468","-0.031760646","-0.180503321","-0.057747536","-0.422097887"," 0.567350914","-0.279468939"," 0.666473454"," 0.001363969","-0.050604242"," 0.002145330"," 0.117484489","-0.148955261"," 0.592975132","-0.068398166"," 0.111574989"," 0.229441837"," 0.661712529","-0.320164266","-0.130389390","-0.028262562","-0.272622266","-0.131693424","-0.016460519"," 0.625258470"," 0.554250959"," 0.554250959","-0.214404837","-0.031016773","-0.244694716","-0.401385750","-0.164596736"," 0.090052729"," 0.151987830"," 0.060140132","-0.329469326","-0.274935443","-0.581482097"," 0.056026547","-0.221481885"
