"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5"
"X12.D12.2.neg",-10.693,2.4205,7.09,-3.8592,-2.6361
"X28.D12.3.neg",-9.3722,0.01855,-5.835,3.5389,-6.6609
"X52.D12.4.neg",-7.5249,-6.0488,-1.526,0.31296,9.2959
"X02.C12.2.neg",8.8034,3.0415,-5.0148,-6.6383,0.12907
"X18.C12.3.neg",12.312,-8.5523,3.3521,1.6553,-3.5935
"X33.C12.4.neg",6.4753,9.1206,1.9337,4.9904,3.4656
