"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5"
"C12.3",-5.5877,1.3261,-0.92049,1.0717,-0.90842
"C12.4",-4.5668,-2.0471,0.79101,-1.1334,0.89392
"D12.1",3.4562,-1.5559,-1.5494,-0.76216,-1.0475
"D12.2",2.35,0.73449,-0.39919,0.67948,2.8972
"D12.3",1.6972,2.4915,0.78324,-1.5373,-0.7164
"D12.4",2.6511,-0.94912,1.2948,1.6817,-1.1188
