"","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M373.363T1574.274"," 0.21597907"," 0.02337855","-0.14226645"," 0.48464251","-0.11923565","-0.23402136","-0.37947235","-0.13487109"," 0.50078538","-0.21209418","-0.16928672"," 0.16646230"
"M365.275T1406.394","-0.34673336","-0.21037445","-0.15652326"," 0.29781744","-0.11827369","-0.33614967","-0.21129842"," 0.15788702"," 0.29554059","-0.04274768","-0.01444910"," 0.68530459"
"M299.11T1608.887","-0.21057258","-0.23469922","-0.25826956"," 0.07548935","-0.22255314","-0.13252054","-0.24200560","-0.20631945"," 0.52700880","-0.20718647"," 0.85589822"," 0.25573019"
"M840.568T1356.47"," 0.30399668","-0.44838162"," 0.12725018"," 0.64009485"," 0.22809514","-0.19086154","-1.83419740","-0.01491417"," 0.02784913"," 0.47247201","-0.01403997"," 0.70263671"
"M891.589T1509.101","-0.13515783","-0.12259691","-0.05826613"," 0.22556312"," 1.23286237","-0.75898098","-0.32876985","-0.31252051"," 0.15423211","-0.11920371","-0.01448454"," 0.23732285"
"M586.241T903.94","-0.032076944","-0.143124913"," 0.191953013","-0.057659609","-0.477781503"," 0.410141095","-0.016331184"," 0.144488096"," 0.403461674","-0.182635148","-0.244490044"," 0.004055468"
"M424.205T1508.296"," 0.24307716","-0.20690498","-0.09907893","-0.04682741"," 0.05238725","-0.24040959","-0.14506866"," 0.17524694"," 0.56418977","-0.19516240","-0.25476407"," 0.15331491"
"M347.259T1473.286"," 0.0003535199","-0.7456155073"," 0.2978985065","-0.3113627801"," 0.0890186961"," 0.2414075597"," 0.0715884403"," 0.3146778953","-0.0879839104","-0.1046068971"," 0.2659139163","-0.0312894393"
"M465.26T1373.143"," 0.14209182","-0.13629792"," 0.65548359","-0.12330771"," 0.05705205"," 0.60311823"," 0.04300921"," 0.15399200"," 0.10520426","-0.53147461","-0.23604617","-0.73282476"
"M341.283T1305.932"," 1.45281006"," 0.49482236","-0.24368526","-0.09677254","-0.24184417"," 0.12386669","-0.24432931","-0.18335548","-0.21553613","-0.23805640","-0.25082173","-0.35709810"
"M330.261T1473.013"," 0.29875392"," 0.37472188","-0.23194113","-0.05135259","-0.07172235","-0.21911835","-0.11600283"," 0.05429536"," 0.06153845"," 0.19008641"," 0.04786900","-0.33712777"
"M311.255T1280.542"," 0.786209309"," 0.094202329"," 0.065586043","-0.026004001","-0.152180288"," 0.589168027","-0.021212839"," 0.164209421","-0.174004675"," 0.003363592","-0.093786877","-1.235550042"
"M792.472T1524.351","-0.40955438","-0.25033572","-0.44883196"," 0.29703315"," 0.10061058","-0.35731470"," 0.01058283","-0.16180517"," 0.55558709","-0.04464459","-0.11151753"," 0.82019039"
"M865.582T1509.04"," 0.01481406","-0.30660079","-0.31761291"," 0.38414340"," 1.64276127","-0.54282586","-0.49166352","-0.57424359"," 0.29169125","-0.17256895","-0.15670485"," 0.22881048"
"M608.267T945.789","-0.8534075436"," 0.1792819195"," 0.5712909005"," 0.3289665395","-0.3796014068"," 0.0874042976"," 0.0402755077"," 0.0001450833","-0.0737576973"," 0.3264811880","-0.3540171047"," 0.1269383161"
"M1021.696T1456.932"," 0.1742702","-0.6797344","-0.3027513"," 0.7191516"," 1.6570463","-1.0360186","-0.4762577","-0.8241460"," 0.6490256","-0.4139502"," 0.1028147"," 0.4305499"
"M861.603T1557.588","-0.10793185","-0.11080515","-0.04109807"," 0.10251591"," 0.96863411","-0.69271401","-0.58782479"," 0.08748859"," 0.14328260"," 0.36137005"," 0.04160594","-0.16452332"
"M1131.443T843.183","-0.39632959","-0.12388689"," 0.50847644","-0.14629278","-0.24209804"," 0.73874775","-0.26062422"," 0.73480501","-0.21263284","-0.17374508","-0.01581772","-0.41060204"
"M293.131T985.458"," 0.574793783","-0.054806134","-0.066439333"," 0.002685228"," 0.061917530","-0.296718540","-0.607836014","-0.337388140"," 0.439782661","-0.272221505"," 0.141418775"," 0.414811689"
"M967.58T1390.374"," 0.34713395","-0.80865073","-0.28078539","-0.62302322"," 0.24353601"," 0.00379225"," 0.27536342"," 0.21425522"," 0.35021611","-0.26080739"," 0.40899195"," 0.12997783"
"M601.496T1459.491","-0.32721540"," 0.29015703","-0.26319831"," 0.46224632","-0.05253815","-0.30201149","-0.13737184"," 0.40154851"," 0.16888285"," 0.02466926","-0.53462096"," 0.26945219"
"M506.357T1325.086","-0.25978189"," 0.13624241"," 0.12919199","-0.23126071"," 0.96616407","-0.19318297"," 0.05812257","-0.03251193"," 0.02993024","-0.11007425","-0.36166109","-0.13117843"
"M533.435T1510.689","-0.72835584","-0.32727250","-0.02101965"," 0.07285219","-0.52240152","-0.20209140"," 0.45421243"," 0.30287904"," 0.48318858"," 0.37405011","-0.07838042"," 0.19233897"
"M312.106T122.685"," 0.34693475","-0.17582378"," 0.17388683"," 1.07109742"," 0.01272701"," 0.14725593","-0.42810832","-0.51025630","-0.03820983","-0.51217419","-0.82796051"," 0.74063097"
"M256.263T1575.098","-0.0002253027","-0.7776582639","-0.0098834143"," 0.0814112034","-0.1661412985","-0.0503223812"," 0.1720036010"," 0.2853461847","-0.1367325692"," 0.2420516319"," 0.0501356173"," 0.3100149915"
"M469.421T1591.154","-0.40479657","-0.15034027","-0.25264739","-0.03389727"," 0.53970930","-0.02962841","-0.23374339"," 0.16348639"," 0.13597826"," 0.04876971"," 0.09836081"," 0.11874882"
"M693.468T1473.286"," 0.6504298","-0.5401797","-0.3329778"," 1.3561082","-0.3632329","-0.2471349","-0.4009425","-0.2529534"," 0.2904387","-0.3890841","-0.4788322"," 0.7083609"
"M257.959T60.451"," 0.18644732"," 0.08686681"," 0.13525229","-0.29632974"," 0.07467567","-0.02079314","-0.08476544"," 0.01435518","-0.17490075"," 0.16599048"," 0.24706593","-0.33386461"
"M823.518T1283.896"," 0.22857782"," 0.25302415","-0.19276872","-0.06998192"," 0.16094498","-0.53458150"," 0.04678153","-0.13987378"," 0.39332486","-0.24116468","-0.12188330"," 0.21760056"
"M673.587T1576.856"," 0.506157108","-0.667253190","-0.274194453"," 1.015685380"," 0.142008548"," 0.009229686"," 0.273241205","-0.401897219","-0.229647532","-0.216977410","-0.634693351"," 0.478341227"
"M423.265T1220.872"," 1.099975911","-0.003472050","-0.036746685"," 0.228709125","-0.002435636"," 0.527396190","-0.861769717","-0.396565984","-0.068078246","-0.590998796","-0.006683166"," 0.110669054"
"M497.353T1308.231"," 0.877875281","-0.122186094","-0.089786063"," 0.040212793"," 0.076664550"," 0.190321641","-0.372180669","-0.258842558"," 0.210918009","-0.218094686","-0.343052248"," 0.008150044"
"M699.593T1406.45"," 1.1814280"," 0.7304865","-0.9646054","-0.1020675"," 0.5263810","-0.8324627"," 0.7043229"," 0.1030032","-0.2746537","-0.6527069","-0.1434500","-0.2756754"
"M664.457T1578.697","-0.373825616","-0.542051107","-0.166135133","-0.150812544","-0.294635196","-0.139759189","-0.006388626"," 0.027579558"," 1.829226491","-0.093787962","-0.123127414"," 0.033716738"
"M897.569T1456.348","-0.07138516","-0.17994555","-0.81510009"," 0.66969466"," 1.54994450","-0.65552574","-0.41400548","-0.78596876"," 0.70996075","-0.33933977","-0.14268272"," 0.47435337"
"M758.22T1573.977"," 0.1124598952","-0.0005031644","-0.2198243665","-0.4082475056"," 0.0153134286","-0.2118808992"," 0.0545303147"," 0.0041627832","-0.6591550224","-0.2748192753"," 0.3314318281"," 1.2565319837"
"M969.712T1473.286","-0.16313911"," 0.54645183","-0.39314070"," 0.37178986"," 0.51139141","-0.64074286","-0.09481338","-0.64247549"," 0.21707632","-0.91450249"," 0.60329420"," 0.59881041"
"M484.413T1608.172","-0.60229005"," 0.01019392"," 0.06653947"," 0.14982127"," 0.43505668","-0.08430772","-0.12096964"," 0.16069492"," 0.26318932","-0.07889625","-0.29435093"," 0.09531901"
"M343.221T1438.11"," 0.152497424"," 0.050800554"," 0.179068404"," 0.046143138"," 0.004120994"," 0.120376776","-0.135924574"," 0.030430635","-0.025260136","-0.394782725"," 0.083766213","-0.111236702"
"M369.188T1624.498","-0.43007042","-0.08817337","-0.03443752"," 0.32881279","-0.18768958","-0.04628766","-0.11890302","-0.02558321"," 0.25107721"," 0.06784507"," 0.01185278"," 0.27155692"
"M385.292T1608.361","-0.11881710","-0.55308497","-0.20016727","-0.22810323","-0.10824023"," 0.46926969","-0.02368039"," 0.14339631"," 0.17134212"," 0.22732192","-0.01916202"," 0.23992519"
"M445.364T1523.593","-0.16682688","-0.04823862"," 0.03138222"," 0.08444703","-0.52848320"," 0.12939946","-0.33473290","-0.05381568"," 0.44692512"," 0.17708980","-0.11498030"," 0.37783396"
"M912.601T1591.283"," 0.2264517","-0.2192568","-0.4966976"," 0.1755157"," 1.2170821","-0.6734309","-0.3529821","-0.4228073"," 0.4100658","-0.2649246"," 0.1668585"," 0.2341256"
"M927.612T1474.354"," 0.4896404","-0.2905112","-0.0729157"," 0.1928578"," 0.5284502","-0.1084100","-0.4522406","-0.6693317"," 0.5667142","-0.3590977","-0.2254100"," 0.4002542"
"M649.52T1646.826"," 0.91182371","-0.76701778","-0.27540720","-0.25770564"," 0.71609143","-0.29562099"," 0.54246124","-0.18900520"," 0.36171366","-0.12128262","-0.55306493","-0.07298567"
"M840.543T1163.004"," 0.25402021"," 0.57998457","-0.30859624","-0.32497712"," 0.24401993","-0.13412932","-0.02236263","-0.15686024"," 0.33414413","-0.21598904","-0.32199647"," 0.07274222"
"M332.331T1472.833","-0.07271688"," 0.35632044"," 0.46847289","-0.20086239"," 0.03839641"," 0.17309961","-0.29970707"," 0.02561551","-0.15524839","-0.16954074"," 0.12707695","-0.29090634"
"M521.208T925.1","-0.73258361"," 0.17104541"," 0.28994800","-0.03232365","-0.38486026"," 0.14153000"," 0.25168286"," 0.12898253"," 0.24473558","-0.05924057","-0.06433076"," 0.04541448"
"M1064.424T990.311","-0.631664331"," 0.330314054","-0.037538280"," 0.336379276","-0.109521558","-0.008862738","-0.185812186"," 0.165182448","-0.068652947"," 0.320118293","-0.345402833"," 0.235460801"
"M325.16T1624.705"," 0.258690796","-0.420137403","-0.118634458"," 0.069854056","-0.412701818","-0.260507278","-0.007743299"," 0.039809809"," 0.383695601"," 0.086208976"," 0.318564034"," 0.062900985"
"M1018.702T1376.163","-0.705706292","-0.235297008"," 0.004257647"," 0.536868594"," 1.919163886","-0.329043906","-0.837563882","-0.795268176"," 0.512003395","-0.440081593","-0.258685366"," 0.629352699"
"M701.596T1544.095"," 1.27568327"," 0.14507152","-0.73221551","-0.22886411","-0.05590777","-0.03698930"," 0.38823209","-0.20257816","-0.30025126","-0.38523578"," 0.04396561"," 0.08908940"
"M1017.703T1376.163","-0.05175743","-0.56108960","-0.36154962"," 0.54955937"," 1.97140073","-0.70055784","-0.43237047","-0.50288584"," 0.39611646","-0.60086130","-0.10179382"," 0.39578936"
"M381.19T1422.254","-0.22426740"," 0.26647346"," 0.07981884"," 0.31543180","-0.22988001","-0.27541671","-0.09980553","-0.16441798"," 0.32486892","-0.13222124"," 0.07790089"," 0.06151497"
"M671.56T1406.45"," 1.28832416","-0.12715246","-0.03489962"," 1.25105886","-0.82755940","-1.54069737","-0.03592989","-1.51334088"," 1.02571672","-0.71999830"," 0.28182236"," 0.95265583"
"M347.216T1256.694"," 0.63148028"," 0.46162157"," 0.18546962","-0.25983892","-0.05793835"," 0.20033282","-0.77023009","-0.06180489"," 0.36188562","-0.77708186","-0.15549832"," 0.24160253"
"M844.601T1526.07","-0.17697752","-0.01097783","-0.01883597"," 0.11148783"," 1.33686668","-0.40323227","-0.65729185","-0.04969932"," 0.05038890","-0.43716282","-0.04586409"," 0.30129826"
"M892.608T1557.588"," 0.02793286","-0.11505476","-0.29473948"," 0.41471206"," 1.47045669","-0.74345840","-0.46044700","-0.46015870"," 0.28832288","-0.15196174","-0.07190789"," 0.09630347"
"M514.422T1423.013","-0.347406818","-0.199557073"," 0.094454265"," 0.176217456"," 0.001438335","-0.361723541","-0.031452129"," 0.109993050"," 0.787008076"," 0.017875016"," 0.241760043","-0.488606681"
"M568.445T1641.124","-0.34448929","-0.31430150","-0.30757606"," 0.20140074","-0.34654808","-0.75478147"," 0.12892450","-0.18432115"," 1.52155476"," 0.07749259"," 0.11753074"," 0.20511424"
"M471.796T1446.028"," 0.40674387"," 0.46132315","-0.01880587"," 0.13202273"," 0.05679735","-0.15716626","-0.10661269"," 0.17134333","-0.23160622","-0.17053630","-0.06475743","-0.47874567"
"M474.345T1591.903","-0.162158847","-0.500683036"," 0.064071044","-0.089779236","-0.216549772"," 0.137510330"," 0.074766330"," 0.224035052","-0.123181820"," 0.270833544","-0.009848879"," 0.330985291"
"M811.497T1605.017"," 0.28878762","-0.57277977","-0.06042758","-0.27077510"," 1.37175813"," 0.03162799","-0.40821542","-0.55488318"," 0.42078219","-0.30797748","-0.31910950"," 0.38121209"
"M672.553T1440.036"," 0.53722970","-0.37571612","-0.37726630"," 1.03013475","-0.28659990","-0.04435174"," 0.05392658","-0.06847149","-0.14546366"," 0.01932321","-0.54283760"," 0.20009259"
"M851.596T1523.593","-0.26563626","-0.35172919"," 0.03433492"," 0.10332913"," 0.55612275","-0.07651790","-0.44111542","-0.05072227"," 0.31834668","-0.08426586","-0.04407712"," 0.30193054"
"M552.249T887.511","-0.17572563","-0.04927188"," 0.16392009","-0.17385455","-0.63981593"," 0.43595246","-0.12940330"," 0.14634703"," 0.51087141","-0.21306841","-0.11884825"," 0.24289694"
"M496.341T1238.352"," 1.12926916","-0.20342212"," 0.08145071"," 0.04908177","-0.01516187"," 0.57158737","-0.93933390","-0.52238612"," 0.37317290","-0.44801314","-0.44889882"," 0.37265406"
"M283.277T1455.311","-0.1495540"," 0.4629779","-0.4650004"," 0.4697862","-0.9599979","-0.6172603"," 0.5677571","-0.4643973"," 0.3518418"," 0.5484175","-0.1959381"," 0.4513673"
"M559.389T1424.253"," 0.24628583"," 0.27981237","-0.04236603","-0.19496611","-0.01791466","-0.04881189","-0.62952852"," 0.01788327"," 0.47027384","-0.01566507","-0.15076639"," 0.08576336"
"M845.59T1410.795","-0.01929508","-0.13892333","-0.61140590"," 0.23052499"," 1.01092931","-0.57806062","-0.38953895","-0.24578884"," 0.45277210","-0.14257952"," 0.01189645"," 0.41946939"
"M613.193T831.535","-0.22710199"," 0.56360732","-0.13398290"," 0.09708996","-0.50905042"," 0.06816829"," 0.79262530","-0.02412476","-0.40920930"," 0.61042723","-0.30450998","-0.52393875"
"M339.172T1490.329","-0.35146761","-0.61783208"," 0.09098213"," 0.06996259","-0.04170227","-0.18422257"," 0.14067328","-0.45296852"," 0.25979815"," 0.20471582"," 0.55825233"," 0.32380876"
"M910.623T1410.795"," 0.05394660","-0.27715933","-0.14142011"," 0.42778248"," 0.90209065","-1.43013284","-0.04668577","-0.25900570"," 0.40640202","-0.10040162"," 0.06457628"," 0.40000733"
"M963.689T1446.028","-0.05508456","-0.09378481","-0.35646030"," 0.05388307"," 1.36528441","-0.45148367","-0.09263372","-0.38824690"," 0.72084575","-0.30338675","-0.51149587"," 0.11256336"
"M993.709T1358.969"," 0.28575074"," 0.56919449","-0.57917139"," 0.05486506"," 0.25393296","-0.90041227","-0.83985347"," 0.16552199"," 0.78459503","-0.95759694"," 0.58024553"," 0.58292825"
"M869.576T1513.559","-0.23638752","-0.15392647","-0.30143181"," 0.46979652"," 1.29481668","-0.74428194","-0.45662531","-0.40054968"," 0.29473117","-0.13902127"," 0.04489342"," 0.32798621"
"M655.524T1523.779","-0.111891965"," 0.126078226"," 0.042421193"," 0.219699126","-0.046368395","-1.229606738"," 0.232219986","-0.172723910"," 1.151233208","-0.054856429"," 0.002333473","-0.158537776"
"M543.443T1588.441","-0.44797595","-0.26690993"," 0.32990699","-0.23676395","-0.22087407","-0.25912876"," 0.21233766"," 0.03752781"," 1.10657516","-0.12708053","-0.26929645"," 0.14168202"
"M261.116T1002.572"," 0.40962009"," 0.29827744","-0.48331573"," 0.39578517","-0.08988073","-0.09414290"," 0.42231578","-0.42421295","-0.16799749","-0.19740486"," 0.25474213","-0.32378594"
"M1099.692T1423.824"," 0.18889483","-0.23708179","-0.42155586"," 0.63802086"," 1.58514005","-1.02354888","-0.11724092","-0.96062850"," 0.71986667","-0.99903524"," 0.07238394"," 0.55478485"
"M861.595T1526.07","-0.20312283","-0.10169894"," 0.03536445"," 0.13696959"," 0.95626701","-0.74923894","-0.65640240"," 0.04999884"," 0.21066661"," 0.41772819","-0.01486921","-0.08166237"
"M939.612T1475.069","-0.03961977","-0.10939370","-0.46918426"," 0.42906570"," 1.21526281","-0.70840681","-0.16699403","-0.47762365"," 0.29435429","-0.26006937","-0.06880884"," 0.36141763"
"M558.46T1591.049","-0.27513970","-0.64520913","-0.32581909","-0.10583228","-0.01247523","-0.23646011"," 0.36455122"," 0.60190385"," 0.57350261"," 0.22020721","-0.20629042"," 0.04706108"
"M866.586T1601.965","-0.10114333","-0.49713314"," 0.00111880"," 0.47680618"," 1.54827333","-0.84447373","-0.45028083","-0.20548617"," 0.23414425","-0.43873991","-0.09786657"," 0.37478113"
"M652.249T924.637","-0.62843495"," 0.17212955"," 0.33397039","-0.20638850","-0.03967191","-0.05693144"," 0.08102018"," 0.44398609"," 0.28171824","-0.40685564","-0.08118527"," 0.10664327"
"M927.575T1456.538"," 0.4053973","-0.2987685","-0.1183919"," 0.1515433"," 0.9849043","-0.1126696","-0.4166875","-0.5886271"," 0.4682441","-0.4546453","-0.2801236"," 0.2598244"
"M516.434T1624.418","-0.130041708","-0.825871605","-0.129204465","-0.227652348","-0.122079966","-0.059635141"," 0.398263464"," 0.443614289"," 0.158324745","-0.006094632"," 0.405250515"," 0.095126851"
"M339.335T1490.042"," 0.09742626"," 0.42238557","-0.14473092"," 0.30437801"," 0.01626037","-0.18932489","-0.19749021"," 0.38340387","-0.22716706","-0.40271961"," 0.26377732","-0.32619870"
"M937.608T1536.307"," 0.07846362","-0.11853808","-0.22160772"," 0.30874657"," 1.11024880","-0.14857337","-0.32946495","-0.97005110"," 0.31180652","-0.34953040"," 0.12567149"," 0.20282861"
"M722.58T1595.75"," 1.19724825"," 0.40052213","-0.98789911"," 0.01422754","-0.05497159","-0.79262396"," 0.45724963","-0.07412622"," 0.36148237","-0.52175144"," 0.14238551","-0.14174310"
"M587.498T1557.26","-0.008122119","-0.277361250","-0.238244892"," 0.209110605","-0.579101596","-0.116660967","-0.051525595","-0.334637306"," 0.690606652"," 0.404103519","-0.082720184"," 0.384553133"
"M585.449T1591.044","-0.5019955"," 0.1587850","-0.3633388"," 0.3681789","-0.3024415","-0.4656039"," 0.2668924","-0.3922592"," 0.7606607"," 0.3722627","-0.2449002"," 0.3437593"
"M738.263T893.689","-0.50381789"," 0.47245716"," 0.07800561"," 0.38613396","-0.26892569"," 0.34506708"," 0.48317559","-0.77647863","-0.33012506"," 0.21493252","-0.06243726","-0.03798740"
"M409.12T816.318"," 0.33048233","-0.25721219"," 0.45466286"," 0.26105180","-0.05980269"," 0.11103983","-0.53123613","-0.47576712"," 0.49615010","-0.25475793","-0.02924594","-0.04536493"
"M595.171T851.23","-0.11782307"," 0.17813966"," 0.42349140","-0.55530669","-0.01955596","-0.04528324"," 0.38621668"," 0.84379644","-0.29343364","-0.10913915","-0.22930959","-0.46179284"
"M546.448T1604.382","-0.36956510","-0.42316182"," 0.07414478"," 0.55839445","-0.46018678","-0.27248435"," 0.09080281"," 0.05258808"," 0.64116583"," 0.04047925","-0.19701331"," 0.26483617"
"M1100.695T1308.231","-0.84043062","-0.77589642","-0.79584742"," 0.50531114"," 1.53026015","-0.38688331","-0.33962571","-0.41968334"," 0.79056095"," 0.12744084"," 0.06309251"," 0.54170123"
"M393.186T1422.878"," 0.12562167","-0.06512692","-0.26493794","-0.08404515"," 0.01915361","-0.27198156","-0.21180803","-0.06078214"," 0.25206435"," 0.04243400"," 0.02505197"," 0.49435612"
"M395.293T1557.588","-0.21395705","-0.31739217","-0.02260005"," 0.30574144","-0.89204911","-0.03063724"," 0.30771672"," 0.05417389"," 0.50965441"," 0.17557966","-0.01168549"," 0.13545499"
"M361.24T1455.883"," 0.28168598"," 0.36852856","-0.38949698"," 0.07722546","-0.49911811","-0.30302637","-0.08171553","-0.16429661"," 0.22485867","-0.12723722","-0.18854959"," 0.80114174"
"M752.544T1678.566","-1.26834834"," 0.48146518"," 0.21491019","-0.68662503"," 0.76608206","-0.07011985"," 0.88299165"," 0.52330775","-0.61451734"," 0.30660131"," 0.55258814","-1.08833572"
"M587.251T901.604"," 0.7603835","-0.1570704"," 0.4016648","-0.2351660","-0.3728284"," 0.8214226","-0.2797399","-0.5381485"," 0.4264644","-0.5458625","-0.4192878"," 0.1381681"
"M505.254T1019.35","-0.194774728","-0.413317536","-0.104482409"," 0.077704535","-0.221488309"," 0.779834983"," 0.248054680"," 0.009051881"," 0.432974135","-0.349746344","-0.277953352"," 0.014142463"
"M825.609T1557.453","-0.394969353","-0.066566413","-0.424444986"," 0.250623256"," 1.029075618","-0.848977988"," 0.012488807","-0.037084482"," 0.467507040","-0.009576168"," 0.026382390","-0.004457722"
"M991.723T1642.233","-0.2814126"," 0.6905558","-0.3073190"," 0.2268003"," 0.4485661","-1.3753280","-0.2321246","-0.3577611"," 0.1595200","-0.5607861"," 0.7896713"," 0.7996180"
"M441.316T1456.744","-0.28249200"," 0.18012150","-0.13039651"," 0.34016339","-0.02243301","-0.31177078"," 0.18928582"," 0.33191264","-0.11240215"," 0.22366522"," 0.08299116","-0.48864527"
"M854.586T1584.638","-0.14236188","-0.30029334","-0.50084678"," 0.15886304"," 1.17898199","-0.79924688","-0.12091621","-0.33633262"," 0.25637365"," 0.09730495"," 0.18318151"," 0.32529256"
"M311.159T1389.016"," 0.047485594","-0.049319804"," 0.227873117"," 0.005747066"," 0.825354809","-0.385345126","-0.299084628","-0.059094847","-0.040902683","-0.271891810"," 0.148641850","-0.149463539"
"M485.356T1624.705","-0.75308852"," 0.43743474","-0.35451772"," 0.19991661"," 0.04009223","-0.47502778"," 0.40757241"," 0.51813516","-0.37012267"," 0.37554102"," 0.23675372","-0.26268919"
"M617.437T1439.554","-0.257242564"," 0.387175948","-0.112541497"," 0.333232575","-0.133203116","-0.110642397"," 0.039139236","-0.279390079"," 0.004088608"," 0.077610947","-0.074585568"," 0.126357907"
"M1012.723T1358.969","-0.16415568","-0.23126362","-0.45888300"," 0.26758505"," 1.72920822","-0.47132020","-0.87835269","-0.21747240"," 0.31887385","-0.33532401"," 0.05409973"," 0.38700474"
"M897.571T1473.254","-0.01439992","-0.24294880","-0.79438950"," 0.69680314"," 1.48528596","-0.59858592","-0.34656599","-0.84954937"," 0.71486770","-0.32913861","-0.12126392"," 0.39988523"
"M387.25T1278.929","-0.005736222","-0.151725413","-0.090623478"," 0.108102456","-0.019387218","-0.458024671","-0.069261809","-0.035697666"," 0.200972342","-0.215538449"," 0.002557079"," 0.734363049"
"M787.547T1591.444"," 0.05438529","-0.33347719","-0.45849685"," 0.31130785"," 0.02458541","-0.38481788","-0.48760286","-0.09019343"," 0.16192619"," 0.24252338","-0.25747993"," 1.21734002"
"M321.239T1209.593"," 0.34893370"," 0.19991611","-0.29291086"," 0.20183957"," 0.04673453","-0.20211398","-0.11469684","-0.16080441"," 0.17453790","-0.04375142"," 0.01540924","-0.17309355"
"M749.502T1458.08","-0.18448718","-0.15986571","-0.17937999"," 0.22837681"," 0.01306702","-0.13785428","-0.19763746","-0.34457939"," 0.64702910"," 0.05924887","-0.15733506"," 0.41341726"
"M305.245T1356.47"," 0.31877126"," 0.20793945","-0.15928035","-0.03518925","-0.07573536"," 0.01643263","-0.13802658"," 0.16038986"," 0.03737182","-0.23478348","-0.26236269"," 0.16447267"
"M613.185T813.994","-0.09225399"," 0.60722724","-0.05882739"," 0.12370831","-0.60894400"," 0.09472214"," 0.79293973","-0.03648707","-0.42093162"," 0.62079634","-0.38592287","-0.63602682"
"M477.343T1423.013","-0.01239096"," 0.10435969","-0.16611210"," 0.03058986","-0.22627733","-0.24808468"," 0.07262409"," 0.37647916"," 0.29934516","-0.07535714"," 0.04765827","-0.20283402"
"M965.706T1463.866","-0.82475625"," 0.36243875","-0.21157601","-0.34596503"," 1.41828797","-0.51565921","-0.24294520","-0.33490515","-0.09639851","-0.43573523"," 0.45890141"," 0.76831246"
"M899.583T1473.64","-0.09958285","-0.42387356","-0.52052639"," 0.60116045"," 1.24184441","-0.49637661","-0.20441214","-0.71871421"," 0.52311107","-0.14236171","-0.22599674"," 0.46572828"
"M332.328T1440.13"," 0.26274025"," 0.58631461","-0.13672739","-0.13740703"," 0.06540969","-0.09396966","-0.08870327","-0.07231414","-0.08757554","-0.15081584"," 0.11894266","-0.26589434"
"M866.585T1504.486","-0.097078756","-0.494363072"," 0.005517669"," 0.408071911"," 1.557729877","-0.842839124","-0.447357600","-0.201762699"," 0.261250517","-0.435778945","-0.093791290"," 0.380401512"
"M914.568T1454.879","-0.23085436","-0.48184817","-0.28962735"," 0.44064252"," 1.37398150","-0.56853203","-0.72240051","-0.18455092"," 0.58319621","-0.26668346","-0.03446284"," 0.38113940"
"M405.264T1204.461"," 0.82158653"," 0.12021532","-0.06582157"," 0.77452179","-0.22204420"," 0.41680769","-1.23408119","-0.63199211","-0.10881100","-0.12311931","-0.16398013"," 0.41671818"
"M1083.693T1308.231"," 0.06410782","-0.26976905","-1.04091697"," 0.64307801"," 1.44872323","-0.33647036","-0.55126275","-0.37252479"," 0.76231730","-0.45478527","-0.42500679"," 0.53250963"
"M840.547T1302.363"," 0.04943497"," 0.36806085","-0.50068906","-0.16223714"," 0.14690896","-0.14963523","-0.06076835","-0.16436602"," 0.55076977","-0.08790970","-0.25174732"," 0.26217826"
"M297.239T1269.605"," 0.82847849"," 0.03940308","-0.51361878"," 0.07837901","-0.36244884","-0.29727789","-0.13685539","-0.41490122"," 0.64289196","-0.02126293","-0.38417404"," 0.54138654"
"M563.405T1612.829","-0.35151525"," 0.08864792","-0.46772782"," 0.07970717","-0.58389203","-0.28083391","-0.02494904"," 0.30073951"," 1.06177491"," 0.20823586"," 0.01014648","-0.04033381"
"M901.578T1512.438","-0.28808203","-0.56394566","-0.50338878"," 0.42616559"," 1.27253111","-0.48814867","-0.18912185","-0.23376322"," 0.38990938"," 0.06006947","-0.04910645"," 0.16688110"
"M796.294T940.951"," 0.383407450","-0.267843808"," 0.104779181","-0.290084750"," 0.006353755"," 0.070973607","-0.073442490","-0.119410773"," 0.339721213","-0.174907946","-0.148948139"," 0.169402700"
"M373.367T1542.077"," 0.17132180","-0.04915264","-0.12970703"," 0.48276114","-0.10658613","-0.22258864","-0.36977040","-0.12238905"," 0.52170357","-0.20078915","-0.15746396"," 0.18266050"
"M1012.721T1475.069","-0.06736896","-0.48545883","-0.33469933"," 0.14998660"," 1.75707789","-0.47824987","-0.88176239","-0.40899871"," 0.26025566","-0.07537509"," 0.03854275"," 0.52605028"
"M881.57T1435.939"," 0.006218768","-0.286745459","-0.335377448"," 0.578434299"," 1.678157630","-0.860866768","-0.624408824","-0.576368118"," 0.695425469","-0.415707745","-0.141522859"," 0.282761056"
"M256.265T1540.694"," 0.13902827","-0.50287235","-0.13106325"," 0.12243807","-0.21086459","-0.09411276"," 0.15767093"," 0.20293284","-0.16973350"," 0.21723189"," 0.01607127"," 0.25327320"
