"","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M519.225T1025.439","-1.27059601","-0.18294880"," 0.79445300"," 0.13353428"," 0.14156076"," 0.67908582","-0.31027455"," 0.33157165"," 0.07207207","-0.35513857","-0.04573940"," 0.01241976"
"M867.338T941.124","-0.70005455","-0.10559070"," 0.41251053"," 0.03584940","-0.07558253"," 0.32419354","-0.45259118"," 0.32943015"," 0.17736670","-0.10782823","-0.12358471"," 0.28588157"
"M817.32T1025.439","-1.40352735","-0.19807676"," 0.48655356"," 0.03079109","-0.10148626"," 0.38389251","-0.09910303"," 0.45264724"," 0.36542824"," 0.01230073"," 0.08517940","-0.01459934"
"M629.459T1473.698","-0.13404887","-0.15414598","-0.04689989"," 0.02762925","-0.52896474","-0.50666088"," 0.38826633"," 0.14375853"," 0.45923162"," 0.27942662","-0.07576976"," 0.14817778"
"M505.273T1221.035","-0.0144736747"," 0.1727197578","-0.0641944353","-0.0007096532"," 0.2618850511","-0.0505864061","-0.3869228249","-0.1696382759"," 0.3108146233","-0.5256269534"," 0.3624613532"," 0.1042714381"
"M655.418T1406.703","-0.25833315","-0.21922406","-0.01575729"," 0.02434474","-0.19581890","-0.17520420"," 0.30652345"," 0.15764741"," 0.13870788"," 0.42400588"," 0.16382219","-0.35071395"
"M847.517T1163.004"," 0.99660912"," 1.00905086"," 0.08451372","-0.16938314","-0.04695605"," 0.25881834","-0.59480876","-0.64784273","-0.18449059","-0.59878679","-0.30682630"," 0.20010232"
"M936.367T941.78","-0.77341115","-0.01320350"," 0.42856229","-0.14581892","-0.12956141"," 0.42267443","-0.22326634"," 0.44905531","-0.01691346","-0.16005772"," 0.07088474"," 0.09105573"
"M985.385T959.199","-0.98626601","-0.19640489"," 0.36536836","-0.02521847","-0.26859306"," 0.09142960","-0.11297188"," 0.48094811"," 0.40175438"," 0.08379771","-0.10045916"," 0.26661532"
"M549.39T1245.233"," 0.07681808"," 0.57109744"," 0.38379520","-0.21599561"," 0.09393585"," 0.23854590","-0.61616412"," 0.27737256"," 0.04894852"," 0.16260838","-0.39207111","-0.62889108"
"M898.349T936.403","-0.75307057","-0.25979715"," 0.19242077","-0.09345714","-0.13824615"," 0.32136121","-0.13416821"," 0.30599983"," 0.48464005"," 0.05657908","-0.05254556"," 0.07028384"
"M871.337T832.505","-0.64776962","-0.21790474"," 0.86694620","-0.10046050","-0.03374462"," 1.05115341","-0.37483837"," 0.21521734","-0.04691107","-0.43824313","-0.18291354","-0.09053137"
"M519.185T891.73","-0.878073225"," 0.339181780"," 0.130620741"," 0.549383550","-0.234626523","-0.359306783","-0.130930222","-0.005091317"," 0.113217031"," 0.173771908"," 0.059593362"," 0.242259697"
"M427.165T783.656","-0.58227861"," 0.21132057"," 0.65305737"," 0.03313502","-0.40472713"," 0.84105099","-0.63927828"," 0.18856223"," 0.07782546","-0.07984448"," 0.05363083","-0.35245397"
"M970.4T881.272","-0.809304699","-0.102226001"," 0.621636609"," 0.214895054","-0.431582693"," 0.725790430","-0.193721915"," 0.105639056"," 0.318107177","-0.002319165","-0.436045463","-0.010868389"
"M1147.442T940.951","-0.65077621","-0.21219130"," 0.59567566","-0.09989979","-0.17101282"," 0.78029577","-0.34962979"," 0.22855582"," 0.21265868","-0.01040904","-0.03724434","-0.28602265"
"M346.253T1607.605","-0.35666343"," 0.01398124","-0.09854458","-0.01570180","-0.11414882","-0.26034629","-0.06716099"," 0.23802341"," 0.24142842"," 0.27959462"," 0.12468629"," 0.01485194"
"M652.416T1356.524","-0.38298582"," 0.04190582","-0.27368141","-0.24389329","-0.07880539","-0.20106226"," 0.14112097"," 0.38532971"," 0.43444740","-0.21237392"," 0.13331546"," 0.25668274"
"M874.349T992.353","-0.95200511","-0.08426217"," 0.24467570","-0.16389548","-0.12578020"," 0.39762970","-0.05320107"," 0.44508158"," 0.23263591","-0.10664336"," 0.03275783"," 0.13300667"
"M958.387T951.54","-1.27840093"," 0.01695152"," 0.32363617"," 0.17916540","-0.32161924"," 0.27758044","-0.02538120"," 0.22871334"," 0.31458430"," 0.14426921","-0.08745216"," 0.22795315"
"M901.354T973.898","-0.92975258","-0.05329821"," 0.36341041"," 0.21099361","-0.04427136"," 0.35893128","-0.03901154"," 0.30545107"," 0.01269350","-0.18267282","-0.03048216"," 0.02800880"
"M993.368T827.274","-0.36401890"," 0.38701234"," 0.20916983"," 0.25560350","-0.26132692"," 0.51280535","-0.47671349"," 0.21263764"," 0.04619249","-0.05627931","-0.11344071","-0.35164182"
"M1072.353T784.45","-0.56857450"," 0.02098933"," 0.50367521"," 0.28451163","-0.10988961"," 0.36168776","-0.51346352"," 0.20262407","-0.33092355"," 0.34582922"," 0.06282311","-0.25928916"
"M889.313T769.174","-0.77750066"," 0.21134356"," 0.48877500"," 0.41125892","-0.04238092"," 0.40353230","-0.23066225"," 0.16009599","-0.56525195","-0.04147665"," 0.10254279","-0.12027612"
"M319.223T1240.387","-0.2050935"," 0.6039857","-0.1990870"," 0.8551755"," 0.2969410","-0.4227689","-0.2448725","-0.3034694","-0.5066823","-0.1889393"," 0.2001519"," 0.1146589"
"M423.198T1436.378"," 0.12174011"," 0.09842196","-0.10167629"," 0.04725034"," 0.17391447","-0.17942206","-0.08421344"," 0.12793349"," 0.35531715","-0.22930582","-0.29398045","-0.03597945"
"M919.363T957.42","-0.81830208","-0.14720722"," 0.16519259","-0.13663802"," 0.14577528"," 0.43522717","-0.27935783"," 0.28762197"," 0.04825662"," 0.08382082"," 0.11119183"," 0.10441887"
"M576.483T1456.027","-0.489159138","-0.207700068"," 0.001963583"," 0.288795666"," 0.112269704","-0.104408001"," 0.183836312"," 0.218270401","-0.590257841"," 0.507291378","-0.072879032"," 0.151977037"
"M861.498T1154.618"," 0.72384736"," 0.40714295","-0.49260894","-0.23604905"," 0.02643979","-0.04475041","-0.33714282","-0.46743628"," 0.34489266","-0.29426791","-0.08264735"," 0.45257999"
"M449.365T1540.699","-0.35956775","-0.12037364","-0.15363502"," 0.01314718","-0.41990072","-0.23548630"," 0.50876405"," 0.32146982"," 0.58400796","-0.10023295","-0.09944020"," 0.06124757"
"M608.261T1390.374","-0.7077960"," 2.0507586","-0.3911841"," 0.7799419","-0.1506208","-0.5576825","-0.3238053","-0.7684201","-0.2968243"," 0.1317507","-0.1591047"," 0.3929865"
"M862.51T1288.291"," 0.233553221"," 0.337558168","-0.519531793","-0.315580365"," 0.080768281","-0.138555978"," 0.002871925","-0.191776774"," 0.586342782","-0.103836539","-0.197073933"," 0.225261005"
"M861.315T941.124","-1.06848234","-0.11708395"," 0.38053292","-0.06771716","-0.09905040"," 0.40124217","-0.05260225"," 0.44484937"," 0.30616792","-0.03756554","-0.06436534","-0.02592540"
"M809.525T1340.052"," 0.52366107","-0.19363406","-0.06735977"," 0.04479460"," 0.40655458","-0.50906085","-0.13228877","-0.08534602","-0.06467587","-0.10492389"," 0.01414013"," 0.16813885"
"M537.533T1295.888"," 1.056249327"," 0.963559014","-0.214773940"," 0.704118868"," 0.143646727","-0.009972732","-0.341142701","-0.267407509","-1.429992600","-0.443626654"," 0.011437309","-0.172095108"
"M561.396T1195.638"," 0.148256566"," 1.793880963","-0.004924331","-0.252399843","-0.002610522","-0.247511514","-0.176386842","-0.353453961","-0.395461372","-0.069280384","-0.268828347","-0.171280412"
"M393.235T1355.605"," 0.41406749"," 0.39946217","-0.44745267"," 0.03726297"," 0.09357763","-0.27828082","-0.03568834","-0.25969345"," 0.11080865"," 0.09959131"," 0.16482630","-0.29848124"
"M903.354T957.42","-0.771945787"," 0.003818603"," 0.496089633"," 0.058764495","-0.310429229"," 0.453917370","-0.198537182"," 0.318849422"," 0.052785348","-0.011054271","-0.109925407"," 0.017667006"
"M576.484T1418.277","-0.582589203","-0.216679944","-0.135653591"," 0.269955062"," 0.087436609","-0.258508846"," 0.107373630"," 0.149054193"," 0.307602730"," 0.480313021","-0.204223891","-0.004079769"
"M1077.401T940.951","-1.12241340"," 0.08762779"," 0.29968317"," 0.16442662","-0.10090000"," 0.20188606","-0.13840394"," 0.59092667"," 0.14089771","-0.06350818"," 0.02092297","-0.08114547"
"M735.275T891.807","-0.47661565","-0.13543893"," 0.14320585","-0.08132150","-0.09033713"," 0.50949716","-0.28480528"," 0.03592132"," 0.35580054","-0.19557638"," 0.03093293"," 0.18873705"
"M530.218T901.604","-1.13573425","-0.08619231","-0.05940727"," 0.22843617","-0.23999570","-0.16164921"," 0.10469606"," 0.45493931"," 0.52276699"," 0.13118764"," 0.04297612"," 0.19797645"
"M903.341T917.809","-0.733841485"," 0.039273746"," 0.414177130"," 0.109181686","-0.281880726"," 0.526933057","-0.192540145"," 0.320547747","-0.030699409","-0.008112931","-0.050892601","-0.112146070"
"M495.181T880.56","-0.59136577","-0.18422958"," 0.35885173","-0.16534503","-0.32591236"," 0.64509071","-0.30632665","-0.06765149"," 0.37398392"," 0.13871489","-0.04179918"," 0.16598880"
"M825.34T905.493","-1.10239803","-0.09997113"," 0.63044554"," 0.08366953","-0.10623678"," 0.35598165","-0.11882381"," 0.59146064","-0.08081576","-0.14594045","-0.03741606"," 0.03004466"
"M967.56T1352.622"," 0.34673668","-0.04012915","-0.20423210","-0.51964439","-0.14767067"," 0.30580466","-0.09180369","-0.19629367"," 0.36765507"," 0.16253065"," 0.09838057","-0.08133398"
"M855.342T925.437","-0.91497009"," 0.01403414"," 0.43781509"," 0.06542942","-0.31346229"," 0.50063631","-0.04027173"," 0.30476401"," 0.31159618","-0.24778006","-0.17645748"," 0.05866651"
"M806.333T841.952","-0.95801411"," 0.24942070"," 0.53742038"," 0.15185961","-0.34232571"," 0.47140894","-0.11960476"," 0.37988702","-0.07671161","-0.21494367","-0.01754831","-0.06084847"
"M950.358T940.951","-0.92347242","-0.02855281"," 0.24663346"," 0.37808071","-0.26999466"," 0.22295921","-0.11833201"," 0.30502492"," 0.15018309","-0.10873735","-0.03680540"," 0.18301325"
"M826.526T1130.872","-0.319536612"," 0.531237930"," 0.200751186","-0.285040492"," 0.165089649"," 0.315160781","-0.006552805","-0.180817216","-0.089238295","-0.175630997","-0.033119193","-0.122303935"
"M771.505T1209.593"," 0.77374156"," 0.01269502"," 0.03529263","-0.36759753"," 0.54651980"," 0.06802995","-0.50579191","-0.49949773"," 0.45219705","-0.54195473","-0.21614609"," 0.24251198"
"M566.199T909.479","-0.5311368","-0.3064402"," 0.5553246","-0.2669713"," 0.1248516"," 0.7591657","-0.3266263"," 0.1068883"," 0.3485079","-0.1729716","-0.1557603","-0.1348316"
"M850.319T858.821","-0.78588290"," 0.21554822"," 0.48329490","-0.10911078","-0.28396780"," 0.24656887","-0.48877505"," 0.47041604"," 0.06119544","-0.01117918"," 0.09111355"," 0.11077869"
"M975.373T872.624","-0.925040451"," 0.008101415"," 0.344656828"," 0.139662510","-0.246325136"," 0.392975725","-0.120741726"," 0.242855142"," 0.134414211","-0.026740076"," 0.024669839"," 0.031511717"
"M908.359T973.898","-1.0428075249","-0.0704340299"," 0.2439775918","-0.0650512235"," 0.0412675132"," 0.3624100057"," 0.0025144986"," 0.4103411272"," 0.2627652831","-0.2192766084"," 0.0006241711"," 0.0736691961"
"M886.334T992.353","-0.87629071","-0.11453764"," 0.62807637"," 0.06036597"," 0.09306460"," 0.14018255","-0.06981876"," 0.29175586"," 0.49516864","-0.35185642","-0.24601622","-0.05009423"
"M932.854T973.898","-0.730938018","-0.355376960"," 0.001034192","-0.082525752"," 0.230936956"," 0.382582298","-0.558309416"," 0.359533158"," 0.253789813"," 0.142019647"," 0.232829764"," 0.124424317"
"M1063.337T834.347","-0.55517984"," 0.26543343"," 0.41261216"," 0.22091346"," 0.04078856"," 0.22466043","-0.39401824","-0.01762590","-0.69302528"," 0.05602924"," 0.37647189"," 0.06294009"
"M803.491T1372.736","-0.036371172","-0.002745113","-0.363955096","-0.563901889"," 0.209234257","-0.305719368"," 0.063068118"," 0.085403342"," 0.423189727"," 0.181964045"," 0.164524976"," 0.145308173"
"M812.538T1253.346"," 0.461924207"," 0.717800557","-0.398763995"," 0.276490946"," 0.093193712"," 0.086624846","-0.383310816","-0.416305236","-0.305774521"," 0.005010206"," 0.043457285","-0.180347192"
"M545.399T1295.888"," 0.0005224097"," 1.3329758748"," 0.0106553260","-0.1205100214","-0.2934535261","-0.0245815066","-0.1882736944","-0.2473972078","-0.0547549573","-0.0041213810","-0.1887684903","-0.2222928255"
"M850.324T910.27","-0.88755510"," 0.01109443"," 0.38979873","-0.19720968","-0.03523894"," 0.25688071","-0.36780117"," 0.49390241"," 0.19069888","-0.21291774"," 0.17607554"," 0.18227193"
"M293.172T1591.081","-0.29070640","-0.55337621"," 0.12851160"," 0.26434313","-0.64065946"," 0.06938315","-0.04422515"," 0.30463413"," 0.56664631"," 0.12976635","-0.29496843"," 0.36065097"
"M1001.365T875.234","-0.53980444","-0.03931582"," 0.29747103"," 0.18823579","-0.19811232"," 0.36246559","-0.53432815"," 0.25343942"," 0.01316928"," 0.11086767","-0.00788665"," 0.09379860"
"M937.358T812.644","-0.58371353"," 0.02488549"," 0.26566756","-0.03077607"," 0.21476998"," 0.24892902","-0.32070868"," 0.38741488","-0.32513717"," 0.31639118"," 0.11580520","-0.31352785"
"M425.216T1473.286"," 0.15346568","-0.01174786"," 0.37368072"," 0.05663217"," 0.05320206","-0.05475902","-0.08410431","-0.01571559"," 0.22429999","-0.45433958","-0.22182757","-0.01878669"
"M853.347T926.093","-0.9944976","-0.1697681"," 0.4974677"," 0.1847470","-0.1187063"," 0.5640157","-0.2186094"," 0.1885084"," 0.3699107","-0.4134464","-0.3342336"," 0.4446117"
"M481.203T929.492","-0.942749766"," 0.022908638"," 0.528171254","-0.154282946"," 0.332360533"," 0.053661536","-0.524791451"," 0.262465185"," 0.061233134"," 0.091991307"," 0.260237352"," 0.008795222"
"M675.452T1372.394","-0.107081173"," 0.107634402","-0.104398816"," 0.123051956","-0.075855253","-0.701387596"," 0.040023206"," 0.019893546"," 0.180495815"," 0.425574315"," 0.093289925","-0.001240327"
"M1013.72T1325.086"," 0.5733209","-0.4382111","-0.6427901","-0.0186283"," 1.1573411","-0.4943993"," 0.4779002","-0.3437802"," 0.2664038","-0.6328878","-0.5264565"," 0.6221873"
"M958.38T975.822","-1.23463564"," 0.13494569"," 0.36987954"," 0.25849405","-0.35323764"," 0.29527084","-0.09219120"," 0.21380359"," 0.25742757"," 0.05497444","-0.09596959"," 0.19123835"
"M842.492T1254.627"," 0.15354567"," 0.15204613","-0.29479733","-0.27659165"," 0.20229554","-0.24127888"," 0.08710922","-0.18385954"," 0.59153400","-0.15817392","-0.19646245"," 0.16463322"
"M1017.397T924.482","-0.81524517","-0.17349563"," 0.16515470","-0.06614925","-0.06409428"," 0.47906893","-0.27252576"," 0.27748007"," 0.36809483","-0.08407467"," 0.12759770"," 0.05818854"
"M655.217T820.228","-0.79508129"," 0.19455145"," 0.20652538"," 0.19201854","-0.12974711","-0.02711804","-0.27534079"," 0.20910050","-0.23968810"," 0.29519520"," 0.34001465"," 0.02956959"
"M806.336T927.31","-1.248757047","-0.075734871"," 0.589126388"," 0.112441320","-0.235548795"," 0.447846500","-0.112178789"," 0.479343922"," 0.115895651","-0.064419192"," 0.001030945","-0.009046033"
"M1119.432T843.183","-0.98488633"," 0.27934589"," 0.25078141"," 0.03701781"," 0.16208483"," 0.23424144","-0.78926676"," 0.53750560","-0.06308679"," 0.24649281"," 0.39126238","-0.30149229"
"M609.452T1220.972"," 0.566237429","-0.005517835","-0.076227174","-0.166136463"," 0.548708982","-0.044254177","-0.477242270","-0.412171273"," 0.311479577","-0.389178931"," 0.024466587"," 0.119835548"
"M985.395T851.401","-0.5520542"," 0.0902336"," 0.4675576","-0.1279070","-0.7887558"," 0.3126881","-0.2730903"," 0.2875871"," 0.2586984"," 0.1711173","-0.1813542"," 0.3352795"
"M621.419T1456.849","-0.35722711"," 0.07268129","-0.04408416"," 0.25128152","-0.64471338","-0.25392348"," 0.41377691"," 0.17767696"," 0.09592770"," 0.56920460","-0.14844994","-0.13215089"
"M365.193T1440.036","-0.33437205"," 0.18243558"," 0.17800776"," 0.35119223","-0.29949533","-0.36286819"," 0.03092295","-0.02189192"," 0.13008739"," 0.26477147"," 0.09717917","-0.21596906"
"M980.373T973.898","-0.67511310","-0.51436013"," 0.47368296"," 0.08057392","-0.31510517"," 0.72507853","-0.21114161"," 0.13332168"," 0.39960581","-0.44571689"," 0.21728022"," 0.13189377"
"M691.43T1301.409","-0.35747454"," 0.60077592","-0.25627980","-0.37339042"," 0.09336479","-0.23494772"," 0.09087168","-0.01528796"," 0.12146151"," 0.05449475"," 0.22093938"," 0.05547242"
"M541.47T1540.699","-0.70328183","-0.13730194","-0.20085650"," 0.12578776"," 0.31490092","-0.31318368"," 0.27420633"," 0.55812004"," 0.10215985"," 0.15024981","-0.07334547","-0.09745528"
"M883.58T1438.11","-0.39703739","-0.17270565","-0.23870774"," 0.16229413"," 1.18773319","-0.48714044","-0.01828159","-0.17976016","-0.15091214"," 0.03106681"," 0.01512491"," 0.24832607"
"M803.315T940.951","-1.20779625"," 0.10341861"," 0.27219317"," 0.00275303","-0.12288769"," 0.14000820","-0.08115266"," 0.36460745"," 0.22534236","-0.12099546"," 0.15052705"," 0.27398220"
"M439.314T1352.626","-0.25908024"," 0.25132272"," 0.23667140"," 0.05513784","-0.60789754"," 0.02143692"," 0.25980324"," 0.23185529"," 0.05968971"," 0.40154644","-0.26047602","-0.39000975"
"M898.347T1006.792","-0.76594391","-0.23447536"," 0.24837537","-0.15108228","-0.09604066"," 0.27078827","-0.18471098"," 0.37926652"," 0.38794325"," 0.01146195"," 0.03128033"," 0.10313750"
"M930.353T957.42","-0.76459748","-0.29096203"," 0.40156021"," 0.29698617","-0.17410635"," 0.43757358","-0.39251900"," 0.33139501"," 0.29250064","-0.10313380","-0.04997681"," 0.01527986"
"M941.389T959.199","-0.9624256536","-0.2280096208"," 0.4002256971"," 0.4157586592","-0.3826035832"," 0.8048309021","-0.2832323146"," 0.0629755335"," 0.3371426022","-0.0008317822","-0.2324866321"," 0.0686561923"
"M805.508T1280.356"," 0.10388265"," 0.36908981","-0.30685476","-0.39023852"," 0.36892604","-0.39330610","-0.01228116"," 0.03768468"," 0.22677759","-0.20703373"," 0.11222686"," 0.09112662"
"M512.762T1189.92","-0.18557973"," 0.25712401","-0.20218625","-0.20465217"," 0.71074487","-0.29383841","-0.07691674","-0.07785879"," 0.17117099","-0.17509728"," 0.21329798","-0.13620848"
"M951.371T857.905","-1.00612279"," 0.11552905"," 0.50255922"," 0.14423971","-0.11279081"," 0.52220225","-0.36256026"," 0.15283310"," 0.02665932","-0.15300082"," 0.04765053"," 0.12280149"
"M495.298T1036.333"," 0.68962159"," 0.66163179"," 0.10916615"," 0.40540235","-0.10225320"," 0.22629799","-0.82515271","-0.40201210"," 0.12415437","-0.20189039","-0.06949035","-0.61547550"
"M763.456T1354.833"," 0.66753675"," 0.71013762","-0.38973110","-0.06967676","-0.26454727"," 0.12649497","-0.15795592","-0.59751534"," 0.64037316","-0.28042258","-0.04454896","-0.34014456"
"M367.15T410.425","-0.44279129"," 0.06755400"," 0.61075407"," 0.88656183","-0.21468007"," 0.79274482","-0.79447865"," 0.01821824","-0.61132149","-0.17386690"," 0.20369102","-0.34238559"
"M551.201T893.689","-0.764924727","-0.206103708"," 0.562690396","-0.270984788","-0.160675371"," 0.719981071","-0.156953158"," 0.346447289"," 0.088950231"," 0.003227454","-0.138880920","-0.022773769"
"M861.313T812.644","-0.77478477"," 0.05385767"," 0.59639347"," 0.07130346","-0.18473006"," 0.48630863","-0.14182185"," 0.36764096","-0.06229952","-0.13808653","-0.12870954","-0.14507191"
"M1102.847T817.469","-0.70270463","-0.12272218"," 0.12020622"," 0.38059560"," 0.19866831"," 0.14187702","-0.49194266"," 0.25090603","-0.47110190"," 0.15025848"," 0.49966397"," 0.04629574"
"M299.109T1341.992"," 0.377413444"," 0.285388215"," 0.117200173"," 0.005576355","-0.082988845"," 0.046591766","-0.276239903","-0.219792192"," 0.301370659","-0.025624978","-0.608373779"," 0.079479085"
"M804.315T943.327","-1.050589677"," 0.039781660"," 0.435792478","-0.034449513","-0.076265113"," 0.213003562","-0.188496706"," 0.340247700"," 0.338210593"," 0.004830341","-0.065622689"," 0.043557362"
"M987.384T843.183","-0.91707144"," 0.15035346"," 0.33920901"," 0.28525719","-0.07161020"," 0.48518589","-0.60449497"," 0.37480481"," 0.20344899","-0.08259567","-0.21136779"," 0.04888071"
"M589.228T896.878","-1.00070190","-0.23422656"," 0.07979752","-0.03326229","-0.10227004","-0.03243515","-0.21311029"," 0.34019004"," 0.61827378"," 0.04904587"," 0.04665781"," 0.48204121"
"M1057.414T847.292","-0.617166261"," 0.266749616"," 0.299233626","-0.282924053","-0.603204667"," 0.285035843","-0.105062820"," 0.145667744"," 0.530695147","-0.007087699","-0.147390865"," 0.235454389"
"M991.383T954.894","-0.74857629","-0.23012135"," 0.60321718","-0.06921611","-0.33095772"," 1.04258144","-0.30903375"," 0.11727599"," 0.26592716","-0.05739532","-0.17088162","-0.11281959"
"M593.234T877.183","-0.118670580","-0.103109308"," 0.150081999","-0.093289040","-0.196505355"," 0.297301170","-0.479959318","-0.004327518"," 0.169513860","-0.003409901"," 0.390982835","-0.008608843"
"M649.243T924.482","-0.467470891"," 0.017543249"," 0.265244425"," 0.028864555"," 0.003257155"," 0.308428501","-0.420237311"," 0.262147981"," 0.087812130","-0.005465945","-0.049759285","-0.030364563"
"M393.25T1170.538"," 0.564444128"," 0.127599511","-0.135900823"," 0.344061220"," 0.349382225","-0.308946935","-0.571341845","-0.372382420"," 0.230936994","-0.314453324","-0.004921124"," 0.091522394"
"M897.335T957.42","-0.763913279"," 0.006648250"," 0.343103345"," 0.020347883"," 0.009290348"," 0.214497326","-0.013228092"," 0.474068455"," 0.088264981","-0.073647471","-0.186254867","-0.119176881"
"M617.489T1624.961","-0.88191019","-0.40626861","-0.17215848","-0.04483844"," 0.29197972","-0.02983858"," 0.19926389"," 0.26697045"," 0.73272671"," 0.10046638","-0.13786662"," 0.08147377"
"M747.539T1372.761","-0.078863378","-0.342958232","-0.506587731"," 0.958209767"," 0.250698904","-0.296753932","-0.395051439","-0.075401256","-0.091789397","-0.010962144","-0.001648729"," 0.591107568"
"M866.357T1023.188","-0.96610702"," 0.01376076"," 0.18592644"," 0.22088911","-0.20242725"," 0.23117551","-0.14062145"," 0.23593132"," 0.44598307","-0.02865148","-0.14628495"," 0.15042595"
"M819.302T866.333","-0.65352070","-0.05649297"," 0.93458785","-0.13589380","-0.26893688"," 0.78858298","-0.40491587"," 0.41894866","-0.05503239","-0.25231984","-0.12080681","-0.19420024"
"M595.491T1621.712","-0.168622577","-0.268307668","-0.199888842"," 0.141024597"," 0.012206123","-0.432326233"," 0.067104059"," 0.211422263"," 0.752524237","-0.025676405"," 0.007529193","-0.096988747"
"M942.381T940.951","-0.78314969","-0.10852053"," 0.45377639"," 0.25061827","-0.35906836"," 0.82119691"," 0.02970791","-0.08594803"," 0.30815994","-0.21210257","-0.27435808","-0.04031217"
"M832.52T1373.493"," 0.44134795","-0.31088173","-0.02655843"," 0.12956999"," 0.32912109"," 0.12063539","-0.19507231","-0.35843665"," 0.42685048","-0.54783594","-0.22661341"," 0.21787356"
"M768.289T941.124","-0.68893757"," 0.11136688"," 0.39511858"," 0.02328947","-0.13486144"," 0.46172084","-0.61407190"," 0.13752895"," 0.31054460"," 0.19383319","-0.06689450","-0.12863709"
"M417.157T908.195","-0.863508056"," 0.280787780"," 0.148140186"," 0.366846384","-0.269919100"," 0.174769957"," 0.181751053"," 0.028291554","-0.298852788"," 0.117963302"," 0.004305717"," 0.129424010"
"M818.274T858.699","-0.61540506","-0.11492286"," 0.92938609","-0.10660933","-0.10564086"," 0.79708894","-0.33055757"," 0.22621806","-0.46585174","-0.10341256"," 0.07164043","-0.18193354"
"M365.192T1471.536","-0.38154224"," 0.03058872"," 0.18681344"," 0.35362681","-0.39800964","-0.02572131"," 0.07070522","-0.08137557"," 0.06207593"," 0.26266732"," 0.09676162","-0.17659032"
"M853.492T1222.109"," 0.11857223"," 0.33747896","-0.57503145","-0.08391031","-0.18228626","-0.01727446","-0.10449023","-0.06038434"," 0.37560007","-0.09341825"," 0.04393237"," 0.24121169"
"M493.153T817.469","-0.46803281"," 0.64731674"," 0.46186029","-0.31063949","-0.35450170"," 0.01729655","-0.19270838"," 0.09670638","-0.12264974"," 0.25326793"," 0.24686905","-0.27478482"
"M850.319T935.639","-0.91621775","-0.02826956"," 0.38176486","-0.05253820","-0.05137971"," 0.39217044","-0.38646250"," 0.43686074"," 0.23529247","-0.13625029"," 0.03431199"," 0.09071752"
"M1049.412T957.42","-1.09509118"," 0.03867848"," 0.38954573","-0.02097245","-0.21012085"," 0.17840579"," 0.06228413"," 0.31035361"," 0.22307581"," 0.16069873"," 0.01225929","-0.04911707"
"M690.261T940.951","-0.78814338"," 0.00440554"," 0.33708880"," 0.08445730","-0.22556026"," 0.34591212","-0.36147868"," 0.36826995"," 0.30871456","-0.23745499"," 0.06362320"," 0.10016585"
"M827.321T940.951","-1.075045819","-0.462160666"," 1.053259643","-0.217830559","-0.009970472"," 0.963235160","-0.269901462"," 0.641850593","-0.148969240","-0.194637311","-0.126048652","-0.153781216"
"M677.439T1269.605"," 0.511572797","-0.003528438"," 0.407946963"," 0.047467609","-0.337326756"," 0.661333929","-0.467737918","-0.476962285","-0.028321208","-0.355292496","-0.295878795"," 0.336726599"
"M828.315T926.75","-1.11469984","-0.33661694"," 0.65703045","-0.18800861","-0.04106699"," 0.58779656","-0.05344507"," 0.34748668"," 0.05846457","-0.11566575"," 0.17558199"," 0.02314295"
"M796.542T1269.605"," 0.224297890"," 0.406938831","-0.093433109"," 0.251387853","-0.007250596","-0.042625552"," 0.182196770","-0.180171354"," 0.261461853"," 0.089949328","-0.344355600","-0.748396315"
"M866.584T1473.64","-0.06988444","-0.32732285"," 0.16267329"," 0.48871355"," 1.44834792","-0.74253657","-0.41804697","-0.19557541"," 0.05194569","-0.42163629","-0.10027974"," 0.12360183"
"M535.409T1440.116","-0.60937201","-0.47285810","-0.02772545","-0.13017336","-0.39028945","-0.11347567"," 0.25682324"," 0.62130307"," 0.42596364"," 0.18672493"," 0.24197888"," 0.01110029"
"M862.499T1272.244"," 0.45967111"," 0.56967444","-0.51572540","-0.28602185"," 0.05294759","-0.10675170","-0.01823988","-0.29076757"," 0.52680135","-0.24481147","-0.32431719"," 0.17754059"
"M298.939T128.158","-0.058087040","-0.167152390"," 0.069300995"," 0.308626384","-0.095239104","-0.143248564","-0.210931641","-0.152568726"," 0.275037847"," 0.006058049"," 0.092261097"," 0.075943093"
"M822.528T1302.363"," 0.27378537"," 0.18754346","-0.17623415","-0.42761525"," 0.25784935","-0.21765237","-0.02592788","-0.38716987"," 0.53522787","-0.06750849","-0.08014509"," 0.12784705"
"M902.349T917.809","-0.875944882"," 0.054320618"," 0.250802961"," 0.079172008","-0.150260968"," 0.446886985","-0.265703565"," 0.261995643","-0.142994062"," 0.186859507"," 0.161681649","-0.006815895"
"M806.333T872.624","-1.165349614"," 0.107907684"," 0.612174571"," 0.146133618","-0.402722251"," 0.537860745","-0.074062964"," 0.324027875","-0.038178215","-0.108397472"," 0.069111331","-0.008505309"
