"","PC1","PC2","PC3","PC4","PC5","PC6"
"C12.3",-6.1348,2.4214,0.0060558,-0.92698,0.071456,2.6576e-15
"C12.4",-4.0953,-3.3266,0.51586,0.67866,0.079718,0
"D12.1",3.5887,0.1108,1.1402,-0.70137,1.5419,-1.5161e-15
"D12.2",2.5762,-0.96529,-2.0418,-1.8227,-0.60998,-1.5148e-15
"D12.3",1.3644,1.0714,-1.7156,2.3814,0.20359,5.1348e-16
"D12.4",2.7008,0.68827,2.0952,0.39095,-1.2867,-9.3675e-17
