"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"Sodium_Formate","3667732","3667732","3667732","3667732","3963239","3909794","3819856","3934423","3867787","3442128","3960498","4034768","3834774","3778849","4038728","3998858","3805402","3801631","3974273","4037492","3920796","4069493","3868514","3927945","3923776","3741009","4053882","3999728","3766924","3339944","3555483","3964440","4037002","4030309","3922006","3890744","4045781","3879945","4104744","4024050","4024050","3845071","4035455","3797963","3837318","3790177","3735045","3901010","3528208","4862692","3959808","3945214","3800063","4006431"
"M867.825T13.11","15543.291","15543.291","15543.291","15543.291","22185.071","11847.436","11237.612","13002.425","12100.181","13645.635","12647.993","14239.164","14306.792","12850.436","12545.961","14829.981","12643.381","13996.651","13770.542","13431.555","12533.255","19057.544","19858.216","12374.497","14556.580","13546.699","13998.515","12681.830","11393.814","12579.835","15558.980","13811.227","11998.183","17788.258","15598.305","13044.664","11398.092","15109.807","22172.482","22247.282","22247.282","14913.588","14892.544","11279.869","13613.362","14052.843"," 9454.398","15281.564","18854.268","16943.866","13312.103","13262.327","12248.636","14009.205"
"M868.816T18.125","13402.261","13402.261","13402.261","13402.261","28799.527","17790.521","18217.886","20325.019","19724.194","12403.649","15068.206","20219.347","17500.401","19228.634","17861.761","19883.472","19019.564","17683.109","20571.530","16837.174","17805.512","17420.211","17328.960","18573.554","19335.576","14207.350","18462.040","19087.669","15844.874","13338.939","13496.439","20308.744","17447.877","18591.597","18667.807","16769.112","17923.613","18522.262","27387.648","19880.007","19880.007","18773.683","19776.343","18553.853"," 9043.048","17308.739","17248.575","18890.906","14044.242","18987.398","17480.284","17939.003","17566.542","18573.554"
"M868.822T11.111","10784.753","10784.753","10784.753","10784.753"," 9072.985","10899.584","10938.886","11790.229","10722.485","11253.952"," 9509.151","10313.245"," 9003.329"," 9926.383"," 7959.004","10821.408"," 9794.647"," 9480.467","11008.342"," 8874.242"," 9438.598"," 9661.474"," 9873.009"," 9773.289","10116.603"," 9377.104"," 9010.591"," 8994.691"," 9958.516","10408.889","10631.186","11384.227"," 9928.658","10934.610","11358.404"," 8924.817"," 9923.675","11083.486","10516.550","15721.022","15721.022"," 9633.543"," 9969.820"," 8774.538"," 9049.319"," 8801.618","10747.334","10927.663","10060.113","10194.993"," 9397.032"," 9454.749","10514.326","10707.399"
"M869.819T17.127","13154.95","13154.95","13154.95","13154.95","23858.48","15714.96","15534.69","17078.23","16474.69","10821.49","13920.19","17809.06","15258.04","14827.92","16555.66","17475.18","16898.14","17283.70","17341.87","13805.42","16610.81","25696.73","15237.08","18254.05","17305.84","14459.25","15036.32","18011.50","14716.83","10073.50","12476.74","16745.34","17285.62","23213.51","13530.23","16953.62","17628.96","16873.79","24084.04","21976.74","21976.74","17729.47","15795.00","23901.33","16386.44","15899.87","16654.21","18084.21","12225.81","19052.25","16818.30","16223.33","16401.02","17219.50"
"M869.821T17.042","13153.261","13153.261","13153.261","13153.261","15685.153","15488.793","17239.660","10884.059","16474.546","10820.892","17158.886","16532.187","14232.570","15294.434","15153.440"," 9504.428","17143.021","10950.576","17337.950","13428.902","16513.738","15383.894","14162.647","19999.820","16707.367","11546.074","13696.427","17920.510","14705.548","10072.947","14044.695","24978.712","16075.418","16506.567","15019.856","17049.690","17629.069","16874.359","15429.541","20537.433","20537.433","16842.376","15321.288","16024.130","15520.188","22561.403","16652.674","17982.678","11871.508","15968.238","15565.553","14677.902","17857.412","17199.496"
"M869.824T12.108"," 8332.227"," 8332.227"," 8332.227"," 8332.227"," 7858.020"," 9241.387"," 7125.312","10887.802"," 8575.181"," 7862.854"," 9776.461"," 9059.295","10023.746","13143.312"," 7132.175","15954.363"," 9316.630","10950.571"," 9534.816","22208.411"," 9031.624"," 8749.873"," 9718.555","11141.227"," 8845.763"," 9159.754"," 9610.835"," 8172.676","11174.732"," 7988.000","10057.611","10718.342"," 9413.482"," 9053.689","13249.434"," 9491.739","10104.178","10511.965"," 9400.672","17449.300","17449.300","10479.896","10108.234"," 7997.175"," 9573.248"," 8603.240"," 9991.583"," 9572.632","12061.707"," 8897.072","10044.045"," 7963.820"," 9902.911","10890.241"
"M870.834T13.111","34121.17","34121.17","34121.17","34121.17","36604.31","39425.92","39974.66","41487.62","41169.69","32575.03","40283.15","39986.28","38111.32","38335.48","39231.44","41609.73","33659.85","41574.39","42827.19","39160.30","40199.37","38955.26","38219.15","43462.84","42542.77","37002.82","40812.55","41189.46","40305.14","33311.97","34469.58","40473.34","42743.22","37480.82","42079.87","36839.83","41157.93","37716.13","42750.08","41681.75","41681.75","41936.28","39743.58","38495.66","41332.22","35160.81","36724.65","40815.01","33142.42","45201.37","40638.18","40984.63","39216.14","40794.74"
"M871.491T17.124"," 8531.400"," 8531.400"," 8531.400"," 8531.400","11736.417","10477.972","10840.726","15024.671","10545.303","10011.740","10516.527","11765.765","10703.249","13226.812","15196.623","12472.427","10599.896","12338.065","15578.596","11404.359","10888.371","23734.847","10746.362","10369.409","11852.480","10351.325","10386.936","12525.827","11404.606"," 6409.375"," 7006.850","11329.652","13024.662","11399.959","14731.622","10716.255","11232.821"," 9913.438","11738.693","11055.235","11055.235","11345.247","12512.938","20838.445","10144.325","12673.707"," 9602.890","12049.097"," 6785.507","14998.600","10407.128","11181.134"," 9993.248","11418.812"
"M871.83T16.541","27580.95","27580.95","27580.95","27580.95","38187.95","34135.05","36627.03","37447.76","39584.98","47092.04","27120.97","37732.81","35958.50","30928.87","36642.57","38979.08","36753.56","36177.11","31069.67","29946.60","36724.87","29018.71","39230.97","35263.47","38461.41","25405.55","62258.74","36239.24","34048.21","52642.22","27160.14","39751.88","29769.80","36860.59","40157.26","33850.80","39627.82","34851.75","41125.98","32211.23","32211.23","36306.38","36028.65","35940.84","38706.77","41409.74","36905.44","36681.47","25247.41","40429.44","34555.16","36737.77","34877.62","38073.72"
"M875.812T18.123"," 6934.507"," 6934.507"," 6934.507"," 6934.507"," 8433.164","10101.182","11446.354","12306.949"," 9182.960"," 6413.112"," 8945.951","13110.894","11225.582","11217.732","10543.173","11900.573"," 8262.257","12232.588","13114.051"," 8562.421","11786.403"," 9373.444","12114.227","12483.074","13205.373"," 8079.729","12039.970","11480.761"," 9786.846"," 5106.675"," 8227.203","11784.694"," 8310.326","10363.364","12550.480"," 9366.076","13158.998","10137.922","11968.138","11338.034","11338.034","10444.514","11757.218","10998.719","12814.993"," 6822.531","10283.052","10988.603"," 7421.841","14374.381","11737.063","10594.774","11190.944","11939.712"
"M875.822T12.11"," 9013.173"," 9013.173"," 9013.173"," 9013.173"," 7702.878"," 7906.008"," 9764.781"," 8877.013"," 9998.697"," 8016.128"," 7484.386","11281.875"," 8678.560"," 7980.034"," 9542.962"," 8380.516"," 7835.717"," 8662.182"," 8903.820"," 9111.361"," 8816.024"," 8275.392"," 9274.459"," 8810.601"," 8006.764"," 8927.632"," 9041.245"," 9117.082","10437.142"," 9012.438","15600.040"," 8384.919","10273.025","18285.039"," 9338.642"," 8818.168"," 8832.080"," 8794.742","19919.780"," 9344.475"," 9344.475"," 9088.742"," 8571.638"," 7561.112","19642.846"," 7014.345"," 9680.037"," 9938.079"," 9127.507"," 6929.280"," 8610.041"," 8558.126"," 8024.566"," 8257.587"
"M876.835T12.141","26324.90","26324.90","26324.90","26324.90","56603.48","26240.49","27751.00","27183.08","26391.69","24648.07","24882.42","27107.69","25897.46","25619.53","30447.01","39785.00","21188.30","24801.25","28626.54","56536.88","27525.90","61633.24","26268.89","26538.10","36974.72","27645.69","25469.11","19727.50","29524.33","49906.31","30221.05","58753.73","27253.52","55942.27","28671.80","26942.59","27137.17","29514.41","26809.17","28362.43","28362.43","27014.80","34817.19","35311.62","26186.32","24591.38","30623.44","27263.55","25956.54","31491.76","26221.24","24988.74","25908.34","26117.73"
"M878.161T13.584","16650.29","16650.29","16650.29","16650.29","17411.69","15749.67","18118.39","19511.30","17639.01","13552.55","19629.08","19608.65","20457.39","18675.43","19896.98","21245.47","16589.89","12721.94","20098.12","19795.63","19006.40","18948.10","18975.21","17489.72","19919.78","17441.60","17358.08","11859.47","17207.57","14845.19","16873.49","19907.85","18272.64","18900.82","19777.26","16595.91","19118.91","16334.86","17729.40","17071.49","17071.49","18705.95","19524.24","17506.06","18142.66","17029.46","16782.63","19928.20","17489.00","14640.15","19163.59","16900.55","19245.83","21450.28"
"M881.821T17.122","19183.03","19183.03","19183.03","19183.03","21377.94","20403.03","22176.66","24303.62","22781.94","16886.43","23398.66","24218.70","23312.96","23767.19","17806.31","24757.45","19137.63","23269.04","21031.99","18856.04","23845.27","34949.38","24288.57","21880.82","22856.91","15664.92","22321.95","19332.62","20748.47","15096.13","17778.90","25618.19","20339.39","21797.57","26030.97","20123.99","22238.52","23372.21","25599.58","20652.34","20652.34","21786.65","24106.68","20199.08","22727.83","25158.82","21451.42","22927.28","15101.12","27037.19","21335.82","21373.75","23363.92","21240.90"
"M882.812T18.125","12842.96","12842.96","12842.96","12842.96","25626.51","18834.31","17486.11","18187.08","15734.45","12639.16","15558.86","19390.75","18341.28","18653.19","19402.35","19091.10","16349.45","19233.53","17785.20","15502.75","18600.63","25275.67","18603.00","18065.70","16002.51","13980.93","17140.40","17842.19","14432.78","11738.49","13706.79","19982.17","16975.40","17597.16","17327.22","18143.96","18522.94","19486.88","18546.15","11619.07","11619.07","16923.12","19585.80","18719.24","18586.56","17550.86","16333.86","17858.34","10838.43","18874.16","16228.54","17291.84","16370.98","18804.28"
"M882.822T11.104"," 7996.313"," 7996.313"," 7996.313"," 7996.313"," 6560.111"," 7802.802"," 8163.213"," 9721.275"," 7708.001"," 7780.891"," 8256.717","10651.742","13030.976"," 9297.962"," 5835.229"," 8971.793"," 6654.294","10682.477","10679.556"," 9055.349"," 8939.326"," 8654.603"," 7390.046"," 7534.980"," 8429.521","10444.600"," 7851.072"," 9107.050"," 8999.127"," 8164.340"," 7914.592"," 8268.372","10291.486","11496.080"," 8649.981"," 7136.221"," 7545.806","10994.699"," 8469.361"," 8782.141"," 8782.141"," 9470.326"," 9931.706"," 8184.467"," 7016.279"," 6477.093","10148.336"," 9729.100"," 8616.714","10786.688"," 8551.878"," 8231.259"," 7085.252","12252.587"
"M883.492T15.092","11185.706","11185.706","11185.706","11185.706","11728.917","11766.051","11631.384","13433.214","13197.593","12322.703"," 8579.662","12865.962","12455.629"," 8096.216","12947.650","13768.811","12208.689","13410.949","13617.932","11404.586","12801.834","13004.375","12466.670","11755.160","12875.686","11862.403","11484.066","12676.476","13061.100","11143.782","11882.765","12071.503","14442.357","12789.668","11774.971","10863.360","12275.808","12674.467","12832.754","11885.621","11885.621","14048.933","13707.296","11876.951","11973.109","12960.973","12654.473","11617.156","11996.427","13926.091","14855.089","12250.642","12278.726","12160.204"
"M888.815T18.125","10978.630","10978.630","10978.630","10978.630","22245.166","14282.503","15437.930","15343.745","14337.486","10726.881","11555.954","15356.111","16397.044","15710.246","14485.211","14481.714","15225.590","14913.224","15512.645","11907.745","14824.809","22818.360","14534.450","13018.285","15412.013","10291.624","13791.143","15076.768","12663.454"," 9450.788","11921.821","16065.903","11990.769","13877.966","16194.413","15032.474","14371.763","12098.936","15817.532","13717.658","13717.658","14310.574","15961.474","14158.935","16023.651","13556.548","12936.935","14866.924","10782.289","15963.211","15814.184","15195.674","13300.293","15508.269"
"M888.824T11.105"," 7112.186"," 7112.186"," 7112.186"," 7112.186"," 6630.931"," 8046.066"," 7628.777"," 8231.023"," 7948.193","11399.830"," 7426.746"," 9434.925"," 9492.392"," 6389.620"," 6297.098"," 7082.361"," 6385.359"," 8253.091"," 8448.216"," 8370.130"," 8115.430"," 7135.891"," 8777.014"," 7486.859"," 9205.873"," 7753.388"," 7319.510"," 7623.404"," 6774.607"," 6205.271"," 7687.888"," 7203.233"," 9110.791"," 9358.487"," 7229.715"," 8052.084"," 8629.812"," 8987.911","21348.084"," 7317.782"," 7317.782"," 6284.542"," 8778.256"," 7084.880"," 8262.714"," 7530.029"," 6468.154"," 6262.965"," 7136.124","11065.429"," 9370.163"," 6503.438"," 6213.129"," 6513.898"
"M890.804T18.126","12146.985","12146.985","12146.985","12146.985","16921.437","15334.083","18735.896","17064.780","17380.256","11095.247","15827.868","17199.776","18148.725","18101.855","19459.940","16383.103","16033.107","17590.825","17578.323","26355.214","16946.991","26256.358","18538.817","16995.415","16324.195","13269.326","17557.785","18263.449","14128.304"," 9823.437","12271.694","16095.728","16869.218","19987.784","17394.877","15980.838","17316.159","16448.056","16710.420","13099.031","13099.031","17336.967","17925.069","19528.036","17187.408","18946.670","13458.226","17369.213","10376.944","19089.675","16468.188","16092.765","17793.220","16788.458"
"M891.82T17.128","11024.638","11024.638","11024.638","11024.638","13898.338","13881.810","12370.684","14951.749","13153.583"," 9015.797","10623.028","12401.481","13049.715","14139.120","12746.124","14394.657","11899.558","13933.764","17133.246","12038.282","12458.631","10989.383","14902.103","14327.581","12886.442"," 9275.595","13152.107","13157.877","12305.815"," 6341.058"," 9416.581","12325.556","13886.161","12681.101","13812.752","10074.932","14099.155","13891.646","14933.570","13530.317","13530.317","13043.012","13521.755","14880.508","13869.023","11340.173","11941.669","13059.237"," 9255.881","13915.673","12006.843","14019.934","15835.364","16397.044"
"M893.828T13.11","17978.24","17978.24","17978.24","17978.24","18643.39","17693.83","21618.87","21059.69","20622.70","18225.26","19075.33","19434.13","22128.19","19681.17","17020.68","20764.41","18996.23","15893.28","23039.18","21578.85","11557.67","20854.30","21886.21","21564.98","20748.18","21251.72","20784.53","21191.47","20592.36","18707.12","12024.79","20928.30","23227.55","20356.58","19398.94","19515.31","13380.02","21477.99","20156.35","22971.28","22971.28","20943.04","17604.47","21440.17","22973.80","20038.31","18694.52","20383.44","17710.93","21643.46","21044.67","19772.59","15945.69","22008.35"
"M894.156T16.118","17718.00","17718.00","17718.00","17718.00","23346.97","23837.30","22946.10","28025.69","14607.88","16732.39","23985.57","24390.80","25510.67","15590.63","18340.40","15278.23","21067.94","16645.79","24939.64","17872.84","12421.62","24685.79","20080.81","18933.32","10743.86","19547.63","15264.60","23305.03","11873.15","17583.53","20141.52","26643.28","19595.83","20619.67","25368.86","18314.37","11763.18","22327.67","25469.88","19583.26","19583.26","16005.87","21359.23","22126.18","14279.98","18608.24","14089.14","14440.01","18110.22","16442.85","14836.38","22747.72","23271.52","24062.96"
"M894.158T15.507","13026.05","13026.05","13026.05","13026.05","13993.72","15914.12","13882.79","15634.16","17771.70","11300.06","17235.55","17635.67","17633.90","16202.95","12779.15","10677.94","16364.41","12142.89","19683.80","21482.43","14752.79","14236.35","10768.03","17864.84","12952.86","13367.47","16500.53","11879.17","13658.91","11429.67","12083.33","14487.22","17636.46","15253.56","17808.74","12852.35","14855.28","16783.71","14361.42","15233.40","15233.40","13485.63","13959.44","14075.07","16629.27","11813.29","11017.84","13022.38","13029.95","13697.40","11339.66","14657.84","18665.83","16502.85"
"M894.49T15.115","10944.257","10944.257","10944.257","10944.257","10607.214","12279.100","12677.594","12654.826","13612.397","10490.826","12583.374","13547.762","15230.002","11658.772","13497.663","13572.200"," 8149.675"," 5460.976","14448.604","14297.922","12503.137","12998.333","13383.662","12939.685","14019.462","11546.252","12476.146","12691.647","11985.850"," 9799.689","10818.906","13528.517"," 8265.078","12667.365","13572.309","12267.686","12926.664","12842.925","12937.134","11773.284","11773.284","13422.511","13123.622"," 6295.578","13598.963","12683.197","13634.809","12555.232","10105.315","13597.272","10419.186","11830.495","13187.236","14143.860"
"M896.813T18.124","11517.004","11517.004","11517.004","11517.004","14701.642","12339.345","15379.468","12934.544","14309.320"," 9690.225","13080.961","12660.180","12959.627","14525.400","13785.067","12899.394","15904.110","12707.384","13757.937","11119.566","15547.282","11358.538","16391.406","15736.234","14619.804","10499.017","13828.779","14381.382","13359.954"," 9109.056","11558.786","14382.177","13674.960","20469.529","15093.000","11779.421","14504.144","11746.141","15763.321","17829.819","17829.819","13971.910","14902.103","13380.396","15021.407","13955.278","13646.140","15317.224"," 9875.585","17754.776","14356.182","14252.630","14832.805","14298.183"
"M896.819T12.104"," 8947.697"," 8947.697"," 8947.697"," 8947.697"," 7906.618"," 8791.256"," 9843.188"," 9111.568"," 8882.802"," 5888.596"," 8142.689"," 8926.454"," 9306.046"," 8531.834"," 6259.984"," 8488.833"," 7845.516"," 8828.647"," 9354.926"," 8991.868","12409.971","20641.875","10646.373"," 9631.538"," 9168.484"," 8433.214"," 8869.463"," 7824.603"," 8625.151"," 8034.735"," 9825.799"," 8711.813"," 8542.453"," 8501.120"," 8842.690"," 8286.786"," 8998.572"," 9151.553","22682.233","12923.380","12923.380"," 9597.357"," 9841.436"," 7638.701"," 9198.873"," 8180.283"," 7721.560","10360.462","10216.551"," 9150.184"," 8570.897"," 8928.033"," 7922.329"," 9694.997"
"M897.824T12.109","12995.95","12995.95","12995.95","12995.95","12476.76","12684.10","17518.40","14070.51","14600.77","11398.20","13759.15","13852.59","14795.05","16108.18","13526.65","13276.53","11841.68","13345.26","13005.14","13181.60","15670.25","13406.88","12973.06","14238.80","14249.84","13628.36","14534.89","12600.19","13244.09","13117.67","14774.56","27896.67","14282.59","12095.65","13131.46","12431.13","14253.75","13548.04","30819.63","14136.28","14136.28","13979.90","13751.13","17515.49","12407.68","26831.40","13575.37","17595.88","23775.74","15515.26","12535.00","17095.13","14171.57","13521.06"
"M898.826T12.106","23567.39","23567.39","23567.39","23567.39","21637.19","30035.84","31961.60","32205.11","32145.76","26346.89","30272.55","30741.84","29187.30","22189.08","21610.97","25264.63","27207.97","27897.90","32379.53","27804.59","32154.99","27282.64","31868.30","29777.14","29711.05","29238.14","27254.10","29678.67","24757.31","24964.61","23561.21","71600.16","30338.74","23520.27","24364.10","23581.61","31801.12","31919.12","24258.90","26769.68","26769.68","30310.66","33092.98","26535.07","28196.34","22071.55","29337.92","26591.47","25519.12","32931.40","29769.12","30701.83","30061.94","30819.92"
"M900.811T18.122","16740.62","16740.62","16740.62","16740.62","19913.28","19861.78","22453.24","22150.81","36838.08","14160.78","22910.73","24515.25","22380.94","24508.31","22571.77","27572.47","22137.04","25682.82","23921.76","22356.32","22735.25","22823.09","24184.40","23461.37","22440.31","17498.99","22022.57","29337.42","20262.92","13930.14","14579.40","24068.43","20192.40","21644.98","20899.42","20255.71","23634.08","21910.02","22127.99","21434.47","21434.47","22296.15","20646.33","21293.50","24628.17","22631.69","18876.20","21412.55","21400.01","23008.28","22925.59","22447.61","23716.94","21569.13"
"M900.818T12.109","15272.63","15272.63","15272.63","15272.63","36514.49","16720.31","18638.93","16712.01","15015.09","16086.56","20421.08","16135.05","20344.85","21291.68","15008.31","16132.25","12904.56","17298.29","15737.68","39055.11","15662.21","41131.88","15476.15","16612.60","20291.97","14759.53","16533.47","17535.94","15864.99","15119.81","17642.43","39431.94","15974.45","17102.75","15532.31","16515.40","17016.90","16794.89","17579.10","20655.78","20655.78","16293.80","17969.75","15061.04","16098.15","13919.33","21346.31","15589.97","16225.34","17644.93","15224.51","11315.85","15054.03","22786.60"
"M900.82T12.108","15272.63","15272.63","15272.63","15272.63","14310.42","16720.31","22603.61","16717.76","15015.09","16086.56","15363.81","16132.62","16886.00","17065.67","17358.47","16130.82","10218.02","17298.30","15737.66","14968.40","15621.40","15784.89","15477.48","16618.40","16334.50","15802.98","20305.37","12671.47","15864.99","15119.81","17642.43","15786.69","18973.61","17102.75","15532.31","15404.20","17013.45","16792.67","17579.10","16223.44","16223.44","16258.63","21472.22","14997.88","16109.31","12993.76","18407.35","11548.54","16225.34","15243.82","15258.37","16181.43","15046.81","18720.41"
"M901.822T13.115","18882.64","18882.64","18882.64","18882.64","32719.01","15622.73","19423.60","22016.90","22208.75","20006.02","24499.28","18885.56","20352.30","20258.59","17498.46","17388.01","16776.56","20179.01","21389.94","19652.33","21163.04","34195.45","21802.91","15705.85","16669.23","33530.23","20290.38","21400.92","16965.37","20778.79","23280.67","35423.95","16443.18","32249.79","21346.31","18287.71","21219.67","21323.69","33252.45","24591.75","24591.75","20743.30","21562.92","22982.16","20608.22","31480.47","20896.48","19857.86","19534.00","18219.48","22317.29","19512.36","24601.58","20330.07"
"M902.806T18.126","11357.204","11357.204","11357.204","11357.204","12670.744","11544.530","12216.487","13336.789","15118.656"," 8973.623","13496.451","12503.758","14256.991","13981.175","15809.016","15118.515","12895.689","13821.363","12344.038","20052.995","16544.213","21496.516","13554.617","14645.320","14441.245","10116.577","13853.302","14135.478","12699.584"," 8176.887","11817.648","15590.901","11780.404","21278.390","15714.771","11983.372","14077.112","12335.654","14538.557","16395.489","16395.489","14016.259","14870.013","15197.456","12060.072","12536.873","12201.539","14800.935","11329.624","16375.764","14575.992","12870.599","12689.361","13985.493"
"M903.813T17.124","13634.501","13634.501","13634.501","13634.501","16010.618","20822.280","16636.370","14590.280","17662.316","10565.264","12414.503","12222.989","16479.290","16905.009","17357.875","16894.790","14853.718","13841.400","13769.184","14479.926","14045.779","13824.114","16131.967","14889.000","16987.624","11618.368","18498.073","15073.316","16416.314"," 9537.597","11524.731","17083.469","15356.292","24525.324","15677.952","14647.043","16893.439","17560.524","16304.919","21964.298","21964.298","14966.766","14452.834","23815.079","14992.277","15573.153","14985.856","16006.754","12181.560","15174.402","16555.666","15313.620","16849.907","16622.439"
"M906.159T13.169","13058.793","13058.793","13058.793","13058.793","10593.005","11132.756","13235.782","10427.994","16725.254","12111.457","11374.631","12637.359","13256.892","12230.871","10720.408","12308.270","14091.140","14195.344","13613.805","13812.508","13462.366","12975.376","12075.394","15000.413","13446.339","12059.124","12983.535","13542.520","13312.005","12104.453","11862.730","11840.460","13021.764","11267.101","14619.419","12710.075","15405.780","12572.189","14474.736","11823.435","11823.435","16296.744","14399.479","12941.100","10630.274","13660.860","14721.641","14352.171","13130.724","16923.741"," 7410.692","10281.197","13105.078","13033.674"
"M908.151T15.062","31784.00","31784.00","31784.00","31784.00","34901.52","37467.13","37789.93","37470.89","38962.28","30536.72","33066.06","36481.12","38910.98","38713.94","37440.71","37275.62","34832.49","39049.50","38479.57","33341.79","38194.94","38884.79","34403.22","37040.79","37738.73","39019.65","37500.00","37009.17","35707.47","25869.10","32546.62","40245.32","37928.78","38146.94","38974.41","35618.44","38119.72","39499.97","34860.58","28522.03","28522.03","38729.12","36349.44","35097.49","23061.33","19181.37","36690.80","38974.68","28263.53","40896.62","39286.34","37310.19","36696.63","37877.92"
"M908.329T13.112","29076.94","29076.94","29076.94","29076.94","31433.08","31209.35","32393.96","32740.09","33122.48","27540.20","32362.63","32166.21","31497.64","33369.98","31571.29","33138.11","30111.09","31505.97","31653.68","31260.59","33532.23","31039.41","29871.57","34352.81","29936.56","29456.10","32913.17","31508.05","29388.06","28119.62","26348.25","32862.99","33396.87","33005.99","32319.03","32496.43","33150.82","32005.73","31584.50","27671.71","27671.71","32212.35","32795.38","32337.15","32769.53","31970.80","31897.89","30553.33","27886.49","36152.95","32841.26","31417.97","33183.25","32691.87"
"M910.803T18.125","14990.75","14990.75","14990.75","14990.75","17905.02","18962.53","19308.50","20611.79","19905.06","12759.94","17013.77","19562.26","19169.34","19870.14","17675.94","19783.17","19884.17","20655.72","18984.35","18481.58","19974.95","29467.70","20007.00","19085.60","18855.07","13406.32","19308.40","19964.62","18303.71","12378.29","13931.16","20495.25","17307.77","25056.87","21957.05","17682.13","20551.42","19809.25","18901.53","20692.46","20692.46","19541.72","19368.72","18275.51","17759.51","18637.75","16954.42","19782.31","13067.86","22004.60","19668.83","21100.20","17983.44","19075.05"
"M910.804T17.517","18499.14","18499.14","18499.14","18499.14","27176.96","18180.38","19210.73","25269.31","23414.89","16520.95","22037.60","23085.24","23294.81","23768.24","24058.44","23869.23","22563.62","24783.44","25383.62","30513.68","23965.18","23674.31","24087.29","21733.83","23319.75","19019.58","23730.68","24102.91","23345.10","16386.19","13456.22","24727.79","23798.47","21947.74","25649.92","21477.55","24423.87","11215.32","23269.66","25836.66","25836.66","24293.49","24201.38","22577.50","21245.63","20568.41","21267.65","23737.21","16585.55","22026.58","24228.95","24189.01","21591.84","23519.93"
"M912.805T18.125"," 7864.816"," 7864.816"," 7864.816"," 7864.816","11100.779"," 9367.797","13078.952","11026.164","14485.326"," 7653.061"," 8826.596","15709.217","11696.986","13831.923","13624.494","10679.137","10334.512","10373.078","13125.258","10749.336","13259.704"," 9941.417","11439.811","10605.424","11094.738"," 8757.163"," 9553.203","14458.300","11571.199"," 4931.958"," 7548.540","11022.932","10930.844","11313.631","11163.227"," 8078.074","11074.335"," 9456.089","13002.124"," 8757.791"," 8757.791","14226.392","12017.555","12719.222","12343.189"," 9501.585","11344.801","13902.630"," 5587.185","15891.618","13501.656"," 9977.844","11090.450"," 9889.858"
"M916.815T17.122","24095.53","24095.53","24095.53","24095.53","29426.12","25059.35","29808.22","30474.49","30015.51","21284.68","23462.38","30896.80","22286.66","25284.67","30877.58","30578.12","27546.74","30203.79","33855.26","47045.02","28975.58","25861.50","29011.97","30322.11","29091.83","26328.75","27208.36","30251.68","26446.93","19881.21","21677.90","46649.53","26009.25","24738.67","30337.69","26932.15","29244.81","24935.99","30364.12","26642.42","26642.42","36095.96","29366.97","30556.68","33461.42","25495.07","26798.66","30896.62","19285.97","30316.06","29694.45","29422.00","28029.10","30717.88"
"M916.819T12.108","17029.70","17029.70","17029.70","17029.70","17673.16","16409.75","18526.46","21836.28","19243.73","17800.49","19079.99","16195.19","17531.45","25572.49","13701.45","15227.78","14001.47","18740.05","22644.19","19010.63","16010.43","20942.53","17052.25","16443.42","16706.62","21551.89","15988.99","19210.42","15618.79","17512.32","17371.98","16021.23","19684.92","15069.90","15480.73","15598.59","15472.71","17524.63","47050.83","18866.43","18866.43","15097.16","21389.98","18302.27","14962.75","13440.95","16064.89","22842.32","14962.31","16349.71","21261.37","15291.22","14517.82","16740.86"
"M920.829T13.111","49890.46","49890.46","49890.46","49890.46","52048.35","53139.28","50289.26","55156.10","56042.48","43375.55","47919.61","54398.59","51437.85","50843.48","53742.54","54822.28","47373.47","52825.24","57362.93","49660.31","52671.14","53232.34","53704.83","55156.90","57483.25","50411.85","52580.43","54777.52","53105.24","44572.44","47385.15","54570.54","50892.71","54752.51","54463.36","51166.12","55646.44","57114.83","54277.44","52380.03","52380.03","51469.71","55884.10","51872.03","53499.15","50425.36","51639.86","54598.79","45544.87","58323.29","51609.89","49636.85","55256.46","55459.19"
