"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"Sodium_Formate","3667732","3667732","3667732","3667732","3963239","3909794","3819856","3934423","3867787","3442128","3960498","4034768","3834774","3778849","4038728","3998858","3805402","3801631","3974273","4037492","3920796","4069493","3868514","3927945","3923776","3741009","4053882","3999728","3766924","3339944","3555483","3964440","4037002","4030309","3922006","3890744","4045781","3879945","4104744","4024050","4024050","3845071","4035455","3797963","3837318","3790177","3735045","3901010","3528208","4862692","3959808","3945214","3800063","4006431"
"M177.034T19.126","14239.35","14239.35","14239.35","14239.35","19733.39","18842.36","17435.42","20605.58","21229.50","13628.69","16036.00","18877.46","20036.28","19243.82","18212.25","19261.61","14048.78","19630.72","21219.12","20357.75","20064.37","19847.36","17467.84","22888.46","20053.71","16298.45","20071.16","20099.01","15351.88","13540.05","13510.57","22156.27","20901.73","19094.36","18176.61","18312.75","20635.72","17480.78","21816.40","13759.44","13759.44","17881.86","18384.70","17237.83","19688.77","20785.61","16277.83","19810.50","10457.28","21643.04","18869.09","19171.88","19176.81","19655.49"
"M222.962T20.134"," 7831.761"," 7831.761"," 7831.761"," 7831.761","12466.884"," 9249.751","11404.852","13399.117","12111.611"," 9189.196","11129.267","11472.314","11222.485","12432.776","10643.512","11426.722","10415.266","11915.640","13468.581","11936.384","16268.660","12907.323","14781.540","12251.614","12590.331"," 9960.544","12720.554","12787.769","10192.548"," 8694.926"," 8372.283","12549.365","13835.416","12415.134","14458.050","10442.638","11464.906","12624.191","13926.501"," 7984.255"," 7984.255"," 9227.600","11494.011","10437.218","10389.074","10387.779","10429.606","11679.061"," 7870.689","13717.592","13258.976"," 9711.829","11869.502","10609.734"
"M243.886T1577.62","350747.6","350747.6","350747.6","350747.6","348207.6","362407.3","426822.8","394495.5","351297.4","365270.5","379356.1","357526.8","401168.1","371685.8","402961.9","392822.8","375214.0","369978.9","357122.4","343382.6","308061.9","404819.3","341851.0","365099.8","386255.5","371706.7","382193.8","382597.1","351246.4","364875.0","289778.4","406719.7","397373.0","416056.7","335261.6","360691.1","354908.6","319421.8","363940.0","348972.8","348972.8","357483.6","409027.2","363640.0","372493.3","327806.2","332785.1","348513.0","359203.1","312984.5","351055.3","397880.8","332450.7","370817.5"
"M247.083T835.562"," 35107.68"," 35107.68"," 35107.68"," 35107.68"," 20959.72"," 96769.17","129228.77"," 88914.73","109054.73","104339.31","140271.62"," 86975.38"," 94568.31","150929.22","123135.54","140679.47","130128.15"," 97445.94","123124.25"," 36564.47"," 73653.62"," 42899.04"," 21223.08"," 92014.85","105286.54","112101.92","133797.64"," 97011.51"," 95289.60"," 42090.60"," 68280.04"," 45613.12"," 50584.03"," 45073.64","116437.43"," 77751.15","148362.16","119347.45"," 43853.31"," 92799.44"," 92799.44","113814.47","125296.99","125796.24","148485.94","126203.93"," 95853.38"," 96320.42"," 94526.18"," 59994.78","142465.32","141640.47","117626.35","112268.86"
"M250.958T20.121","15604.54","15604.54","15604.54","15604.54","19394.26","15643.76","16992.95","19913.47","18165.92","14270.83","14726.22","18772.48","16948.16","16305.35","17267.65","17645.63","16898.94","18412.02","17858.31","17643.82","17028.42","16221.28","15473.89","15930.37","18792.94","12357.40","14640.69","16684.53","15322.14","11492.09","16142.27","16870.35","19006.32","15421.51","20357.86","15462.37","16542.04","17096.94","17301.97","15137.71","15137.71","17537.49","17446.18","15263.65","17359.98","15189.00","14803.83","16124.14","13853.28","19907.42","17468.25","17252.33","16804.56","18224.51"
"M274.939T20.136"," 9732.618"," 9732.618"," 9732.618"," 9732.618","12809.162","10988.335","14832.521","13782.897","13388.339"," 9629.467","13566.893","14495.815","16625.533","10372.835","12978.662","16832.346","12326.166","13783.226","14156.346","15337.876","13522.205","12846.424","14434.565","13087.144","13586.325"," 9659.748","15179.687","15080.606","11602.284","10905.183","10748.738","13877.508","13181.426","13927.349","12963.552","16194.385","14279.019","12848.239","16058.917","13448.222","13448.222","14317.995","15185.577","13195.341","15484.646","13213.130","11268.462","15316.706","12108.752","16798.533","15211.498","13378.691","12262.678","15638.776"
"M286.907T1578.052","152342.8","152342.8","152342.8","152342.8","135123.3","150051.1","164082.5","164810.1","143587.4","119948.7","166503.4","101944.8","164398.3","125173.2","144386.8","144751.9","129195.3","128449.1","167315.0","171554.3","133501.5","134190.4","157759.9","160436.8","102660.7","141330.9","173488.9","141595.3","172420.7","129521.9","125607.2","136663.5","157945.4","176294.1","154868.3","157628.9","168338.1","128137.1","163097.2","161784.3","161784.3","152175.7","159081.5","135714.2","189442.3","152644.7","138985.2","136951.6","135919.1","110035.7","147413.0","143350.5","143332.8","163413.1"
"M296.921T20.131"," 8426.706"," 8426.706"," 8426.706"," 8426.706","15488.055","12980.802","16648.334","15537.222","16340.959","10170.344","16398.238","14797.623","16058.030","16687.951","16086.781","15260.381","14169.143","16407.544","14846.225","14959.515","16428.806","14065.346","17068.685","14616.876","13692.110","10477.663","16302.170","15760.177","12583.505"," 7479.864"," 8033.732","14457.225","15173.384","14228.537","14144.288","14225.291","16695.938","13761.792","15424.381","11452.032","11452.032","15111.922","13388.262","13937.869","15268.074","12893.561","14650.635","14207.934"," 7028.290","18522.798","13823.637","16001.126","13389.334","14316.822"
"M302.934T20.131","12535.04","12535.04","12535.04","12535.04","22550.97","16334.83","20949.91","23576.70","19884.88","11823.59","18608.26","19277.66","17416.09","17458.78","20140.67","22678.93","19376.06","20399.15","18764.05","21293.57","19016.88","20432.96","19257.34","21177.34","20380.99","16250.62","17325.51","21384.42","15510.66","12736.09","13754.08","19935.63","18682.02","21991.78","21575.92","18069.56","22463.19","20623.38","18585.16","17805.26","17805.26","20731.26","19458.20","18126.22","19904.24","19789.19","14013.92","21968.43","12566.19","22648.74","17944.22","21232.47","18764.75","18874.45"
"M309.131T17.119","15850.49","15850.49","15850.49","15850.49","27364.83","18826.03","18763.17","19362.78","18043.09","17277.74","25544.91","17678.31","18429.12","16658.80","17752.73","18546.44","23201.78","17745.38","19629.97","14573.95","17894.54","26752.12","18345.08","18614.41","18327.14","15046.50","15634.42","18361.61","17095.01","24162.67","16117.19","27377.89","16578.65","14956.61","17821.37","15883.89","19472.92","16760.93","17482.38","27187.94","27187.94","17821.30","19142.88","19568.97","15099.02","25574.84","17694.73","18125.08","18254.60","21417.01","16316.94","17510.02","15735.06","18655.85"
"M337.056T22.131"," 6951.791"," 6951.791"," 6951.791"," 6951.791","11147.139"," 8571.461"," 8894.604","11229.083","10302.949"," 9317.688","10695.992","11317.848","10593.281","11142.579","10672.999","11510.794"," 9138.304"," 9600.414","11077.635","11652.854","10743.725","10060.842"," 9992.231","11747.205","10937.204"," 8980.389","11216.588","10432.307"," 9617.172"," 9846.051"," 6356.627"," 8788.286","11868.023","12298.786","10076.138","11266.096"," 9381.392"," 9330.051","10324.882"," 8815.640"," 8815.640","10027.994"," 9885.533"," 9665.789","11319.944"," 9952.875","10003.046","12860.466"," 9027.506"," 6809.268","10507.428","10536.633","10118.264","11368.002"
"M354.284T1595.998","293349.5","293349.5","293349.5","293349.5","249677.1","286994.5","398638.3","273143.1","297313.0","306342.2","250054.9","345451.0","264620.9","278282.4","339588.4","331686.0","288891.6","265700.5","410734.5","278626.4","334069.5","296034.1","275435.0","415975.8","374704.6","354686.9","386024.5","314732.1","273940.0","232294.1","279247.7","318547.2","300500.0","285133.5","371655.5","297104.3","309683.0","412745.8","342977.6","307841.4","307841.4","306578.0","271068.6","316915.6","338344.2","360870.2","300546.3","331634.2","312938.9","315555.3","301444.8","302585.3","297094.8","320894.7"
"M364.909T21.126"," 4526.182"," 4526.182"," 4526.182"," 4526.182"," 8203.642"," 6785.073","12076.118"," 9265.569"," 9081.413"," 4151.105"," 9053.819","12735.335"," 8039.043","12372.517","11716.789"," 9262.169"," 7967.832"," 8888.352"," 9350.107"," 9124.934","11133.624"," 9041.918","12307.232"," 9153.863"," 9426.828"," 5848.491","12228.806"," 8456.246"," 9229.027"," 3635.630"," 4205.708"," 9270.633"," 9183.468","11134.424","13612.741","11651.055","10159.884","10906.990","10015.958","10609.264","10609.264","10886.561","12395.539"," 9637.251","13061.320"," 8154.770"," 8019.162","10705.468"," 6919.889","13476.100","14344.688","11809.408"," 7757.018"," 9544.665"
"M367.151T397.982","  10528.091","  10528.091","  10528.091","  10528.091","  12049.258","  20223.106","  14690.382","  16278.311","   9983.923","   9385.526","   8912.199","  15757.944","  12377.052","  13498.736","  18719.879"," 140700.308"," 184738.739","  34684.447"," 167624.171","  12077.454"," 178744.289","   5802.907","  11124.518","  44277.586","  25094.232","  29068.104"," 159591.000","  12776.618","  27019.034","  10714.798","  18762.620","  12922.391","  11266.696","  11505.185","  84650.306","  34918.822","  72280.988","  76069.263","  11050.034"," 113055.739"," 113055.739"," 122763.122"," 143189.111","  14919.578","  32347.825","  20065.061"," 678706.553"," 478086.296","1679394.860","  11394.817","   6213.301","  67026.118","  23010.749","  45473.613"
"M372.364T1640.641","167745.5","167745.5","167745.5","167745.5","316354.8","232496.2","203606.8","161196.9","194280.0","184534.6","229769.6","169317.1","215886.2","214400.7","233510.8","192974.0","240473.5","186482.7","181319.2","454688.2","311076.5","178692.2","320269.4","232948.0","179534.8","186789.3","225833.9","247736.2","170243.6","241599.6","340410.1","213647.1","191918.0","286215.6","164461.7","227555.3","191568.7","207238.6","190560.9","208986.4","208986.4","223256.8","177409.1","194247.9","185899.9","275316.9","213739.4","199505.7","244702.9","271892.5","234049.5","263085.9","166011.1","186972.4"
"M380.918T17.845","18015.53","18015.53","18015.53","18015.53","35861.84","20834.32","22805.38","26104.66","24965.57","16534.94","12072.11","24340.26","22734.00","21668.50","21903.49","24402.99","19518.67","24519.58","25887.43","19613.76","24951.85","35186.55","25431.75","22549.45","24619.30","16559.07","22139.93","23347.20","21096.33","16617.67","20073.37","31562.40","23701.95","21867.63","25373.59","22159.69","23412.03","21439.17","27407.50","17212.27","17212.27","20569.52","25229.88","24300.68","23487.12","23927.57","18630.43","24070.02","16377.93","32327.55","23782.09","20397.21","21723.14","23249.54"
"M382.315T1625.896","145649.8","145649.8","145649.8","145649.8","105680.6","140711.9","178044.7","146141.6","162758.3","167133.9","123550.4","176648.8","125938.2","138012.3","173767.7","149718.4","157976.8","138445.9","153247.2","219912.9","120069.3","156398.9","102816.2","159108.8","140081.2","170498.0","148669.0","167815.3","152830.8","121747.2","126178.9","141443.9","157844.8","122812.5","227557.3","169276.5","148060.2","136392.2","181594.1","169416.1","169416.1","159608.6","146171.4","211503.0","182954.7","116272.2","161122.8","164342.8","156659.9","119210.8","152616.6","194350.8","139461.3","176772.9"
"M385.292T1611.168","271909.9","271909.9","271909.9","271909.9","244364.9","261157.0","260233.7","239289.3","255437.7","211774.1","239769.4","227314.7","175825.1","214331.0","257650.4","242216.6","247339.3","243593.4","364815.2","227930.5","248024.0","240838.1","236727.6","236559.7","200103.7","317473.8","245756.2","213170.3","276431.6","210117.7","233272.8","390142.4","205799.6","210703.3","230984.2","233204.1","243226.1","255110.9","241196.1","302128.4","302128.4","304310.6","400615.2","297904.4","253020.1","254450.5","271673.1","286244.1","251251.3","212637.0","294305.3","309442.0","210011.1","231776.2"
"M392.904T19.162"," 7299.501"," 7299.501"," 7299.501"," 7299.501","10610.546"," 8872.538","10946.929","10312.296","11974.157"," 7219.000","10012.469","10814.828","10718.428","10974.588","10477.381","11540.518"," 9608.645","11642.026","10447.952","10158.825","10291.657"," 9742.311"," 9912.622","11017.807","10593.405"," 7835.709"," 9853.853","11490.418"," 9449.818"," 5457.519"," 7867.425","10732.009"," 9959.013","11658.033"," 9498.632","10489.295","10827.657"," 9798.776","11651.463"," 7471.834"," 7471.834","10798.395"," 8180.468","10080.150"," 9992.245","11579.355"," 8735.855","10337.780"," 5947.093","12575.112","11687.826","11733.053"," 9241.827"," 9561.101"
"M408.915T17.478","22466.90","22466.90","22466.90","22466.90","30310.27","26577.49","28884.81","31812.12","29057.30","17525.34","26004.55","29449.74","28645.68","26530.28","28421.48","28394.93","24372.78","30589.49","30186.29","29803.26","33741.11","33508.22","29440.74","28218.40","29292.85","20813.11","27097.05","29337.51","24695.35","28360.01","23043.10","33815.14","29624.93","28849.42","30793.30","28556.76","26254.02","26140.19","31377.85","24516.45","24516.45","28132.14","32214.35","27885.41","30914.62","28238.46","24826.00","27830.87","18547.22","34314.11","26499.26","25313.71","25909.50","28565.44"
"M423.199T1618.85"," 415818.6"," 415818.6"," 415818.6"," 415818.6"," 484563.6"," 945737.0"," 434600.6"," 416958.3"," 423840.6"," 402432.3"," 388482.5"," 397490.6"," 481609.3"," 400537.8","1119093.3"," 403453.9"," 420673.6"," 409577.8"," 398033.7"," 413388.0"," 441420.0"," 404678.1"," 352656.2"," 481371.9"," 482092.5"," 395558.1"," 438914.7"," 502654.2"," 464735.2"," 464009.6"," 534170.5"," 466856.8"," 377382.0"," 494722.9"," 943076.3"," 858965.7"," 440063.2"," 397446.1"," 477392.7"," 492705.5"," 492705.5"," 409172.4"," 378508.9"," 482478.3"," 439639.9","1132386.9"," 462436.0"," 505284.9"," 398866.6"," 439559.5"," 474766.8"," 439105.3"," 416816.4","1007803.7"
"M428.917T12.217"," 9297.523"," 9297.523"," 9297.523"," 9297.523"," 8583.260"," 9297.530","13217.657"," 9243.300"," 9458.410"," 9180.538"," 9265.714"," 9142.151"," 8328.912"," 9003.138"," 6637.315","18862.121"," 6549.963"," 8942.970"," 9981.886"," 8842.501","10541.238","20525.693"," 9374.445","13386.256"," 9617.488"," 8186.004"," 8680.237"," 8890.358"," 8842.649"," 9468.575"," 8695.873"," 8261.387","10377.683","18112.675"," 7804.264"," 9791.104"," 9518.545"," 9561.437"," 8866.816"," 8670.421"," 8670.421","10278.862"," 9999.910"," 9566.712"," 9047.060"," 7907.046"," 8916.247"," 9345.954"," 8519.174","11301.307","11287.892"," 9046.645"," 9259.855"," 9670.940"
"M465.262T1356.121"," 75437.59"," 75437.59"," 75437.59"," 75437.59"," 29343.76","121472.17","157661.22","157236.80"," 68899.91"," 74709.98","179461.26"," 32289.16"," 42751.35","189064.10","197313.06"," 88091.51","104605.60","136375.29","138597.74","122796.78"," 62691.22"," 10970.69"," 22610.50","138739.79","134361.82","108517.49"," 70263.73","177233.96","148892.02"," 54250.83"," 90387.37"," 70615.62","155557.92","103468.82","119590.57","124725.52","119294.03","186263.30","119093.08"," 93678.16"," 93678.16"," 57785.55"," 58963.21","200401.45","132591.64"," 72058.49","120171.21","141079.57","116383.34"," 60844.70"," 89991.77","196416.31"," 62011.69"," 71029.72"
"M468.418T1628.573"," 538527.0"," 538527.0"," 538527.0"," 538527.0"," 720348.7"," 491928.7"," 454451.7"," 556922.7"," 494346.5"," 494910.2"," 831426.6"," 401633.5"," 533971.6"," 525691.3"," 530467.2"," 603362.1"," 542763.9","1075071.3"," 569715.4"," 631566.8"," 599908.3"," 531216.4"," 680026.0"," 549803.7"," 483769.5"," 643525.2"," 426574.9"," 572234.4"," 643757.9"," 662490.5"," 628881.4"," 650670.8"," 611993.4"," 524766.1"," 579643.1"," 811128.3"," 525412.1"," 557353.4"," 508473.3"," 628074.8"," 628074.8"," 426791.7"," 546895.7"," 566746.4"," 512028.7"," 534620.8","1147340.9"," 613220.9"," 614329.7"," 694111.8"," 519043.0"," 590892.6"," 765754.9"," 503251.0"
"M468.42T1635.273","609591.0","609591.0","609591.0","609591.0","670655.8","562909.8","717534.7","637181.8","564322.7","638318.6","641613.1","596728.6","555095.8","769522.1","655494.5","611482.3","658719.6","853141.4","628187.8","593997.8","705639.1","575872.9","686245.9","643936.7","555696.7","695656.4","632415.7","680563.0","653844.2","563406.4","639094.0","601101.0","891091.2","643806.5","434585.7","619189.9","574057.1","603652.0","634806.6","633374.7","633374.7","645697.5","613772.8","670677.9","443954.3","669002.0","953352.2","674591.7","633197.3","763939.5","618055.8","648027.4","713617.9","573223.8"
"M480.892T18.142"," 7463.249"," 7463.249"," 7463.249"," 7463.249","21310.369","12104.204","14816.475","15285.921","13692.056"," 7852.776","14607.617","14899.225","16274.678","14841.010","12393.121","14768.916","12604.353","16330.846","14816.614","20963.492","15320.358","11879.165","17829.389","13382.026","15107.380","10048.249","14503.259","14981.360","12876.698"," 5964.206","10093.699","15993.274","13931.670","23302.389","14724.571","12418.655","14489.841","14228.578","14875.807","13179.883","13179.883","14430.483","15417.926","13312.627","13283.732","12012.006","12111.514","14147.039"," 8583.965","14426.340","12288.756","14747.922","16391.026","14481.314"
"M496.906T15.036","37492.09","37492.09","37492.09","37492.09","76691.25","41759.64","48528.26","48246.60","49833.98","62836.95","45509.66","46465.58","46135.99","45203.51","41463.15","48059.75","41396.29","39847.18","42442.95","76830.71","46742.44","73969.12","38570.98","47746.81","47125.64","34636.48","43732.38","47456.46","40859.44","61349.40","61300.87","74029.42","47204.49","74767.44","46622.83","37433.35","49000.56","44930.77","77132.32","40334.91","40334.91","46063.78","49178.11","45457.97","47011.94","42996.60","40636.20","47191.75","39981.59","46032.43","49427.84","44065.80","45231.29","47776.90"
"M516.891T17.488","17577.98","17577.98","17577.98","17577.98","34139.97","17423.89","22590.36","22460.80","23990.78","14565.53","19345.11","23808.59","20537.43","20766.31","21827.38","21573.23","10132.29","20691.89","23947.63","32020.43","23014.17","35262.55","22393.80","19101.63","23112.41","19955.69","22155.25","24013.00","18434.08","12598.52","18324.47","30655.69","20761.52","28196.00","20576.62","18150.05","20070.36","20224.88","34672.83","17205.02","17205.02","21103.12","22159.13","21213.45","20176.42","20908.54","18453.42","22219.09","14200.62","16082.77","20448.33","19602.26","21264.44","21385.97"
"M516.892T11.105"," 9738.453"," 9738.453"," 9738.453"," 9738.453"," 9873.713"," 9457.213"," 9706.248","10310.333","10120.261","11543.980","11572.614","11937.838"," 8518.083"," 9795.143"," 8917.796","10550.331","19312.789"," 9759.021","11434.983","11637.523","11323.816","12386.936","10783.250"," 9906.955","12186.002","12863.358","10205.992"," 7800.459","11981.454","10723.619","11008.204"," 8805.957","14248.618"," 9300.624","12621.241","10169.021","11943.724","11073.994","12132.461"," 9915.658"," 9915.658","12708.010","13193.462","11457.045","11700.998"," 8856.814","10991.241","13171.396","10952.970","25168.129","10247.706","10387.017","10008.370","10202.902"
"M534.88T16.971","16048.47","16048.47","16048.47","16048.47","33126.37","20043.95","21640.92","19516.83","20101.27","14517.22","22486.06","23274.92","20360.90","17209.21","22240.81","22104.11","20467.59","22350.85","22866.39","31977.70","18895.65","33445.26","13203.61","22850.35","20981.74","18204.45","21233.22","21434.02","18714.88","25981.13","16611.62","35295.57","22821.02","32765.29","22996.60","17028.77","22386.96","19906.37","20786.86","18042.46","18042.46","21379.95","20532.50","31429.40","20129.35","18342.86","19102.81","21073.04","16003.87","23542.56","19412.06","18613.67","18166.34","18039.96"
"M536.899T13.11","13835.51","13835.51","13835.51","13835.51","13252.77","13589.19","12631.78","15199.47","16331.43","19565.87","13544.51","16659.07","14039.80","11969.05","12867.93","14891.01","12794.03","13906.06","11318.23","22691.36","12315.50","24483.02","14737.23","14438.79","14955.78","15435.05","13928.07","22878.36","13678.65","13724.46","15842.48","23773.11","12330.88","14024.84","14639.97","12278.73","14066.07","14600.87","24005.63","22413.18","22413.18","12629.78","15034.97","12218.11","11084.81","12882.86","15122.73","16481.30","13994.69","14758.27","12476.84","10070.12","15030.47","13095.96"
"M544.888T18.116","16499.33","16499.33","16499.33","16499.33","22514.98","17833.34","23571.15","23660.05","21964.97","14026.07","20085.22","23714.30","23408.01","22083.50","20784.56","22124.17","19340.86","23269.60","25225.55","24932.31","23524.75","26164.26","22323.22","21373.93","20472.14","15191.04","20650.62","21666.65","18349.84","12237.80","15686.08","33869.30","24451.66","20305.80","22607.80","19481.54","22286.66","20042.79","25269.30","18100.97","18100.97","20280.66","24929.47","20397.01","24632.62","23040.92","16700.42","22460.80","13687.37","27038.15","20484.63","20879.26","20928.60","21879.44"
"M573.464T1458.338"," 20605.445"," 20605.445"," 20605.445"," 20605.445"," 40220.007","224016.265","327422.743","177365.447","200069.187","277965.078","246798.067","140114.694"," 90939.283","162401.265","244713.407","419789.597","436507.684","361915.711","308896.224"," 18535.284","351597.174","  6304.365"," 34647.357","204181.390","168801.520","326093.340","160826.197","510741.458","439920.455"," 23596.176","362192.783"," 21405.349"," 93788.820"," 26105.455","211785.710","186227.869","131800.085"," 64692.192"," 20756.547","259700.468","259700.468","321061.515","261907.533","508441.618","313247.872","367696.130","521981.812","484710.214","303896.783","346276.033","369242.900","199974.451","202726.496","432995.858"
"M575.48T1424.867","     0.000","     0.000","     0.000","     0.000","  7391.474","203425.610","452210.292","182909.125","155703.021","223525.625","222623.830","135261.444"," 96640.683","162987.364","203931.869","350204.630","555728.929","357414.302","250895.039","     0.000","256733.333","     0.000"," 29251.055","193011.484","128092.606","255969.090","150319.248","317688.872","350246.618","  2861.096","273866.761","  6838.857"," 75003.485"," 39140.041","204077.470","184329.492","133238.830","  9547.894","  5653.759","252221.125","252221.125","224998.555","262074.165","366257.215","275484.431","300828.971","398715.044","286858.071","346509.731","280209.753","317793.748","180683.365","191251.648","463836.764"
"M591.475T1442.976"," 16810.17"," 16810.17"," 16810.17"," 16810.17"," 60521.67","194575.36","298710.91","163814.63","211967.35","270201.82","185223.84","103115.57","114751.03","116141.36","192339.28","380837.41","391310.56","308588.60","316512.21"," 32129.56","428745.36"," 21679.73"," 89845.91","191954.90"," 82077.62","205923.38","115553.24","433780.28","436218.35"," 25580.96","419808.41"," 30185.86"," 72155.20"," 27867.73","177124.34","165293.07","129873.99"," 48748.61"," 21034.01","244904.27","244904.27","276211.16","214161.08","512783.47","242030.03","337789.00","561284.45","451957.95","304918.86","307750.90","286444.39","136593.08","207577.64","414345.26"
"M602.869T15.948","23591.40","23591.40","23591.40","23591.40","45517.96","19931.62","30466.63","30320.08","31541.86","21322.92","29201.19","28074.62","19584.58","32045.64","33518.57","20278.65","30453.78","25405.78","26104.08","44062.84","29709.08","43600.80","26817.77","26384.54","31041.25","28563.43","30801.21","30592.81","27719.50","36499.17","39819.30","43807.03","32847.58","28189.28","30149.90","25364.80","25115.12","31058.90","46667.72","23980.32","23980.32","29397.25","32590.85","29323.71","31082.55","28132.14","28602.07","31218.51","36115.61","24144.21","24565.40","34053.86","47050.48","31271.53"
"M612.874T18.123","11716.75","11716.75","11716.75","11716.75","18226.11","16147.70","17320.80","17894.56","18123.63","11886.33","14350.22","18022.15","18046.98","16820.75","14583.20","17289.71","15672.84","17969.75","17937.61","24328.72","21333.11","19145.26","17441.83","17195.43","18375.57","15885.51","16614.98","18073.98","13801.54","10720.89","13240.82","25410.00","17804.73","16510.49","18057.72","16947.91","18429.12","15641.38","18469.85","16239.02","16239.02","15354.79","20201.08","18622.43","20002.99","15322.21","14367.43","17438.85","11642.16","19489.18","17668.85","15668.91","15914.28","18161.10"
"M612.876T11.11"," 7839.632"," 7839.632"," 7839.632"," 7839.632"," 7415.535"," 6766.038"," 8114.994"," 8674.770"," 9165.784"," 6755.098"," 6690.240"," 8212.589"," 8429.854"," 9693.065","10451.182"," 9464.308"," 8551.878"," 8876.786"," 9513.314"," 8717.407","13658.085"," 8603.595"," 8473.382","10565.501"," 9334.206"," 9580.846"," 7192.337"," 7371.907"," 6841.122"," 7485.843"," 6741.027"," 7693.979","10814.680"," 6233.469"," 7341.314"," 8053.895","10180.450"," 8752.438"," 8442.154","16236.257","16236.257"," 8231.384","12517.440"," 8512.732"," 9347.404"," 6518.123"," 7868.684"," 9979.339"," 8465.938"," 8598.368"," 8969.043"," 7216.667"," 8294.196"," 8049.647"
"M626.856T18.124","14638.808","14638.808","14638.808","14638.808","21060.328","17676.872","20430.425","20483.447","19681.494","14437.370","19927.126","20434.001","18921.896","17676.825"," 8553.584","19295.714","16483.240","18848.376","19577.820","19710.421","18377.577","18501.165","16837.971","20697.908","20634.649","14880.901","18716.675","21177.631","18482.657","13864.826","14261.712","20280.660","18692.376","17490.808","20131.209","18382.535","19604.638","16670.625","22500.011","17500.169","17500.169","19508.109","21097.102","17855.406","19152.305","16616.694","17288.134","19053.577","14621.734","21450.828","19061.634","20520.844","19537.809","18924.604"
"M626.858T11.105"," 7548.654"," 7548.654"," 7548.654"," 7548.654"," 7965.317"," 9010.952"," 6348.943"," 7477.097"," 7980.709"," 7693.977"," 9709.040"," 7768.719"," 7567.619"," 7230.465"," 7573.426"," 8039.286"," 6247.155"," 8166.939"," 7731.597"," 9947.754"," 7440.734"," 7283.976"," 7867.854"," 9658.970"," 8674.203"," 9144.877"," 6979.736"," 8784.319"," 8217.774"," 7912.700"," 8859.528"," 9885.568"," 8541.548"," 5941.731"," 9961.815"," 9051.072"," 9486.374"," 8289.951"," 7436.801"," 8170.564"," 8170.564"," 7003.809"," 7711.064","10675.809"," 7189.693"," 6133.936"," 8083.686"," 9366.308"," 7763.149","10822.784"," 7363.405"," 6597.865"," 7412.048"," 9969.854"
"M631.468T1459.998"," 35823.56"," 35823.56"," 35823.56"," 35823.56"," 68235.90","412208.27","591543.81","268902.48","448006.99","445937.97","324867.26","220797.08","155948.63","262671.78","459914.67","600585.72","724316.02","479724.91","457474.18"," 36074.58","658895.42"," 32942.64"," 47366.36","329979.25","327677.41","536931.59","209355.88","766409.74","651419.33"," 58733.88","730394.53"," 43684.74","127396.81"," 49627.53","298898.56","308431.55","217504.37","104003.46"," 29527.62","428102.64","428102.64","556866.49","448276.65","814197.95","503233.46","621900.19","501729.34","665507.94","546436.59","607188.14","579159.76","321588.72","350371.03","790406.03"
"M632.472T1474.795"," 14085.93"," 14085.93"," 14085.93"," 14085.93"," 40483.11","182964.99","279545.86","109593.96","184953.30","182243.08","158263.83","100157.43"," 97344.45","119461.22","208004.03","265286.40","290675.11","204897.56","198129.95"," 22785.55","304919.33"," 21125.98"," 30378.21","162820.41","129417.23","231458.72","112717.20","324133.76","267189.18"," 12383.44","299996.72"," 21337.97"," 64890.44"," 31303.60","142508.14","126186.69","125875.13"," 48904.06"," 11880.83","182312.62","182312.62","243774.77","199040.55","381257.55","243755.81","286021.57","236130.64","300330.89","234663.03","260219.54","261228.62","162017.79","163784.26","403939.67"
