"","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","con_12","con_12","con_12","dro_12","dro_12","dro_12","dro_12","foc_12","foc_12","foc_12","foc_12","xvm_12","xvm_12","xvm_12"
"M1236.261T13.111","-0.041269608","-0.218981670"," 0.173222681","-0.374260201","-0.039326867"," 0.155728842"," 0.186205872"," 0.057163434","-0.007328615","-0.207262926"," 0.213328863"," 0.041162902"," 0.152223019","-0.090605725"
"M1236.508T13.11","-0.36376633"," 0.11912499"," 0.10718119"," 0.05787016","-0.14773076"," 0.13238467","-0.11960212"," 0.18808434"," 0.20115207","-0.10455766"," 0.19997570","-0.03093608","-0.01968113","-0.21949905"
"M1236.757T13.113"," 0.26919382","-0.16240215"," 0.19149341"," 0.24856084"," 0.10538007"," 0.13687232"," 0.23788212","-0.02552288","-0.19103062","-0.26912260","-0.25247054"," 0.16930571","-0.31405025","-0.14408926"
"M1239.261T16.121"," 0.1786840881","-0.1856391442"," 0.3094949824"," 0.5697922712","-0.1839461648","-0.0153126406"," 0.0993070155","-0.0117414193"," 0.0022419032","-0.3028315102","-0.0007300075","-0.1090113063","-0.4406502350"," 0.0903421674"
"M1239.758T16.118","-0.01726300","-0.04067529"," 0.23886247"," 0.17646236"," 0.13309183"," 0.25857492"," 0.11847964","-0.28437872","-0.07565441","-0.54577688","-0.33576143"," 0.18564558","-0.06541169"," 0.25380463"
"M1240.758T13.111","-0.34740954"," 0.08430735"," 0.10351819"," 0.17672350","-0.07632983"," 0.04896202","-0.52659943"," 0.03194917","-0.09555520"," 0.10470278"," 0.13611731"," 0.29662692"," 0.22715405","-0.16416728"
"M1242.097T13.11","-0.04951417","-0.04039253"," 0.08502259"," 0.11817013","-0.22653135"," 0.04769116"," 0.15096464","-0.14064467"," 0.27359907","-0.20924470"," 0.04322677"," 0.11006108","-0.01883337","-0.14357464"
"M1242.254T13.111","-0.18151150"," 0.12900198"," 0.28501552","-0.04026598","-0.25290676","-0.16335425"," 0.10525305","-0.15157372"," 0.15096405"," 0.14766774"," 0.05963129","-0.17534111","-0.08874409"," 0.17616377"
"M1244.755T16.127"," 0.2555721"," 0.0278252"," 0.3638214","-0.1433807"," 0.1523279","-0.2271347"," 0.3043560","-0.3171486","-0.1117511","-0.3500855","-0.1824698","-0.1096379"," 0.1892180"," 0.1484877"
"M1246.09T13.111","-0.20124111"," 0.08683071"," 0.19167449"," 0.13455631","-0.13681087"," 0.22294434"," 0.03452499","-0.19026818"," 0.04167001","-0.13571606","-0.12306147"," 0.08734380"," 0.19723602","-0.20968298"
"M1248.757T12.109","-0.642948904","-0.258016298"," 0.273800641"," 0.267635058","-0.098728240"," 0.191735114"," 0.196407680","-0.161258926"," 0.039089306"," 0.301852238"," 0.006961829","-0.376743645"," 0.208732401"," 0.051481747"
"M1249.252T16.068","-0.10225176","-0.11694439","-0.02849855","-0.09061056"," 0.14056976"," 0.43431869"," 0.24301456"," 0.13236157","-0.05859754","-0.45937134","-0.11095902","-0.26733026"," 0.08070767"," 0.20359116"
"M1252.751T12.611","-0.08116547","-0.05222572"," 0.29396426"," 0.14073489","-0.11433170"," 0.03544965"," 0.14821048","-0.13976597","-0.09024406"," 0.21655792","-0.61998553"," 0.19989018"," 0.07398044","-0.01106938"
"M1253.753T13.111","-0.17590319"," 0.13370801"," 0.24235112","-0.05871057","-0.04012238"," 0.28157708","-0.08590949"," 0.07913782","-0.06656054"," 0.05696904","-0.06855504","-0.12472050","-0.08709018","-0.08617122"
"M1254.751T15.127"," 0.27744904","-0.65534766"," 0.41226363","-0.42027182"," 0.19414843"," 0.26990191","-0.24324594","-0.34333042"," 0.05035072"," 0.17391100","-0.18515230"," 0.16459893"," 0.09483307"," 0.20989142"
"M1254.754T12.114","-0.05089098","-0.13728613"," 0.23272524"," 0.09364081","-0.22089667"," 0.06343439"," 0.05232987","-0.51937223"," 0.15990725"," 0.39250088"," 0.10116435"," 0.20381143"," 0.02574421","-0.39681244"
"M1259.256T13.11"," 0.02535312","-0.31745684"," 0.11529991"," 0.20076643"," 0.05779738","-0.12928752"," 0.10940666","-0.40766634","-0.09937625"," 0.12719834"," 0.22529907","-0.06565494"," 0.18438595","-0.02606497"
"M1260.261T13.111","-0.03650094"," 0.06733019","-0.02610234"," 0.03661209","-0.56381399"," 0.09625923"," 0.12987758","-0.11576308"," 0.10596508"," 0.03124612"," 0.08794792"," 0.14997922"," 0.18163792","-0.14467500"
"M1261.747T16.619","-0.059205437"," 0.009996513"," 0.014578533","-0.112164661"," 0.016331127"," 0.162252749"," 0.142056594"," 0.151103944"," 0.193858469","-0.473158077","-0.218620920"," 0.100252809"," 0.229792213","-0.157073857"
"M1263.416T13.112"," 0.063874701","-0.037065238"," 0.099449052","-0.005423813","-0.198986528"," 0.096421841","-0.155742311","-0.067492831","-0.163859276"," 0.187319572"," 0.212122912"," 0.254593976"," 0.009174676","-0.294386732"
"M1263.419T13.11"," 0.06731307"," 0.09164236"," 0.09074604","-0.16412770","-0.23789986"," 0.06757344","-0.08461258"," 0.05065875","-0.17422762"," 0.18251036"," 0.23246586"," 0.25709821","-0.06904380","-0.31009653"
"M1263.753T13.111"," 0.02387588"," 0.20336381","-0.23868951","-0.06266780"," 0.03208850"," 0.14703249"," 0.10197061","-0.04232259","-0.02186917","-0.29959209","-0.04422473"," 0.15095133"," 0.06717930","-0.01709604"
"M1264.253T13.111","-0.16023903"," 0.17963968","-0.15716315","-0.10333320","-0.04599408"," 0.03215756"," 0.14581216","-0.09704982","-0.07434613"," 0.17916857"," 0.19489572","-0.04708516"," 0.14521703","-0.19168016"
"M1265.418T15.06"," 0.356862550","-0.147030670"," 0.279056637","-0.067575750"," 0.219960197","-0.006909107","-0.215557698"," 0.117082038","-0.127788737"," 0.041257999","-0.401892331"," 0.242548400","-0.463377899"," 0.173364371"
"M1268.752T12.109","-0.226814716","-0.040525781"," 0.643637284","-0.234386688"," 0.004648012","-0.036786538"," 0.014509497","-0.292650917","-0.301831339"," 0.067604571"," 0.167950459","-0.156660051","-0.169040002"," 0.560346212"
"M1270.248T13.113","-0.063257957","-0.023855490"," 0.174192005","-0.215281877","-0.237263470","-0.086608477"," 0.124389930","-0.034570020"," 0.070746779","-0.007319285","-0.070149979"," 0.061581866"," 0.173757242"," 0.133638732"
"M1271.749T14.113"," 0.17168153"," 0.16555395"," 0.19614462"," 0.21161747"," 0.15552524","-0.39550066","-0.53248085"," 0.23478206"," 0.08746254"," 0.01010562"," 0.19997597"," 0.03770186"," 0.15174590","-0.69431523"
"M1276.751T13.111","-0.007904536","-0.223668854"," 0.177136094"," 0.072981609","-0.191685307"," 0.102383035"," 0.249446193","-0.152733833","-0.086002732","-0.138986032"," 0.039318190"," 0.214370212"," 0.005324103","-0.059978143"
"M1279.087T13.111"," 0.10001525"," 0.10704854"," 0.26725684"," 0.21172610","-0.12024219"," 0.01659206"," 0.02759507","-0.15360292","-0.38996870","-0.18885460","-0.02896851"," 0.09019376"," 0.02858067"," 0.03262862"
"M1282.251T13.11","-0.14708941"," 0.01084234","-0.05082890","-0.11581612","-0.18220396"," 0.13561537"," 0.30639191","-0.21685130","-0.08143399","-0.05357174","-0.00308705"," 0.13231383"," 0.11602909"," 0.14968995"
"M1284.736T17.123"," 0.09771216"," 0.41381936"," 0.19124692"," 0.18972575"," 0.06849068"," 0.20467675"," 0.06493649","-0.32082123"," 0.11433229","-1.41205615"," 0.04907999"," 0.08590652"," 0.35089839","-0.09794792"
"M1284.745T13.108"," 0.73834750","-0.40943314","-0.12753033","-0.34136770","-0.52410196","-0.02505044"," 0.36921310","-0.07617093"," 0.13344561","-0.02540320"," 0.01624863"," 0.23142189"," 0.10075583","-0.06037486"
"M1287.085T13.11"," 0.02959831"," 0.05453736"," 0.14474850","-0.06362338","-0.08353406"," 0.04243930"," 0.02184153"," 0.01013266","-0.05539036","-0.32067093"," 0.15489241"," 0.27760768"," 0.01707491","-0.22965393"
"M1287.246T13.111","-0.17685906","-0.03702426"," 0.06936964"," 0.03149592","-0.09293604"," 0.22238679"," 0.29079602","-0.30279232","-0.13357537","-0.08733302"," 0.05206808"," 0.01743149"," 0.20653555","-0.05956341"
"M1287.747T14.113"," 0.266325411"," 0.126327457","-0.107693135","-0.201621745","-0.358669802"," 0.048975811"," 0.068497422"," 0.056264217"," 0.355659797","-0.107753313"," 0.007845106","-0.181166779"," 0.118411818","-0.091402265"
"M1288.745T12.11","-0.079947241"," 0.051010267"," 0.005492709","-0.079977019","-0.273570799","-0.059658902","-0.140555479"," 0.094050253"," 0.084646393"," 0.187787359"," 0.467634291"," 0.064167582"," 0.023338320","-0.344417736"
"M1290.742T13.115"," 0.34935859","-0.36895391","-0.04635760","-0.11534973"," 0.21810908","-0.21270574","-0.29371469"," 0.41767517"," 0.16659752"," 0.29278054","-0.35133669","-0.05712292","-0.04085768"," 0.04187806"
"M1298.242T13.11","-0.17897890","-0.37711320"," 0.21856280"," 0.09302918"," 0.08392265"," 0.27645339","-0.29002641"," 0.23812164","-0.20947328","-0.04446027"," 0.19668340"," 0.04498485","-0.33248920"," 0.28078335"
"M1298.493T13.112"," 0.0008065414"," 0.0852164075","-0.0297456612","-0.1081544845","-0.0765580707"," 0.0136860544"," 0.1548348031","-0.2650532849","-0.0563044480","-0.1138839129","-0.1366692454"," 0.0620213666"," 0.0496727370"," 0.4201311976"
"M1298.744T13.109","-0.146661163","-0.149379228","-0.015717885","-0.108389930"," 0.022466101"," 0.044643054"," 0.188087754","-0.360345607"," 0.174247289","-0.122723048"," 0.032503669","-0.001289063"," 0.059555512"," 0.383002546"
"M1302.741T15.616"," 0.07035879","-0.10264332"," 0.04048282","-0.26095446"," 0.20278989"," 0.04226394"," 0.28945184","-0.75959540","-0.11365022"," 0.08810007"," 0.17452198"," 0.16961542"," 0.25461573","-0.09535708"
"M1311.443T14.616","-0.07046386"," 0.09251965","-0.13753859","-0.09903238","-0.46921269"," 0.02448672"," 0.18966546","-0.22418756"," 0.24725224","-0.24135716"," 0.05903763"," 0.30601947"," 0.24314447"," 0.07966662"
"M1316.076T13.111","-0.078940643","-0.182147610","-0.106050020"," 0.131693647","-0.275981141"," 0.268311438"," 0.140912787"," 0.018252543","-0.169061609"," 0.104139912","-0.051230458"," 0.002143774"," 0.150251281"," 0.047706099"
"M1323.744T13.111","-0.17316389"," 0.03394842"," 0.09820908"," 0.01976298","-0.39812443"," 0.24214562"," 0.07908411","-0.20154930"," 0.07025603","-0.18792417"," 0.12500585"," 0.15357287"," 0.25269734","-0.11392049"
"M1324.415T13.11","-0.010571339"," 0.232730783","-0.134878268","-0.056679595","-0.247521658","-0.180511226"," 0.114170124"," 0.116477950","-0.055502654","-0.121741819"," 0.369740269"," 0.001976245"," 0.023721577","-0.051410388"
"M1328.746T13.11"," 0.11125166","-0.09148072"," 0.13512976","-0.16614940","-0.20992998"," 0.14841938","-0.01259376"," 0.09855558","-0.07596185"," 0.05812431","-0.17064356"," 0.22038410"," 0.09253577","-0.13764129"
"M1332.239T13.111","-0.08175836"," 0.14870504","-0.01046043","-0.38989285","-0.08484922"," 0.02991999"," 0.11122117","-0.12130521"," 0.08119727"," 0.05727994","-0.12539056"," 0.20698783","-0.09427029"," 0.27261568"
"M1334.742T13.111"," 0.229908085"," 0.071419335"," 0.326154869"," 0.039983713","-0.129824541","-0.028205941","-0.003250097","-0.220711255","-0.119552469","-0.139469495","-0.055760144","-0.010371841"," 0.130694134","-0.091014353"
"M1336.742T13.121"," 0.16719621"," 0.09949497"," 0.13968775","-0.09443418","-0.16733646"," 0.08218582","-0.62951264"," 0.13180692","-0.01202595"," 0.05061800"," 0.17142085","-0.04536865"," 0.08158159"," 0.02468577"
"M1337.74T13.11","-0.29377478"," 0.15551121"," 0.15195837"," 0.02458306","-0.18847578"," 0.14116698"," 0.02129474","-0.22774623"," 0.01162324"," 0.05693100","-0.02826383"," 0.17852522"," 0.11792512","-0.12125831"
"M1338.07T13.111","-0.01254785"," 0.02889114","-0.08819302"," 0.06280930","-0.23436887"," 0.01511068"," 0.14397753"," 0.06363750"," 0.08765500","-0.14428003"," 0.01526549"," 0.02840000"," 0.20435234","-0.17070919"
"M1338.236T13.111","-0.05140590"," 0.07157933"," 0.28398026"," 0.14347299","-0.24810567"," 0.04940584"," 0.10292931","-0.14272966","-0.06743799","-0.02886581","-0.06798996"," 0.03607071"," 0.12699533","-0.20789879"
"M1342.731T13.115"," 0.59019585","-0.50856788","-0.32774379","-0.41025601"," 0.03659482"," 0.04423287"," 0.08191467","-0.08251011"," 0.11702194"," 0.07121053"," 0.16196743"," 0.10966295"," 0.03551191"," 0.08076484"
"M1347.401T13.112","-0.15709604"," 0.07469105"," 0.15241336"," 0.13281985","-0.20628226"," 0.07172470"," 0.14469257"," 0.12543607","-0.08320208","-0.11409458","-0.12092449"," 0.15129106"," 0.03552051","-0.20698971"
"M1348.065T14.094","-0.36364799"," 0.13433322","-0.72179531"," 0.30983420","-0.03468199"," 0.10840275"," 0.15233427"," 0.14353375"," 0.16671780","-0.03194695"," 0.10178447"," 0.09166705","-0.01682420","-0.03971108"
"M1349.236T13.112","-0.07273092","-0.09119724"," 0.15207619"," 0.21386878"," 0.04270430"," 0.03867407","-0.36358313","-0.13500625"," 0.10050915","-0.16890532"," 0.07533995","-0.06475165"," 0.30506158","-0.03205953"
"M1350.732T15.948"," 0.002839777"," 0.194850920"," 0.101845387"," 0.297958819","-0.133618355","-0.120264573","-0.133080143"," 0.043486928"," 0.322147698"," 0.029907981","-0.769072222"," 0.223326813","-0.099771127"," 0.039442098"
"M1350.741T12.108","-0.256838605"," 0.144912769","-0.090746003","-0.191784768","-0.494561331"," 0.293257568"," 0.091429322"," 0.002921845"," 0.202571332"," 0.296470047"," 0.146490130","-0.058840640"," 0.143655261","-0.228936928"
"M1352.731T15.036","-0.09819808"," 0.16379146"," 0.11818517"," 0.11178298"," 0.04246058","-0.54082585","-0.40588620"," 0.01421903"," 0.21440788","-0.12189985","-0.11733577"," 0.06796997"," 0.35665674"," 0.19467195"
"M1354.065T13.114","-0.009192083"," 0.097796280","-0.068854588"," 0.013790554","-0.363780368"," 0.220304145"," 0.033092121","-0.032331761","-0.145375536","-0.011272210","-0.231090283"," 0.213144991"," 0.148714964"," 0.135053772"
"M1354.067T13.111","-0.16764779"," 0.10557295"," 0.03167420"," 0.06461151","-0.36526366"," 0.20646617"," 0.10766759","-0.03780997","-0.14741050","-0.02200457","-0.22972437"," 0.20018969"," 0.13560857"," 0.11807018"
"M1355.23T13.109","-0.265047270","-0.006970931","-0.162265288","-0.155859324","-0.141116257"," 0.058896255"," 0.226752078","-0.165431895"," 0.074225146"," 0.166111113"," 0.177535227"," 0.073774080"," 0.033830684"," 0.085566380"
"M1355.233T13.111","-0.25179376","-0.06852719"," 0.10256109","-0.14275202","-0.12836211"," 0.07274738"," 0.11777652","-0.28252762"," 0.08702438"," 0.17878731"," 0.19019613","-0.02016454"," 0.04668400"," 0.09835043"
"M1355.738T13.11"," 0.065634501"," 0.027560569"," 0.004828863"," 0.126935209","-0.158402851"," 0.094752530"," 0.370371495","-0.060246629","-0.004923425","-0.148203038","-0.009330757"," 0.110923971","-0.248556798","-0.171343642"
"M1356.732T13.109"," 0.078202956"," 0.093843580"," 0.176690530"," 0.120385168","-0.325227442"," 0.103114885"," 0.238457768","-0.230967594"," 0.247009404","-0.109585165","-0.100842073"," 0.003611972","-0.159662963","-0.135031026"
"M1363.728T17.123"," 0.04379148","-0.16312683"," 0.25585470"," 0.06616680","-0.08605291","-0.03356595","-0.08690925"," 0.11440640"," 0.03962257","-0.58856013","-0.04231104"," 0.21166149"," 0.18359371"," 0.08542896"
"M1372.988T13.614"," 0.136758775","-0.244069232"," 0.246729826"," 0.132184707","-0.016080052","-0.544364772"," 0.113893024"," 0.048056878"," 0.003037287"," 0.069402713"," 0.016215655","-0.019414812"," 0.140816519","-0.083166517"
"M1377.398T13.111"," 0.02186289","-0.02597494","-0.03416411"," 0.07187318","-0.32984621"," 0.05396435"," 0.22033337"," 0.15431436","-0.10383995","-0.20002052","-0.05264800"," 0.18565360"," 0.28262884","-0.24413688"
"M1377.734T13.11","-0.009966948"," 0.072402088"," 0.208555638"," 0.068461481","-0.219668390"," 0.284473939"," 0.144894732","-0.190518279"," 0.015307253","-0.161858154"," 0.059970227","-0.089506140"," 0.142474561","-0.325022007"
"M1378.067T13.109"," 0.16534208"," 0.01478835"," 0.02923912","-0.66259515","-0.25330026"," 0.12299760"," 0.32852540","-0.07805483","-0.01193914"," 0.16636615","-0.17515349"," 0.25793816"," 0.29106125","-0.19521522"
"M1378.224T13.118","-0.35980819"," 0.18922836","-0.32245270"," 0.14368337","-0.10093424"," 0.12182008","-0.04205875"," 0.09346656"," 0.24703350","-0.12676059","-0.04638947"," 0.23517698"," 0.06154222","-0.09354714"
"M1378.729T13.111","-0.0406451272"," 0.0787727013","-0.1765222292","-0.0333030522","-0.3183279611"," 0.2895524359"," 0.0415963216","-0.1038769141"," 0.0847808300","-0.0294473079"," 0.1582807059","-0.1038787188"," 0.1527935155"," 0.0002248004"
"M1378.733T13.109","-0.15167482"," 0.20469598","-0.24572660","-0.09275447","-0.28995745"," 0.31949365"," 0.04064088"," 0.01169226"," 0.07952013","-0.02490011"," 0.14734641"," 0.02825954"," 0.05992573","-0.08656114"
"M1384.234T13.11"," 0.10111945"," 0.15189602","-0.06942319","-0.02672740","-0.10895695","-0.14167089"," 0.27700033"," 0.07462071","-0.03715044"," 0.18554866"," 0.19125272"," 0.18270432","-0.30623297","-0.47398039"
"M1386.725T14.12","-0.071711516"," 0.108466038"," 0.101376487"," 0.008114112","-0.174126396"," 0.254587360","-0.060736439"," 0.132915531","-0.330157088","-0.071645232"," 0.303933057","-0.400540837"," 0.281432162","-0.081907240"
"M1388.062T13.11"," 0.61825704","-0.31662577"," 0.02070306","-0.59025991"," 0.02409518","-0.36674002"," 0.42347384"," 0.11931099","-0.40965770"," 0.24486145"," 0.04989579","-0.08072340"," 0.13237402"," 0.13103544"
"M1389.224T13.115"," 0.01920494"," 0.15567890"," 0.07628509","-0.07124121","-0.47565733","-0.05877768"," 0.13109687","-0.01572154","-0.12088737"," 0.04372955"," 0.17382306","-0.11065831"," 0.19874916"," 0.05437587"
"M1390.227T13.111","-0.181981218","-0.057226586"," 0.166320318"," 0.093737287","-0.151871492"," 0.349742138","-0.312625463"," 0.013685351"," 0.109763222","-0.005800809","-0.211090965","-0.087439483"," 0.256361554"," 0.018426146"
"M1392.401T13.109","-0.14337449","-0.19791317","-0.03543244"," 0.02391774","-0.21220458"," 0.08442277","-0.21228391"," 0.04219023"," 0.34447454"," 0.12248613"," 0.10425473"," 0.07374813","-0.13068186"," 0.13639618"
"M1396.23T13.109","-0.180955019"," 0.024408619"," 0.361276713"," 0.187236168","-0.269117160","-0.117425591"," 0.159050721","-0.170097733","-0.091126653","-0.116479710"," 0.136367128","-0.086353868"," 0.158034124"," 0.005182261"
"M1397.732T14.114","-0.116120207","-0.016738737"," 0.111986895"," 0.144545599","-0.103976673","-0.178619627"," 0.304902730"," 0.144735484"," 0.036909905"," 0.012605692"," 0.018897738"," 0.001224479","-0.193613278","-0.166739999"
"M1400.054T13.115"," 0.017207648"," 0.059638481"," 0.008345224","-0.028838469","-0.146353965"," 0.017328018"," 0.251980892","-0.253457075"," 0.058832100","-0.135961732"," 0.042747815"," 0.216341153"," 0.120757695","-0.228567784"
"M1407.221T13.588"," 0.171341454","-0.138867639","-0.095400003"," 0.007414108"," 0.016308407"," 0.209320374"," 0.130483155","-0.582393826"," 0.159316142","-0.044311643"," 0.104803205"," 0.139661020"," 0.084204666","-0.161879421"
"M1412.721T13.112","-0.136328543","-0.224815758"," 0.064252386","-0.102569111","-0.153717270"," 0.110256483"," 0.147070285","-0.136268365"," 0.040957714","-0.158014215","-0.002081089"," 0.322134297"," 0.037428605"," 0.191694581"
"M1413.222T13.11"," 0.08750922"," 0.22595035","-0.21998860"," 0.07487708","-0.07960831","-0.10475966"," 0.07056172","-0.21311426","-0.07733133"," 0.16491170"," 0.08143721","-0.13941020"," 0.31061146","-0.18164639"
"M1414.729T13.11","-0.051875344","-0.014382718"," 0.130185849","-0.023106302","-0.465819955"," 0.168943186"," 0.071480136","-0.037520900","-0.025227666"," 0.115853988","-0.009448718"," 0.178824028"," 0.055151439","-0.093057024"
"M1415.719T14.621"," 0.034725827"," 0.008716005","-0.024137823"," 0.296495245","-0.046552181"," 0.199781561"," 0.141876267","-0.101406473"," 0.053549499","-0.250705634"," 0.019702035","-0.025468461"," 0.067695923","-0.374271788"
"M1417.465T13.61","-0.42845713"," 0.09297270"," 0.31139475","-0.28637455","-0.43443929"," 0.16197562"," 0.17829131","-0.14253223"," 0.22999901"," 0.47832804"," 0.11768026","-0.14428966","-0.02934324","-0.10520558"
"M1418.72T12.097","-0.22626303"," 0.17921439","-0.11523250","-0.34715037","-0.13521453","-0.17348296","-0.01521779","-0.20054548"," 0.09524118"," 0.41481144"," 0.40817788"," 0.10790630"," 0.09387957","-0.08612410"
"M1419.724T14.619"," 0.24948854","-0.32047979","-0.01940491"," 0.02989677","-0.01856039","-0.08278007"," 0.04118875","-0.33973354","-0.14145078"," 0.29268284","-0.02620354","-0.04255114"," 0.07834403"," 0.29956323"
"M1422.052T13.142","-0.324509797"," 0.075717275","-0.207211673","-0.142009057"," 0.176717740"," 0.105073991"," 0.163348137","-0.092687765"," 0.166564157"," 0.178571522","-0.001019128","-0.169146239"," 0.121232312","-0.050641475"
"M1428.722T13.111","-0.00306047","-0.03446072"," 0.07142624"," 0.07654809","-0.09475136"," 0.22175032","-0.15247442","-0.20823094"," 0.01124053","-0.14642665","-0.17834265"," 0.30432390"," 0.03957802"," 0.09288011"
"M1429.059T13.111","-0.18909930"," 0.35303094","-0.05953668"," 0.01006236","-0.61358060"," 0.02972620"," 0.25478409"," 0.23456499"," 0.18850044"," 0.14898160","-0.08560083","-0.07794718"," 0.26244127","-0.45632731"
"M1434.718T13.115","-0.09800620","-0.00976087","-0.04173672","-0.19281398","-0.24197469"," 0.23820986"," 0.20416964","-0.28954904","-0.19785696"," 0.01254537"," 0.25903357","-0.05018513"," 0.21518181"," 0.19274336"
"M1436.722T13.111","-0.220618946","-0.220277162"," 0.196870451"," 0.094967640","-0.181284587"," 0.045269889"," 0.231484336","-0.123959723"," 0.011909863","-0.155575688"," 0.097882548"," 0.116696605"," 0.112290483","-0.005655708"
"M1437.72T13.111"," 0.010625801","-0.354915240"," 0.231583597"," 0.027255233","-0.107707008"," 0.061154031"," 0.093280055","-0.087558910"," 0.065819477"," 0.150027185"," 0.029448604","-0.368334088"," 0.251292106","-0.001970845"
"M1438.046T13.106"," 0.258247580","-0.042308174"," 0.195420149","-0.082581055","-0.290508896"," 0.211613158","-0.019619826","-0.056947173","-0.001442071"," 0.013328394"," 0.043972843"," 0.019820100","-0.074736246","-0.174258784"
"M1440.718T13.112","-0.195853430"," 0.031073057","-0.008639511"," 0.146133430","-0.299399904"," 0.035116241"," 0.063905810","-0.007412692"," 0.233646751","-0.241153393","-0.083425370"," 0.118011743"," 0.102588675"," 0.105408593"
"M1440.72T13.11","-0.171963535","-0.105394006"," 0.007101238"," 0.155081902","-0.271002784","-0.150145226"," 0.260231669"," 0.008274656"," 0.145748734","-0.215291658","-0.022730925"," 0.128239551"," 0.115665388"," 0.116184997"
"M1446.718T13.11","-0.04231435","-0.24248967"," 0.17198947","-0.06187322","-0.11033954"," 0.01066965"," 0.06251315"," 0.25074386"," 0.07567553","-0.07666729"," 0.11304801"," 0.21235993","-0.02626703","-0.33704850"
"M1447.213T13.111"," 0.07580865"," 0.05628230"," 0.07400107","-0.21393642"," 0.04324939"," 0.16191450"," 0.30349417"," 0.22513424","-0.08732845","-0.12223327","-0.04658319","-0.22975713"," 0.01678929","-0.25683516"
"M1448.712T16.544"," 0.86685080","-0.06008336"," 0.17715270","-0.20218016"," 0.03499634"," 0.10722312"," 0.15293307"," 0.09877280","-0.09889939","-0.42500833","-0.35955643","-0.09774798","-0.02120900","-0.17324418"
"M1451.39T13.11","-0.224842905"," 0.004754946"," 0.029521820"," 0.254051541","-0.086111120"," 0.020765260"," 0.007709165","-0.083646940","-0.149118969","-0.135366981"," 0.092629889"," 0.161498178"," 0.090212497"," 0.017943618"
"M1451.392T13.111","-0.251359631"," 0.068458454"," 0.006481114","-0.022034614","-0.034107467"," 0.083559457","-0.015869675","-0.110143190","-0.042362422","-0.160348292"," 0.070302097"," 0.265776641"," 0.069024947"," 0.072622581"
"M1452.053T13.111","-0.015222433"," 0.028731757"," 0.201130962"," 0.033888628"," 0.011487018"," 0.353339637","-0.158038122","-0.102353423","-0.331907611","-0.208025912"," 0.031757113","-0.093603970"," 0.244696474"," 0.004119882"
"M1458.718T12.108"," 0.083767973","-0.072748282"," 0.191468757"," 0.037074857","-0.005017932"," 0.138383826"," 0.044205554","-0.232374288"," 0.034246581","-0.235911662","-0.085730199"," 0.248278866","-0.022998642","-0.122645410"
"M1460.049T13.11","-0.16156891","-0.14053628"," 0.06781292"," 0.11143068","-0.02815444","-0.03016203"," 0.29145526","-0.19404381"," 0.38546085","-0.13949877","-0.11835772","-0.15457662"," 0.12818447","-0.01744559"
"M1460.051T13.111","-0.157768856","-0.196439060"," 0.139757494"," 0.092023579","-0.009972502","-0.011451196"," 0.173030192","-0.074973894"," 0.350589454","-0.133319588"," 0.138553059","-0.150022813","-0.004160618","-0.155845250"
"M1461.717T12.108","-0.133924597"," 0.145775207"," 0.083677532","-0.003731689","-0.126833544"," 0.357782310"," 0.061802231","-0.114398759"," 0.231287546"," 0.148459127"," 0.085614468","-0.777292417"," 0.073626092","-0.031843506"
"M1464.714T13.136","-0.19427535","-0.01157365","-0.18939948"," 0.03523719","-0.12900207"," 0.10129346"," 0.20749452","-0.10127603"," 0.02632871","-0.26576593"," 0.11224780"," 0.18151741"," 0.25012346","-0.02295004"
"M1467.38T13.11","-0.13890360","-0.10242050"," 0.04120559"," 0.15120555","-0.34842467"," 0.09931221"," 0.21804136","-0.17460434","-0.06579559","-0.05404783"," 0.20458492"," 0.15610969"," 0.20814996","-0.19441274"
"M1470.717T14.622","-0.081743403"," 0.256100854","-0.418241310"," 0.152876853","-0.075613699"," 0.012493081"," 0.230669850","-0.152112153"," 0.084588817"," 0.039214485","-0.082902323","-0.187081388"," 0.224764901","-0.003014565"
"M1470.72T12.108"," 0.042602222"," 0.274211328","-0.399655333"," 0.135353990","-0.086482617","-0.006067257"," 0.320088401","-0.098703626","-0.097131819"," 0.056714189","-0.102447769","-0.196825126"," 0.088387564"," 0.069955853"
"M1472.709T14.053"," 0.180479954"," 0.094916079"," 0.157636533","-0.057711036","-0.805274767","-0.007350772"," 0.136939751","-0.158026585","-0.002356832"," 0.080945219","-0.030499874"," 0.139988083"," 0.042094513"," 0.228219732"
"M1472.714T13.108"," 0.30688019"," 0.09361555"," 0.16607849","-0.08271940","-0.11379065","-0.02453659","-0.59149470","-0.19861715","-0.01876693"," 0.07389224","-0.05128148"," 0.14568867"," 0.05240193"," 0.24264982"
"M1473.715T13.11","-0.230568736"," 0.172752393"," 0.174035887","-0.119141738","-0.140197631"," 0.002365814","-0.203229804","-0.092052568"," 0.200057795","-0.088609312"," 0.011678176"," 0.030346460"," 0.329715298","-0.047152034"
"M1474.048T13.111","-0.16302216"," 0.26587024","-0.28788289"," 0.09345999","-0.13167532","-0.10360262"," 0.24664763","-0.18124705"," 0.04877486","-0.19315076"," 0.17828770","-0.12408924"," 0.21358317"," 0.13804646"
