"",F.stat,p.value,-log10(p),FDR
M1076.413T957.42,3.9671,0.0090905,2.0414,0.21824
M804.315T943.327,3.9552,0.0092249,2.035,0.21824
M506.176T828.514,3.9474,0.0093147,2.0308,0.21824
M770.29T919.58,3.9455,0.0093372,2.0298,0.21824
M793.328T942.609,3.9417,0.0093816,2.0277,0.21824
M855.334T832.505,3.9273,0.0095504,2.02,0.21824
M795.328T924.482,3.9266,0.0095589,2.0196,0.21824
M846.32T843.183,3.9238,0.0095925,2.0181,0.21824
M1023.385T959.199,3.9233,0.0095979,2.0178,0.21824
M1119.432T843.183,3.9147,0.0097005,2.0132,0.21824
M984.375T812.644,3.9082,0.0097801,2.0097,0.21824
M828.315T926.75,3.8991,0.009891,2.0048,0.21824
M848.316T959.199,3.8925,0.0099725,2.0012,0.21824
M898.349T936.403,3.8872,0.010039,1.9983,0.21824
M835.332T872.624,3.8866,0.010046,1.998,0.21824
M537.339T1273.741,3.8846,0.010071,1.9969,0.21824
M809.346T827.274,3.8691,0.010267,1.9885,0.21824
M370.348T1575.63,3.8611,0.010371,1.9842,0.21824
M984.394T881.272,3.8565,0.010431,1.9817,0.21824
M705.258T877.183,3.8533,0.010472,1.98,0.21824
M987.384T843.183,3.851,0.010502,1.9787,0.21824
M963.375T943.327,3.8447,0.010585,1.9753,0.21824
M670.245T959.199,3.8361,0.010698,1.9707,0.21824
M811.324T926.047,3.8249,0.010849,1.9646,0.21824
M904.333T924.482,3.8162,0.010968,1.9599,0.21824
M1005.378T843.183,3.8077,0.011086,1.9552,0.21824
M465.265T1237.073,3.7933,0.011287,1.9474,0.21824
M423.148T959.199,3.7923,0.0113,1.9469,0.21824
M927.368T919.58,3.7909,0.01132,1.9461,0.21824
M608.267T945.789,3.7727,0.011581,1.9363,0.21824
M423.145T941.689,3.7726,0.011583,1.9362,0.21824
M858.336T973.898,3.7722,0.011589,1.936,0.21824
M808.349T959.178,3.7674,0.011658,1.9334,0.21824
M511.168T833.583,3.7637,0.011713,1.9313,0.21824
M970.4T881.272,3.7611,0.011752,1.9299,0.21824
M1087.424T940.951,3.7543,0.011851,1.9262,0.21824
M947.38T990.311,3.7512,0.011898,1.9245,0.21824
M827.326T866.333,3.7504,0.01191,1.9241,0.21824
M837.332T895.326,3.7443,0.012001,1.9208,0.21824
M930.353T957.42,3.7435,0.012013,1.9203,0.21824
M698.241T891.652,3.7302,0.012215,1.9131,0.21824
M814.33T1025.439,3.7285,0.012241,1.9122,0.21824
M787.312T881.272,3.7173,0.012414,1.9061,0.21824
M941.389T959.199,3.716,0.012435,1.9054,0.21824
M903.341T917.809,3.7152,0.012447,1.9049,0.21824
M988.369T843.183,3.7145,0.012458,1.9046,0.21824
M966.373T919.58,3.7144,0.01246,1.9045,0.21824
M975.373T872.624,3.71,0.012529,1.9021,0.21824
M1121.44T843.183,3.7044,0.012617,1.899,0.21824
M512.178T893.689,3.6953,0.012763,1.8941,0.21824
M904.347T942.609,3.6865,0.012904,1.8893,0.21824
M888.347T872.624,3.6852,0.012925,1.8886,0.21824
M948.363T924.637,3.6787,0.013032,1.885,0.21824
M969.398T948.9,3.6778,0.013047,1.8845,0.21824
M825.34T905.493,3.6719,0.013144,1.8813,0.21824
M989.369T828.514,3.6529,0.013462,1.8709,0.21824
M850.319T858.821,3.6523,0.013471,1.8706,0.21824
M917.581T1308.231,3.6517,0.013482,1.8702,0.21824
M367.15T410.425,3.6381,0.013715,1.8628,0.21824
M819.303T925.437,3.6322,0.013818,1.8596,0.21824
M824.341T924.482,3.6298,0.01386,1.8583,0.21824
M901.354T973.898,3.629,0.013874,1.8578,0.21824
M576.484T1418.277,3.6277,0.013897,1.8571,0.21824
M734.266T813.875,3.6206,0.01402,1.8532,0.21824
M513.174T813.875,3.6175,0.014076,1.8515,0.21824
M914.341T957.42,3.6167,0.014091,1.8511,0.21824
M1000.38T828.514,3.6015,0.014362,1.8428,0.21824
M942.381T940.951,3.6009,0.014374,1.8424,0.21824
M1038.388T940.951,3.5973,0.01444,1.8404,0.21824
M440.152T910.27,3.5861,0.014644,1.8343,0.21824
M954.382T975.822,3.5857,0.014653,1.8341,0.21824
M865.306T813.875,3.5841,0.014683,1.8332,0.21824
M885.332T901.88,3.5801,0.014756,1.831,0.21824
M697.239T908.018,3.5704,0.014939,1.8257,0.21824
M855.342T925.437,3.5583,0.015169,1.819,0.21824
M949.361T934.647,3.5556,0.01522,1.8176,0.21824
M718.279T900.968,3.5549,0.015234,1.8172,0.21824
M837.328T857.905,3.5547,0.015237,1.8171,0.21824
M779.29T843.183,3.5546,0.01524,1.817,0.21824
M887.342T862.119,3.5467,0.015393,1.8127,0.21824
M965.374T872.624,3.5467,0.015394,1.8127,0.21824
M983.38T881.272,3.5447,0.015432,1.8116,0.21824
M837.318T945.789,3.5296,0.01573,1.8033,0.21972
M438.151T843.183,3.5271,0.015779,1.8019,0.21972
M968.365T917.809,3.5164,0.015996,1.796,0.21972
M837.33T941.332,3.5145,0.016033,1.795,0.21972
M571.19T841.386,3.5124,0.016076,1.7938,0.21972
M819.302T866.333,3.508,0.016167,1.7914,0.21972
M803.314T959.886,3.5021,0.016287,1.7882,0.21972
M866.357T1023.188,3.4976,0.016382,1.7856,0.21972
M907.344T940.951,3.4951,0.016433,1.7843,0.21972
M879.863T1006.792,3.4921,0.016496,1.7826,0.21972
M973.381T919.58,3.4738,0.016884,1.7725,0.22259
M990.389T957.42,3.4728,0.016906,1.772,0.22259
M498.187T898.1,3.4681,0.017006,1.7694,0.22263
M849.314T843.183,3.457,0.017247,1.7633,0.22278
M906.342T957.42,3.4501,0.017399,1.7595,0.22278
M849.321T917.809,3.4476,0.017455,1.7581,0.22278
M837.325T924.637,3.4391,0.017644,1.7534,0.22278
M803.313T918.862,3.4383,0.017662,1.753,0.22278
M834.317T857.905,3.4372,0.017688,1.7523,0.22278
M902.349T917.809,3.4332,0.017779,1.7501,0.22278
M917.354T941.124,3.4324,0.017795,1.7497,0.22278
M692.267T902.791,3.4152,0.01819,1.7402,0.22417
M910.351T957.42,3.4148,0.0182,1.7399,0.22417
M803.31T992.353,3.4134,0.018231,1.7392,0.22417
M608.277T903.94,3.4088,0.018337,1.7367,0.22417
M881.336T941.124,3.4033,0.018468,1.7336,0.22417
M1085.421T973.898,3.3977,0.018599,1.7305,0.22417
M513.176T893.689,3.3962,0.018635,1.7297,0.22417
M851.325T943.327,3.3871,0.018853,1.7246,0.22417
M885.34T952.01,3.3865,0.018868,1.7243,0.22417
M787.311T857.905,3.3793,0.01904,1.7203,0.22417
M862.322T843.183,3.3782,0.019067,1.7197,0.22417
M805.328T827.274,3.3691,0.01929,1.7147,0.22417
M697.259T909.874,3.3686,0.019302,1.7144,0.22417
M538.212T908.195,3.3679,0.019321,1.714,0.22417
M973.378T827.274,3.3657,0.019374,1.7128,0.22417
M1023.387T857.905,3.3615,0.019477,1.7105,0.22423
M873.342T973.898,3.3545,0.019652,1.7066,0.22443
M427.172T904.493,3.353,0.019691,1.7057,0.22443
M877.332T968.992,3.3481,0.019814,1.703,0.22472
M789.34T911.399,3.3321,0.020225,1.6941,0.22825
M851.323T925.442,3.3219,0.020489,1.6885,0.22902
M768.289T941.124,3.3218,0.020493,1.6884,0.22902
M907.342T857.905,3.3156,0.020654,1.685,0.2297
M798.337T946.991,3.3052,0.020931,1.6792,0.23086
M850.318T843.183,3.3009,0.021047,1.6768,0.23086
M827.318T827.274,3.3004,0.021061,1.6765,0.23086
M950.358T940.951,3.2815,0.021577,1.666,0.23483
M786.289T924.482,3.2796,0.021628,1.665,0.23483
M571.201T892.9,3.2499,0.022469,1.6484,0.23986
M602.243T872.624,3.2491,0.02249,1.648,0.23986
M803.315T940.951,3.2434,0.022656,1.6448,0.23986
M593.49T1557.453,3.2409,0.022729,1.6434,0.23986
M967.385T975.822,3.2408,0.022732,1.6434,0.23986
M822.328T902.328,3.2399,0.022758,1.6429,0.23986
M870.334T843.183,3.2368,0.022847,1.6412,0.23986
M990.367T843.183,3.2307,0.023028,1.6377,0.23986
M1037.391T940.951,3.2305,0.023033,1.6376,0.23986
M617.506T1594.034,3.2204,0.023335,1.632,0.24064
M1018.384T812.644,3.215,0.023497,1.629,0.24064
M1132.44T940.951,3.2097,0.023659,1.626,0.24064
M803.312T872.624,3.2037,0.023841,1.6227,0.24064
M996.384T957.42,3.1975,0.024033,1.6192,0.24064
M851.322T857.905,3.1913,0.024225,1.6157,0.24064
M618.492T1624.789,3.1909,0.024236,1.6155,0.24064
M900.341T957.42,3.1896,0.024278,1.6148,0.24064
M870.346T973.898,3.1883,0.024318,1.6141,0.24064
M593.485T1401.37,3.1866,0.024369,1.6132,0.24064
M960.389T959.199,3.1844,0.024438,1.6119,0.24064
M871.347T798.136,3.1819,0.024519,1.6105,0.24064
M433.151T843.183,3.178,0.024642,1.6083,0.24064
M973.388T942.139,3.1772,0.024666,1.6079,0.24064
M431.146T926.047,3.1748,0.024743,1.6065,0.24064
M1075.422T902.377,3.172,0.024832,1.605,0.24064
M995.371T941.78,3.1701,0.024894,1.6039,0.24064
M867.584T1358.969,3.1593,0.025241,1.5979,0.24268
M905.343T902.791,3.157,0.025317,1.5966,0.24268
M827.321T940.951,3.1487,0.025589,1.5919,0.24331
M654.247T924.482,3.1485,0.025595,1.5918,0.24331
M520.182T875.234,3.1437,0.025755,1.5891,0.24382
M898.344T887.472,3.1381,0.02594,1.586,0.24456
M949.356T902.335,3.1153,0.026714,1.5733,0.25049
M593.489T1431.043,3.113,0.026793,1.572,0.25049
M951.371T927.31,3.11,0.026897,1.5703,0.25049
M853.347T926.093,3.1032,0.027133,1.5665,0.25138
M908.359T973.898,3.101,0.027213,1.5652,0.25138
M860.314T843.183,3.0979,0.027321,1.5635,0.25138
M1009.394T924.637,3.0917,0.027539,1.5601,0.25237
M958.38T975.822,3.0825,0.027869,1.5549,0.25348
M1080.395T940.951,3.0768,0.028074,1.5517,0.25348
M817.32T1025.439,3.0712,0.028279,1.5485,0.25348
M519.181T769.174,3.068,0.028397,1.5467,0.25348
M896.342T959.199,3.0606,0.028667,1.5426,0.25348
M879.359T902.335,3.0606,0.028669,1.5426,0.25348
M511.168T847.893,3.0596,0.028706,1.542,0.25348
M564.206T918.312,3.0581,0.028763,1.5412,0.25348
M857.33T957.42,3.0539,0.028918,1.5388,0.25348
M874.325T843.183,3.0494,0.029087,1.5363,0.25348
M427.165T783.656,3.0439,0.029294,1.5332,0.25348
M819.312T959.199,3.0423,0.029355,1.5323,0.25348
M861.315T941.124,3.0387,0.029492,1.5303,0.25348
M1005.382T812.644,3.0371,0.029552,1.5294,0.25348
M579.488T1406.122,3.0342,0.029664,1.5278,0.25348
M898.347T1006.792,3.0244,0.030041,1.5223,0.25348
M984.382T940.951,3.0224,0.030121,1.5211,0.25348
M690.261T940.951,3.0176,0.030307,1.5185,0.25348
M861.313T812.644,3.0175,0.030312,1.5184,0.25348
M521.265T1141.562,3.0166,0.030347,1.5179,0.25348
M807.348T918.929,3.0152,0.030401,1.5171,0.25348
M1014.372T940.951,3.0152,0.030402,1.5171,0.25348
M1001.365T875.234,3.0129,0.030495,1.5158,0.25348
M932.854T973.898,3.0125,0.030511,1.5155,0.25348
M1063.401T857.905,3.0119,0.030534,1.5152,0.25348
M909.343T957.42,3.0118,0.030537,1.5152,0.25348
M662.261T828.514,3.0064,0.03075,1.5122,0.25432
M237.94T1826.038,3.0029,0.030891,1.5102,0.25458
M789.338T992.058,2.9987,0.031061,1.5078,0.25503
M714.264T908.018,2.9949,0.031213,1.5057,0.25503
M689.277T943.472,2.9913,0.031357,1.5037,0.25503
M734.269T909.479,2.9873,0.031524,1.5014,0.25503
M887.334T886.012,2.9839,0.031662,1.4995,0.25503
M692.264T921.146,2.9791,0.03186,1.4968,0.25503
M887.348T943.327,2.9788,0.031871,1.4966,0.25503
M704.522T1355.605,2.974,0.032069,1.4939,0.25503
M607.446T1439.489,2.9728,0.032121,1.4932,0.25503
M991.383T954.894,2.9711,0.032192,1.4922,0.25503
M697.459T1191.472,2.9676,0.032339,1.4903,0.25503
M993.368T827.274,2.9662,0.032398,1.4895,0.25503
M690.262T910.27,2.9627,0.032543,1.4875,0.25503
M878.337T941.124,2.9613,0.032601,1.4868,0.25503
M951.385T975.822,2.961,0.032616,1.4866,0.25503
M403.167T909.893,2.9547,0.032885,1.483,0.25626
M864.319T940.951,2.944,0.033341,1.477,0.25893
M519.184T799.156,2.9405,0.033497,1.475,0.25926
M952.38T957.42,2.9338,0.033788,1.4712,0.26064
M832.307T992.353,2.9297,0.033969,1.4689,0.26115
M874.349T992.353,2.9177,0.034503,1.4621,0.26437
M863.314T941.78,2.9146,0.034641,1.4604,0.26454
M403.166T879.397,2.9112,0.034794,1.4585,0.26483
M948.397T959.199,2.9058,0.035038,1.4555,0.2658
M893.341T926.592,2.9028,0.035174,1.4538,0.26596
M666.233T924.482,2.899,0.035349,1.4516,0.2664
M852.32T958.31,2.8958,0.0355,1.4498,0.26666
M566.199T909.479,2.8915,0.035695,1.4474,0.26724
M1006.373T828.514,2.8836,0.036068,1.4429,0.26863
M877.322T926.75,2.8783,0.036317,1.4399,0.26863
M433.152T909.874,2.8748,0.03648,1.4379,0.26863
M923.356T940.951,2.8721,0.036607,1.4364,0.26863
M810.527T1193.498,2.8714,0.036641,1.436,0.26863
M832.325T857.905,2.8705,0.036687,1.4355,0.26863
M952.356T828.514,2.8702,0.036701,1.4353,0.26863
M951.371T857.905,2.8614,0.037124,1.4303,0.27021
M595.171T851.23,2.8588,0.03725,1.4289,0.27021
M849.325T990.311,2.8584,0.03727,1.4286,0.27021
M593.49T1490.213,2.8552,0.037423,1.4269,0.27046
M571.192T859.75,2.8528,0.037543,1.4255,0.27047
M831.516T1389.324,2.8408,0.038134,1.4187,0.27387
M840.325T843.183,2.8338,0.038479,1.4148,0.27404
M822.329T941.141,2.833,0.038524,1.4143,0.27404
M887.355T973.898,2.8301,0.038668,1.4126,0.27404
M643.247T821.568,2.8289,0.03873,1.412,0.27404
M936.359T886.012,2.8281,0.038769,1.4115,0.27404
M933.56T1145.906,2.826,0.038876,1.4103,0.27404
M748.268T940.951,2.8222,0.03907,1.4082,0.27457
M651.516T1408.532,2.8167,0.03935,1.4051,0.27569
M890.353T1023.188,2.8084,0.03978,1.4003,0.27755
M981.368T857.905,2.8051,0.03995,1.3985,0.27755
M928.384T992.948,2.8045,0.039979,1.3982,0.27755
M515.185T908.801,2.7997,0.040231,1.3954,0.27846
M939.375T959.199,2.7929,0.040589,1.3916,0.28009
M565.421T1295.888,2.7848,0.041021,1.387,0.28031
M649.243T924.482,2.7831,0.041112,1.386,0.28031
M589.459T1264.044,2.7826,0.04114,1.3857,0.28031
M703.261T828.514,2.7808,0.041238,1.3847,0.28031
M702.26T836.496,2.7754,0.04153,1.3816,0.28031
M564.208T942.149,2.7751,0.041542,1.3815,0.28031
M593.49T1539.529,2.7723,0.041699,1.3799,0.28031
M956.379T959.199,2.7713,0.041749,1.3794,0.28031
M789.338T955.098,2.7702,0.041813,1.3787,0.28031
M877.342T1006.792,2.7681,0.041925,1.3775,0.28031
M568.208T909.479,2.7646,0.042115,1.3756,0.28031
M980.373T973.898,2.7643,0.042134,1.3754,0.28031
M1071.697T1308.231,2.7629,0.042212,1.3746,0.28031
M668.492T1305.416,2.757,0.042537,1.3712,0.28165
M997.379T940.951,2.7499,0.042937,1.3672,0.28348
M484.189T891.652,2.7454,0.043189,1.3646,0.28402
M732.275T843.183,2.7404,0.043471,1.3618,0.28402
M565.409T1275.021,2.7395,0.04352,1.3613,0.28402
M809.542T1457.035,2.7386,0.043571,1.3608,0.28402
M986.591T1195.638,2.7375,0.043639,1.3601,0.28402
M499.199T868.008,2.7286,0.044149,1.3551,0.28653
M690.257T892.9,2.7221,0.044523,1.3514,0.28806
M792.31T959.199,2.7202,0.044636,1.3503,0.28806
M659.269T953.298,2.7131,0.045053,1.3463,0.28895
M683.47T1371.844,2.7121,0.045108,1.3458,0.28895
M561.213T812.644,2.7113,0.045155,1.3453,0.28895
M935.358T959.199,2.7089,0.045301,1.3439,0.28895
M933.558T1114.912,2.7071,0.045405,1.3429,0.28895
M986.572T1421.54,2.7046,0.045556,1.3414,0.28901
M574.468T1330.445,2.7027,0.045666,1.3404,0.28901
M897.335T957.42,2.7004,0.045807,1.3391,0.28905
M978.369T957.42,2.6984,0.045925,1.338,0.28905
M769.289T900.968,2.6954,0.046109,1.3362,0.28929
M964.379T973.898,2.693,0.046255,1.3348,0.28929
M909.347T843.183,2.6915,0.046342,1.334,0.28929
M1002.386T959.199,2.6869,0.04662,1.3314,0.29022
M905.364T942.609,2.6849,0.046744,1.3303,0.29022
M508.198T891.652,2.6775,0.047201,1.326,0.29195
M841.332T843.183,2.6762,0.047278,1.3253,0.29195
M985.395T812.644,2.6741,0.04741,1.3241,0.29198
M884.32T942.609,2.6719,0.047549,1.3229,0.29205
M683.472T1406.703,2.6689,0.047737,1.3211,0.29227
M847.317T919.58,2.6672,0.04784,1.3202,0.29227
M403.166T832.505,2.662,0.04817,1.3172,0.2935
M476.194T828.514,2.6577,0.048442,1.3148,0.29355
M451.141T834.347,2.6559,0.048553,1.3138,0.29355
M715.242T840.997,2.6558,0.048562,1.3137,0.29355
M676.511T1297.075,2.6443,0.049302,1.3071,0.29724
M788.28T891.652,2.6413,0.049493,1.3055,0.29761
M809.533T1473.254,2.6357,0.049855,1.3023,0.299
M836.312T942.609,2.6292,0.050283,1.2986,0.2991
M881.354T990.311,2.6291,0.050291,1.2985,0.2991
M1006.382T812.644,2.6277,0.050382,1.2977,0.2991
M1147.442T940.951,2.6276,0.050394,1.2976,0.2991
M850.319T935.639,2.6169,0.051105,1.2915,0.30254
M699.264T863.447,2.6124,0.051404,1.289,0.30352
M439.146T909.479,2.5955,0.052557,1.2794,0.30869
M634.244T942.609,2.5946,0.052624,1.2788,0.30869
M951.367T943.327,2.5911,0.052865,1.2768,0.30869
M1019.391T857.905,2.5891,0.053,1.2757,0.30869
M512.175T909.479,2.588,0.053075,1.2751,0.30869
M985.395T851.401,2.5879,0.053087,1.275,0.30869
M633.478T1401.37,2.5803,0.05362,1.2707,0.31043
M659.255T908.018,2.5797,0.053658,1.2704,0.31043
M711.445T1221.644,2.5729,0.054139,1.2665,0.31242
M903.346T812.644,2.5537,0.055526,1.2555,0.31949
M1054.431T975.822,2.5521,0.055643,1.2546,0.31949
M505.179T828.514,2.5432,0.056299,1.2495,0.32174
M495.181T880.56,2.543,0.056315,1.2494,0.32174
M425.215T1372.868,2.5354,0.056875,1.2451,0.32317
M734.268T924.482,2.5346,0.056939,1.2446,0.32317
M813.332T1056.081,2.5339,0.056988,1.2442,0.32317
M367.178T1438.88,2.5288,0.05737,1.2413,0.32413
M901.85T990.311,2.5225,0.057846,1.2377,0.32413
M938.336T754.756,2.5204,0.058008,1.2365,0.32413
M577.49T1591.335,2.52,0.058041,1.2363,0.32413
M985.385T959.199,2.52,0.058044,1.2362,0.32413
M798.839T1023.188,2.5171,0.058265,1.2346,0.32413
M847.319T941.78,2.517,0.058273,1.2345,0.32413
M957.382T942.226,2.5167,0.05829,1.2344,0.32413
M439.235T1137.163,2.5119,0.058664,1.2316,0.32504
M471.218T918.479,2.5109,0.058737,1.2311,0.32504
M936.367T941.78,2.5073,0.059016,1.229,0.32542
M671.245T813.875,2.5029,0.05936,1.2265,0.32542
M952.357T909.479,2.5028,0.059372,1.2264,0.32542
M565.21T891.79,2.5012,0.059495,1.2255,0.32542
M899.333T857.905,2.5009,0.059516,1.2254,0.32542
M830.512T1280.542,2.4976,0.059777,1.2235,0.32574
M999.386T843.183,2.4949,0.059992,1.2219,0.32574
M1012.372T940.951,2.4947,0.060001,1.2218,0.32574
M816.307T940.951,2.4899,0.060384,1.2191,0.32704
M841.33T990.311,2.4785,0.0613,1.2125,0.32985
M789.339T976.015,2.4768,0.061431,1.2116,0.32985
M762.288T940.951,2.4764,0.061468,1.2113,0.32985
M484.186T924.637,2.4754,0.061547,1.2108,0.32985
M864.323T959.199,2.4745,0.061622,1.2103,0.32985
M920.344T942.609,2.4692,0.062056,1.2072,0.33029
M683.47T1389.183,2.4685,0.062107,1.2069,0.33029
M1059.43T783.656,2.4682,0.062137,1.2067,0.33029
M564.205T827.274,2.4644,0.062451,1.2045,0.33119
M571.365T1456.373,2.4578,0.062995,1.2007,0.3325
M957.379T959.199,2.4575,0.063016,1.2005,0.3325
M439.314T1352.626,2.4561,0.063133,1.1997,0.3325
M964.375T959.199,2.4527,0.06342,1.1978,0.33278
M945.39T951.54,2.452,0.063477,1.1974,0.33278
M757.232T831.535,2.431,0.065255,1.1854,0.34063
M425.216T1422.743,2.4289,0.06544,1.1842,0.34063
M425.216T1401.37,2.4259,0.065694,1.1825,0.34063
M566.215T813.875,2.4256,0.06572,1.1823,0.34063
M945.367T957.42,2.4241,0.065848,1.1815,0.34063
M702.257T908.018,2.4239,0.065866,1.1813,0.34063
M703.256T884.128,2.4212,0.066101,1.1798,0.34108
M981.368T973.898,2.4162,0.066542,1.1769,0.3425
M542.195T828.514,2.4124,0.066875,1.1747,0.3425
M1087.418T959.199,2.4084,0.067224,1.1725,0.3425
M850.324T910.27,2.4072,0.067337,1.1717,0.3425
M986.584T1323.28,2.4066,0.067388,1.1714,0.3425
M1091.429T900.968,2.4063,0.067413,1.1713,0.3425
M692.263T843.183,2.4056,0.067479,1.1708,0.3425
M571.362T1440.098,2.4045,0.067573,1.1702,0.3425
M1097.411T857.905,2.4023,0.067774,1.1689,0.34276
M514.174T908.018,2.3953,0.068401,1.1649,0.34497
M958.387T951.54,2.3931,0.068602,1.1637,0.34497
M649.479T1423.325,2.3917,0.068728,1.1629,0.34497
M749.513T1384.421,2.3907,0.068814,1.1623,0.34497
M1097.404T942.609,2.3808,0.069721,1.1566,0.34876
M886.334T992.353,2.3773,0.070047,1.1546,0.34962
M985.575T1306.148,2.3745,0.070304,1.153,0.34983
M1059.429T828.514,2.3735,0.070394,1.1525,0.34983
M699.266T892.331,2.3716,0.070574,1.1514,0.34997
M820.317T975.822,2.3683,0.070881,1.1495,0.35028
M533.202T872.624,2.364,0.071285,1.147,0.35028
M431.232T1239.816,2.3634,0.071336,1.1467,0.35028
M846.506T1146.934,2.3624,0.071437,1.1461,0.35028
M425.216T1473.286,2.3611,0.071558,1.1453,0.35028
M975.566T1291.55,2.3609,0.071577,1.1452,0.35028
M936.366T908.195,2.3589,0.071763,1.1441,0.35028
M642.503T1456.373,2.3575,0.071896,1.1433,0.35028
M1091.431T942.609,2.3563,0.072013,1.1426,0.35028
M933.368T973.898,2.35,0.072608,1.139,0.35243
M439.232T1156.388,2.3475,0.072856,1.1375,0.35288
M673.587T1576.856,2.3354,0.074029,1.1306,0.3546
M425.215T1355.365,2.3352,0.074042,1.1305,0.3546
M499.192T900.968,2.3345,0.074115,1.1301,0.3546
M1122.429T942.609,2.3344,0.074119,1.1301,0.3546
