"","X16.C9.3.neg","X19.C9.2.neg","X21.C9.4.neg","X45.C9.1.neg","X13.D9.4.neg","X20.D9.1.neg","X49.D9.2.neg","X48.D9.3.neg","X26.F9.1.neg","X36.F9.3.neg","X14.X9.2.neg","X23.X9.1.neg","X27.X9.3.neg","X40.X9.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M341.465T625.973","-0.22415478","-0.61331392","-0.20578196","-0.25711631"," 0.45341992"," 1.15482071","-1.03664314"," 0.06058742","-0.06330248"," 0.90596811"," 0.15224801","-0.13242437"," 0.40768473"," 0.57185852","-1.96077824"," 0.29806876"," 0.28646706"," 0.20239194"
"M272.959T67.281"," 0.50733310","-0.19926873"," 0.80193292","-0.25804505"," 0.43939140","-0.98081733"," 0.23661801"," 0.53773712"," 0.25794057","-0.33661110"," 0.04020143"," 1.17493796"," 0.17453861"," 0.21301429","-2.78534589"," 0.09036217"," 0.04913500"," 0.03694553"
"M1110.425T909.936"," 0.077382007","-1.406398729","-0.580128708","-0.479746162"," 0.299715934"," 1.308473894","-0.278075509","-0.032676545"," 0.312884056"," 0.735539198","-0.052415136"," 0.715666040"," 0.110178147"," 0.810476155","-1.473525906"," 0.001874313","-0.168940523"," 0.099717473"
"M700.328T66.684"," 0.4379157553","-0.6233378510"," 1.1521547868","-0.2710002892"," 0.0002551792"," 0.4901049539"," 0.0876112462","-0.0477889515"," 0.2571152991","-0.7521563157","-0.0697829687"," 1.0817541849","-0.2622383504","-0.0559437332","-0.4274849354","-0.4971785311","-0.1914327407","-0.3085667386"
"M381.079T366.313","-0.31110263","-1.37642771"," 0.32099848","-0.12844138"," 0.32345458"," 1.39746424","-0.02689280"," 0.03963110"," 0.10680424"," 0.16725572","-0.04967754"," 0.60655475"," 0.02556618"," 0.34704636","-2.05422522"," 0.17240617"," 0.17880142"," 0.26078403"
"M280.987T110.997"," 0.089226014","-0.422297239"," 0.052108176","-0.205379161"," 0.117311852"," 1.195542171","-0.129091756","-0.312154929"," 0.250266484"," 0.975294316","-0.099564478"," 0.697170435","-0.111821043"," 0.266317542","-2.349605182","-0.046779664"," 0.023569659"," 0.009886805"
"M472.886T66.482"," 0.252367726"," 0.080164001"," 0.897555647","-0.517010736","-0.001304592","-0.239512506","-0.266986411"," 0.353349463","-0.114192050"," 0.107405459","-0.437999879"," 0.833310871","-0.301569954"," 0.160991355"," 0.374141673","-0.401966347","-0.361538256","-0.417205465"
"M643.114T87.886"," 0.4457963","-0.2879866","-2.5972089"," 0.2825497"," 0.3188544"," 1.1820236"," 0.4156734"," 0.2358840","-0.2610673"," 1.0002322"," 0.3028792","-0.2700942"," 0.1066867"," 0.4758936","-1.2688645"," 0.1408771"," 0.2057357","-0.4278643"
"M367.058T823.98"," 0.22773808","-0.01989743"," 0.38995546","-0.33293941"," 0.20178707"," 1.35854369","-0.04437075","-0.08177875","-0.05468405"," 0.41056434","-0.01331770"," 0.41425024","-0.47750135","-0.05178485","-1.92821765","-0.26119429"," 0.11267970"," 0.15016766"
"M601.323T1160.225","-0.15277370"," 0.31676073"," 0.39224726"," 0.67670447"," 0.41195685"," 1.11285282","-0.63198818","-2.70515141","-0.00152017"," 1.16369838"," 0.37535154","-0.40475965","-0.44101221"," 0.42206086","-0.26478279","-0.05369361","-0.19329517","-0.02265602"
"M785.11T833.266"," 0.36804279","-0.91393952"," 0.51400631","-0.15174506"," 0.31238881"," 0.96349548"," 0.44428433"," 0.57991863"," 0.09802476"," 1.62692573"," 0.35463611","-1.44557250","-1.88096041"," 0.47262107","-1.18822913","-0.61098177"," 0.26573647"," 0.19134790"
"M271.228T1378.369","-0.23425058","-0.34987297","-0.10343724"," 0.10250644"," 0.19429415"," 1.35399370","-0.11240420","-0.71906903","-0.46929467"," 1.13955707","-0.26945840","-0.08151459","-0.28160917"," 0.19265948"," 0.60773731","-0.33003048","-0.47262135","-0.16718545"
"M1396.759T982.008"," 0.25846168"," 0.18638738"," 0.77202993","-1.72514026","-0.13195611"," 0.89395073","-0.08353733","-0.48905202"," 0.02449405"," 0.81746803"," 0.11984674"," 0.40518671"," 0.46927273","-0.21126866","-1.22642736","-0.22533060"," 0.10015794"," 0.04545642"
"M586.884T67.938"," 0.16779036","-0.54109856"," 0.69335844","-0.54467069"," 0.04789388"," 0.74614280","-0.03838826","-0.23701627"," 0.09541547"," 0.13991076","-0.59883669"," 0.89417802","-0.13054130","-0.01053955"," 0.57602691","-0.41902665","-0.70090307","-0.13969560"
"M1162.845T896.125","-0.08720999","-0.46599328"," 0.34661764"," 0.47427205"," 0.04795500"," 1.43056945","-0.02079054","-0.46839456"," 0.20290883"," 0.58014592","-0.48825675"," 0.40585739","-0.45267682"," 0.33909838","-1.99950082"," 0.11809348","-0.18449997"," 0.22180459"
"M575.867T66.858"," 0.20289727","-0.35745036"," 0.36947962","-0.45353890"," 0.22046818"," 0.62780969","-0.03337540","-0.22722265"," 0.46975215"," 0.40018839","-0.47413131"," 1.06913327","-0.33640751"," 0.03494933","-0.11726532","-0.28933097","-0.66384472","-0.44211076"
"M576.861T67.042","-0.41489045","-0.39152530"," 0.02183344","-0.23452347"," 0.14765055"," 0.70054183"," 0.06299058","-0.59591129","-0.15702482"," 0.77703326","-0.46029555"," 0.84153042","-0.19703963"," 0.25043385"," 0.55379912","-0.25039992","-0.39635580","-0.25784680"
"M998.816T1403.341","-0.90047495"," 0.16274365"," 0.18335336","-0.14135337"," 0.05893573"," 1.24057668","-0.24596873","-0.31652537","-0.02403796"," 0.79833851"," 0.10150874"," 0.62384013","-0.46170706"," 0.19461753","-1.65344922"," 0.09069388"," 0.08819581"," 0.20071265"
"M412.846T95.439"," 0.16587950","-0.60448110","-0.39288466","-0.50702905","-0.13611704"," 1.40475188","-0.15122438","-0.86693655"," 0.26092869"," 0.98913963","-0.52568886"," 0.39250400","-0.12403618"," 0.04225344"," 0.03322763","-0.05036557","-0.06804584"," 0.13812447"
"M1702.305T908.08","-0.73435706","-0.88161878","-0.23084150"," 1.63131494","-0.65450736"," 0.65163187"," 0.30846365","-0.46100873"," 0.11553539"," 0.42715899","-0.59477561","-0.02147994"," 0.06725891"," 0.10087286","-0.07855927","-0.17003842"," 0.14202466"," 0.38292539"
"M868.801T68.637"," 0.47980702","-0.47181432"," 1.06200277","-0.67512699"," 0.03909512"," 0.97453539","-0.30468289"," 0.17611043"," 0.50268671","-0.26718245","-0.64568883"," 1.37074728","-0.30522497"," 0.17072614","-0.25109332","-0.57195167","-0.42691536","-0.85603005"
"M338.196T1226.316","-0.88674269","-0.96261788","-0.71791544","-0.85109813"," 0.05125197"," 0.90382898"," 0.78083452","-1.10621745"," 0.30440331"," 1.66750574","-0.94986692"," 0.29726425","-0.92188445","-0.69931399","-0.26020032"," 1.10942582"," 1.10917564"," 1.13216704"
"M1131.537T924.362","-0.01490856","-0.04689991","-0.23977882"," 0.08556568"," 0.09901682"," 1.70873872","-0.24111119","-0.41741091","-0.24896026"," 1.12954613","-0.20067484"," 0.37736758","-0.55310822"," 0.05179327","-1.16707580","-0.33792776","-0.05650084"," 0.07232891"
"M755.604T807.443","-0.23433759","-0.32362280"," 0.66622358","-0.11872530","-0.46481627"," 1.27488071","-0.20253625","-0.01622005"," 0.23244447"," 1.10420804"," 0.05468807"," 0.48464169","-0.80301986"," 0.17373681","-2.07294595"," 0.30318682"," 0.05153658","-0.10932269"
"M1107.431T863.874","-0.15075027","-1.21231858"," 0.03187085","-0.52165053"," 0.35129629","-0.94633116"," 0.64328464"," 0.53456599"," 0.41810938"," 1.28618262","-0.19219759","-0.12018855"," 0.46329975"," 0.89463627","-1.28116934","-0.11409501"," 0.01702838","-0.10157313"
"M1193.356T907.422","-0.30862109","-0.71648416"," 0.40484768","-1.79793481"," 0.28924188"," 1.40411451","-1.87776151"," 0.46532910"," 0.24085982"," 1.44049637"," 0.17631038"," 0.49680712"," 0.05895162"," 0.55835825","-1.19470856"," 0.18985785","-0.02825570"," 0.19859126"
"M487.146T735.656","-0.20879293","-0.26189652"," 0.07302160"," 0.16767559"," 0.68138999"," 1.10917298","-0.62490969","-0.91319310","-0.64482666"," 1.42863787"," 0.46290829"," 0.39879038"," 0.06133422"," 0.29537869","-1.74965037","-0.05656991","-0.16191504","-0.05655541"
"M613.315T879.972"," 0.14908872","-1.98654876","-0.18398067"," 0.67662469"," 0.74443079"," 0.80325544","-0.17339891"," 0.15824648","-1.84382622"," 0.74591545"," 0.21096705"," 0.96898780"," 0.43094763"," 0.02772983","-1.22543286"," 0.15542476"," 0.29313419"," 0.04843460"
"M182.994T112.283","-0.26793507","-0.35383835"," 0.64940046","-0.03037972"," 0.11772146"," 0.89877885"," 0.31195507"," 0.13019267"," 0.14609333"," 1.00281062","-0.01690160"," 0.27944275"," 0.09657183"," 0.08489407","-2.82769914","-0.12523549","-0.07813204","-0.01773971"
"M698.83T984.108","-0.174198709","-0.263625913","-0.002428692"," 0.004722913","-0.094030837"," 1.137601127"," 0.365211613","-0.531086392","-0.367538826"," 1.271066536","-0.351906149","-0.012308182"," 0.342597962","-0.185759182","-1.546701374"," 0.132363200"," 0.179833363"," 0.096187542"
"M350.951T91.708","-0.12247934","-0.26955153","-0.54931356"," 0.01194150"," 0.01994051"," 1.40626543","-0.32609416","-0.50033235","-0.14505232"," 1.12090717","-0.22466154"," 0.31929189","-0.30001630"," 0.14463526"," 0.48619421","-0.40932260","-0.35193409","-0.31041817"
"M684.885T67.374"," 0.26284244","-1.23614310"," 1.11690115","-0.56326627"," 0.03680028"," 0.50665657","-0.21327876"," 0.52776687"," 0.80113685","-0.07810099","-0.50918774"," 1.39563948","-0.13574553","-0.60077648","-0.18243124","-0.30413981","-0.23157141","-0.59310232"
"M373.167T930.605"," 0.06999978","-0.65538243","-0.75945155","-0.15556172"," 0.51395605"," 1.33280042","-0.12434688","-0.07115679"," 0.05960549"," 0.93391185"," 0.19430170"," 0.46635761","-0.22380721"," 0.29515135","-1.82895868"," 0.15652474","-0.08355273","-0.12039100"
"M391.216T1235.608","-0.15084190","-0.68447855"," 0.18127201"," 0.40069241"," 0.45367187"," 1.28133988"," 0.12070539","-0.61745418","-0.40235858"," 1.41862624"," 0.24202987"," 0.35204692","-0.52118478","-0.08935398","-1.59777331","-0.33427516","-0.01601129","-0.03665284"
"M340.944T66.846"," 0.17006017","-0.32787598"," 0.63042904","-0.87097706","-0.43630929"," 0.85919590"," 0.11536936","-0.32621350"," 0.28229120","-0.19928989","-0.75461451"," 0.96778832"," 0.03102750"," 0.54439536"," 0.10691227","-0.02457918","-0.80924348"," 0.04163376"
"M365.143T832.741","-0.3043549","-1.5325123","-0.2917370","-1.0719774"," 0.2731077"," 0.7273347","-0.4602533"," 0.6546210","-0.1513241"," 1.5624760"," 0.4707620","-0.5985395","-2.1850010"," 1.2182379","-0.7955551"," 0.2316252"," 1.1420514"," 1.1110385"
"M303.911T67.938"," 0.46639128","-0.77520989"," 1.38137792","-0.29916420"," 0.31074540","-1.08717670","-0.33820168"," 0.40528199"," 0.96596416","-1.35774448"," 0.06902214"," 1.90076972"," 0.19327140","-0.31136272","-0.29733251","-0.39509433","-0.44671629","-0.38482121"
"M555.17T790.902","-0.22311925","-0.97491653"," 0.22129532"," 0.06371151"," 0.33166519"," 1.20016140","-0.10001524","-0.30317105"," 0.09253485"," 0.79343732","-0.35944062"," 0.86078989","-0.04159100"," 0.07066238","-1.32527387"," 0.01605360","-0.09363848","-0.22914543"
"M408.822T1801.685"," 0.07427430","-0.08414145"," 0.01498662"," 0.02360205"," 0.31453717"," 1.34769343","-0.27203574","-0.18719093"," 0.04372841"," 0.26582436","-0.11742076"," 0.52167877","-0.46951208","-1.99472843"," 0.83005511","-0.03273097"," 0.07810441","-0.35672427"
"M1084.663T1198.774","-1.24378406","-1.32479467"," 0.83531767"," 0.96546346"," 0.28779402"," 1.41083250"," 0.03288967","-0.41488574","-1.18419150"," 1.66872892"," 0.21882596","-0.83726734","-0.41695830"," 0.28298745","-0.57473408"," 0.05203536","-0.08925351"," 0.33099418"
"M454.144T914.383","-0.44739399","-0.45977577","-0.08468791","-0.26668267"," 0.39326749"," 1.15695235","-0.17643166"," 0.10279292","-0.16297114"," 1.56541348"," 0.02778025"," 0.17795903","-0.32620003"," 0.23805386","-1.95115741"," 0.18892422"," 0.03775609","-0.01359908"
"M886.794T67.143"," 0.38531488","-0.74647406"," 0.56738998","-0.83006772"," 0.14391811","-1.25107873"," 0.08229099"," 1.11390562"," 0.58059156"," 0.47962115","-0.65480036"," 1.29370563","-0.12915415"," 0.21221074"," 0.05197360","-0.55100627","-0.44729767","-0.30104329"
"M526.316T1188.04"," 0.2756762","-0.2724155"," 0.1961350"," 0.2558175"," 0.1090562"," 1.1754001","-0.1372752","-1.2297617"," 0.4311221"," 0.9005619","-0.2319202"," 0.1364509","-0.2716349"," 0.2949611","-1.4950908"," 0.2321577","-0.2269082","-0.1423321"
"M631.877T67.938"," 0.37363992","-1.03456380"," 1.26827669","-0.56433254","-0.05243682"," 0.66747299","-0.20647429"," 0.16137298"," 0.51752115","-0.01287966","-0.52949443"," 1.16920966","-0.18197288"," 0.03694813","-0.21652213","-0.31021201","-0.91763416","-0.16791880"
"M1192.357T906.767","-0.11245304","-1.62456076"," 0.61081241","-0.69934395"," 0.27113574"," 0.72517770","-0.55987563"," 0.27570149"," 0.08573166"," 1.04653425","-0.06137985"," 0.57104777"," 0.08298583"," 0.53992468","-1.83460893"," 0.23288955"," 0.17742534"," 0.27285576"
"M455.927T66.684"," 0.13450425","-0.56096022"," 1.03121223","-0.55677740"," 0.08088255"," 0.46626646","-0.14448028"," 0.68303443"," 0.53293567","-1.29672933","-0.24429327"," 1.07234706","-0.17440893","-0.01456939"," 0.18494624","-0.40500475","-0.34546011","-0.44344520"
"M429.211T843.933"," 0.02101336","-0.71991003"," 0.12791550"," 0.16309349"," 0.57575858"," 0.82098862","-0.62971540","-0.13123061"," 0.07995727"," 0.92902184","-0.22466411"," 0.62546248"," 0.25221365"," 0.24357610","-1.81392155"," 0.22156358","-0.44741665","-0.09370613"
"M562.511T1245.744"," 0.11784477","-1.29385674","-0.71194312"," 0.38001061"," 0.72414672"," 1.39245034","-0.14039806","-0.40312865","-0.33182214"," 1.06918325","-0.63963420"," 0.19177477"," 0.06352144"," 0.29273834","-1.37752111"," 0.36636253","-0.08690240"," 0.38717365"
"M1009.386T967.414"," 0.108408788","-2.074448858","-0.008186616"," 0.235267156"," 0.584564712"," 1.495214628","-0.195869434"," 0.326423083","-0.067649498"," 0.910009229"," 0.023490059","-0.024458549"," 0.373822570","-0.610591934","-1.227077602","-0.187303973"," 0.082702385"," 0.255683853"
"M542.861T66.722","-0.02607258","-0.38708925"," 0.45088646","-0.70125726","-0.27833809"," 0.58634294"," 0.36228427","-0.65301954","-0.03733670"," 0.25239797","-0.38781232"," 0.78556588"," 0.07477105"," 0.46618593"," 0.23401837"," 0.05630164","-0.19048398","-0.60734480"
"M431.497T89.496"," 0.05016033"," 0.88185183","-0.59053354"," 0.52140303","-0.47973870"," 1.22593471","-0.14928598","-0.43051771","-0.16661268"," 1.29484033","-0.02597450"," 0.38834586","-0.18728123"," 0.15450245","-2.19950647","-0.18094222","-0.19978544"," 0.09313993"
"M357.108T784.337"," 0.07500472","-0.70622420"," 0.29805490","-0.05400947"," 0.37375797"," 1.01680765"," 0.01053503","-0.03793184"," 0.07964573"," 0.87452517"," 0.05732092"," 0.26237522","-0.15050205"," 0.38624552","-1.85262688","-0.21832794"," 0.03738188","-0.45203231"
"M349.072T1165.294","-0.267692704"," 0.002716790","-0.004501023"," 0.213241333","-0.037031588"," 1.246494430","-0.344208293","-0.883534061","-1.133862647"," 1.153678808","-0.077511615"," 0.629929324","-0.333330697"," 0.275388411"," 0.264761557","-0.494238043","-0.219850826"," 0.009550845"
"M327.643T975.837","-1.120045165","-0.250389517"," 0.184489307"," 0.201502063"," 0.603008358"," 1.279855978","-0.188605601","-0.272729149","-0.767801137"," 1.015546137"," 0.232246805"," 0.143620103","-0.529135722"," 0.497681454","-1.297997126"," 0.151897025","-0.002901042"," 0.119757229"
"M527.309T1189.176","-0.329611537","-0.344132661"," 0.271173940"," 0.113965215"," 0.218216730"," 1.111464234","-0.027604860","-0.373660641"," 0.143127667"," 0.948490058","-0.028809206"," 0.229719625","-0.001951396"," 0.410416801","-2.372737827"," 0.067137144","-0.039580914"," 0.004377629"
"M1103.384T928.554","-0.27923197","-1.24027306","-0.06539626","-0.07917056"," 0.23840454"," 1.10683039","-0.17826306"," 0.19250301"," 0.25221676"," 1.16093684","-0.28021353"," 0.55640354"," 0.08730566"," 0.42942941","-1.76783841","-0.13710676","-0.01048188"," 0.01394535"
"M1222.302T834.324"," 0.2704498","-0.4190841"," 0.4917648","-1.0693255","-0.7720600"," 0.7618883"," 0.5955591"," 0.7694450"," 0.2602185"," 1.3953670"," 0.3450371","-1.5407370"," 0.5459448"," 0.1434332","-1.2597603","-0.9583946"," 0.1679123"," 0.2723416"
"M809.838T69.273"," 0.73167745","-0.01666993"," 0.64731536","-1.10377566"," 0.25537779","-2.08364031"," 0.36320343"," 0.33869870","-0.01914955"," 0.64318011"," 0.05554787"," 0.71248396"," 0.36885756"," 0.12165723","-0.04296676","-0.18802652","-0.94405167"," 0.16028095"
"M683.887T67.591"," 0.38154904","-0.76890853"," 1.20576228","-0.69385790"," 0.18939723","-1.57312682","-0.21503761"," 1.05605163"," 0.68050736","-0.39913480","-0.28132882"," 1.40071985","-0.42372329","-0.07187317","-0.01460148","-0.12823080","-0.11929162","-0.22487256"
"M553.164T782.325"," 0.08380192","-0.47156001"," 0.21455941","-0.12404446"," 0.25009097"," 0.81524787"," 0.27006862"," 0.33893696"," 0.19833972"," 0.83402579"," 0.18609242"," 0.28502428","-0.26080265"," 0.45275046","-2.08549790","-0.36483066"," 0.12697446","-0.74917720"
"M1013.416T975.546","-1.35587716","-1.43543308"," 0.31339258","-0.09061627"," 0.75151926"," 1.17921325","-0.52990140"," 0.36684433","-1.29737126"," 0.85162972"," 0.25684567"," 0.64290616","-1.39272069"," 0.90516055","-0.69937299"," 0.63472856"," 0.49165663"," 0.40739610"
"M644.846T66.885","-0.54767591","-0.50441421"," 0.31835226","-0.19815943"," 0.13214892"," 0.49126962","-0.08327866"," 0.01125351"," 0.02943531"," 0.77756318","-0.35899265"," 0.78043691","-0.27056978"," 0.19829383"," 0.38914835","-0.41746830","-0.36751825","-0.37982470"
"M521.022T764.729","-0.09245079","-0.03871887"," 0.41610006"," 0.14965043"," 0.22252822"," 1.03591071"," 0.05401308","-0.36485970"," 0.10912680"," 1.13584314","-0.13194564"," 0.16134308","-0.39923923"," 0.21459556","-2.37901274"," 0.04175678","-0.08147495","-0.05316595"
"M559.276T958.275","-0.33746153","-0.78114259"," 0.09439044","-0.21048032"," 0.05641344"," 1.09066353","-0.29930565"," 0.04646746","-0.33663001"," 1.15342481"," 0.02094000"," 0.44856740","-0.02423178"," 0.32016031","-0.93770945","-0.11333186","-0.08752091","-0.10321330"
"M383.156T805.681"," 0.35300425","-0.15649390","-0.32930559","-0.58136903"," 0.16842555"," 1.30998644","-0.05574645","-0.21469062","-0.13722474"," 0.94799925","-0.55090002"," 0.69182219","-0.76421579"," 0.70248266","-0.94375892","-0.26256035","-0.09527931","-0.08217564"
"M943.39T965.159"," 0.09055968","-1.83515476"," 0.11645123","-0.28898788"," 0.57907788"," 1.28936916","-0.20371193"," 0.21286967"," 0.31407960"," 1.17781870","-0.40862726"," 0.61608148"," 0.28389930","-0.05297856","-1.89317789","-0.13472582"," 0.21454693","-0.07738954"
"M613.983T886.617","-0.30029894","-0.65654255"," 0.17416805"," 0.21077188"," 0.29641591"," 1.39165616","-0.16752283","-0.19935024"," 0.24906639"," 1.17469931","-0.04301818","-0.49017197","-0.27367063"," 0.30894148","-1.26782166","-0.09455487","-0.27348844","-0.03927887"
"M570.147T892.591","-0.03205722","-0.92653748"," 0.52804357","-0.11378424","-0.32741559"," 1.22890669"," 0.01137658","-0.25819810","-0.22328522"," 1.19978944","-0.10805614"," 0.47135318","-0.15547347"," 0.12467929","-1.40189593","-0.20863901"," 0.08399178"," 0.10720185"
"M349.02T88.804"," 0.1787459","-0.1430084","-2.4934379"," 0.6111328","-0.2985192"," 1.0792405","-0.4638549","-0.6630669"," 0.2076067"," 1.1202858"," 0.2414418"," 0.6633296"," 0.2135294"," 0.5722261","-0.5508051"," 0.1414118"," 0.2535874","-0.6698453"
"M173.008T106.871","-0.23510750","-0.58601617","-0.15648456"," 0.03381967"," 0.03343565"," 1.55481559","-0.55769381","-0.40215360","-0.01682835"," 1.02236709","-0.58126658"," 0.57873585","-0.13023517"," 0.10889963","-0.14729197","-0.24763021","-0.03185868","-0.23950690"
"M693.333T1246.11","-0.36497783","-0.54644783"," 0.10754232"," 0.39781271"," 0.84778150"," 1.14908819","-0.21853889","-0.98020474","-0.23042539"," 1.17644654"," 0.18179693","-0.47132649","-0.72833748"," 0.25410117","-0.02011651","-0.33977237","-0.06255538","-0.15186644"
"M737.363T997.317","-0.18705898","-0.04676620"," 0.38186704"," 0.61422667","-0.09977403"," 0.39864323","-0.13001074","-0.81153805"," 0.07062444"," 1.69654969"," 0.35957100"," 0.06148609"," 0.10619609"," 0.77021412","-2.88418664","-0.19675753","-0.18158016"," 0.07829397"
"M653.091T90.81","-0.56151141","-0.61381539","-0.39577403"," 0.19348634"," 0.13969205"," 1.29582613","-0.22214921","-0.26271892"," 0.32641786"," 0.99840712","-0.30583893"," 0.70414489","-0.30075246"," 0.23086232","-0.97972472","-0.03368627","-0.11501819","-0.09784718"
"M1167.533T908.078","-1.6292438","-0.4912155","-0.3844571"," 0.7916384"," 0.6264580"," 0.1854670"," 0.5597452","-0.1530421"," 0.3416029"," 1.0466378","-0.6455023"," 0.4245797"," 0.3246276"," 0.4010446","-1.7837923","-0.1555516"," 0.1880237"," 0.3529794"
"M377.496T89.073"," 0.209389803","-0.248394588","-2.607647928"," 0.068341705"," 0.138556034"," 1.019808124"," 0.105276923","-0.006644984"," 0.724545481"," 0.835549163","-0.208547902"," 0.800530637"," 0.041131373"," 0.362161640","-1.246215375","-0.018471599","-0.009641817"," 0.040273308"
"M429.486T320.767","-0.055153151","-0.561817164"," 0.164459322"," 0.105369347"," 0.180203545"," 1.154519457","-0.107780703","-0.481800478"," 0.106537562"," 0.715429549","-0.105357744"," 0.740577250","-0.129605475"," 0.477824239","-1.798232915","-0.348822706","-0.051697778","-0.004652158"
"M693.17T791.92","-0.45998610","-2.31913409"," 0.14536700"," 0.14563792"," 0.31960047"," 1.05787750","-0.13506580"," 0.13213504"," 0.04435276"," 0.87052415","-0.18102132"," 0.36689792"," 0.28546882"," 0.21534873","-0.21640033","-0.18900064","-0.14261333"," 0.06001128"
"M433.376T793.769"," 0.02423279","-2.48567333"," 0.52249200","-0.40303881"," 0.50538588"," 1.15173973"," 0.08304626","-0.33045902"," 0.30879003"," 0.74054412","-0.50831087"," 0.73413161"," 0.06990366"," 0.52557252","-0.78055949","-0.03300192","-0.13486016"," 0.01006499"
"M1396.865T985.147"," 0.0738506848"," 0.1992211651"," 0.3617144093","-0.8803536094","-0.6948562080"," 1.0590181034","-0.1373134209","-1.1336644104","-0.0669044138"," 1.2627594554"," 0.1587455963"," 0.2058467082"," 0.2006202553"," 0.2324552417","-1.2844309701"," 0.0007803231"," 0.1035114072"," 0.3389996828"
"M575.196T930.136"," 0.15484574","-0.43500721","-0.10836218","-0.10622058"," 0.56090216"," 1.15963727","-0.17299037"," 0.05714762","-0.12722555"," 0.89700381"," 0.07734244"," 0.53976306","-0.15989273"," 0.13709346","-2.50359794","-0.07232719","-0.04482938"," 0.14671757"
"M760.823T66.885"," 0.154508704","-0.391924390"," 0.897415098","-0.308466526"," 0.271854057","-1.702176853"," 0.183159853"," 0.843893137"," 0.607421233","-1.983379683","-0.014462131"," 1.155887324","-0.065557546"," 0.264893583"," 0.319859828","-0.071195604","-0.002451489","-0.159278595"
"M747.152T89.636","-0.022464538","-0.707591620","-0.191388201","-0.206704124","-0.005847215"," 1.477409761"," 0.006266762","-0.662389636","-0.118779443"," 0.996289685","-0.158479887"," 0.570619469","-0.266089958"," 0.402673916","-0.879305167","-0.097242341","-0.103248207","-0.033729256"
"M450.796T96.244"," 0.28216945","-0.03808854"," 0.19468301","-0.01468005"," 0.32364118"," 0.91218114","-2.05287223"," 0.50918452"," 0.46052857"," 0.83299885","-2.07335101","-1.63236627"," 0.25505749"," 1.03922132"," 0.20045707"," 0.20718303"," 0.22133476"," 0.37271773"
"M277.145T1387.445"," 0.005650054","-0.241785353"," 0.118459579"," 0.052218935"," 0.181105353"," 1.212445557","-0.958404598","-1.521073482"," 0.066467356"," 0.948673155","-0.133941488"," 0.523928051","-0.184137208"," 0.294996851"," 0.083147867","-0.153092462","-0.241669000","-0.052989166"
"M469.095T760.602","-0.11291028","-0.98491391"," 0.62201679","-0.21411622"," 0.41654343"," 0.97387565","-0.07206813"," 0.16004118"," 0.40716981"," 0.60338866"," 0.17051462"," 0.64706564"," 0.15704071"," 0.15383215","-2.59874250","-0.11665509","-0.19103360","-0.02104890"
"M478.284T1182.278","-1.08669078"," 0.42583068"," 0.79273420"," 0.28280802"," 0.18582791"," 0.61699921","-0.06620629","-0.28911890","-0.37833056"," 0.98568672"," 0.35980347","-0.05974490","-0.07432971"," 0.67034987","-1.73220332","-0.93321408"," 0.14530211"," 0.15449637"
"M937.334T882.127","-0.03998657","-1.57066704","-0.38067051"," 0.05482583"," 0.30761551"," 0.97501394"," 0.04310968"," 0.17890885"," 0.04120925"," 1.42208931","-0.08587774","-0.16039628"," 0.12107287"," 0.53440258","-1.32394951","-0.08367129","-0.15108428"," 0.11805539"
"M728.269T963.544"," 0.26581108","-2.56399327"," 0.18778261","-0.74473176"," 0.50305932"," 1.39295747","-0.03462311"," 0.17805604","-0.05924861"," 1.00416711","-0.04297836"," 0.25913583"," 0.30569898","-0.15710043","-0.89498260"," 0.03375556"," 0.15662478"," 0.21060935"
"M723.784T1121.279","-0.21820686","-0.57434594"," 0.21732247","-0.15423911","-0.22549381"," 0.92038325","-0.40393081","-0.36261278"," 0.19549257"," 1.77834221","-0.27756822"," 0.36932469"," 0.06434800"," 0.37237679","-0.89016373","-0.23745041","-0.63398130"," 0.06040297"
"M507.891T66.852"," 0.52616403"," 0.21047609"," 1.05990270","-0.46466970"," 0.05669106","-0.26148002","-0.14667651"," 0.76604330"," 0.47947300","-1.48185901","-0.41178758"," 1.09268172","-0.22387723","-0.07879775"," 0.07923888","-0.32282497","-0.49981505","-0.37888296"
"M656.58T941.504","-0.10019682","-0.53226285"," 0.30166559"," 0.37382452"," 0.35958604"," 1.46375307","-0.53633835","-0.51275907"," 0.30766988"," 0.56188138","-0.20568175"," 0.29624415"," 0.13487951"," 0.08962741","-1.76447835"," 0.38123646","-0.32172225","-0.29692857"
"M194.055T920.109","-0.93864737","-1.02870507","-0.73826876"," 0.87484682"," 0.53655648"," 1.02005621","-0.03047427"," 0.38204217","-0.87240432"," 0.82871066"," 0.79417262","-0.48680700","-0.98035753"," 0.29571945","-0.19502955"," 0.64584729"," 0.90256135","-1.00981918"
