"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M445.18T1125.961,1.4219,0.28151,0.55051,0.69292,""
M355.067T660.488,1.4199,0.28211,0.54958,0.69292,""
M361.451T316.325,1.4196,0.2822,0.54945,0.69292,""
M310.969T105.491,1.4191,0.28235,0.54921,0.69292,""
M698.074T1000.042,1.4184,0.28257,0.54887,0.69292,""
M1601.548T315.256,1.4182,0.28262,0.5488,0.69292,""
M1454.998T316.362,1.418,0.28268,0.54871,0.69292,First-tp_Drought - First-tp_Control
M950.337T882.881,1.417,0.283,0.54821,0.69292,""
M957.374T926.518,1.4162,0.28323,0.54786,0.69292,""
M854.516T1290.85,1.4161,0.28326,0.54782,0.69292,""
M1221.323T833.787,1.4152,0.28354,0.54738,0.69292,""
M549.174T847.493,1.4143,0.28379,0.547,0.69292,""
M1087.412T876.684,1.4142,0.28384,0.54692,0.69292,""
M337.186T949.475,1.4137,0.28397,0.54672,0.69292,""
M1031.288T315.245,1.4137,0.28398,0.54671,0.69292,""
M851.819T1425.446,1.412,0.28451,0.54591,0.69292,""
M1035.397T978.889,1.4118,0.28457,0.54581,0.69292,""
M765.729T983.05,1.4104,0.28499,0.54517,0.69292,""
M417.139T895.562,1.4101,0.28507,0.54504,0.69292,""
M1014.89T1344.191,1.4097,0.28521,0.54484,0.69292,""
M280.961T95.439,1.4073,0.28595,0.54372,0.69292,""
M634.336T1275.511,1.4069,0.28605,0.54355,0.69292,First-tp_Fusarium - Other
M322.969T105.104,1.4068,0.28609,0.5435,0.69292,""
M689.319T1251.925,1.4062,0.28628,0.54321,0.69292,""
M511.24T944.134,1.4032,0.28718,0.54185,0.69292,""
M313.275T1417.53,1.4028,0.28732,0.54164,0.69292,""
M232.884T96.335,1.4021,0.28753,0.54132,0.69292,""
M413.147T867.013,1.4007,0.28794,0.5407,0.69292,""
M367.102T765.544,1.3999,0.2882,0.54031,0.69292,""
M851.794T1356.146,1.3993,0.2884,0.54001,0.69292,""
M377.181T797.379,1.3986,0.28859,0.53972,0.69292,""
M203.286T106.975,1.3977,0.28887,0.5393,0.69292,""
M627.229T851.009,1.3969,0.28912,0.53892,0.69292,""
M1296.442T316.362,1.3968,0.28914,0.53889,0.69292,""
M889.313T902.886,1.3958,0.28948,0.53839,0.69292,""
M313.093T320.692,1.3951,0.28969,0.53807,0.69292,""
M245.043T89.713,1.3939,0.29005,0.53753,0.69292,""
M472.781T96.335,1.3936,0.29016,0.53737,0.69292,""
M409.002T109.878,1.3929,0.29035,0.53708,0.69292,""
M590.015T907.684,1.3925,0.29048,0.53688,0.69292,""
M1136.545T907.7,1.3922,0.29058,0.53674,0.69292,""
M852.067T1329.714,1.3893,0.29149,0.53538,0.69292,""
M771.369T883.552,1.3878,0.29194,0.5347,0.69292,""
M384.275T1314.124,1.3864,0.29239,0.53404,0.69292,""
M559.667T1200.71,1.3857,0.29261,0.53371,0.69292,""
M337.092T724.593,1.3834,0.29331,0.53267,0.69292,""
M1033.603T1229.397,1.3824,0.29363,0.53219,0.69292,""
M401.049T776.54,1.3823,0.29367,0.53215,0.69292,""
M295.104T156.471,1.3822,0.29368,0.53212,0.69292,""
M698.005T988.342,1.3821,0.29372,0.53207,0.69292,""
M430.136T769.014,1.382,0.29377,0.53199,0.69292,""
M811.459T986.188,1.3817,0.29385,0.53187,0.69292,""
M561.649T1230.897,1.3816,0.29388,0.53183,0.69292,""
M655.811T942.736,1.3811,0.29404,0.5316,0.69292,""
M429.419T313.767,1.3806,0.29421,0.53134,0.69292,""
M385.077T746.611,1.3799,0.29441,0.53105,0.69292,""
M1076.649T1193.389,1.3788,0.29476,0.53053,0.69292,""
M397.074T474.916,1.3777,0.29512,0.53,0.69292,""
M575.867T66.858,1.3772,0.29527,0.52979,0.69292,""
M1141.612T1194.343,1.3753,0.29588,0.52888,0.69292,""
M266.946T113.686,1.3743,0.29618,0.52844,0.69292,""
M699.093T985.159,1.3735,0.29644,0.52806,0.69292,""
M521.022T764.729,1.3734,0.29647,0.52802,0.69292,""
M456.197T892.811,1.3729,0.29664,0.52777,0.69292,""
M430.212T847.65,1.3719,0.29693,0.52734,0.69292,First-tp_Drought - Other
M443.191T791.98,1.3718,0.29698,0.52727,0.69292,""
M982.374T904.236,1.3715,0.29708,0.52712,0.69292,""
M337.538T806.181,1.3709,0.29728,0.52684,0.69292,""
M1099.581T1224.487,1.3696,0.29767,0.52626,0.69292,""
M613.488T897.436,1.3692,0.2978,0.52607,0.69292,""
M277.031T88.663,1.3685,0.29804,0.52573,0.69292,""
M329.088T474.939,1.3667,0.2986,0.52491,0.69292,""
M213.056T971.073,1.3666,0.29863,0.52486,0.69292,""
M371.09T764.993,1.3663,0.29873,0.52472,0.69292,""
M1057.411T880.24,1.3661,0.29881,0.52461,0.69292,""
M765.403T989.552,1.366,0.29883,0.52458,0.69292,""
M281.049T89.959,1.3647,0.29925,0.52397,0.69292,""
M806.159T933.966,1.3646,0.29928,0.52393,0.69292,""
M590.274T907.848,1.3637,0.29955,0.52353,0.69292,""
M836.522T1479.692,1.3631,0.29976,0.52322,0.69292,""
M521.224T935.29,1.3626,0.29991,0.52301,0.69292,""
M559.124T1193.298,1.3614,0.3003,0.52245,0.69292,""
M653.678T322.941,1.3608,0.30049,0.52217,0.69292,""
M429.486T320.767,1.3599,0.30078,0.52176,0.69292,""
M986.8T69.273,1.3599,0.30078,0.52175,0.69292,""
M1014.477T981.949,1.3578,0.30145,0.52079,0.69292,""
M576.012T1055.395,1.3573,0.30163,0.52053,0.69292,""
M427.009T107.872,1.3554,0.30222,0.51967,0.69292,""
M621.221T884.304,1.3553,0.30226,0.51961,0.69292,""
M1395.396T991.455,1.3552,0.30229,0.51958,0.69292,First-tp_Drought - Other
M603.083T90.379,1.3544,0.30256,0.51918,0.69292,""
M393.188T983.065,1.3543,0.30258,0.51915,0.69292,""
M398.263T1317.762,1.3535,0.30284,0.51878,0.69292,""
M426.023T92.476,1.3532,0.30296,0.51861,0.69292,First-tp_Fusarium - Other
M868.517T1202.592,1.3517,0.30344,0.51793,0.69292,""
M437.041T470.729,1.3515,0.3035,0.51784,0.69292,""
M252.965T98.618,1.3507,0.30376,0.51747,0.69292,""
M489.271T928.554,1.3496,0.30411,0.51697,0.69292,""
M865.491T1326.551,1.3489,0.30434,0.51663,0.69292,""
M559.618T1204.987,1.3476,0.30478,0.51602,0.69292,First-tp_Xanthomonas - Other
M1095.84T892.791,1.3472,0.3049,0.51584,0.69292,""
M1308.932T316.358,1.3466,0.3051,0.51555,0.69292,""
M569.181T807.905,1.3459,0.30532,0.51525,0.69292,""
M325.202T982.74,1.3449,0.30565,0.51477,0.69292,""
M967.577T1245.908,1.3437,0.30605,0.51421,0.69292,""
M215.052T1046.473,1.3435,0.3061,0.51413,0.69292,""
M709.31T874.193,1.3429,0.30631,0.51383,0.69292,""
M655.281T1120.709,1.3424,0.30645,0.51364,0.69292,""
M857.35T1122.035,1.341,0.30694,0.51295,0.69292,""
M1133.847T912.408,1.3384,0.30778,0.51175,0.69292,""
M753.298T903.043,1.3384,0.30779,0.51174,0.69292,""
M767.194T317.413,1.3376,0.30805,0.51137,0.69292,""
M795.27T865.806,1.3373,0.30813,0.51127,0.69292,""
M649.302T900.549,1.3371,0.30821,0.51115,0.69292,""
M983.568T1252.43,1.336,0.30858,0.51063,0.69292,""
M863.184T809.21,1.3358,0.30863,0.51056,0.69292,""
M806.978T940.468,1.3357,0.30866,0.51052,0.69292,""
M469.17T325.013,1.335,0.30892,0.51016,0.69292,""
M1611.697T937.933,1.3347,0.309,0.51004,0.69292,""
M581.994T88.804,1.3346,0.30905,0.50998,0.69292,First-tp_Fusarium - Other
M567.646T908.106,1.3332,0.30951,0.50933,0.69292,""
M481.224T887.168,1.3329,0.30959,0.50921,0.69292,""
M723.413T940.853,1.3321,0.30985,0.50885,0.69292,""
M213.056T916.687,1.3318,0.30996,0.5087,0.69292,""
M562.766T1150.374,1.3309,0.31028,0.50825,0.69292,""
M867.515T1204.699,1.3303,0.31047,0.50798,0.69292,""
M487.282T1221.234,1.3301,0.31054,0.50788,0.69292,""
M309.554T1123.923,1.3278,0.3113,0.50682,0.69292,""
M1031.84T1213.333,1.3269,0.31159,0.50642,0.69292,""
M426.969T90.522,1.3269,0.31159,0.50642,0.69292,""
M659.01T106.427,1.3256,0.31203,0.5058,0.69292,""
M823.337T914.416,1.3248,0.3123,0.50543,0.69292,""
M1007.373T920.82,1.3226,0.31303,0.50442,0.69292,""
M805.362T924.937,1.3222,0.31315,0.50425,0.69292,""
M865.489T1291.829,1.3221,0.3132,0.50417,0.69292,""
M371.1T817.997,1.3188,0.31432,0.50263,0.69292,""
M1297.451T316.098,1.3186,0.31438,0.50255,0.69292,""
M308.078T802.991,1.3185,0.31441,0.50251,0.69292,""
M351.085T316.423,1.3174,0.31479,0.50197,0.69292,""
M969.813T316.499,1.317,0.31491,0.50181,0.69292,""
M811.384T988.304,1.3156,0.31538,0.50117,0.69292,""
M603.339T1194.269,1.3153,0.31548,0.50102,0.69292,""
M475.187T823.258,1.3146,0.31573,0.50068,0.69292,First-tp_Fusarium - Other
M393.176T847.594,1.3145,0.31577,0.50062,0.69292,""
M597.052T106.853,1.3144,0.31579,0.5006,0.69292,""
M449.202T630.506,1.3142,0.31584,0.50053,0.69292,""
M469.115T876.627,1.3142,0.31587,0.50049,0.69292,""
M501.195T803.697,1.3135,0.31609,0.50018,0.69292,""
M367.103T818.837,1.3088,0.31769,0.498,0.69292,""
M947.485T901.595,1.3087,0.31773,0.49794,0.69292,""
M885.163T805.657,1.3085,0.31781,0.49784,0.69292,""
M487.134T869.24,1.3078,0.31803,0.49753,0.69292,""
M353.082T316.368,1.3077,0.31808,0.49746,0.69292,""
M309.207T1042.166,1.3068,0.31837,0.49707,0.69292,""
M893.38T934.735,1.3065,0.31847,0.49693,0.69292,""
M455.151T768.715,1.3065,0.31847,0.49693,0.69292,""
M617.133T750.744,1.3063,0.31855,0.49682,0.69292,""
M567.276T907.878,1.3057,0.31874,0.49657,0.69292,""
M689.274T1192.785,1.3055,0.31882,0.49646,0.69292,""
M570.167T894.567,1.3045,0.31915,0.49601,0.69292,""
M1308.415T315.705,1.3041,0.31931,0.49579,0.69292,""
M1014.498T996.34,1.3035,0.31952,0.49551,0.69292,""
M475.146T746.942,1.303,0.31966,0.49531,0.69292,""
M407.045T415.442,1.3027,0.31976,0.49518,0.69292,""
M1305.428T315.265,1.3015,0.3202,0.49458,0.69292,""
M453.099T792.789,1.3011,0.32032,0.49441,0.69292,""
M429.211T843.933,1.3009,0.32038,0.49434,0.69292,""
M139.002T112.479,1.3009,0.32038,0.49433,0.69292,""
M589.271T908.408,1.3005,0.32052,0.49414,0.69292,""
M316.868T95.439,1.2995,0.32086,0.49368,0.69292,First-tp_Fusarium - First-tp_Control
M289.446T802.654,1.2984,0.32125,0.49316,0.69292,""
M822.313T886.782,1.2977,0.32149,0.49283,0.69292,""
M447.151T677.76,1.2972,0.32167,0.49259,0.69292,""
M968.577T1247.645,1.297,0.32174,0.49249,0.69292,""
M726.284T1051.577,1.2966,0.32187,0.49231,0.69292,""
M478.295T1238.56,1.2956,0.3222,0.49188,0.69292,""
M653.861T317.501,1.2953,0.32233,0.49169,0.69292,""
M280.987T110.997,1.295,0.32242,0.49158,0.69292,""
M403.16T816.749,1.2943,0.32266,0.49125,0.69292,""
M1163.579T906.602,1.2943,0.32268,0.49123,0.69292,""
M653.717T312.26,1.2925,0.3233,0.49039,0.69292,""
M725.281T1051.656,1.2919,0.32349,0.49014,0.69292,""
M631.775T322.539,1.2911,0.32378,0.48975,0.69292,""
M612.262T1245.504,1.2901,0.32413,0.48928,0.69292,""
M853.704T1327.629,1.2894,0.32438,0.48895,0.69292,""
M455.081T744.378,1.2884,0.3247,0.48852,0.69292,""
M609.153T789.212,1.2876,0.325,0.48812,0.69292,""
M754.359T963.172,1.286,0.32555,0.48738,0.69292,""
M433.777T806.208,1.2854,0.32575,0.48712,0.69292,""
M654.601T316.399,1.2853,0.32578,0.48708,0.69292,""
M399.165T851.906,1.2836,0.32638,0.48627,0.69292,""
M653.783T316.318,1.2836,0.32639,0.48626,0.69292,""
M1032.753T1226.13,1.2833,0.32651,0.48611,0.69292,""
M557.187T899.436,1.2829,0.32662,0.48596,0.69292,""
M449.205T834.832,1.281,0.32729,0.48507,0.69292,""
M851.154T319.552,1.2806,0.32744,0.48486,0.69292,""
M530.968T106.005,1.2798,0.3277,0.48452,0.69292,""
M429.664T316.504,1.2794,0.32787,0.4843,0.69292,""
M998.025T1402.62,1.2789,0.32805,0.48406,0.69292,""
M365.143T832.741,1.2787,0.3281,0.48399,0.69292,""
M445.095T115.802,1.2782,0.32828,0.48375,0.69292,""
M501.206T823.684,1.2778,0.32842,0.48357,0.69292,""
M1008.375T923.099,1.2776,0.32849,0.48348,0.69292,""
M274.971T109.977,1.2775,0.32855,0.48341,0.69292,""
M338.088T840.136,1.2769,0.32876,0.48313,0.69292,""
M453.101T88.055,1.2767,0.3288,0.48307,0.69292,""
M697.753T1005.082,1.2761,0.32902,0.48278,0.69292,""
M1337.483T909.092,1.2757,0.32918,0.48257,0.69292,""
M551.183T891.516,1.2733,0.33001,0.48147,0.69292,""
M153.054T327.036,1.2683,0.33179,0.47914,0.69292,""
M377.107T115.273,1.2679,0.33193,0.47896,0.69292,""
M631.8T325.95,1.2675,0.33206,0.47878,0.69292,""
M485.168T916.74,1.2671,0.33221,0.47859,0.69292,""
M561.78T1193.288,1.2671,0.33221,0.47859,0.69292,""
M288.987T101.622,1.266,0.3326,0.47808,0.69292,""
M318.971T91.239,1.2656,0.33273,0.4779,0.69292,""
M385.113T791.317,1.2646,0.33312,0.47741,0.69292,""
M259.023T89.815,1.2645,0.33316,0.47735,0.69292,""
M1029.639T1193.403,1.264,0.3333,0.47716,0.69292,""
M425.165T761.881,1.2637,0.33342,0.477,0.69292,""
M549.13T89.631,1.2632,0.3336,0.47678,0.69292,""
M1081.46T980.936,1.2626,0.33384,0.47647,0.69292,""
M613.529T893,1.2616,0.33419,0.476,0.69292,""
M383.418T324.765,1.2604,0.33462,0.47545,0.69292,""
M868.811T67.591,1.2595,0.33493,0.47505,0.69292,""
M272.216T1223.783,1.2594,0.33498,0.47499,0.69292,""
M1069.501T1402.821,1.2585,0.33529,0.47458,0.69292,""
M575.196T930.136,1.2579,0.33549,0.47432,0.69292,""
M438.263T1164.917,1.2578,0.33555,0.47424,0.69292,""
M287.076T110.312,1.2567,0.33593,0.47375,0.69292,""
M633.261T1246.267,1.2567,0.33593,0.47375,0.69292,""
M343.102T681.368,1.2565,0.33601,0.47365,0.69292,""
M987.494T1327.158,1.2564,0.33606,0.47359,0.69292,""
M270.565T1223.783,1.256,0.3362,0.4734,0.69292,""
M968.4T974.568,1.2558,0.33625,0.47334,0.69292,""
M697.905T994.286,1.2539,0.33694,0.47244,0.69292,""
M672.967T94.411,1.2535,0.3371,0.47225,0.69292,""
M133.012T90.097,1.2528,0.33733,0.47195,0.69292,""
M377.58T89.42,1.2527,0.33737,0.4719,0.69292,""
M300.988T96.154,1.2518,0.3377,0.47147,0.69292,""
M319.083T845.914,1.25,0.33834,0.47064,0.69292,""
M997.983T1402.716,1.2499,0.3384,0.47057,0.69292,""
M353.181T807.324,1.2494,0.33856,0.47036,0.69292,""
M669.182T316.584,1.249,0.33872,0.47016,0.69292,""
M723.346T899.128,1.249,0.33872,0.47016,0.69292,""
M384.097T310.658,1.248,0.33908,0.4697,0.69292,""
M710.827T66.858,1.2478,0.33916,0.46959,0.69292,""
M443.193T725.675,1.2469,0.33948,0.46919,0.69292,""
M1014.811T1344.847,1.2466,0.3396,0.46904,0.69292,""
M408.955T91.269,1.2463,0.3397,0.4689,0.69292,""
M1014.782T1351.411,1.2452,0.3401,0.46839,0.69292,""
M1105.431T888.552,1.2433,0.3408,0.4675,0.69292,""
M649.307T1120.24,1.2421,0.34122,0.46696,0.69292,""
M320.919T92.078,1.2419,0.34133,0.46683,0.69292,""
M751.173T317.266,1.2409,0.34167,0.46639,0.69292,""
M405.137T316.499,1.2407,0.34176,0.46628,0.69292,""
M254.223T1432.623,1.2401,0.34196,0.46602,0.69292,""
M433.006T89.826,1.24,0.342,0.46598,0.69292,""
M505.029T765.672,1.2399,0.34203,0.46594,0.69292,
M385.188T793.619,1.2399,0.34206,0.4659,0.69292,
M451.218T291.531,1.2386,0.34253,0.4653,0.69292,
M696.3T853.355,1.2383,0.34262,0.46519,0.69292,
M456.81T96.244,1.2379,0.34277,0.465,0.69292,
M621.052T106.9,1.2378,0.34283,0.46492,0.69292,
M295.081T793.997,1.2364,0.34332,0.4643,0.69292,
M347.023T90.373,1.2361,0.34345,0.46413,0.69292,
M1142.614T1193.858,1.236,0.34348,0.4641,0.69292,
M851.879T1330.864,1.2355,0.34367,0.46385,0.69292,
M428.2T856.891,1.2346,0.34399,0.46346,0.69292,
M499.195T1235.932,1.2345,0.34404,0.46339,0.69292,
M415.161T821.344,1.2344,0.34407,0.46336,0.69292,
M807.113T936.925,1.2329,0.34462,0.46265,0.69292,
M1031.899T1225.646,1.2324,0.34481,0.46242,0.69292,
M793.131T89.251,1.2309,0.34535,0.46174,0.69292,
M685.161T842.613,1.2307,0.34546,0.46161,0.69292,
M633.074T312.26,1.2294,0.34593,0.46101,0.69292,
M203.083T418.775,1.2289,0.34612,0.46078,0.69292,
M981.364T901.259,1.2279,0.34646,0.46035,0.69292,
M555.17T790.902,1.2276,0.34659,0.46019,0.69292,
M465.141T849.089,1.2276,0.34659,0.46018,0.69292,
M999.268T316.316,1.2275,0.34662,0.46014,0.69292,
M968.386T889.852,1.2275,0.34664,0.46012,0.69292,
M647.652T1162.749,1.2272,0.34674,0.46,0.69292,
M909.388T926.435,1.2261,0.34713,0.4595,0.69292,
M504.146T749.726,1.226,0.34718,0.45945,0.69292,
M385.077T649.201,1.2256,0.34732,0.45927,0.69292,
M1094.946T896.052,1.2243,0.34781,0.45866,0.69292,
M477.061T615.621,1.2242,0.34787,0.45858,0.69292,
M773.211T817.036,1.224,0.34795,0.45848,0.69292,
M463.049T87.708,1.2237,0.34806,0.45835,0.69292,
M559.975T1203.448,1.2222,0.34859,0.45769,0.69292,
M775.338T1039.594,1.2216,0.34882,0.4574,0.69292,
M937.815T69.273,1.2212,0.349,0.45718,0.69292,
M632T325.979,1.221,0.34904,0.45713,0.69292,
M548.979T106.308,1.221,0.34904,0.45713,0.69292,
M970.768T318.573,1.2208,0.34913,0.45701,0.69292,
M315.108T761.986,1.2206,0.34919,0.45694,0.69292,
M544.284T936.329,1.2196,0.34958,0.45645,0.69292,
M353.052T831.694,1.2185,0.35,0.45593,0.69292,
M297.119T136.686,1.2182,0.35012,0.45578,0.69292,
M361.677T1190.955,1.218,0.35018,0.45571,0.69292,
M848.315T857.496,1.2179,0.35023,0.45565,0.69292,
M485.127T895.658,1.2174,0.35042,0.45541,0.69292,
M1075.647T1193.908,1.2171,0.35053,0.45527,0.69292,
M311.113T844.512,1.2156,0.35108,0.4546,0.69292,
M608.173T786.435,1.2156,0.35109,0.45458,0.69292,
M967.407T978.889,1.2145,0.35151,0.45406,0.69292,
M593.857T757.673,1.2128,0.35213,0.45329,0.69292,
M1161.883T894.146,1.2115,0.35261,0.4527,0.69292,
M503.143T589.731,1.2112,0.35276,0.45252,0.69292,
M653.828T318.352,1.2109,0.35285,0.4524,0.69292,
M925.329T1121.023,1.2108,0.35289,0.45237,0.69292,
M562.835T1148.266,1.2097,0.3533,0.45186,0.69292,
M415.27T1182.702,1.209,0.35356,0.45154,0.69292,
M385.113T835.894,1.2082,0.35388,0.45114,0.69292,
M389.199T1191.076,1.208,0.35396,0.45104,0.69292,
M627.743T1194.304,1.2078,0.35404,0.45094,0.69292,
M417.764T850.924,1.2077,0.35407,0.45091,0.69292,
M510.867T67.274,1.2077,0.35407,0.45091,0.69292,
M399.202T993.604,1.207,0.35433,0.45059,0.69292,
M927.368T972.44,1.2064,0.35456,0.45031,0.69292,
M535.167T793.769,1.2055,0.3549,0.44989,0.69292,
M589.773T907.878,1.2053,0.355,0.44977,0.69292,
M559.111T412.291,1.2043,0.35537,0.44932,0.69292,
M555.158T835.854,1.2017,0.35636,0.44811,0.69292,
M527.88T66.254,1.2016,0.35638,0.44808,0.69292,
M463.192T974.227,1.2015,0.35642,0.44804,0.69292,
M524.183T892.811,1.2004,0.35685,0.44751,0.69292,
M443.058T752.856,1.2003,0.3569,0.44745,0.69292,
M1462.52T939.973,1.1999,0.35705,0.44727,0.69292,
M576.072T1051.61,1.1997,0.35711,0.4472,0.69292,
M527.309T1189.176,1.199,0.35739,0.44685,0.69292,
M669.068T89.15,1.1989,0.35742,0.44682,0.69292,
M525.195T888.058,1.1982,0.3577,0.44648,0.69292,
M391.157T830.263,1.196,0.35853,0.44547,0.69292,
M702.255T837.404,1.1938,0.35941,0.44441,0.69292,
M578.278T1654.313,1.1935,0.3595,0.4443,0.69292,
M563.252T904.514,1.1934,0.35956,0.44423,0.69292,
M1135.534T909.182,1.1933,0.35958,0.4442,0.69292,
M783.304T1161.409,1.1932,0.35962,0.44416,0.69292,
M429.646T308.971,1.1914,0.36032,0.44331,0.69292,
M1269.507T907.7,1.1911,0.36043,0.44318,0.69292,
M1094.293T897.844,1.1906,0.36062,0.44295,0.69292,
M858.344T1120.576,1.1902,0.3608,0.44273,0.69292,
M819.254T316.358,1.19,0.36087,0.44265,0.69292,
M655.873T943.419,1.1889,0.3613,0.44213,0.69292,
M387.165T771.864,1.1888,0.36132,0.44211,0.69292,
M633.552T319.689,1.1883,0.36153,0.44186,0.69292,
M626.212T761.224,1.1869,0.36207,0.44121,0.69292,
M1058.433T882.742,1.1867,0.36216,0.4411,0.69292,
M735.437T1351.512,1.1864,0.36226,0.44098,0.69292,
M395.073T169.836,1.1861,0.36238,0.44084,0.69292,
M921.12T945.55,1.1859,0.36245,0.44075,0.69292,
M701.333T69.273,1.185,0.36278,0.44035,0.69292,
M736.44T1350.754,1.185,0.3628,0.44033,0.69292,
M1028.451T1193.298,1.1849,0.36286,0.44026,0.69292,
M595.261T805.416,1.1842,0.36312,0.43996,0.69292,
M645.117T89.636,1.1839,0.36325,0.4398,0.69292,
M722.143T1113.831,1.1826,0.36375,0.4392,0.69292,
M435.959T107.38,1.1821,0.36391,0.439,0.69292,
M502.199T804.61,1.1818,0.36405,0.43884,0.69292,
M575.895T1049.681,1.1803,0.36464,0.43814,0.69292,
M191.054T89.143,1.1802,0.36469,0.43808,0.69292,
M502.995T105.736,1.1795,0.36496,0.43776,0.69292,
M781.183T974.609,1.1792,0.36506,0.43764,0.69292,
M392.068T765.784,1.1767,0.36604,0.43647,0.69292,
M923.402T931.508,1.1765,0.36613,0.43636,0.69292,
M985.784T316.247,1.1763,0.3662,0.43628,0.69292,
M316.427T318.614,1.1758,0.36642,0.43603,0.69292,
M1162.522T896.44,1.1753,0.36659,0.43582,0.69292,
M697.305T1245.984,1.175,0.36672,0.43566,0.69292,
M757.441T1176.453,1.1746,0.36688,0.43548,0.69292,
M1167.533T908.078,1.1744,0.36695,0.43539,0.69292,
M333.062T954.304,1.1743,0.36698,0.43536,0.69292,
M487.212T857.117,1.1736,0.36728,0.435,0.69292,
M969.317T316.321,1.172,0.36791,0.43426,0.69292,
M1095.906T894.31,1.171,0.3683,0.4338,0.69292,
M345.577T605.404,1.1709,0.36834,0.43375,0.69292,
M1013.86T1346.532,1.1708,0.36837,0.43371,0.69292,
M419.228T901.259,1.1706,0.36846,0.43361,0.69292,
M644.846T66.885,1.1695,0.36891,0.43308,0.69292,
M470.174T323.906,1.1693,0.36897,0.43301,0.69292,
M805.628T943.759,1.1679,0.3695,0.43238,0.69292,
M529.159T788.61,1.1676,0.36964,0.43223,0.69292,
M1029.626T1193.853,1.1666,0.37004,0.43175,0.69292,
M569.273T895.199,1.166,0.37029,0.43145,0.69292,
M310.974T92.682,1.1653,0.37054,0.43116,0.69292,
M591.333T975.738,1.1637,0.37117,0.43043,0.69292,
M448.965T106.062,1.1635,0.37128,0.4303,0.69292,
M289.056T250.757,1.1631,0.37142,0.43014,0.69292,
M1053.272T316.465,1.1625,0.37165,0.42986,0.69292,
M839.517T1151.186,1.1625,0.37167,0.42985,0.69292,
M1001.569T1093.359,1.1619,0.37189,0.42959,0.69292,
M433.376T793.769,1.1614,0.37212,0.42932,0.69292,
M387.346T67.938,1.1599,0.37271,0.42862,0.69292,
M1000.263T316.358,1.1598,0.37276,0.42857,0.69292,
M758.447T1173.243,1.1598,0.37276,0.42857,0.69292,
M1035.367T890.845,1.1597,0.3728,0.42852,0.69292,
M354.957T108.842,1.1594,0.37291,0.4284,0.69292,
M1397.75T1121.778,1.1591,0.37303,0.42826,0.69292,
M851.912T1326.892,1.1587,0.37317,0.4281,0.69292,
M628.521T1196.341,1.158,0.37347,0.42774,0.69292,
M683.129T316.242,1.1575,0.37365,0.42753,0.69292,
M293.52T1197.459,1.1562,0.37418,0.42692,0.69292,
M447.959T106.92,1.155,0.37466,0.42637,0.69292,
M1009.386T967.414,1.155,0.37466,0.42636,0.69292,
M331.068T223.104,1.155,0.37466,0.42636,0.69292,
M433.13T1193.416,1.1549,0.37471,0.42631,0.69292,
M230.991T88.495,1.1546,0.37483,0.42616,0.69292,
M345.37T608.086,1.1538,0.37514,0.42581,0.69292,
M517.159T795.678,1.1533,0.37536,0.42555,0.69292,
M349.186T846.471,1.1529,0.37553,0.42536,0.69292,
M921.374T936.829,1.1518,0.37595,0.42487,0.69292,
M409.075T744.412,1.1518,0.37596,0.42485,0.69292,
M453.14T913.155,1.1516,0.37606,0.42475,0.69292,
M336.86T96.244,1.1508,0.37636,0.4244,0.69292,
M639.158T840.392,1.1506,0.37644,0.42431,0.69292,
M558.878T1192.321,1.1506,0.37646,0.42428,0.69292,
M418.218T902.438,1.1505,0.37649,0.42425,0.69292,
M287.077T663.979,1.1504,0.37653,0.4242,0.69292,
M332.842T96.154,1.1495,0.37691,0.42377,0.69292,
M389.182T799.355,1.1494,0.37694,0.42372,0.69292,
M998.841T1404.514,1.1482,0.3774,0.4232,0.69292,
M610.699T832.318,1.147,0.37788,0.42264,0.69292,
M559.895T1194.445,1.1458,0.37837,0.42208,0.69292,
M1143.637T1195.221,1.1454,0.37856,0.42186,0.69292,
M405.098T1082.014,1.145,0.3787,0.42171,0.69292,
M943.502T1194.413,1.1446,0.37887,0.42151,0.69292,
M316.359T322.539,1.1442,0.37906,0.4213,0.69292,
M564.929T1201.416,1.144,0.37912,0.42122,0.69292,
M221.03T89.496,1.1434,0.37938,0.42093,0.69292,
M431.506T794.717,1.1431,0.37948,0.42082,0.69292,
M373.204T1368.554,1.1422,0.37986,0.42037,0.69292,
M751.34T927.282,1.1417,0.38006,0.42015,0.69292,
M967.561T1349.704,1.1416,0.3801,0.4201,0.69292,
M1095.063T894.34,1.1416,0.38012,0.42008,0.69292,
M798.851T67.54,1.1414,0.38019,0.42,0.69292,
M323.042T818.446,1.1399,0.38078,0.41933,0.69292,
M435.217T805.716,1.1396,0.38091,0.41918,0.69292,
M567.171T792.05,1.1396,0.38093,0.41915,0.69292,
M329.088T425.59,1.1366,0.38215,0.41777,0.69292,
M631.863T318.629,1.1364,0.38221,0.4177,0.69292,
M1123.31T88.13,1.1357,0.38252,0.41734,0.69292,
M316.385T321.843,1.1351,0.38274,0.41709,0.69292,
M503.126T874.193,1.1349,0.38283,0.417,0.69292,
M659.273T944.298,1.1347,0.38292,0.41689,0.69292,
M444.062T749.895,1.1346,0.38296,0.41684,0.69292,
M630.629T315.233,1.1345,0.38299,0.41681,0.69292,
M567.778T908.116,1.1342,0.38311,0.41667,0.69292,
