"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18"
"M685.228T857.881",0.028017,0.012608,0.003924,-0.0075834,0.0073116,0.0054,-0.0065575,-0.013874,0.0075181,-0.0023514,-0.018063,0.0059831,-0.0079763,0.0095809,0.019878,-0.0053609,-0.0016254,-0.00048257
"M307.192T1165.654",0.030367,0.0032716,0.02225,-0.014998,0.018596,0.0077551,-0.0019363,0.0058176,0.019392,-0.0065368,-0.0094337,0.0011398,0.018949,-0.016929,0.00027825,0.018422,-0.010589,-0.0039733
"M805.515T1328.497",0.020741,-0.00049783,0.021243,0.02175,0.010459,-3.4708e-05,0.00039182,-0.016921,-0.013443,-0.02286,-0.013471,-0.0088926,0.0070411,0.0018277,0.001402,-0.0069852,-0.028789,0.0019664
"M441.162T763.637",0.024281,0.0015717,0.013996,0.011622,-8.7759e-05,-0.0067638,-0.00083766,-0.015771,-0.0045832,-0.021563,0.016123,-0.0096784,-0.0028715,0.015258,0.00083721,-0.0047039,0.036549,0.00010185
"M1137.546T907.004",0.02369,-0.0073848,-0.00020673,-0.00092476,0.0081595,0.0012338,0.0018337,-0.0028987,-0.021575,0.00062319,-0.014168,0.00079488,0.015777,0.021042,-0.01061,-0.0027339,-0.0039127,-0.0057379
"M963.275T732.778",0.023082,0.00079223,0.012103,0.0063224,-0.0041268,0.029441,-0.052694,0.030041,-0.027062,-0.037149,-0.025815,0.050258,-0.038413,-0.028725,-0.002078,0.0037773,0.0064428,0.0038978
"M991.316T318.206",0.031921,0.037512,-0.022846,-0.021308,0.0051008,-0.037132,0.016259,0.0072832,-0.013434,0.0030251,0.0083073,0.0058017,-0.008007,-0.0061115,-0.0020446,0.0095289,-0.0045929,-0.0014865
"M867.206T809.129",0.024104,0.017894,-0.010494,0.0011777,-0.0066362,-0.021046,0.0032682,-0.044986,-0.020954,-0.00089571,-0.0063189,0.0086263,-0.0042299,0.019154,0.000419,0.0041985,0.028709,-0.002352
"M403.064T798.991",0.027481,0.014818,0.012548,-0.0082894,0.0077953,-0.036368,-0.018209,-0.015867,-0.034732,-0.027564,0.0056992,-0.0094399,-0.031064,-0.0046173,0.0022968,-0.00058429,-0.012796,-8.6325e-05
"M836.522T1479.692",0.027766,0.0083655,0.047387,-0.0051288,0.017294,0.001277,-0.013774,-0.017045,-0.0017513,0.0026917,0.00069864,0.0013075,0.0026702,-0.0014678,-0.011022,-0.0012978,0.00082501,-0.0040011
"M399.275T1363.391",0.021894,0.00068539,0.012784,0.020408,-0.0074721,-0.0016491,0.0052192,-0.020332,-0.0050804,-0.0045999,0.0027959,0.0045029,-0.020503,-0.0065512,0.0020215,0.0086835,0.0053823,-0.0020027
"M548.179T817.387",0.029238,0.023276,-0.0076613,-0.021057,0.011727,-0.012807,-0.0010347,-0.008274,0.0091863,-0.016245,0.007511,-0.0062092,-0.0099373,-0.019682,0.020538,-0.00011621,-0.014427,0.0013801
"M997.827T1401.691",0.017379,0.0055398,0.016611,0.026364,0.029784,0.024861,-0.042304,0.020527,0.0327,0.0061516,0.056716,0.036782,-0.061249,0.072919,0.12295,0.05078,0.001176,0.012222
"M1323.087T1192.329",0.023639,0.013922,-0.00050079,-0.021316,0.003151,-0.02859,0.02828,0.025423,0.025674,0.033987,-0.013894,0.039831,0.0067865,-0.004989,-0.040729,0.0072778,0.031608,-0.00044734
"M657.026T89.496",0.017492,-0.026486,0.0063448,0.014092,0.018966,0.0068848,0.0067361,0.010746,0.0059185,-0.0072896,0.012981,0.00090981,-0.017644,-0.002482,-0.016506,-8.8667e-05,6.3699e-05,0.00076189
"M331.079T87.506",0.019143,-0.014251,-0.017685,-0.057972,0.071103,0.032641,0.029554,0.0099199,0.021054,0.012181,-0.03738,-0.0048867,-0.013244,0.0054138,0.0042059,0.0085687,-0.0083695,0.0023155
"M808.24T1193.238",0.030393,0.0062967,-0.0054847,-0.015232,-0.016799,-0.037726,-0.0064484,0.048587,-0.0073907,0.0096636,-0.0013062,0.020801,-0.019749,0.015112,-0.014614,0.0050036,-0.0068423,-0.00070459
"M524.183T892.811",0.024793,0.012069,0.00034314,-0.0028002,-0.0016417,0.014995,-0.019756,0.006489,0.0028495,-0.0012943,-0.012694,0.0033365,-0.00013574,0.0083356,0.014155,0.013376,-0.0009137,-0.00036227
"M754.359T963.172",0.025159,-0.011899,-0.0084283,0.0072274,-0.040831,0.0085733,0.0066089,0.010545,-0.007471,-0.0076774,0.004087,-0.018405,-0.014806,-0.014421,0.011473,0.0049497,-0.02958,-0.0025692
"M518.153T824.178",0.018432,0.0043479,0.007036,0.025631,0.027334,0.00020615,-0.01311,0.028801,-0.0065921,-0.0056529,0.012676,0.0061924,0.01359,-0.017287,0.0047171,-0.021819,-0.0035541,0.002532
"M1096.548T894.929",0.025273,-0.0028443,0.0046135,0.011322,-0.0016889,-0.019983,0.018453,-0.018785,-0.034155,-0.00027157,-0.01643,0.0071078,0.00019127,0.016804,0.0055669,-0.0052166,0.0065085,0.0015105
"M999.268T316.316",0.025326,0.036152,-0.040251,-0.0092922,0.0072589,-0.034842,0.022355,0.0084193,-0.010919,0.00024846,0.0023242,-0.00078485,-0.0047002,-0.0046332,0.00058994,0.0052485,-0.0092686,-0.00098615
"M393.081T756.691",0.020779,-0.0058975,-0.01393,0.010776,0.00020574,0.0052687,0.0024509,0.023794,0.032739,-0.019322,0.0048763,-0.013873,0.011788,0.019637,0.020794,-0.0058808,-0.023094,0.0041297
"M266.366T1577.236",0.012583,-0.01497,-0.024732,0.034299,0.010998,-0.013089,-0.018728,0.0095076,-0.0040506,0.019004,-0.01597,-0.0069581,0.00074638,-0.0002622,-0.011224,0.0068516,0.02618,0.003334
"M561.78T1193.288",0.02285,-0.010594,0.0079253,0.017244,-0.0047405,-0.012731,0.017156,-0.0014332,0.021329,0.014798,-0.013723,-0.0060712,-0.018313,-0.015005,0.0029528,-0.0061615,0.0077654,-0.0018428
"M836.743T1479.398",0.025761,0.00035009,0.037271,0.001808,0.013035,-0.0054004,-0.011802,-0.017187,0.0060416,-0.0026723,0.010161,-0.0071859,0.0086783,-0.0010617,-0.013395,-0.0057073,0.0018831,0.00050237
"M252.965T98.618",0.026405,0.015522,0.012511,0.0038252,0.0034758,0.013355,0.0025013,-0.019099,-0.013967,-0.0096714,0.00066685,-0.012819,-0.02305,-0.032412,-0.034182,0.011679,0.009926,0.00078795
"M529.154T821.794",0.019557,-0.0028658,0.0049713,0.022919,-0.00011292,0.0005449,-0.0077917,-0.0050663,0.01474,0.013366,-0.0048703,0.013947,-0.0018203,0.011093,-0.0043541,0.0071753,-0.0039246,-0.00086871
"M405.137T316.499",0.031038,0.0092537,0.020926,-0.010834,0.0042843,-0.0023877,-0.00096702,0.0032257,-0.0081252,0.0044802,0.0058802,0.00058179,1.8499e-05,-0.00064125,-0.0014491,-0.0045518,0.0018617,0.00065059
"M487.212T857.117",0.026992,0.0094784,0.0015295,-0.0041786,0.0013093,0.0044391,-0.010326,0.0045421,-0.008572,0.014022,-0.00067551,-0.010937,0.0021199,0.0065095,-0.001119,0.0035929,-0.0095461,-0.0050291
"M627.723T1183.743",0.025581,0.0028457,0.020839,0.00055505,-0.00079344,0.020205,-0.0080933,-0.016133,-0.0016929,-0.0046215,-0.00090327,-0.031936,-0.013709,0.011319,0.0016683,0.0027879,0.0064764,0.00097729
"M322.969T105.104",0.023457,0.0037687,0.014559,-0.0076404,0.0050031,-0.011,-0.015126,-0.010317,-0.00019947,-0.013022,0.011073,0.0002485,0.01032,-0.013932,0.008549,0.023965,-0.0067555,0.0014409
"M475.146T746.942",0.024083,0.0002425,0.0011113,0.0035296,-0.004236,0.0083595,-0.0075163,-0.011631,0.00097387,0.0043626,-0.017216,-0.020686,-0.0045699,-0.029451,-0.004324,-0.0074298,-0.022114,0.0022232
"M1323.386T316.247",0.029064,0.038419,-0.022928,-0.016896,0.0054123,-0.031019,0.016762,0.0032102,-0.0067667,0.007318,0.0063701,0.0048161,-0.0071359,-0.0053231,0.0068649,0.0047883,-0.0069298,-0.0062035
"M501.206T823.684",0.024515,0.015978,0.019354,0.0001436,0.023157,-0.0056933,-0.02746,-0.00044001,0.011722,-0.0017341,0.0063093,0.0068209,0.0047694,-0.0038905,0.0014559,0.003673,-0.0016945,0.0049137
"M438.049T766.588",0.023445,-0.0011925,0.010564,0.018244,-0.0080658,0.00037922,0.010903,-0.00046827,0.022256,0.0017326,-0.017874,0.023076,0.029645,0.0092841,-0.014137,-0.00606,-0.000283,0.004795
"M869.904T1310.035",0.020871,-0.0026642,0.026599,0.021129,0.022199,-0.0013932,0.028638,-0.0087793,0.0037315,-0.035621,0.011395,0.00019204,-0.038494,0.023447,-0.0018952,0.037267,0.016297,0.0037216
"M1013.583T1347.533",0.026612,0.011132,0.022479,-0.0014532,0.019212,-0.0023707,-0.0096681,-0.00029373,0.0081981,0.0075615,0.0032846,-0.0031083,0.009285,-0.0053361,-0.0063665,0.0023214,-0.0061928,-0.00032254
"M689.319T1251.925",0.024972,-0.0036448,-0.0096619,-0.015867,0.0078214,-0.028541,0.022338,0.029349,0.011683,0.021014,0.018977,0.0047647,0.03609,-4.9193e-05,0.013208,-0.0075052,-0.0066642,0.0036694
"M407.045T415.442",0.0097267,-0.022741,-0.041945,0.023095,-0.014439,0.011777,0.0041824,-0.0090832,0.01105,0.0043071,-0.0010796,0.009989,0.013901,0.0039437,0.008495,-0.026077,-0.015004,0.0033227
"M331.068T223.104",0.029395,0.0095027,0.0081669,-0.01412,0.00086198,0.003966,-0.0094975,0.00048322,-0.016944,0.0036694,0.0099108,0.0030353,0.0089523,0.00069549,-0.01436,0.012667,-0.0082726,-0.0027105
"M384.092T841.195",0.017679,-0.033124,0.012346,0.0030497,-0.057362,0.00096158,0.0042326,0.018753,0.014819,-0.010066,-0.07183,-0.016114,-0.027362,-4.5632e-06,-0.014095,0.023158,0.01718,0.0015518
"M919.506T1426.463",0.026827,0.0041187,0.029182,-0.0003418,0.016279,0.0070381,-0.0015424,-0.018174,-0.00085841,0.0019766,-0.0051602,-0.0037658,-0.0010238,0.0011859,-0.011366,0.0018068,-0.0024641,-0.0020874
"M1161.759T892.609",0.0099189,-0.00049382,0.030475,0.0054329,-0.067799,-0.0011828,0.039034,0.0080581,0.018993,-0.032,-0.11373,-0.027206,0.033103,-0.076141,0.00097001,0.073151,0.049719,0.0017718
"M1611.697T937.933",0.020124,0.042321,-0.014621,-0.011017,0.0057044,-0.0011059,-0.0035208,0.1148,0.037128,-0.05468,0.029791,-0.040019,-0.038522,0.043305,-0.0064248,-0.010549,0.043062,-0.0020339
"M465.105T746.988",0.02485,0.00027983,0.014978,0.0036284,-0.0072652,-0.0021569,-0.0043928,-0.019748,-0.0020169,-0.030687,-0.013081,-0.011398,0.015143,-0.018056,0.0057016,0.036108,0.0099312,-0.00066557
"M653.913T316.046",0.024389,0.0078508,-0.018866,0.0016794,0.0070464,-0.0095374,0.015198,0.005719,-0.011943,-0.0030238,0.014643,5.6778e-05,-0.0003883,-0.013534,-0.0053156,0.0070653,0.00059364,0.002197
"M969.317T316.321",0.035127,0.039548,0.0074444,-0.028121,0.0078251,-0.024948,0.0095653,-0.0028966,-0.0036735,0.0046338,0.0056379,0.0034137,-0.003358,0.00096425,0.0073013,0.0034698,-0.0046249,-0.0019639
"M354.082T204.227",0.021606,-0.044646,0.018247,-0.010443,-0.056133,-0.032502,0.013833,-0.0065948,0.044549,0.018928,-0.019823,0.020485,-0.0044125,0.0079424,-0.013314,-0.011051,0.022312,0.00036507
"M311.104T1075.82",0.01131,-0.0052616,-0.050949,0.0085995,0.024764,-0.025345,-0.027121,-0.018591,0.010862,0.02849,-0.016735,0.0069524,-0.011688,0.017581,-0.0058413,-0.015141,-0.033808,-0.0026901
"M610.699T832.318",0.013925,0.0049468,0.021212,-0.010357,-0.050181,-0.026884,-0.030462,0.026595,0.078562,-0.015179,-0.046822,0.0026217,-0.080752,-0.062443,-0.012383,-0.014181,0.016223,0.0048886
"M380.071T778.258",0.023037,4.3414e-05,-0.043943,-0.055724,-0.02119,0.015303,-0.016821,-0.00024833,-0.0067883,0.0045696,-0.0059037,-0.020133,-0.013822,0.018751,-0.020688,0.0077442,0.0047807,-0.00017593
"M638.078T817.768",0.023655,0.019144,-0.0098002,0.0014623,0.019447,0.0037153,0.00042558,-0.019583,0.0077126,0.014954,0.00041787,0.00021483,-0.0029269,0.0013744,0.010474,0.012132,0.013708,-0.002791
"M380.147T1368.008",0.015821,-0.04437,0.026336,-0.017197,-0.019595,-0.049351,0.0025059,0.0047503,0.039331,0.0017119,0.046823,0.010924,0.020327,-0.045367,-0.036377,-0.031258,0.026115,0.0028677
"M1286.455T315.199",0.022074,0.044528,-0.035246,-0.0053979,0.012903,-0.033866,0.024415,-0.010503,0.011392,-0.0018276,0.0012963,-0.0063447,-6.6988e-05,0.004112,0.015245,0.0047304,-0.00782,-0.00020814
"M735.222T927.83",0.022495,0.0040607,-0.033552,-0.0023783,-0.007042,-0.026934,-0.03481,0.023493,0.031476,-0.018333,-0.071325,-0.035666,-0.0054897,-0.014702,-0.0029021,-0.010368,0.0072836,0.0034438
"M651.317T893.83",0.026713,-0.00011213,0.019235,-0.0084293,0.0018186,0.0047347,-0.002074,0.0040818,0.01001,0.0056308,-0.003373,0.0001255,0.0043067,0.0038505,0.013536,0.0014192,-0.0075293,0.00072971
"M210.96T65.225",0.009046,-0.02438,-0.024832,0.028489,0.012889,-0.0042161,0.0091387,0.0042916,0.0080259,-0.0040128,0.00039529,-0.023261,-0.013291,0.010879,0.020725,-0.0018642,0.011119,0.0041908
"M419.218T842.905",0.024094,0.020084,0.0036617,-0.0088246,-0.015403,-0.011942,-0.00075428,0.024995,-0.021997,0.017782,-0.041692,-0.032149,-0.014584,-0.010731,0.011717,0.00041413,0.0095116,-0.0017018
"M611.066T88.832",0.014699,-0.026347,-0.022665,-0.054295,0.065697,0.031318,0.040665,0.005576,0.025783,0.014707,-0.021013,0.0056427,0.0033826,0.0049413,-0.0031005,-9.1123e-05,-0.0014136,0.0039578
"M1167.557T907.179",0.018411,-0.001239,-0.017946,0.019853,-0.01989,0.074177,-0.070891,0.012337,0.0055708,0.0059832,0.022938,0.0036459,0.011865,0.0020535,0.0087569,0.0012708,-0.016339,-0.0011523
"M221.066T891.624",0.02663,0.014245,0.020076,-0.0091287,0.007438,0.015438,-0.013118,-0.0083193,0.016593,-0.010277,-0.019927,0.004055,-0.0013044,-0.01604,0.015235,-0.0079774,-0.0065276,-0.00044373
"M627.743T1194.304",0.028519,0.00018916,0.027249,-0.0024811,-0.0034114,0.01192,-0.0072761,-0.0029362,-0.012447,0.0088196,0.0063094,-0.009758,-0.00015644,0.0030279,-0.00037484,-0.0036679,-0.001819,0.0024003
"M204.085T413.719",0.022859,0.0017851,-0.035313,-0.036707,-0.034149,0.047202,-0.030841,-0.020637,0.050028,0.031961,0.032179,-0.0047495,0.020063,0.02538,0.015,-0.011625,-0.021391,0.0042174
"M621.125T857.148",0.019097,0.043231,-0.017832,-0.029624,-0.002574,-0.013559,0.016766,0.0051916,-0.057815,-0.018991,0.0073554,-0.0011626,-0.010128,0.0030145,0.015209,-0.007086,0.0074881,0.0033613
"M278.587T1368.505",0.019516,-0.029004,0.012751,0.0011978,0.0035976,-0.012249,0.005483,0.010878,0.0039032,0.0097527,0.0088598,0.0041895,0.010076,0.011198,-0.0081735,-0.013971,0.0042011,-0.0015348
"M453.101T88.055",0.014037,-0.037641,-0.028988,-0.041779,0.060776,0.024761,0.049706,0.013978,0.014291,0.032368,-0.016788,-0.014842,0.0037927,-0.0028139,-0.011127,0.010381,0.0029358,-0.0024376
"M1009.554T1308.282",0.022356,0.0037276,0.023461,0.0077007,0.0052833,0.002443,-0.0059991,-0.0063429,-0.011719,-0.021025,-0.010757,-0.015944,0.034073,0.0084369,0.012542,0.0062051,0.0010763,-0.0011419
"M560.054T1184.801",0.030099,0.0099145,0.026173,-0.010346,-2.126e-05,-0.0016276,0.0054246,0.00041653,-0.0034153,0.0045668,0.0015562,-0.0047959,-0.0052179,-0.009439,0.0023545,-0.0055967,0.00064714,-0.00086068
"M1014.498T996.34",0.031255,0.023823,-0.017748,-0.0062882,0.0053614,-0.017746,-0.014466,-0.0088693,0.024201,0.017549,0.018907,0.0041877,0.0029999,-0.025001,0.015693,0.0065856,0.0096021,0.0027791
"M483.178T941.182",0.023507,-0.0071792,0.0069569,0.0058163,0.0099934,0.017951,0.0071012,0.0050352,0.026884,0.0036109,-0.014651,-0.013263,-0.0028379,0.011807,0.0087804,0.017232,0.0090301,-0.0062583
"M341.233T1044.4",0.027117,0.00054757,0.02275,-0.0011529,0.0021268,-0.0075009,-0.0044788,0.023439,0.020314,-0.0085715,-0.012389,0.00076354,0.014224,-0.0030894,-0.0032052,-0.020986,0.010894,0.0041705
"M1451.979T314.698",0.018197,0.059947,-0.017841,-0.0016109,0.018424,-0.0090597,0.0027664,-0.017189,0.038085,0.021761,0.0044049,-0.021934,0.012432,0.0034146,0.013309,-0.015016,0.0041317,0.0031068
"M277.58T1368.559",0.021318,-0.031032,0.020597,0.0027457,-0.0070754,-0.01109,0.0082974,0.0037003,0.011188,0.0080481,0.005916,0.0043095,0.0036872,-0.00027248,-0.011099,-0.0054878,-0.0068442,-0.0030997
"M1167.705T1197.565",0.023256,0.0058202,-0.023932,-0.0033656,-0.034186,-0.051101,-0.013657,0.033173,-0.036918,-0.0069286,-0.013607,-0.080057,0.032421,0.03739,0.064577,0.069104,-0.0048706,0.00041918
"M1023.175T89.251",0.016037,-0.018921,0.018915,0.015845,0.013424,-0.0075181,0.018826,-0.010338,0.017149,-0.007157,-0.031684,0.02509,0.006327,0.011368,0.020235,-0.0163,-0.0044139,-0.0001684
"M1057.411T880.24",0.027537,0.029403,-0.011292,-0.018497,0.020755,-0.013064,-0.015528,0.014269,-0.0015573,0.0079309,-0.013919,-0.0081709,0.010639,-0.0086349,0.00062871,0.0027779,0.005501,0.003007
"M478.295T1238.56",0.025085,0.005079,-0.0026744,5.6195e-05,-0.0090676,-0.024555,0.012277,0.010651,-0.00061697,0.0059179,0.0091831,0.0067274,0.014502,-0.0094765,0.004881,-0.013892,-0.011162,-0.00035222
"M469.208T948.545",0.022028,0.00085622,-0.0033958,-0.0081762,0.021186,0.0081176,-0.010634,-0.011756,0.037657,-0.030056,-0.0091392,-0.00043283,-0.010249,0.001338,-0.0072641,-0.00091683,0.005987,0.0015212
"M1454.998T316.362",0.019644,0.045281,-0.036774,-0.001624,0.016598,-0.036743,0.019366,-0.0094497,0.012367,0.003901,0.0010318,0.0049499,0.0070902,0.003906,0.01319,-0.0082311,0.004365,-0.0050186
"M627.691T1184.766",0.025716,0.0029349,0.021496,-0.0026662,-0.00064737,0.015148,-0.0028635,-0.015773,-0.0068424,-0.0020236,0.00066123,-0.023925,0.0035351,0.011371,-0.0030604,0.0074184,-0.00091074,-4.2234e-05
"M513.017T88.262",0.015178,-0.0076796,-0.011773,0.011399,-0.041829,-0.034754,-0.016427,-0.01749,0.038853,-0.01019,0.020809,-0.0061041,-0.01431,-0.025718,-0.012412,-0.030847,0.0028841,0.003744
"M275.202T1191.076",0.03017,-0.0128,0.042886,-0.019877,-0.0054953,-0.0079536,-0.001013,0.018862,0.015895,0.017661,-0.0047733,0.0138,-0.0067378,0.0042303,-0.0087766,-0.00075833,0.0021999,0.0033321
"M632.993T321.252",0.031302,0.011692,0.01141,-0.0070595,-0.0031997,-0.0090512,0.003427,0.014116,0.01058,0.031144,0.0034177,-0.019104,-0.021864,-0.0049492,-0.012794,0.0074914,0.0078641,0.00082034
"M1308.932T316.358",0.027576,0.035817,-0.022737,-0.011075,0.0081529,-0.033795,0.02023,-0.0042034,-0.0032521,0.0015062,0.0016604,0.0037343,-0.00090787,0.0039416,0.011486,0.0023954,-0.0053765,0.00092494
"M299.259T1305.768",0.0068183,-0.027923,-0.039766,0.016233,0.00018729,-0.0029617,-0.017811,-0.0029293,-0.0087578,0.025494,-0.00010999,-0.00061755,-0.0058021,0.0015134,-0.018172,-0.0028356,0.0037381,-0.00042788
"M1167.685T1193.412",0.029058,0.0114,-0.025185,-0.015874,-0.017199,-0.054415,0.021062,0.017771,-0.00090059,0.0026962,-0.010541,0.011871,-0.01968,-0.014332,0.0013711,-0.0079034,-0.0073986,-0.0021112
"M771.369T883.552",0.029697,0.0020989,0.0067286,0.0017482,-0.022924,-0.0016536,0.0035479,0.013871,-0.017997,-0.0095008,0.0070632,0.00023951,-0.0029081,-0.0022802,0.0059267,-0.0048271,-0.015713,-0.00011542
"M673.289T892.945",0.026881,-0.00063159,0.014477,-0.0068826,0.0049101,0.011496,-0.0065569,-0.0053562,0.0014785,-0.0097816,-0.00096056,0.0018822,0.0036291,-0.0032259,-0.0071682,0.00033569,-0.012008,-2.4606e-05
"M833.365T968.818",0.025828,0.041932,-0.02412,-0.0046901,0.014568,0.00054242,-0.022029,0.0098203,-0.036589,-0.02042,-0.023227,3.3469e-05,-0.0087124,-0.012433,-0.053417,0.030832,-0.014118,-0.0029463
"M656.69T947.865",0.027636,-0.0017443,0.030921,0.0066402,0.011146,-0.0014786,-0.0067813,0.0098472,0.019854,-0.023048,0.031058,-0.019316,0.0032077,0.048883,0.01259,-0.0099111,0.031255,-0.0015249
"M1294.437T316.362",0.022001,0.045687,-0.019667,-0.020451,0.030128,-0.030097,0.02017,-0.014598,0.016143,0.0052737,0.00026994,0.0015171,0.013192,-0.0093623,0.028976,-0.016036,0.0051237,0.0021362
"M893.38T934.735",0.030561,0.01823,-0.0065161,-0.012182,-0.0019751,-0.00083362,0.0033103,0.010912,-0.0032067,-0.0027566,0.012388,0.0035197,-0.012866,0.0031132,-0.012966,0.0073779,-0.0027075,0.0011222
"M350.125T836.957",0.019126,-0.025002,0.0096113,0.015159,-0.04305,-0.018986,-0.026141,0.011935,0.021643,-0.02087,-0.1039,0.039419,0.024307,0.092205,-0.022624,0.026819,0.050279,-5.9916e-05
"M1509.388T983.04",0.014981,0.00095691,-0.01368,0.023868,-0.018986,0.043448,-0.023417,-0.039075,0.028123,0.0063529,0.042398,-0.061565,-0.058089,-0.0071637,0.022261,0.026118,-0.0099028,-0.00028998
"M393.176T847.594",0.026373,0.0083627,0.016743,0.0014423,0.002643,0.0092187,-0.0034582,0.00385,-0.022173,0.0041227,0.0035661,-0.0077747,-0.0058107,-0.011246,-0.0135,-0.006915,-0.011225,-0.00088045
"M1031.994T1223.73",0.026504,0.0057641,0.020288,0.0016237,0.016442,-0.0037602,0.0021486,0.0036489,0.0090059,0.0093082,0.00011028,0.021454,0.014008,0.014679,0.0047973,0.0092466,0.0008541,0.00066026
"M981.364T901.259",0.027777,0.030328,-0.028984,-0.016719,-0.0044749,-0.010422,-0.0014773,0.017417,-0.011407,-0.0010455,0.0013262,-0.00053749,-0.013664,0.00059788,-0.015709,0.0047389,-0.012479,0.00066724
"M455.151T768.715",0.025315,-0.0017641,0.025289,-0.002446,0.0057409,0.0062009,-0.0090701,-0.010432,-0.010351,-0.0068868,-0.004715,-0.0039037,-0.0045161,-0.013925,-0.0099083,-0.0090015,-0.014635,-0.00076488
"M1201.826T909.258",0.01084,0.021351,0.0025699,-0.024381,-0.049672,0.13014,-0.02972,0.055892,0.0034735,0.011488,0.018536,0.03885,-0.011467,0.022208,0.021013,0.0035111,-0.015209,0.00095161
"M653.935T315.929",0.024702,0.01053,-0.019343,0.0015852,0.0073154,-0.0070682,0.012842,0.0046244,-0.0073963,-0.00047976,0.01448,-0.0022264,-0.0011618,-0.0084434,-2.3851e-05,0.0064354,-0.0026344,0.0040053
"M865.491T1326.551",0.019055,0.0044388,0.0019561,0.032426,0.015116,0.0027136,-0.0031186,-0.013047,-8.2402e-05,-0.0098219,-0.0027788,0.0003026,-0.0049044,0.0023358,-0.015505,0.0048938,-0.0078332,-0.0020358
"M449.202T630.506",0.023669,0.0010259,-0.00015542,0.0098099,0.0082818,0.016155,-0.01507,0.021535,0.0021938,-0.0093801,-0.0069037,0.023244,0.0093841,-0.01061,0.0097753,0.0060807,-0.01818,-0.00091427
"M677.403T1190.152",0.025871,-0.020734,0.021982,-0.011829,-0.0083747,-0.01594,-0.0034638,0.016635,0.023814,0.0078829,-0.01407,-6.5688e-06,-0.0056649,0.00084474,-0.010397,0.0055452,0.0069595,0.0014708
"M437.065T776.272",0.024966,-0.00064817,0.017022,0.0097494,0.0084749,0.0052788,0.0071596,-0.0057459,0.0062787,-0.011391,0.010892,0.0066184,-0.0089668,0.011326,0.010685,0.0092978,-0.0029396,0.00043807
"M268.959T125.12",0.028187,-0.00035757,0.02142,0.0015497,0.0013781,-0.0072965,-0.0049089,-0.0099004,0.0053188,0.012613,-0.0036711,-0.010264,-0.013631,-0.0028075,-0.0019485,0.011004,0.0064713,-0.00081968
"M551.272T837.928",0.025229,0.0028996,0.025185,-0.011434,0.0020914,0.0032532,-0.024886,-0.0050368,0.0045182,-0.012687,-0.02143,0.018466,-0.0038919,0.017741,0.0027269,-0.015121,0.0017009,-0.0064433
"M267.4T1582.439",0.010181,-0.020829,-0.027425,0.042417,-0.0026375,-0.00068086,-0.01381,0.020869,0.0081673,0.0091734,0.0071376,0.0069873,0.0037414,0.0086877,0.0064968,0.00037734,-2.9147e-05,-0.0022098
"M456.197T892.811",0.022366,0.010349,-0.0018461,0.002328,0.001921,0.019678,-0.0094637,-0.0038555,-0.0013863,-0.014993,-0.015145,-0.00019974,-0.013523,-0.00099378,-0.0087392,0.00033416,-0.0028924,0.0017445
"M783.304T1161.409",0.024215,-0.031184,0.027041,0.016898,-0.015664,-0.010567,-0.00036421,0.022666,-0.01914,-0.013848,0.0065491,0.0036545,0.012033,0.0035255,-0.02651,0.018411,0.00021779,-0.0082569
