"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"M315.093T821.98",1.2174,0.78353,0.76372,0.80557,0.83414,0.85181,0.85148,0.85145
"M299.07T414.239",1.2165,1.3087,1.6116,1.667,1.6615,1.6575,1.6571,1.6571
"M453.101T88.055",1.2159,1.405,1.2592,1.2514,1.2637,1.2605,1.2601,1.2601
"M213.056T916.687",1.2151,1.0238,1.2158,1.1966,1.1932,1.1902,1.1898,1.1898
"M440.855T1728.569",1.2144,1.0716,1.0019,1.012,1.0137,1.0446,1.0443,1.0442
"M610.849T834.902",1.2133,0.76463,1.2336,1.2137,1.2105,1.2074,1.2085,1.2085
"M544.267T1176.51",1.2115,0.93998,1.1273,1.1101,1.1063,1.1034,1.103,1.103
"M758.447T1173.243",1.2102,0.77677,0.72715,0.74769,0.74671,0.74496,0.74559,0.74557
"M723.346T899.128",1.21,1.0045,0.94095,0.93373,0.93036,0.92864,0.92828,0.92825
"M562.053T1195.871",1.2099,0.84755,0.7585,0.74646,0.74388,0.7434,0.74314,0.74314
"M1134.823T908.781",1.209,0.82464,0.8737,0.90602,0.90697,0.91087,0.91052,0.91057
"M377.472T1369.598",1.2085,0.77662,0.69516,0.70451,0.70474,0.70649,0.70709,0.70708
"M551.272T837.928",1.2053,0.92418,0.85279,0.86379,0.86368,0.86146,0.86112,0.8611
"M1161.918T893.464",1.2052,0.80771,0.72518,0.75894,0.76986,0.76855,0.76902,0.76904
"M489.187T785.097",1.2024,1.0672,1.0191,1.005,1.0021,1.0005,1.0002,1.0001
"M1014.585T1248.122",1.2021,0.94872,0.87927,0.86473,0.86169,0.85996,0.85963,0.85961
"M868.801T68.637",1.201,0.77119,0.77194,0.87072,0.87711,0.87646,0.87631,0.87629
"M389.236T1529.579",1.2008,0.76853,0.68887,0.67842,0.67969,0.67873,0.67849,0.67856
"M362.298T315.255",1.2002,0.9835,0.88493,0.87031,0.8672,0.86714,0.86685,0.86683
"M469.115T876.627",1.1999,1.6105,1.5764,1.5549,1.5496,1.5466,1.546,1.546
"M242.178T992.462",1.1998,0.79201,0.70851,0.81678,0.8249,0.82294,0.82325,0.8234
"M501.206T823.684",1.1994,0.89658,0.81019,0.79702,0.79672,0.79555,0.79524,0.79529
"M723.538T832.745",1.1988,0.78454,1.0819,1.0642,1.0623,1.0605,1.0604,1.0603
"M605.336T1280.382",1.1981,0.89836,0.94823,0.93256,0.93303,0.93243,0.93229,0.93226
"M875.467T1241.171",1.198,0.96246,0.86836,0.85427,0.85168,0.85181,0.85159,0.85158
"M333.062T954.304",1.1965,1.4377,1.298,1.3834,1.3913,1.3954,1.3972,1.3972
"M465.105T746.988",1.1964,0.90205,0.81256,0.79971,0.7978,0.79731,0.79774,0.79773
"M537.695T1290.37",1.1962,0.7529,0.69423,0.68692,0.68525,0.68357,0.68335,0.68334
"M927.398T981.461",1.1942,1.7393,1.612,1.5889,1.5839,1.5802,1.5795,1.5795
"M859.153T942.886",1.1929,0.80418,0.74375,0.74198,0.73936,0.73953,0.73967,0.73965
"M367.102T765.544",1.1923,0.97698,0.88186,0.86957,0.86655,0.86487,0.86454,0.86452
"M1014.89T1344.191",1.1921,0.98821,0.96263,0.94709,0.94368,0.94329,0.94293,0.94291
"M1096.628T1193.369",1.1913,1.0447,0.93601,0.92172,0.91838,0.91659,0.91665,0.91663
"M856.833T68.139",1.1906,0.84376,0.80265,0.911,0.90996,0.90762,0.90758,0.90757
"M1135.534T909.182",1.1876,1.4945,1.4638,1.5025,1.4971,1.4994,1.5001,1.5001
"M375.092T797.968",1.1872,1.7559,1.571,1.5533,1.5479,1.5456,1.5451,1.5451
"M377.623T1368.205",1.187,0.85483,0.80533,0.79718,0.80035,0.79935,0.79906,0.79905
"M723.577T942.094",1.1869,0.76409,0.69956,0.68807,0.70207,0.7078,0.70761,0.70759
"M743.208T992.462",1.1851,0.81467,0.77135,0.76833,0.76704,0.76509,0.76503,0.76501
"M349.056T728.324",1.185,1.5722,1.4058,1.387,1.382,1.3794,1.3789,1.3788
"M613.564T887.981",1.1843,1.0041,0.91397,0.91942,0.91639,0.91403,0.91385,0.91383
"M321.243T1264.456",1.1843,0.96467,0.86777,0.8701,0.8678,0.86559,0.86529,0.86527
"M300.263T1305.804",1.1814,1.2874,1.2736,1.2588,1.2709,1.2677,1.2672,1.2672
"M765.729T983.05",1.1807,0.93609,1.0175,1.0007,0.99915,0.99675,0.99636,0.99635
"M371.09T764.993",1.1805,0.87108,0.78212,0.76928,0.76673,0.76536,0.76507,0.76505
"M657.169T756.884",1.1803,0.95004,0.91158,0.90669,0.90591,0.90372,0.9039,0.9039
"M561.985T1245.624",1.1769,0.81755,0.77155,0.76718,0.76734,0.7654,0.7651,0.76517
"M433.13T1193.416",1.1768,0.9763,0.87661,0.87086,0.86845,0.86621,0.86621,0.86619
"M1223.501T894.767",1.1766,0.87816,0.82644,0.83374,0.83246,0.83068,0.83066,0.83064
"M509.218T928.864",1.176,0.92993,0.83199,0.82577,0.82408,0.82198,0.8217,0.82169
"M395.189T761.387",1.1754,0.85753,0.79217,0.78045,0.77765,0.77566,0.77538,0.77536
"M491.181T794.382",1.1745,0.82678,0.75068,0.73965,0.73697,0.73527,0.73506,0.73505
"M397.074T474.916",1.1742,0.90568,0.81034,0.79833,0.79572,0.79371,0.79341,0.79339
"M221.066T891.624",1.1714,0.93767,0.83924,0.84343,0.84725,0.84533,0.84505,0.84503
"M551.342T956.27",1.1707,1.4837,1.7205,1.7581,1.7518,1.7488,1.7485,1.7485
"M577.137T781.037",1.1702,1.0168,0.96857,0.95453,0.95112,0.95454,0.95428,0.95426
"M854.516T1290.85",1.1697,1.0201,0.94845,0.93585,0.93301,0.93169,0.93134,0.93132
"M543.282T933.008",1.1692,0.78029,0.71081,0.70473,0.70515,0.70338,0.70335,0.70334
"M627.83T1193.411",1.1673,0.99492,1.0738,1.0561,1.053,1.0503,1.0499,1.0499
"M1133.847T912.408",1.1671,0.90551,0.91732,0.90471,0.9036,0.90198,0.90211,0.90209
"M356.044T717.249",1.1665,0.92268,0.84699,0.84288,0.84276,0.84124,0.84158,0.84159
"M1097.561T894.34",1.1658,1.0472,0.98593,0.97628,0.97274,0.97082,0.97044,0.97041
"M521.224T935.29",1.1632,0.93837,0.83909,0.83093,0.82816,0.82603,0.82575,0.82573
"M309.206T1205.9",1.1622,0.94594,0.87053,0.85789,0.855,0.853,0.85266,0.85267
"M384.097T310.658",1.1609,1.1727,1.0688,1.055,1.0514,1.0522,1.052,1.052
"M1029.931T1194.947",1.16,0.85831,0.76825,0.76016,0.75748,0.75569,0.75559,0.75557
"M405.137T316.499",1.1599,1.0874,1.003,0.98961,0.98647,0.98486,0.98459,0.98456
"M478.284T1182.278",1.1592,0.79961,0.88346,0.87,0.869,0.86691,0.8679,0.86788
"M445.135T747.805",1.1591,0.94031,0.88427,0.86983,0.867,0.86499,0.86464,0.86463
"M633.053T106.254",1.1587,0.81893,0.73261,0.72161,0.71949,0.71802,0.71776,0.71775
"M339.058T415.891",1.1565,1.3305,1.3139,1.3027,1.2985,1.2982,1.2977,1.2977
"M500.92T66.885",1.1553,0.95224,0.95913,0.99122,1.0067,1.0124,1.0122,1.0122
"M276.206T1190.238",1.1547,0.82285,0.77006,0.76092,0.76609,0.76472,0.76443,0.76441
"M353.082T316.368",1.1543,1.0686,1.0051,0.98964,0.98614,0.985,0.98461,0.98459
"M548.979T106.308",1.1533,1.0132,1.0162,1.0073,1.0048,1.0024,1.002,1.002
"M483.183T857.732",1.1529,1.004,0.92705,0.91424,0.91633,0.91449,0.91448,0.91446
"M385.113T835.894",1.1525,0.88498,0.86463,0.86401,0.86088,0.85939,0.85966,0.85965
"M281.049T89.959",1.1523,0.8661,0.78348,0.77688,0.77406,0.77335,0.77312,0.7731
"M875.696T1193.301",1.1517,0.73581,1.0254,1.0133,1.0157,1.0136,1.0136,1.0135
"M518.251T1268.574",1.1512,0.89286,0.80331,0.79791,0.79549,0.79424,0.794,0.79401
"M870.809T67.494",1.1511,1.1466,1.0728,1.0696,1.0954,1.0937,1.0935,1.0934
"M753.188T948.401",1.1511,0.79272,0.71986,0.73102,0.73628,0.73442,0.73456,0.73455
"M331.103T255.151",1.151,0.89505,0.85033,0.83631,0.83331,0.83198,0.83167,0.83166
"M593.785T851.246",1.1506,0.73203,0.81,0.79924,0.80258,0.80197,0.80284,0.80282
"M627.743T1194.304",1.1502,1.0447,1.1067,1.0899,1.0864,1.0836,1.0832,1.0831
"M503.141T749.726",1.1502,0.80922,1.1072,1.0981,1.0943,1.0929,1.0925,1.0925
"M1230.792T836.99",1.1492,0.99222,0.88806,0.90833,0.93259,0.95704,0.95916,0.95914
"M299.259T1305.768",1.1483,1.1066,0.99013,0.99115,0.99104,0.99592,0.99556,0.99553
"M591.353T1163.856",1.1476,0.7183,0.69162,0.80211,0.81757,0.82482,0.82485,0.82483
"M873.309T1120.281",1.1475,0.99045,0.91237,0.9013,0.89804,0.89641,0.89605,0.89615
"M1203.469T868.759",1.147,0.99402,0.99373,0.97731,0.97388,0.97158,0.97121,0.97124
"M672.967T94.411",1.1469,0.92961,0.88723,0.88817,0.88495,0.8827,0.88258,0.88256
"M941.306T938.915",1.1455,1.6016,1.6306,1.6067,1.601,1.6004,1.5998,1.5998
"M343.102T681.368",1.1454,0.97562,0.89867,0.88604,0.88482,0.88282,0.88255,0.88254
"M427.197T838.449",1.1432,1.0666,1.0963,1.0833,1.0802,1.0779,1.0775,1.0774
"M375.07T470.729",1.143,0.90107,0.81127,0.79823,0.79812,0.79616,0.79591,0.79589
"M269.05T89.726",1.1428,0.80229,0.72407,0.71826,0.71731,0.71654,0.71634,0.71635
"M431.769T791.594",1.1422,1.5149,1.4409,1.4805,1.4751,1.4729,1.4741,1.4741
"M1030.642T1193.369",1.1407,0.88601,0.85338,0.83927,0.8366,0.83444,0.83417,0.83415
"M412.287T1300.535",1.1391,0.84029,0.75136,0.76145,0.76204,0.7606,0.7603,0.76031
"M873.334T1049.155",1.1384,1.6526,1.49,1.4661,1.4622,1.4585,1.4588,1.4588
"M609.669T833.529",1.1381,0.72815,0.72117,0.71027,0.71913,0.71728,0.71711,0.7171
"M311.104T1075.82",1.1381,1.1862,1.2114,1.2076,1.204,1.2025,1.2024,1.2024
"M671.034T89.795",1.1381,0.72786,0.7153,0.7085,0.71096,0.72203,0.72179,0.72179
"M341.088T439.204",1.1378,0.87413,0.78162,0.77586,0.77338,0.77172,0.77142,0.77141
"M593.266T1148.35",1.136,0.71146,0.74583,0.73366,0.73405,0.73303,0.73275,0.73285
"M357.108T784.337",1.1348,0.8501,0.80177,0.78998,0.78713,0.78589,0.78572,0.7857
"M631.464T331.254",1.1337,0.74069,0.72245,0.71296,0.71262,0.71096,0.71068,0.71067
"M377.107T115.273",1.1329,0.9226,0.8256,0.81865,0.81659,0.81468,0.81437,0.81436
"M647.941T1161.118",1.1327,0.90369,0.93011,0.91474,0.9218,0.91962,0.9197,0.91968
"M1047.564T1087.659",1.1326,0.84165,0.76639,0.76205,0.75969,0.75777,0.75756,0.75757
"M611.136T89.266",1.1318,0.80497,0.75613,0.74679,0.74518,0.74394,0.74374,0.74374
"M447.152T782.273",1.1297,0.75167,0.7002,0.68915,0.68673,0.68602,0.68755,0.68755
"M1032.753T1226.13",1.1287,1.0081,1.0446,1.0276,1.0238,1.0214,1.0211,1.0211
"M736.44T1350.754",1.1283,0.77529,0.71139,0.717,0.7145,0.71306,0.71286,0.71285
"M1091.545T907.712",1.128,1.0122,0.9388,0.92611,0.9228,0.92119,0.921,0.92098
"M651.363T1268.695",1.128,0.78888,0.71848,0.70789,0.70597,0.70917,0.70892,0.70895
"M575.196T930.136",1.1268,0.99947,0.89996,0.90354,0.90139,0.89918,0.89888,0.89887
"M1094.293T897.844",1.1265,0.98155,0.93751,0.93586,0.93307,0.93072,0.93061,0.93059
"M278.067T775.155",1.1257,1.3812,1.4008,1.4102,1.4073,1.4043,1.4041,1.4041
"M518.153T824.178",1.1254,0.74278,0.66772,0.66171,0.66548,0.66829,0.66827,0.66831
"M409.045T138.763",1.1249,0.74655,0.90299,0.88906,0.88602,0.88603,0.88568,0.88567
"M563.035T1151.624",1.1235,0.86962,0.78855,0.83323,0.8349,0.83967,0.84164,0.84178
"M221.03T89.496",1.1229,0.83724,0.81769,0.8419,0.83893,0.83773,0.83741,0.83739
"M851.781T1322.545",1.1219,0.75804,0.72504,0.75329,0.75434,0.75702,0.75859,0.75874
"M316.359T322.539",1.1219,1.0514,1.0098,0.99385,0.99036,0.98803,0.98771,0.98768
"M635.012T105.736",1.1216,0.84159,0.78329,0.77669,0.77537,0.77337,0.77307,0.77305
"M507.891T66.852",1.1212,1.0604,0.94855,0.97661,0.98995,0.98741,0.98703,0.98702
"M651.317T893.83",1.1212,0.94426,0.86148,0.85652,0.85369,0.85161,0.85127,0.85125
"M276.196T919.68",1.1207,0.84574,0.78625,0.77885,0.77657,0.77539,0.77522,0.77533
"M1613.665T937.741",1.1202,1.3448,1.2035,1.1838,1.1843,1.1824,1.1823,1.1823
"M998.861T1404.179",1.1157,1.0154,1.1885,1.1693,1.1651,1.1622,1.1619,1.1619
"M489.125T757.244",1.1154,0.90036,0.82503,0.81239,0.80947,0.80753,0.80751,0.8075
"M333.041T419.397",1.1145,1.3469,1.4313,1.461,1.4557,1.4521,1.4517,1.4517
"M1096.548T894.929",1.1134,0.8774,0.78945,0.78341,0.78153,0.77958,0.78007,0.78005
"M309.118T727.508",1.1134,0.85416,0.83788,0.82678,0.83187,0.82981,0.82951,0.82951
"M636.263T1199.226",1.1131,0.74545,0.74999,0.74747,0.74564,0.74693,0.74665,0.74667
"M1015.586T1347.819",1.113,0.87627,0.80037,0.78896,0.78619,0.78548,0.78518,0.78518
"M278.587T1368.505",1.1129,0.76217,0.68402,0.67919,0.68219,0.68254,0.68246,0.68244
"M420.228T902.138",1.1121,1.6137,1.4665,1.4491,1.4502,1.4466,1.4461,1.4463
"M1074.289T1194.304",1.1111,0.79171,0.81387,0.80775,0.81943,0.83545,0.84156,0.84175
"M341.275T746.97",1.1107,0.90807,0.81568,0.80378,0.80095,0.79914,0.79882,0.79881
"M895.29T938.858",1.1105,1.5538,1.393,1.37,1.3809,1.3773,1.3792,1.3792
"M851.819T1425.446",1.1097,0.79177,0.72025,0.71874,0.71834,0.72003,0.71982,0.7198
"M549.174T847.493",1.109,0.96902,0.8735,0.8595,0.85697,0.85492,0.85459,0.85456
"M391.286T1178.675",1.1078,1.2069,1.0874,1.1199,1.1158,1.1267,1.1315,1.1315
"M869.849T1307.413",1.1076,0.73117,0.74298,0.73466,0.73209,0.73271,0.73242,0.7324
"M444.062T749.895",1.1075,0.76639,0.93078,0.94409,0.95975,0.96454,0.9659,0.96593
"M639.158T840.392",1.106,1.0274,0.95475,0.95229,0.9492,0.94685,0.94653,0.94651
"M581.994T88.804",1.1046,0.75025,0.67434,0.66319,0.66485,0.66838,0.6685,0.66848
"M681.067T90.379",1.1045,0.69713,0.92313,0.95041,0.94797,0.94669,0.94631,0.9463
"M1014.782T1351.411",1.1035,0.78871,0.70761,0.69621,0.69388,0.69216,0.69201,0.69203
"M754.827T67.274",1.1027,1.0366,1.0851,1.0805,1.1158,1.114,1.1136,1.1136
"M609.777T834.854",1.1015,0.73154,1.0132,0.99704,0.99724,0.99584,0.997,0.99697
"M1133.773T914.148",1.1004,0.85266,0.7948,0.808,0.80522,0.80541,0.80519,0.80536
"M567.171T792.05",1.0998,0.97264,0.86981,0.86109,0.85871,0.85685,0.85663,0.85661
"M295.616T1235.992",1.0996,0.77902,0.70945,0.69776,0.69913,0.69792,0.69772,0.69771
"M589.773T907.878",1.0972,0.96634,1.0377,1.03,1.0282,1.0258,1.0256,1.0256
"M663.326T1029.481",1.0946,0.93451,1.0436,1.0302,1.0289,1.0263,1.0261,1.0261
"M469.095T760.602",1.0941,1.0184,0.91535,0.90068,0.90083,0.90081,0.9005,0.90048
"M577.665T1674.316",1.0934,0.93628,0.90792,0.90146,0.90342,0.90196,0.90185,0.90184
"M559.066T758.189",1.0934,0.96398,0.86196,0.84841,0.84944,0.84726,0.84697,0.84695
"M503.126T874.193",1.0927,1.6434,1.4822,1.4579,1.4526,1.449,1.4489,1.4488
"M318.971T91.239",1.0912,0.98685,0.98195,0.9785,0.97496,0.97246,0.97208,0.97208
"M869.797T67.374",1.0891,0.94802,0.86797,0.86601,0.89968,0.89738,0.89773,0.89775
"M925.624T1190.066",1.0885,0.84118,0.78602,0.77864,0.78909,0.78708,0.78678,0.78677
"M313.275T1417.53",1.0868,1.1904,1.0907,1.0842,1.0847,1.0831,1.0827,1.0827
"M593.686T850.456",1.0866,0.77433,0.6973,0.69083,0.68834,0.68974,0.68947,0.6895
"M765.403T989.552",1.0817,1.0105,0.91097,0.8973,0.8953,0.89307,0.89283,0.89283
"M721.9T1109.959",1.0813,1.6397,1.6719,1.6742,1.6688,1.6647,1.6642,1.6642
"M671.384T1191.062",1.0802,0.9266,0.85699,0.84574,0.84678,0.84461,0.84433,0.84431
"M941.462T1306.809",1.0798,0.81001,0.75845,0.7568,0.75407,0.75215,0.75185,0.75183
"M698.637T990.954",1.0797,1.509,1.3531,1.3722,1.3781,1.3868,1.3918,1.3918
"M643.188T792.118",1.0788,0.85999,0.76957,0.76213,0.76012,0.75827,0.75797,0.75796
"M294.061T714.71",1.0787,1.4287,1.4717,1.4559,1.4554,1.4517,1.4512,1.4512
"M805.628T943.759",1.0786,0.83964,0.92981,0.91892,0.91789,0.91627,0.91591,0.91593
"M1047.557T895.369",1.0778,0.80147,0.72962,0.72786,0.73695,0.74084,0.74072,0.74071
"M456.925T66.979",1.0776,0.67762,0.72863,0.73362,0.73212,0.73216,0.73191,0.73189
"M220.134T731.802",1.0771,0.77145,0.77046,0.75778,0.76536,0.76348,0.76386,0.76384
"M601.172T845.875",1.0767,0.99965,0.95189,0.94015,0.93872,0.93635,0.93602,0.93599
"M593.545T851.652",1.0746,0.78203,0.70738,0.70358,0.70224,0.70828,0.70948,0.70951
"M245.043T89.713",1.0729,0.80927,0.73049,0.7239,0.72131,0.72252,0.72228,0.72226
"M287.071T1080.355",1.0722,1.3693,1.302,1.2956,1.2916,1.2938,1.2944,1.2948
"M943.502T1194.413",1.0718,0.80207,0.7212,0.71959,0.72125,0.71944,0.71916,0.71916
"M369.388T763.979",1.0699,0.76621,0.9589,0.94306,0.94041,0.93801,0.93803,0.93801
"M391.216T1235.608",1.0697,0.88226,0.80966,0.79791,0.80237,0.80037,0.80008,0.80006
"M302.995T91.809",1.0697,0.97041,0.86873,0.86096,0.85831,0.85718,0.85695,0.85696
"M986.8T69.273",1.0696,0.80064,0.78213,0.76981,0.8084,0.80636,0.80621,0.80642
"M467.156T971.498",1.069,1.511,1.3623,1.3496,1.3525,1.3513,1.3509,1.3508
"M545.297T1155.639",1.0677,0.70915,0.63576,0.63551,0.63335,0.63481,0.63472,0.63471
"M998.841T1404.514",1.0662,0.89224,0.94811,0.93348,0.93013,0.92774,0.9276,0.9276
"M505.029T765.672",1.0661,0.82695,0.73966,0.72862,0.72726,0.72583,0.72556,0.72558
"M471.234T922.432",1.0659,0.75498,0.67579,0.66885,0.66762,0.66649,0.6668,0.66678
"M857.325T1034.658",1.0653,1.6419,1.4715,1.4729,1.4701,1.4663,1.4659,1.4659
"M1048.594T1092.833",1.0642,0.7609,0.73552,0.75857,0.75644,0.75504,0.75479,0.75484
"M451.125T735.96",1.063,0.79256,0.70945,0.69786,0.6982,0.69864,0.69924,0.69924
"M571.907T66.444",1.0623,0.66946,0.63147,0.63629,0.65676,0.66465,0.66451,0.66454
"M601.138T88.174",1.062,0.72896,0.88461,0.87265,0.86978,0.86825,0.86793,0.86792
"M863.484T1242.374",1.0595,0.66833,0.64356,0.70988,0.70804,0.7069,0.70724,0.70723
"M798.863T68.139",1.0589,0.7894,0.81104,0.81524,0.82854,0.8347,0.83487,0.83505
"M1163.579T906.602",1.0586,1.7745,1.7268,1.711,1.7061,1.702,1.7016,1.7017
"M279.139T1150.344",1.058,1.2002,1.2255,1.208,1.2062,1.2184,1.218,1.218
"M254.223T1432.623",1.0579,0.75514,0.69189,0.68308,0.68553,0.68507,0.68481,0.6848
"M359.061T194.361",1.0573,0.83394,0.75932,0.74761,0.74642,0.74477,0.74466,0.74464
"M615.901T66.977",1.0571,1.0389,0.92921,0.93106,0.96872,0.96848,0.96853,0.96851
"M735.437T1351.512",1.0552,0.71324,0.63837,0.67816,0.67575,0.67528,0.67502,0.67501
"M579.301T894.416",1.0541,0.75121,0.70221,0.69061,0.68812,0.68643,0.68634,0.68633
"M1162.717T895.445",1.0535,0.95748,0.87813,0.86696,0.86387,0.8624,0.86428,0.86427
"M481.224T887.168",1.051,0.8558,0.78368,0.77109,0.76888,0.76784,0.76761,0.7676
"M471.046T618.546",1.0506,1.2889,1.2658,1.246,1.2415,1.2393,1.2389,1.2388
"M798.851T67.54",1.0496,0.97386,0.89393,0.93654,0.9504,0.94896,0.94861,0.94865
"M721.798T1122.035",1.0465,0.85766,0.87902,0.88428,0.88126,0.88668,0.88863,0.88883
"M673.081T89.605",1.046,0.76193,0.68786,0.71309,0.71208,0.71526,0.71499,0.71499
"M355.433T783.665",1.0459,0.86424,0.83965,0.83288,0.83031,0.82858,0.83076,0.83073
"M843.287T936.679",1.0458,1.5698,1.6075,1.5836,1.5778,1.5753,1.5747,1.5747
"M731.208T950.406",1.0453,0.95021,0.86061,0.8569,0.85531,0.85314,0.85303,0.85301
"M561.784T1244.889",1.0449,0.83045,0.87418,0.8984,0.89516,0.89478,0.89494,0.89505
"M1014.811T1344.847",1.0423,0.75961,0.68228,0.67102,0.66863,0.66706,0.66696,0.66697
"M865.491T1326.551",1.0408,0.72081,0.645,0.68282,0.68035,0.67885,0.67875,0.67873
"M1452.98T315.276",1.0393,0.71305,0.94914,0.93631,0.93474,0.93591,0.93558,0.93557
"M539.134T89.251",1.0387,0.65288,0.87459,0.87536,0.87336,0.87494,0.8746,0.87458
"M824.816T67.434",1.0363,0.80498,1.0149,1.0577,1.0661,1.065,1.0645,1.0645
"M659.284T993.534",1.0352,0.87115,0.81933,0.80638,0.804,0.80223,0.80191,0.80189
"M413.192T1370.63",1.0349,0.78174,0.69919,0.68774,0.68725,0.68671,0.68647,0.68647
"M870.194T810.976",1.0347,1.3635,1.2934,1.2813,1.2781,1.2748,1.2744,1.2744
"M577.603T1671.748",1.0344,0.80323,0.74585,0.75214,0.75242,0.75204,0.75194,0.75192
"M1255.613T888.434",1.0342,0.95912,0.85974,0.87112,0.86841,0.86754,0.86758,0.86756
"M656.58T941.504",1.0315,0.85,0.76007,0.74998,0.7497,0.75157,0.75206,0.75206
"M642.242T817.768",1.0309,1.423,1.4261,1.4046,1.3997,1.3967,1.3961,1.3961
"M469.17T325.013",1.0308,1.0931,0.9918,0.98762,0.98404,0.9843,0.98405,0.98403
"M562.892T1151.046",1.0305,0.72317,0.70647,0.69928,0.69866,0.69808,0.7,0.69999
"M593.763T756.056",1.0304,0.64475,0.69587,0.70379,0.70128,0.70251,0.70314,0.70316
"M649.041T88.871",1.0303,0.64614,0.66739,0.65807,0.6559,0.66664,0.66669,0.66667
"M1197.439T886.215",1.0297,1.7163,1.5528,1.5273,1.5229,1.5205,1.52,1.5199
"M617.9T67.042",1.0296,0.7807,0.70986,0.79388,0.81733,0.81714,0.81683,0.81697
"M331.079T87.506",1.0293,1.4637,1.3105,1.3286,1.3273,1.3252,1.3248,1.3247
"M1048.557T894.929",1.029,0.91686,0.8499,0.8538,0.85124,0.84913,0.84902,0.849
"M531.078T845.355",1.0273,0.80488,0.92753,0.91241,0.90911,0.90677,0.90707,0.90705
"M403.064T798.991",1.0268,0.94065,0.84135,0.82786,0.82489,0.82592,0.82627,0.82626
"M353.181T807.324",1.0267,0.8293,0.74496,0.73557,0.73652,0.73492,0.7347,0.73468
"M723.445T946.073",1.0263,0.65,0.88079,0.96757,0.97255,0.97009,0.97269,0.97269
"M1263.489T907.902",1.0258,0.96156,1.0683,1.0563,1.0534,1.0508,1.0504,1.0504
"M808.342T938.944",1.0258,1.5553,1.6431,1.6164,1.6116,1.6104,1.6098,1.6098
"M1243.514T983.057",1.0239,1.3151,1.1802,1.1747,1.1721,1.1691,1.1697,1.1697
"M471.117T721.976",1.0231,1.1911,1.1526,1.1639,1.1604,1.1585,1.1585,1.1587
"M415.317T1116.129",1.023,1.2288,1.2475,1.2541,1.2603,1.2594,1.2589,1.2589
"M330.047T113.025",1.0205,0.72018,0.65683,0.64766,0.64636,0.64789,0.64765,0.64767
"M186.965T89.822",1.0204,0.6627,0.64901,0.72709,0.73679,0.73701,0.73689,0.7369
"M551.062T89.793",1.0196,0.68265,0.61438,0.64381,0.6439,0.64847,0.6491,0.64918
"M983.568T1252.43",1.0185,0.87715,0.87238,0.85861,0.85669,0.85484,0.85455,0.85455
"M565.23T912.919",1.0178,0.7936,0.78379,0.77232,0.77299,0.77117,0.77101,0.77104
"M847.154T89.251",1.0169,1.0999,0.98367,0.99336,1.0023,1.0016,1.0018,1.0017
"M322.941T66.374",1.0161,0.63678,0.93191,0.91852,0.9217,0.92692,0.92703,0.92701
"M569.91T66.858",1.0137,0.65337,0.72073,0.71508,0.74736,0.75553,0.75536,0.75534
"M385.077T649.201",1.0136,0.81873,0.7323,0.7206,0.7184,0.71781,0.71764,0.71762
"M679.015T89.631",1.0132,0.7056,0.64234,0.63401,0.63174,0.63875,0.6386,0.63861
"M1167.557T907.179",1.011,1.5182,1.5163,1.4912,1.5013,1.5073,1.5085,1.5084
"M656.998T95.285",1.0107,0.93059,0.90363,0.91501,0.91169,0.90948,0.90934,0.90932
"M443.191T791.98",1.0091,0.9924,0.89977,0.88494,0.88243,0.88064,0.88029,0.88027
"M686.859T66.912",1.0083,0.65117,0.87885,0.95672,0.96383,0.96158,0.9627,0.9627
"M917.207T1674.194",1.0072,0.74463,0.67724,0.66826,0.66958,0.67025,0.67,0.66999
"M463.192T974.227",1.0071,0.91567,0.85826,0.85605,0.85306,0.85098,0.85071,0.8507
"M453.016T88.336",1.007,1.2027,1.1698,1.1785,1.1825,1.1801,1.1797,1.1797
"M702.25T942.066",1.0058,0.97523,0.87303,0.8679,0.86706,0.86535,0.86501,0.86499
"M316.385T321.843",1.005,1.0467,1.0257,1.0152,1.013,1.0115,1.0112,1.0112
"M391.157T830.263",1.0045,0.94739,0.86079,0.8523,0.85368,0.85172,0.8516,0.85159
"M833.365T968.818",1.0042,1.7585,1.608,1.6176,1.612,1.6128,1.6122,1.6121
"M265.426T1576.148",1.0037,0.98847,1.3755,1.3589,1.3573,1.3665,1.3679,1.3678
"M527.309T1189.176",1.0031,0.98268,0.94401,0.93421,0.93084,0.92845,0.92811,0.92809
"M322.969T105.104",1.003,0.82204,0.73681,0.72682,0.72431,0.72436,0.72422,0.72424
"M1074.325T1193.301",1.001,0.82811,0.76648,0.75472,0.75338,0.75159,0.75154,0.75155
"M345.37T608.086",0.99976,0.91264,0.81906,0.80651,0.80367,0.80373,0.80379,0.80377
"M755.829T66.935",0.99927,0.82909,0.98703,1.0293,1.0448,1.0428,1.0427,1.0427
"M431.156T735.48",0.99776,0.95994,0.89456,0.87982,0.87738,0.87512,0.87521,0.87519
"M938.802T67.374",0.99639,0.79534,0.84732,0.92123,0.93188,0.92961,0.92925,0.92939
"M507.153T88.13",0.99527,0.65372,0.64735,0.65509,0.65599,0.65695,0.65693,0.65702
"M575.856T1053.805",0.99471,0.85334,0.84028,0.83179,0.83019,0.82809,0.82777,0.82775
"M329.088T425.59",0.99307,1.0206,0.91778,0.90434,0.9032,0.90449,0.90438,0.90436
