"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas"
"M858.82T17.95"," 7618.089","10818.107","10818.107"," 9261.702"," 9197.957","10062.045","11257.672"," 9484.327","10630.123","10046.007"," 9587.266","10725.509","12012.517"," 8999.135"," 8507.212"," 8513.285","10082.371","10842.018","10358.699"
"M859.28T831.48"," 31308.699"," 73292.244"," 73292.244"," 74872.830"," 82904.072","  7602.748"," 47781.591"," 93714.162"," 91331.517"," 83076.169"," 78478.829"," 86244.552"," 61254.966"," 69096.127"," 31692.568"," 48855.906","101368.183"," 97227.962"," 73237.717"
"M859.82T18.56"," 3693.426"," 6615.788"," 6615.788"," 7584.686"," 6176.024","13332.573"," 5820.716"," 5242.967"," 5247.618"," 4673.562"," 6124.318"," 5882.008"," 5545.355"," 5034.826"," 4926.261"," 6101.861"," 6305.494"," 5824.281"," 5887.924"
"M862.83T12.55","24112.37","25397.97","25397.97","21199.41","27654.72","23445.28","25787.16","26886.42","20520.54","22560.45","26173.95","32758.02","19891.45","21443.64","18286.64","17304.15","20769.99","19968.25","22970.12"
"M863.83T12.55","14464.050","11924.901","11924.901","13159.360","19704.938","14284.540","12800.286","13029.732","12623.088","11478.049","12845.868","12523.986","12840.960","12467.511"," 9536.583","11486.340","12457.355","16041.322","15045.768"
"M865.33T17.56"," 7442.243","10197.424","10197.424","11745.130","13000.536","10648.698","10483.351","12481.414","13385.515","11615.039","11909.622","13614.722","13553.169","11166.631"," 9083.034","10361.912","10818.945","12109.763","11816.752"
"M867.82T17.56"," 5545.872"," 9948.342"," 9948.342"," 8036.036","13548.278"," 9580.545"," 8998.916"," 8496.913"," 8658.387","11450.555"," 8207.885","11275.726"," 7923.700"," 7593.322"," 5605.016","11766.978"," 8904.634"," 8002.233"," 8094.303"
"M868.81T18.56","11363.96","16765.37","16765.37","17781.18","19776.69","28799.53","15055.03","16694.33","19883.47","16822.92","17672.86","20571.53","19087.67","13864.98","14100.42","14314.58","18453.19","20454.64","15305.55"
"M868.82T11.54","10765.497","15721.022","15721.022"," 9612.752"," 9969.820"," 9057.945","10894.551","10915.284","10822.370"," 9777.063"," 9480.471","11008.357"," 8994.691"," 9950.746"," 8898.537"," 9521.827","10838.262"," 9043.048"," 8797.325"
"M869.82T17.56","11250.49","17449.30","17449.30","16842.38","15716.65","23858.48","15695.67","17239.66","16954.71","16898.14","17283.70","17341.87","17920.51","14705.55","12374.80","14044.69","23901.33","16366.22","22561.40"
"M871.17T13.55","11580.843","11346.788","11346.788","12328.876","11413.002"," 9337.265"," 7057.108","12848.562","11101.157"," 8837.197","12585.315","12011.538","11418.735","10776.257"," 9647.672"," 8981.204","11134.072","11074.914","11194.171"
"M871.49T17.56"," 8482.191","11055.235","11055.235","13650.830","12450.868","11670.610","12256.660","11331.845","14685.926","10550.115","12323.907","15578.596","12600.108","11390.751"," 8788.177"," 9966.514","20838.445","10144.325","13658.854"
"M871.83T16.56","20456.64","32205.75","32205.75","30264.52","36028.65","61422.74","27997.07","30651.55","31837.69","36753.56","29098.61","31455.42","30695.98","27023.47","52642.22","28652.53","29028.96","38674.18","41409.74"
"M872.16T17.4"," 5027.674"," 7404.104"," 7404.104"," 7777.262"," 6881.463","10547.299"," 5125.330"," 7256.674"," 6030.396"," 5736.530"," 5817.400"," 5683.979"," 7532.655"," 4731.111"," 6088.804"," 6140.235"," 5235.865"," 5347.142"," 5015.000"
"M875.32T17.56","10342.75","12615.64","12615.64","16397.04","16175.70","23146.59","15394.04","15176.88","14991.32","21681.05","16216.50","18617.69","13242.98","17572.06","11482.76","19927.69","23648.60","14827.43","15984.08"
"M875.82T12.55"," 8997.080","11624.770","11624.770"," 9069.126"," 8571.638"," 7690.110"," 7902.357","11715.040"," 8375.926"," 9426.445","10128.617"," 8893.645"," 9117.082"," 9336.068"," 7550.213"," 7286.870"," 7561.112"," 8707.400"," 7513.990"
"M876.83T17.56","24168.38","30216.16","30216.16","33955.56","34817.19","56603.48","26578.98","36414.88","39785.00","32944.69","32629.60","37694.75","30218.58","31773.77","49906.31","28951.97","35311.62","35581.37","33277.04"
"M876.84T12.55","26277.90","28360.83","28360.83","27014.80","25705.51","24788.99","26240.49","27751.00","26493.24","21150.27","24801.25","28626.54","24863.49","29661.80","24149.44","26410.58","28218.62","26186.32","26343.07"
"M877.83T17.56"," 9402.829","11051.223","11051.223","11873.514","13062.907","12768.909","12150.342","12343.166","12714.461","11271.089","14858.442","12430.702","13721.142","10256.087","18268.826","10676.971","13801.280","12148.309","13097.344"
"M878.83T17.55","16065.37","23573.16","23573.16","19277.66","27199.49","21145.25","21444.47","29289.45","26068.29","18762.31","40790.32","22569.51","26481.68","19990.95","17682.72","21081.97","26988.72","27031.01","23781.13"
"M879.16T16.55","13464.869","11678.452","11678.452","15735.064","15347.345","14885.470","15480.302","16652.303","16285.285","13065.664","15568.813","16181.591","14983.285","14182.700","13026.248","13417.222","17506.968","16468.578"," 8631.818"
"M881.82T17.56","15439.40","20648.83","20648.83","22635.70","24106.68","18028.25","20403.03","22176.66","19638.64","17950.03","19735.89","21036.92","19332.62","20732.58","30805.08","18857.34","16262.64","19410.06","25158.82"
"M882.81T18.56","10605.60","11605.81","11605.81","17135.25","19585.80","25626.51","18001.84","15476.22","19091.10","15137.24","19233.53","17785.20","17752.05","14432.78","21187.26","14102.10","18617.69","16506.66","18467.24"
"M883.82T18.31"," 5100.448"," 8714.197"," 8714.197"," 8740.142","10126.851"," 7615.200"," 9087.180"," 9075.105"," 8934.594"," 8335.404"," 7191.510"," 8910.652"," 7834.982"," 6664.609"," 5737.702"," 6410.432"," 7256.738"," 7419.173","14353.363"
"M887.34T13.55","12051.61","14319.04","14319.04","12346.93","12385.68","11992.68","13227.56","14118.83","12654.12","10060.34","14064.92","13973.01","13509.03","15103.80","10266.70","11531.65","11735.94","13015.65","12885.50"
"M888.32T17.56"," 5585.464"," 6666.836"," 6666.836"," 8824.394"," 8469.930","14783.370"," 7579.869"," 8082.227"," 8346.347"," 7729.860"," 8933.718"," 8928.250"," 9012.714"," 8109.339"," 7587.926"," 8014.175"," 8958.592","10028.648"," 8346.950"
"M888.82T18.56"," 9000.012","12084.705","12084.705","12529.476","15961.474","22245.166","13608.704","13185.381","14481.714","13674.091","14904.580","14864.460","15000.606","11180.597"," 9990.305","12463.903","12372.176","16023.651","13556.548"
"M889.48T18.56"," 2566.763"," 5683.622"," 5683.622"," 5999.946"," 4994.697"," 4349.113"," 5230.441"," 6236.627"," 6427.224","11011.959"," 4970.868"," 4398.998"," 4626.457"," 4272.873"," 5312.241"," 4695.742"," 3831.048"," 3861.764"," 4520.234"
"M891.83T12.55","12618.611","13785.232","13785.232","15915.604","14763.679","14439.807","15351.918","14499.368","15167.366","12825.217","14135.248","11094.563","13386.038","15170.407","13283.597"," 9565.098","13796.981","12810.193","13746.280"
"M894.16T16.98","11345.09","15233.40","15233.40","14210.50","13959.44","24311.51","23837.30","15049.11","15278.23","15794.77","16645.79","24939.64","11879.17","11873.15","12484.66","13774.10","22126.18","14279.98","11813.29"
"M895.82T17.56","17705.00","23083.77","23083.77","24148.23","23085.69","39452.37","21959.68","23372.59","25097.07","24242.73","25879.41","27534.36","24950.36","21017.38","17329.51","19258.92","22771.63","26156.52","20340.75"
"M895.82T11.55","16672.05","17179.38","17179.38","14712.00","19191.02","15089.11","15795.24","16716.00","16920.61","17063.65","16492.05","17606.15","15808.43","16867.10","14400.18","14803.08","18425.25","17245.58","15187.22"
"M896.32T17.56","6619.739","6419.933","6419.933","6611.776","7725.166","7202.585","7261.547","8010.633","8162.988","7812.186","9005.855","8295.808","9126.272","6907.286","5659.101","6027.231","8677.956","9630.889","6441.393"
"M896.81T18.35"," 9366.897","15452.722","15452.722","12768.190","13039.585","21407.201","10448.877","13530.412","11050.999","14459.661","12692.802","15759.136","12913.855","11362.686"," 9629.064","12259.925","11738.015","13103.864","13341.906"
"M896.82T11.73"," 8931.721","12916.564","12916.564"," 9576.644"," 9824.808"," 7893.512"," 8788.191"," 9821.951"," 8484.184"," 7845.516"," 8822.971"," 9163.941"," 9202.901","10600.492"," 7058.636"," 8398.940"," 9183.538","11094.363"," 8762.981"
"M897.82T12.55","12972.75","14136.28","14136.28","13949.72","13751.13","12456.07","12678.24","17518.40","13270.68","11820.42","13345.26","13005.14","12600.19","13237.58","10722.39","14772.31","17515.49","12399.09","12297.17"
"M899.33T17.55"," 7525.439","11079.303","11079.303","11063.090","12995.023","10491.626","10816.352","13711.063","12224.589"," 9233.728","13004.898","11207.846","10885.911","17949.904"," 8576.950"," 9114.548","12611.722"," 9518.598","10852.470"
"M899.49T17.56"," 5411.509"," 7890.666"," 7890.666"," 8924.694"," 8499.479","14030.179"," 8706.040"," 9843.812"," 6904.022"," 6989.023","12116.240"," 8856.200"," 8294.314"," 7545.721"," 6799.348"," 7271.410"," 7943.078"," 9055.401"," 6578.524"
"M899.82T17.56"," 9633.550","13508.726","13508.726","13610.710","10151.878","19348.587","11833.394","13544.267","14214.516","14228.471","12876.514","12122.487","12112.789"," 9400.076"," 8254.344"," 9747.338","12187.547","12806.059","10615.050"
"M899.83T12.55"," 8406.985"," 8535.530"," 8535.530"," 9835.418","10121.195"," 6807.455"," 8605.740"," 8403.134"," 9243.648"," 8435.554"," 8565.918"," 8869.614"," 8503.123"," 9082.412"," 6954.302"," 7453.464"," 9500.488"," 9209.546"," 7141.864"
"M900.82T12.55","15245.36","20655.78","20655.78","16258.63","21472.22","14286.70","12541.51","22603.61","16132.25","10218.02","17298.30","15737.68","17535.94","15852.61","12445.91","15359.11","14997.88","16098.15","13919.33"
"M901.82T12.55","18836.21","27739.03","27739.03","20687.88","20508.22","18153.11","15622.73","19371.72","21588.57","16738.82","20179.01","21389.34","20973.42","16965.37","18233.84","31971.73","22886.59","20608.22","17993.01"
"M901.82T17.55","12889.68","17863.20","17863.20","17670.85","21562.92","33706.01","18685.89","18116.11","18765.05","17026.46","18196.43","19341.54","21400.92","15953.47","14491.76","17402.62","36102.72","16514.11","31480.47"
"M902.16T16.56"," 5296.170"," 6886.981"," 6886.981"," 7201.540"," 7230.725","15347.683"," 9626.914"," 7859.559"," 8195.178"," 7368.474"," 8297.167","14919.658"," 7625.776","12173.992"," 6347.688","12645.250"," 8529.512"," 9471.189"," 8270.774"
"M902.81T18.56"," 9359.332","14996.370","14996.370","12808.310","13171.298","19757.233","12489.356","10689.928","13142.641","13067.659","13813.316","12318.388","14064.071","11501.010"," 8643.681","12249.301","15197.456","12060.072","12543.596"
"M902.82T11.55"," 7531.179","10754.166","10754.166"," 7630.824"," 7371.610"," 7171.340"," 7087.198"," 8221.069","10288.476"," 6680.654"," 9015.472"," 8495.123"," 7343.424"," 8557.000"," 6131.664"," 7760.689"," 7607.241"," 8690.554"," 7191.218"
"M903.48T13.45"," 9017.386","15325.480","15325.480","11347.942","11970.198","10899.721","10060.069"," 9747.254","11181.444"," 7112.917","10618.240","10929.002","11125.407","10539.636"," 9916.554"," 9911.563","10680.263"," 9202.024","10262.337"
"M906.16T14.49","13310.55","14169.10","14169.10","16296.74","15579.19","11101.88","11331.83","15224.27","16380.48","14091.14","15557.72","14283.88","14439.55","13297.28","12577.80","12212.43","14816.84","14602.77","13660.86"
"M906.33T13.55","16063.10","15190.93","15190.93","18788.20","17065.16","17878.26","18094.12","10485.62","18649.44","16240.03","16913.22","18100.54","18680.34","17213.58","14552.36","15437.64","10720.06","15836.22","18092.85"
"M908.49T16.55","17506.25","16279.02","16279.02","20376.95","21561.80","18947.80","19848.73","17318.56","20033.77","12162.31","19172.46","17055.93","18702.25","17066.77","15479.45","13860.51","18897.04","19062.35","16354.79"
"M908.82T17.56","28206.01","48553.22","48553.22","68173.91","58523.35","43689.94","52854.67","57783.26","59545.64","38429.77","59544.10","50267.29","70286.26","62763.33","48773.48","54640.59","52358.49","57823.43","65072.63"
"M909.31T17.56"," 9546.719","17863.817","17863.817","14381.014","15834.549","22466.668","14876.496","15411.543","15053.519","13968.517","15434.164","16569.560","15576.907","13979.497","14449.370","14196.902","14583.620","14255.035","14028.283"
"M909.82T12.55","12624.226","13741.100","13741.100","13664.872","10571.620","11817.109","10155.020","12393.793","14368.978"," 9959.810","11039.738","13164.830","13977.808","10743.999"," 8451.102"," 9567.262","10778.320","13237.400"," 8482.309"
"M909.82T17.56","10927.101","12114.227","12114.227","12573.608","15166.851","24707.058","11805.510","14072.029","12276.720","14179.007","13117.833","13698.974","12232.561","13137.117"," 9065.128","21641.970","12988.277","13295.768","13139.477"
"M910.15T17.55","5131.669","6820.677","6820.677","6818.394","7571.501","7531.867","7012.976","8567.589","8088.834","7723.308","8649.872","8307.816","8179.979","7838.409","5763.792","6883.715","6927.616","7411.152","6847.075"
"M910.8T18.56","12899.58","20688.94","20688.94","17209.47","16727.55","27176.96","18986.79","19210.73","19783.17","19884.17","19084.23","19673.40","17812.21","18303.71","13084.93","13456.22","18176.37","16178.92","18637.75"
"M910.81T11.54","10063.359","11973.814","11973.814","11909.622","11496.988"," 9363.982"," 9759.190","11193.480"," 9881.556"," 9045.256","10598.789","10209.368","10998.932","11211.304"," 8563.462","11531.905","11068.906"," 9164.734","10328.730"
"M911.48T17.56","4375.343","7228.594","7228.594","4292.840","5406.219","5196.610","4756.323","5418.183","4555.481","4921.231","5986.528","6150.396","4407.182","4719.083","3857.245","4770.109","6114.845","7976.868","4847.234"
"M911.81T18.56","10671.794","13564.887","13564.887","13087.144","14296.731","19724.436","11417.329","15606.463","11705.010","11663.151","13005.506","13837.422","12643.061"," 9821.363"," 8571.433","10606.854","11823.364","15090.994","11624.375"
"M911.82T11.54"," 7734.725"," 7351.049"," 7351.049"," 9662.902"," 8471.338"," 7283.305"," 7820.187"," 8730.112","10011.946"," 7318.434"," 9117.605"," 8585.241"," 8462.415"," 9463.436"," 6839.935"," 5973.589"," 7591.196"," 8593.704"," 7491.662"
"M913.49T13.02"," 6090.323"," 8376.472"," 8376.472"," 6180.486"," 7353.817"," 6169.515"," 5546.590"," 5268.064","11603.756"," 5035.530"," 5672.540"," 7489.187"," 6852.496"," 6980.593"," 4586.709"," 4443.952"," 6030.839"," 6457.428"," 6108.357"
"M917.15T16.56"," 7112.664"," 8476.146"," 8476.146"," 9562.602","10134.590","14451.645"," 9522.861"," 9071.630"," 9557.646"," 7743.174"," 8811.421"," 9927.136"," 9809.501"," 8363.947"," 8507.424"," 9456.811","10489.790"," 9653.727","10691.980"
"M917.8T18.15"," 5295.237"," 9680.440"," 9680.440"," 8886.580","13303.792"," 8196.553"," 9016.970"," 8790.594"," 9030.563"," 8455.926"," 9685.546"," 9592.532"," 9919.811"," 8390.009"," 7574.196","11025.495"," 9347.894"," 9868.254","10657.390"
"M918.81T18.56","10915.75","18098.00","18098.00","15634.76","18019.66","19252.03","14669.88","18131.66","16991.64","17003.19","17231.54","18758.11","19304.94","13185.37","11190.43","14836.54","14056.04","15408.78","17347.89"
"M921.33T13.55","12415.040","13508.913","13508.913","15909.586","13081.946","13558.307","12774.208","13960.168","15346.097","11516.082","13211.136"," 8911.109","14040.444","14071.216","12511.072","12172.890","11733.930","14309.615","12658.476"
"M921.82T11.73","17514.24","18015.89","18015.89","18176.37","17773.16","14646.85","16214.50","17622.71","18509.36","14488.76","17042.65","17472.88","18645.47","14620.09","13952.75","15655.52","19153.43","18439.79","11355.49"
"M922.15T17.56"," 6447.675"," 9221.749"," 9221.749"," 9731.106","10726.305"," 7270.712"," 7199.516"," 7978.277"," 8852.423"," 7856.469"," 9472.332"," 9532.674","16755.952"," 8495.722"," 6586.617"," 7612.454","10377.038","11041.365"," 7767.001"
"M922.32T11.54","5592.830","5365.904","5365.904","6142.372","5382.098","4918.983","5448.296","5542.902","5553.678","5268.449","7003.602","7111.312","6285.104","6025.236","6057.426","5949.790","5855.559","6346.513","5226.393"
"M922.8T18.56"," 9648.679","13939.714","13939.714","12086.150","16200.154","13302.603","10987.128","13363.914","14030.305","11170.250","13378.014","16984.802","12570.850","11094.392","10622.475","11890.215","14864.460","14772.086","14244.606"
"M922.81T11.54","10184.739","11953.754","11953.754","11343.930","10126.288"," 8007.343"," 9040.714"," 9292.336"," 8813.706"," 7960.120"," 7787.745"," 9532.824"," 8669.109"," 9164.633"," 7016.501"," 8941.993"," 8515.778"," 9127.300"," 7808.696"
"M923.82T13.52","10086.279"," 9452.272"," 9452.272","11835.400","13446.218"," 9587.254","18824.304","12679.090","11015.211"," 9281.209","12603.863","12723.840","12135.855","12391.004","10957.964","10820.030"," 9065.312","10831.232","17218.388"
"M924.81T18.55","18938.04","26177.04","26177.04","30507.25","31069.07","45742.31","28368.85","30186.00","30412.97","22228.25","32477.14","30509.25","32836.89","22902.48","20125.10","24196.88","25484.88","31499.74","29379.88"
"M925.81T17.56","11645.74","12853.89","12853.89","16605.67","19926.77","14841.23","16892.53","16219.83","15456.23","14625.51","14687.93","17051.00","16311.82","11751.60","11876.78","13422.14","13772.95","15805.27","13260.24"
"M925.82T12.55","12050.261","13412.116","13412.116","10968.808","12826.364","11424.133","11955.760","11885.550","16045.994","13341.483","14870.013","12014.766","11476.536","11986.217"," 9917.805","11285.129","12274.808","14697.525","11823.919"
"M926.49T14.05","7238.753","9631.939","9631.939","5636.860","7141.345","6318.514","4740.178","6110.393","6811.048","4962.692","6485.283","7148.159","6815.464","6038.523","6259.940","6450.884","6549.171","6939.758","6856.050"
"M926.81T18.56"," 7780.699"," 8659.902"," 8659.902","11026.982","13506.480","20790.081"," 9896.834","11249.600","12033.043","12901.256","10792.280","14527.452","14246.565","11115.405"," 8139.951","10404.182","10515.452","13165.509","10441.074"
"M927.48T16.56"," 9079.740","14440.091","14440.091","11973.814","12149.410","10053.854","12160.578"," 6502.155","12718.040","11875.430","11245.889","10150.117","12474.345","10970.324","10645.027","11252.466","10596.650","11778.628","10862.490"
"M927.81T18.56"," 6405.346"," 8457.296"," 8457.296"," 8826.400","13465.057"," 7732.883"," 7125.326","10014.531"," 6820.194"," 9254.421"," 8600.872"," 7610.764"," 8069.655"," 7154.803"," 7066.264"," 7615.177"," 8171.858"," 8275.106"," 7124.726"
"M928.81T17.56","13852.72","27961.97","27961.97","21119.17","20861.43","32918.80","19494.31","20050.65","18581.58","21782.77","18665.83","19243.56","19712.43","17651.87","13293.65","15359.97","19991.80","19052.67","19112.33"
"M929.16T14.49"," 8166.848"," 9745.290"," 9745.290"," 9107.240"," 8679.001"," 8000.142"," 9180.245"," 9526.592"," 8103.132"," 9287.160"," 8945.415","10075.232"," 8988.992"," 8002.985"," 8012.303"," 8579.803"," 8888.515"," 7345.885"," 9519.634"
"M931.15T16.07","15113.56","14911.12","14911.12","18224.51","18220.69","15844.85","12918.64","18293.44","18299.01","17995.50","19153.50","19625.86","19624.69","17170.33","16272.78","16007.03","18423.95","16131.04","18161.05"
"M931.15T13.54","10352.829"," 7803.674"," 7803.674","12427.170","12045.643"," 9472.068","13056.886","18290.890","11151.523"," 9550.667","13241.216","12058.954","10244.398","10087.113"," 7471.962"," 7070.514","10308.913"," 9980.937","10811.566"
"M931.82T12.55","16629.10","13721.04","13721.04","19927.60","16521.42","14116.88","15488.06","19301.73","21450.16","13293.06","21532.84","19687.10","17796.77","19958.39","13280.59","17401.13","16200.58","17905.56","15318.68"
"M933.32T17.56"," 8497.317","11706.298","11706.298","12503.398","14633.344","21682.475","13456.869","14120.719","13500.380","11701.304","13901.796","13365.978","15756.652","11417.228","10283.567","12990.102","13536.488","13000.576","14144.314"
"M933.32T12.54"," 9691.748"," 8602.291"," 8602.291","10435.212","11016.952"," 8641.810"," 9397.452"," 9434.770"," 7909.658"," 8856.428"," 9849.178"," 9855.597","11043.226","10478.164"," 7744.837"," 8801.362","10233.216","11000.904"," 8133.270"
"M933.83T12.55","11585.281","11447.664","11447.664","11779.232","12011.928","11819.742","11746.314","12050.042","12156.360"," 8841.459","13403.870","10680.635","10224.614","13359.909","10760.508","11397.634","13436.290","11566.596","11866.411"
"M934.15T16.56","6279.445","7143.967","7143.967","7207.558","8599.192","9476.981","5935.754","7551.002","8202.868","6706.904","7831.069","8120.835","7284.805","6481.630","6938.005","6599.159","6367.044","6388.061","7819.388"
"M934.8T18.56"," 9945.590","11839.412","11839.412","13149.330","13660.233","24415.784","12045.622","16497.000","13421.163","11790.503","13252.103","14639.788","16234.466","11804.080"," 9392.251","10456.305","13544.172","12566.475","13342.117"
"M935.81T17.56"," 6066.826","12204.956","12204.956","11265.696"," 9297.962"," 8177.917"," 9273.738"," 9427.642"," 8700.476"," 8827.839","10346.948","10485.145","10042.039"," 7588.698"," 7073.999","19298.125","12703.998"," 9929.105","20048.341"
"M936.15T17.56","5366.130","7149.288","7149.288","4928.742","6635.540","6337.745","6507.178","7038.177","7126.832","7445.332","7245.672","6296.834","5277.233","5202.218","4896.527","9185.383","5932.241","6814.123","5555.749"
"M936.8T18.56"," 9484.148","16217.821","16217.821","12569.596","16176.086","26239.480","13330.222","15632.537","13148.652","15477.497","17032.946","19520.386","16815.519","12304.898","10552.234","13154.453","13036.441","12588.532","15682.908"
"M936.81T11.55"," 9843.007","16025.934","16025.934","12260.672"," 8966.820"," 9421.831"," 8748.108"," 9869.520","10303.375"," 8660.181"," 9757.244","10461.046","10367.069"," 9920.665"," 8114.021"," 9469.902","10192.564","11048.229"," 8775.010"
"M937.81T17.56","10026.91","22245.38","22245.38","16631.75","14543.09","24096.09","17833.34","16509.95","15850.03","16574.15","14976.34","18547.48","18207.29","15528.24","20070.03","14701.35","19943.17","17019.83","17583.09"
"M937.81T12.55","10603.034","16786.208","16786.208","10003.922","14770.178"," 8990.766"," 7803.340","10859.113","10555.572"," 8696.282","12045.901","11266.976","12291.206","11598.385"," 7921.403"," 8517.935","10343.015","12061.184"," 7033.791"
"M938.31T16.56","4502.194","6017.000","6017.000","5510.482","6112.213","4237.541","6441.432","2876.495","6273.150","5747.379","6695.194","4888.622","3365.228","5244.348","3911.136","3207.807","4009.703","5759.810","4628.895"
"M940.15T17.55"," 5721.603"," 6175.478"," 6175.478"," 7550.584","10032.583","13649.061"," 6964.832","13324.382"," 9043.048"," 8930.790"," 6670.187","10342.936","10199.610"," 7012.469"," 5580.837"," 7612.454"," 7927.047"," 7066.261"," 7716.358"
"M942.81T12.55","29702.69","26933.79","26933.79","30511.26","32585.46","27509.73","29709.50","30126.11","41385.79","28253.37","33114.46","33337.65","31267.74","31457.84","25778.67","36614.95","29065.15","30635.63","27155.17"
"M943.31T17.56"," 9611.007","10150.342","10150.342","15937.670","13967.463","11646.008","13853.436","14347.405","14893.012","21727.165","15919.616","13416.128","16682.771","12539.428","13052.597","20066.764","14058.048","16986.394","21486.382"
"M943.31T12.55"," 9637.594"," 8897.055"," 8897.055","10824.376","11267.702"," 9591.644","10246.648","10975.468","10661.890"," 9503.866","10931.474","10493.740","12219.029","10176.414"," 9247.656"," 8403.267","12320.401","11121.264"," 9599.802"
"M944.82T17.56","20485.08","26036.39","26036.39","30021.80","32951.88","53196.09","30894.41","30121.10","31978.95","30769.63","26959.42","27243.49","32796.78","31001.59","46530.55","24366.34","30737.94","27066.96","30195.32"
"M944.82T12.55","24268.59","26693.84","26693.84","24651.73","26493.24","23770.11","26439.08","23542.42","24388.95","23152.65","25162.10","29840.42","25563.54","26072.08","22548.31","21315.39","25609.51","31158.03","24039.56"
"M945.81T17.56"," 8550.26","13951.42","13951.42","13095.17","13744.05","21675.45","13877.51","11905.56","14280.71","13280.17","14864.46","15312.72","14382.93","12347.00","19301.73","13359.10","13024.96","14375.15","14092.15"
"M945.82T11.61"," 9036.295"," 9662.902"," 9662.902"," 8685.980","11124.503"," 8565.301"," 9069.126"," 9394.648"," 9233.618"," 8253.044"," 9737.188"," 9408.319"," 9468.202"," 8869.841"," 7895.320"," 7842.905","10166.386"," 8502.804"," 8827.134"
"M946.82T16.55","23442.31","45135.26","45135.26","36049.83","38596.46","28607.85","33921.32","57889.92","59577.58","46820.88","29497.58","29742.96","35088.37","27318.16","26878.96","32834.32","27903.12","35283.84","30466.17"
"M947.81T17.56"," 5648.012"," 7817.884"," 7817.884","11394.080"," 8411.486"," 8881.885","11410.128"," 8118.669","11470.308","13875.616","13444.212"," 8851.861"," 9853.840"," 8234.931"," 8840.356"," 9824.938"," 8854.156"," 6740.675"," 7140.127"
"M947.82T12.55","10900.444","10291.152","10291.152","11045.036","14033.976","18473.794"," 8880.562","13083.132"," 9807.334"," 9669.568"," 8989.099","20090.459","10003.922","10552.106","15209.492","16668.646","10889.585","12146.606"," 9732.848"
"M948.8T18.56"," 7853.499","15794.090","15794.090","14170.384","12218.555","11901.839"," 9119.276","16486.971","12876.047","12534.010","16246.594","14707.992","14787.780","14898.446","13229.427","12684.370","12752.142","18123.634","13977.808"
"M949.48T13.55"," 7636.814","12963.485","12963.485"," 8679.962"," 8086.003"," 7559.504"," 8256.742"," 8789.394"," 7738.863"," 6970.326"," 5052.600"," 7177.900"," 7494.368"," 8440.222"," 8090.155"," 7408.716"," 7691.363"," 7992.671"," 7087.478"
"M950.31T12.55"," 6747.270"," 7692.801"," 7692.801"," 7207.558","10831.418","11227.325"," 6846.520"," 7475.046"," 7506.452"," 7435.776"," 6666.836"," 7403.081"," 6426.044"," 7620.297"," 6493.311"," 4731.706"," 5864.374"," 7838.145","10366.035"
"M951.8T17.69"," 6509.360","11717.780","11717.780"," 6904.652","10076.469"," 8101.927","10782.250"," 9024.955"," 9129.306"," 7870.186","10162.662","10126.896","10583.023"," 9965.404"," 7844.938"," 7789.408"," 9825.388"," 8072.862"," 7809.889"
"M953.15T13.55","25978.75","24519.12","24519.12","25353.83","28504.42","26826.69","26160.25","30086.67","32201.22","27462.49","30204.34","28627.30","29316.45","27623.57","25517.77","25290.78","26485.93","28452.79","26738.00"
"M954.14T16.72"," 8478.480","10211.880","10211.880","10990.874"," 8844.696"," 9654.652","11240.502"," 7318.434"," 8797.772"," 9619.312","11662.516","11775.011"," 9962.028","11427.319","10568.199","10948.579","12985.405","11273.887","11470.262"
"M955.32T13.55","12778.471","15603.260","15603.260","13921.640","14969.421","14659.144"," 7680.974","13119.792","15395.579","13404.687","12653.128","14158.974","14766.659","13873.965","12082.486","12449.950","15240.322","15382.434","11963.819"
"M955.81T17.56","18990.99","24301.67","24301.67","31155.19","28733.03","43693.07","25712.91","28855.29","30348.77","25152.81","24974.50","31341.74","30384.25","24773.99","35590.92","24857.81","25350.42","30488.86","32294.59"
"M956.3T12.55","7583.466","7943.760","7943.760","8603.734","7257.708","6617.115","7380.074","9123.822","9610.746","7005.561","7268.294","7576.139","7637.646","6642.547","6027.329","5735.597","6616.474","7432.230","6653.931"
"M956.3T17.56"," 7408.209"," 8620.355"," 8620.355"," 9225.594","10291.076","18327.365","10481.350"," 9470.285"," 9169.426"," 9051.930","11614.740","11913.634"," 9333.360"," 9310.305"," 7746.600"," 7406.367","10106.228","10387.627","10432.933"
"M957.8T18.56"," 5466.429"," 5979.370"," 5979.370"," 8565.620"," 7732.631","17277.043"," 6152.738"," 8953.296"," 6796.328"," 7007.122"," 7762.773"," 7821.179"," 8108.220","10309.371"," 5871.921"," 8366.030"," 7866.770"," 7625.126","10358.984"
