"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas"
"M842.82T11.54","10012.939","11345.399","11345.399","10036.018","10064.102","9908.8772","8104.24","9063.638","9582.662","7954.506","10863.358","9486.714","10734.24","10148.336","9532.57","9757.303","9135.508","9516.464","8982.512"
"M843.82T18.56","7212.87","11504.777","11504.777","12738.1","10373.395","17559.759","11355.966","11661.155","12116.24","9884.083","10298.949","12634.219","12654.254","8055.162","15542.944","8941.034","9949.919","13279.834","10106.579"
"M845.84T13.55","9158.548","9496.832","9496.832","10222.576","8891.889","13346.5947","9616.511","8901.626","8963.532","10043.144","9428.118","10560.385","8941.474","7665.658","6499.675","9697.499","9284.202","9879.55","8420.617"
"M848.83T17.56","16258.27","23130.309","23130.309","22162.288","24933.034","39480.4118","22465.194","26112.394","26593.542","23984.106","26435.068","26525.338","20295.494","19784.464","17359.609","20886.622","23889.454","22792.902","19137.18"
"M850.82T18.56","9035.944","15042.5","15042.5","15608.686","13432.729","21996.7732","12383.78","14619.651","14529.458","13202.243","15682.908","14579.928","11790.562","13269.163","9299.934","10634.476","14443.2","13200.112","12766.299"
"M853.82T17.56","16188.297","19878.162","19878.162","20529.404","23464.867","37154.7353","18792.772","25113.549","25399.972","19448.526","26974.682","26382.912","24953.548","19563.946","16821.762","20055.707","25129.162","25424.434","18661.084"
"M853.83T11.54","14922.305","15464.254","15464.254","14834.37","15424.108","13932.1426","14265.529","16260.636","15592.638","12518.383","15675.77","14268.162","14821.277","16201.547","12313.488","13258.295","15992.654","14425.146","13036.053"
"M854.18T12.55","8081.402","11525.199","11525.199","6920.7","11167.402","6521.0749","7341.744","7850.202","5544.584","6352.331","7159.828","6845.353","7842.463","7419.763","5971.599","6870.579","7404.838","7448.101","6107.407"
"M854.81T18.56","8669.06","12555.59","12555.59","14445.206","12240.584","21524.0258","12377.02","15504.171","12244.958","12252.523","11510.428","14165.646","13194.678","10771.297","9514.671","10039.54","11849.442","13396.166","11582.479"
"M854.82T11.54","8237.053","9981.164","9981.164","7937.742","8354.99","7053.777","6746.178","7010.97","7293.964","6656.255","8285.409","7459.768","8494.523","7804.979","5832.705","7741.217","7370.58","7049.084","6402.986"
"M855.5T14.55","12962.012","10036.356","10036.356","14946.706","17395.703","15099.2993","17009.764","16901.051","11897.274","15950.498","15659.423","16066.254","18726.476","14628.137","13721.604","13826.48","16870.49","9929.726","15944.809"
"M858.82T17.95","7618.089","10818.107","10818.107","9261.702","9197.957","10062.0448","11257.672","9484.327","10630.123","10046.007","9587.266","10725.509","12012.517","8999.135","8507.212","8513.285","10082.371","10842.018","10358.699"
"M859.28T831.48","31308.699","73292.244","73292.244","74872.83","82904.072","7602.7485","47781.591","93714.162","91331.517","83076.169","78478.829","86244.552","61254.966","69096.127","31692.568","48855.906","101368.183","97227.962","73237.717"
"M859.82T18.56","3693.426","6615.788","6615.788","7584.686","6176.024","13332.5731","5820.716","5242.967","5247.618","4673.562","6124.318","5882.008","5545.355","5034.826","4926.261","6101.861","6305.494","5824.281","5887.924"
"M862.83T12.55","24112.365","25397.966","25397.966","21199.408","27654.716","23445.2784","25787.156","26886.418","20520.538","22560.449","26173.95","32758.019","19891.45","21443.637","18286.643","17304.152","20769.994","19968.249","22970.123"
"M863.83T12.55","14464.05","11924.901","11924.901","13159.36","19704.938","14284.5405","12800.286","13029.732","12623.088","11478.049","12845.868","12523.986","12840.96","12467.511","9536.583","11486.34","12457.355","16041.322","15045.768"
"M865.33T17.56","7442.243","10197.424","10197.424","11745.13","13000.536","10648.6978","10483.351","12481.414","13385.515","11615.039","11909.622","13614.722","13553.169","11166.631","9083.034","10361.912","10818.945","12109.763","11816.752"
"M867.82T17.56","5545.872","9948.342","9948.342","8036.036","13548.278","9580.5451","8998.916","8496.913","8658.387","11450.555","8207.885","11275.726","7923.7","7593.322","5605.016","11766.978","8904.634","8002.233","8094.303"
"M868.81T18.56","11363.958","16765.368","16765.368","17781.184","19776.695","28799.5272","15055.027","16694.328","19883.472","16822.918","17672.86","20571.53","19087.669","13864.982","14100.418","14314.578","18453.194","20454.639","15305.554"
"M868.82T11.54","10765.497","15721.022","15721.022","9612.752","9969.82","9057.9454","10894.551","10915.284","10822.37","9777.063","9480.471","11008.357","8994.691","9950.746","8898.537","9521.827","10838.262","9043.048","8797.325"
"M869.82T17.56","11250.488","17449.3","17449.3","16842.376","15716.648","23858.4785","15695.671","17239.66","16954.712","16898.14","17283.696","17341.87","17920.51","14705.548","12374.799","14044.695","23901.329","16366.224","22561.403"
"M871.17T13.55","11580.843","11346.788","11346.788","12328.876","11413.002","9337.2655","7057.108","12848.562","11101.157","8837.197","12585.315","12011.538","11418.735","10776.257","9647.672","8981.204","11134.072","11074.914","11194.171"
"M871.49T17.56","8482.191","11055.235","11055.235","13650.83","12450.868","11670.6095","12256.66","11331.845","14685.926","10550.115","12323.907","15578.596","12600.108","11390.751","8788.177","9966.514","20838.445","10144.325","13658.854"
"M871.83T16.56","20456.637","32205.754","32205.754","30264.522","36028.646","61422.7433","27997.068","30651.548","31837.692","36753.559","29098.614","31455.419","30695.981","27023.465","52642.221","28652.528","29028.959","38674.183","41409.737"
"M872.16T17.4","5027.674","7404.104","7404.104","7777.262","6881.463","10547.2993","5125.33","7256.674","6030.396","5736.53","5817.4","5683.979","7532.655","4731.111","6088.804","6140.235","5235.865","5347.142","5015"
"M875.32T17.56","10342.752","12615.643","12615.643","16397.044","16175.702","23146.5908","15394.044","15176.88","14991.323","21681.048","16216.504","18617.686","13242.977","17572.063","11482.758","19927.695","23648.596","14827.435","15984.078"
"M875.82T12.55","8997.08","11624.77","11624.77","9069.126","8571.638","7690.1098","7902.357","11715.04","8375.926","9426.445","10128.617","8893.645","9117.082","9336.068","7550.213","7286.87","7561.112","8707.4","7513.99"
"M876.83T17.56","24168.382","30216.162","30216.162","33955.562","34817.194","56603.4805","26578.982","36414.884","39784.998","32944.692","32629.596","37694.746","30218.582","31773.771","49906.31","28951.969","35311.618","35581.371","33277.045"
"M876.84T12.55","26277.897","28360.828","28360.828","27014.802","25705.512","24788.9877","26240.486","27751.004","26493.242","21150.266","24801.25","28626.539","24863.486","29661.804","24149.445","26410.576","28218.617","26186.324","26343.072"
"M877.83T17.56","9402.829","11051.223","11051.223","11873.514","13062.907","12768.9093","12150.342","12343.166","12714.461","11271.089","14858.442","12430.702","13721.142","10256.087","18268.826","10676.971","13801.28","12148.309","13097.344"
"M878.83T17.55","16065.372","23573.16","23573.16","19277.66","27199.491","21145.2533","21444.474","29289.446","26068.289","18762.312","40790.319","22569.506","26481.684","19990.949","17682.719","21081.971","26988.724","27031.011","23781.13"
"M879.16T16.55","13464.869","11678.452","11678.452","15735.064","15347.345","14885.4702","15480.302","16652.303","16285.285","13065.664","15568.813","16181.591","14983.285","14182.7","13026.248","13417.222","17506.968","16468.578","8631.818"
"M881.82T17.56","15439.399","20648.829","20648.829","22635.704","24106.68","18028.2541","20403.026","22176.656","19638.643","17950.033","19735.894","21036.922","19332.621","20732.576","30805.076","18857.337","16262.642","19410.056","25158.823"
"M882.81T18.56","10605.604","11605.806","11605.806","17135.252","19585.8","25626.5112","18001.844","15476.223","19091.102","15137.238","19233.528","17785.196","17752.054","14432.777","21187.265","14102.101","18617.686","16506.657","18467.236"
"M883.82T18.31","5100.448","8714.197","8714.197","8740.142","10126.851","7615.2","9087.18","9075.105","8934.594","8335.404","7191.51","8910.652","7834.982","6664.609","5737.702","6410.432","7256.738","7419.173","14353.363"
"M887.34T13.55","12051.609","14319.04","14319.04","12346.93","12385.678","11992.6799","13227.564","14118.826","12654.116","10060.339","14064.917","13973.015","13509.026","15103.801","10266.703","11531.649","11735.936","13015.65","12885.5"
"M888.32T17.56","5585.464","6666.836","6666.836","8824.394","8469.93","14783.37","7579.869","8082.227","8346.347","7729.86","8933.718","8928.25","9012.714","8109.339","7587.926","8014.175","8958.592","10028.648","8346.95"
"M888.82T18.56","9000.012","12084.705","12084.705","12529.476","15961.474","22245.1658","13608.704","13185.381","14481.714","13674.091","14904.58","14864.46","15000.606","11180.597","9990.305","12463.903","12372.176","16023.651","13556.548"
"M889.48T18.56","2566.763","5683.622","5683.622","5999.946","4994.697","4349.1131","5230.441","6236.627","6427.224","11011.959","4970.868","4398.998","4626.457","4272.873","5312.241","4695.742","3831.048","3861.764","4520.234"
"M891.83T12.55","12618.611","13785.232","13785.232","15915.604","14763.679","14439.8072","15351.918","14499.368","15167.366","12825.217","14135.248","11094.563","13386.038","15170.407","13283.597","9565.098","13796.981","12810.193","13746.28"
"M894.16T16.98","11345.086","15233.4","15233.4","14210.504","13959.44","24311.5144","23837.298","15049.11","15278.228","15794.769","16645.788","24939.636","11879.169","11873.152","12484.657","13774.097","22126.18","14279.979","11813.291"
"M895.82T17.56","17705.004","23083.766","23083.766","24148.228","23085.694","39452.3675","21959.682","23372.589","25097.066","24242.733","25879.406","27534.356","24950.357","21017.381","17329.506","19258.918","22771.628","26156.52","20340.752"
"M895.82T11.55","16672.048","17179.384","17179.384","14712.004","19191.019","15089.1113","15795.244","16715.998","16920.61","17063.645","16492.049","17606.154","15808.426","16867.096","14400.18","14803.077","18425.251","17245.582","15187.217"
"M896.32T17.56","6619.739","6419.933","6419.933","6611.776","7725.166","7202.5847","7261.547","8010.633","8162.988","7812.186","9005.855","8295.808","9126.272","6907.286","5659.101","6027.231","8677.956","9630.889","6441.393"
"M896.81T18.35","9366.897","15452.722","15452.722","12768.19","13039.585","21407.2009","10448.877","13530.412","11050.999","14459.661","12692.802","15759.136","12913.855","11362.686","9629.064","12259.925","11738.015","13103.864","13341.906"
"M896.82T11.73","8931.721","12916.564","12916.564","9576.644","9824.808","7893.5123","8788.191","9821.951","8484.184","7845.516","8822.971","9163.941","9202.901","10600.492","7058.636","8398.94","9183.538","11094.363","8762.981"
"M897.82T12.55","12972.751","14136.282","14136.282","13949.724","13751.13","12456.0744","12678.243","17518.398","13270.683","11820.422","13345.262","13005.138","12600.192","13237.58","10722.386","14772.308","17515.487","12399.086","12297.175"
"M899.33T17.55","7525.439","11079.303","11079.303","11063.09","12995.023","10491.6262","10816.352","13711.063","12224.589","9233.728","13004.898","11207.846","10885.911","17949.904","8576.95","9114.548","12611.722","9518.598","10852.47"
"M899.49T17.56","5411.509","7890.666","7890.666","8924.694","8499.479","14030.1793","8706.04","9843.812","6904.022","6989.023","12116.24","8856.2","8294.314","7545.721","6799.348","7271.41","7943.078","9055.401","6578.524"
"M899.82T17.56","9633.55","13508.726","13508.726","13610.71","10151.878","19348.5868","11833.394","13544.267","14214.516","14228.471","12876.514","12122.487","12112.789","9400.076","8254.344","9747.338","12187.547","12806.059","10615.05"
"M899.83T12.55","8406.985","8535.53","8535.53","9835.418","10121.195","6807.4546","8605.74","8403.134","9243.648","8435.554","8565.918","8869.614","8503.123","9082.412","6954.302","7453.464","9500.488","9209.546","7141.864"
"M900.82T12.55","15245.363","20655.782","20655.782","16258.63","21472.224","14286.6975","12541.512","22603.608","16132.252","10218.022","17298.3","15737.68","17535.936","15852.609","12445.913","15359.112","14997.877","16098.15","13919.326"
"M901.82T12.55","18836.206","27739.029","27739.029","20687.878","20508.224","18153.1143","15622.728","19371.724","21588.572","16738.821","20179.012","21389.34","20973.421","16965.37","18233.844","31971.73","22886.586","20608.225","17993.013"
"M901.82T17.55","12889.678","17863.202","17863.202","17670.854","21562.922","33706.0107","18685.89","18116.108","18765.053","17026.46","18196.426","19341.541","21400.917","15953.467","14491.762","17402.625","36102.721","16514.11","31480.468"
"M902.16T16.56","5296.17","6886.981","6886.981","7201.54","7230.725","15347.6825","9626.914","7859.559","8195.178","7368.474","8297.167","14919.658","7625.776","12173.992","6347.688","12645.25","8529.512","9471.189","8270.774"
"M902.81T18.56","9359.332","14996.37","14996.37","12808.31","13171.298","19757.2328","12489.356","10689.928","13142.641","13067.659","13813.316","12318.388","14064.071","11501.01","8643.681","12249.301","15197.456","12060.072","12543.596"
"M902.82T11.55","7531.179","10754.166","10754.166","7630.824","7371.61","7171.3399","7087.198","8221.069","10288.476","6680.654","9015.472","8495.123","7343.424","8557","6131.664","7760.689","7607.241","8690.554","7191.218"
"M903.48T13.45","9017.386","15325.48","15325.48","11347.942","11970.198","10899.7213","10060.069","9747.254","11181.444","7112.917","10618.24","10929.002","11125.407","10539.636","9916.554","9911.563","10680.263","9202.024","10262.337"
"M906.16T14.49","13310.554","14169.1","14169.1","16296.744","15579.19","11101.8755","11331.834","15224.275","16380.475","14091.14","15557.721","14283.883","14439.547","13297.28","12577.802","12212.429","14816.845","14602.774","13660.86"
"M906.33T13.55","16063.098","15190.93","15190.93","18788.196","17065.157","17878.2625","18094.12","10485.625","18649.437","16240.03","16913.225","18100.54","18680.337","17213.585","14552.365","15437.644","10720.064","15836.218","18092.846"
"M908.49T16.55","17506.252","16279.023","16279.023","20376.948","21561.801","18947.8039","19848.729","17318.56","20033.773","12162.313","19172.455","17055.932","18702.249","17066.77","15479.446","13860.51","18897.036","19062.354","16354.792"
"M908.82T17.56","28206.015","48553.225","48553.225","68173.91","58523.348","43689.9366","52854.671","57783.257","59545.642","38429.772","59544.098","50267.286","70286.261","62763.327","48773.478","54640.594","52358.489","57823.43","65072.634"
"M909.31T17.56","9546.719","17863.817","17863.817","14381.014","15834.549","22466.6676","14876.496","15411.543","15053.519","13968.517","15434.164","16569.56","15576.907","13979.497","14449.37","14196.902","14583.62","14255.035","14028.283"
"M909.82T12.55","12624.226","13741.1","13741.1","13664.872","10571.62","11817.1087","10155.02","12393.793","14368.978","9959.81","11039.738","13164.83","13977.808","10743.999","8451.102","9567.262","10778.32","13237.4","8482.309"
"M909.82T17.56","10927.101","12114.227","12114.227","12573.608","15166.851","24707.0577","11805.51","14072.029","12276.72","14179.007","13117.833","13698.974","12232.561","13137.117","9065.128","21641.97","12988.277","13295.768","13139.477"
"M910.15T17.55","5131.669","6820.677","6820.677","6818.394","7571.501","7531.8673","7012.976","8567.589","8088.834","7723.308","8649.872","8307.816","8179.979","7838.409","5763.792","6883.715","6927.616","7411.152","6847.075"
"M910.8T18.56","12899.576","20688.943","20688.943","17209.474","16727.549","27176.9622","18986.79","19210.731","19783.172","19884.173","19084.231","19673.396","17812.214","18303.714","13084.931","13456.218","18176.366","16178.924","18637.746"
"M910.81T11.54","10063.359","11973.814","11973.814","11909.622","11496.988","9363.9823","9759.19","11193.48","9881.556","9045.256","10598.789","10209.368","10998.932","11211.304","8563.462","11531.905","11068.906","9164.734","10328.73"
"M911.48T17.56","4375.343","7228.594","7228.594","4292.84","5406.219","5196.61","4756.323","5418.183","4555.481","4921.231","5986.528","6150.396","4407.182","4719.083","3857.245","4770.109","6114.845","7976.868","4847.234"
"M911.81T18.56","10671.794","13564.887","13564.887","13087.144","14296.731","19724.4362","11417.329","15606.463","11705.01","11663.151","13005.506","13837.422","12643.061","9821.363","8571.433","10606.854","11823.364","15090.994","11624.375"
"M911.82T11.54","7734.725","7351.049","7351.049","9662.902","8471.338","7283.3046","7820.187","8730.112","10011.946","7318.434","9117.605","8585.241","8462.415","9463.436","6839.935","5973.589","7591.196","8593.704","7491.662"
"M913.49T13.02","6090.323","8376.472","8376.472","6180.486","7353.817","6169.5147","5546.59","5268.064","11603.756","5035.53","5672.54","7489.187","6852.496","6980.593","4586.709","4443.952","6030.839","6457.428","6108.357"
"M917.15T16.56","7112.664","8476.146","8476.146","9562.602","10134.59","14451.645","9522.861","9071.63","9557.646","7743.174","8811.421","9927.136","9809.501","8363.947","8507.424","9456.811","10489.79","9653.727","10691.98"
"M917.8T18.15","5295.237","9680.44","9680.44","8886.58","13303.792","8196.5535","9016.97","8790.594","9030.563","8455.926","9685.546","9592.532","9919.811","8390.009","7574.196","11025.495","9347.894","9868.254","10657.39"
"M918.81T18.56","10915.754","18098.004","18098.004","15634.764","18019.658","19252.03","14669.878","18131.657","16991.637","17003.193","17231.54","18758.106","19304.943","13185.366","11190.426","14836.538","14056.042","15408.785","17347.888"
"M921.33T13.55","12415.04","13508.913","13508.913","15909.586","13081.946","13558.307","12774.208","13960.168","15346.097","11516.082","13211.136","8911.109","14040.444","14071.216","12511.072","12172.89","11733.93","14309.615","12658.476"
"M921.82T11.73","17514.241","18015.886","18015.886","18176.366","17773.16","14646.8507","16214.498","17622.71","18509.362","14488.765","17042.645","17472.879","18645.475","14620.095","13952.745","15655.52","19153.434","18439.791","11355.493"
"M922.15T17.56","6447.675","9221.749","9221.749","9731.106","10726.305","7270.7121","7199.516","7978.277","8852.423","7856.469","9472.332","9532.674","16755.952","8495.722","6586.617","7612.454","10377.038","11041.365","7767.001"
"M922.32T11.54","5592.83","5365.904","5365.904","6142.372","5382.098","4918.9831","5448.296","5542.902","5553.678","5268.449","7003.602","7111.312","6285.104","6025.236","6057.426","5949.79","5855.559","6346.513","5226.393"
"M922.8T18.56","9648.679","13939.714","13939.714","12086.15","16200.154","13302.6032","10987.128","13363.914","14030.305","11170.25","13378.014","16984.802","12570.85","11094.392","10622.475","11890.215","14864.46","14772.086","14244.606"
"M922.81T11.54","10184.739","11953.754","11953.754","11343.93","10126.288","8007.3431","9040.714","9292.336","8813.706","7960.12","7787.745","9532.824","8669.109","9164.633","7016.501","8941.993","8515.778","9127.3","7808.696"
"M923.82T13.52","10086.279","9452.272","9452.272","11835.4","13446.218","9587.2538","18824.304","12679.09","11015.211","9281.209","12603.863","12723.84","12135.855","12391.004","10957.964","10820.03","9065.312","10831.232","17218.388"
"M924.81T18.55","18938.038","26177.043","26177.043","30507.248","31069.068","45742.3108","28368.852","30186","30412.966","22228.246","32477.14","30509.254","32836.887","22902.481","20125.105","24196.885","25484.877","31499.743","29379.876"
"M925.81T17.56","11645.74","12853.89","12853.89","16605.668","19926.771","14841.2312","16892.526","16219.826","15456.23","14625.512","14687.932","17051","16311.816","11751.599","11876.782","13422.136","13772.952","15805.274","13260.243"
"M925.82T12.55","12050.261","13412.116","13412.116","10968.808","12826.364","11424.133","11955.76","11885.55","16045.994","13341.483","14870.013","12014.766","11476.536","11986.217","9917.805","11285.129","12274.808","14697.525","11823.919"
"M926.49T14.05","7238.753","9631.939","9631.939","5636.86","7141.345","6318.5142","4740.178","6110.393","6811.048","4962.692","6485.283","7148.159","6815.464","6038.523","6259.94","6450.884","6549.171","6939.758","6856.05"
"M926.81T18.56","7780.699","8659.902","8659.902","11026.982","13506.48","20790.0805","9896.834","11249.6","12033.043","12901.256","10792.28","14527.452","14246.565","11115.405","8139.951","10404.182","10515.452","13165.509","10441.074"
"M927.48T16.56","9079.74","14440.091","14440.091","11973.814","12149.41","10053.8539","12160.578","6502.155","12718.04","11875.43","11245.889","10150.117","12474.345","10970.324","10645.027","11252.466","10596.65","11778.628","10862.49"
"M927.81T18.56","6405.346","8457.296","8457.296","8826.4","13465.057","7732.8833","7125.326","10014.531","6820.194","9254.421","8600.872","7610.764","8069.655","7154.803","7066.264","7615.177","8171.858","8275.106","7124.726"
"M928.81T17.56","13852.719","27961.972","27961.972","21119.168","20861.434","32918.796","19494.308","20050.65","18581.578","21782.773","18665.83","19243.558","19712.427","17651.872","13293.648","15359.965","19991.796","19052.672","19112.331"
"M929.16T14.49","8166.848","9745.29","9745.29","9107.24","8679.001","8000.142","9180.245","9526.592","8103.132","9287.16","8945.415","10075.232","8988.992","8002.985","8012.303","8579.803","8888.515","7345.885","9519.634"
"M931.15T16.07","15113.555","14911.117","14911.117","18224.51","18220.687","15844.854","12918.64","18293.443","18299.01","17995.504","19153.5","19625.859","19624.694","17170.332","16272.777","16007.033","18423.952","16131.041","18161.052"
"M931.15T13.54","10352.829","7803.674","7803.674","12427.17","12045.643","9472.0676","13056.886","18290.89","11151.523","9550.667","13241.216","12058.954","10244.398","10087.113","7471.962","7070.514","10308.913","9980.937","10811.566"
"M931.82T12.55","16629.098","13721.04","13721.04","19927.604","16521.416","14116.8844","15488.059","19301.732","21450.158","13293.063","21532.837","19687.095","17796.768","19958.389","13280.59","17401.126","16200.58","17905.556","15318.677"
"M933.32T17.56","8497.317","11706.298","11706.298","12503.398","14633.344","21682.475","13456.869","14120.719","13500.38","11701.304","13901.796","13365.978","15756.652","11417.228","10283.567","12990.102","13536.488","13000.576","14144.314"
"M933.32T12.54","9691.748","8602.291","8602.291","10435.212","11016.952","8641.8098","9397.452","9434.77","7909.658","8856.428","9849.178","9855.597","11043.226","10478.164","7744.837","8801.362","10233.216","11000.904","8133.27"
"M933.83T12.55","11585.281","11447.664","11447.664","11779.232","12011.928","11819.7416","11746.314","12050.042","12156.36","8841.459","13403.87","10680.635","10224.614","13359.909","10760.508","11397.634","13436.29","11566.596","11866.411"
"M934.15T16.56","6279.445","7143.967","7143.967","7207.558","8599.192","9476.9815","5935.754","7551.002","8202.868","6706.904","7831.069","8120.835","7284.805","6481.63","6938.005","6599.159","6367.044","6388.061","7819.388"
"M934.8T18.56","9945.59","11839.412","11839.412","13149.33","13660.233","24415.784","12045.622","16497","13421.163","11790.503","13252.103","14639.788","16234.466","11804.08","9392.251","10456.305","13544.172","12566.475","13342.117"
"M935.81T17.56","6066.826","12204.956","12204.956","11265.696","9297.962","8177.9167","9273.738","9427.642","8700.476","8827.839","10346.948","10485.145","10042.039","7588.698","7073.999","19298.125","12703.998","9929.105","20048.341"
"M936.15T17.56","5366.13","7149.288","7149.288","4928.742","6635.54","6337.7446","6507.178","7038.177","7126.832","7445.332","7245.672","6296.834","5277.233","5202.218","4896.527","9185.383","5932.241","6814.123","5555.749"
"M936.8T18.56","9484.148","16217.821","16217.821","12569.596","16176.086","26239.4802","13330.222","15632.537","13148.652","15477.497","17032.946","19520.386","16815.519","12304.898","10552.234","13154.453","13036.441","12588.532","15682.908"
"M936.81T11.55","9843.007","16025.934","16025.934","12260.672","8966.82","9421.8307","8748.108","9869.52","10303.375","8660.181","9757.244","10461.046","10367.069","9920.665","8114.021","9469.902","10192.564","11048.229","8775.01"
"M937.81T17.56","10026.91","22245.377","22245.377","16631.746","14543.089","24096.0918","17833.34","16509.947","15850.033","16574.154","14976.344","18547.476","18207.286","15528.24","20070.035","14701.355","19943.172","17019.831","17583.088"
"M937.81T12.55","10603.034","16786.208","16786.208","10003.922","14770.178","8990.7665","7803.34","10859.113","10555.572","8696.282","12045.901","11266.976","12291.206","11598.385","7921.403","8517.935","10343.015","12061.184","7033.791"
"M938.31T16.56","4502.194","6017","6017","5510.482","6112.213","4237.5405","6441.432","2876.495","6273.15","5747.379","6695.194","4888.622","3365.228","5244.348","3911.136","3207.807","4009.703","5759.81","4628.895"
"M940.15T17.55","5721.603","6175.478","6175.478","7550.584","10032.583","13649.0615","6964.832","13324.382","9043.048","8930.79","6670.187","10342.936","10199.61","7012.469","5580.837","7612.454","7927.047","7066.261","7716.358"
"M942.81T12.55","29702.688","26933.793","26933.793","30511.26","32585.464","27509.7302","29709.497","30126.108","41385.786","28253.372","33114.462","33337.652","31267.738","31457.836","25778.67","36614.952","29065.155","30635.632","27155.17"
"M943.31T17.56","9611.007","10150.342","10150.342","15937.67","13967.463","11646.0079","13853.436","14347.405","14893.012","21727.165","15919.616","13416.128","16682.771","12539.428","13052.597","20066.764","14058.048","16986.394","21486.382"
"M943.31T12.55","9637.594","8897.055","8897.055","10824.376","11267.702","9591.6438","10246.648","10975.468","10661.89","9503.866","10931.474","10493.74","12219.029","10176.414","9247.656","8403.267","12320.401","11121.264","9599.802"
"M944.82T17.56","20485.077","26036.393","26036.393","30021.796","32951.88","53196.094","30894.406","30121.102","31978.947","30769.629","26959.423","27243.486","32796.779","31001.59","46530.548","24366.339","30737.938","27066.958","30195.317"
"M944.82T12.55","24268.586","26693.842","26693.842","24651.734","26493.242","23770.1088","26439.08","23542.416","24388.948","23152.646","25162.103","29840.415","25563.542","26072.078","22548.31","21315.392","25609.506","31158.032","24039.557"
"M945.81T17.56","8550.26","13951.417","13951.417","13095.168","13744.05","21675.4467","13877.508","11905.559","14280.714","13280.174","14864.46","15312.72","14382.934","12346.997","19301.732","13359.099","13024.958","14375.149","14092.15"
"M945.82T11.61","9036.295","9662.902","9662.902","8685.98","11124.503","8565.3006","9069.126","9394.648","9233.618","8253.044","9737.188","9408.319","9468.202","8869.841","7895.32","7842.905","10166.386","8502.804","8827.134"
"M946.82T16.55","23442.31","45135.262","45135.262","36049.826","38596.463","28607.8487","33921.315","57889.919","59577.581","46820.878","29497.583","29742.962","35088.372","27318.157","26878.963","32834.32","27903.121","35283.84","30466.172"
"M947.81T17.56","5648.012","7817.884","7817.884","11394.08","8411.486","8881.8848","11410.128","8118.669","11470.308","13875.616","13444.212","8851.861","9853.84","8234.931","8840.356","9824.938","8854.156","6740.675","7140.127"
"M947.82T12.55","10900.444","10291.152","10291.152","11045.036","14033.976","18473.7942","8880.562","13083.132","9807.334","9669.568","8989.099","20090.459","10003.922","10552.106","15209.492","16668.646","10889.585","12146.606","9732.848"
"M948.8T18.56","7853.499","15794.09","15794.09","14170.384","12218.555","11901.8393","9119.276","16486.971","12876.047","12534.01","16246.594","14707.992","14787.78","14898.446","13229.427","12684.37","12752.142","18123.634","13977.808"
"M949.48T13.55","7636.814","12963.485","12963.485","8679.962","8086.003","7559.5043","8256.742","8789.394","7738.863","6970.326","5052.6","7177.9","7494.368","8440.222","8090.155","7408.716","7691.363","7992.671","7087.478"
"M950.31T12.55","6747.27","7692.801","7692.801","7207.558","10831.418","11227.3245","6846.52","7475.046","7506.452","7435.776","6666.836","7403.081","6426.044","7620.297","6493.311","4731.706","5864.374","7838.145","10366.035"
"M951.8T17.69","6509.36","11717.78","11717.78","6904.652","10076.469","8101.9269","10782.25","9024.955","9129.306","7870.186","10162.662","10126.896","10583.023","9965.404","7844.938","7789.408","9825.388","8072.862","7809.889"
"M953.15T13.55","25978.749","24519.121","24519.121","25353.834","28504.424","26826.6938","26160.246","30086.667","32201.224","27462.485","30204.336","28627.3","29316.448","27623.572","25517.77","25290.776","26485.929","28452.791","26737.998"
"M954.14T16.72","8478.48","10211.88","10211.88","10990.874","8844.696","9654.6518","11240.502","7318.434","8797.772","9619.312","11662.516","11775.011","9962.028","11427.319","10568.199","10948.579","12985.405","11273.887","11470.262"
"M955.32T13.55","12778.471","15603.26","15603.26","13921.64","14969.421","14659.1438","7680.974","13119.792","15395.579","13404.687","12653.128","14158.974","14766.659","13873.965","12082.486","12449.95","15240.322","15382.434","11963.819"
"M955.81T17.56","18990.991","24301.667","24301.667","31155.186","28733.027","43693.0713","25712.908","28855.295","30348.774","25152.814","24974.5","31341.744","30384.248","24773.995","35590.915","24857.805","25350.419","30488.863","32294.594"
"M956.3T12.55","7583.466","7943.76","7943.76","8603.734","7257.708","6617.1146","7380.074","9123.822","9610.746","7005.561","7268.294","7576.139","7637.646","6642.547","6027.329","5735.597","6616.474","7432.23","6653.931"
"M956.3T17.56","7408.209","8620.355","8620.355","9225.594","10291.076","18327.3646","10481.35","9470.285","9169.426","9051.93","11614.74","11913.634","9333.36","9310.305","7746.6","7406.367","10106.228","10387.627","10432.933"
"M957.8T18.56","5466.429","5979.37","5979.37","8565.62","7732.631","17277.0428","6152.738","8953.296","6796.328","7007.122","7762.773","7821.179","8108.22","10309.371","5871.921","8366.03","7866.77","7625.126","10358.984"
