"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas"
"M1498.21T13.55","14576.797","12744.712","12744.712","15897.55","17193.718","16000.284","15291.065","15318.125","16459.047","17012.425","15879.575","17851.45","15238.063","14114.216","15165.787","18589.574","16501.717","16134.122","15049.794"
"M1500.7T17.55","4693.85","6494.133","6494.133","5432.248","6368.143","5690.4133","4102.004","6132.316","5459.362","5812.488","8236.636","7301.111","5479.481","7392.887","4651.974","5564.774","4736.145","5845.105","5467.494"
"M1502.46T13.55","10573.925","10383.912","10383.912","9540.536","12086.122","9711.0934","12583.096","11764.124","10200.51","9538.116","9410.275","9948.045","9810.259","6624.717","8928.867","9515.37","8321.511","12568.814","10128.294"
"M1502.71T13.55","12898.391","13514.931","13514.931","12260.672","13547.173","13722.9503","13596.668","13852.285","12841.57","11807.445","13798.023","13064.189","14351.281","11408.553","11456.074","13170.115","12405.736","13710.53","14893.856"
"M1504.04T13.55","7957.735","9490.734","9490.734","7825.406","9050.101","8888.821","8758.508","8405.301","9944.536","8408.428","8308.032","9756.036","7940.677","8889.309","7052.464","7606.733","7066.844","6486.598","8385.287"
"M1505.38T13.55","16388.305","16154.534","16154.534","18274.66","17620.758","18528.7251","18960.712","18280.659","18668.305","16445.01","17015.133","18149.518","17821.533","17645.269","17495.434","18595.747","18730.16","18373.302","17300.011"
"M1507.7T16.55","4377.396","8594.282","8594.282","5971.862","9395.167","6027.9439","5602.985","5402.193","6102.792","6640.57","5997.413","6158.543","5376.744","5436.801","4451.209","6320.83","6317.574","6186.834","6544.759"
"M1509.45T13.55","8065.531","10903.529","10903.529","11564.59","10249.638","9648.1877","10641.83","9982.756","8552.644","9696.077","9276.287","9681.347","11729.22","8847.363","9354.71","9602.779","11019.865","6050.096","9613.888"
"M1510.46T13.05","6346.566","9192.581","9192.581","6579.68","6120.306","6276.6323","7185.348","5330.719","6885.003","6101.755","7211.388","6674.563","5380.767","6035.764","4819.464","5598.176","5451.232","5347.107","6499.488"
"M1514.96T13.55","11691.943","10602.755","10602.755","13672.896","14240.516","14167.8597","12138.306","12716.772","13117.727","11939.194","12482.854","12556.783","12742.706","12253.296","11977.319","12980.37","11851.977","13280.673","11859.936"
"M1515.2T13.55","10366.266","10658.821","10658.821","10649.854","13081.946","11651.8075","11496.831","10927.477","11960.575","10578.38","11010.744","11985.2","12070.904","9403.086","9354.71","10495.562","12032.602","10222.317","11258.794"
"M1515.45T13.55","9556.549","10490.218","10490.218","12238.606","10825.271","9491.6939","10280.333","10166.512","10423.621","10207.455","9983.668","9771.067","10513.57","11143.219","8931.32","10095.269","10339.169","10669.792","12311.485"
"M1516.19T14.52","6718.27","6718.125","6718.125","7707.052","6325.061","7910.5673","7185.168","6361.148","7484.536","5774.557","5986.107","7152.161","6564.748","6196.956","6434.496","6497.908","7193.253","7747.825","6381.188"
"M1519.03T13.55","22039.99","21052.644","21052.644","25889.436","25643.514","20618.9035","22515.012","25374.154","24277.015","21328.05","23609.4","25097.709","22227.721","21093.09","21357.046","18265.056","20787.593","21492.01","23184.299"
"M1520.03T13.55","10032.709","9767.173","9767.173","10188.474","11449.402","14117.7847","11279.738","11978.837","12666.143","13095.249","10565.224","12132.418","13599.447","9403.535","9567.799","11029","11926.487","10930.733","12543.777"
"M1523.41T13.11","7984.449","8795.066","8795.066","8539.542","8321.29","9466.365","7986.914","7552.814","8394.652","6925.422","8564.827","9034.278","8630.027","7883.731","7460.796","8942.3","8832.528","7906.784","7378.401"
"M1524.7T13.54","9908.686","12121.049","12121.049","7961.814","10849.621","9860.222","10696.943","10678.976","10959.771","9128.421","11843.705","10554.905","11296.768","10050.354","10317.872","9162.342","10269.582","8836.233","9672.152"
"M1525.96T13.55","10438.602","12305.583","12305.583","10553.566","11260.919","11106.9072","10276.738","11260.012","11513.582","9803.762","10066.106","13073.558","9082.036","10849.153","8959.412","9539.79","13108.022","10910.464","10147.739"
"M1529.71T13.54","10130.883","11130.315","11130.315","8553.584","12401.999","11646.1577","9879.025","10118.368","10858.607","9173.672","6548.983","13558.423","12052.19","10836.415","9394.842","9075.416","10826.733","11648.411","11697.17"
"M1530.7T16.98","4260.911","4774.701","4774.701","5957.82","5142.707","4484.8169","5200.657","5963.548","5431.325","6354.793","5006.976","5443.913","9603.664","4734.898","4003.513","5612.201","5460.632","5267.383","5112.446"
"M1530.7T12.55","4883.222","7430.224","7430.224","6082.192","5989.809","10807.5884","5846.101","5229.948","5903.658","5003.972","6921.556","4966.503","5410.166","6038.23","5357.18","5088.693","6521.556","6007.525","4680.184"
"M1531.2T13.55","7502.126","9185.913","9185.913","9418.17","10626.728","9002.043","8521.488","8821.411","8464.808","8190.711","6776.897","8111.236","8479.462","8326.84","7765.493","7366.538","9680.079","9769.681","7107.741"
"M1531.95T13.55","12008.124","10992.013","10992.013","14525.446","12662.3","13301.1851","9957.784","12716.455","13240.004","12314.24","13725.79","13157.429","9763.991","13066.262","11616.134","10452.35","12638.546","11706.687","12499.243"
"M1533.7T13.54","8794.358","13319.097","13319.097","10332.906","10749.643","9415.5","9385.26","9514.555","10371.503","10275.056","6520.422","4572.949","10527.612","10485.495","9922.574","8584.447","10062.281","10409.176","10092.158"
"M1535.37T13.54","9258.504","10687.348","10687.348","10663.896","12829.213","9267.032","11103.21","10776.895","12115.455","10466.1","11290.505","10143.294","12136.443","9659.692","8935.333","10185.4","10941.1","11345.428","11268.765"
"M1536.01T13.6","16938.534","18898.648","18898.648","24080.024","20091.932","19114.7805","17911.32","19512.562","20103.827","16585.467","18957.672","22296.823","18115.934","23228.859","16929.577","20870.893","20473.681","20731.887","20260.556"
"M1536.7T13.55","16201.913","15012.544","15012.544","18384.99","18738.184","17190.335","18072.054","16902.455","17241.474","15183.753","17252.042","18295.762","18128.42","16581.765","14339.073","13924.994","17901.765","15823.833","16478.927"
"M1537.02T14.08","7536.022","8805.364","8805.364","7398.128","9590.266","9651.772","6841.636","7970.155","7933.628","7646.646","9059.915","8916.17","8584.801","8761.237","6057.294","8190.784","7351.765","7738.006","8218.266"
"M1537.7T13.55","8739.299","12446.982","12446.982","12471.302","13033.49","10657.4396","5488.416","10232.711","10944.317","8504.619","9923.814","11986.983","10949.662","11028.794","8475.825","8463.105","10222.796","10527.673","9832.028"
"M1538.45T13.55","7928.446","7735.941","7735.941","10531.5","8103.23","8425.9713","8016.43","8370.087","6724.112","8225.832","7712.457","9433.77","8170.386","9497.004","7590.54","9190.587","9759.646","8260.655","8451.923"
"M1540.7T12.55","7837.585","6383.092","6383.092","10501.41","8972.003","7825.869","8972.838","9072.275","9198.529","7697.108","8307.727","10789.967","9712.99","10561.49","7371.833","10319.163","10112.718","7414.95","6893.533"
"M1542.2T13.55","14313.759","12472.204","12472.204","15971.772","15607.13","14876.1682","14946.706","14174.635","14863.683","14468.48","15513.67","16195.61","15504.662","15051.467","13745.123","14592.944","12323.328","15438.306","14891.635"
"M1542.95T13.55","11231.598","11571.083","11571.083","10244.642","15851.981","11486.5341","9376.044","10062.096","12331.399","10568.834","9648.942","10155.49","11185.588","10734.866","9906.521","11090.746","9774.807","10533.689","12009.751"
"M1544.7T16.56","7295.029","8512.044","8512.044","9893.592","10012.846","15077.7476","7403.945","9450.328","9624.174","8835.048","9741.136","10397.669","10299.392","10736.334","8017.393","10359.787","9175.332","9627.083","9327.31"
"M1549.41T14.54","8429.638","11752.089","11752.089","9311.852","7930.594","8428.7053","13522.446","9849.752","7665.031","8958.662","6033.262","10051.622","8286.992","8731.853","8486.204","9120.391","11109.884","8097.285","8283.36"
"M1549.7T13.55","10605.416","11952.562","11952.562","12304.804","12164.191","12823.206","9295.804","8502.586","14580.396","12545.854","11674.598","11748.765","10957.685","11757.426","10038.956","12634.583","11890.145","10463.504","11127.271"
"M1558.03T13.55","9021.759","10450.102","10450.102","8136.336","9429.161","10081.1582","9678.802","8762.298","8196.516","9719.971","11417.203","8959.457","9842.55","9764.438","8774.806","9414.306","11940.395","10733.971","8607.744"
"M1558.36T14.49","9183.702","9939.547","9939.547","11283.75","10463.562","9258.2862","9044.094","8220.915","9235.624","8157.893","5691.893","10155.305","9491.42","8161.51","8543.71","8017.551","8331.11","8419.322","8783.934"
"M1559.96T13.55","10555.108","10210.306","10210.306","12284.744","14427.85","10923.756","12627.77","11777.347","11610.311","10490.421","13678.192","8554.482","10824.504","10226.816","10454.32","11326.582","11900.411","13345.262","10878.481"
"M1560.19T13.55","10213.738","9292.143","9292.143","11795.28","12044.288","9777.9513","10906.172","10264.807","6397.134","8067.841","9826.133","7416.182","7978.542","9283.768","9836.291","11016.864","9628.89","8587.551","11227.861"
"M1560.44T13.55","8963.384","10542.58","10542.58","12021.958","11564.674","11009.6116","9933.086","10166.709","10582.609","9857.964","11355.707","9418.659","11103.486","8491.71","9967.126","8013.134","9585.612","10081.928","9019.164"
"M1563.69T15.56","2992.468","6395.858","6395.858","4866.556","3955.315","4210.4293","3407.741","4118.117","2783.953","3708.655","3928.574","3828.752","3496.092","4253.791","3698.484","4199.592","4292.647","4575.626","4333.678"
"M1566.7T12.67","11840.438","12309.595","12309.595","13670.89","13296.661","13713.1604","12718.559","13113.356","6920.7","12331.574","14018.663","8380.9","6761.534","10148.354","10935.901","12210.45","14243.186","7652.89","11919.866"
"M1570.69T13.55","9536.617","12699.53","12699.53","12172.408","11938.63","10659.6239","10766.202","11875.872","12655.11","12418.97","12289.013","6861.794","12094.974","11546.239","10599.226","10962.108","10995.674","13798.778","10751.226"
"M1572.44T14.02","8069.011","8871.381","8871.381","10080.15","8596.397","10357.05","8454.143","8768.316","8809.965","7294.677","8368.162","5015.005","7439.43","8279.851","7446.445","7438.55","10196.712","9889.82","8836.53"
"M1576.95T13.55","8215.59","8806.146","8806.146","10328.894","9047.777","10230.4233","8509.452","8133.316","8196.516","8391.012","7241.259","10709.127","9766.132","9310.692","9205.762","8537.95","6060.923","9787.312","8822.388"
"M1580.69T13.55","11932.976","12590.407","12590.407","12649.836","13420.659","12378.7508","12968.473","12652.701","12205.66","11579.4","11599.175","12019.013","12836.545","12815.604","11700.41","10389.668","12395.767","12663.06","12185.968"
"M1582.95T13.55","10031.866","9352.431","9352.431","11711.028","13691.715","12132.7514","11012.94","12337.026","11979.319","11009.455","11994.032","15812.676","11845.96","10802.31","10131.259","8245.382","12935.498","11215.28","11954.189"
"M1585.7T12.66","7385.381","7392.43","7392.43","6968.844","8853.516","9908.2913","5297.846","6728.883","5947.79","6925.138","4425.035","7874.196","7536.299","7462.51","6640.144","7121.805","7936.925","6830.558","6524.27"
"M1587.37T13.55","13226.64","11841.948","11841.948","16619.71","16228.748","10342.9331","14511.404","16860.755","20561.544","15034.662","15539.389","15868.73","17420.531","14547.906","13634.76","13861.118","16374.943","13810.055","16534.523"
"M1587.38T13.99","13190.289","11834.759","11834.759","16649.8","16178.452","9843.442","15733.98","16158.495","16261.813","13475.361","12277.095","12575.987","13009.063","14119.879","13634.76","13679.612","17957.61","13810.055","14145.612"
"M1588.01T13.55","8927.606","9156.477","9156.477","11368.002","10249.638","8092.4223","10105.278","12887.382","9879.952","7222.872","9272.661","9579.796","9095.43","8336.865","9840.706","9886.107","8724.178","6904.148","9111.252"
"M1592.69T13.55","8555.66","11807.795","11807.795","10304.822","8916.045","9064.3025","9683.528","9279.851","6828.424","7273.943","8160.606","8860.741","7788.521","7240.216","7825.69","7827.349","8640.891","8411.067","8329.377"
"M1594.19T13.55","8311.579","6786.298","6786.298","10240.63","9260.676","9432.6121","9693.63","8971.004","10455.694","9233.969","8786.339","11189.216","11874.336","8685.018","8564.644","6480.01","8718.484","9270.202","9530.798"
"M1594.44T13.55","9452.981","8705.017","8705.017","9935.718","10559.118","8719.5521","9060.87","8615.858","7492.41","7306.037","9069.685","9740.022","10161.383","8213.66","9186.157","8990.198","9073.107","8661.754","8812.358"
"M1595.36T13.55","16832.708","15454.518","15454.518","20824.286","18685.567","16691.445","19044.964","13315.964","22627.93","9213.368","18885.445","20549.334","20091.876","18978.669","17082.077","16605.344","19040.848","18406.479","20898.273"
"M1596.37T13.55","7449.584","8296.124","8296.124","10290.78","10075.022","8904.7197","8676.12","10080.253","12334.006","5701.912","11563.629","8522.123","10206.648","7624.639","6378.941","7103.866","9884.672","8471.232","9375.733"
"M1597.03T13.54","7050.191","9302.9","9302.9","7797.322","9100.661","7907.8616","9939.092","10045.213","7962.043","8154.795","9474.454","6772.89","9063.215","6637.404","6089.992","10140.968","9273.751","6252.323","6286.671"
"M1599.43T13.55","7285.411","8911.468","8911.468","7815.376","9024.376","7598.1769","8711.723","6651.896","8946.274","9060.509","7811.812","9156.39","6187.629","7894.042","8772.8","6647.475","6546.496","7730.182","8115.171"
"M1599.94T13.55","10370.033","8753.311","8753.311","12318.846","10767.015","11169.6898","11421.703","11721.895","11168.639","10257.58","9811.688","13555.165","12704.596","10714.094","9324.611","10924.64","11701.837","11628.211","10072.126"
"M1600.69T13.55","9995.126","8149.217","8149.217","13030.976","12271.072","12654.954","10591.79","12227.357","13078.418","10982.779","11586.351","13588.59","12098.329","10716.871","11040.243","10979.259","11114.015","11375.699","12533.75"
"M1603.36T13.55","7618.876","9434.452","9434.452","10902.61","9370.444","10169.672","10808.328","9801.606","12047.231","11406.962","10650.895","11132.2","9502.658","9084.737","7623.336","7956.522","10600.238","9311.794","8788.919"
"M1604.01T13.55","14114.193","11376.662","11376.662","16106.174","15249.928","14598.7233","16555.555","15530.611","16466.89","14223.66","16395.605","11503.775","14461.424","15214.482","13383.937","12111.274","16081.591","16693.583","13731.625"
"M1610.02T13.55","11801.088","12227.221","12227.221","14621.734","14433.577","13414.1416","11849.442","13528.603","12352.481","12273.93","12659.143","13022.726","12495.823","13294.861","11680.344","12950.295","13282.426","13276.41","12623.298"
"M1610.94T13.55","9795.067","7546.428","7546.428","12641.812","9921.533","9374.0808","10383.056","12654.452","11010.952","8783.771","8124.839","10811.559","10889.368","10796.31","9467.079","11016.864","10656.186","8261.341","8700.022"
"M1610.96T13.55","9801.575","9628.873","9628.873","11723.064","9330.878","9620.3482","10635.848","11438.329","11437.346","9043.532","10200.138","11505.777","10684.082","13722.315","9467.079","11182.936","11912.446","10864.364","10296.832"
"M1611.18T13.55","7600.126","7594.591","7594.591","8892.598","8788.272","9408.1509","9131.312","10131.043","10148.999","9199.965","7349.547","9005.417","10755.197","7228.955","8467.375","7667.212","9471.283","10316.935","9434.393"
"M1611.43T13.55","8320.924","8935.74","8935.74","10443.236","10081.151","10248.97","10012.012","10523.584","10912.73","9185.261","9765.194","11216.202","11011.942","10091.068","8040.395","7722.297","9614.845","7082.009","8691.115"
"M1611.69T13.54","10204.323","10392.704","10392.704","11554.56","11556.681","10996.4287","8984.874","10653.975","11492.043","10607.38","11440.831","12069.433","12272.853","12188.031","9280.466","11382.325","10676.25","11140.861","9946.453"
"M1616.44T13.55","5751.973","7489.471","7489.471","7516.482","7776.293","8046.7275","4715.657","5591.427","7618.601","7281.063","5638.997","9486.66","6820.356","6685.602","3376.917","6483.708","8791.501","6564.978","5840.744"
"M1617.69T13.55","8562.291","11270.622","11270.622","9636.824","10907.204","10239.3531","8347.316","7972.856","10490.536","10098.044","9278.137","4635.866","8541.649","9140.329","9218.262","9313.396","9322.855","9993.683","9470.615"
"M1618.69T13.55","13526.023","16130.79","16130.79","16314.798","14142.896","15250.842","14936.676","16291.108","14916.262","14106.934","15697.749","15351.337","16341.072","12684.363","12645.513","13795.64","14441.76","18016.305","14462.945"
"M1619.35T13.55","9430.384","10234.358","10234.358","11436.206","12323.84","10928.6309","9470.326","10441.337","12035.274","8504.739","10324.408","9955.377","11488.497","10814.357","10010.864","9621.995","12869.286","11371.689","9975.999"
"M1626.01T13.01","7189.575","10480.4","10480.4","6754.202","9270.277","7009.9431","7792.145","7979.145","8446.768","8454.966","8089.783","9241.459","8096.417","10126.458","7167.53","8906.043","9198.599","8785.093","8733.227"
"M1627.95T13.58","8407.256","10306.342","10306.342","9921.676","8803.237","11005.4227","9738.869","9904.64","11997.076","13279.115","11894.502","11210.272","10778.365","8764.983","9107.9","8567.296","10790.617","11449.717","12329.199"
"M1629.68T15.51","5173.108","7697.539","7697.539","4964.85","6391.75","6653.8793","7122.376","6939.056","7545.995","6587.762","7555.482","6998.791","6815.496","5710.659","5354.226","7402.385","6864.413","5904.966","6080.86"
"M1633.03T13.55","8372.425","9170.897","9170.897","11388.062","8418.108","8933.577","8442.985","9102.22","7662.92","8283.515","7934.932","8832.222","6961.669","8323.915","8238.635","7588.406","10172.901","9211.824","6914.911"
"M1633.39T13.55","7406.724","7546.359","7546.359","11729.082","7634.836","8165.4258","8893.926","8305.086","9310.687","7856.057","9567.03","10617.729","8940.964","9790.503","7715.643","9323.876","9368.259","10122.608","7805.437"
"M1633.93T13.55","8110.356","8440.196","8440.196","9668.92","8390.531","8779.8168","8988.784","10164.506","9341.168","8406.206","11690.642","11961.398","10871.316","10696.813","8859.083","9330.753","11992.545","8331.539","9460.296"
"M1634.68T13.55","10004.522","10711.219","10711.219","12174.414","10857.64","12358.5485","12330.053","10943.744","11601.749","10371.29","10695.51","11966.248","6510.768","10258.9","9071.781","9755.054","7959.829","6411.176","7043.066"
"M1638.68T13.55","8831.569","9403.19","9403.19","10565.602","9880.461","9098.0899","9769.22","8972.93","10351.992","9415.48","9258.094","10479.602","10246.769","11197.361","8241.054","9922.195","6099.03","10347.014","10889.322"
"M1641.68T13.55","10765.935","10925.593","10925.593","11020.964","11904.291","11476.5533","10734.879","10751.088","9738.203","10998.563","11043.97","11589.207","10443.94","10219.438","9627.606","11185.08","11230.027","11275.438","11259.176"
"M1645.68T13.55","8569.824","9041.753","9041.753","10180.45","8895.723","8346.038","9640.836","8095.319","5225.63","8687.862","9482.581","5821.412","8379.161","8756.962","8150.757","9493.49","8356.809","11000.72","4796.346"
"M1646.68T13.52","10325.854","11529.443","11529.443","9713.052","11886.371","11276.0479","9183.957","9573.577","10474.486","9211.424","10767.369","11894.175","10284.883","11427.966","8409.607","9228.504","11418.632","10854.338","10396.856"
"M1650.02T13.54","6638.988","9324.213","9324.213","9947.754","8358.643","6417.9506","7384.086","9644.947","7642.982","7125.035","7057.355","9750.855","6896.709","8979.546","7135.424","9414.163","9427.26","9033.022","8173.676"
"M1650.18T13.55","5287.602","6949.057","6949.057","5041.078","5047.096","6070.1131","5489.056","6546.316","5370.062","3534.117","5835.126","7312.11","4629.699","4753.791","4089.638","3153.297","3809.965","6161.554","6441.621"
"M1650.92T13.6","6840.354","5837.348","5837.348","7339.954","8130.275","6614.1445","6941.512","9010.349","8198.522","9366.523","9607.153","7577.516","8905.025","9163.361","5792.018","7418.038","8359.394","6430.214","7884.575"
"M1655.36T13.55","12130.464","11326.753","11326.753","16037.97","12977.202","12390.5348","13317.978","10980.844","12721.455","11604.94","13299.134","14384.667","13255.804","11574.62","12537.157","12622.78","12676.668","12961.84","12163.96"
"M1660.67T13.55","7414.986","8551.005","8551.005","7259.714","6859.625","7780.9181","6865.812","6401.868","6456.371","5488.597","4852.916","6466.125","6910.447","6796.859","7079.609","5994.706","4663.175","6828.553","7096.187"
"M1662.18T13.6","7280.161","7837.121","7837.121","8316.876","7994.789","8787.213","9148.976","8920.773","8789.26","8988.415","9568.768","8907.337","9669.855","8175.55","6866.198","5601.808","6465.64","9079.705","8936.062"
"M1662.68T13.52","9288.571","10658.918","10658.918","10902.61","12319.053","10847.4946","9488.354","9556.682","6032.042","8875.64","10220.272","10366.611","9154.554","10535.724","8718.622","9489.202","10447.517","9753.638","9602.324"
"M1663.68T13.55","14343.313","14146.907","14146.907","16090.126","15124.142","14546.982","15123.234","16982.97","15724.596","12535.339","14601.317","15773.694","14373.159","13113.775","13522.392","12808.348","15007.022","14125.128","15523.801"
"M1664.01T13.55","11002.742","9956.681","9956.681","12772.202","11726.357","11761.0374","11504.41","11587.218","11180.831","10790.91","11311.584","11119.111","11843.564","9366.853","10197.476","10309.016","12921.481","10024.171","11947.736"
"M1668.44T13.55","7373.603","7270.982","7270.982","8465.32","7912.342","7748.952","9742.675","5558.626","6704.052","7068.071","7512.03","6124.288","7433.31","7471.672","6354.544","6676.232","8614.166","8433.812","6943.236"
"M1668.68T13.55","8561.294","10963.952","10963.952","10056.078","10590.507","8082.3989","10377.038","8873.438","9006.41","7102.414","8586.837","10720.83","10226.709","10156.632","8497.897","10387.329","10664.212","10252.768","9085.393"
"M1671.36T13.55","6941.373","8195.349","8195.349","8423.194","6671.291","7470.0718","7806.156","5804.089","8288.06","6703.815","7532.072","7445.321","6655.865","6835.998","6015.448","6675.951","7528.87","7361.037","7415.308"
"M1671.67T13.55","10638.239","11579.296","11579.296","13285.738","12963.342","11354.7849","12980.133","11996.69","13177.414","11079.016","11325.652","13036.426","12014.076","10108.98","10602.277","9480.463","12331.522","10570.99","11953.792"
"M1671.98T13.55","11071.871","10641.067","10641.067","11831.388","16080.499","11851.1263","14551.524","12301.435","12777.488","11915.691","12653.815","12685.42","12345.699","15080.38","10963.993","11886.986","13515.358","13373.153","12159.546"
"M1672.4T13.49","9690.706","9830.426","9830.426","11600.698","8810.462","8761.4892","9410.252","8674.033","10431.64","8072.022","8013.392","8516.718","10603.841","8602.557","7552.794","10044.489","7943.483","11826.761","11456.195"
"M1674.67T13.6","8054.264","9232.169","9232.169","8106.246","9137.996","8315.2021","9054.649","8387.172","8898.165","7343.225","8079.152","10241.762","10127.284","8905.351","7582.893","6182.876","8642.896","8630.532","8348.23"
"M1678.17T13.55","8874.343","8776.084","8776.084","10417.158","9503.375","9037.4698","8242.654","9559.537","9534.518","7705.679","9185.19","9438.712","9412.594","10441.491","9619.098","9976.397","10809.136","9841.452","9341.942"
"M1678.94T13.55","7901.768","9973.62","9973.62","11392.074","9050.366","7923.303","9806.945","9881.849","10919.868","8232.368","9951.876","10220.461","9338.162","8539.372","8710.595","9030.393","8984.824","10789.889","9521.172"
"M1679.43T13.55","7686.198","8735.259","8735.259","9492.392","9473.288","8270.1434","7458.949","9794.41","8190.561","8828.015","8088.746","10923.711","9826.503","8119.276","7035.095","6781.842","8447.099","6736.475","5573.344"
"M1684.67T13.55","10666.15","11057.975","11057.975","14054.036","12801.656","12441.3388","10990.874","10760.294","11646.392","10851.06","9767.573","11725.89","11007.708","10625.863","8204.935","12066.251","11298.246","11345.113","11962.211"
"M1687.34T13.6","8083.839","7358.075","7358.075","10042.036","9889.554","9125.9064","9821.783","8978.948","10517.835","8159.701","9713.081","10854.504","9077.257","8241.611","8879.149","9397.011","9378.086","9404.553","8553.522"
"M1687.68T13.55","7308.171","9005.942","9005.942","10204.522","5923.718","11977.6137","9317.87","10164.506","12092.869","8902.05","8526.089","10880.38","10210.794","10369.953","8640.365","10265.318","10227.667","10503.327","10507.529"
"M1689.67T13.55","8078.407","9310.182","9310.182","11161.384","10656.815","8434.4838","8203.155","7796.35","8687.302","8688.883","8490.664","10095.25","9476.456","8040.122","7675.196","7981.919","5324.868","8983.454","9216.512"
"M1694.67T13.55","11684.411","11910.019","11910.019","12015.94","12431.948","12892.8842","12678.149","12509.544","12933.309","10641.862","12717.296","13888.726","11218.315","13190.588","10570.702","11058.826","12401.861","13150.428","11241.468"
"M1695.93T13.55","7727.008","8735.259","8735.259","9043.048","9796.066","9663.573","9628.8","8246.75","9772.2","6276.991","8833.171","9277.906","9701.13","6902.646","8903.228","8532.992","9199.513","9725.391","10807.101"
"M1696.67T13.55","8099.077","8572.728","8572.728","7889.598","9690.186","7983.4419","9073.138","9616.862","8204.593","8215.39","9883.597","5715.685","8066.221","9683.391","7745.427","7208.02","9364.041","7629.92","9619.309"
"M1700.67T13.55","10805.02","11454.997","11454.997","13151.336","10877.182","11932.4152","12419.146","10933.343","13293.081","8933.602","12064.52","11117.106","12316.985","11881.174","10185.437","11267.476","10698.671","12352.217","13263.716"
"M1701.38T13.51","6386.699","9018.391","9018.391","6569.65","8064.977","8422.2164","6483.057","6615.856","4728.996","7021.362","5893.968","4057.868","13372.79","7685.529","4926.172","7442.03","7128.87","8708.736","7942.885"
"M1701.92T13.55","7050.191","8380.14","8380.14","9570.626","10311.704","7286.3817","9267.72","8391.184","10420.203","7128.357","9217.738","11378.426","8735.041","10908.656","8283.192","7245.554","7381.681","8574.386","10447.787"
"M1702.42T13.55","6055.007","5775.228","5775.228","6395.128","6538.977","6383.8127","5768.242","7006.182","6708.075","4138.733","4759.447","6196.774","5808.322","6008.63","6738.964","6110.413","7796.545","6664.805","5919.784"
"M1705.67T13.55","7810","9231.021","9231.021","6505.458","9539.347","8523.6592","9764.704","10071.213","6993.238","8392.98","7752.543","9096.946","9120.272","5275.78","6683.608","7055.086","8701.555","11588.357","9824.128"
"M1706.17T13.55","5007.279","9314.832","9314.832","7414.176","7984.891","5605.3448","7365.583","7350.91","7199.688","5358.145","8298.759","7475.351","6367.003","6491.09","5708.455","7114.595","6780.597","7934.52","8942.079"
"M1706.67T13.55","7783.848","9048.064","9048.064","5550.602","8888.207","8345.2412","7428.913","8197.549","7498.339","8246.616","8839.184","10797.911","7622.751","6192.303","7524.326","8144.283","6826.737","8359.156","8091.825"
"M1708.67T13.55","13807.461","12334.947","12334.947","17004.862","14734.239","13914.6552","16096.144","15685.182","14478.906","13066.209","13870.314","16423.858","15658.89","14650.908","10303.826","13889.87","14656.218","13561.191","13957.12"
"M1709.01T13.55","10150.441","9942.751","9942.751","10768.208","13473.183","10396.0068","9745.148","10598.383","13742.622","10102.959","10236.254","12168.767","11416.887","10217.432","9992.805","10172.266","11839.984","10104.38","10152.366"
"M1709.34T13.55","9239.48","8317.845","8317.845","9715.058","10662.833","9248.2123","8140.348","11471.274","8547.566","8517.996","8571.986","12141.902","9142.436","8913.676","8081.139","9491.833","8439.637","10290.614","10237.227"
"M1709.67T13.55","8144.822","10154.925","10154.925","6696.028","9062.104","8202.1181","6742.166","8679.962","9106.369","7736.188","9412.084","6455.168","9210.404","6386.043","6721.731","7979.045","8945.172","9012.717","9038.338"
"M1712.17T13.55","7933.267","9202.103","9202.103","9486.374","6497.765","7202.8803","6393.671","7488.398","10402.147","3853.784","9900.331","9585.895","7713.161","7746.312","8088.149","7777.911","6989.748","6915.539","6642.448"
"M1712.92T13.55","5349.624","5691.728","5691.728","8070.138","5587.417","6946.0395","7778.12","7617.742","6776.767","6730.238","8209.07","7209.089","4712.064","8229.667","6892.282","6017.009","4887.647","8449.593","7809.96"
"M1717.34T13.55","9225.13","9616.847","9616.847","10284.762","11948.365","10235.5866","9424.188","11126.273","10974.384","9177.452","10250.532","11040.116","10505.683","9533.861","9220.268","9905.035","9573.683","9450.178","10552.829"
"M1719.17T13.55","7745.052","7807.055","7807.055","8487.386","8259.678","8132.4056","9333.197","7993.91","8288.784","8370.646","9250.076","9119.511","7218.285","8534.378","6957.644","5672.263","7412.517","6389.295","7581.918"
"M1722.98T13.55","9821.357","14116.664","14116.664","14052.03","9066.012","10134.4459","11071.467","10456.59","12144.463","7688.627","14737.195","11631.087","9983.798","11456.368","9119.483","8879.296","10714.546","15017.184","12726.064"
