"","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas"
"M797.34T17.56","-0.532310640","-0.355203241","-0.355203241"," 0.059503067"," 0.239509507"," 0.845221857"," 0.342713362"," 0.064929067","-0.245915567","-0.145624871"," 0.269356334"," 0.148210771"," 0.204342609","-0.001974161","-0.540653821","-0.173009961","-0.013553588"," 0.219094308","-0.029431792"
"M797.85T12.55","-0.04602612","-0.19040450","-0.19040450","-0.12917085"," 0.01766319","-0.38593064"," 0.51862831"," 0.01115913","-0.19360099"," 0.17435248"," 0.15621896"," 0.43427295","-0.11961843"," 0.11464728"," 0.10359750","-0.07060009"," 0.07114447"," 0.04875502","-0.32468317"
"M797.85T17.56","-0.360793465"," 0.259861452"," 0.259861452"," 0.004871083","-0.039893665","-0.197852081","-0.228791350","-0.144950985"," 0.174386651","-0.283785993"," 0.426403488"," 0.141859118"," 0.434453066","-0.134564058","-0.221005602"," 0.106261607","-0.242216659"," 0.057545732","-0.011649793"
"M799.25T813.63","-0.456379258"," 0.008018547"," 0.008018547"," 0.237062585"," 0.217442773","-1.598724140","-0.033759875"," 0.251757953"," 0.252320267"," 0.335673504"," 0.366565965"," 0.332411297","-0.131173152"," 0.266133159","-0.633392776","-0.261503742"," 0.367670061"," 0.362618580"," 0.109239705"
"M800.83T18.56","-0.457908415","-0.279930688","-0.279930688"," 0.044818914","-0.203897988"," 0.156015565","-0.053069977"," 0.212151492"," 0.116753201"," 0.029647763"," 0.325719903"," 0.369148804"," 0.036567707","-0.196124383","-0.152011838","-0.005240784"," 0.249097815"," 0.089911093","-0.001717495"
"M800.83T11.54"," 0.076218145"," 0.251170304"," 0.251170304","-0.105948058"," 0.037216616","-0.177642830"," 0.079663976"," 0.134016251","-0.234820399","-0.236289101"," 0.071837564","-0.030449214"," 0.003545725"," 0.306099196"," 0.132124833","-0.062293024","-0.053365991","-0.032889190","-0.409365105"
"M801.83T17.56","-0.344391263"," 0.003936539"," 0.003936539","-0.503700953","-0.012410542"," 0.399268554"," 0.279622814","-0.021184374","-0.050542198","-0.121516095","-0.104467795","-0.016847438","-0.490891880","-0.090390970"," 0.186450957","-0.254551976"," 0.271194101"," 0.525554862"," 0.340931119"
"M802.83T18.56","-0.6753542625"," 0.2402027026"," 0.2402027026"," 0.1165155868","-0.0005106986","-0.2364510289","-0.3727064744"," 0.0692970874"," 0.0544590142","-0.3411112953"," 0.1772888189","-0.0012825270"," 0.1957393684","-0.1213250408"," 0.2908980588"," 0.1209514636","-0.0424403261"," 0.4425371588","-0.1569103086"
"M802.84T12.55"," 0.33036234"," 0.33070547"," 0.33070547"," 0.09836045"," 0.20389624"," 0.01403457","-0.01309347","-0.17945042"," 0.13790601","-0.12881001"," 0.11151972","-0.05409585"," 0.16790866","-0.22508787","-0.06456169","-0.88642935","-0.01331542","-0.09258559","-0.06796925"
"M807.83T12.55"," 0.047488032","-0.039427755","-0.039427755"," 0.026501368","-0.004072352","-0.222409548","-0.116877163"," 0.249815529"," 0.006786805","-0.303361235"," 0.708468976"," 0.208431093","-0.043519358","-0.105940948"," 0.074359362","-0.195788382"," 0.020277388","-0.114289656","-0.157014402"
"M808.85T17.56","-0.417400035","-0.285402833","-0.285402833"," 0.203578424"," 0.203577053","-0.180736178","-0.041166930","-0.127888979"," 0.179541824","-0.301664041"," 0.195824085","-0.062653011"," 0.080981698","-0.154242069"," 0.879008291","-0.004781756","-0.095000544"," 0.119482175"," 0.094345659"
"M809.84T18.06","-0.05302454","-0.24645265","-0.24645265"," 0.24012064"," 0.25226267"," 0.81466885","-0.44490072","-0.31244991","-0.27360331","-0.07995133"," 0.08550623","-0.22908863"," 0.03156285","-0.06415905"," 0.14160439"," 0.02463998"," 0.03337494"," 0.13019562"," 0.19614663"
"M809.85T12.54"," 0.113207818"," 0.239834832"," 0.239834832"," 0.015422221"," 0.001351082","-0.234457307"," 0.005870479"," 0.211666114","-0.169095979","-0.360628190"," 0.390923231"," 0.135992727","-0.148648983","-0.124194862"," 0.017603064","-0.225867204"," 0.057746743","-0.077209436","-0.089351181"
"M810.17T14.55","-0.17860474","-0.04773137","-0.04773137","-0.36859734","-0.10209951"," 0.08490576"," 0.20746759"," 0.39314822"," 0.01103407","-0.30432908"," 0.27602404"," 0.02571459"," 0.15379178"," 0.06011960","-0.14436662","-0.15178450"," 0.01616102"," 0.26420721","-0.14732937"
"M810.84T12.55"," 0.27651332","-0.29631834","-0.29631834"," 0.29311318"," 0.44145722","-0.33255477"," 0.15199074"," 0.21790031"," 0.04633123","-0.07115315"," 0.02582878","-0.08422582","-0.34896427"," 0.42053354","-0.12833643","-0.28672532"," 0.42091963","-0.40869330","-0.04129820"
"M816.51T13.55"," 0.005277615","-0.382250075","-0.382250075"," 0.105626000","-0.130268004","-0.099139730"," 0.036906539"," 0.126820523","-0.049430772","-0.001664817"," 0.155423203"," 0.140914381"," 0.072219077","-0.027530487"," 0.216216316"," 0.103615618"," 0.045071952","-0.056948379"," 0.121391119"
"M817.18T13.55","-0.02888172","-0.14474171","-0.14474171"," 0.12031945"," 0.01557396","-0.22196488"," 0.04729225","-0.01535365","-0.32592339","-0.25847009"," 0.03629834","-0.02022582"," 0.04897853"," 0.30361640"," 0.30088791"," 0.31937791"," 0.09407559"," 0.02902223","-0.15513960"
"M817.26T830.86","-0.66187105"," 0.06122184"," 0.06122184"," 0.16936820"," 0.09627341","-1.52958350","-0.10197589"," 0.41237875"," 0.38177644"," 0.41567742"," 0.18327936"," 0.43049811"," 0.03198986"," 0.05472285","-0.84581981","-0.15953731"," 0.33718745"," 0.39098262"," 0.27220938"
"M818.27T830.41","-0.76343639"," 0.32329563"," 0.32329563"," 0.21410078"," 0.11760246","-1.40878797","-0.12700429"," 0.22298083"," 0.34923557"," 0.31991427"," 0.23634410"," 0.20634353"," 0.12768228"," 0.16104772","-0.77812585","-0.19900735"," 0.34436513"," 0.27073513"," 0.05941879"
"M825.51T13.55"," 0.08139996","-0.02574732","-0.02574732"," 0.06787004","-0.21301756","-0.09820304","-0.01504104"," 0.15306183"," 0.04329318","-0.36146580"," 0.01107061"," 0.34793573","-0.34196754"," 0.12421658"," 0.10875866"," 0.02936908"," 0.20279972","-0.03618775","-0.05239803"
"M825.83T18.56","-0.464783007"," 0.013173266"," 0.013173266"," 0.342909707","-0.308134516"," 0.035246859"," 0.099065085"," 0.177946721"," 0.033543708","-0.120734355","-0.318623948"," 0.331691039","-0.137175929","-0.194541657","-0.007203603"," 0.516199767","-0.279028409","-0.024177664"," 0.291453670"
"M826.83T18.56","-0.216986283","-0.680722622","-0.680722622"," 0.153958732"," 0.094065701"," 0.093852213"," 0.034351896"," 0.130181405"," 0.125034146"," 0.107101903"," 0.322453476"," 0.086132668","-0.012282558"," 0.043660522","-0.153042145","-0.007226022"," 0.053974768"," 0.069478293"," 0.436736528"
"M827.49T1369.97","-1.88895328"," 0.44727060"," 0.44727060"," 0.32653723"," 0.43723692","-1.52926672"," 0.50465175"," 0.45578214"," 0.32255368"," 0.25799621"," 0.57131687"," 0.37629164"," 0.19230656"," 0.24678189","-2.60501165"," 0.55268475"," 0.09887405"," 0.38749797"," 0.39817878"
"M827.83T17.56","-0.45224617","-0.27796529","-0.27796529"," 0.10682280"," 0.19423920"," 0.79438552","-0.08041422"," 0.17012656","-0.04842753","-0.02012091"," 0.15708414","-0.08059133"," 0.11140502","-0.05390045","-0.24226398","-0.27542848"," 0.15153089"," 0.07055624"," 0.05317330"
"M828.34T17.56","-0.525792167","-0.349910175","-0.349910175"," 0.145872217"," 0.204457557"," 0.734628033","-0.085485050"," 0.292177471"," 0.112523837"," 0.082493822","-0.068107737","-0.032734254"," 0.127493555","-0.406099669","-0.006420805"," 0.151427731","-0.065299737"," 0.109489348","-0.070803803"
"M828.83T12.29","-0.118369960"," 0.510009138"," 0.510009138","-0.207152595","-0.051101814","-0.201011934","-0.280972053"," 0.385175097","-0.008835406","-0.392352682"," 0.073331833"," 0.211512200","-0.227818996"," 0.129806352","-0.117552281","-0.013681435","-0.036549636","-0.030131550","-0.134313412"
"M829.83T17.56","-0.61614998"," 0.17068087"," 0.17068087"," 0.74786085"," 0.17470017"," 0.64156120","-0.25030275"," 0.06547206","-0.17569368","-0.23957155"," 0.03653596"," 0.01358240","-0.11696214","-0.07646055","-0.05830808","-0.27444239"," 0.01625047","-0.13365446","-0.09577928"
"M831.34T17.56","-0.61714635","-0.26238119","-0.26238119","-0.16641318"," 0.41640842","-0.23012836"," 0.17724414"," 0.18133660"," 0.21621505"," 0.28416831"," 0.06296148"," 0.06080203","-0.04485998"," 0.13858121","-0.17312847","-0.02233959"," 0.05860858"," 0.02860608"," 0.15384638"
"M831.83T17.56","-0.20297502","-0.36778853","-0.36778853"," 0.04372458","-0.08127854"," 0.67059245"," 0.32691713"," 0.02271853"," 0.28941044"," 0.01410784"," 0.14549369"," 0.33813682","-0.04705951","-0.29785087","-0.45461214","-0.22156308","-0.06531567"," 0.08774152"," 0.16738889"
"M833.5T16.56","-0.463096865","-0.132422896","-0.132422896","-0.232946870","-0.065761937"," 0.601450252","-0.224398477"," 0.791366203","-0.175284745","-0.331670803"," 0.010987764","-0.113525226"," 0.036520261","-0.009494701","-0.144570331","-0.246592194"," 0.813879372"," 0.147025809","-0.129041719"
"M833.83T17.56","-0.740973213"," 0.171194052"," 0.171194052","-0.030766214"," 0.071433887","-0.189622689","-0.222349878"," 0.362296912","-0.021478284","-0.310782374"," 0.803572103","-0.001869094","-0.077334069","-0.055333829"," 0.743204555","-0.081065092","-0.225594269","-0.001153322","-0.364573233"
"M834.82T18.56","-0.44123138","-0.25662767","-0.25662767"," 0.02708962","-0.29745718"," 0.10217054","-0.25506659"," 0.07857766"," 0.28672822"," 0.15306305","-0.11096611"," 0.39412861","-0.03981863"," 0.26880968","-0.02759244"," 0.15710387"," 0.01905250"," 0.33786639","-0.13920246"
"M835.83T17.56","-0.34662489"," 0.20837926"," 0.20837926"," 0.36674571","-0.23466554"," 0.49488284"," 0.08251882","-0.10079988","-0.52739575"," 0.46361507","-0.09666659","-0.21034125","-0.30786221"," 0.06176610"," 0.22984407","-0.14673568","-0.44831222"," 0.02520804"," 0.27806484"
"M836.84T17.55","-0.43116141","-0.31649097","-0.31649097"," 0.16546189","-0.07287765"," 0.76369663","-0.24355247","-0.04800131"," 0.14749985","-0.22553451","-0.16128854"," 0.21460779","-0.13033962"," 0.11015422","-0.07892459","-0.02384127"," 0.11185773","-0.17614415"," 0.71136938"
"M839.34T897.39","-2.04513477"," 0.34804034"," 0.34804034"," 0.33464793"," 0.33639116","-1.53111045","-0.03669448"," 0.25381205"," 0.57109834"," 0.39135019"," 0.20281763"," 0.54097909"," 0.25673859"," 0.59660008","-1.77893499"," 0.41949708"," 0.13665923"," 0.29511538"," 0.36008726"
"M842.81T18.56","-0.48384589","-0.01699720","-0.01699720"," 0.02934996"," 0.06573377"," 0.75344347","-0.12229801"," 0.05618448","-0.06296573","-0.01848182"," 0.08438297"," 0.28948617"," 0.14656973","-0.11782691","-0.39339542","-0.31167735"," 0.05552574"," 0.15094865","-0.08713941"
"M842.82T11.54"," 0.15690191"," 0.22524367"," 0.22524367"," 0.06162657","-0.03495664","-0.02962462","-0.42727513","-0.14058678","-0.11961095","-0.40942683"," 0.25375637","-0.12787561"," 0.12064606"," 0.12878857"," 0.25099765"," 0.16797581","-0.11186254","-0.04684790","-0.14311329"
"M843.82T18.56","-0.570277248","-0.030666727","-0.030666727"," 0.181803384","-0.184033170"," 0.601088530","-0.007902789"," 0.063903087"," 0.053069025","-0.169065602","-0.108341667"," 0.122332594"," 0.115410655","-0.449484420"," 0.671765157","-0.215708849","-0.156820585"," 0.244777012","-0.131181661"
"M845.84T13.55"," 0.05406049","-0.05295636","-0.05295636"," 0.17292280","-0.18311178"," 0.62111405"," 0.02539865","-0.07693662","-0.15062425"," 0.15901025"," 0.04107727"," 0.17190120","-0.15570803","-0.33389470","-0.41881274"," 0.22140359"," 0.01354545"," 0.11203735","-0.16747027"
"M848.83T17.56","-0.48417597","-0.06860852","-0.06860852","-0.06421779"," 0.04689959"," 0.81088404","-0.06920425"," 0.20863583"," 0.16459189"," 0.07872024"," 0.23592788"," 0.17034798","-0.26802570","-0.21290127","-0.22976171","-0.03380043"," 0.07535834","-0.01611511","-0.27594652"
"M850.82T18.56","-0.56164502"," 0.10080363"," 0.10080363"," 0.23179086","-0.08351992"," 0.72876017","-0.16243830"," 0.13824054"," 0.05564846","-0.01776002"," 0.25737926"," 0.07095557","-0.27656009"," 0.00641947","-0.36730408","-0.25346346"," 0.12791434","-0.03128607","-0.06473898"
"M853.82T17.56","-0.416690511","-0.242826082","-0.242826082","-0.122817680"," 0.008901558"," 0.746311142","-0.285042892"," 0.198500746"," 0.145306741","-0.190309259"," 0.316255646"," 0.213444900"," 0.117595408","-0.165484312","-0.213043859","-0.037972920"," 0.208172829"," 0.210453625","-0.247928999"
"M853.83T11.54"," 0.159987712"," 0.020453270"," 0.020453270"," 0.030024213"," 0.007171268","-0.197516054","-0.106457787"," 0.270680569"," 0.056040186","-0.359846578"," 0.192772756","-0.146019269","-0.068600002"," 0.295909441","-0.081300432","-0.053200846"," 0.243835231","-0.033468143","-0.250918806"
"M854.18T12.55"," 0.177178666"," 0.570155706"," 0.570155706","-0.125908385"," 0.518658207","-0.260390240","-0.062423967"," 0.072788550","-0.516871456","-0.238778608","-0.057982464","-0.191835434"," 0.002361509"," 0.009197026","-0.136037721","-0.019469476","-0.006273135","-0.012834550","-0.291689935"
"M854.81T18.56","-0.501141218","-0.058410567","-0.058410567"," 0.237647067","-0.103433306"," 0.825219453","-0.035325043"," 0.360930189","-0.088338763","-0.008295493","-0.106326465"," 0.153796519"," 0.030410130","-0.197517591","-0.203641272","-0.217583295","-0.058674553"," 0.120661639","-0.091566863"
"M854.82T11.54"," 0.23973460"," 0.42961499"," 0.42961499"," 0.07873431"," 0.08428294","-0.20479142","-0.26406374","-0.14599390","-0.15789223","-0.23798475"," 0.18238668","-0.10314251"," 0.13293820"," 0.08574191","-0.24124216"," 0.18047978","-0.03959910","-0.14434875","-0.30446985"
"M855.5T14.55","-0.08538314","-0.59780155","-0.59780155"," 0.05465782"," 0.20668951"," 0.02508767"," 0.22021396"," 0.24500287","-0.33848548"," 0.16547007"," 0.13984967"," 0.11226256"," 0.32814420"," 0.05317162"," 0.13584946"," 0.05523983"," 0.25063917","-0.54364620"," 0.17083951"
"M858.82T17.95","-0.48149464"," 0.09590212"," 0.09590212","-0.14992776","-0.27354846","-0.03217258"," 0.24951209","-0.08204027"," 0.07072430"," 0.05521553","-0.04717533"," 0.10452036"," 0.34386733","-0.16833904","-0.02510930","-0.16326428"," 0.06744810"," 0.20718967"," 0.13279003"
"M859.28T831.48","-0.5306596"," 0.1138471"," 0.1138471"," 0.1706853"," 0.2162403","-1.8002703","-0.2254905"," 0.3671708"," 0.3063216"," 0.2679232"," 0.2203511"," 0.2628278","-0.0335758"," 0.1198632","-0.4407586","-0.1257934"," 0.4387389"," 0.3945961"," 0.1641357"
"M859.82T18.56","-0.581935915"," 0.082465173"," 0.082465173"," 0.329378338","-0.014601259"," 1.052908099","-0.052033419","-0.162178319","-0.223048467","-0.312864611"," 0.054906021","-0.060006252","-0.148543654","-0.198170431","-0.064784921"," 0.140656814"," 0.095588237","-0.025842452"," 0.005641846"
"M862.83T12.55"," 0.16274425"," 0.09007978"," 0.09007978","-0.15087903"," 0.23675392","-0.02536164"," 0.16851972"," 0.28439609","-0.27878046","-0.02149545"," 0.24505441"," 0.56580938","-0.33466079","-0.09386840","-0.16346182","-0.37317173","-0.16556701","-0.25391374"," 0.01772275"
"M863.83T12.55"," 0.265864694","-0.247275605","-0.247275605"," 0.011314795"," 0.649539765"," 0.104289478","-0.068341984"," 0.005352513","-0.133822237","-0.215535701","-0.011579804","-0.136901869","-0.103482979","-0.048795940","-0.314174765","-0.092252433","-0.065183012"," 0.370559825"," 0.277700865"
"M865.33T17.56","-0.673106143","-0.265636686","-0.265636686"," 0.076844576"," 0.174427176","-0.158327892","-0.162127303"," 0.200381805"," 0.244633694"," 0.075437297"," 0.123174247"," 0.287068707"," 0.267055820"," 0.021887276","-0.136358812","-0.009326854","-0.051342201"," 0.136598332"," 0.114353649"
"M867.82T17.56","-0.610698438"," 0.105686750"," 0.105686750","-0.139074424"," 0.551607906"," 0.072982356"," 0.001504303","-0.048226895","-0.087526915"," 0.392015663","-0.091686459"," 0.306326238","-0.217049114","-0.191726192","-0.458963598"," 0.530721230"," 0.028291211","-0.142275708","-0.107594665"
"M868.81T18.56","-0.58409212","-0.11757805","-0.11757805"," 0.04675554"," 0.13817692"," 0.75868614","-0.24170619","-0.04223417"," 0.16101006","-0.02417516"," 0.05502725"," 0.22431313"," 0.09632443","-0.31278063","-0.09689762","-0.17151246"," 0.12444565"," 0.27057801","-0.16676266"
"M868.82T11.54"," 0.139681749"," 0.623621708"," 0.623621708","-0.131915788","-0.151980331","-0.283760437"," 0.051682226"," 0.094287206"," 0.002310326","-0.085679306","-0.136138156"," 0.041586259","-0.311131763","-0.038677376","-0.024378655","-0.015478383"," 0.091853548","-0.231899874","-0.257604660"
"M869.82T17.56","-0.571410508","-0.021082494","-0.021082494","-0.005033138","-0.191836382"," 0.500463067","-0.143668820"," 0.042490400","-0.056809948"," 0.016708062"," 0.054148983","-0.011112728"," 0.030916623","-0.188077081","-0.271306380","-0.169337288"," 0.570868031","-0.047415977"," 0.482578072"
"M871.17T13.55"," 0.20840181"," 0.01235117"," 0.01235117"," 0.23504279"," 0.01752967","-0.29904435","-0.76069590"," 0.31799259","-0.01469150","-0.32400468"," 0.29040665"," 0.13258127"," 0.03381056"," 0.03737589"," 0.05397804","-0.17827469"," 0.07957967"," 0.05266438"," 0.09264545"
"M871.49T17.56","-0.454415663","-0.193780854","-0.193780854"," 0.194240903","-0.018143365","-0.088756663"," 0.005939941","-0.077569480"," 0.245503019","-0.180009002"," 0.056677850"," 0.344138239"," 0.013347014","-0.048605122","-0.259246095","-0.163324041"," 0.852900042","-0.252007320"," 0.216891451"
"M871.83T16.56","-0.57326964","-0.09942046","-0.09942046","-0.12129680"," 0.04404947"," 0.76773480","-0.24538633","-0.09599017","-0.10626223"," 0.14720901","-0.15793726","-0.11402065","-0.15446645","-0.24298275"," 0.78971381","-0.09037353","-0.15995235"," 0.20308744"," 0.30898456"
"M872.16T17.4","-0.25565718"," 0.18882974"," 0.18882974"," 0.33177733"," 0.07401892"," 0.74611741","-0.32311452"," 0.23709461","-0.11157297","-0.11213312","-0.08949774","-0.19159443"," 0.22397629","-0.38775579"," 0.17472100"," 0.09313576","-0.24723314","-0.23088616","-0.30905575"
"M875.32T17.56","-0.53664946","-0.38968273","-0.38968273"," 0.03713925","-0.04876056"," 0.47341782","-0.07358677","-0.06101138","-0.14161124"," 0.43905550"," 0.03754181"," 0.16749275","-0.31394582"," 0.16164037","-0.26184402"," 0.41630736"," 0.56213474","-0.09965496"," 0.02170009"
"M875.82T12.55"," 0.09751173"," 0.38803880"," 0.38803880"," 0.02779027","-0.15830625","-0.31903538","-0.24654190"," 0.49430464","-0.18315636"," 0.11487146"," 0.24427949","-0.06564312","-0.03290173"," 0.11581129","-0.04782117","-0.22183368","-0.27359595","-0.04093923","-0.28087171"
"M876.83T17.56","-0.43336217","-0.24460583","-0.24460583","-0.01024666","-0.04387247"," 0.68449269","-0.38832601"," 0.10031113"," 0.16204127","-0.03893539","-0.05139098"," 0.09296114","-0.23572885","-0.07654637"," 0.74965171","-0.12746514"," 0.06400660"," 0.06025774","-0.01863658"
"M876.84T12.55"," 0.10063672"," 0.06245132"," 0.06245132"," 0.05518584","-0.17252926","-0.21492886","-0.05116898"," 0.13294370","-0.08122966","-0.48934625","-0.11705062"," 0.11303857","-0.22925035"," 0.32008052"," 0.12168057"," 0.18455825"," 0.18488091","-0.01249509"," 0.03009137"
"M877.83T17.56","-0.368717598","-0.256998267","-0.256998267","-0.066620098"," 0.009909266"," 0.002269312","-0.056304000"," 0.007039434","-0.019193646","-0.134317050"," 0.315902176","-0.045824687"," 0.104158397","-0.271024301"," 0.861403208","-0.111947156"," 0.197476407","-0.026198686"," 0.115985556"
"M878.83T17.55","-0.48415112","-0.05396272","-0.05396272","-0.28429974"," 0.15357865","-0.19226423","-0.15138248"," 0.34436415"," 0.10420361","-0.30904968"," 0.84154286","-0.09992520"," 0.12716296","-0.20015534","-0.20382899","-0.03604712"," 0.23166341"," 0.21888072"," 0.04763300"
"M879.16T16.55","-0.01978016","-0.39847160","-0.39847160"," 0.15516606"," 0.03711183"," 0.01697422"," 0.10197452"," 0.25704485"," 0.14735795","-0.12763307"," 0.15635810"," 0.14700218"," 0.01276128"," 0.02090565"," 0.07753938"," 0.02458564"," 0.34677237"," 0.23182296","-0.78902054"
"M881.82T17.56","-0.372179519","-0.059598097","-0.059598097"," 0.157239606"," 0.180338746","-0.249796970","-0.033033329"," 0.135283777","-0.128862860","-0.192509244","-0.041225415","-0.010557152","-0.153997508"," 0.051021764"," 0.865831473","-0.007440903","-0.345419999","-0.082253207"," 0.346756933"
"M882.81T18.56","-0.55691698","-0.56051362","-0.56051362"," 0.04316351"," 0.16155981"," 0.55956354"," 0.08845162","-0.08898696"," 0.13870720","-0.11445305"," 0.21918919"," 0.04896071"," 0.03751567","-0.16646924"," 0.53290540","-0.11848080"," 0.17523497","-0.00588737"," 0.16697002"
"M883.82T18.31","-0.60058623"," 0.05094924"," 0.05094924"," 0.12225025"," 0.26779010","-0.12495737"," 0.15497411"," 0.18725214"," 0.09692991"," 0.06775702","-0.14792562"," 0.10205439","-0.09658448","-0.24636497","-0.28982437","-0.21858689","-0.13337682","-0.11582317"," 0.87312353"
"M887.34T13.55","-0.02445564"," 0.14784282"," 0.14784282","-0.07421238","-0.17194283","-0.20262152"," 0.03867442"," 0.23000641","-0.10587477","-0.49467541"," 0.23207581"," 0.12186036"," 0.03502777"," 0.40601312","-0.16884049","-0.05261122","-0.15753074"," 0.04421199"," 0.04920946"
"M888.32T17.56","-0.532162175","-0.404388755","-0.404388755"," 0.089755439","-0.045694913"," 0.826281977","-0.166083072","-0.033485586","-0.054168344","-0.095331929"," 0.125654934"," 0.057381524"," 0.061978392","-0.007247855"," 0.074259072"," 0.062450178"," 0.131176578"," 0.286800246"," 0.027213044"
"M888.82T18.56","-0.561701685","-0.240168084","-0.240168084","-0.110216556"," 0.198213274"," 0.755335593","-0.005267421","-0.018524937"," 0.057850708"," 0.045440320"," 0.184173227"," 0.109190077"," 0.113540524","-0.258840271","-0.246672338"," 0.006067634","-0.110871081"," 0.284539726"," 0.038079373"
"M889.48T18.56","-0.767405459"," 0.103310994"," 0.103310994"," 0.226882670","-0.060414158","-0.209637884"," 0.035995616"," 0.283013051"," 0.263554698"," 0.992679949"," 0.007667068","-0.198943930","-0.144349066","-0.168574260"," 0.250448684"," 0.020067913","-0.314215797","-0.316966784","-0.106424299"
"M891.83T12.55","-0.05988674","-0.06834967","-0.06834967"," 0.30485787"," 0.06133058"," 0.05319619"," 0.20080038"," 0.13400273"," 0.13251346","-0.10053644"," 0.09326725","-0.47212505","-0.11435583"," 0.25076981"," 0.22590055","-0.54507667"," 0.04718652","-0.11932349"," 0.04417824"
"M894.16T16.98","-0.35982546","-0.08782723","-0.08782723","-0.12016160","-0.20924209"," 0.56215502"," 0.55391162","-0.03409195","-0.07541362"," 0.03613426"," 0.10813619"," 0.59276035","-0.41456584","-0.33449637","-0.10499716","-0.05672424"," 0.49254132","-0.11087629","-0.34958966"
"M895.82T17.56","-0.38913090","-0.09859913","-0.09859913"," 0.05389766","-0.10322345"," 0.82938171","-0.13415196"," 0.01001013"," 0.05275806"," 0.07793307"," 0.18959207"," 0.21918168"," 0.04252132","-0.14531815","-0.26776575","-0.19516513","-0.02434373"," 0.19179347","-0.21077183"
"M895.82T11.55"," 0.14932124","-0.01078921","-0.01078921","-0.29036047"," 0.26457840","-0.30301861","-0.15165261"," 0.05232811","-0.03349581"," 0.11453366"," 0.03011199"," 0.08359810","-0.20756042"," 0.11090318"," 0.01414374","-0.07478560"," 0.31518355"," 0.12028531","-0.17253536"
"M896.32T17.56","-0.11717162","-0.33719059","-0.33719059","-0.20353240","-0.01215599","-0.10487282","-0.06611762"," 0.15048673"," 0.10241137"," 0.11250914"," 0.36787376"," 0.14219583"," 0.30096791","-0.08892876","-0.23000835","-0.22897116"," 0.30326100"," 0.47088400","-0.22444984"
"M896.81T18.35","-0.44101205"," 0.21077170"," 0.21077170","-0.02146029","-0.06507529"," 0.75594338","-0.36846299"," 0.08170683","-0.31492814"," 0.19390526","-0.01276762"," 0.26203725","-0.06634743","-0.17500534","-0.24745586"," 0.03875057","-0.13635523"," 0.02323205"," 0.07175151"
"M896.82T11.73"," 0.002926535"," 0.496735261"," 0.496735261"," 0.043154957"," 0.002490080","-0.356552520","-0.140309122"," 0.100140355","-0.243526352","-0.294794763","-0.083086879","-0.094697940","-0.098527613"," 0.261475947","-0.250665203","-0.051464568","-0.009933052"," 0.309789842","-0.089890226"
"M897.82T12.55"," 0.022167256"," 0.009076374"," 0.009076374"," 0.070890455","-0.049363958","-0.204522986","-0.144543700"," 0.520643468","-0.100127299","-0.227051050"," 0.007685963","-0.127081113","-0.200034494"," 0.009738913","-0.163961028"," 0.331095779"," 0.531154175","-0.151362785","-0.143480342"
"M899.33T17.55","-0.529546739","-0.071677128","-0.071677128","-0.003119012"," 0.172236689","-0.132826359","-0.064227756"," 0.341236976"," 0.091262882","-0.268400241"," 0.266354412","-0.034336983","-0.089655281"," 0.782387813","-0.180294344","-0.182859734"," 0.219896292","-0.234095683","-0.010658678"
"M899.49T17.56","-0.54288832","-0.12709673","-0.12709673"," 0.11942033","-0.02258611"," 0.73647825"," 0.05875852"," 0.27232595","-0.31317921","-0.22280475"," 0.58294048"," 0.05984546","-0.04530522","-0.09591595","-0.07244640","-0.06560165","-0.03304411"," 0.14362449","-0.30542833"
"M899.82T17.56","-0.29049741"," 0.10273147"," 0.10273147"," 0.18769855","-0.35963166"," 0.70292472","-0.06330821"," 0.19039994"," 0.19441328"," 0.27545461"," 0.11703936","-0.05084085","-0.06235506","-0.37258155","-0.38823751","-0.22186562"," 0.03029128"," 0.09327269","-0.18763952"
"M899.83T12.55"," 0.074115802","-0.089541291","-0.089541291"," 0.305665986"," 0.264118130","-0.534858473","-0.011457522","-0.012623988"," 0.091925876"," 0.003504733"," 0.037964954"," 0.017762920","-0.084774114"," 0.180894200","-0.128877894","-0.114362684"," 0.258337797"," 0.171155655","-0.339408797"
"M900.82T12.55","-0.003386844"," 0.322144693"," 0.322144693"," 0.023040822"," 0.377583693","-0.223130789","-0.403184116"," 0.541512030","-0.049500518","-0.677531491"," 0.136197086","-0.078189545"," 0.078880006"," 0.015702598","-0.172103011"," 0.056034932","-0.082627401"," 0.010851171","-0.194438007"
