"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"M1001.14T16.56",-0.0035357,-0.05291,-0.014188,-0.019516,0.038848,0.0025845,-0.013711,-0.037887,0.0619,0.00059043,-0.039688,0.0061942,0.018269,-0.046634,0.011819,-0.018487,0.0036488,0.0061819,-0.012228
"M1001.3T17.55",0.0031415,-0.065085,0.0025509,0.02868,0.0058231,-0.02759,0.005608,-0.0095772,0.0091236,0.0081959,0.029671,-0.028953,0.0038234,0.02155,-0.032639,-0.019434,0.023232,0.00047524,0.0061897
"M1001.81T17.56",0.0096446,-0.057311,0.015755,0.019395,0.017785,-0.021553,-0.0063452,0.011366,-0.022783,-0.010395,0.0021838,-0.0099183,0.027457,0.045216,0.0089364,-0.032282,0.020948,-0.0020047,0.016044
"M1002.13T17.56",0.0058072,-0.047012,0.024644,0.039153,0.030232,-0.0055533,0.058488,0.027638,-0.069136,-0.010074,0.009031,-0.038168,-0.040825,0.0050861,-0.035088,0.05716,0.035695,0.0039974,0.0021159
"M1002.47T16.93",0.0051474,0.007766,0.029182,0.032151,-0.057035,0.037215,0.011297,0.02835,-0.053311,-0.053817,0.010555,0.03889,0.035637,0.041161,-0.022808,0.0069961,-0.032108,-0.01162,0.020017
"M1003.47T13.55",-0.0010355,0.0044767,0.032729,0.023522,-0.023254,-0.0052612,0.033535,0.018299,-0.026609,0.0070389,0.020383,0.010246,0.06014,0.0074467,0.043691,0.067467,0.010675,0.005656,-0.014822
"M1003.79T17.56",0.011853,-0.0031038,0.046499,-0.015826,-0.02423,0.0010566,0.01723,0.005319,-0.042479,-0.038257,-0.039102,0.030615,0.068244,0.013902,-0.0019207,0.040376,-0.01581,-0.0063066,-0.00037184
"M1004.13T17.56",0.032683,0.013115,-0.0015433,-0.020126,0.011345,-0.0080029,0.069685,-0.0073857,-0.0035827,0.021651,0.024973,-0.086768,0.0076549,-0.024245,0.027399,-0.0079529,0.047777,0.014324,-0.024498
"M1004.8T12.55",-0.012821,0.026063,0.057422,0.042167,0.0054719,0.019985,-0.00013035,0.024408,0.010507,0.010343,0.014259,0.0098354,0.030607,0.035887,-0.010419,0.031856,-0.019713,0.0091415,0.0067317
"M1005.47T17.56",0.028072,0.011302,0.056067,-0.0060209,-0.035095,-0.006162,-0.0086055,0.077151,-0.023809,0.050088,-0.0069772,0.013646,0.0088062,0.0048452,-0.017657,0.032113,0.011528,-0.0075643,0.025063
"M1007.47T16.56",0.030792,-0.059037,-0.012125,-0.018815,-0.013236,0.026555,-0.03542,-0.045656,-0.004802,0.0058949,0.00034737,0.015955,0.011129,-0.012524,-0.030728,0.011108,0.0089837,-0.0023214,0.012169
"M1008.13T17.48",0.016067,-0.061595,-0.022834,0.021714,-0.0038172,-0.0028371,-0.012388,0.013417,-0.027712,-0.032573,0.043787,0.016262,0.012219,0.020931,0.025287,0.00025624,-0.0041021,-0.0002039,0.0097589
"M1011.79T12.55",-0.0025973,0.017598,0.054313,0.011596,0.054828,-0.025285,-0.005839,0.0051717,-0.0089558,-0.0099174,-0.0057646,-0.0016119,-0.024288,-0.042188,-0.041415,0.002215,0.031922,0.0025373,0.0066777
"M1012.8T17.55",0.025154,0.016949,0.034427,0.027029,0.0026609,0.054542,-0.01159,-0.0082026,0.029057,0.023918,0.0067784,-0.011138,0.0030468,0.035803,0.024862,-0.00025308,0.02788,-0.0055194,0.0010406
"M1012.81T12.55",-0.0019623,0.020233,0.018504,0.02842,-0.02648,-0.015293,0.0088737,-0.027715,0.063934,0.0080491,0.02821,0.012897,-0.020401,-0.011283,-0.012051,-0.023355,0.0076549,-0.013162,0.0057389
"M1013.8T17.56",0.010975,-0.057643,0.016116,0.0058348,0.023829,0.011894,0.0031202,-0.0087983,-0.033825,0.0017391,0.0089922,0.0073503,-0.00059485,0.0047219,-0.0024994,0.022615,0.0065895,0.0013679,0.0029131
"M1013.8T11.54",-0.0027158,0.0027262,-0.012559,0.015553,0.023048,0.020541,0.028205,-0.033948,0.044108,0.03526,-0.02633,0.015869,0.022069,0.016629,-0.0097186,0.011306,0.020404,0.00044026,0.00042604
"M1015.79T18.56",0.03731,-0.021694,0.034179,0.032709,-0.02129,0.02116,0.068253,-0.033415,0.022296,0.0054753,-0.01005,0.015582,-0.029152,0.0048607,-0.011541,-0.0041808,0.0038251,-0.0074036,-0.0016272
"M1015.8T13.55",-0.011695,-0.027191,-0.0021477,-0.081729,0.032025,0.001004,-0.045403,-0.033828,-0.010202,0.028156,-0.039394,0.012397,0.03539,0.041761,0.034287,-0.021827,-0.0064036,0.012046,-0.0046099
"M1016.14T12.55",-0.0067868,0.015414,-0.016398,0.046786,0.0058305,-0.0015549,0.042134,0.011826,-0.011214,-0.027119,-0.056565,0.022604,0.044316,0.0048456,0.0043643,0.022877,-0.0072104,0.0011564,0.0018102
"M1017.79T17.56",0.039829,-0.0090468,-0.0057464,0.024931,-0.0072571,0.019301,-0.034712,0.027845,-0.028389,-0.024563,0.055864,0.025457,0.018179,0.0066994,-0.024212,-0.05919,0.010777,0.0034788,-0.010233
"M1018.13T17.55",0.032528,-0.030467,0.023252,-0.02997,0.01658,-0.0062594,0.083419,-0.053825,-0.032284,0.03053,0.01787,0.022747,-0.025431,-0.04263,-0.011781,0.018882,0.011381,-0.012054,0.0035704
"M1018.8T12.55",-0.0044352,0.015769,0.0596,0.034362,-0.0277,0.017003,0.0069354,0.027506,0.0097608,0.0053419,0.018599,0.011139,0.052532,-0.016441,0.016105,-0.026693,-0.011078,-0.00621,-0.019259
"M1018.79T17.56",0.024323,-0.057974,0.0011052,0.0059267,0.031963,-0.012266,0.033922,0.0023729,0.0056871,0.017436,-0.006383,-0.0020645,-0.028948,-0.0028418,0.0057136,0.016617,0.0049768,-0.013592,0.027286
"M1019.8T12.61",-0.010398,-0.034294,0.010758,-0.060691,-0.037514,0.050546,0.014457,0.008504,0.047465,0.016424,-0.038931,-0.070025,-0.026903,-0.00018032,-0.032529,-0.06094,0.034463,0.0020158,-0.0080227
"M1021.29T17.56",0.011329,0.0017349,0.045777,0.0085313,0.020703,0.037952,-0.053478,-0.0028788,0.0067064,0.017207,0.042539,-0.0086071,-0.058202,-0.0060676,-0.014307,-0.041207,0.0099401,-0.013849,0.012883
"M1021.33T830.41",0.072522,0.081138,-0.014304,0.027387,0.062131,0.038061,0.021989,-0.014058,0.040613,0.015576,0.0031437,0.016208,-0.012195,-0.0075027,-0.00024117,-0.0068407,0.0054628,0.015092,-0.027044
"M1022.13T17.55",0.011921,-0.046896,0.053334,0.016948,-0.016859,-0.0029229,0.0071994,0.0055524,0.02897,-0.010493,0.025317,0.01663,-0.044586,-0.0060442,0.022834,0.037414,-0.032305,-0.0071592,0.011872
"M1023.79T17.56",0.025232,-0.057951,-0.038495,0.007799,0.0391,-0.019197,-0.0018773,-0.0063817,0.0033617,-0.010724,-0.021129,0.0080195,0.0056379,-0.00012427,-0.0067221,-0.010315,-0.026368,0.001077,0.0014547
"M1024.13T17.48",0.049777,-0.017589,-0.026715,-0.044669,0.0336,-0.011427,0.00034492,0.054667,-0.001729,0.054975,0.05285,-0.038616,-0.0258,-0.012401,-0.025911,-0.016133,0.028722,0.0012434,0.0049889
"M1024.29T17.56",0.012387,-0.059136,-0.0072778,0.0081255,0.012599,0.0041218,-0.032953,-0.028373,0.013027,-0.0013038,0.040264,-0.0039643,0.038205,0.015358,-0.018241,-0.00065717,0.021841,-6.1274e-05,0.0027303
"M1024.29T12.55",0.015212,0.0076181,-0.038498,0.048588,-0.020548,-0.05462,0.014185,0.036413,-0.001371,-0.033769,-0.04795,0.041502,-0.041827,-0.022919,0.01075,-0.047729,0.029551,-0.019248,0.0052154
"M1024.79T17.56",0.0237,-0.06014,-0.0040435,-0.016878,0.039128,-0.011884,-0.01617,0.035564,-0.0019199,-0.026649,0.016462,-0.0084366,0.0040705,-0.0063625,-0.027962,0.0042283,-0.0080864,0.00090706,0.0041169
"M1024.8T12.54",-0.0002039,0.011743,-0.038537,0.044762,-0.032069,-0.021883,-0.013621,-0.017491,0.009034,-0.040502,-0.02522,0.021324,0.003431,0.020387,-0.039112,0.0056647,-0.022521,0.0034473,0.00074209
"M1025.46T17.56",0.0067445,-0.037132,0.055585,-0.033325,-0.012511,-0.062437,0.0032535,-0.019681,-0.017064,-0.021988,-0.0042179,0.061801,0.069878,-0.0032818,-0.029555,-0.040501,0.017998,0.001484,-0.0065789
"M1025.8T13.55",-0.025312,0.0093579,0.05265,0.0056615,-0.028747,0.0067063,-0.022572,-0.047771,-0.0022822,-0.038281,-0.03071,0.046671,-0.034103,0.012035,0.010192,-0.012456,-0.036244,-0.0099256,0.00091448
"M1026.78T18.56",0.021725,-0.04678,0.035602,0.032114,0.018332,-0.01237,-0.021745,-0.011692,0.015559,0.025262,0.037702,-0.031544,0.0097242,-0.011633,-0.018792,0.002924,-0.010357,0.0084354,-0.0071786
"M1026.79T12.54",0.012769,0.016279,-0.005767,0.044797,0.013938,-0.0036034,-0.0059211,0.024497,-0.016188,-0.030703,-0.010591,0.0052281,-0.0077486,0.013992,-0.065008,0.014856,-0.062937,0.0096517,-0.0077038
"M1027.79T17.56",0.018802,-0.040613,0.057447,0.024156,-0.013856,-0.007011,-0.04088,-0.014633,-0.0047369,-0.028228,-0.049628,0.034682,0.016866,0.036999,0.0010979,-0.062326,0.0061738,-0.011685,0.032627
"M1028.47T13.54",-0.018919,0.011774,0.065665,0.040979,-0.014331,0.0061834,0.009078,-0.049276,-0.020503,0.043187,-0.026421,-0.029638,0.014869,-0.0047281,-0.049134,0.037944,-0.021893,0.0020469,0.014341
"M1030.79T17.56",0.010088,-0.041841,0.058766,-0.0015567,0.03337,0.007418,0.009407,-0.0062852,0.03197,0.019572,0.020768,0.0007281,-0.02693,0.00066869,0.047806,0.026668,0.0088132,-0.0076577,0.018201
"M1031.79T17.56",0.023048,-0.054767,0.00032449,0.0045363,-0.0083605,-0.016937,-0.020344,-0.017328,0.0013189,0.00018346,0.024978,0.0083721,-0.018108,-0.012571,0.02384,-0.030827,0.039751,-0.0076246,0.00086131
"M1031.8T12.47",0.0059297,0.032999,0.034769,0.050413,0.025102,0.012568,-0.030586,-0.0015198,0.026793,0.0057497,-0.020272,-0.012716,0.0087304,0.036648,-0.00055185,0.012427,0.030883,0.006796,0.011941
"M1032.29T13.55",0.00050041,-0.018344,-0.044445,-0.013927,-0.028299,0.014685,-0.0042988,0.017109,0.08915,0.055062,0.019606,-0.020013,-0.02967,0.0015144,0.020756,0.0051758,0.013137,-0.00059995,0.0022377
"M1033.8T17.55",0.033998,-0.04422,-0.014719,-0.0097752,0.026031,-0.003211,-0.0017593,-0.074918,0.006458,0.035968,0.023129,-0.10074,-0.024454,-0.023208,0.052205,-0.027551,-0.016481,0.00053474,-0.0021842
"M1034.29T12.55",-0.011085,-0.028271,-0.00019313,0.0067432,0.043432,-0.030874,-0.026606,0.048703,-0.058673,0.030298,-0.0047214,0.014905,-0.0090784,-0.0511,0.044786,0.045845,0.035431,-0.00025519,0.0062699
"M1034.29T16.62",0.042604,-0.0039375,-0.034151,0.0011886,-0.062597,0.031603,0.015076,0.0037913,0.0012007,-0.016157,-0.013479,-0.091638,0.025642,-0.016479,-0.02641,-0.026786,-0.004106,-0.0048761,-0.0072234
"M1034.8T17.55",0.029644,-0.0566,0.0010166,-0.017792,-0.03942,-0.023909,0.023555,0.019848,0.0012522,-0.040398,0.035446,-0.025307,-0.027528,0.015888,-0.0069067,-0.011246,0.015515,-0.0063503,0.0073556
"M1034.8T12.55",-0.010277,0.026544,0.049175,0.025683,0.0016347,0.0019284,-0.0030192,-0.016893,0.010511,-0.015034,-0.00037249,0.010512,0.010784,-0.0076749,0.0049607,-0.00234,-0.0078553,0.00048774,-0.0056478
"M1035.3T17.55",0.011639,-0.059674,-0.0068988,0.0050912,0.027105,-0.016177,-0.0028635,-0.015663,-0.0041605,-0.016698,0.00070484,-0.011317,0.024703,-0.012562,0.010862,0.051835,-0.0097011,-6.0994e-05,0.0068588
"M1035.46T17.56",0.029153,-0.053292,0.030367,-0.015871,-0.038989,-0.021694,0.015099,0.0040594,0.040344,-0.00024285,0.001097,0.0037689,-0.0057945,0.042755,-0.017836,-0.034445,0.03942,-0.0043854,0.0025186
"M1035.8T17.56",0.015854,-0.057459,-0.0028845,0.018498,0.0396,-0.021662,0.029416,-0.01123,0.025872,-0.012156,-0.019768,0.019329,-0.015099,0.0062586,-0.04004,0.024328,0.02413,0.009412,-0.010287
"M1035.8T12.55",0.0033887,0.013054,0.014236,0.039383,-0.0054889,-0.0010038,0.023261,-0.015906,0.018697,0.014864,0.0022381,0.0075237,0.0087185,0.043121,-0.00037491,-0.052337,0.014633,0.0018463,-0.0092188
"M1036.13T12.55",-0.012965,0.029293,0.020258,0.049057,0.050266,-0.0081624,0.0062962,0.028185,-0.047625,0.070718,0.023958,0.031076,0.01313,0.0038422,0.009273,-0.012345,0.025839,-0.00017713,-0.0053417
"M1036.3T17.55",0.0052728,0.015196,0.062528,0.027113,0.0024318,0.017781,-0.00598,0.0108,0.029241,0.065126,-0.0033207,0.017276,0.006931,-0.0028995,0.02701,0.010765,0.054573,-0.0062844,-0.0086888
"M1038.13T16.55",0.019413,-0.013051,-0.044453,0.013831,-0.043198,-0.0077994,0.027735,0.023859,-0.035086,0.0025321,0.029171,0.042345,0.014681,0.046197,-0.016596,-0.034185,-0.0056932,-0.0039785,-0.018284
"M1038.14T13.55",0.010138,-0.0095994,-0.029217,0.049664,-0.019044,-0.0189,0.010266,-0.032662,0.0080749,-0.015576,-0.0039438,-0.010222,0.0099962,0.035224,0.0031393,-0.011252,0.0059065,-0.0056122,0.0010628
"M1038.79T17.56",0.033712,-0.0474,0.030228,-0.019708,0.0097878,-0.0136,-0.011699,-0.042824,0.0040799,-0.0092982,-0.040385,0.048472,0.021933,-0.032875,0.002923,-0.048508,-0.063152,-0.0064774,0.0036745
"M1040.8T12.55",0.0062692,0.0146,-0.0023194,0.0072565,0.021744,0.023256,0.026471,0.0046293,0.062904,-0.0030015,0.019529,0.039777,0.043656,-0.02386,0.033425,0.010851,-0.035748,-0.0037339,0.0045562
"M1041.29T12.55",-0.019288,0.017978,0.036655,0.077854,0.028263,0.044045,-0.09693,0.010646,0.0060416,0.0011303,-0.05439,0.010293,0.013931,-0.0079438,-0.017139,0.01131,0.010707,0.0024561,0.0079294
"M1041.47T12.55",-0.011549,0.0053624,0.023275,0.020042,0.033915,0.034304,0.017176,-0.023242,0.00079867,0.009713,0.01665,-0.04366,-0.0015191,-0.0057188,0.029563,-0.036034,0.027484,0.0066321,-0.011368
"M1041.46T16.56",0.012711,-0.044938,0.032779,0.053558,0.02679,0.024776,0.033241,-0.015366,-0.044667,-0.065868,-0.029501,0.019548,0.035687,0.013283,-0.024737,-0.020668,-0.052674,-0.0022315,0.012269
"M1044.8T12.55",0.011703,0.01022,-0.0043625,0.015771,-0.095077,-0.027878,0.03701,-0.0099166,0.00079193,-0.020173,0.04328,-0.019993,0.003433,0.017607,-0.023328,0.013194,0.039548,-0.0035818,-0.0090218
"M1045.29T17.55",0.032928,-0.063596,-0.0126,0.035646,0.020344,-0.0026702,-0.016269,0.0049286,0.021703,0.013575,0.012762,-0.024779,-0.044786,-0.014557,-0.025457,-0.063545,-0.014215,0.0011251,-0.0015937
"M1045.29T12.55",0.0091555,-0.0059185,-0.052704,-0.018164,0.043305,-0.0036255,0.0037521,-0.022299,0.00418,-0.023497,-0.016517,0.035708,-0.0031151,0.010176,0.040374,0.018013,0.0097053,-0.0015339,0.021454
"M1045.79T17.56",0.012232,-0.046253,0.011485,0.011311,0.025067,0.0075525,-0.033321,-0.041225,0.035819,-0.038395,0.015838,0.027908,-0.02689,0.021737,-0.024009,-0.008438,0.053822,-0.0079382,0.017684
"M1046.78T18.56",0.044708,0.0052396,-0.0076238,-0.0089388,0.025321,0.038025,-0.0073257,0.019752,0.026256,0.0082608,0.021509,0.011974,-0.01725,0.0021231,0.014909,0.0387,0.0070514,0.012191,-0.015232
"M1046.79T11.73",0.012258,0.021764,0.0093756,0.038837,-0.0052075,-0.0048065,0.029772,0.016877,-0.0061446,-0.015912,-0.013756,-0.013866,-0.057242,-0.0011955,-0.029192,-0.026886,0.005538,-0.0023398,-0.0028404
"M1047.46T17.55",0.041191,-0.0071021,-0.027958,0.011494,-0.037842,0.030736,-0.0013861,-0.032977,-0.015125,-0.0099489,-0.010775,0.009324,0.011698,0.043217,-0.031531,-0.0019536,-0.041633,-0.0032043,0.0032772
"M1047.46T12.55",0.004939,0.0074568,0.02149,-0.012304,0.0064794,-0.052582,-0.056235,0.0030049,-0.012663,0.083583,0.038865,-0.038051,-0.056852,-0.040305,0.04376,-0.014801,0.0012322,0.0087783,-0.021469
"M1048.12T17.56",0.018288,0.010545,0.042602,0.046459,-0.012174,0.025968,0.024128,-0.00055286,-0.065385,0.061723,-0.016918,-0.045533,0.0054025,0.0016443,0.025792,-0.034065,-0.031704,-0.010139,0.015851
"M1048.79T12.55",-0.018859,0.0098316,0.044802,-0.024338,0.021153,-0.013435,-0.0086549,-0.026044,0.017483,0.057594,0.020164,-0.013731,-0.028468,0.013786,-0.050001,0.0097328,-0.0367,-0.0018932,0.01322
"M1048.79T17.56",0.005146,-0.053756,0.020602,0.055976,-0.017301,0.023748,0.032443,0.015728,-0.034379,0.047186,-0.067882,0.033314,0.014774,-0.039993,0.025444,-0.013439,0.053047,0.0029069,-0.012122
"M1049.11T13.55",-0.014199,-0.017711,0.027805,0.064553,-0.0091472,0.0062929,-0.066029,0.019963,-0.015359,-0.040227,0.012411,0.036356,0.0012498,0.0038882,0.026918,-0.0017675,0.022162,0.00028434,0.0072073
"M1049.79T17.57",0.047419,0.00081899,0.00018307,0.030014,0.0018985,0.006738,0.049004,0.025539,-0.014529,-0.036289,0.019881,0.0020377,-0.037893,0.052352,-0.0029293,-0.021584,0.01485,0.0019988,-0.0029302
"M1050.12T17.4",0.012799,-0.041348,0.013265,-0.027222,-0.011395,0.033832,-0.089563,0.011796,-0.0073512,0.01957,-0.00065162,-0.0062259,-0.014882,-0.038008,0.0064185,0.038876,0.041353,0.0022575,-0.0010027
"M1050.79T17.56",0.021064,-0.053387,0.048837,0.01777,0.010671,0.0049076,-0.046997,0.014935,-0.0059862,-0.0068693,0.015952,0.032576,0.006891,-0.018685,0.022804,-0.012917,-0.0034431,-0.0043292,0.0032881
"M1051.13T12.55",0.0050069,0.017755,0.058853,0.039963,0.045503,-0.04091,0.026389,0.017476,-0.014273,-0.041104,0.011653,-0.041281,0.0081216,-0.013638,-0.0046157,0.024113,-0.01464,0.0022743,0.00030192
"M1053.79T17.56",0.03359,0.015922,0.036919,0.0044839,0.032646,-0.0053541,-0.00078485,-0.013172,0.024249,-0.033295,0.027829,0.053333,-0.0036816,0.0047885,-0.04492,0.0040527,0.032414,-0.0072613,0.019496
"M1053.79T12.55",0.0035649,0.0054183,-0.022222,0.054831,0.0041006,0.017034,0.0123,-0.0059907,0.027266,0.00061456,-0.014168,-0.065219,0.044193,-0.014599,0.041972,-0.0045678,0.020049,0.0067399,-0.0060202
"M1054.79T17.56",0.02344,-0.038105,0.0532,-0.0073984,0.027698,0.0034226,0.020385,-0.029805,0.012334,-0.028146,-0.010102,-0.0065613,-0.05206,0.022019,-0.036791,0.019485,-0.0069418,-0.0087316,0.018374
"M1057.79T17.56",0.025957,-0.045955,0.026027,0.019629,0.025213,-0.0065593,0.041716,0.038017,0.029531,0.020121,0.0064322,-0.029044,-0.019947,-0.014186,0.005902,-0.016851,0.029603,0.0043813,-0.0037488
"M1057.79T12.54",-0.0049186,0.022082,-0.007231,0.026585,0.0054547,0.0059057,0.015126,0.025714,-0.012513,0.0028387,0.03242,0.060433,0.0021717,-0.0027628,0.010168,-0.051185,0.00023025,-0.00236,-0.0036031
"M1058.12T17.56",0.042354,0.014661,0.022251,0.019292,0.024039,0.048788,-0.019213,0.035597,-0.028387,0.011564,0.032936,-0.011737,0.020796,-0.019777,0.029424,0.032699,0.0038257,0.00057884,0.0083827
"M1058.13T12.55",-0.014093,0.0079099,0.053626,-0.006624,0.025426,-0.036324,0.010705,0.0078235,0.029597,0.04335,-0.030896,-0.0054856,0.0099702,0.063435,-0.027324,-0.024953,0.035603,0.005184,-0.00073192
"M1059.43T881.12",0.17693,0.1115,0.0018229,-0.040626,-0.019565,-0.056728,-0.047901,-0.014226,0.02588,4.4336e-05,0.0028546,-0.0090206,0.019091,0.034084,-0.0084429,-0.019637,-0.019369,-0.016931,0.030091
"M1060.79T17.56",0.02385,-0.053588,0.01632,0.0060057,0.018627,0.0080806,-0.040091,-0.031294,0.010015,-0.043059,-0.031444,-0.0019945,-0.015388,-0.011191,0.0020635,0.0027552,-0.027003,0.0015863,0.0049756
"M1061.13T13.54",-0.0014128,-0.0037621,0.0068138,-0.017155,-0.033844,-0.03854,0.026266,-0.03996,0.058672,0.082857,-0.00916,0.026709,0.0012649,-0.010868,0.050951,-0.052043,0.021568,0.0006402,-0.023616
"M1061.28T18.56",0.02048,-0.0077665,-0.016786,0.0043815,-0.043101,-0.0166,0.026631,-0.064574,0.0092449,0.0044348,0.035466,-0.030057,-0.03861,0.037792,0.022648,0.033515,0.0074326,-0.0074167,0.0094449
"M1061.46T12.54",-0.0046203,0.0052163,0.0044662,0.046115,0.068143,-0.032039,-0.023407,0.00046336,-0.057836,0.053609,-0.0048029,0.052076,0.0088242,0.016332,-0.031104,-0.0029008,0.013865,0.0070957,-0.0047186
"M1061.79T12.55",0.0046851,0.011746,-0.0071737,0.034872,0.001242,-0.010955,-0.04219,-0.032342,0.01439,0.0020419,-0.032541,0.00041877,-0.00077309,0.012823,-0.0043068,-0.021465,-0.094615,0.0053191,-0.0051832
"M1061.79T17.56",0.0071722,-0.063334,0.0080711,-0.019308,0.010468,-0.0074904,0.018272,-0.019746,0.051947,0.0024936,0.032159,-0.00031268,-0.028814,0.013467,0.001657,0.017446,0.03573,0.006442,-0.011014
"M1062.79T12.55",-0.018644,0.029607,0.035451,-0.019177,0.034654,-0.018286,0.0024294,-0.044453,-0.081923,0.0097072,0.021302,-0.022252,0.0041674,0.075183,0.027645,-0.0028023,-0.0013708,0.001381,0.014976
"M1063.78T17.56",0.018558,0.0011023,0.031762,-0.0081054,-0.0051318,0.029198,-0.052628,-0.001809,0.010316,0.020675,0.013973,0.054264,-0.026025,0.021915,-0.050446,-0.019428,-0.04134,0.0019246,-0.0032271
"M1063.79T12.55",-0.023249,-0.034574,0.064123,0.020884,0.042756,-0.031253,0.01166,-0.049473,0.036248,-0.056049,-0.0083884,-0.0084401,0.015078,0.0096383,0.012744,-0.0078137,0.015426,0.00063811,-0.006149
"M1064.47T13.55",0.0026767,0.020554,0.0031438,-0.0048572,-0.0040349,0.0091739,0.013542,-0.017492,0.048376,-0.0057838,-0.020418,0.040368,-0.00024599,0.011845,0.0083821,-0.04625,-0.049143,-0.00064882,-0.005831
"M1064.79T12.55",-0.00018982,0.034429,0.048698,0.027769,0.014835,0.024297,0.011996,-0.0078313,-0.020087,-0.037028,-0.0007014,0.030934,-0.021475,0.051389,0.018565,0.04261,-0.0039564,-0.002627,0.011609
"M1064.79T17.56",0.012472,-0.037363,0.06736,-0.0098629,0.0083351,-0.018863,0.0023216,-0.02085,0.022179,0.0066284,0.0027017,-0.0066536,-0.028759,-0.067198,-0.01974,-0.015531,0.0090342,0.0066048,-0.024549
"M1067.45T16.98",0.020452,-0.056254,0.0057998,0.0083365,-0.060129,-0.017161,0.033449,0.019846,0.0083066,0.0080286,0.011255,-0.012895,-0.019486,0.032946,-0.038585,-0.024457,-0.0098782,0.0034438,-0.01549
"M1068.29T16.56",0.025278,-0.060425,-0.0068069,-0.046087,0.0010355,0.03001,-0.034029,-0.042682,0.016223,-0.03498,0.024467,-0.0098429,0.016024,0.015666,0.019128,-0.031164,-0.005799,0.013745,-0.020834
"M1068.79T17.55",0.038908,-0.060279,-0.0023999,-0.0018478,-0.0485,-0.015076,0.018886,0.019312,0.0022665,-0.01975,0.017753,-0.020917,-0.015208,0.028428,0.0070711,0.011944,-0.0052768,-0.0021725,-0.00013307
"M1069.46T17.55",0.0014208,-0.052012,0.029494,0.012845,-0.0063772,-0.0039934,-0.018398,-0.0066058,-0.032898,-0.022247,0.00031905,-0.0086098,0.049717,-0.004633,-0.02592,0.00076583,-0.011612,-0.00028346,0.0081027
"M1069.79T17.56",0.030334,-0.060985,0.0046561,0.0098917,0.0036383,0.0038466,0.007853,-0.0076405,0.02923,-0.0082589,0.010032,-0.017688,-0.0088145,0.028067,0.015627,-0.016124,0.018145,0.0019745,0.0056793
"M1069.8T12.54",0.0069708,0.0060063,-0.035724,0.026476,0.0031108,-0.0086036,-0.04462,0.024286,-0.017475,0.022168,0.010744,-0.0014864,-0.011496,-0.041817,-0.0012119,0.022207,0.0081181,-0.0017356,0.0030346
"M1070.12T17.56",0.04662,-0.0065709,-0.017659,0.0082178,-0.089075,0.057453,-0.011165,0.021671,0.013971,-0.04071,-0.013259,0.031675,0.0079356,0.025666,0.0051688,0.003527,-0.021516,0.012194,-0.021899
"M1070.29T12.55",-0.01181,0.0067534,0.015867,0.0012994,0.021057,0.050723,-0.1036,-0.024172,-0.0093633,-0.025255,0.0013734,0.02479,0.022081,0.020284,-0.0073734,0.014319,0.017809,0.002451,0.01131
"M1070.78T17.56",0.036953,0.011183,0.01339,0.026338,-0.00011976,0.047671,-0.0055303,0.0073293,0.054433,0.061237,0.0086094,-0.02236,-0.0051381,-0.017179,-0.028844,-0.0093892,-0.011611,0.0063907,-0.011358
"M1071.78T17.56",0.038344,0.005006,0.031891,-0.016744,-0.034403,0.02202,0.036109,0.016889,0.053286,-0.028993,0.032328,0.0059602,0.02001,0.022775,-0.042791,-0.031798,-0.029359,-0.0020297,-0.008267
"M1072.78T17.56",0.031167,-0.010495,0.01423,-0.0023733,0.015275,0.03684,-0.028013,-0.023423,-0.026493,0.0076884,-0.020236,0.016413,-0.012631,0.043672,0.0087376,-0.019801,-0.0075225,-0.0093967,0.022572
