"",F.stat,p.value,-log10(p),FDR
M806.333T872.624,5.8445,0.0064456,2.1907,0.28372
M811.341T843.183,5.829,0.0065127,2.1862,0.28372
M557.468T1423.166,5.8131,0.0065822,2.1816,0.28372
M511.168T833.583,5.8064,0.0066117,2.1797,0.28372
M832.307T992.353,5.7807,0.0067262,2.1722,0.28372
M639.424T1423.012,5.7576,0.006831,2.1655,0.28372
M646.455T1423.013,5.7397,0.0069137,2.1603,0.28372
M809.342T975.822,5.7174,0.0070183,2.1538,0.28372
M1070.417T942.609,5.6974,0.0071134,2.1479,0.28372
M353.341T1488.518,5.689,0.0071541,2.1454,0.28372
M649.479T1423.325,5.6588,0.0073016,2.1366,0.28372
M1002.386T959.199,5.6337,0.0074271,2.1292,0.28372
M984.382T940.951,5.6251,0.0074706,2.1266,0.28372
M827.318T827.274,5.5822,0.0076925,2.1139,0.28372
M904.347T942.609,5.5564,0.0078295,2.1063,0.28372
M875.33T866.333,5.5513,0.0078568,2.1048,0.28372
M662.261T828.514,5.5432,0.0079005,2.1023,0.28372
M969.398T948.9,5.5323,0.0079599,2.0991,0.28372
M1038.388T940.951,5.5294,0.0079756,2.0982,0.28372
M648.466T1423.012,5.5281,0.0079826,2.0979,0.28372
M974.38T936.403,5.5112,0.008076,2.0928,0.28372
M835.333T951.54,5.504,0.0081161,2.0907,0.28372
M827.326T866.333,5.5024,0.0081252,2.0902,0.28372
M449.365T1540.699,5.488,0.0082058,2.0859,0.28372
M624.436T1440.08,5.4704,0.0083065,2.0806,0.28372
M507.173T926.047,5.467,0.0083261,2.0796,0.28372
M801.479T1239.153,5.4195,0.0086042,2.0653,0.28372
M904.333T924.482,5.4072,0.0086783,2.0616,0.28372
M806.336T927.31,5.3913,0.0087747,2.0568,0.28372
M809.345T941.458,5.38,0.0088437,2.0534,0.28372
M744.276T1008.897,5.3797,0.0088458,2.0533,0.28372
M875.328T942.609,5.3687,0.008914,2.0499,0.28372
M621.422T1439.586,5.3674,0.0089222,2.0495,0.28372
M809.346T827.274,5.3486,0.0090403,2.0438,0.28372
M650.482T1423.013,5.2672,0.0095716,2.019,0.29075
M921.335T902.791,5.1846,0.010148,1.9936,0.29075
M705.258T877.183,5.1645,0.010294,1.9874,0.29075
M825.34T905.493,5.1348,0.010515,1.9782,0.29075
M668.509T1456.373,5.1053,0.010739,1.969,0.29075
M621.419T1456.849,5.0666,0.011043,1.9569,0.29075
M972.391T940.951,5.0501,0.011175,1.9518,0.29075
M990.367T843.183,5.0425,0.011236,1.9494,0.29075
M898.349T936.403,5.0398,0.011258,1.9486,0.29075
M849.325T990.311,5.0132,0.011477,1.9402,0.29075
M852.321T857.905,4.9833,0.011728,1.9308,0.29075
M798.333T1001.921,4.9799,0.011757,1.9297,0.29075
M875.326T913.799,4.9786,0.011769,1.9293,0.29075
M567.431T1440.116,4.9758,0.011793,1.9284,0.29075
M895.359T935.639,4.9424,0.012082,1.9179,0.29075
M809.345T958.024,4.9285,0.012206,1.9134,0.29075
M822.841T1023.188,4.9222,0.012262,1.9114,0.29075
M827.321T940.951,4.9153,0.012324,1.9092,0.29075
M919.314T784.45,4.9104,0.012369,1.9077,0.29075
M664.46T1406.422,4.8931,0.012526,1.9022,0.29075
M633.478T1401.37,4.8658,0.01278,1.8935,0.29075
M806.333T841.952,4.8585,0.012848,1.8912,0.29075
M1095.412T857.905,4.8443,0.012984,1.8866,0.29075
M423.148T959.199,4.8321,0.013101,1.8827,0.29075
M423.145T941.689,4.8137,0.01328,1.8768,0.29075
M455.314T1423.012,4.809,0.013326,1.8753,0.29075
M481.203T929.492,4.8058,0.013358,1.8743,0.29075
M704.261T784.45,4.7926,0.01349,1.87,0.29075
M1023.385T959.199,4.7918,0.013498,1.8697,0.29075
M986.389T942.609,4.7716,0.013701,1.8632,0.29075
M402.157T908.195,4.765,0.013769,1.8611,0.29075
M955.379T843.183,4.757,0.013851,1.8585,0.29075
M798.336T1042.058,4.721,0.014228,1.8469,0.29075
M819.302T866.333,4.7208,0.01423,1.8468,0.29075
M603.415T1456.538,4.675,0.014726,1.8319,0.29075
M519.225T1025.439,4.6714,0.014766,1.8307,0.29075
M833.319T926.75,4.6632,0.014857,1.8281,0.29075
M985.395T851.401,4.6556,0.014943,1.8256,0.29075
M857.33T957.42,4.6512,0.014992,1.8241,0.29075
M734.269T909.479,4.6397,0.015123,1.8204,0.29075
M1037.391T940.951,4.6377,0.015145,1.8197,0.29075
M895.336T836.496,4.624,0.015302,1.8152,0.29075
M905.364T942.609,4.6216,0.01533,1.8145,0.29075
M833.315T843.183,4.6121,0.015441,1.8113,0.29075
M846.32T843.183,4.5959,0.015631,1.806,0.29075
M955.384T902.791,4.5948,0.015644,1.8056,0.29075
M668.506T1440.08,4.5879,0.015726,1.8034,0.29075
M847.317T919.58,4.5868,0.01574,1.803,0.29075
M806.333T896.321,4.5466,0.016227,1.7897,0.29075
M438.146T926.75,4.5017,0.016793,1.7749,0.29075
M819.303T925.437,4.4993,0.016823,1.7741,0.29075
M835.332T872.624,4.494,0.016891,1.7723,0.29075
M787.311T955.77,4.4828,0.017038,1.7686,0.29075
M447.159T891.807,4.4528,0.017434,1.7586,0.29075
M498.187T898.1,4.437,0.017648,1.7533,0.29075
M947.38T990.311,4.4358,0.017664,1.7529,0.29075
M664.462T1368.515,4.4319,0.017716,1.7516,0.29075
M903.354T957.42,4.4319,0.017717,1.7516,0.29075
M939.375T959.199,4.4043,0.018099,1.7424,0.29075
M511.168T847.893,4.4038,0.018105,1.7422,0.29075
M789.329T927.31,4.3894,0.018308,1.7374,0.29075
M981.368T857.905,4.389,0.018314,1.7372,0.29075
M618.492T1624.789,4.3765,0.018492,1.733,0.29075
M668.492T1305.416,4.363,0.018688,1.7284,0.29075
M850.319T935.639,4.3492,0.018889,1.7238,0.29075
M725.552T1574.274,4.3445,0.018958,1.7222,0.29075
M734.266T813.875,4.3257,0.019238,1.7158,0.29075
M1005.378T843.183,4.3144,0.019408,1.712,0.29075
M849.314T843.183,4.3102,0.019472,1.7106,0.29075
M700.272T813.875,4.3083,0.019501,1.71,0.29075
M639.422T1384.421,4.2798,0.01994,1.7003,0.29075
M878.337T941.124,4.279,0.019953,1.7,0.29075
M897.335T957.42,4.265,0.020173,1.6952,0.29075
M555.451T1436.867,4.2628,0.020209,1.6945,0.29075
M637.415T1439.736,4.26,0.020253,1.6935,0.29075
M988.382T919.58,4.2581,0.020284,1.6929,0.29075
M822.328T902.328,4.2552,0.020329,1.6919,0.29075
M990.389T957.42,4.2408,0.02056,1.687,0.29075
M908.359T973.898,4.2398,0.020577,1.6866,0.29075
M513.176T893.689,4.2346,0.020662,1.6848,0.29075
M594.498T1557.26,4.2229,0.020853,1.6808,0.29075
M935.358T959.199,4.2133,0.021012,1.6775,0.29075
M661.445T1228.528,4.212,0.021033,1.6771,0.29075
M947.375T872.624,4.2109,0.021052,1.6767,0.29075
M956.379T959.199,4.2108,0.021054,1.6767,0.29075
M670.528T1488.279,4.2074,0.02111,1.6755,0.29075
M695.451T1225.817,4.1842,0.021501,1.6676,0.29075
M779.29T843.183,4.1793,0.021585,1.6658,0.29075
M1001.365T875.234,4.1661,0.021811,1.6613,0.29075
M949.356T902.335,4.166,0.021814,1.6613,0.29075
M637.411T1406.122,4.1607,0.021905,1.6595,0.29075
M898.344T887.472,4.1349,0.02236,1.6505,0.29075
M425.15T917.809,4.131,0.022429,1.6492,0.29075
M822.329T941.141,4.1261,0.022516,1.6475,0.29075
M793.328T942.609,4.1258,0.022522,1.6474,0.29075
M798.337T946.991,4.1147,0.022722,1.6435,0.29075
M991.383T954.894,4.1074,0.022856,1.641,0.29075
M623.426T1405.986,4.0971,0.023045,1.6374,0.29075
M862.322T959.199,4.0933,0.023116,1.6361,0.29075
M566.199T909.479,4.0901,0.023175,1.635,0.29075
M621.422T1335.803,4.0853,0.023263,1.6333,0.29075
M664.461T1422.743,4.0729,0.023496,1.629,0.29075
M1018.384T812.644,4.0722,0.02351,1.6288,0.29075
M883.336T936.403,4.0695,0.023559,1.6278,0.29075
M555.456T1423.317,4.0581,0.023778,1.6238,0.29075
M833.305T975.822,4.0562,0.023813,1.6232,0.29075
M660.517T1423.005,4.0554,0.023829,1.6229,0.29075
M471.218T918.479,4.0306,0.02431,1.6142,0.29075
M936.359T886.012,4.0204,0.02451,1.6107,0.29075
M1025.558T1119.866,4.0171,0.024575,1.6095,0.29075
M673.587T1576.856,4.0155,0.024606,1.609,0.29075
M804.315T943.327,4.0123,0.02467,1.6078,0.29075
M874.349T992.353,4.0123,0.024671,1.6078,0.29075
M889.348T1006.792,4.0096,0.024725,1.6069,0.29075
M603.41T1440.081,4.0073,0.02477,1.6061,0.29075
M907.344T940.951,4.0024,0.024869,1.6043,0.29075
M861.313T812.644,3.9955,0.025008,1.6019,0.29075
M894.333T843.183,3.9889,0.025143,1.5996,0.29075
M603.424T1440.046,3.9874,0.025172,1.5991,0.29075
M914.341T957.42,3.9713,0.025503,1.5934,0.29075
M538.212T908.195,3.9704,0.025522,1.5931,0.29075
M471.317T1423.334,3.9699,0.025532,1.5929,0.29075
M970.4T881.272,3.9697,0.025537,1.5928,0.29075
M907.342T857.905,3.955,0.025843,1.5877,0.29075
M327.177T1330.308,3.952,0.025905,1.5866,0.29075
M833.318T940.951,3.9392,0.026179,1.5821,0.29075
M885.332T901.88,3.9322,0.026328,1.5796,0.29075
M805.331T872.624,3.9295,0.026386,1.5786,0.29075
M564.206T918.312,3.9238,0.026509,1.5766,0.29075
M855.342T925.437,3.9201,0.02659,1.5753,0.29075
M555.447T1456.772,3.9104,0.0268,1.5719,0.29075
M984.375T812.644,3.9075,0.026863,1.5709,0.29075
M885.34T952.01,3.9019,0.026987,1.5688,0.29075
M817.32T1025.439,3.8926,0.027193,1.5655,0.29075
M847.319T941.78,3.8925,0.027196,1.5655,0.29075
M861.315T941.124,3.8922,0.027202,1.5654,0.29075
M593.49T1539.529,3.8883,0.027288,1.564,0.29075
M967.385T975.822,3.8863,0.027333,1.5633,0.29075
M961.369T857.905,3.8823,0.027424,1.5619,0.29075
M436.428T1590.788,3.8718,0.02766,1.5581,0.29075
M593.49T1490.213,3.8617,0.02789,1.5545,0.29075
M973.671T1456.538,3.8591,0.02795,1.5536,0.29075
M298.885T1775.701,3.8581,0.027973,1.5533,0.29075
M917.354T941.124,3.8557,0.028029,1.5524,0.29075
M637.412T1422.711,3.8543,0.02806,1.5519,0.29075
M989.369T828.514,3.8533,0.028084,1.5515,0.29075
M701.265T828.514,3.8532,0.028086,1.5515,0.29075
M979.612T1358.969,3.848,0.028208,1.5496,0.29075
M505.179T828.514,3.8419,0.02835,1.5475,0.29075
M447.25T1372.484,3.8344,0.028525,1.5448,0.29075
M1023.387T857.905,3.8301,0.028627,1.5432,0.29075
M770.29T919.58,3.8284,0.028666,1.5426,0.29075
M753.276T940.951,3.8262,0.028718,1.5418,0.29075
M433.151T843.183,3.8224,0.028809,1.5405,0.29075
M890.353T1023.188,3.814,0.02901,1.5374,0.2915
M963.375T943.327,3.8059,0.029205,1.5345,0.29218
M1070.408T957.42,3.7996,0.029358,1.5323,0.29243
M713.458T1120.063,3.7877,0.029647,1.528,0.29362
M566.215T813.875,3.7778,0.029891,1.5245,0.29362
M808.349T959.178,3.7724,0.030027,1.5225,0.29362
M785.299T924.482,3.7706,0.03007,1.5219,0.29362
M942.381T940.951,3.7607,0.03032,1.5183,0.29362
M1002.908T1006.792,3.7585,0.030376,1.5175,0.29362
M894.338T940.951,3.7537,0.030496,1.5158,0.29362
M787.312T881.272,3.7535,0.030502,1.5157,0.29362
M594.494T1539.529,3.7425,0.030783,1.5117,0.29508
M698.269T891.807,3.7311,0.031077,1.5076,0.29557
M593.485T1401.37,3.7305,0.031092,1.5074,0.29557
M1000.38T828.514,3.7249,0.031238,1.5053,0.29573
M960.389T959.199,3.7138,0.031528,1.5013,0.29638
M973.381T919.58,3.7124,0.031565,1.5008,0.29638
M734.268T924.482,3.7004,0.031884,1.4964,0.29781
M711.444T1322.388,3.6969,0.031978,1.4951,0.29781
M997.379T940.951,3.6849,0.0323,1.4908,0.29853
M555.454T1439.586,3.6828,0.032357,1.49,0.29853
M237.94T1826.038,3.6772,0.032511,1.488,0.29853
M869.334T919.017,3.6702,0.032701,1.4854,0.29853
M837.332T895.326,3.6684,0.032751,1.4848,0.29853
M654.247T924.482,3.6616,0.032939,1.4823,0.29853
M899.333T857.905,3.6606,0.032968,1.4819,0.29853
M699.264T863.447,3.6511,0.033231,1.4785,0.29973
M679.449T1212.039,3.6379,0.033603,1.4736,0.30153
M979.319T755.275,3.6255,0.033958,1.4691,0.30153
M512.175T909.479,3.6246,0.033982,1.4688,0.30153
M666.233T924.482,3.6241,0.033997,1.4686,0.30153
M1132.44T940.951,3.6199,0.034116,1.467,0.30153
M503.18T942.609,3.6163,0.03422,1.4657,0.30153
M574.468T1330.445,3.6062,0.034514,1.462,0.30276
M950.358T940.951,3.5971,0.034781,1.4587,0.30276
M879.863T1006.792,3.5929,0.034906,1.4571,0.30276
M565.21T891.79,3.5881,0.035049,1.4553,0.30276
M975.373T872.624,3.5845,0.035156,1.454,0.30276
M427.172T904.493,3.5798,0.035295,1.4523,0.30276
M973.388T942.139,3.5785,0.035336,1.4518,0.30276
M521.363T1439.751,3.5757,0.035419,1.4508,0.30276
M855.334T832.505,3.5678,0.035658,1.4478,0.30276
M757.24T725.919,3.5643,0.035765,1.4465,0.30276
M850.324T910.27,3.5627,0.035813,1.446,0.30276
M936.366T908.195,3.5343,0.03669,1.4355,0.30903
M564.208T942.149,3.5252,0.036975,1.4321,0.31029
M634.244T942.609,3.512,0.037396,1.4272,0.31268
M455.319T1542.988,3.496,0.037911,1.4212,0.31583
M1013.365T908.018,3.4801,0.038431,1.4153,0.31901
M439.317T1401.37,3.4694,0.038788,1.4113,0.31907
M713.457T1306.323,3.4673,0.038857,1.4105,0.31907
M871.347T798.136,3.4598,0.03911,1.4077,0.31907
M832.325T857.905,3.4567,0.039215,1.4066,0.31907
M811.324T926.047,3.4539,0.03931,1.4055,0.31907
M1031.387T924.482,3.4531,0.039335,1.4052,0.31907
M896.342T959.199,3.4474,0.039529,1.4031,0.31907
M613.48T1389.147,3.4368,0.039894,1.3991,0.31907
M439.315T1490.286,3.4356,0.039934,1.3987,0.31907
M937.361T940.951,3.4338,0.039996,1.398,0.31907
M951.367T943.327,3.426,0.040267,1.395,0.31907
M1001.706T1624.867,3.4258,0.040272,1.395,0.31907
M821.327T902.328,3.4228,0.040378,1.3939,0.31907
M818.274T858.699,3.4225,0.040389,1.3937,0.31907
M1054.431T975.822,3.4166,0.040596,1.3915,0.31939
M592.477T1456.705,3.41,0.040828,1.389,0.31939
M1033.405T908.018,3.404,0.041041,1.3868,0.31939
M933.368T973.898,3.403,0.041074,1.3864,0.31939
M1051.398T857.905,3.4016,0.041127,1.3859,0.31939
M508.198T891.652,3.3886,0.041594,1.381,0.32153
M593.489T1431.043,3.3861,0.041683,1.38,0.32153
M1014.372T940.951,3.3777,0.041988,1.3769,0.3228
M866.86T1039.673,3.37,0.042271,1.374,0.32335
M816.307T940.951,3.3612,0.042594,1.3707,0.32335
M670.245T959.199,3.3591,0.042671,1.3699,0.32335
M905.343T902.791,3.3586,0.042693,1.3696,0.32335
M814.33T1025.439,3.3517,0.042948,1.3671,0.32335
M888.347T872.624,3.3491,0.043045,1.3661,0.32335
M923.356T940.951,3.3463,0.043153,1.365,0.32335
M209.153T884.787,3.3453,0.043188,1.3646,0.32335
M592.477T1439.652,3.3218,0.044087,1.3557,0.32798
M993.379T943.327,3.3181,0.044228,1.3543,0.32798
M1087.424T940.951,3.3171,0.044268,1.3539,0.32798
M873.342T973.898,3.3078,0.044629,1.3504,0.32798
M471.315T1439.847,3.3073,0.04465,1.3502,0.32798
M985.385T959.199,3.3067,0.044671,1.35,0.32798
M867.357T1023.188,3.3025,0.044836,1.3484,0.32798
M631.469T1456.902,3.2996,0.044953,1.3472,0.32798
M1147.442T940.951,3.2827,0.045623,1.3408,0.33018
M503.174T828.514,3.2777,0.045823,1.3389,0.33018
M689.269T924.637,3.2738,0.045981,1.3374,0.33018
M995.371T941.78,3.2733,0.046,1.3372,0.33018
M547.402T1437.709,3.2718,0.046064,1.3366,0.33018
M836.312T942.609,3.2704,0.046119,1.3361,0.33018
M871.337T832.505,3.2559,0.046712,1.3306,0.33182
M593.49T1557.453,3.254,0.04679,1.3298,0.33182
M589.459T1264.044,3.242,0.04729,1.3252,0.33182
M652.249T924.637,3.2341,0.047622,1.3222,0.33182
M433.152T909.874,3.2299,0.047797,1.3206,0.33182
M1121.44T843.183,3.2261,0.047958,1.3191,0.33182
M820.314T857.905,3.2164,0.048371,1.3154,0.33182
M403.243T1438.94,3.2159,0.048393,1.3152,0.33182
M824.341T924.482,3.1956,0.049273,1.3074,0.33182
M551.201T893.689,3.1944,0.049327,1.3069,0.33182
M893.342T812.644,3.1899,0.049523,1.3052,0.33182
M500.359T1492.083,3.1873,0.049637,1.3042,0.33182
M719.539T1371.072,3.1867,0.049662,1.304,0.33182
M646.454T1406.122,3.1854,0.049719,1.3035,0.33182
M473.199T864.231,3.1853,0.049726,1.3034,0.33182
M715.234T828.282,3.1826,0.049844,1.3024,0.33182
M697.239T908.018,3.1763,0.050125,1.2999,0.33182
M840.568T1356.47,3.168,0.050498,1.2967,0.33182
M622.422T1352.626,3.1678,0.050506,1.2967,0.33182
M787.311T857.905,3.1677,0.050511,1.2966,0.33182
M549.424T1473.203,3.1659,0.050594,1.2959,0.33182
M968.365T917.809,3.1638,0.050685,1.2951,0.33182
M985.395T812.644,3.161,0.050813,1.294,0.33182
M768.289T941.124,3.1605,0.050835,1.2938,0.33182
M573.209T836.496,3.1572,0.050984,1.2926,0.33182
M515.185T908.801,3.1544,0.051115,1.2915,0.33182
M903.341T917.809,3.1525,0.051198,1.2907,0.33182
M818.318T990.311,3.152,0.051225,1.2905,0.33182
M650.482T1439.948,3.151,0.05127,1.2901,0.33182
M930.353T957.42,3.1503,0.051301,1.2899,0.33182
M438.219T1156.388,3.1485,0.051385,1.2892,0.33182
M673.286T985.123,3.147,0.051451,1.2886,0.33182
M987.384T843.183,3.1436,0.051609,1.2873,0.33182
M909.343T957.42,3.1421,0.051678,1.2867,0.33182
M647.463T1423.013,3.1397,0.05179,1.2858,0.33182
M513.174T813.875,3.1372,0.051903,1.2848,0.33182
M840.333T885.833,3.1368,0.051923,1.2846,0.33182
M884.32T942.609,3.1344,0.052037,1.2837,0.33182
M659.418T1406.262,3.1322,0.052136,1.2829,0.33182
M813.332T1056.081,3.1321,0.052141,1.2828,0.33182
M899.349T990.311,3.1247,0.052486,1.28,0.33195
M958.387T951.54,3.1154,0.052929,1.2763,0.33195
M632.473T1456.772,3.1145,0.052971,1.276,0.33195
M395.288T1490.071,3.1092,0.053223,1.2739,0.33195
M438.207T1136.982,3.1039,0.053476,1.2718,0.33195
M340.355T1382.768,3.1009,0.053619,1.2707,0.33195
M386.164T943.456,3.1009,0.053621,1.2707,0.33195
M660.514T1439.78,3.1006,0.053634,1.2706,0.33195
M893.333T828.514,3.0998,0.053675,1.2702,0.33195
M549.424T1386.472,3.0967,0.053824,1.269,0.33195
M577.494T1463.866,3.0956,0.053879,1.2686,0.33195
M937.358T812.644,3.0951,0.053901,1.2684,0.33195
M565.403T1389.183,3.0857,0.054359,1.2647,0.33376
M565.421T1295.888,3.0831,0.054485,1.2637,0.33376
M936.367T941.78,3.0711,0.055077,1.259,0.33421
M438.151T843.183,3.0678,0.055242,1.2577,0.33421
M878.848T990.311,3.0651,0.055374,1.2567,0.33421
M495.181T880.56,3.0584,0.055713,1.254,0.33421
M689.277T943.472,3.0579,0.055735,1.2539,0.33421
M795.328T924.482,3.0524,0.056015,1.2517,0.33421
M958.38T975.822,3.0459,0.056344,1.2492,0.33421
M565.397T1373.252,3.0457,0.056353,1.2491,0.33421
M873.355T919.58,3.0431,0.05649,1.248,0.33421
M1049.412T957.42,3.0429,0.0565,1.248,0.33421
M901.307T872.2,3.038,0.056748,1.246,0.33421
M919.363T957.42,3.0363,0.056834,1.2454,0.33421
M659.432T1373.551,3.0348,0.056915,1.2448,0.33421
M1077.418T843.183,3.0325,0.057033,1.2439,0.33421
M259.067T312.641,3.0297,0.057175,1.2428,0.33421
M537.339T1273.741,3.0273,0.0573,1.2418,0.33421
M917.581T1308.231,3.0245,0.057446,1.2407,0.33421
M789.34T911.399,3.0238,0.057485,1.2404,0.33421
M455.152T813.875,3.0213,0.057611,1.2395,0.33421
M902.349T917.809,3.0212,0.057618,1.2394,0.33421
M574.213T908.018,3.0209,0.057637,1.2393,0.33421
M706.253T891.652,3.0183,0.05777,1.2383,0.33421
M608.277T903.94,3.0156,0.057914,1.2372,0.33421
M511.167T891.652,3.0038,0.058535,1.2326,0.3357
M646.461T1352.771,3.0035,0.058553,1.2325,0.3357
M795.538T1390.404,3.0023,0.058613,1.232,0.3357
M697.259T909.874,2.9995,0.058766,1.2309,0.33574
M700.27T900.968,2.9918,0.059176,1.2279,0.33725
M900.341T957.42,2.9878,0.059391,1.2263,0.33763
M1005.382T812.644,2.98,0.059817,1.2232,0.3383
M807.348T918.929,2.9789,0.059875,1.2228,0.3383
M574.21T828.514,2.9763,0.060021,1.2217,0.3383
M711.445T1221.644,2.9748,0.0601,1.2211,0.3383
M701.542T1438.11,2.9694,0.060395,1.219,0.33913
M867.338T941.124,2.9599,0.060921,1.2152,0.34012
M999.386T843.183,2.9596,0.060941,1.2151,0.34012
M427.165T783.656,2.9536,0.061274,1.2127,0.34012
M646.453T1439.754,2.9523,0.061345,1.2122,0.34012
M661.446T1372.452,2.952,0.061363,1.2121,0.34012
M571.365T1456.373,2.95,0.061476,1.2113,0.34012
M688.545T1335.803,2.9476,0.06161,1.2103,0.34012
M920.344T942.609,2.941,0.061984,1.2077,0.34105
M605.218T850.472,2.9394,0.062078,1.2071,0.34105
M795.538T1365.583,2.9345,0.062355,1.2051,0.34174
M1115.431T857.905,2.9308,0.062564,1.2037,0.34174
M886.334T992.353,2.9294,0.062649,1.2031,0.34174
M837.318T945.789,2.9249,0.062908,1.2013,0.34233
M927.368T919.58,2.9196,0.063215,1.1992,0.34319
M838.304T872.624,2.9044,0.064102,1.1931,0.34718
M1097.404T942.609,2.8985,0.064449,1.1908,0.34735
M803.312T872.624,2.8957,0.064614,1.1897,0.34735
M803.313T918.862,2.8925,0.064804,1.1884,0.34735
M651.516T1408.532,2.8925,0.064805,1.1884,0.34735
M591.474T1402.346,2.8901,0.06495,1.1874,0.34735
M993.368T827.274,2.8885,0.065043,1.1868,0.34735
M698.241T891.652,2.886,0.065196,1.1858,0.34736
M402.158T851.401,2.8799,0.065562,1.1833,0.3485
M677.441T1317.16,2.8724,0.066018,1.1803,0.34869
M873.333T828.514,2.8708,0.066117,1.1797,0.34869
M977.7T1446.028,2.8688,0.066234,1.1789,0.34869
M798.839T1023.188,2.864,0.066529,1.177,0.34869
M595.491T1621.712,2.8605,0.066744,1.1756,0.34869
M819.312T959.199,2.8589,0.066847,1.1749,0.34869
M655.418T1389.36,2.8588,0.066853,1.1749,0.34869
M948.363T924.637,2.8579,0.066907,1.1745,0.34869
M461.356T1493.495,2.8569,0.066968,1.1741,0.34869
M1051.394T940.951,2.8519,0.067282,1.1721,0.34908
M718.279T900.968,2.8508,0.067348,1.1717,0.34908
M828.315T926.75,2.8408,0.067974,1.1677,0.3505
M865.306T813.875,2.8406,0.067988,1.1676,0.3505
M488.187T973.898,2.8391,0.06808,1.167,0.3505
M571.362T1440.098,2.8257,0.06893,1.1616,0.35393
M901.354T973.898,2.8238,0.069055,1.1608,0.35393
M973.378T827.274,2.8173,0.06947,1.1582,0.35526
M996.384T957.42,2.8116,0.069839,1.1559,0.35623
M866.357T1023.188,2.8096,0.069971,1.1551,0.35623
M695.447T1189.727,2.8035,0.070365,1.1526,0.35669
M770.485T1321.424,2.8018,0.070476,1.152,0.35669
M690.262T910.27,2.8001,0.070592,1.1512,0.35669
M305.242T1373.292,2.7878,0.071402,1.1463,0.35669
M841.33T990.311,2.7861,0.071517,1.1456,0.35669
M682.262T843.183,2.7857,0.071541,1.1454,0.35669
M867.589T1591.283,2.7845,0.071624,1.1449,0.35669
M403.244T1423.342,2.7741,0.07232,1.1407,0.35669
M640.557T1608.472,2.7734,0.072366,1.1405,0.35669
M565.417T1439.955,2.7734,0.072368,1.1405,0.35669
M608.267T945.789,2.7729,0.072406,1.1402,0.35669
M889.305T842.452,2.7708,0.072546,1.1394,0.35669
M906.342T957.42,2.7702,0.072584,1.1392,0.35669
M420.286T1339.593,2.7699,0.072607,1.139,0.35669
M557.203T893.494,2.7691,0.07266,1.1387,0.35669
M630.465T1474.173,2.7684,0.072705,1.1384,0.35669
M870.334T843.183,2.7667,0.072821,1.1377,0.35669
M565.41T1416.7,2.7642,0.07299,1.1367,0.35669
M327.176T1435.338,2.7622,0.07313,1.1359,0.35669
M699.455T1253.346,2.7605,0.073245,1.1352,0.35669
M789.338T992.058,2.7593,0.07333,1.1347,0.35669
M949.361T934.647,2.7557,0.073578,1.1333,0.3567
M351.184T1174.288,2.7547,0.073644,1.1329,0.3567
M1085.421T973.898,2.7461,0.074242,1.1294,0.3582
M617.489T1624.961,2.7457,0.074266,1.1292,0.3582
