"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6"
"M795.198T1006.041",1.0746,1.526,1.5376,1.5389,1.5389,1.5389
"M427.124T881.088",1.0743,1.0037,0.99779,0.99744,0.99744,0.99744
"M471.152T726.342",1.074,1.0032,1.0074,1.007,1.007,1.007
"M867.206T809.129",1.0721,1.171,1.1676,1.1677,1.1677,1.1677
"M769.419T945.253",1.0721,1.0454,1.0371,1.0368,1.0368,1.0368
"M1106.454T890.453",1.0719,1.0007,0.99351,0.99314,0.99314,0.99314
"M559.276T958.275",1.0716,1.0612,1.0539,1.0537,1.0537,1.0537
"M1087.412T876.684",1.0708,1.0162,1.0085,1.0085,1.0085,1.0085
"M1323.606T888.291",1.0708,1.0002,1.0105,1.0101,1.0101,1.0101
"M359.123T830.487",1.0701,0.9993,1.0128,1.0125,1.0125,1.0125
"M1125.418T877.844",1.0696,1.0103,1.0332,1.0331,1.0331,1.0331
"M1363.57T899.951",1.0688,0.99919,1.0108,1.0105,1.0105,1.0105
"M1005.392T917.562",1.0684,0.99742,0.99074,0.99043,0.99043,0.99043
"M871.351T913.248",1.0684,0.99729,0.98972,0.98939,0.98939,0.98939
"M937.388T970.431",1.0683,1.0098,1.0031,1.0031,1.0031,1.0031
"M799.191T949.166",1.0673,0.99644,0.99912,0.99896,0.99895,0.99895
"M437.044T765.875",1.0672,1.0099,1.0038,1.0036,1.0036,1.0036
"M225.002T107.866",1.0672,0.99869,0.99613,0.99607,0.99607,0.99607
"M609.153T789.212",1.0658,0.99976,0.99186,0.99152,0.99151,0.99151
"M339.058T415.891",1.0656,0.99853,1.0386,1.0385,1.0385,1.0385
"M353.181T807.324",1.0653,1.0255,1.0248,1.0245,1.0245,1.0245
"M630.879T67.545",1.0648,1.0385,1.0422,1.0422,1.0422,1.0422
"M656.833T67.115",1.0636,1.024,1.0175,1.0171,1.0171,1.0171
"M507.209T930.4",1.0633,1.033,1.0315,1.0313,1.0313,1.0313
"M501.195T803.697",1.0626,1.016,1.0201,1.0203,1.0203,1.0203
"M1007.373T920.82",1.0624,1.0359,1.0304,1.0301,1.0301,1.0301
"M811.459T986.188",1.0621,1.0547,1.0755,1.0754,1.0754,1.0754
"M615.195T761.983",1.0615,1.0859,1.0773,1.0769,1.0769,1.0769
"M353.228T471.773",1.0607,1.0393,1.0469,1.0467,1.0467,1.0467
"M664.226T813.714",1.0597,0.99124,0.98406,0.98458,0.98458,0.98458
"M555.158T835.854",1.0596,1.0205,1.0178,1.0176,1.0176,1.0176
"M1103.384T928.554",1.0595,0.99519,0.99805,0.99782,0.99782,0.99782
"M723.112T851.461",1.0592,0.98869,0.98809,0.98819,0.98819,0.98819
"M549.174T847.493",1.0591,0.99205,0.98422,0.98389,0.98389,0.98389
"M395.189T761.387",1.0583,0.98953,0.98356,0.9835,0.9835,0.9835
"M475.146T746.942",1.0568,1.0195,1.0118,1.0116,1.0116,1.0116
"M507.151T845.473",1.0562,0.99178,0.98742,0.98708,0.98708,0.98708
"M789.663T1119.968",1.0552,1.0054,1.0112,1.0109,1.0109,1.0109
"M547.234T852.079",1.0537,0.9916,0.98874,0.98858,0.98859,0.98859
"M521.224T935.29",1.0535,1.0816,1.0802,1.0798,1.0798,1.0798
"M495.025T292.616",1.0533,0.98929,0.98349,0.98338,0.98338,0.98338
"M771.83T66.444",1.0532,1.0265,1.0324,1.0329,1.0329,1.0329
"M863.373T951.624",1.0527,1.0061,1.0174,1.0176,1.0176,1.0176
"M445.207T780.093",1.0526,0.98314,0.97725,0.97694,0.97694,0.97694
"M398.263T1317.762",1.0525,1.0816,1.0807,1.0803,1.0803,1.0803
"M809.324T904.082",1.0523,0.99147,0.99943,0.99906,0.99905,0.99905
"M456.197T892.811",1.0508,0.98472,0.97696,0.97667,0.97667,0.97667
"M890.319T900.562",1.0501,0.99934,1.0018,1.0014,1.0014,1.0014
"M401.027T415.826",1.05,0.9996,1.0016,1.003,1.003,1.003
"M241.108T881.116",1.0492,0.99468,1.006,1.0057,1.0058,1.0058
"M585.878T68.251",1.049,0.98554,0.98402,0.98374,0.98374,0.98374
"M617.133T750.744",1.0472,0.97747,0.97137,0.97113,0.97113,0.97113
"M851.819T1425.446",1.0468,0.97966,0.97198,0.97165,0.97167,0.97167
"M367.058T823.98",1.0468,1.0168,1.0525,1.053,1.053,1.053
"M947.485T901.595",1.0461,1.0266,1.02,1.0197,1.0197,1.0197
"M447.959T106.92",1.0457,1.0355,1.0278,1.0274,1.0274,1.0274
"M691.153T854.793",1.0447,0.97706,0.97687,0.97653,0.97653,0.97653
"M661.226T856.483",1.0443,1.0216,1.0202,1.0205,1.0206,1.0206
"M373.167T930.605",1.0435,1.0335,1.0332,1.033,1.033,1.033
"M451.218T291.531",1.0433,0.99253,0.98535,0.98526,0.98526,0.98526
"M401.049T776.54",1.043,0.98154,0.97402,0.97389,0.97388,0.97388
"M957.374T926.518",1.0412,1.0776,1.0852,1.0849,1.0849,1.0849
"M399.275T1363.391",1.041,0.97171,0.96638,0.96612,0.96612,0.96612
"M665.267T889.419",1.041,0.97169,0.96438,0.96405,0.96405,0.96405
"M970.813T317.253",1.0409,1.1459,1.138,1.1377,1.1376,1.1376
"M699.004T983.059",1.04,0.98251,0.99,0.98969,0.9897,0.9897
"M447.151T677.76",1.0396,1.0279,1.0204,1.02,1.02,1.02
"M333.041T419.397",1.0394,1.0771,1.0757,1.0778,1.0778,1.0778
"M345.082T140.774",1.0391,0.97113,0.9641,0.96374,0.96374,0.96374
"M969.939T315.438",1.0391,1.3716,1.3626,1.3623,1.3623,1.3623
"M585.15T892.945",1.039,0.97262,0.96536,0.96502,0.96502,0.96502
"M505.902T66.721",1.0389,0.97018,0.97315,0.97318,0.97318,0.97318
"M642.242T817.768",1.0384,1.0958,1.0873,1.0873,1.0873,1.0873
"M1129.441T885.407",1.0382,0.9691,0.96141,0.96129,0.96129,0.96129
"M927.368T972.44",1.0381,0.97036,0.96805,0.96936,0.96936,0.96936
"M353.052T831.694",1.0371,0.98056,1.0058,1.0065,1.0065,1.0065
"M473.173T806.642",1.037,1.1932,1.1887,1.1886,1.1886,1.1886
"M549.147T750.744",1.037,0.96794,0.96456,0.96421,0.9642,0.9642
"M461.152T871.999",1.0357,0.98173,0.97477,0.97454,0.97453,0.97453
"M467.051T320.771",1.0351,0.98028,0.97251,0.97277,0.97277,0.97277
"M812.842T69.273",1.035,0.97483,0.97173,0.97312,0.97312,0.97312
"M451.125T735.96",1.0345,0.97679,0.96986,0.96953,0.96953,0.96953
"M824.816T67.434",1.0343,0.99276,1.0055,1.0054,1.0054,1.0054
"M799.852T67.938",1.0342,1.2463,1.238,1.2376,1.2376,1.2376
"M295.104T156.471",1.033,0.96426,0.96305,0.96271,0.96271,0.96271
"M653.913T316.046",1.033,0.96633,0.96155,0.96146,0.96147,0.96147
"M335.137T198.47",1.0323,0.97233,0.96483,0.96451,0.96451,0.96451
"M421.636T753.774",1.0319,0.96335,0.97924,0.97906,0.97907,0.97907
"M238.892T97.993",1.031,0.97051,0.96317,0.96289,0.96289,0.96289
"M776.814T66.22",1.0307,1.1193,1.111,1.1106,1.1106,1.1106
"M577.137T781.037",1.0306,0.96704,0.99774,0.99761,0.99761,0.99761
"M1042.422T909.151",1.0305,0.9835,1.0003,0.99993,0.99993,0.99993
"M771.811T66.858",1.0305,1.0732,1.0803,1.0799,1.0799,1.0799
"M735.222T927.83",1.0302,1.083,1.078,1.0779,1.0779,1.0779
"M778.832T66.858",1.0301,0.98986,0.98206,0.98207,0.98207,0.98207
"M409.172T733.287",1.0295,1.0275,1.024,1.0239,1.0239,1.0239
"M271.07T418.897",1.0293,1.0115,1.0285,1.0295,1.0295,1.0295
"M309.119T137.634",1.0292,0.99969,1.0015,1.0013,1.0013,1.0013
"M551.272T837.928",1.0288,0.98379,0.9806,0.98043,0.98043,0.98043
"M473.196T813.174",1.0286,0.96067,0.95441,0.95416,0.95416,0.95416
"M269.05T89.726",1.0279,1.0129,1.0334,1.033,1.033,1.033
"M963.275T732.778",1.0276,0.97598,0.96853,0.9684,0.9684,0.9684
"M745.161T766.586",1.0272,0.97877,0.97125,0.971,0.971,0.971
"M586.884T67.938",1.0264,0.95813,0.95635,0.9566,0.95659,0.95659
"M272.073T418.674",1.0258,0.97966,1.0034,1.0102,1.0102,1.0102
"M765.729T983.05",1.0247,0.97507,1.0041,1.0039,1.0039,1.0039
"M988.804T68.066",1.0232,0.96103,0.95423,0.95428,0.95429,0.95429
"M509.218T928.864",1.0231,0.95823,0.95166,0.95132,0.95132,0.95132
"M260.048T118.657",1.0231,0.97449,0.98526,0.98571,0.98571,0.98571
"M293.177T1149.195",1.0224,0.95692,0.94955,0.95052,0.95053,0.95053
"M401.144T790.222",1.0222,0.9926,0.98472,0.98437,0.98436,0.98436
"M747.22T952.211",1.0222,0.95642,0.94995,0.95186,0.95186,0.95186
"M1103.415T879.391",1.0217,0.99795,1.0193,1.019,1.019,1.019
"M683.129T316.242",1.0215,0.97576,0.97403,0.97372,0.97373,0.97373
"M721.31T972.44",1.0212,0.98478,0.98302,0.98266,0.98265,0.98265
"M425.103T1191.927",1.0206,0.95398,0.95105,0.9508,0.9508,0.9508
"M269.103T792.774",1.0189,0.95514,0.94809,0.94784,0.94784,0.94784
"M549.205T845.853",1.0173,0.99235,0.98608,0.98575,0.98576,0.98576
"M693.278T872.306",1.017,0.96851,0.96268,0.96232,0.96232,0.96232
"M631.833T319.717",1.0149,1.1212,1.1235,1.1231,1.1231,1.1231
"M439.083T756.683",1.0149,0.94886,0.94193,0.94244,0.94243,0.94243
"M433.351T780.04",1.0148,1.0074,0.99968,1.0002,1.0001,1.0001
"M576.128T818.314",1.0147,0.94955,0.98018,0.97981,0.97982,0.97982
"M676.835T65.732",1.0146,1.5247,1.5151,1.5148,1.5148,1.5148
"M1296.901T900.549",1.0139,1.7643,1.7682,1.7677,1.7677,1.7677
"M433.376T793.769",1.0136,1.0512,1.0578,1.0598,1.0598,1.0598
"M469.019T418.674",1.0133,1.1108,1.1326,1.134,1.134,1.134
"M938.802T67.374",1.0132,0.96128,0.98606,0.9864,0.98639,0.98639
"M658.83T67.591",1.0121,1.1238,1.1149,1.1145,1.1145,1.1145
"M328.886T98.013",1.0113,1.0533,1.0691,1.0687,1.0687,1.0687
"M440.855T1728.569",1.0113,1.3742,1.3931,1.3926,1.3926,1.3926
"M173.008T106.871",1.0099,0.94275,0.93685,0.93667,0.93667,0.93667
"M402.187T763.436",1.0089,0.94905,0.9486,0.94825,0.94825,0.94825
"M405.167T106.416",1.0088,0.96936,0.96877,0.9706,0.9706,0.9706
"M715.392T322.783",1.0088,0.94163,0.93864,0.93863,0.93863,0.93863
"M399.165T851.906",1.0087,0.94984,0.94369,0.94348,0.94347,0.94347
"M445.135T747.805",1.0077,0.94425,0.93697,0.93663,0.93663,0.93663
"M847.188T757.14",1.0075,1.1754,1.1702,1.1702,1.1702,1.1702
"M587.201T848.147",1.0074,0.99461,0.98734,0.98701,0.98701,0.98701
"M643.847T66.912",1.0067,1.0498,1.0449,1.0454,1.0454,1.0454
"M967.394T924.933",1.0066,0.95312,0.97077,0.97041,0.97041,0.97041
"M438.263T1164.917",1.0063,1.3061,1.2989,1.2996,1.2996,1.2996
"M281.049T89.959",1.0061,0.95487,0.94744,0.94708,0.94708,0.94708
"M375.104T216.821",1.005,0.97363,0.96592,0.96556,0.96556,0.96556
"M697.905T994.286",1.0042,0.98753,0.98532,0.98496,0.98496,0.98496
"M433.122T384.02",1.0039,1.1421,1.1378,1.1406,1.1406,1.1406
"M885.489T1408.277",1.0039,0.98321,0.97558,0.97523,0.97523,0.97523
"M641.167T774.439",1.0027,0.94514,0.96425,0.96415,0.96414,0.96414
"M518.153T824.178",1.0026,0.94303,0.93825,0.93801,0.93801,0.93801
"M632.847T316.374",1.0016,0.97564,0.97052,0.97168,0.97168,0.97168
"M683.887T67.591",1.0016,0.94853,0.97645,0.97705,0.97705,0.97705
"M277.129T811.716",1.0007,0.93522,0.93661,0.93627,0.93627,0.93627
"M768.448T1315.096",1.0005,0.94722,0.94037,0.94019,0.94019,0.94019
"M760.823T66.885",1.0001,0.99343,0.99812,0.99785,0.99786,0.99786
"M309.118T727.508",0.99985,0.97506,0.97038,0.97018,0.97018,0.97018
"M435.959T107.38",0.99972,1.0171,1.0206,1.0202,1.0202,1.0202
"M317.087T121.975",0.99947,0.95083,0.94471,0.94448,0.94448,0.94448
"M726.284T1051.577",0.99933,1.5018,1.5007,1.5027,1.5027,1.5027
"M293.177T1099.499",0.99834,0.93298,0.92924,0.9289,0.9289,0.9289
"M901.161T984.095",0.99718,0.93133,0.97043,0.97014,0.97014,0.97014
"M1105.431T888.552",0.99673,0.93701,0.93173,0.93139,0.93138,0.93138
"M292.14T116.338",0.99654,0.93128,0.93623,0.93718,0.93718,0.93718
"M493.23T921.818",0.99617,0.94796,0.94235,0.9427,0.9427,0.9427
"M861.166T878.352",0.99582,0.97507,0.96994,0.96961,0.96961,0.96961
"M581.283T805.632",0.99566,0.93783,0.93658,0.93629,0.93629,0.93629
"M491.126T414.484",0.99488,0.9302,0.9443,0.94415,0.94414,0.94414
"M316.427T318.614",0.9946,0.96808,0.97154,0.97161,0.97161,0.97161
"M1354.628T902.5",0.99441,0.96884,0.96572,0.96566,0.96566,0.96566
"M333.083T110.42",0.99391,0.93601,0.92887,0.92853,0.92853,0.92853
"M698.988T986.183",0.99379,0.96415,0.97367,0.97364,0.97365,0.97365
"M362.298T315.255",0.99334,0.93529,0.93003,0.92968,0.92968,0.92968
"M367.08T114.463",0.99333,0.92845,0.92109,0.921,0.921,0.921
"M351.13T801.057",0.99304,0.93726,0.93052,0.93021,0.9302,0.9302
"M1071.559T892.477",0.99269,0.92795,0.93725,0.9369,0.9369,0.9369
"M1079.533T897.421",0.99192,0.93059,0.92863,0.9287,0.9287,0.9287
"M418.218T902.438",0.99173,1.0296,1.029,1.0289,1.0289,1.0289
"M875.467T1241.171",0.99123,0.93511,0.92937,0.92905,0.92905,0.92905
"M701.333T69.273",0.99113,0.95952,0.96602,0.9657,0.9657,0.9657
"M701.195T940.853",0.99107,0.95236,0.95319,0.95288,0.95288,0.95288
"M429.504T310.912",0.99088,0.94086,0.93684,0.93652,0.93651,0.93651
"M427.038T293.27",0.99066,0.96084,0.95438,0.95419,0.95419,0.95419
"M503.126T874.193",0.99055,0.94945,0.95132,0.95098,0.95097,0.95097
"M1045.593T1289.364",0.99053,0.92555,0.9187,0.91842,0.91842,0.91842
"M508.215T930.69",0.98994,0.96281,0.95629,0.95609,0.95609,0.95609
"M529.154T821.794",0.98923,0.92653,0.92202,0.92175,0.92174,0.92174
"M983.568T1252.43",0.98898,0.93484,0.9349,0.93478,0.93479,0.93479
"M408.822T1801.685",0.98886,0.95011,0.94257,0.94237,0.94237,0.94237
"M657.063T941.851",0.98868,0.99203,1.0175,1.0173,1.0173,1.0173
"M447.259T942.596",0.98845,0.94449,0.93974,0.93946,0.93946,0.93946
"M653.891T318.024",0.98834,0.92259,0.91614,0.91592,0.91593,0.91593
"M743.85T66.912",0.98805,0.9479,0.95244,0.95338,0.95338,0.95338
"M643.245T813.714",0.98645,0.92159,0.91922,0.91888,0.91887,0.91887
"M317.064T416.942",0.98601,1.0158,1.0189,1.0185,1.0185,1.0185
"M443.191T791.98",0.98556,0.92017,0.91442,0.91421,0.91421,0.91421
"M1224.522T894.229",0.98428,0.91893,0.91432,0.91424,0.91423,0.91423
"M429.25T1071.941",0.98315,0.91792,0.91814,0.918,0.918,0.918
"M297.119T136.686",0.98211,0.95037,0.94284,0.9425,0.9425,0.9425
"M674.842T67.64",0.98189,1.0008,0.99298,0.99264,0.99264,0.99264
"M1323.575T889.628",0.98163,0.91854,0.91699,0.9167,0.9167,0.9167
"M407.045T415.442",0.98126,0.92628,0.92124,0.9209,0.9209,0.9209
"M467.156T971.498",0.98064,0.91612,0.91129,0.91159,0.91159,0.91159
"M255.115T921.266",0.97994,0.9634,0.96262,0.96236,0.96236,0.96236
"M327.108T784.235",0.97984,0.91766,0.91177,0.9117,0.9117,0.9117
"M1069.501T1402.821",0.97912,0.9416,0.94348,0.94313,0.94313,0.94313
"M559.728T1193.65",0.97903,0.92465,0.9254,0.92509,0.92509,0.92509
"M460.969T105.772",0.97879,0.93054,0.93489,0.93458,0.93457,0.93457
"M723.346T899.128",0.97856,0.91489,0.90959,0.90932,0.90932,0.90932
"M502.995T105.736",0.97823,1.0885,1.082,1.0817,1.0817,1.0817
"M609.054T106.871",0.9773,0.91819,0.9166,0.91626,0.91626,0.91626
"M795.27T865.806",0.97625,0.92429,0.91706,0.91684,0.91684,0.91684
"M919.493T1102.884",0.97557,0.94605,0.95506,0.95475,0.95475,0.95475
"M397.259T1311.545",0.97491,0.92236,0.91549,0.91531,0.91532,0.91532
"M311.186T1077.614",0.9746,0.91746,0.91022,0.91079,0.91079,0.91079
"M409.045T138.763",0.97405,0.9105,0.9042,0.90422,0.90422,0.90422
"M579.151T798.32",0.97386,0.91011,0.91026,0.91018,0.91018,0.91018
"M593.763T756.056",0.97367,0.91685,0.94012,0.93982,0.93982,0.93982
"M315.108T761.986",0.97363,1.0176,1.0154,1.015,1.015,1.015
"M621.052T106.9",0.97344,0.90935,0.9055,0.90517,0.90517,0.90517
"M751.173T317.266",0.97342,0.91989,0.91322,0.91289,0.91288,0.91288
"M323.187T1016.246",0.97293,0.92474,0.92644,0.9261,0.9261,0.9261
"M438.049T766.588",0.97269,0.9344,0.92721,0.92845,0.92845,0.92845
"M221.066T891.624",0.97239,0.96213,0.95794,0.95785,0.95785,0.95785
"M333.926T91.902",0.97166,0.94486,0.94098,0.94071,0.9407,0.9407
"M1053.272T316.465",0.97067,0.92176,0.91455,0.91433,0.91433,0.91433
"M405.177T839.252",0.9706,0.90893,0.90239,0.90223,0.90224,0.90224
"M344.099T126.621",0.97057,0.92753,0.92155,0.92163,0.92162,0.92162
"M387.165T771.864",0.97044,0.90803,0.90477,0.90444,0.90444,0.90444
"M999.268T316.316",0.97012,0.96078,0.95325,0.95295,0.95295,0.95295
"M371.133T805.134",0.96999,0.93552,0.9501,0.94984,0.94985,0.94985
"M251.019T152.27",0.9694,0.92604,0.92572,0.92538,0.92538,0.92538
"M419.115T799.29",0.96915,0.92366,0.93102,0.93096,0.93096,0.93096
"M1094.293T897.844",0.96902,0.95953,0.96256,0.96284,0.96284,0.96284
"M281.07T709.104",0.96849,0.91222,0.90862,0.90842,0.90842,0.90842
"M483.178T941.182",0.96773,0.90363,0.90339,0.90317,0.90318,0.90318
"M431.156T735.48",0.96733,0.95846,0.95087,0.95094,0.95094,0.95094
"M395.048T106.9",0.96654,0.95715,0.95069,0.95038,0.95037,0.95037
"M775.809T66.684",0.96647,1.0093,1.0208,1.0225,1.0225,1.0225
"M1162.845T896.125",0.96588,0.91476,0.938,0.93789,0.93789,0.93789
"M755.7T809.167",0.96504,1.1837,1.1808,1.1807,1.1807,1.1807
"M476.12T661.378",0.96465,0.9275,0.9913,0.99102,0.99102,0.99102
"M821.506T1329.663",0.96439,0.92746,0.92096,0.92105,0.92105,0.92105
"M445.095T115.802",0.96354,0.89958,0.89334,0.89301,0.89301,0.89301
"M626.185T785.506",0.96342,0.90542,0.90879,0.90856,0.90856,0.90856
"M593.545T851.652",0.9617,0.89774,0.89213,0.8928,0.8928,0.8928
"M1048.557T894.929",0.96097,0.91461,0.92095,0.92082,0.92082,0.92082
"M547.145T895.878",0.96085,0.91541,0.91747,0.91913,0.91912,0.91912
"M567.333T903.822",0.95987,0.9058,0.90185,0.90166,0.90166,0.90166
"M472.901T67.482",0.95954,0.89578,0.8905,0.89263,0.89263,0.89263
"M429.646T308.971",0.95943,0.90124,0.89409,0.89376,0.89376,0.89376
"M493.136T809.014",0.95898,0.90868,0.90489,0.90458,0.90458,0.90458
"M322.871T96.154",0.95889,0.94926,0.94525,0.94504,0.94507,0.94507
"M1255.613T888.434",0.95843,0.90303,0.90289,0.90256,0.90256,0.90256
"M487.016T806.181",0.95837,0.91299,0.90585,0.90587,0.90588,0.90588
"M863.184T809.21",0.9581,0.95822,0.97252,0.97217,0.97217,0.97217
"M415.086T168.579",0.958,0.91294,0.90966,0.90935,0.90935,0.90935
"M417.177T763.775",0.95756,0.9177,0.91354,0.91322,0.91322,0.91322
"M695.12T755.765",0.95746,0.90807,0.93012,0.92983,0.92983,0.92983
"M864.188T806.912",0.9573,0.89897,0.90527,0.90502,0.90502,0.90502
"M524.183T892.811",0.95712,0.90035,0.89399,0.89383,0.89383,0.89383
"M470.098T771.956",0.95679,0.91452,0.90763,0.90807,0.90806,0.90806
"M336.86T96.244",0.9566,0.99541,0.99002,0.9898,0.98982,0.98982
"M497.261T974.778",0.95634,0.98686,0.97991,0.97955,0.97955,0.97955
"M340.859T1719.351",0.9563,0.92516,0.91836,0.91802,0.91803,0.91803
"M1323.386T316.247",0.95618,0.97299,0.97144,0.97138,0.97138,0.97138
"M714.826T66.684",0.95586,1.0621,1.0662,1.0665,1.0665,1.0665
"M601.172T845.875",0.95557,0.91537,0.90847,0.90815,0.90815,0.90815
"M377.181T797.379",0.95545,0.89203,0.88512,0.88497,0.88497,0.88497
"M559.066T758.189",0.95419,0.94718,0.93968,0.93965,0.93965,0.93965
"M455.081T744.378",0.95384,0.92843,0.92152,0.92255,0.92255,0.92255
"M1132.537T923.907",0.95377,0.90385,0.89716,0.89707,0.89707,0.89707
"M998.861T1404.179",0.95335,0.90614,0.92791,0.92757,0.92757,0.92757
"M627.173T806.181",0.95333,0.89516,0.89382,0.89354,0.89354,0.89354
"M591.465T1235.608",0.95329,1.0859,1.0958,1.0954,1.0954,1.0954
"M345.37T608.086",0.95318,0.91467,0.91415,0.91385,0.91385,0.91385
"M447.152T782.273",0.95249,0.93052,0.92667,0.92646,0.92646,0.92646
"M654.008T318.692",0.95207,0.8954,0.8904,0.89015,0.89015,0.89015
"M292.991T104.104",0.95175,0.89805,0.91613,0.9176,0.9176,0.9176
"M266.946T113.686",0.95162,0.89633,0.89104,0.89074,0.89074,0.89074
"M341.088T304.64",0.95154,0.97636,0.9687,0.96866,0.96866,0.96866
"M397.074T474.916",0.95153,0.89023,0.88323,0.88294,0.88294,0.88294
"M548.979T106.308",0.95144,0.91977,0.91276,0.91252,0.91252,0.91252
"M343.103T489.112",0.95132,0.96175,0.9736,0.97325,0.97326,0.97326
"M673.289T892.945",0.9513,0.94864,0.9415,0.94119,0.94119,0.94119
"M319.083T845.914",0.95128,0.92294,0.91738,0.91705,0.91705,0.91705
"M555.17T790.902",0.95092,0.92173,0.91482,0.91476,0.91475,0.91475
"M305.082T1122.457",0.9508,0.88862,0.88493,0.88701,0.88702,0.88702
"M469.095T760.602",0.95065,0.90951,0.90229,0.90195,0.90195,0.90195
"M649.026T106.128",0.95029,0.88719,0.88111,0.88078,0.88078,0.88078
"M485.178T783.442",0.95024,0.88767,0.89052,0.89019,0.89019,0.89019
"M435.217T805.716",0.94977,0.95762,0.96263,0.96229,0.96228,0.96228
"M767.194T317.413",0.94964,0.88735,0.88171,0.88138,0.88138,0.88138
"M483.209T897.853",0.9491,0.92758,0.92079,0.92046,0.92046,0.92046
"M1223.501T894.767",0.94909,0.96764,0.96484,0.96448,0.96448,0.96448
"M418.894T1736.453",0.94878,0.98771,0.98026,0.98036,0.98036,0.98036
"M385.188T793.619",0.94865,0.88987,0.88549,0.88545,0.88545,0.88545
"M1201.918T909.936",0.94795,0.89927,0.8924,0.89226,0.89226,0.89226
"M393.176T847.594",0.9479,0.91497,0.90799,0.90766,0.90766,0.90766
"M511.24T944.134",0.94743,0.91054,0.90408,0.90392,0.90391,0.90391
"M655.873T943.419",0.94653,0.98018,0.97605,0.97574,0.97574,0.97574
"M407.173T414.983",0.94643,1.027,1.0223,1.022,1.022,1.022
"M1229.54T895.369",0.94626,0.89801,0.9161,0.91618,0.91618,0.91618
"M1013.86T1346.532",0.94582,0.89346,0.88856,0.8885,0.8885,0.8885
"M513.235T964.262",0.9457,0.93436,0.9313,0.93151,0.93151,0.93151
"M1097.549T894.492",0.94539,0.88867,0.90347,0.90322,0.90322,0.90322
"M341.088T439.204",0.9449,0.89049,0.88348,0.88315,0.88315,0.88315
"M576.861T67.042",0.94418,0.90167,0.895,0.89523,0.89522,0.89522
"M631.863T318.629",0.9439,0.91221,0.9056,0.90533,0.90533,0.90533
"M359.061T194.361",0.94376,0.90119,0.9004,0.90049,0.90049,0.90049
"M274.971T109.977",0.94315,0.98128,0.97505,0.97484,0.97484,0.97484
"M354.957T108.842",0.94304,0.90928,0.903,0.90276,0.90276,0.90276
"M331.103T255.151",0.94272,0.90077,0.89651,0.89641,0.89641,0.89641
"M657.169T756.884",0.94128,0.935,0.95509,0.95501,0.955,0.955
"M567.171T792.05",0.94083,0.87822,0.87196,0.87211,0.87211,0.87211
"M333.191T983.058",0.94061,0.88088,0.90941,0.9096,0.90962,0.90962
"M657.109T89.959",0.93994,0.94642,0.94834,0.94841,0.94841,0.94841
"M653.935T315.929",0.93979,0.88074,0.87399,0.87417,0.87417,0.87417
"M881.515T1351.787",0.93974,0.88082,0.88354,0.88321,0.88321,0.88321
"M289.084T863.831",0.93939,0.96786,0.96026,0.96036,0.96036,0.96036
"M459.959T106.348",0.93912,0.87865,0.87177,0.87145,0.87147,0.87147
"M431.759T791.911",0.9389,0.88962,0.88922,0.8889,0.88889,0.88889
"M700.328T66.684",0.93799,1.0137,1.0271,1.0269,1.0269,1.0269
"M537.08T758.19",0.93736,0.87854,0.87486,0.87457,0.87457,0.87457
"M967.561T1349.704",0.9373,0.93884,0.93143,0.9311,0.9311,0.9311
"M465.105T746.988",0.93722,0.87574,0.91107,0.91097,0.91097,0.91097
"M1031.288T315.245",0.93614,0.89346,0.88924,0.88922,0.88922,0.88922
"M443.193T725.675",0.93597,0.92308,0.91993,0.91959,0.91959,0.91959
"M531.078T845.355",0.93457,0.88391,0.89389,0.89358,0.89358,0.89358
"M447.094T753.734",0.93421,0.93445,0.95773,0.95738,0.95738,0.95738
"M819.254T316.358",0.93287,0.91182,0.9064,0.90615,0.90614,0.90614
"M329.088T425.59",0.93283,0.89222,0.88532,0.88523,0.88522,0.88522
"M465.141T849.089",0.93176,0.8903,0.88635,0.88738,0.88738,0.88738
"M655.189T778.866",0.93068,0.8771,0.88827,0.88843,0.88843,0.88843
"M559.04T89.345",0.93063,0.87712,0.87016,0.87018,0.87019,0.87019
"M351.085T316.423",0.93046,0.8785,0.87164,0.87135,0.87134,0.87134
"M359.098T671.316",0.93033,0.89441,0.88973,0.88974,0.88973,0.88973
"M265.426T1576.148",0.93025,1.1724,1.1631,1.163,1.163,1.163
"M494.233T920.795",0.92975,0.91521,0.90799,0.9079,0.90791,0.90791
"M447.222T1194.448",0.92971,0.95596,0.96658,0.96623,0.96623,0.96623
"M1085.513T1348.399",0.92959,0.90164,0.89449,0.89415,0.89415,0.89415
"M1037.324T316.098",0.92957,0.8681,0.86204,0.86181,0.86181,0.86181
"M429.387T309.562",0.92922,0.88227,0.87646,0.87759,0.87759,0.87759
"M653.861T317.501",0.92857,0.86692,0.86008,0.85977,0.85977,0.85977
"M457.19T799.683",0.92846,0.88262,0.87577,0.87558,0.87558,0.87558
"M998.841T1404.514",0.92845,0.86886,0.88224,0.88193,0.88193,0.88193
"M1193.356T907.422",0.92759,1.1262,1.1293,1.1289,1.1289,1.1289
"M318.143T1501.634",0.9268,0.86779,0.88556,0.88529,0.88529,0.88529
"M455.081T704.884",0.92678,0.86774,0.86135,0.86115,0.86115,0.86115
"M1096.195T893.605",0.9266,0.86668,0.86264,0.86231,0.86232,0.86232
"M397.075T138.684",0.92655,0.90297,0.89702,0.89736,0.89736,0.89736
