"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6"
"M807.166T938.699",-0.037021,0.020732,0.00077058,0.010758,-0.034221,-0.062597
"M653.828T318.352",-0.025785,0.045823,-0.020833,-0.05332,0.0027433,0.0011761
"M1103.415T879.391",-0.033972,-0.0022363,0.057779,0.017104,0.040172,-0.036094
"M355.571T782.72",-0.035009,-0.0095179,0.0076404,0.050306,0.017125,0.026999
"M633.572T315.643",-0.026531,-0.0019324,0.0010112,0.011109,0.030157,-0.036142
"M1039.403T917.165",-0.037806,0.001292,0.063711,0.010573,0.022338,-0.0014287
"M1037.324T316.098",-0.029481,-0.0020093,0.01164,-0.015088,0.0019341,-0.0063237
"M509.218T928.864",-0.031811,-0.012016,0.012011,-0.0054415,-0.0036906,0.0036557
"M1308.415T315.705",-0.02053,-0.086561,0.031116,-0.054059,0.0024499,-0.0052152
"M311.186T1077.614",-0.031448,0.0093683,-0.0045659,0.046493,0.0041059,0.03914
"M969.321T316.442",-0.026416,-0.048865,0.033075,-0.0057269,-0.0091942,-0.025171
"M333.083T110.42",-0.032087,0.013598,-0.0052353,-0.0027008,-0.016485,0.036119
"M1063.398T908.83",-0.036092,-0.0038124,0.012383,0.0076046,0.0716,0.0039494
"M969.813T316.499",-0.019692,-0.077801,0.019729,-0.068381,-0.017714,-0.014895
"M459.959T106.348",-0.029268,-0.0037564,-0.003688,0.01096,-0.08885,-0.029821
"M485.178T783.442",-0.029769,-0.018373,0.032673,0.0025777,0.012114,0.015908
"M371.133T805.134",-0.031993,-0.0028448,0.053317,-0.019217,0.040712,-0.0566
"M439.083T756.683",-0.032335,0.0086687,-0.01526,0.045844,0.0062462,0.0041134
"M985.784T316.247",-0.026304,-0.033881,0.034118,-0.026438,-0.0019673,-0.058517
"M479.19T902.518",-0.027473,0.0209,0.022045,-0.043557,0.018636,-0.018693
"M413.081T316.361",-0.029954,0.021425,-0.0092066,-0.0025363,0.011203,-0.018303
"M417.177T763.775",-0.031439,0.027023,-0.01781,-0.0064152,-0.014583,0.037492
"M225.002T107.866",-0.034087,0.018251,-0.021717,-0.028373,-0.0010667,-0.018737
"M547.145T895.878",-0.029222,-0.00099834,-0.022473,-0.069902,0.0016186,-0.020129
"M947.485T901.595",-0.034879,0.034387,-0.01211,-0.013131,-0.0072449,0.0068253
"M399.165T851.906",-0.031074,-0.016935,0.015585,-0.019537,0.0075178,0.0029612
"M895.304T938.238",-0.039485,-0.0010211,0.026262,0.013305,0.0048897,-0.0096547
"M455.081T744.378",-0.031649,0.026492,-0.015808,0.059193,-0.011921,0.0099042
"M430.136T769.014",-0.045058,-0.034965,0.03055,-0.040686,-0.059769,-0.018954
"M590.274T907.848",-0.022432,0.064616,-0.048545,-0.0054214,-0.01086,0.034278
"M353.181T807.324",-0.035091,0.0077594,0.031598,-0.0027369,-0.019603,-0.0044236
"M456.925T66.979",-0.025244,-0.038954,0.017447,0.0096548,-0.044745,0.019869
"M419.115T799.29",-0.029465,0.0026762,-0.037395,-0.02745,0.0073683,0.013888
"M698.988T986.183",-0.02979,-0.0020333,-0.050039,0.034213,-0.051102,0.045835
"M139.002T112.479",-0.030112,0.023884,-0.015148,0.017926,0.0019907,-0.0098797
"M1095.872T896.96",-0.033551,0.0092401,-0.049094,0.039229,0.042676,-0.013775
"M957.374T926.518",-0.035604,0.019325,0.04439,0.01643,0.0010336,0.0165
"M429.646T308.971",-0.029666,-0.0092488,0.0010768,-0.0015786,-0.0015252,-0.029796
"M968.4T974.568",-0.039612,-0.019443,0.06158,0.025996,0.0054928,-0.016236
"M1015.586T1347.819",-0.030119,0.015914,0.0086833,-0.010078,0.0037431,-0.021422
"M1033.603T1229.397",-0.026695,0.010007,0.0089504,-0.011952,0.005662,-0.0041877
"M533.169T900.984",-0.034306,-0.025034,-0.019433,0.02102,0.013913,0.017045
"M443.193T725.675",-0.031291,0.016055,0.022327,4.4091e-05,-0.026536,-0.0078433
"M1162.58T906.276",-0.0039013,0.048236,-0.036561,0.0085074,-0.044965,0.11203
"M1095.01T894.541",-0.024369,-0.020891,0.0027658,-0.021811,0.012728,-0.078446
"M1209.581T888.373",-0.029376,0.04235,-0.01933,0.0087414,-0.0096863,0.031185
"M492.868T66.13",-0.025256,0.0094412,-0.013937,0.028488,-0.0174,-0.02391
"M567.276T907.878",-0.02556,0.069865,-0.035589,0.0039272,-0.017064,-0.0006462
"M664.226T813.714",-0.033806,0.0013694,0.016293,-0.050622,0.025842,0.015196
"M1035.397T978.889",-0.033929,-0.058455,0.055008,0.021747,-0.014485,-0.016475
"M1162.051T893.06",-0.030486,0.051832,-0.034355,0.007987,0.0095208,-0.020796
"M812.842T69.273",-0.031874,-0.0004781,-0.013881,-0.06576,-0.017308,-0.024318
"M691.153T854.793",-0.033313,0.019349,-0.029277,-0.0065834,-0.01529,0.012092
"M433.351T780.04",-0.034045,0.032731,-0.012545,0.047378,0.00011617,-0.018023
"M209.961T64.78",-0.021217,0.0022364,-0.0098446,0.075136,-0.010612,-0.015952
"M1363.57T899.951",-0.033392,0.018122,-0.048212,-0.0063946,-0.039645,0.012055
"M410.078T615.621",-0.049261,-0.059726,-0.034587,0.075518,0.091627,0.026372
"M1125.418T877.844",-0.034655,-0.015478,0.06718,-0.031126,0.025824,-0.012368
"M483.183T857.732",-0.035113,-0.010381,-0.016638,-0.014544,-0.062973,-0.034644
"M1323.575T889.628",-0.031346,0.017509,-0.023941,-0.011614,-0.0041975,0.041139
"M695.298T853.355",-0.035646,0.022486,0.0094799,-0.021096,-0.029681,-0.018136
"M921.12T945.55",-0.026288,0.036814,-0.048054,-0.0046812,-0.022384,0.0064712
"M331.103T255.151",-0.030878,0.025252,-0.014561,-0.020089,-0.039957,-0.0031825
"M322.871T96.154",-0.028372,-0.018364,-0.017697,-0.0081817,-0.11575,-0.022334
"M539.134T89.251",-0.028486,0.047934,0.0097507,-0.0093921,0.029044,0.04442
"M502.995T105.736",-0.034371,0.059883,-0.019391,0.016196,0.011647,-0.017717
"M641.302T1183.734",-0.040858,-0.049549,0.0026972,0.047781,0.0094074,-0.034255
"M967.36T964.868",-0.040044,-0.067026,0.022093,-0.10236,-0.03007,-0.072117
"M329.088T474.939",-0.029911,0.019024,-0.011658,0.00099993,-0.0045256,0.0039141
"M617.133T750.744",-0.033048,0.0067989,-0.016859,0.01581,0.022464,0.025036
"M669.182T316.584",-0.028508,-0.009727,0.0077569,0.023554,0.0072492,-0.036035
"M447.152T782.273",-0.031674,0.033498,-0.017587,-0.015791,-0.026735,-0.0095369
"M1097.514T1402.931",-0.029884,0.023341,-0.012417,0.012219,-0.0081768,-0.014653
"M413.091T89.817",-0.026323,0.032054,-0.037913,0.03345,0.006894,-0.014705
"M990.329T838.789",-0.041242,-0.0039749,0.046007,-0.029944,0.0017662,-0.0046166
"M1229.54T895.369",-0.03081,0.038963,-0.058275,0.030486,0.018719,-0.012219
"M593.926T757.244",-0.035341,0.025465,-0.059474,-0.021337,0.0064254,-0.012804
"M240.933T64.89",-0.023911,-0.025552,-0.028782,0.021957,0.01448,-0.020423
"M548.979T106.308",-0.031431,0.023686,-0.0080327,0.017153,-0.016177,-0.031647
"M630.629T315.233",-0.027031,-0.0060983,-0.0021022,-0.021059,0.003797,-0.050613
"M353.228T471.773",-0.031583,-0.0068252,-0.048848,0.020361,0.030218,0.033158
"M1031.288T315.245",-0.028425,-0.024645,0.021866,-0.024318,-0.028069,-0.014694
"M333.109T769.719",-0.036087,-0.01817,-0.02316,-0.0081912,-0.076399,-0.049443
"M324.072T215.478",-0.0058634,0.045699,-0.069142,0.11239,0.05953,-0.0076306
"M830.24T316.247",-0.03257,-0.034916,0.020348,-0.030682,-0.051172,-0.0069543
"M695.289T1193.403",-0.02617,0.0010572,-0.03435,-0.046951,0.04804,0.065632
"M1087.412T876.684",-0.032691,-0.013319,-0.0014358,-0.028492,-0.033498,-0.0084305
"M385.077T649.201",-0.025308,0.045224,-0.026262,-0.011903,0.018713,0.0051818
"M549.205T845.853",-0.033799,0.018824,0.012575,0.015595,-0.058242,-9.0416e-05
"M419.03T798.766",-0.026349,0.042629,-0.060857,0.012831,0.018408,0.061915
"M389.108T489.956",-0.026246,-0.0057856,0.074641,0.010572,-0.051719,-0.071065
"M632.847T316.374",-0.029943,-0.032759,0.027103,-0.065547,0.030515,0.0092223
"M341.535T617.585",-0.041096,-0.011913,-0.016608,0.044537,0.016194,-0.011682
"M387.034T831.689",-0.050776,-0.076994,0.035324,-0.0027068,0.016693,0.031919
"M611.538T834.844",-0.034341,-0.041224,0.036849,-0.051102,0.031863,-0.017866
"M455.021T825.04",-0.047243,-0.085522,0.036476,-0.014707,0.0034543,0.0079445
"M1036.399T977.849",-0.036764,-0.012186,0.069097,0.0016555,0.033505,0.0018631
"M305.082T1122.457",-0.030255,-0.0050172,0.03041,-0.080435,0.056392,-0.010097
"M435.217T805.716",-0.032107,0.013856,0.039934,-0.0072159,0.0066875,-0.022746
"M1136.545T907.7",-0.025075,0.067334,-0.03469,-0.0071752,-0.0047162,0.029482
"M345.37T608.086",-0.028809,-0.0058228,-0.029299,0.011258,-0.010795,-0.02617
"M642.302T1183.207",-0.033581,-0.091911,0.047987,0.084196,-0.0021533,-0.014303
"M1130.454T886.215",-0.035644,0.031708,-0.014745,-0.0070684,-0.0042241,0.016909
"M476.12T661.378",-0.02911,-0.062259,0.094837,-0.012455,-0.035352,-0.032178
"M1163.579T906.602",-0.0021033,0.041742,-0.039633,0.056043,-0.038199,0.10609
"M415.086T168.579",-0.03131,0.025988,-0.020045,-0.0080268,-0.0040599,0.00037521
"M567.333T903.822",-0.031067,0.020536,-0.016375,-0.017367,-0.017903,0.037839
"M524.849T67.744",-0.021307,-0.0012169,-0.0077993,-0.0018128,0.0037357,-0.054993
"M1163.56T905.015",-0.020497,0.060237,-0.013625,-0.016736,-0.027372,0.13018
"M401.18T764.21",-0.030069,0.00012068,0.048671,0.012298,0.0075338,0.027459
"M1463.124T939.772",-0.038014,-0.011646,0.0063193,-0.03432,-0.01404,0.014639
"M823.337T914.416",-0.03648,-0.033674,0.043658,-0.0025476,0.0037901,0.0083192
"M279.124T874.724",-0.01898,0.047456,-0.062481,-0.022741,-0.038412,-0.02658
"M397.259T1311.545",-0.031644,0.016546,-0.010175,0.016518,0.040589,0.013396
"M443.191T791.98",-0.031206,-0.0044336,0.016038,-0.018685,0.0062305,0.0027509
"M413.167T733.785",-0.028222,0.029444,-0.006385,-0.0097103,-0.012464,0.017395
"M687.305T1181.604",-0.040273,0.0069801,0.013532,0.052408,0.010932,0.011058
"M341.259T618.637",-0.037958,-0.002851,-0.0063272,0.025306,-0.00098287,-0.0071558
"M633.753T316.098",-0.028618,0.001878,0.020767,-0.036847,0.011523,0.0048383
"M919.334T939.971",-0.034,-0.018033,0.0083985,0.020067,-0.033945,0.0020179
"M206.081T834.983",-0.053022,-0.030453,0.006272,0.018772,0.13551,-0.020005
"M863.373T951.624",-0.034488,-0.0038637,0.055139,-0.040299,0.020618,0.015844
"M316.427T318.614",-0.029747,-0.0071264,-0.031915,-0.0373,0.043569,0.0034323
"M618.794T905.184",-0.018909,0.033888,-0.030016,0.015971,-0.068567,0.095267
"M419.228T901.259",-0.030031,-0.0067097,0.064802,-0.044084,-0.017536,-0.0029084
"M316.385T321.843",-0.027745,0.015642,-0.034083,-0.024864,0.048049,-0.0073944
"M524.981T106.871",-0.029649,0.060961,-0.0021782,-0.00078188,0.00417,-0.0099483
"M950.342T882.081",-0.037402,-0.020471,0.053305,0.0056854,-0.047699,-0.032949
"M822.313T886.782",-0.039145,-0.0068277,0.039223,-0.0087015,0.0090378,-0.040397
"M1079.533T897.421",-0.030735,0.0033901,-0.029872,0.029941,0.026214,-0.028723
"M1461.92T936.679",-0.037611,0.011672,0.020195,-0.014866,-0.0030024,-0.01014
"M970.768T318.573",-0.027698,-0.0070877,-0.0024089,-0.027595,-0.003342,0.033109
"M857.325T1034.658",-0.047423,-0.017279,0.057301,-0.050501,-0.022103,-0.038506
"M1005.392T917.562",-0.033613,-0.0070628,0.014165,-0.013735,0.021999,0.00044072
"M654.601T316.399",-0.02862,0.036015,-0.017844,-0.004314,-0.0097978,-0.023016
"M357.576T759.445",-0.02908,-0.0027218,0.0057568,0.0099188,-0.023021,-0.0082847
"M365.052T459.24",-0.049927,-0.060598,0.018155,0.0068357,-0.0086019,0.021212
"M271.021T88.704",-0.029495,0.066879,-0.0015926,0.0046052,5.8881e-05,0.048772
"M968.386T889.852",-0.034421,-0.01505,0.01384,0.029487,0.0020816,0.0081317
"M593.686T850.456",-0.035065,0.017669,-0.049615,0.0029376,0.033578,0.013917
"M505.029T765.672",-0.035798,-0.024809,-0.025841,-0.0091691,0.021821,0.015277
"M1035.367T890.845",-0.035844,-0.0083794,0.017561,0.011493,0.019901,-0.010573
"M565.054T1199.484",-0.019814,0.014804,-0.047394,-0.015317,-0.039115,0.024045
"M728.286T863.521",-0.0304,0.029008,0.022966,0.041531,-0.013955,-0.035881
"M538.221T942.724",-0.036479,-0.01471,0.06452,0.015293,-0.01431,-0.00048411
"M969.4T973.77",-0.038795,0.0029164,0.066636,-0.011776,0.007868,-0.024979
"M333.135T1582.426",-0.017386,0.059217,-0.0061277,0.00032578,0.039056,-0.020578
"M377.181T797.379",-0.030244,-0.00046421,0.001359,0.015837,0.051889,-0.00057746
"M369.388T763.979",-0.028942,0.029235,-0.022052,0.0094731,-0.007066,0.0070869
"M870.809T67.494",-0.028596,0.016963,0.067115,0.0037552,-0.059964,0.067888
"M1161.526T895.081",-0.029466,0.056513,-0.0395,0.011182,0.014997,-0.0058126
"M266.946T113.686",-0.030729,0.017136,-0.012934,-0.011068,0.020063,0.0022974
"M696.3T853.355",-0.03785,0.026592,0.021098,-0.00084215,-0.038124,-0.028269
"M1007.373T920.82",-0.035288,0.017539,0.019713,-0.0066757,0.021262,-0.0062048
"M589.773T907.878",-0.024217,0.044066,-0.034814,0.013023,-0.020441,0.02339
"M387.165T771.864",-0.030238,0.0042289,-0.021642,0.0082522,-0.056684,0.025226
"M1164.559T899.737",-0.02591,0.089577,-0.030472,0.00086364,-0.074069,0.028054
"M445.037T424.564",-0.027858,0.022467,-0.020345,-0.02055,0.0033425,0.01148
"M988.804T68.066",-0.032908,0.013953,-0.0051734,-0.029632,-0.031998,0.013445
"M743.317T783.373",-0.031842,-0.051444,0.030986,-0.0081709,-0.039023,0.01839
"M1323.606T888.291",-0.033551,0.018759,-0.048629,0.0092151,-0.048031,0.0045178
"M688.263T861.089",-0.039591,-0.0095288,0.027722,0.029695,0.017818,0.0005091
"M971.627T318.415",-0.026858,0.0064117,0.0056581,1.1806e-05,0.053786,-0.025844
"M1143.444T941.11",-0.037803,-0.0062367,0.038524,-0.01104,0.021501,-0.029239
"M1094.293T897.844",-0.032466,0.011632,0.029876,0.035915,0.050068,-0.032199
"M967.394T924.933",-0.032701,-0.01138,0.054898,0.0011953,0.0059885,-0.0093693
"M560.837T67.188",-0.017366,-0.0085033,-0.028533,-0.039099,-0.0059365,-0.041456
"M702.255T837.404",-0.034753,-0.033231,0.011744,0.019294,-0.0056695,-0.028965
"M379.067T781.128",-0.04351,-0.060551,-0.01204,-0.000714,0.0084755,0.052438
"M569.181T807.905",-0.030349,0.024479,0.027923,0.0080681,0.0023616,-0.031995
"M714.253T913.384",-0.036099,-0.017815,0.022666,0.031417,0.016781,-0.036248
"M773.211T817.036",-0.025091,0.0061607,0.04139,-0.0040745,0.018055,-0.023962
"M589.271T908.408",-0.021476,0.063141,-0.040855,0.0078649,-0.019033,0.0040608
"M795.27T865.806",-0.031712,0.015156,-0.00081175,-0.015878,-0.016423,-0.030694
"M260.967T89.826",-0.036278,0.03733,-0.029285,0.065419,0.01712,-0.0064962
"M264T169.106",-0.029208,0.010421,-0.0054531,-0.0010272,-0.012865,-0.021308
"M1095.906T894.31",-0.035753,0.018853,-0.016078,0.012564,0.060124,0.0058072
"M625.024T106.841",-0.031144,0.048097,-0.026202,0.0151,0.015556,0.0070955
"M311.065T863.883",-0.027422,-0.0098048,-0.018303,0.062743,0.081899,-0.013361
"M1327.552T905.478",-0.02621,0.040485,-0.018455,0.0040206,-0.017322,0.029331
"M281.049T89.959",-0.03276,0.013229,0.0042954,-0.0024751,0.018418,0.025569
"M631.833T319.717",-0.028456,-0.034426,-0.03797,-0.012562,0.011242,-0.013394
"M644.248T900.496",-0.039037,-0.0096554,0.028033,0.012695,-0.020386,-0.002874
"M889.313T902.886",-0.03769,-0.0042377,0.03828,-0.010126,0.010067,-0.00321
"M273.314T67.476",-0.03177,0.028921,0.085586,-0.030257,-0.030937,0.053296
"M950.337T882.881",-0.039599,-0.029078,0.052559,0.0080704,-0.045068,-0.027007
"M576.128T818.314",-0.031614,0.025495,-0.067619,-0.0067709,0.048135,0.057339
"M569.273T895.199",-0.02987,0.053015,-0.034252,0.012003,-0.006254,-0.012674
"M751.173T317.266",-0.029855,-0.0087167,-0.0092668,0.0044341,0.012208,-0.0072293
"M1094.211T893.809",-0.037589,-0.037563,-0.003659,0.061816,0.070247,0.022319
"M272.963T113.946",-0.030217,0.026622,-0.024569,0.0057593,0.014701,-0.0095347
"M549.147T750.744",-0.03269,0.010251,-0.023287,0.002518,0.005312,0.022421
"M553.051T758.396",-0.029704,0.027852,-0.001778,-0.012678,-0.018457,-0.0053005
"M263.13T940.795",-0.030419,0.017453,0.0085667,-0.038997,-0.054585,-0.0049339
"M445.207T780.093",-0.032991,0.0039483,-0.017065,0.0090761,0.029352,0.016149
"M631.863T318.629",-0.028373,-0.016877,-0.0066168,-0.015484,0.033856,-0.022149
"M843.287T936.679",-0.038616,-0.011423,0.030193,-0.029765,0.008995,-0.002641
"M483.129T913.248",-0.041996,-0.0067898,0.020765,-0.015576,-0.043546,-0.06599
"M1008.375T923.099",-0.037667,0.0093851,0.049714,-0.02438,0.011726,-0.0039092
"M357.49T758.525",-0.025437,-0.0063182,0.050356,0.0043604,0.007672,-0.048171
"M447.094T753.734",-0.03146,0.057377,-0.059448,-0.008779,0.030828,-0.031876
"M433.777T806.208",-0.034157,-0.021878,0.011436,-0.0098244,0.035821,0.01197
"M1045.593T1289.364",-0.031495,0.00020217,0.0094079,-0.012664,0.0029131,-0.020272
"M501.195T803.697",-0.032213,-0.037543,0.045242,-0.039361,-0.0026244,0.002351
"M630.654T314.128",-0.027998,-0.0088792,0.004361,-0.023544,-0.011294,-0.010501
"M625.178T776.712",-0.02784,0.026086,-0.057445,-0.01651,-0.015919,0.049375
"M399.065T319.722",-0.0323,-0.016588,-0.064185,0.081751,0.058297,0.034534
"M1224.522T894.229",-0.031153,0.0096579,-0.021245,0.024033,0.012669,-0.021028
"M315.108T761.986",-0.033427,0.02758,0.027195,0.0057813,-0.044698,-0.010998
"M471.152T726.342",-0.033666,0.014917,-0.039824,-0.00015966,0.049793,-0.0021224
"M814.836T68.186",-0.039474,0.020579,0.059469,0.013635,0.030186,0.077006
"M679.277T1051.577",-0.040277,-0.050324,-0.018925,-0.045984,-0.12433,-0.060864
"M568.907T66.858",-0.029824,-0.050644,-0.030815,-0.015581,0.047713,0.013611
"M585.878T68.251",-0.032429,-0.022679,0.030077,-0.016278,0.015245,0.008888
"M377.162T1630.7",-0.030535,0.03951,-0.020083,0.013613,-0.0099702,-0.025694
"M272.073T418.674",-0.033586,0.047077,-0.082933,0.13638,0.026563,-0.096181
"M369.569T765.536",-0.0265,0.031314,-0.022676,0.015305,0.016573,-0.018291
"M427.038T293.27",-0.032797,0.017481,0.014855,-0.016419,-0.045287,0.0071671
"M383.058T256.181",-0.038621,0.038913,0.0033686,-0.0092692,-0.012395,0.009505
"M513.129T730.532",-0.024755,-0.03783,-0.010985,0.016942,-0.016175,-0.016725
"M684.191T618.708",-0.033152,-0.081793,0.010796,0.10422,0.023342,-0.11428
"M1144.448T942.538",-0.03803,-0.01205,0.050077,-0.0071318,0.014949,-0.035647
"M613.774T885.363",-0.030095,0.034316,-0.021244,-0.010048,-0.0022234,-0.0023611
"M1176.528T983.06",-0.041174,-0.049834,0.070257,-0.05758,-0.0095361,-0.034732
"M951.397T1014.118",-0.040264,-0.022336,0.056602,-0.046831,0.0021946,-0.029348
"M998.841T1404.514",-0.02892,0.016329,-0.048061,0.0043439,0.018757,-0.011841
"M593.545T851.652",-0.030281,0.0052072,-0.0058759,-0.049893,0.012757,-0.016856
"M425.103T1191.927",-0.03249,0.015252,-0.025975,0.013521,0.034161,0.0044714
"M389.182T799.355",-0.027557,0.039252,-0.036085,-0.02985,0.011144,0.054412
"M260.048T118.657",-0.033423,0.039057,-0.0545,0.048262,-0.020535,-0.0045967
"M924.351T839.79",-0.03845,0.020098,0.036039,-0.0034304,-0.0075806,-0.028256
"M395.048T106.9",-0.032384,0.033482,-0.013259,0.010348,0.0076395,-0.038642
"M517.897T66.885",-0.040206,-0.0082957,0.040611,0.024121,-0.040429,0.061552
"M657.169T756.884",-0.031588,0.054467,-0.053226,-0.026124,-0.0023594,0.0057228
"M353.082T316.368",-0.029343,0.029297,-0.004782,0.017978,0.012028,-0.027358
"M313.093T320.692",-0.029072,0.010443,-0.015916,0.013611,-0.005906,-0.012326
"M852.339T915.443",-0.03529,-0.024648,0.0089508,0.014361,-0.0015909,-0.01965
"M475.187T823.258",-0.037526,-0.01149,0.010526,-0.078174,0.0026451,-0.019116
"M220.134T731.802",-0.0070265,-0.036987,-0.080067,0.042605,-0.051621,0.0035818
"M998.861T1404.179",-0.029059,0.011615,-0.057163,-0.0060648,0.026061,-0.0066558
"M698.26T899.18",-0.038953,-0.013596,0.049961,0.015424,-0.010135,-0.0045392
"M474.881T66.41",-0.026033,-0.024142,0.030084,-0.013392,0.0077836,-0.012517
"M721.31T972.44",-0.033679,0.0091275,0.026946,0.0013253,0.016611,-0.04588
"M621.052T106.9",-0.030918,0.012182,-0.020045,0.003107,-6.4997e-05,0.0021893
"M289.026T88.643",-0.029784,0.031347,-0.026562,-0.027853,0.029627,0.07155
"M544.284T936.329",-0.026024,-0.01879,-0.023119,0.032486,0.019957,0.016127
"M379.101T757.973",-0.027729,-0.0020555,0.0067911,-0.0053241,-0.014811,-0.023668
"M494.168T786.301",-0.034256,-0.025088,0.067713,-0.028566,-0.0039907,-0.045507
"M911.26T1004.032",-0.040144,0.0019804,0.054743,-0.039882,0.002591,-0.0050662
"M1106.454T890.453",-0.03389,-0.003439,0.009602,0.0035707,-0.014687,-0.0025894
"M269.05T89.726",-0.030497,-0.00061755,-0.061918,0.0060002,0.040468,-0.017064
"M289.084T863.831",-0.032062,0.034625,0.0080756,-0.033717,-0.0057169,-0.003297
"M473.196T813.174",-0.032634,0.0086709,-0.010356,-0.012088,-0.046801,-0.035351
"M559.066T758.189",-0.03201,0.029087,-0.0057441,0.030809,-0.031067,-0.013804
"M449.004T832.738",-0.049023,-0.1118,0.048265,0.007363,0.038332,0.026461
"M336.86T96.244",-0.027566,-0.030522,-0.014707,-0.011324,-0.098053,-0.0083578
"M343.102T681.368",-0.022251,-0.05008,0.026961,0.012163,-0.042181,0.004722
"M497.261T974.778",-0.032662,0.032189,0.01123,-0.005499,2.1011e-06,-0.023685
"M661.253T876.035",-0.03079,0.03095,-0.00038391,-0.041638,0.0047213,-0.011506
"M765.729T983.05",-0.031201,0.014521,-0.070678,0.02008,0.014257,-0.0035192
"M941.317T938.576",-0.039262,0.010603,0.025983,0.016421,0.013278,-0.032043
"M1193.041T904.79",-0.019427,0.033994,0.024444,-0.011553,-0.058792,0.071836
"M581.283T805.632",-0.032152,-0.0014139,0.025172,0.01333,-0.009767,-0.041614
"M611.22T783.374",-0.027423,0.014169,-0.048609,-0.089547,-0.00053767,0.0045525
"M564.929T1201.416",-0.026001,-0.007968,-0.019412,0.032287,0.0059952,0.0035909
"M728.88T67.591",-0.035006,-0.059591,0.040582,0.010451,-0.029381,0.042641
"M824.816T67.434",-0.031252,-0.043817,0.046831,0.024537,0.028166,0.086752
"M938.802T67.374",-0.032981,-0.013922,0.056554,0.043049,-0.0036465,0.13168
"M440.855T1728.569",-0.025978,-0.12097,0.074229,-0.020518,0.049518,-0.043366
"M429.504T310.912",-0.030234,-0.0058678,-0.019015,-0.0078483,0.0029453,-0.027587
"M439.009T107.459",-0.03074,0.039227,-0.018486,0.0085095,0.018003,-0.027248
"M847.188T757.14",-0.0276,-0.050568,-0.019375,-0.03367,-0.031536,-0.0060072
"M402.053T876.272",-0.042037,-0.04721,-0.0096059,0.010827,-0.0064439,0.037712
"M753.298T903.043",-0.03542,0.0074682,0.008187,-0.047093,-0.0036015,-0.0061829
"M591.2T844.598",-0.029519,0.028588,0.004257,0.021762,-0.066403,0.008817
"M475.366T1425.395",-0.036154,0.039015,-0.021672,0.022404,0.0039562,-0.021134
"M485.063T759.194",-0.026621,-0.019075,0.014576,-0.0027299,-0.034576,0.0010295
"M1044.425T908.907",-0.038853,0.0031469,0.018565,-0.021825,0.041077,-0.00096869
"M1331.507T909.803",-0.029836,0.039536,-0.017239,0.014588,0.00086877,0.01343
"M507.209T930.4",-0.031843,-0.038728,0.033218,-0.026079,-0.00083841,0.0060523
"M238.892T97.993",-0.033265,0.014097,-0.0045802,-0.013024,-0.015215,0.035412
"M1143.426T942.716",-0.038531,-0.012798,0.05227,-0.029531,-0.0039258,-0.0139
"M387.02T108.554",-0.028787,0.01051,0.0033393,-0.0070155,-0.023848,0.01825
"M711.218T782.65",-0.037413,-0.0083601,0.019541,0.030474,-0.033535,0.024172
"M890.319T900.562",-0.034279,0.00048296,0.034652,0.0067824,0.031273,-0.056331
"M431.156T735.48",-0.028607,-0.027548,0.0032577,-0.033328,0.0060014,0.017721
"M688.854T66.858",-0.037224,-0.0093511,0.030536,0.04039,-0.043312,0.073236
"M443.058T752.856",-0.029665,0.038765,0.00089532,0.027275,0.033986,0.0042323
"M1129.441T885.407",-0.032719,-0.00038634,-0.0037732,0.025846,-0.011193,-0.0067649
"M964.359T921.966",-0.046493,-0.038347,0.064094,-0.016626,-0.03342,-0.0086174
"M1613.665T937.741",-0.047076,-0.0084619,0.021119,0.016254,-0.060297,-0.030931
"M671.034T89.795",-0.028303,0.011646,-0.010639,0.0018617,0.029186,0.041636
"M420.999T106.905",-0.030201,0.095658,-0.0020611,0.0042972,0.012363,-0.016697
"M708.241T861.396",-0.037163,0.0036745,0.016535,0.025883,0.036547,-0.011755
"M1136.99T908.053",-0.028937,0.027601,-0.021333,-0.018998,0.00019477,0.022044
"M851.276T990.376",-0.03716,-0.042276,0.046809,0.01818,0.037653,0.023709
"M614.901T67.494",-0.038831,0.013884,0.079613,-0.0063349,-0.03035,0.068337
"M537.08T758.19",-0.029099,-0.015745,0.017729,0.010387,-0.015703,-0.024108
"M569.775T895.343",-0.029706,0.059574,-0.02984,0.0071435,-0.0067376,-0.021884
"M591.465T1235.608",0.02638,0.077944,-0.051116,0.0099474,-0.052429,0.096986
"M645.252T899.393",-0.033821,-0.048916,0.011513,0.018287,-0.0059227,0.00098689
"M397.074T474.916",-0.029658,-0.0039975,-0.0013733,-0.0097858,0.0010196,-0.00087589
"M848.315T857.496",-0.039323,-0.023564,0.058115,-0.042198,-0.027699,-0.013339
"M781.183T974.609",-0.039399,0.030556,-0.0050245,0.033662,0.0079224,0.013882
"M1130.437T924.326",-0.040848,0.0044739,0.037522,-0.0061584,0.025299,0.013983
"M693.278T872.306",-0.033218,0.0099455,0.015318,-0.0025127,0.0059275,-0.020688
"M432.997T107.064",-0.03049,0.048874,-0.016698,-0.025183,0.0018092,-0.032371
"M545.298T995.647",-0.027932,0.022129,-0.018904,-0.021947,0.046323,-0.018396
"M425.046T798.077",-0.03252,0.012277,-0.068025,-0.052502,-0.0014473,0.034612
