"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6"
"M366.994T111.318",-0.030553,0.029824,-0.017938,0.0011985,-0.0033091,0.021608
"M1192.04T901.764",-0.022058,-0.0099123,-0.013304,0.0037832,-0.074788,0.087986
"M1014.782T1351.411",-0.026159,-0.032764,-0.0141,-0.018712,0.018123,-0.01092
"M375.129T729.569",-0.026805,0.0062072,-0.030748,0.0097352,-0.010916,0.0048523
"M503.126T874.193",-0.032525,0.034426,-0.032873,-0.0035013,-0.0078259,0.00084654
"M901.161T984.095",-0.03127,0.031617,-0.072432,-0.011735,-0.020362,-0.051588
"M772.366T884.107",-0.022601,0.037358,0.0019784,0.024748,-0.032531,0.024033
"M596.277T932.512",-0.016424,-0.0907,0.025001,-0.055896,0.011775,0.0021489
"M609.959T835.516",-0.036088,-0.025009,0.042732,-0.07499,0.047563,-0.0048435
"M516.992T825.04",-0.038572,-0.19994,-0.0012192,0.053585,-0.037896,0.016984
"M447.151T677.76",-0.030785,-0.025413,-0.0094337,0.00063767,-0.01094,-0.0084267
"M1162.522T896.44",-0.028215,0.017461,-0.017473,0.013617,0.0079834,-0.025838
"M345.577T605.404",-0.024961,0.00482,-0.0054592,0.025807,0.023227,-0.024226
"M379.565T877.71",-0.047783,0.0060098,0.043443,0.010929,0.088995,-0.07724
"M1032.753T1226.13",-0.022602,-0.066884,-0.035407,-0.034052,0.0431,0.0016275
"M477.061T615.621",-0.039423,-0.039576,-0.012581,0.076617,0.027888,0.024869
"M433.038T831.69",-0.043416,-0.11222,0.057299,-0.0079322,0.011631,0.039896
"M349.056T728.324",-0.034073,0.0016022,-0.0070284,-0.034377,-0.027293,0.0011014
"M391.065T766.545",-0.024532,0.044164,-0.0035911,-0.010081,0.0090579,0.020315
"M861.166T878.352",-0.033159,0.01767,0.016455,0.012917,-0.039923,-0.0080245
"M531.009T876.272",-0.050783,-0.069617,0.035498,-0.040138,0.02637,0.038666
"M723.112T851.461",-0.033463,0.014618,-0.0248,-0.034777,-0.0050547,0.027712
"M409.045T138.763",-0.030439,0.00048102,-0.0059413,-0.030774,0.016472,-0.02273
"M395.189T761.387",-0.033725,0.01211,-0.011046,-0.025902,-0.027948,0.002042
"M306.936T1813.234",-0.028132,-0.00070925,-0.022907,0.0097286,0.023501,-0.01647
"M559.728T1193.65",-0.031718,-0.0017501,0.031952,-0.012631,0.037948,0.055147
"M335.137T198.47",-0.033334,0.0090558,0.0066327,-0.0098794,-0.0011415,-0.011985
"M661.226T856.483",-0.034754,0.013338,0.035776,-0.048103,0.049765,0.0060324
"M593.709T851.665",-0.029821,0.031043,-0.034383,-0.014239,0.049961,0.037685
"M727.414T1292.189",-0.02689,0.027035,-0.028102,0.0077911,-0.015369,0.010682
"M465.141T849.089",-0.030519,0.0081286,0.026964,-0.057097,0.0037273,0.025093
"M676.835T65.732",-0.024917,-0.11513,0.017046,0.036162,-0.041225,-0.022593
"M351.13T801.057",-0.032147,0.0079945,0.010388,-0.0088401,-0.00050892,0.024236
"M361.323T326.759",-0.038489,0.0074931,0.023746,0.02203,0.032505,-0.0033843
"M661.142T919.275",-0.042514,0.013448,0.01476,0.0074193,-0.0097731,-0.031185
"M445.135T747.805",-0.032277,0.0095711,-0.0042106,-0.0079726,0.0289,0.014073
"M271.07T418.897",-0.034345,0.053881,-0.065683,0.063907,-0.014474,-0.041987
"M409.075T617.585",-0.03893,0.0050011,-0.014187,0.066098,-0.011396,-0.0047226
"M402.187T763.436",-0.032521,-0.0030779,0.028653,0.0056129,-0.035268,0.034714
"M426.882T91.046",-0.026466,0.0063825,-0.0059035,0.020981,0.0032016,-0.019969
"M771.811T66.858",-0.035327,0.020608,0.04529,0.011883,-0.079373,0.044288
"M545.846T78.22",-0.026209,0.038709,-0.034632,-0.0031823,-0.014903,-0.041925
"M969.698T320.725",-0.043621,-0.066621,0.028396,-0.022731,0.18634,0.071593
"M365.528T823.98",-0.049753,-0.092408,0.031782,-0.0073812,0.0025386,0.026685
"M320.919T92.078",-0.035101,0.013478,-0.024849,0.0016177,0.018564,-0.042752
"M937.388T970.431",-0.034644,0.0082097,0.017051,-0.031106,0.011336,0.011203
"M299.07T414.239",-0.035991,0.016188,-0.072307,0.022265,-0.079937,-0.11119
"M942.309T937.647",-0.041616,0.0090091,0.046044,0.0099008,-0.012154,-0.029273
"M408.906T66.13",-0.018535,-0.042091,-0.031031,0.025152,-0.024213,-0.01013
"M333.191T983.058",-0.029248,0.022875,-0.057829,-0.029329,-0.073204,-0.044787
"M365.136T768.138",-0.035501,-0.041618,-0.019716,0.02224,-0.023168,-0.029498
"M771.203T760.252",-0.030704,0.028925,-0.0094076,-0.011854,0.019254,-0.0092997
"M461.152T871.999",-0.031656,-0.019699,0.0074359,0.018181,0.0023966,-0.033385
"M481.183T807.444",-0.036155,0.011988,0.027343,0.0059989,-0.022933,0.00086872
"M405.177T839.252",-0.031049,0.010458,-0.011837,0.024038,-0.034839,-0.0017105
"M1204.491T868.846",-0.022863,-0.0075324,-0.0009905,-0.06977,-0.042832,0.014549
"M333.041T419.397",-0.035562,0.055393,-0.043448,0.086326,-0.0082446,-0.036828
"M726.284T1051.577",-0.024543,-0.082613,-0.060099,0.099278,0.025412,-0.14498
"M367.103T818.837",-0.034983,0.00098652,0.00024906,-0.023048,0.048883,0.012528
"M643.847T66.912",-0.02898,-0.05092,0.013662,0.052938,-0.023328,0.023555
"M601.172T845.875",-0.031362,0.021069,-0.0054775,-0.0037828,-0.03321,0.018001
"M610.849T834.902",-0.035584,-0.034919,0.064882,-0.081911,0.027872,-0.001717
"M310.974T92.682",-0.036019,0.027324,-0.013091,0.018582,0.019204,-0.022469
"M776.814T66.22",-0.02912,-0.054309,0.0072987,0.011974,-0.027507,-0.0286
"M806.159T933.966",-0.03777,0.024967,0.046628,0.028801,-0.0057866,-0.004017
"M407.9T66.13",-0.023108,-0.038432,0.021911,0.01935,-0.031573,0.00058248
"M806.921T938.616",-0.038186,-0.029665,0.034581,0.0018245,0.03652,-0.0037767
"M754.827T67.274",-0.027541,0.012087,0.043837,0.032353,-0.048127,0.078805
"M287.076T110.312",-0.028668,0.028319,-0.011667,-0.0081774,0.0016085,-0.034291
"M871.351T913.248",-0.033696,-0.0031272,0.0051965,0.0070074,0.028795,-0.024681
"M807.113T936.925",-0.036685,0.013128,-0.0092607,0.035368,0.011643,-0.025481
"M203.204T105.674",-0.028924,0.025492,-0.019035,0.045448,0.0064735,-0.055999
"M505.3T1291.082",-0.02778,0.042964,-0.046045,-0.0045813,-0.018655,-0.0021695
"M204.975T113.721",-0.028613,0.040222,-0.006412,-0.021431,0.002966,0.0085463
"M613.854T887.38",-0.02729,0.030273,-0.040946,0.0059406,-0.0039927,0.019677
"M333.06T88.804",-0.035511,-0.0039406,-0.021792,-0.047406,0.046317,0.046331
"M1197.439T886.215",-0.036266,-0.033255,0.020554,0.0024211,-0.024509,-0.011693
"M413.192T1370.63",-0.024905,0.012745,-0.020236,0.015135,0.0070965,0.006684
"M572.874T67.143",-0.026703,-0.039918,0.044199,0.068205,-0.02142,0.018121
"M555.158T835.854",-0.034915,0.0099737,0.02917,-0.024736,0.053751,0.012088
"M267.196T1364.412",-0.024459,0.010873,-0.020551,0.028478,-0.061421,0.011188
"M674.842T67.64",-0.028589,-0.033822,-0.004659,0.010412,-0.013855,-0.0002334
"M593.934T851.064",-0.038422,-0.0027174,0.030431,-0.057493,0.013358,0.00686
"M310.969T105.491",-0.031555,0.03455,-0.0008483,0.026804,0.026679,0.010648
"M872.81T67.519",-0.041222,-0.030208,0.042801,0.057632,-0.055831,0.046885
"M429.365T315.31",-0.023441,-0.0058177,-0.034165,-0.019675,0.034172,-0.026458
"M471.046T618.546",-0.044936,-0.0053585,-0.0313,0.070484,-0.079072,-0.021022
"M1043.424T909.662",-0.031133,0.014593,0.042467,-0.00057002,0.022716,-0.029191
"M401.144T790.222",-0.033866,0.023657,0.0016257,-0.0065079,0.016011,-0.029288
"M712.22T783.012",-0.036138,-0.01213,-0.0054914,0.075499,-0.047441,0.044809
"M469.036T876.272",-0.051138,-0.095178,-0.054282,0.039766,0.081447,0.038514
"M884.8T66.979",-0.033754,-0.060382,0.033116,0.04788,-0.038861,-0.030394
"M333.926T91.902",-0.032221,0.032829,-0.022762,0.015048,-0.0083729,-0.027758
"M473.173T881.847",-0.034493,-0.002552,0.0091403,-0.00075795,0.0069724,-0.0048077
"M621.037T758.225",-0.032856,-0.019259,-0.028689,0.010061,-0.0031667,-0.0082227
"M611.147T106.977",-0.02985,0.036456,0.0001316,0.022866,0.0018838,-0.024043
"M461.037T823.98",-0.040933,-0.0044704,0.061739,-0.0016368,-0.0066821,0.014758
"M870.702T1303.064",-0.02594,0.0014954,-0.016646,-0.0067408,0.040721,-0.062176
"M567.171T792.05",-0.029643,0.0035557,-0.0039235,-0.032872,-0.005273,0.046713
"M476.876T67.016",-0.02697,0.00056299,0.0015813,-0.01743,0.012534,-0.04621
"M431.759T791.911",-0.030523,0.00085422,0.027948,-0.0040364,-0.010352,0.08056
"M609.054T106.871",-0.031446,0.020989,-0.025938,0.0019381,0.0035557,-0.023156
"M657.266T958.998",-0.02825,0.010704,-0.00071866,0.053566,-0.00036378,0.020653
"M508.215T930.69",-0.029623,-0.029135,0.014515,-0.018892,-0.010089,-0.013619
"M915.823T68.606",-0.028966,-0.086498,0.014714,0.027401,-0.0043689,0.060405
"M772.809T66.771",-0.036029,-0.031839,0.034626,0.033161,-0.053931,0.080025
"M1130.433T884.599",-0.035031,-0.018276,0.013153,0.011769,-0.021793,-0.011673
"M619.26T816.529",-0.027316,-0.00089634,-0.022826,-0.073969,0.019544,0.033771
"M292.991T104.104",-0.029244,0.013171,-0.043767,-0.062881,-0.042019,0.058852
"M911.268T936.747",-0.037496,0.027444,0.034688,-0.018412,0.024714,-0.055128
"M645.848T67.545",-0.021401,-0.086787,0.031931,0.032656,0.015524,0.0054777
"M806.073T940.272",-0.036036,0.0028254,0.038648,0.018849,0.023891,-0.0055004
"M522.878T65.745",-0.02779,0.0076728,0.010945,0.055621,-0.026472,0.0089519
"M255.115T921.266",-0.029118,-0.039876,0.031118,-0.016878,0.011769,-0.015956
"M1093.54T895.081",-0.029845,0.058551,-0.033045,0.0085893,0.0031636,-0.013807
"M617.247T870.852",-0.034242,-0.0054933,-0.010247,-0.0024879,0.03244,0.015797
"M655.189T778.866",-0.030074,0.031303,-0.039763,-0.036147,0.020694,0.014767
"M626.212T761.224",-0.030625,0.020373,0.0044958,0.0081485,-0.0415,-0.0071245
"M569.91T66.858",-0.031922,-0.056776,0.019153,0.04739,-0.050344,0.076469
"M329.088T425.59",-0.028271,-0.019141,0.0079043,-0.023032,-0.0095619,0.0076287
"M495.025T292.616",-0.033876,0.0023014,0.019726,-0.02162,-0.045164,-0.0071506
"M547.234T852.079",-0.033985,-0.0004307,0.028425,-0.020638,-0.033012,0.0086071
"M494.233T920.795",-0.031051,0.024539,0.0058065,-0.019475,-0.057657,0.025929
"M274.971T109.977",-0.032321,0.044483,-0.016752,0.017984,0.022513,0.0066103
"M626.185T785.506",-0.029766,0.0067471,-0.032191,-0.016374,-0.002969,-0.030638
"M491.126T414.484",-0.0317,-0.018474,0.046915,0.022092,0.0071127,-0.046681
"M415.225T881.978",-0.028146,0.0048176,0.0060465,0.020698,0.093536,0.043346
"M409.002T109.878",-0.029098,0.023587,-0.018796,-0.018008,0.01781,0.024916
"M413.104T602.912",-0.027733,-0.0018619,-0.011417,0.0035662,-0.019215,0.012861
"M807.744T937.741",-0.036677,0.012234,0.020172,0.005302,0.039214,-0.0024943
"M209.025T89.634",-0.024441,0.066158,-0.042453,-0.036465,0.0039606,0.0086641
"M941.306T938.915",-0.039317,0.016158,0.031527,0.0091188,0.0089403,-0.014874
"M180.971T1182.798",-0.028733,-0.0048442,-0.0070035,0.038768,0.0041541,-0.02782
"M593.922T852.299",-0.034525,-0.0032297,-0.0097605,-0.066847,0.0011919,-0.0066842
"M808.342T938.944",-0.038353,0.019622,0.029381,0.0053469,0.0038016,-0.029289
"M732.876T67.374",-0.035008,-0.054682,0.035116,0.020815,-0.024785,0.02054
"M759.826T66.885",-0.038158,-0.017067,0.033876,0.026515,-0.042759,0.066014
"M289.056T250.757",-0.024704,-0.04087,-0.014276,-0.013171,0.062385,0.033885
"M851.338T916.834",-0.032292,-0.04047,0.024418,0.015832,0.01697,-0.033261
"M529.184T941.182",-0.042601,-7.4406e-05,0.027837,-0.067186,0.033021,-2.6684e-05
"M621.221T884.304",-0.030854,0.034019,0.014128,0.0097416,0.0031315,-0.020191
"M705.205T926.435",-0.035772,-0.014136,0.044049,-0.039287,-0.038887,-0.02723
"M699.004T983.059",-0.033704,0.033377,-0.041548,-0.0080455,-0.055793,-0.0017162
"M805.362T924.937",-0.02831,0.032334,0.014847,0.035247,0.025896,-0.062413
"M789.663T1119.968",-0.032087,0.0015362,-0.042451,0.0045028,0.0008745,-0.037426
"M467.156T971.498",-0.031154,-0.0044414,0.022535,-0.042779,0.033726,0.040011
"M640.844T67.188",-0.020988,0.01336,0.071059,0.018364,-0.020678,0.033634
"M359.098T671.316",-0.030616,0.011242,0.012249,0.027414,0.010003,0.046446
"M431.769T791.594",-0.028743,0.016223,0.045002,0.0081441,0.010449,0.02074
"M643.245T933.361",-0.033671,-0.0058473,-0.0094709,-0.030123,0.014579,0.011135
"M287.077T663.979",-0.026219,0.019095,-0.010978,-0.052319,-0.00013938,0.016312
"M875.696T1193.301",-0.020758,0.050883,0.013402,-0.0013701,-0.042352,-0.044198
"M850.805T68.208",-0.023555,-0.071803,0.039269,-0.044791,-0.053739,-0.0022225
"M508.881T66.935",-0.02596,-0.021794,0.014108,0.016426,-0.0053026,0.0095957
"M815.832T67.938",-0.043853,0.015752,0.027258,-0.00043975,-0.046195,0.049993
"M539.034T616.33",-0.040492,-0.014345,0.007845,0.0089121,-0.02877,-0.03761
"M397.002T110.368",-0.029281,0.041835,-0.0079289,0.02026,-0.038074,0.023181
"M1432.595T1048.493",-0.037522,0.0079674,0.010167,0.067507,-0.020496,0.0065945
"M627.173T806.181",-0.030648,0.020274,-0.027077,0.012321,-0.012135,-0.0099507
"M333.062T883.084",-0.035322,0.019355,-0.011828,-0.052523,0.0709,0.05183
"M564.68T1183.74",-0.024187,0.040415,-0.028004,-0.022021,-0.026164,0.016615
"M503.143T589.731",-0.036831,-0.0064459,0.041803,0.020103,-0.0059369,0.023535
"M799.852T67.938",-0.027948,-0.076687,0.016303,-0.0013029,-0.010342,0.021849
"M927.368T972.44",-0.033052,-0.0072759,0.035256,-0.06626,0.0072379,-0.0037963
"M371.09T764.993",-0.028691,0.01868,-0.017361,-0.0018923,0.027405,-0.01146
"M811.459T986.188",-0.031369,-0.0028665,-0.066756,0.029806,0.0016628,-0.015159
"M561.217T921.818",-0.031482,-0.036381,-0.0020113,-0.024649,0.031654,0.06464
"M463.02T875.074",-0.048471,-0.042982,-0.0057181,-0.0032768,0.022187,0.02088
"M289.12T769.482",-0.032298,-0.038144,-0.011508,-0.0035146,0.0063515,-0.014156
"M657.109T89.959",-0.027545,-0.01575,-0.028642,-0.032392,-0.0065996,0.032981
"M459.052T765.953",-0.024714,0.03772,0.016076,0.012094,0.0022627,0.015413
"M497.175T1191.749",-0.026036,0.0048402,-0.02101,0.033815,-0.010381,-0.043371
"M404.916T66.832",-0.023646,0.018625,0.028278,0.055434,-0.04993,0.08942
"M723.346T899.128",-0.030561,0.0023742,-0.016868,0.012612,0.0012049,-0.0013681
"M655.655T928.688",-0.028673,0.012723,-0.034542,-0.0089983,0.0042017,-0.024152
"M427.197T838.449",-0.031174,0.036106,0.014143,-0.039414,0.037102,-0.017727
"M999.727T1404.686",-0.025583,0.027973,-0.032513,-0.04387,0.0099808,-0.03392
"M626.824T67.188",-0.019114,-0.039375,-0.027567,-0.025779,0.026661,0.048202
"M293.177T1099.499",-0.031224,0.0055839,-0.020267,0.00072577,-0.038002,-0.049711
"M429.25T1071.941",-0.03113,0.015304,-0.026085,-0.023133,0.0068392,0.0084493
"M341.088T439.204",-0.029079,-0.0096443,-0.0027836,0.00181,0.0037112,0.0016204
"M656.833T67.115",-0.035038,0.015486,0.012692,0.013513,-0.038081,0.065058
"M1031.347T966.014",-0.034947,-0.0074085,0.021692,-0.0094348,0.025448,-0.02334
"M630.879T67.545",-0.031802,-0.044724,0.035117,0.030635,-0.005621,0.019419
"M693.424T1336.51",-0.0193,-0.019637,-0.03013,0.031652,-0.071452,0.012422
"M806.978T940.468",-0.037371,0.00083363,0.058555,0.0088254,0.022711,-0.0010137
"M471.897T67.543",-0.024044,-0.045812,0.020762,-0.0063254,-0.0019864,0.03495
"M429.141T889.195",-0.033655,-0.0024129,-0.024147,0.032198,0.074738,-0.0090597
"M1109.422T909.522",-0.037247,-0.0050423,0.017532,0.019334,0.053201,-0.020772
"M341.088T304.64",-0.03242,0.034067,-0.0008072,0.030091,-0.015598,0.034809
"M1042.422T909.151",-0.033722,-0.0075313,0.055278,-0.0029027,0.036422,-0.024925
"M798.851T67.54",-0.025814,0.024139,0.031253,0.057047,-0.077213,0.056595
"M413.179T861.909",-0.046532,-0.014225,-0.095105,-0.0030916,-0.081809,-0.058577
"M807.007T938.915",-0.039125,0.01423,0.024277,0.015037,0.028626,0.01541
"M359.022T90.408",-0.031507,0.045523,-0.0096414,0.0074793,0.020789,-0.039051
"M564.961T1199.656",-0.018533,0.017814,-0.050755,0.023797,0.0022963,0.040219
"M359.061T194.361",-0.028644,-0.0043313,-0.022114,-0.027853,-0.04629,0.046659
"M1462.52T939.973",-0.027566,-0.13663,0.068399,-0.0078555,-0.032355,-0.015354
"M385.113T791.317",-0.028292,0.027956,-0.0096907,0.017575,0.0042365,-0.0087812
"M743.85T66.912",-0.032465,0.0017552,0.029462,0.055426,0.019056,0.075036
"M203.083T418.775",-0.036012,0.025668,-0.057186,0.073767,-0.018771,-0.0203
"M341.465T625.973",-0.039271,0.0031242,-0.015861,0.03563,0.00022553,-0.051329
"M272.959T67.281",-0.027744,-0.010359,0.043548,0.029799,-0.043077,0.063567
"M700.328T66.684",-0.026558,-0.0691,0.04916,0.024978,-0.035656,0.02915
"M280.987T110.997",-0.029927,0.033479,-0.019572,-0.015165,0.022764,-0.0055474
"M472.886T66.482",-0.025331,-0.046993,-0.0042292,-0.016929,-0.0077757,0.042103
"M367.058T823.98",-0.034687,-0.010042,0.082672,-0.052697,0.032119,0.0024648
"M586.884T67.938",-0.032398,-0.01191,0.032209,-0.039384,0.0019175,0.010598
"M1162.845T896.125",-0.031385,0.041069,-0.055927,-0.020989,-0.037313,-0.023818
"M576.861T67.042",-0.028654,-0.020154,0.0020081,0.03734,-0.0067804,-0.038072
"M868.801T68.637",-0.030523,-0.076863,0.029588,-0.025643,-0.029277,0.020388
"M1131.537T924.362",-0.028902,0.013542,-0.025481,0.035091,-0.0010026,-0.014419
"M1193.356T907.422",-0.024989,-0.082345,0.040979,0.0010761,0.0085912,-0.08652
"M182.994T112.283",-0.028564,0.043135,-0.021315,-0.0050334,-0.00021957,0.031776
"M684.885T67.374",-0.036547,-0.021899,0.058542,0.026663,-0.0091783,0.10011
"M373.167T930.605",-0.030866,-0.015611,-0.035254,0.022857,-0.0094756,-0.0098369
"M365.143T832.741",-0.039748,-0.0812,0.026292,0.08427,-0.016184,0.049594
"M555.17T790.902",-0.031469,0.024994,-0.010684,0.025195,0.010033,0.036806
"M408.822T1801.685",-0.032528,0.01972,-0.002723,0.018516,0.013726,-0.0087575
"M1084.663T1198.774",-0.023958,0.039062,-0.04227,0.031366,-0.097679,0.015191
"M454.144T914.383",-0.039088,-0.026678,0.038781,-0.0010785,0.018523,-0.047385
"M886.794T67.143",-0.041525,0.031571,0.048366,0.029965,-0.023414,0.021773
"M526.316T1188.04",-0.017275,-0.061424,0.02399,0.07221,-0.044364,-0.039971
"M631.877T67.938",-0.032072,-0.071385,0.069159,-0.0069029,0.010045,0.054924
"M1192.357T906.767",-0.025218,-0.028081,0.0046665,-0.014238,-0.050399,0.033923
"M1009.386T967.414",-0.037054,-0.0059812,0.057438,-0.052344,-0.0077612,-0.063455
"M357.108T784.337",-0.034172,-0.0014056,0.0024819,0.01602,-0.0010583,0.02215
"M349.072T1165.294",-0.030642,0.038866,0.0057688,-0.034275,-0.0040265,-0.023871
"M527.309T1189.176",-0.024953,0.0093512,-0.011923,0.029637,-0.029616,-0.044157
"M1103.384T928.554",-0.034079,-0.0071598,0.039514,-0.01979,0.0046662,-0.016269
"M683.887T67.591",-0.032544,-0.016099,0.058048,0.049318,0.0050791,0.091028
"M553.164T782.325",-0.030034,0.040624,0.0056081,0.0096788,0.017684,-0.013534
"M644.846T66.885",-0.025257,-0.05514,0.016607,0.036196,-0.036505,0.028121
"M521.022T764.729",-0.028524,0.040332,-0.035014,-0.0056897,-0.0058635,0.0038033
"M559.276T958.275",-0.035903,0.025315,0.015614,-0.019651,-0.0067831,0.021749
"M943.39T965.159",-0.03413,-0.028039,0.055082,-0.041486,0.028134,-0.066226
"M613.983T886.617",-0.026062,0.031155,-0.042634,-0.00018078,0.0035717,0.021478
"M173.008T106.871",-0.031903,0.006964,-0.016709,0.019232,0.019123,0.01514
"M429.486T320.767",-0.027512,0.043199,-0.028008,-0.034503,0.018375,0.0081787
"M693.17T791.92",-0.029472,0.047263,-0.02201,-0.062713,0.035296,0.012671
"M433.376T793.769",-0.029254,-0.019848,-0.032205,-0.083948,0.019723,-0.042393
"M760.823T66.885",-0.033562,0.011581,0.03711,0.023023,-0.067879,0.050181
"M469.095T760.602",-0.028804,-0.017557,-2.7812e-05,0.0027813,-0.025123,-0.0094862
"M937.334T882.127",-0.036366,-0.032451,0.025662,-0.014785,0.0014071,-0.016955
"M728.269T963.544",-0.035591,-0.062862,0.078264,0.025948,0.017259,-0.037991
"M433.122T384.02",-0.027795,-0.045297,-0.040685,0.10041,-0.024523,0.022264
"M951.343T881.927",-0.032485,-0.060344,0.049526,-0.0082039,-0.0082443,-0.027374
"M401.027T415.826",-0.034286,0.033538,-0.045461,0.070349,-0.011973,-0.025392
"M715.392T322.783",-0.031858,0.01117,-0.027261,0.025371,0.038696,0.076154
"M665.182T815.828",-0.036224,0.016471,0.03723,-0.022788,-0.002998,0.014597
"M447.959T106.92",-0.035036,0.034189,-0.0095058,0.013272,-0.050948,-0.026293
"M1296.901T900.549",-0.023151,-0.10186,-0.067839,0.03328,-0.0039523,0.066849
"M349.057T865.046",-0.03615,0.0051239,-0.006594,-0.030795,-0.0021723,0.032799
"M1014.811T1344.847",-0.024999,-0.042042,-0.015159,-0.026224,0.026079,-0.010842
"M521.224T935.29",-0.03056,-0.05395,0.03227,-0.0086591,0.0066795,-0.0052248
"M1390.547T1005.094",-0.02089,-0.048024,-0.012306,-0.08642,0.018072,0.0072192
"M313.275T1417.53",-0.027378,0.021894,-0.035085,0.021643,-0.049789,-0.0048006
"M477.088T1628.76",-0.02849,0.036634,-0.022258,0.027395,-0.040663,0.0074523
"M613.564T887.981",-0.027573,0.032596,-0.026336,-0.0058259,-0.016311,-0.0037513
"M395.28T1470.273",-0.034832,-0.038714,0.010269,0.015067,-0.020913,0.0092113
"M697.753T1005.082",-0.026886,8.0483e-05,-0.058945,-0.069488,-0.057106,0.0062901
"M285.243T1390.408",-0.024298,0.03957,-0.028085,0.0034349,-0.040529,-0.024982
"M481.224T887.168",-0.027272,0.026443,-0.0092287,-0.0098495,-0.0086617,-0.019582
"M486.878T66.684",-0.018469,-0.047444,0.0093294,0.058293,-0.051013,0.0029401
"M343.103T489.112",-0.027818,-0.054917,0.047667,0.011512,-0.054975,-0.016099
"M444.872T67.426",-0.025978,0.020642,-0.023175,0.014879,0.00078535,-0.012009
"M643.851T67.124",-0.03385,-0.022165,0.021833,0.053425,-0.053229,0.065018
"M771.83T66.444",-0.034975,0.0063855,0.034965,0.053599,-0.029043,0.0035706
"M463.182T861.112",-0.025414,0.014047,-0.049257,-0.061415,-0.04428,-0.0088079
"M323.042T818.446",-0.030966,0.057662,0.0057887,-0.019507,-0.019725,0.052407
"M333.062T954.304",-0.039222,-0.062411,0.0079158,-0.097265,-0.096611,0.033171
"M543.282T933.008",-0.023991,0.002493,-0.013753,0.015815,-0.010194,0.068595
"M415.161T821.344",-0.029243,0.011046,0.027556,0.035573,-0.0047124,0.0089234
"M609.153T789.212",-0.034207,0.0096558,-0.00075438,-0.0088084,0.0029522,0.01655
"M714.826T66.684",-0.033568,0.031813,0.033934,0.04887,-0.022136,0.015812
"M454.975T107.571",-0.030981,0.042856,-0.027949,0.02767,-0.0018034,-0.00097072
"M292.14T116.338",-0.03117,0.013621,-0.046369,0.061495,-0.051523,-0.016503
"M501.375T66.858",-0.034319,-0.015123,0.040549,-0.085971,0.0050503,0.088685
"M328.886T98.013",-0.029132,-0.014922,-0.055714,-0.00027037,-0.0692,0.014305
"M317.064T416.942",-0.033652,0.055218,-0.038251,-0.00075843,0.047657,-0.052739
"M453.099T792.789",-0.027976,0.030968,-0.0094293,0.036873,0.003237,0.002562
"M759.145T875.232",-0.042338,-0.051673,0.047714,-0.030432,0.04863,0.021616
"M1117.54T932.512",-0.034688,-0.01899,0.019196,-0.0074169,0.022526,0.0087855
"M1132.537T923.907",-0.031011,0.010316,0.0038177,0.023872,0.0046356,-0.035201
"M726.808T67.734",-0.028113,0.035378,0.0087692,0.033979,-0.0125,-0.0043803
"M824.341T916.725",-0.029902,-0.10087,-0.038664,0.032221,0.011874,-0.018121
"M345.082T140.774",-0.033061,0.0083807,-0.0093848,0.0014947,0.007796,0.011959
"M251.019T152.27",-0.029411,-0.0041282,-0.028477,-0.0036938,0.036152,-0.045994
"M279.164T1571.945",-0.029621,0.041921,-0.034912,0.018323,-0.01862,-0.017475
"M540.867T1245.744",-0.019703,-0.053466,-0.040525,0.040171,-0.023724,0.034816
"M238.069T801.926",-0.035615,-0.035766,-0.013288,-0.017952,-0.021159,0.0028906
"M755.7T809.167",-0.025887,-0.081862,0.035599,-0.033418,0.031213,-0.054569
"M418.896T66.885",-0.032285,-0.037275,-0.035644,0.053923,0.0145,0.021956
"M347.091T1147.321",-0.032493,-0.03471,0.0055758,0.035767,-0.012162,-0.033574
"M427.009T107.872",-0.029999,0.041635,-0.022585,0.014088,0.0065365,-0.039117
"M243.065T108.531",-0.029044,0.013098,-0.019785,0.039753,-0.025923,-0.016087
"M974.806T67.938",-0.037296,-0.018839,0.033136,0.031367,-0.048654,0.067602
"M741.841T67.938",-0.021928,-0.051078,0.03234,-0.0081685,-0.0010982,-0.0054368
"M409.172T733.287",-0.030316,-0.043318,0.028215,-0.025211,0.0021107,0.015018
"M469.019T418.674",-0.028509,-0.020955,-0.076491,0.074214,0.0020254,-0.053664
"M775.809T66.684",-0.033171,0.016815,0.038898,0.076752,-0.029016,0.0083998
"M435.959T107.38",-0.033935,0.053332,-0.039055,0.0080186,-0.044496,-0.026024
"M676.309T1245.665",-0.025128,0.002131,-0.019682,0.045123,-0.040453,-0.0042695
"M265.261T1518.666",-0.029272,0.063097,-0.029369,0.0041856,0.011527,-0.0010875
"M339.058T415.891",-0.033091,0.028379,-0.082517,0.029119,-0.0014149,-0.011145
"M785.833T68.422",-0.031571,-0.066454,0.029132,-0.04285,0.0098869,0.021421
"M448.965T106.062",-0.030565,0.048954,-0.029325,0.017069,-0.019558,-0.055075
"M1354.628T902.5",-0.033014,0.013554,0.027629,-0.026168,-0.022261,0.07755
"M241.108T881.116",-0.032064,0.007384,-0.051282,0.020259,-0.061892,-0.037907
"M418.894T1736.453",-0.032522,0.035286,0.0017202,0.033921,0.01147,0.0012176
"M562.892T1151.046",-0.022268,0.0049534,-0.010966,0.034245,-0.033115,0.02583
