"","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg"
"Label","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock"
"M937.334T882.127"," 0.4335457"," 0.7538883"," 0.5868034"," 0.2879751","-0.5906030","-1.0714387","-0.4001708"
"M728.269T963.544"," 0.3804587"," 0.4870744"," 1.0409268"," 0.1235498","-0.3352516","-1.3811615","-0.3155967"
"M433.122T384.02","-0.06941257"," 0.52863547"," 0.83920907"," 0.42812278","-0.75805255","-0.16267584","-0.80582637"
"M951.343T881.927"," 0.4433360"," 0.4481057"," 0.7361895"," 0.2836049","-0.5076564","-1.1569841","-0.2465957"
"M401.027T415.826"," 0.08503298"," 1.11432878"," 0.64094863","-0.03439329","-0.89357912","-0.25400135","-0.65833664"
"M715.392T322.783","-0.1013517"," 1.0394919"," 0.2614274"," 0.5353323","-0.3214770","-0.5209895","-0.8924332"
"M665.182T815.828"," 0.1370443"," 1.0149564"," 0.3961103"," 0.3088965","-0.4860031","-1.1222174","-0.2487869"
"M447.959T106.92"," 0.1444663"," 1.0583687"," 0.4942706"," 0.1013750","-0.9747250","-0.6140221","-0.2097334"
"M1296.901T900.549"," 0.21130987"," 0.20981768"," 0.40550235"," 0.91704382","-0.60995492","-0.09600666","-1.03771215"
"M349.057T865.046"," 0.2192451"," 1.0312590"," 0.2212247"," 0.4992830","-0.6225879","-0.8433329","-0.5050910"
"M1014.811T1344.847"," 0.5311669"," 0.4896885"," 0.2586328"," 0.2698010","-0.4097369","-0.5791989","-0.5603534"
"M521.224T935.29"," 0.3792137"," 0.4870781"," 0.5896667"," 0.3558803","-0.4167945","-1.0039545","-0.3910898"
"M1390.547T1005.094"," 0.6335654"," 0.3621205","-0.1039275"," 0.4658475","-0.3365050","-0.6385573","-0.3825435"
"M313.275T1417.53"," 0.06209253"," 0.83993458"," 0.35194512"," 0.21351182","-0.89410861","-0.26017168","-0.31320376"
"M477.088T1628.76","-0.06217879"," 0.94687411"," 0.36510891"," 0.20068474","-0.78541389","-0.36072510","-0.30434998"
"M613.564T887.981"," 0.1643814"," 0.9305439"," 0.1887969"," 0.1462567","-0.6816648","-0.4028505","-0.3454637"
"M395.28T1470.273"," 0.2143135"," 0.6914313"," 0.6538709"," 0.4611214","-0.6911851","-0.8589690","-0.4705831"
"M697.753T1005.082"," 0.4411391"," 0.7652711","-0.1436205"," 0.5214615","-1.0090029","-0.2921087","-0.2831394"
"M285.243T1390.408"," 0.14043565"," 0.84059373"," 0.22783323"," 0.01813865","-0.79621237","-0.26191044","-0.16887845"
"M481.224T887.168"," 0.24087466"," 0.86216824"," 0.25487146"," 0.05009054","-0.60171156","-0.53459303","-0.27170032"
"M486.878T66.684","-0.05450064"," 0.16427850"," 0.71143344"," 0.33098779","-0.57301372","-0.36996349","-0.20922188"
"M343.103T489.112"," 0.19303690"," 0.31142192"," 0.76655314"," 0.36511096","-0.65263918","-0.95364373","-0.02984002"
"M444.872T67.426"," 0.17637211"," 0.82639551"," 0.31591863"," 0.05740606","-0.56985396","-0.36978355","-0.43645480"
"M643.851T67.124","-0.3108421"," 0.7363949"," 0.7409379"," 0.7113289","-0.6807498","-0.8096437","-0.3874261"
"M771.83T66.444","-0.1057396"," 0.8796672"," 0.8232966"," 0.2141082","-0.6315551","-0.9006897","-0.2790875"
"M463.182T861.112"," 0.4269456"," 0.7868067","-0.1094171"," 0.3295425","-0.9006370","-0.3023128","-0.2309279"
"M323.042T818.446","-0.16599857"," 1.14941228"," 0.08750439"," 0.40081584","-0.51470938","-0.72572408","-0.23130048"
"M333.062T954.304"," 0.48117691"," 0.65075344"," 0.20483222"," 1.04419071","-1.14601741","-1.14767251","-0.08726336"
"M543.282T933.008","-0.1822221"," 0.7103816"," 0.2206801"," 0.5695923","-0.4030799","-0.4236081","-0.4917439"
"M415.161T821.344","-0.06026706"," 0.79467519"," 0.59737791"," 0.16645557","-0.41813274","-0.77324600","-0.30686286"
"M609.153T789.212"," 0.1810700"," 0.9836718"," 0.3398583"," 0.3283297","-0.5666827","-0.7888630","-0.4773841"
"M714.826T66.684","-0.2166434"," 0.9963259"," 0.6852047"," 0.1790410","-0.5407864","-0.8543899","-0.2487519"
"M454.975T107.571"," 0.05563193"," 1.08814701"," 0.35575467"," 0.07260115","-0.66189701","-0.40036426","-0.50987349"
"M292.14T116.338"," 0.04691318"," 0.89424564"," 0.61422236"," 0.15850615","-1.04014402","-0.18517878","-0.48856454"
"M501.375T66.858"," 0.125278001"," 0.866788640","-0.005435821"," 0.892561626","-0.265313174","-1.298694167","-0.315185104"
"M328.886T98.013"," 0.1928549"," 0.7189037"," 0.2749239"," 0.5526743","-1.0867612","-0.2272307","-0.4253648"
"M317.064T416.942"," 0.4787962"," 1.2590278"," 0.2511627","-0.2932141","-0.5882012","-0.4616507","-0.6459208"
"M453.099T792.789","-0.01004833"," 0.92346890"," 0.43652979"," 0.06821369","-0.50493943","-0.46221510","-0.45100952"
"M759.145T875.232"," 0.4567336"," 0.8588039"," 0.5911123"," 0.5172045","-0.2935025","-1.4695532","-0.6607985"
"M1117.54T932.512"," 0.2927435"," 0.8288808"," 0.4849503"," 0.3232979","-0.4187478","-0.9832838","-0.5278409"
"M1132.537T923.907"," 0.26122097"," 0.85196018"," 0.57298621","-0.04583565","-0.58203895","-0.66458764","-0.39370512"
"M726.808T67.734","-0.05087566"," 0.90407697"," 0.48949810"," 0.03692500","-0.53057084","-0.58099796","-0.26805562"
"M824.341T916.725"," 0.5989188"," 0.3078622"," 0.7223499"," 0.4294029","-0.6988534","-0.4465210","-0.9131593"
"M345.082T140.774"," 0.1884902"," 0.9579680"," 0.3606207"," 0.2800452","-0.5636699","-0.6835506","-0.5399036"
"M251.019T152.27"," 0.56917582"," 0.80874447"," 0.35533725","-0.06604141","-0.54264647","-0.49529581","-0.62927386"
"M279.164T1571.945"," 0.14013371"," 1.02969759"," 0.31666151"," 0.02945271","-0.78696520","-0.32128484","-0.40769548"
"M540.867T1245.744"," 0.05753671"," 0.29177560"," 0.42686071"," 0.55395641","-0.58903565","-0.12046179","-0.62063199"
"M238.069T801.926"," 0.4085332"," 0.7643226"," 0.4343350"," 0.4936341","-0.8127612","-0.7737737","-0.5142899"
"M755.7T809.167"," 0.7744544"," 0.2027737"," 0.5625431"," 0.1199472","-0.2984979","-1.0090923","-0.3521282"
"M418.896T66.885"," 0.1639156"," 0.7338632"," 0.6309089"," 0.4153344","-0.6128133","-0.4241064","-0.9071024"
"M347.091T1147.321"," 0.3268352"," 0.6301561"," 0.7802816"," 0.1438426","-0.7030779","-0.7188197","-0.4592179"
"M427.009T107.872"," 0.2721489"," 1.0312786"," 0.3607574","-0.1469714","-0.6550290","-0.4419316","-0.4202529"
"M243.065T108.531"," 0.09537956"," 0.82756729"," 0.53659962"," 0.10009497","-0.76204660","-0.39481546","-0.40277938"
"M974.806T67.938","-0.2463835"," 0.8413842"," 0.6906681"," 0.7540507","-0.6686053","-1.0165413","-0.3545729"
"M741.841T67.938"," 0.2933934"," 0.2634719"," 0.4785997"," 0.2950863","-0.3017293","-0.7973408","-0.2314813"
"M409.172T733.287"," 0.3150041"," 0.5568952"," 0.4285358"," 0.4700700","-0.4097195","-0.9956879","-0.3650977"
"M469.019T418.674"," 0.41734751"," 0.70637316"," 0.67865184","-0.05968360","-0.91398161"," 0.04632193","-0.87502922"
"M775.809T66.684","-0.2632556"," 0.8799714"," 0.8920924"," 0.1533658","-0.5689809","-0.8291629","-0.2640302"
"M435.959T107.38"," 0.17294039"," 1.18151067"," 0.31432531"," 0.05058732","-1.03056895","-0.37517163","-0.31362311"
"M676.309T1245.665"," 0.003309846"," 0.656906442"," 0.528274601"," 0.196760546","-0.748466428","-0.297704496","-0.339080510"
"M265.261T1518.666"," 0.092277697"," 1.171201691"," 0.150558095","-0.001540019","-0.560419203","-0.391342172","-0.460736089"
"M339.058T415.891"," 0.27813258"," 1.13828020"," 0.28872077"," 0.12748319","-0.93898396","-0.06891035","-0.82472244"
"M785.833T68.422"," 0.4417302"," 0.4820795"," 0.3996678"," 0.6032308","-0.3843923","-1.1009274","-0.4413887"
"M448.965T106.062"," 0.2815511"," 1.0562873"," 0.3939354","-0.1993362","-0.8580936","-0.3657474","-0.3085965"
"M1354.628T902.5","-0.1562756"," 0.9545388"," 0.2092127"," 0.7027505","-0.4455586","-0.9935410","-0.2711267"
"M241.108T881.116"," 0.3060255"," 0.8747543"," 0.4680676"," 0.1555934","-1.1767183","-0.2491708","-0.3785516"
"M418.894T1736.453"," 0.01558931"," 1.05999655"," 0.49890880"," 0.05725631","-0.50026739","-0.65341316","-0.47807042"
"M562.892T1151.046","-0.1264543"," 0.6148732"," 0.3912506"," 0.3270061","-0.5642157","-0.3301876","-0.3122723"
"M319.076T917.392"," 0.4288431"," 1.0468588"," 0.7979325"," 0.4105131","-0.6558427","-1.4396140","-0.5886908"
"M405.167T106.416"," 0.47086528"," 1.12040314","-0.09655578"," 0.24024069","-0.60532058","-0.75953020","-0.37010255"
"M445.095T115.802"," 0.1142747"," 0.7750856"," 0.4163086"," 0.3514609","-0.5785648","-0.7616128","-0.3169521"
"M505.902T66.721","-0.3390211"," 0.7311449"," 0.6152022"," 0.7793893","-0.5340641","-0.8983016","-0.3543497"
"M338.938T105.668"," 0.2668570"," 0.8711889"," 0.5994332","-0.1911223","-0.6996937","-0.4121351","-0.4345280"
"M657.832T67.374"," 0.04490501"," 0.30345947"," 0.66959755"," 0.53461525","-0.41221946","-0.88740977","-0.25294804"
"M885.822T66.912","-0.09894417"," 0.97282872"," 0.51533413"," 0.55980094","-0.25169418","-1.25904105","-0.43828439"
"M385.188T793.619"," 0.2590311"," 0.9360247"," 0.1572225"," 0.2792494","-0.5451026","-0.6459613","-0.4404638"
"M541.046T1246.429"," 0.08425843"," 0.49351349"," 0.49503739"," 0.23341655","-0.65573487","-0.27165397","-0.37883701"
"M562.835T1148.266"," 0.12762110"," 0.58931114"," 0.37754327"," 0.33275324","-0.53236182","-0.08674689","-0.80812005"
"M1243.514T983.057"," 0.3503012"," 0.6081282"," 0.6253690"," 0.4248315","-1.1233975","-0.7824198","-0.1028125"
"M1105.431T888.552"," 0.3005751"," 0.6925534"," 0.5033939"," 0.2176966","-0.5508334","-0.8344733","-0.3289123"
"M697.905T994.286"," 0.4346291"," 1.1511160"," 0.2744476","-0.1330578","-0.5882411","-0.5710161","-0.5678777"
"M401.05T875.074"," 0.2624359"," 0.8878081"," 0.8694208"," 0.5308500","-0.7260690","-1.0685419","-0.7559039"
"M600.854T66.846"," 0.57248470"," 0.70673859"," 0.15857603"," 0.09776979","-0.65439699","-0.65945663","-0.22171547"
"M731.208T950.406"," 0.32049012"," 0.94456736"," 0.23152224"," 0.06045285","-0.54161599","-0.67363110","-0.34178549"
"M470.098T771.956","-0.03676679"," 0.91350434"," 0.56478312"," 0.20399976","-0.53403606","-0.60969329","-0.50179109"
"M344.844T1719.46"," 0.1886729"," 0.7182313"," 0.3330203"," 0.1970847","-0.6614775","-0.4606180","-0.3149137"
"M641.167T774.439"," 0.41248519"," 0.98024141"," 0.09343622"," 0.23839383","-0.76451538","-0.36446242","-0.59557884"
"M778.832T66.858"," 0.1057405"," 0.7018952"," 0.6107137"," 0.3533376","-0.6367582","-0.6351962","-0.4997325"
"M747.22T952.211"," 0.3375339"," 0.8967313"," 0.0275407"," 0.4961609","-0.3633739","-1.0889872","-0.3056057"
"M377.049T427.197"," 0.09228303"," 0.89797475"," 0.28263499"," 0.24986883","-0.69411249","-0.69054999","-0.13809911"
"M493.23T921.818"," 0.1081985"," 0.9091233"," 0.1932386"," 0.5026926","-0.5037314","-0.9661745","-0.2433472"
"M387.346T67.938"," 0.226462298"," 0.854992415"," 0.313811616","-0.008358011","-0.307482449","-0.751376372","-0.328049497"
"M367.08T114.463"," 0.3493529"," 0.7750871"," 0.3512262"," 0.2326990","-0.6566822","-0.7775256","-0.2741574"
"M401.049T776.54"," 0.22741583"," 0.94331868"," 0.57268964"," 0.05036663","-0.76925851","-0.60806450","-0.41646777"
"M323.019T128.103","-0.05032177"," 0.92707837"," 0.32171864"," 0.30372138","-0.48088824","-0.70372146","-0.31758692"
"M459.149T771.729"," 0.11982808"," 1.00971835"," 0.39737797"," 0.05643259","-0.51841210","-0.65675962","-0.40818527"
"M507.151T845.473"," 0.2330160"," 0.8753177"," 0.4663369"," 0.2418335","-0.5266594","-0.9478660","-0.3419788"
"M415.27T1182.702"," 0.2065324"," 0.7615257"," 0.2594247"," 0.1335452","-0.7576928"," 0.0657241","-0.6690593"
"M359.123T830.487"," 0.2649002"," 0.7427024"," 0.5347114"," 0.2981296","-0.2822237","-1.2407656","-0.3174543"
"M549.174T847.493"," 0.1462220"," 0.8279954"," 0.5015098"," 0.3457400","-0.7320300","-0.6808368","-0.4086003"
"M340.859T1719.351"," 0.08563955"," 0.93881478"," 0.37060384"," 0.24961910","-0.84395606","-0.59460574","-0.20611547"
"M702.25T942.066","-0.04429363"," 0.94729715"," 0.39126827"," 0.28851206","-0.51847875","-0.74606299","-0.31824212"
"M453.035T765.753","-0.02017416"," 0.98758363"," 0.35513533"," 0.03275229","-0.50531706","-0.54452879","-0.30545123"
"M329.089T195.942"," 0.2268327"," 0.7279279"," 0.3366163"," 0.1943747","-0.7975438","-0.3787321","-0.3094757"
"M615.152T88.13"," 0.03214057"," 0.95812016"," 0.31478246"," 0.24057934","-0.39490250","-0.53224849","-0.61847154"
"M399.092T115.22"," 0.21069018"," 0.88265255"," 0.44709752","-0.02109471","-0.72921341","-0.45179724","-0.33833490"
"M519.896T67.425"," 0.0347228"," 0.4187788"," 0.6388549"," 0.4107922","-0.1980767","-0.8763602","-0.4287118"
"M447.222T1194.448"," 0.26368751"," 0.78773014"," 0.09917544"," 0.44835858","-0.37276483","-0.36529099","-0.86089586"
"M559.04T89.345"," 0.21102013"," 0.93820297"," 0.40117303"," 0.05013288","-0.16356139","-0.66047459","-0.77649302"
"M513.235T964.262"," 0.092091374"," 0.876357196"," 0.660949046","-0.002944228","-0.577906121","-0.730255428","-0.318291838"
"M701.333T69.273"," 0.1540356"," 0.5410865"," 0.4990194"," 0.5104511","-0.3011145","-1.0607992","-0.3426789"
"M413.108T298.268"," 0.1693965"," 0.5137712"," 0.6968992"," 0.1806155","-0.9406186","-0.4339596","-0.1861041"
"M434.871T1737.903"," 0.13137466"," 0.90884368"," 0.53518439"," 0.00665005","-0.37789297","-0.74345788","-0.46070193"
"M353.052T831.694"," 0.19168139"," 0.52723921"," 0.42317888"," 0.64161896","-0.36144745","-1.38088473","-0.04138626"
"M775.338T1039.594","-0.1804473"," 1.0589195"," 0.8633104"," 0.4437058","-0.9108021","-1.0304810","-0.2442054"
"M429.074T115.482"," 0.20581015"," 0.88444121"," 0.37853730"," 0.09402804","-0.36120373","-0.65813683","-0.54347615"
"M475.877T67.555","-0.1351840"," 0.4853028"," 0.7751561"," 0.1991620","-0.5401160","-0.4893490","-0.2949718"
"M299.259T1433.689","-0.1114853"," 0.8840459"," 0.6570910"," 0.1256202","-0.5234274","-0.2850384","-0.7468059"
"M187.905T92.369"," 0.2790540"," 0.6162288"," 0.6340590"," 0.3280096","-1.0795153","-0.4933035","-0.2845325"
"M809.324T904.082"," 0.5578810"," 0.5977782"," 0.7549237","-0.1007200","-0.4608235","-1.0764284","-0.2726110"
"M493.136T809.014"," 0.2459762"," 0.5908227"," 0.5170620"," 0.2954266","-0.6487662","-0.8207043","-0.1798168"
"M438.263T1164.917"," 0.1890810"," 0.4488944"," 0.6075194"," 0.4851042","-0.2731144","-0.3768658","-1.0806188"
"M313.094T115.286"," 0.2255377"," 0.7281947"," 0.2483705"," 0.1748524","-0.6946730","-0.4469861","-0.2352962"
"M515.105T113.414"," 0.1232747"," 0.8345897"," 0.3566770"," 0.2139116","-0.7183459","-0.4686224","-0.3414847"
"M285.909T1803.837"," 0.18657100"," 0.94963700"," 0.36580035"," 0.06261163","-0.65197401","-0.44175869","-0.47088729"
"M658.83T67.591"," 0.1360677"," 0.4685011"," 0.4544331"," 0.6816873","-0.5917319","-0.6945861","-0.4543713"
"M447.05T875.673"," 0.3812570"," 1.1246143"," 0.5176022"," 0.4388363","-0.8276347","-0.8847067","-0.7499684"
"M795.198T1006.041"," 0.98041249"," 0.47101884","-0.08682953"," 0.48345354","-0.58632213","-0.52114497","-0.74058825"
"M321.216T1624.59"," 0.16324239"," 1.06002635"," 0.27631273","-0.04549416","-0.58804940","-0.39907866","-0.46695926"
"M615.195T761.983"," 0.2955519"," 0.6096543"," 0.4636353"," 0.4567675","-0.6270218","-0.7484355","-0.4501516"
"M643.188T893.85","-0.07245182"," 0.70272138"," 0.39393518"," 0.40499553","-0.52797095","-0.32010167","-0.58112766"
"M293.177T1149.195"," 0.02991717"," 0.77199469"," 0.76807355"," 0.18843862","-0.92962378","-0.44875775","-0.38004250"
"M429.121T110.997"," 0.08151727"," 1.00759862"," 0.40809519","-0.03352462","-0.55469332","-0.52153318","-0.38745996"
"M289.886T1868.955"," 0.06287630"," 1.05091645"," 0.36973864"," 0.09817927","-0.68514132","-0.53635841","-0.36021094"
"M269.15T1584.952"," 0.03962047"," 0.96240233"," 0.31987506"," 0.10520664","-0.64369916","-0.38205064","-0.40135469"
"M427.124T881.088"," 0.2110843"," 0.8705275"," 0.4569730"," 0.3090305","-0.5507104","-0.9181413","-0.3787636"
"M246.886T1784.096"," 0.1568917"," 0.9114062"," 0.2580380"," 0.2414129","-0.6694786","-0.5316905","-0.3665796"
"M318.143T1501.634"," 0.40691272"," 0.89686992"," 0.21080198"," 0.07936551","-0.88137483","-0.27225957","-0.44031574"
"M1614.109T935.709"," 0.2862827"," 0.5420446"," 0.6962480"," 0.3468697","-0.4849518","-0.8999199","-0.4865733"
"M345.119T282.765"," 0.05050716"," 0.61043095"," 0.52997784"," 0.38684615","-0.69353948","-0.45200165","-0.43222097"
"M467.051T320.771"," 0.1098610"," 1.0069247"," 0.5457947"," 0.1176136","-0.4457955","-0.6645367","-0.6698618"
"M293.179T1541.097"," 0.1140957"," 1.0965557"," 0.1536918"," 0.1192481","-0.5278553","-0.4119335","-0.5438025"
"M265.426T1576.148"," 0.276112613"," 1.201915397"," 0.258929749","-0.137070180","-0.817216042","-0.773812641","-0.008858897"
"M706.816T67.734"," 0.2618994"," 0.2788935"," 0.7596793"," 0.2325774","-0.6678507","-0.6832988","-0.1819000"
"M578.43T1675.044"," 0.6269670"," 0.4211533"," 0.1323032"," 0.4078083","-0.2794556","-1.1366070","-0.1721692"
"M707.828T66.684","-0.01141603"," 0.49618424"," 0.95621098"," 0.06281218","-0.80488031","-0.62317748","-0.07573359"
"M418.974T1483.997"," 0.72574052"," 0.85639699"," 0.05308788","-0.10937590","-0.33394986","-0.46015075","-0.73174887"
"M372.9T1734.569"," 0.21840060"," 0.87435919"," 0.45583181"," 0.01467016","-0.50004369","-0.47973928","-0.58347879"
