"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"M517.897T66.885",-0.040089,0.032697,-0.073829,-0.0022547,-0.018929,-0.028126,0.0049847
"M657.169T756.884",-0.031631,-0.057165,0.00058496,0.01868,-0.01807,0.026795,0.00073861
"M353.082T316.368",-0.029335,-0.014582,0.027997,-0.0056466,-0.0082216,-0.028923,-0.0013706
"M313.093T320.692",-0.029025,-0.01581,0.0059138,-0.015823,0.0024452,-0.004448,-0.0018038
"M852.339T915.443",-0.035152,0.015708,0.011917,-0.023426,0.016022,-0.0024891,-0.00054133
"M475.187T823.258",-0.03741,0.017971,0.028938,0.021592,-0.023507,0.06698,-0.0066698
"M220.134T731.802",-0.0069346,-0.048945,-0.038588,-0.074827,0.058261,0.044278,0.00046362
"M998.861T1404.179",-0.029017,-0.045646,0.017005,0.0096198,0.03499,0.025585,0.0013047
"M698.26T899.18",-0.038827,0.042264,-0.0026256,-0.011714,-0.016167,-0.030384,0.0024983
"M474.881T66.41",-0.025916,0.032835,0.015168,0.0016452,0.00014071,0.0052034,-0.00041137
"M721.31T972.44",-0.033616,0.01765,0.047892,-0.0058783,-0.016531,-0.023513,-0.0017371
"M621.052T106.9",-0.030871,-0.018795,-0.0022623,-0.00059251,0.0049969,0.0037677,0.0020775
"M289.026T88.643",-0.02978,-0.028628,-0.042126,0.07126,0.0092148,0.012806,-0.0020585
"M544.284T936.329",-0.025923,-0.011661,-0.012496,-0.0020506,0.051231,-0.010262,0.0022358
"M379.101T757.973",-0.027657,0.0068225,0.014379,-0.019587,-0.013699,0.0078002,0.001354
"M494.168T786.301",-0.034116,0.062386,0.041692,-0.01059,-0.035124,0.0017546,-0.0030371
"M911.26T1004.032",-0.040049,0.043702,0.013576,0.024527,-0.04216,0.0020074,0.0011908
"M1106.454T890.453",-0.0338,0.0090261,-0.0050167,-0.012626,-0.0079659,-0.0011577,0.0019927
"M269.05T89.726",-0.030426,-0.045383,0.029235,0.004518,0.056784,0.020391,0.004659
"M289.084T863.831",-0.032058,-0.0036902,0.0085034,0.019458,-0.04271,0.0092917,-0.0016956
"M473.196T813.174",-0.032575,-0.0094742,0.011447,-0.04373,-0.03266,0.028076,0.0021277
"M559.066T758.189",-0.031995,-0.016145,-0.0048212,-0.032999,-0.023987,-0.026593,-0.00071853
"M449.004T832.738",-0.048662,0.077866,-0.014522,0.0091836,0.082995,0.011873,-0.0016902
"M336.86T96.244",-0.027435,0.0012021,-0.037888,-0.077025,-0.025535,0.063979,0.0045444
"M343.102T681.368",-0.022088,0.038064,-0.028005,-0.041614,0.0049572,0.012727,5.6019e-06
"M497.261T974.778",-0.032651,-0.0021782,0.023964,0.0013105,-0.032735,-0.016162,0.00059171
"M661.253T876.035",-0.030782,-0.0081496,0.020804,0.022983,-0.033825,0.01982,-0.00049769
"M765.729T983.05",-0.03116,-0.058432,0.0047408,-0.0087822,0.043476,0.013286,-0.0057728
"M941.317T938.576",-0.039188,0.015573,0.032283,-0.0071435,-0.01152,-0.035735,-0.0044458
"M1193.041T904.79",-0.019451,0.0067944,-0.082167,0.0157,-0.062106,-0.0056088,-0.0041642
"M581.283T805.632",-0.03207,0.019271,0.029716,-0.029615,-0.017327,-0.019629,-1.6723e-06
"M611.22T783.374",-0.02739,-0.035103,0.0091693,0.033877,-0.012665,0.097468,-0.0044062
"M564.929T1201.416",-0.025922,-0.012896,-0.0069385,-0.013637,0.032276,-0.013111,-0.00086182
"M728.88T67.591",-0.034791,0.052198,-0.054824,-0.014208,0.016346,0.006509,0.00047259
"M824.816T67.434",-0.03108,0.050349,-0.067582,0.046321,0.042638,-0.035743,-0.0078137
"M938.802T67.374",-0.032868,0.045418,-0.12021,0.050812,0.011511,-0.064011,0.0024782
"M440.855T1728.569",-0.025652,0.1018,0.054764,-0.0049085,0.061255,0.023308,-0.0046393
"M429.504T310.912",-0.030149,-0.010741,0.024782,-0.014321,0.011204,0.021618,0.0014723
"M439.009T107.459",-0.030751,-0.027781,0.032369,0.0028776,-0.0079036,-0.019792,-0.0045845
"M847.188T757.14",-0.027426,0.0067343,-0.0086416,-0.029379,0.019292,0.075737,-0.0035879
"M402.053T876.272",-0.041835,0.010479,-0.041256,-0.0065453,0.04668,0.022362,-0.0046043
"M753.298T903.043",-0.03535,0.0072577,0.011744,0.016621,-0.026908,0.033836,0.00098727
"M591.2T844.598",-0.029509,-0.0081485,-0.038126,-0.039838,-0.047909,-0.014722,0.00045385
"M475.366T1425.395",-0.036151,-0.030872,0.018566,-0.0097764,-0.0076015,-0.025417,-0.0013953
"M485.063T759.194",-0.026515,0.018574,-0.017043,-0.025179,-0.011965,0.014778,0.0047678
"M1044.425T908.907",-0.038765,0.015272,0.023198,0.039011,0.0036992,-0.0047122,0.0025135
"M1331.507T909.803",-0.029849,-0.027447,-0.010884,0.0097424,-0.010323,-0.022061,-0.0051936
"M507.209T930.4",-0.031682,0.041416,-0.0036766,0.0064142,0.0028376,0.023659,0.00061843
"M238.892T97.993",-0.033215,-0.0069465,-0.034177,0.015747,-0.013703,0.011051,-0.0018293
"M1143.426T942.716",-0.038407,0.046539,0.015311,0.0066939,-0.031368,0.0043284,0.00087028
"M387.02T108.554",-0.028739,-0.00025578,-0.024283,-0.00069019,-0.02049,0.006218,0.0018884
"M711.218T782.65",-0.037304,0.016559,-0.040547,-0.022565,-0.0068053,-0.022265,-0.00076754
"M890.319T900.562",-0.034195,0.026297,0.062044,-0.004914,-0.0062694,-0.032206,0.0017093
"M431.156T735.48",-0.028479,0.015371,-0.0095858,0.018111,0.013651,0.038833,-0.0021871
"M688.854T66.858",-0.037113,0.02445,-0.088062,-0.0069165,-0.0072187,-0.035179,-0.010786
"M443.058T752.856",-0.029677,-0.014293,0.010295,0.024819,0.00096426,-0.052425,0.00079454
"M1129.441T885.407",-0.032639,-0.0034871,-0.0035891,-0.022815,0.0059514,-0.014783,0.0018317
"M964.359T921.966",-0.046295,0.063972,-0.0060743,-0.021384,-0.029495,0.0084379,-0.0016954
"M1613.665T937.741",-0.046943,0.018815,-0.0031503,-0.062155,-0.03359,-0.00094945,-0.004898
"M671.034T89.795",-0.02826,-0.01145,-0.022463,0.040635,0.020525,-0.010452,-0.0031619
"M420.999T106.905",-0.030333,-0.035924,0.026742,0.025984,-0.060462,-0.052875,0.0026787
"M708.241T861.396",-0.03708,0.010502,0.022924,0.010981,0.016789,-0.042492,0.0023785
"M1136.99T908.053",-0.028928,-0.024054,-0.014418,0.023033,-0.010223,0.014604,0.001392
"M851.276T990.376",-0.036977,0.050373,-0.0084088,0.02393,0.036139,-0.031681,-0.002777
"M614.901T67.494",-0.038762,0.055617,-0.067172,0.033633,-0.060332,-0.039305,-0.0037972
"M537.08T758.19",-0.028994,0.019033,0.011151,-0.029107,-0.0048926,-0.004529,0.00068623
"M569.775T895.343",-0.029764,-0.043738,0.018282,-0.0060839,-0.029244,-0.015208,-0.007028
"M591.465T1235.608",0.026146,-0.068188,-0.10296,0.025136,-0.040776,-0.0068423,-0.0033449
"M645.252T899.393",-0.033634,0.026184,-0.010161,-0.024413,0.033863,0.0055411,0.0042651
"M397.074T474.916",-0.029578,0.0018354,0.0021837,0.0021695,0.0021707,0.011835,-0.0012554
"M848.315T857.496",-0.039175,0.055552,0.0055514,-0.0059272,-0.043589,0.024226,-0.0012615
"M781.183T974.609",-0.039369,-0.015968,-0.011481,0.0060461,0.00027925,-0.042466,0.00023566
"M1130.437T924.326",-0.040757,0.027932,0.0017219,0.033224,-0.0084341,-0.025244,-0.011101
"M693.278T872.306",-0.033159,0.0088541,0.021876,-0.00049745,-0.014367,-0.011649,-0.0031502
"M432.997T107.064",-0.030522,-0.027928,0.035672,0.0065102,-0.036605,0.0077864,0.0023793
"M545.298T995.647",-0.027913,-0.019882,0.040751,0.033384,0.010255,0.0059851,0.0039399
"M425.046T798.077",-0.032472,-0.051104,-0.023579,0.02926,0.015763,0.077731,-0.0013176
"M366.994T111.318",-0.030545,-0.023577,-0.018467,0.013464,-0.0085983,-0.0044298,-0.0014135
"M1192.04T901.764",-0.021984,-0.0062918,-0.11044,-0.01282,-0.010881,0.029662,-0.013518
"M1014.782T1351.411",-0.026027,0.0033961,0.016966,0.0013575,0.034253,0.036338,0.0041384
"M375.129T729.569",-0.026755,-0.025169,-0.011246,-0.012711,0.011802,0.010352,0.0011152
"M503.126T874.193",-0.032522,-0.036073,-0.0021585,0.0007699,-0.010495,0.0079135,-0.0058624
"M901.161T984.095",-0.031266,-0.064128,0.03674,-0.038064,-0.0035643,0.044485,-0.00077207
"M772.366T884.107",-0.022626,-0.013282,-0.035848,-0.0085108,-0.032326,-0.031229,0.0043525
"M596.277T932.512",-0.016188,0.055805,0.005439,0.0082313,0.039889,0.07568,-0.0035766
"M609.959T835.516",-0.035945,0.046897,0.036246,0.058733,-0.0045922,0.038651,0.0038758
"M516.992T825.04",-0.03805,0.069649,-0.056505,-0.099892,0.14701,0.06852,0.0045007
"M447.151T677.76",-0.030657,0.0029719,-0.00036998,-0.021678,0.018234,0.022341,0.0020678
"M1162.522T896.44",-0.028186,-0.019499,0.024164,-0.011503,0.003718,-0.010836,-0.00034366
"M345.577T605.404",-0.024912,-0.0067012,0.027058,-0.0072396,0.018564,-0.026385,-0.00026666
"M379.565T877.71",-0.047678,0.031178,0.10562,0.024146,0.014757,-0.059647,-0.010978
"M1032.753T1226.13",-0.022406,0.00094264,0.016204,0.016652,0.079884,0.070804,0.0033581
"M477.061T615.621",-0.039243,0.0014094,-0.024758,-0.015155,0.081581,-0.045325,-0.0086911
"M433.038T831.69",-0.043068,0.08546,-0.035169,0.0059477,0.060573,0.027156,0.0011513
"M349.056T728.324",-0.033995,-0.0028894,-0.0080154,-0.0049873,-0.021675,0.041593,-0.0046762
"M391.065T766.545",-0.024568,-0.017508,-0.008377,0.032532,-0.024509,-0.014254,-0.0042626
"M861.166T878.352",-0.033116,0.0057112,-0.011069,-0.028378,-0.037808,-0.015974,0.00063222
"M531.009T876.272",-0.05051,0.055901,-0.019823,0.037256,0.038765,0.041291,-0.0054526
"M723.112T851.461",-0.033415,-0.020808,-0.020349,0.02422,-0.0061731,0.038035,-0.0035869
"M409.045T138.763",-0.030366,-0.0018015,0.031214,0.010593,-0.00048887,0.026076,-0.006566
"M395.189T761.387",-0.033671,-0.010273,-0.0097072,-0.0059114,-0.024389,0.031584,-0.0022207
"M306.936T1813.234",-0.028064,-0.016605,0.021978,-0.0013156,0.027891,-0.00018996,0.00096892
"M559.728T1193.65",-0.031636,0.026266,-0.027472,0.062282,0.0086754,-0.018879,-0.00083659
"M335.137T198.47",-0.033273,0.0031334,0.012068,0.00042583,-0.014074,0.0018527,-0.0025171
"M661.226T856.483",-0.034697,0.025971,0.026657,0.065107,-0.016637,-0.00051589,0.0032872
"M593.709T851.665",-0.029817,-0.035118,-0.0065754,0.060806,0.024511,0.00099517,0.001697
"M727.414T1292.189",-0.026884,-0.030703,-0.016092,-0.005216,-0.0068496,0.00109,-0.0018372
"M465.141T849.089",-0.030462,0.021556,-0.0094131,0.04476,-0.033148,0.027765,-0.0075231
"M676.835T65.732",-0.024609,0.053009,-0.013724,-0.085853,0.062297,0.03172,-0.00032033
"M351.13T801.057",-0.032086,0.0062255,-0.018712,0.018937,-0.009816,-0.0020771,-0.0014041
"M361.323T326.759",-0.038411,0.014746,0.015138,0.016419,0.0078641,-0.044336,0.0015934
"M661.142T919.275",-0.042439,0.0067121,0.022526,-0.019479,-0.022454,-0.016135,0.00031187
"M445.135T747.805",-0.03222,-0.00517,0.0025302,0.031014,0.011472,-0.0036537,-0.0027235
"M271.07T418.897",-0.034381,-0.071882,0.021388,-0.052379,0.0071671,-0.036564,-0.0022749
"M409.075T617.585",-0.038848,-0.015597,-0.011674,-0.038619,0.021975,-0.045335,0.0029026
"M402.187T763.436",-0.032435,0.022854,-0.045655,-0.0050401,-0.023792,-0.009158,-0.0048633
"M426.882T91.046",-0.026416,-0.0073464,0.015374,-0.016078,0.0060919,-0.016946,-0.0029556
"M771.811T66.858",-0.035284,0.026103,-0.071906,-0.022178,-0.069633,-0.023041,-0.0072579
"M545.846T78.22",-0.026231,-0.039161,0.031519,-0.024394,-0.022361,0.0098002,0.0032948
"M969.698T320.725",-0.043371,0.048899,0.020501,0.15282,0.13514,-0.019978,-0.0033018
"M365.528T823.98",-0.049433,0.059272,-0.02731,-0.0054419,0.054102,0.034731,-0.0033538
"M320.919T92.078",-0.035046,-0.022565,0.04457,-0.010665,0.010142,0.0032006,-0.0031399
"M937.388T970.431",-0.034577,0.012637,0.0014108,0.030498,-0.016582,0.0097833,-0.0081976
"M299.07T414.239",-0.035942,-0.060656,0.054565,-0.12615,-0.020259,0.043395,-0.0023818
"M942.309T937.647",-0.041533,0.03149,0.020186,-0.017109,-0.036475,-0.033371,-0.004387
"M408.906T66.13",-0.018402,-0.0089687,-0.010715,-0.049808,0.042503,0.026066,0.00099842
"M333.191T983.058",-0.02923,-0.049208,0.0099831,-0.0627,-0.038359,0.070867,0.0005845
"M365.136T768.138",-0.035327,-6.211e-05,0.0070936,-0.055926,0.033783,0.022695,0.0027871
"M771.203T760.252",-0.030692,-0.015958,0.020242,0.019454,-0.0092987,-0.0035626,0.0027138
"M461.152T871.999",-0.031537,0.012452,0.025206,-0.027913,0.014659,-0.0082105,-0.006159
"M481.183T807.444",-0.036092,0.016498,-0.010134,-0.00973,-0.031667,-0.018784,-0.0023898
"M405.177T839.252",-0.030997,-0.013499,-0.01752,-0.033319,-0.0099869,-0.007256,-0.0016033
"M1204.491T868.846",-0.022792,0.006819,-0.02136,0.0043727,-0.037438,0.076466,-0.0045613
"M333.041T419.397",-0.035597,-0.057195,0.017147,-0.050578,0.0056997,-0.071061,-0.012535
"M726.284T1051.577",-0.02431,-0.020126,0.11059,-0.13202,0.12109,-0.0095644,0.0085286
"M367.103T818.837",-0.034901,0.0024,0.014528,0.047778,0.020565,0.0050383,-0.003784
"M643.847T66.912",-0.0288,0.026137,-0.042663,-0.038927,0.039589,-0.01969,0.0037204
"M601.172T845.875",-0.031332,-0.01087,-0.028193,-0.0067213,-0.027044,0.0061161,0.0033907
"M610.849T834.902",-0.035419,0.067386,0.025865,0.05083,-0.021893,0.042528,-0.0002973
"M310.974T92.682",-0.035992,-0.019894,0.026423,-0.00082089,0.002713,-0.02573,-0.0047062
"M776.814T66.22",-0.028933,0.025196,0.005942,-0.053271,0.02222,0.023291,0.0018521
"M806.159T933.966",-0.03773,0.024827,-0.00015711,-0.0029189,-0.035216,-0.060617,0.0027164
"M407.9T66.13",-0.022969,0.029654,-0.020096,-0.036934,0.0068725,0.00066854,-0.0013523
"M806.921T938.616",-0.038028,0.037692,0.017734,0.017763,0.023855,-0.015909,-0.0024927
"M754.827T67.274",-0.027498,0.026769,-0.091413,0.0048942,-0.034899,-0.045949,0.011928
"M287.076T110.312",-0.02866,-0.017779,0.033056,-0.0068331,-0.019196,0.00096205,-0.0043131
"M871.351T913.248",-0.033608,0.0055908,0.032531,0.0031324,0.015377,-0.013953,-0.0039298
"M807.113T936.925",-0.036625,-0.012917,0.021969,-0.01785,0.012207,-0.032571,0.0052557
"M203.204T105.674",-0.02891,-0.025586,0.044892,-0.038475,0.00482,-0.039432,-0.00015787
"M505.3T1291.082",-0.027807,-0.049126,-0.0039606,-0.0070649,-0.016213,0.015261,0.0024041
"M204.975T113.721",-0.028631,-0.017375,0.00029631,0.025453,-0.028631,0.0013063,-0.0035429
"M613.854T887.38",-0.027292,-0.041296,-0.018617,0.0063933,0.004431,0.0047257,-0.0043974
"M333.06T88.804",-0.035418,-0.010716,-0.012875,0.067713,0.031022,0.040467,0.003629
"M1197.439T886.215",-0.036106,0.028191,-0.003515,-0.030437,0.00082548,0.011896,0.00091017
"M413.192T1370.63",-0.024873,-0.020028,-0.004724,0.0017783,0.012906,-0.0090708,-0.0010753
"M572.874T67.143",-0.02655,0.043892,-0.037562,-0.038044,0.02044,-0.056193,-0.00053737
"M555.158T835.854",-0.03485,0.020822,0.019092,0.059119,0.00030028,-0.016155,-0.0044353
"M267.196T1364.412",-0.024424,-0.020721,-0.041292,-0.047544,-0.016667,0.0010804,-0.0024145
"M674.842T67.64",-0.028447,0.008923,-0.010708,-0.025172,0.024487,0.016105,0.0026659
"M593.934T851.064",-0.038321,0.028383,0.0096931,0.039325,-0.024349,0.029585,-5.6546e-05
"M310.969T105.491",-0.031553,-0.014006,0.0012174,0.021766,0.0018831,-0.046857,-0.00070975
"M872.81T67.519",-0.041056,0.040197,-0.075121,-0.039779,-0.0029835,-0.041524,0.0059046
"M429.365T315.31",-0.023374,-0.021367,0.039063,0.0093965,0.031699,0.030705,0.0031816
"M471.046T618.546",-0.044818,-0.024984,-0.03002,-0.099721,0.0025331,-0.013,-0.0040473
"M1043.424T909.662",-0.031087,0.027311,0.037656,0.01167,-0.024191,-0.036065,0.0030524
"M401.144T790.222",-0.033835,-0.0060628,0.034979,0.0053134,-0.013948,-0.010028,0.0016911
"M712.22T783.012",-0.036025,-0.0036706,-0.072588,-0.04519,0.020291,-0.040595,-0.008249
"M469.036T876.272",-0.050814,-0.0065359,-0.012961,0.018179,0.16244,0.021868,-0.00015386
"M884.8T66.979",-0.033542,0.044497,-0.0028053,-0.073894,0.018799,-0.015236,0.0026901
"M333.926T91.902",-0.032215,-0.029117,0.019366,-0.020263,-0.012685,-0.01168,-0.0017784
"M473.173T881.847",-0.034403,0.0087377,0.0072411,0.0025962,0.0013527,-0.0040569,0.0011097
"M621.037T758.225",-0.032737,-0.014151,0.0012581,-0.021717,0.031743,0.020086,-0.0039466
"M611.147T106.977",-0.029856,-0.01387,0.02065,-0.0097298,-0.019267,-0.036561,-0.0004816
"M461.037T823.98",-0.040821,0.048854,-0.013756,0.011938,-0.030433,-0.028948,0.00055877
"M870.702T1303.064",-0.025881,-0.011682,0.07168,-0.0043068,0.020077,0.0053075,0.0018082
"M567.171T792.05",-0.029579,-0.0014096,-0.037135,0.033123,-0.0066499,0.029309,0.0021754
"M476.876T67.016",-0.026906,0.0028381,0.047731,-0.0078678,-0.005515,0.012258,0.0018282
"M431.759T791.911",-0.030449,0.021546,-0.071929,0.03956,-0.010246,-0.011609,-0.0032487
"M609.054T106.871",-0.031417,-0.026305,0.021704,-0.00878,-2.5204e-05,0.0034705,-0.0032359
"M657.266T958.998",-0.028205,-0.0070795,-0.025486,-0.009209,0.015005,-0.049875,0.001473
"M508.215T930.69",-0.029488,0.023406,0.0080404,-0.012775,0.00089822,0.026832,0.0007661
"M915.823T68.606",-0.02871,0.041607,-0.064626,-0.0079899,0.070907,0.012388,-0.0093767
"M772.809T66.771",-0.035872,0.036099,-0.099161,-0.013686,-0.00048977,-0.017151,0.0090702
"M1130.433T884.599",-0.034907,0.016584,-0.0028023,-0.029147,-0.0013524,-0.00017276,-0.0012158
"M619.26T816.529",-0.02725,-0.011258,-0.009636,0.05537,0.004047,0.07011,-0.0026557
"M292.991T104.104",-0.029204,-0.032938,-0.059765,0.023162,-0.019962,0.083304,0.0031033
"M911.268T936.747",-0.037462,0.018109,0.064245,0.0096855,-0.037445,-0.022519,-0.002604
"M645.848T67.545",-0.021162,0.054123,-0.0090414,-0.021467,0.066251,-0.0062027,-0.0010819
"M806.073T940.272",-0.035953,0.027672,0.013766,0.01211,-0.0029355,-0.045303,-0.0020231
"M522.878T65.745",-0.027739,0.0024811,-0.027256,-0.032186,-0.0038732,-0.04862,-0.0029938
"M255.115T921.266",-0.02896,0.039675,0.019144,-0.00064831,0.011502,0.014535,0.00042556
"M1093.54T895.081",-0.0299,-0.045801,0.01536,0.0031005,-0.019933,-0.01729,-0.0039142
"M617.247T870.852",-0.034148,-0.0044467,0.00030816,0.026378,0.029673,0.0017471,-0.0025307
"M655.189T778.866",-0.030071,-0.037965,0.0032465,0.037955,0.0011907,0.031989,-0.0019305
"M626.212T761.224",-0.030595,-0.0039749,-0.011977,-0.028198,-0.035715,-0.006075,5.7114e-05
"M569.91T66.858",-0.031722,0.032679,-0.09933,-0.028967,0.031945,-0.0087757,-0.0061203
"M329.088T425.59",-0.028161,0.015045,-0.0086336,0.0018435,-0.0010211,0.028179,0.0014862
"M495.025T292.616",-0.033798,0.015938,-0.0099053,-0.021435,-0.042952,0.020669,0.0014572
"M547.234T852.079",-0.033901,0.023419,-0.018038,-0.0052009,-0.036815,0.012068,0.00018451
"M494.233T920.795",-0.031028,-0.0028436,-0.042701,-0.0096143,-0.052914,0.018168,-0.0027527
"M274.971T109.977",-0.032339,-0.028947,0.0044491,0.020844,-0.0023395,-0.033866,-0.0046182
"M626.185T785.506",-0.029711,-0.024685,0.026671,-0.014729,0.0028165,0.031883,0.0013636
"M491.126T414.484",-0.031582,0.041242,0.039542,-0.025953,-0.005666,-0.035815,-0.0042431
"M415.225T881.978",-0.028088,0.0025808,0.0017729,0.077354,0.057059,-0.05181,-0.0033333
"M409.002T109.878",-0.029079,-0.020678,-0.0094359,0.034992,0.0013372,0.0089835,-0.0033289
"M413.104T602.912",-0.027663,-0.0074182,-0.020806,-0.010856,0.0017246,0.01077,0.00042058
"M807.744T937.741",-0.036613,0.011379,0.020251,0.029006,0.0042591,-0.032629,-0.0030777
"M209.025T89.634",-0.024526,-0.05291,0.0038834,0.034086,-0.03249,0.021199,-0.0048664
"M941.306T938.915",-0.039255,0.01812,0.017479,0.004185,-0.020995,-0.034827,0.0052977
"M180.971T1182.798",-0.028654,-0.005118,0.018748,-0.030262,0.0204,-0.025624,0.0031995
"M593.922T852.299",-0.034435,-0.00098603,0.015883,0.021345,-0.013777,0.06482,-0.0018037
"M808.342T938.944",-0.038301,0.015445,0.028316,-0.0042219,-0.028328,-0.030176,0.00028698
"M732.876T67.374",-0.034805,0.045695,-0.035303,-0.025917,0.018766,-0.0022312,0.003574
"M759.826T66.885",-0.038028,0.030663,-0.08,-0.0062931,-0.0088655,-0.021366,0.00093573
"M289.056T250.757",-0.024558,0.0060227,-0.0031679,0.04854,0.071482,0.021097,-0.00087257
"M851.338T916.834",-0.032126,0.032943,0.030828,-0.020601,0.027319,-0.009835,0.0033205
"M529.184T941.182",-0.042496,0.026286,0.02594,0.053159,-0.018479,0.032435,-0.0075767
"M621.221T884.304",-0.030852,-0.0016778,0.02025,1.0704e-05,-0.028381,-0.032751,0.00066368
"M705.205T926.435",-0.035653,0.041287,0.012294,-0.020992,-0.049701,0.028771,0.0054705
"M699.004T983.059",-0.033696,-0.04205,-0.020989,-0.032355,-0.032233,0.031731,-0.0034436
"M805.362T924.937",-0.02831,-0.0020938,0.062365,-0.016779,-0.012647,-0.059369,-0.0024714
"M789.663T1119.968",-0.032015,-0.031672,0.030113,-0.027464,0.020512,0.021926,0.0036444
"M467.156T971.498",-0.031068,0.022087,-0.012254,0.061776,0.0011189,0.015128,-0.0070015
"M640.844T67.188",-0.020963,0.047449,-0.037321,0.011336,-0.04733,-0.057361,0.0023899
"M359.098T671.316",-0.030566,0.0041485,-0.038339,0.023606,0.0077192,-0.039364,-0.0016712
"M431.769T791.594",-0.028706,0.027937,-0.01159,0.025986,-0.023607,-0.043781,-0.0070958
"M643.245T933.361",-0.033578,-0.0020907,0.00066931,0.023479,0.0099531,0.030312,0.0045386
"M287.077T663.979",-0.026198,-0.011195,-0.0047826,0.032777,-0.022213,0.041308,0.00034894
"M875.696T1193.301",-0.020816,-0.0081396,0.023697,-0.032546,-0.071728,-0.01743,-0.00030577
"M850.805T68.208",-0.023343,0.058757,-0.019676,-0.03404,-0.012564,0.068498,0.0026342
"M508.881T66.935",-0.02585,0.018119,-0.014575,-0.010129,0.013404,-0.0088246,-0.000964
"M815.832T67.938",-0.043779,0.015561,-0.061184,0.0030431,-0.041797,-0.0096009,0.0010842
"M539.034T616.33",-0.040363,0.011483,0.01681,-0.04546,-0.0092026,0.0064406,0.0017599
"M397.002T110.368",-0.0293,-0.021877,-0.036901,-0.011265,-0.034407,-0.022081,-0.0026728
"M1432.595T1048.493",-0.037448,0.0013273,-0.024501,-0.034492,0.0037245,-0.05974,-0.00035809
"M627.173T806.181",-0.030619,-0.027636,0.0017246,-0.01721,-0.0018927,-6.6915e-05,0.00064226
"M333.062T883.084",-0.035279,-0.011375,-0.003568,0.097628,0.020829,0.019758,-0.0043985
"M564.68T1183.74",-0.024217,-0.033763,-0.020179,0.0068585,-0.031759,0.022411,-0.0044095
"M503.143T589.731",-0.036726,0.033226,-0.025164,0.0040647,-0.0093558,-0.035514,0.0020898
"M799.852T67.938",-0.027715,0.040965,-0.028979,-0.01634,0.044739,0.033806,1.3172e-05
"M927.368T972.44",-0.032954,0.034036,0.017271,0.033046,-0.031637,0.038519,0.0067724
"M371.09T764.993",-0.028662,-0.018792,0.023042,0.015319,0.0097228,-0.0046657,0.00073234
"M811.459T986.188",-0.031291,-0.04981,0.0062675,-0.031542,0.048947,0.015744,0.0025888
"M561.217T921.818",-0.031329,0.0143,-0.040555,0.051531,0.045906,0.029876,-0.007627
"M463.02T875.074",-0.048262,0.013014,-0.011488,0.011592,0.049885,0.022139,-0.0042319
"M289.12T769.482",-0.032139,0.0064523,0.011732,-0.015597,0.035548,0.028554,0.0020843
"M657.109T89.959",-0.027447,-0.012889,-0.028518,0.015164,0.018185,0.053655,-0.0040804
"M459.052T765.953",-0.024734,-0.0018942,-0.010517,0.017912,-0.02724,-0.03886,-0.0066489
"M497.175T1191.749",-0.025985,-0.018929,0.026668,-0.045107,0.0094307,-0.01351,-0.0012178
"M404.916T66.832",-0.023627,0.011206,-0.10488,-0.00098622,-0.022959,-0.059762,-0.012335
"M723.346T899.128",-0.030493,-0.01344,-0.00083912,-0.0078225,0.013747,-0.0014134,-0.0009799
"M655.655T928.688",-0.028633,-0.029087,0.023582,-0.0082923,0.0069343,0.021587,0.00066745
"M427.197T838.449",-0.031175,0.00081509,0.041107,0.044495,-0.028375,-0.0024768,-0.00099106
"M999.727T1404.686",-0.025583,-0.031009,0.041297,0.0098844,-0.015481,0.040683,0.00074878
"M626.824T67.188",-0.018985,-0.0039488,-0.02963,0.035431,0.056095,0.048652,-0.0030712
"M293.177T1099.499",-0.031162,-0.016545,0.025032,-0.052903,-0.018029,0.022301,0.0025886
"M429.25T1071.941",-0.031089,-0.022759,-0.00039547,0.017748,0.001578,0.025587,0.0017911
"M341.088T439.204",-0.028988,0.0021135,-0.0010772,-0.0014519,0.012697,0.0047895,0.00098873
"M656.833T67.115",-0.034986,0.0037117,-0.073113,0.0079248,-0.023018,-0.016109,0.0071272
"M1031.347T966.014",-0.034846,0.020518,0.032688,0.0097765,0.0023376,-0.0063795,0.0017321
"M630.879T67.545",-0.031627,0.041435,-0.026518,-0.014675,0.024782,-0.021364,-0.0032152
"M693.424T1336.51",-0.019213,-0.017096,-0.050129,-0.06562,0.0061863,0.0221,-0.0023614
"M806.978T940.468",-0.03728,0.043915,0.011503,0.020424,-0.015708,-0.047024,-0.0043615
"M471.897T67.543",-0.023886,0.033255,-0.032946,0.0079951,0.024383,0.016822,-0.0022414
"M429.141T889.195",-0.03357,-0.01796,0.034704,0.026444,0.065849,-0.032971,0.0024399
"M1109.422T909.522",-0.037145,0.014918,0.038374,0.017732,0.027872,-0.0378,-0.0028525
"M341.088T304.64",-0.032415,-0.014165,-0.038786,0.0042951,-0.015713,-0.037555,0.0029023
"M1042.422T909.151",-0.033621,0.04523,0.03908,0.019317,-0.0080833,-0.03443,-0.0027658
"M798.851T67.54",-0.025801,0.011254,-0.088668,-0.034114,-0.046763,-0.056312,-0.0071801
"M413.179T861.909",-0.046395,-0.064695,0.0093657,-0.10394,0.012019,0.0925,0.010235
"M807.007T938.915",-0.03906,0.013117,-0.00098246,0.028233,0.0008635,-0.041573,-0.0039484
