"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"M771.369T883.552",-0.023948,-0.0064095,0.0066508,-0.0061344,-0.022015,-0.0060406,-0.00030838
"M673.289T892.945",-0.031966,-0.0020917,-0.0023873,0.0017636,-0.032627,-0.0053075,0.0041079
"M833.365T968.818",-0.038417,0.017961,-0.022425,0.024328,-0.058755,0.0067626,-0.0004478
"M893.38T934.735",-0.040105,0.051686,0.026888,0.042712,-0.014704,-0.0076637,0.0014903
"M393.176T847.594",-0.031245,-0.0011268,-0.016729,0.0031941,-0.021214,-0.0062216,0.0029805
"M653.935T315.929",-0.030057,-0.00063586,0.002506,0.015847,-0.017558,0.025776,-0.0029767
"M865.491T1326.551",-0.028821,-0.027957,0.026854,0.024963,-0.030056,0.0044236,-0.0022852
"M449.202T630.506",-0.028334,-0.0022792,-0.0091512,0.017059,0.0070106,0.0076065,-0.0017241
"M437.065T776.272",-0.028373,-0.01855,0.029966,0.00737,-0.0015066,-0.0024977,0.0028353
"M268.959T125.12",-0.027113,-0.011238,0.0077865,0.01784,-0.041749,-0.028907,-0.0039805
"M551.272T837.928",-0.033653,0.020046,0.027865,0.039004,-0.0079739,-0.0079951,-0.0035065
"M456.197T892.811",-0.033597,0.0026323,-0.0053892,-0.0047568,-0.018751,0.010427,0.00058805
"M356.995T88.504",-0.033761,-0.01617,0.0069237,0.049906,0.029292,0.038858,-0.00064635
"M567.778T908.116",-0.025141,-0.040921,-0.015956,0.011233,-0.045705,-0.0069175,-0.0042174
"M559.667T1200.71",-0.028596,-0.026909,0.024982,0.051941,0.0046043,-0.059214,-0.0086251
"M455.193T892.238",-0.036497,0.015212,-0.012883,-0.015417,-0.061043,0.050371,0.001279
"M651.363T1268.695",-0.027744,-0.068625,-0.025004,0.010346,-0.016633,-0.022212,0.0086526
"M1255.613T888.434",-0.030939,-0.028423,-0.044944,0.018901,-0.0014196,0.0093278,0.0045165
"M701.195T940.853",-0.032601,-0.033623,-0.023424,0.02184,-0.0077469,0.0095225,0.0040134
"M573.017T749.518",-0.029347,-0.045122,-0.0050751,0.052213,0.019868,0.011227,0.0029701
"M587.201T848.147",-0.033688,-0.019515,0.013887,-0.023838,-0.025998,-0.012839,-0.00071907
"M429.419T313.767",-0.030728,-0.030835,0.01801,0.031939,0.014726,-0.045757,0.0012612
"M1223.501T894.767",-0.032267,-0.034362,0.012472,-0.00057951,-0.019845,-0.0087882,-0.0003921
"M1014.419T974.744",-0.041188,0.055461,0.029426,-0.029636,-0.010601,0.03335,-2.3728e-05
"M383.555T317.319",-0.029605,-0.022168,0.020409,0.0033006,0.0046704,-0.010953,-0.0027583
"M743.208T992.462",-0.025824,-0.044068,-0.10314,-0.010597,0.026048,0.0040685,0.0014613
"M1305.428T315.265",-0.022313,0.063087,-0.0029497,-0.026723,0.020426,0.042868,-0.0034576
"M593.857T757.673",-0.029999,-0.068533,0.01749,0.023941,-0.014133,0.047811,-0.0044754
"M569.35T895.921",-0.02973,-0.05129,0.025021,-0.0036528,-0.0047163,-0.027606,0.0013482
"M325.2T1323.486",-0.025225,-0.015104,-0.0058983,0.017388,0.022744,-0.033878,-0.0053646
"M269.103T792.774",-0.031534,-0.00087067,-0.019482,0.018286,0.0067021,0.018551,0.0016325
"M637.025T106.841",-0.028659,-0.0065746,-0.0033151,-0.0031898,-0.044382,-0.00036417,-0.0021653
"M334.932T113.331",-0.028817,-0.027804,0.013137,0.0077975,-0.002517,-0.012056,0.00056119
"M433.784T801.352",-0.030577,0.022756,0.049888,0.023315,-0.018125,-0.021015,0.0022267
"M1197.053T906.963",-0.011084,-0.024255,-0.077877,-0.068167,-0.09512,0.023509,0.00095047
"M1048.557T894.929",-0.031371,-0.04479,0.018649,0.012865,0.024238,-0.018282,0.00086834
"M295.104T156.471",-0.032534,-0.023166,0.010416,0.021676,0.018185,0.010074,0.0046505
"M354.093T750.969",-0.029452,-0.030617,0.0031714,0.046635,0.0079891,0.0068872,-0.0053146
"M398.263T1317.762",-0.03039,-0.014713,0.013052,-0.0058062,0.047977,0.024301,0.001085
"M807.166T938.699",-0.036976,-0.0068442,0.038113,-0.052912,-0.036402,-0.0064393,-0.0032549
"M653.828T318.352",-0.025822,-0.028252,0.01145,0.033908,-0.036972,0.033943,-0.00012584
"M1103.415T879.391",-0.033882,0.043926,0.047688,0.010065,-0.0059321,-0.0562,0.0027364
"M355.571T782.72",-0.034904,0.0070056,-0.024034,0.0021028,0.034338,-0.046909,-0.0028199
"M633.572T315.643",-0.026463,0.0015919,0.042281,-0.003587,0.017008,-0.015892,0.0020923
"M1039.403T917.165",-0.037714,0.047495,0.011635,0.020263,-0.018477,-0.051559,-0.010596
"M1037.324T316.098",-0.029405,0.011153,0.0086972,0.0050263,-0.0084143,0.0077266,-0.0010217
"M509.218T928.864",-0.031708,0.014517,-0.004665,-0.0006459,0.00037316,0.0058457,-0.0023137
"M1308.415T315.705",-0.020293,0.058809,0.0078302,-0.00020409,0.028486,0.071689,-0.004247
"M311.186T1077.614",-0.031392,-0.0089169,-0.038453,0.004795,0.020668,-0.042842,0.0025392
"M969.321T316.442",-0.026246,0.043561,0.015295,-0.026074,0.0082472,0.014998,-0.00025671
"M333.083T110.42",-0.032039,-0.0079385,-0.037017,0.01081,-0.010093,0.0032675,-0.0029626
"M1063.398T908.83",-0.035996,0.011408,0.027193,0.046662,0.038802,-0.031896,0.0016518
"M969.813T316.499",-0.019477,0.047904,0.0097003,-0.011894,0.011464,0.092236,0.0072726
"M459.959T106.348",-0.02919,-0.0016731,-0.016352,-0.080844,-0.041126,0.023296,0.0036547
"M485.178T783.442",-0.029656,0.031767,-0.0091442,0.014374,0.0063657,-0.014806,-0.00050811
"M371.133T805.134",-0.031907,0.043057,0.070931,0.014049,-0.018072,-0.022173,-0.003829
"M439.083T756.683",-0.032276,-0.016564,-0.0079096,-0.01314,0.023199,-0.035239,0.0032307
"M985.784T316.247",-0.026166,0.040197,0.051513,-0.024849,-0.010881,0.023275,0.0060615
"M479.19T902.518",-0.027451,0.012354,0.033412,0.030261,-0.03323,0.0095836,-0.0069461
"M413.081T316.361",-0.029928,-0.013705,0.022291,0.0035727,-0.0063415,-0.0050889,0.0021189
"M417.177T763.775",-0.031422,-0.022005,-0.036095,0.016204,-0.013022,0.0062222,-0.005138
"M225.002T107.866",-0.034045,-0.020199,0.020517,0.0025645,-0.012427,0.029377,-0.0032246
"M547.145T895.878",-0.029151,-0.011232,0.027805,0.01475,-0.01137,0.073721,-0.0061478
"M947.485T901.595",-0.034869,-0.019895,-0.0047895,0.011557,-0.023819,0.0038402,-0.0046522
"M399.165T851.906",-0.030962,0.019897,0.0028403,0.011341,0.0029484,0.01484,-0.0018975
"M895.304T938.238",-0.039386,0.020194,0.0089588,-0.0036821,-0.0057665,-0.025614,0.0046383
"M455.081T744.378",-0.03163,-0.024423,-0.021568,-0.022449,0.0063774,-0.050003,-0.012026
"M430.136T769.014",-0.044872,0.039068,-0.0060931,-0.038926,-0.037312,0.05453,0.0011784
"M590.274T907.848",-0.022519,-0.058964,-0.029777,0.022965,-0.021925,0.0027508,-0.0034474
"M353.181T807.324",-0.035022,0.021755,-0.0029581,-0.0071391,-0.032934,-0.012567,-0.0049092
"M456.925T66.979",-0.025099,0.027121,-0.04113,-0.033021,0.0021147,0.015068,0.0018607
"M419.115T799.29",-0.029402,-0.026354,-0.0055632,0.016885,0.016275,0.041727,-0.0033058
"M698.988T986.183",-0.029716,-0.03819,-0.069337,-0.034673,0.021036,0.015674,0.0080551
"M139.002T112.479",-0.030092,-0.020361,0.0077907,-0.0069417,-0.0016086,-0.017733,-0.0024236
"M1095.872T896.96",-0.033492,-0.041416,0.02346,-0.00082064,0.055837,-0.020721,0.0047674
"M957.374T926.518",-0.035557,0.025967,-0.013253,0.014912,-0.027888,-0.048811,-0.0063491
"M429.646T308.971",-0.029574,0.00506,0.024133,-0.018545,0.0021582,0.0078562,0.0011334
"M968.4T974.568",-0.039472,0.052491,0.012589,-0.01131,-0.0079525,-0.04731,0.0015994
"M1015.586T1347.819",-0.03008,0.0021069,0.022991,0.0015051,-0.019046,-0.0038831,-0.0024908
"M1033.603T1229.397",-0.026651,0.0044993,0.0089526,0.010524,-0.012402,-0.000729,-0.002278
"M533.169T900.984",-0.03417,-0.0057158,-0.014609,-0.0023597,0.047138,0.0025272,-7.3241e-06
"M443.193T725.675",-0.031249,0.011501,-0.0031741,-0.013591,-0.037227,-0.011723,-0.0028744
"M1162.58T906.276",-0.0039972,-0.045552,-0.11438,0.031109,-0.020323,-0.00066535,0.00092855
"M1095.01T894.541",-0.024265,0.011776,0.074333,-0.028344,0.0033862,0.027037,0.0043017
"M1209.581T888.373",-0.029397,-0.029727,-0.029674,0.014523,-0.016409,-0.014787,0.0013981
"M492.868T66.13",-0.025216,-0.01505,0.0083837,-0.035226,-0.00066345,-0.013974,-0.00084147
"M567.276T907.878",-0.02565,-0.051742,-0.0032837,0.0012348,-0.037411,-0.012143,0.001185
"M664.226T813.714",-0.033727,0.015838,0.0069138,0.047924,-0.009747,0.025681,0.0014269
"M1035.397T978.889",-0.033719,0.061879,0.0011551,-0.03575,0.011359,-0.014447,0.0030757
"M1162.051T893.06",-0.030525,-0.04424,0.023649,0.0017994,-0.012144,-0.014278,0.0005313
"M812.842T69.273",-0.031797,-0.0052809,0.022651,-5.2633e-05,-0.025449,0.070899,-0.0039308
"M691.153T854.793",-0.033275,-0.027697,-0.015727,-0.0012474,-0.0050417,0.017954,-0.0017306
"M433.351T780.04",-0.034034,-0.023407,0.010111,-0.021253,-0.0012231,-0.047634,-0.0024238
"M209.961T64.78",-0.021171,-0.012375,-0.0031167,-0.047142,0.022706,-0.054554,0.0001909
"M1363.57T899.951",-0.033353,-0.041492,-0.027324,-0.021123,-0.006677,0.036587,0.0021126
"M410.078T615.621",-0.049016,-0.0070499,-1.8501e-05,0.018366,0.14208,-0.040304,-0.0049118
"M1125.418T877.844",-0.034535,0.058769,0.027807,0.029692,-0.022344,-0.010618,-0.0026415
"M483.183T857.732",-0.035007,-0.0070477,0.0022271,-0.059993,-0.024709,0.048286,-0.0024467
"M1323.575T889.628",-0.031309,-0.022734,-0.03478,0.023141,0.0013637,0.015725,-0.0048353
"M695.298T853.355",-0.035608,0.00099493,0.0075802,-0.012558,-0.044933,0.01172,0.0011351
"M921.12T945.55",-0.026306,-0.048427,-0.013556,-0.0073351,-0.011605,0.020385,3.2678e-05
"M331.103T255.151",-0.030859,-0.018191,-0.010515,-0.015455,-0.037147,0.025712,0.0017508
"M322.871T96.154",-0.028265,-0.005723,-0.033412,-0.09393,-0.042793,0.062675,0.0024329
"M539.134T89.251",-0.028519,-0.008787,-0.019435,0.060951,-0.020211,-0.031046,-0.0063535
"M502.995T105.736",-0.034418,-0.036422,0.021849,0.0063059,-0.021536,-0.034496,-0.0093552
"M641.302T1183.734",-0.040653,0.018236,0.021757,-0.045774,0.052878,-0.017173,-0.0013893
"M967.36T964.868",-0.039803,0.048357,0.059267,-0.03172,-0.022466,0.12045,0.0048307
"M329.088T474.939",-0.02988,-0.01495,-0.0045248,0.0016826,-0.0073838,-0.0014919,-8.1257e-05
"M617.133T750.744",-0.032983,-0.0151,-0.014095,0.019531,0.026595,-0.013495,-0.003929
"M669.182T316.584",-0.028418,0.0086467,0.02964,-0.025078,0.011197,-0.019447,0.0050183
"M447.152T782.273",-0.03167,-0.023656,0.00069189,-0.0096517,-0.033793,0.01594,0.0019143
"M1097.514T1402.931",-0.029863,-0.017814,0.0082922,-0.013459,-0.01069,-0.011018,0.0010021
"M413.091T89.817",-0.02633,-0.041389,0.011562,-0.013766,0.011955,-0.023325,0.0012557
"M990.329T838.789",-0.041132,0.03876,0.010466,0.016843,-0.030047,0.0019102,7.0102e-05
"M1229.54T895.369",-0.030822,-0.058756,0.014988,-0.0049267,0.023861,-0.016056,0.0041626
"M593.926T757.244",-0.035314,-0.05139,0.016939,0.0033729,0.010155,0.039114,-0.0011754
"M240.933T64.89",-0.023801,-0.012828,0.017199,-0.022692,0.047625,0.0080834,-0.0031578
"M548.979T106.308",-0.031406,-0.014969,0.018658,-0.028494,-0.018093,-0.014881,-0.0036397
"M630.629T315.233",-0.026953,0.0027174,0.047496,-0.017042,-0.005173,0.023568,0.00018414
"M353.228T471.773",-0.031495,-0.034285,-0.02054,0.017372,0.060485,0.0053081,0.00086194
"M1031.288T315.245",-0.028302,0.027484,0.0024476,-0.020416,-0.0179,0.030287,0.002441
"M333.109T769.719",-0.035962,-0.0094963,0.0070312,-0.082412,-0.022443,0.055136,0.0065597
"M324.072T215.478",-0.0059509,-0.074961,0.01673,-0.0082081,0.073891,-0.09566,0.0034009
"M830.24T316.247",-0.032415,0.030515,-0.01437,-0.032736,-0.022825,0.048519,0.0030834
"M695.289T1193.403",-0.026111,-0.022184,-0.028649,0.077921,0.037476,0.043306,-0.0023113
"M1087.412T876.684",-0.032584,0.0063065,-0.0045765,-0.019816,-0.016612,0.043061,-0.0045694
"M385.077T649.201",-0.025345,-0.034635,0.0084177,0.028543,-0.010466,-0.0025638,-0.0025979
"M549.205T845.853",-0.033757,0.0021634,-0.026459,-0.037989,-0.044195,-0.011356,0.00086416
"M419.03T798.766",-0.02638,-0.06104,-0.045499,0.040017,0.02625,-0.004008,-0.0029632
"M389.108T489.956",-0.026167,0.057629,0.03807,-0.063915,-0.068507,-0.030246,-0.0020786
"M632.847T316.374",-0.029799,0.037237,0.014016,0.045737,0.0052978,0.04799,0.0011605
"M341.535T617.585",-0.040972,-0.0096907,0.0084192,-0.020546,0.041851,-0.025106,-0.0010034
"M387.034T831.689",-0.050486,0.056073,-0.024828,0.0099184,0.050929,0.016588,0.0028715
"M611.538T834.844",-0.034168,0.04682,0.035123,0.026164,0.0082849,0.035094,-0.006184
"M455.021T825.04",-0.046943,0.060659,-0.008997,-0.0083165,0.041912,0.035003,-0.0072212
"M1036.399T977.849",-0.036646,0.057021,0.014266,0.029842,-0.0084565,-0.043789,-0.0025899
"M305.082T1122.457",-0.03017,0.030621,0.046762,0.068245,-0.010465,0.037576,-0.007051
"M435.217T805.716",-0.032057,0.026065,0.025903,0.0062887,-0.032111,-0.024008,-0.0004137
"M1136.545T907.7",-0.025161,-0.049412,-0.021975,0.028481,-0.029286,-0.0066961,-0.0059634
"M345.37T608.086",-0.028729,-0.019729,0.014124,-0.032241,0.01615,0.015368,0.00066565
"M642.302T1183.207",-0.033301,0.064983,-0.0079841,-0.063225,0.067394,-0.050065,-0.0048716
"M1130.454T886.215",-0.035626,-0.021232,-0.013328,0.014876,-0.015384,0.00037564,0.0032244
"M476.12T661.378",-0.028901,0.094929,0.011754,-0.037811,-0.032663,6.217e-05,-0.00092644
"M1163.579T906.602",-0.0021899,-0.048478,-0.11436,0.01079,0.0049535,-0.037691,0.0068501
"M415.086T168.579",-0.031291,-0.023147,0.00038855,0.0045436,-0.011081,0.0074715,-0.00020885
"M567.333T903.822",-0.031037,-0.017898,-0.036638,0.016932,-0.014605,0.018901,-0.0042507
"M524.849T67.744",-0.021253,-0.0046788,0.048438,-0.026506,8.2233e-05,0.0080735,-0.0013741
"M1163.56T905.015",-0.020578,-0.030726,-0.11642,0.069383,-0.037475,-0.0038638,0.00087595
"M401.18T764.21",-0.029994,0.036321,-0.020483,0.021461,-0.013164,-0.040573,-0.0023491
"M1463.124T939.772",-0.037897,0.012068,-0.014344,0.0087782,-0.010346,0.036291,-0.001842
"M823.337T914.416",-0.036317,0.046022,-0.0064754,0.0042361,0.0045501,-0.0060906,0.0010179
"M279.124T874.724",-0.01904,-0.062202,0.010792,-0.02629,-0.030904,0.044202,-0.0017585
"M397.259T1311.545",-0.031604,-0.013678,0.0048486,0.029557,0.024128,-0.027943,0.00022975
"M443.191T791.98",-0.03112,0.01561,0.0033612,0.013882,-0.0067049,0.007939,-0.00023121
"M413.167T733.785",-0.028218,-0.01423,-0.016845,0.011617,-0.023867,0.0011315,-0.00052564
"M687.305T1181.604",-0.04019,0.0053539,-0.011957,-0.004993,0.014807,-0.057853,0.0096122
"M341.259T618.637",-0.037861,-0.0042772,0.0010466,-0.017295,0.014537,-0.014468,-0.00049626
"M633.753T316.098",-0.028552,0.017928,0.007472,0.028617,-0.017073,0.015644,-0.0048511
"M919.334T939.971",-0.033878,0.012345,-0.021344,-0.034453,-0.00072831,-0.0014329,0.0044061
"M206.081T834.983",-0.052829,0.016602,0.07183,0.063125,0.096511,-0.042075,-0.00052932
"M863.373T951.624",-0.034393,0.046086,0.0033557,0.045587,-0.026227,-0.0011873,0.0010651
"M316.427T318.614",-0.029662,-0.0179,0.020392,0.03768,0.034725,0.041396,-0.0071234
"M618.794T905.184",-0.018938,-0.035596,-0.11276,0.00043987,-0.025018,0.0046341,0.0021169
"M419.228T901.259",-0.02994,0.054298,0.003133,0.013249,-0.05367,0.0097543,0.00080244
"M316.385T321.843",-0.027713,-0.028654,0.031506,0.036701,0.024576,0.019576,-0.0020801
"M524.981T106.871",-0.029708,-0.02306,0.015262,0.015514,-0.040615,-0.028777,-0.0051369
"M950.342T882.081",-0.037265,0.047687,0.0060262,-0.048429,-0.040161,-0.0084944,0.0028621
"M822.313T886.782",-0.039033,0.033385,0.040491,-0.0069113,-0.018148,-0.011767,-0.00035762
"M1079.533T897.421",-0.03067,-0.024492,0.030573,-0.013906,0.035544,-0.015657,-0.0039483
"M1461.92T936.679",-0.037544,0.012715,0.011111,0.0051588,-0.025561,-0.0024125,-0.0044793
"M970.768T318.573",-0.027616,0.0032379,-0.026292,0.022515,0.0010698,0.02916,-0.0039649
"M857.325T1034.658",-0.047268,0.053409,0.031286,-0.0098574,-0.050553,0.027978,-0.001391
"M1005.392T917.562",-0.033516,0.014992,0.011277,0.020019,0.0060449,0.0016095,-0.0008986
"M654.601T316.399",-0.028629,-0.025495,0.018164,-0.0090597,-0.024561,0.00039406,-0.0007612
"M357.576T759.445",-0.029003,0.0053342,-0.0048977,-0.023948,-0.0096388,-0.0021632,0.00068856
"M365.052T459.24",-0.049676,0.036539,-0.027666,-0.014109,0.036862,0.017994,0.0013788
"M271.021T88.704",-0.029567,-0.025154,-0.037073,0.041932,-0.037579,-0.037376,0.0036194
"M968.386T889.852",-0.034305,0.014886,-0.011583,-0.0094699,0.017289,-0.024984,-0.0021376
"M593.686T850.456",-0.035021,-0.042605,0.0020932,0.02425,0.036665,0.0078558,-0.0025265
"M505.029T765.672",-0.03566,-0.0086074,-0.0050777,0.013266,0.04416,0.029369,0.00062274
"M1035.367T890.845",-0.035738,0.016473,0.01581,0.0029442,0.011276,-0.019939,-0.0031401
"M565.054T1199.484",-0.0198,-0.039463,-0.036106,-0.011697,-0.0065531,0.04431,0.0021986
"M728.286T863.521",-0.030388,0.0046677,0.020989,-0.032179,-0.029903,-0.056571,-0.0054217
"M538.221T942.724",-0.036356,0.05346,-0.007492,-0.010207,-0.025112,-0.037059,-0.00079781
"M969.4T973.77",-0.038704,0.050457,0.029048,0.0089168,-0.03967,-0.030033,0.0040972
"M333.135T1582.426",-0.017472,-0.025612,0.039473,0.031969,-0.02043,-0.037056,-0.0031617
"M377.181T797.379",-0.03017,0.0012028,0.02093,0.027191,0.033875,-0.02837,0.00085567
"M369.388T763.979",-0.028936,-0.027008,-0.0092078,-0.00053642,-0.0071425,-0.0072146,-0.0015747
"M870.809T67.494",-0.02856,0.044136,-0.081663,0.0086296,-0.068532,-0.033694,0.0096106
"M1161.526T895.081",-0.029518,-0.049997,0.012993,0.01221,-0.0067454,-0.01855,0.0029868
"M266.946T113.686",-0.030692,-0.014326,0.0094725,0.021328,0.003371,0.0031346,-0.0013042
"M696.3T853.355",-0.037814,0.0069139,0.010053,-0.028341,-0.053014,-0.011228,0.0049003
"M1007.373T920.82",-0.035239,0.0097379,0.01774,0.021653,-0.013469,-0.019483,0.0011383
"M589.773T907.878",-0.024255,-0.042359,-0.028839,-0.00028996,-0.014758,-0.0070742,-0.0044281
"M387.165T771.864",-0.030175,-0.017664,-0.048639,-0.031417,-0.013513,0.020484,-0.0059604
"M1164.559T899.737",-0.026041,-0.055172,-0.050874,-0.014183,-0.081669,-0.0063627,-0.0038971
"M445.037T424.564",-0.02784,-0.021357,-0.004132,0.019099,-0.0074163,0.017312,-0.0014127
"M988.804T68.066",-0.032859,-0.0063698,-0.020306,0.00021267,-0.030823,0.031232,0.0038714
"M743.317T783.373",-0.031653,0.043109,-0.035128,-0.024293,0.0007965,0.027228,-0.00049126
"M1323.606T888.291",-0.033513,-0.043048,-0.027016,-0.036725,-0.0070215,0.026068,-0.0066347
"M688.263T861.089",-0.039474,0.023418,0.0028105,0.001001,0.013382,-0.040205,0.0051896
"M971.627T318.415",-0.026807,0.0028154,0.046575,0.02511,0.018593,-0.020788,-0.004566
"M1143.444T941.11",-0.037696,0.032811,0.036896,0.00801,-0.010956,-0.013825,-0.0036035
"M1094.293T897.844",-0.032411,0.016854,0.045991,0.01039,0.011385,-0.066195,-0.0045963
"M967.394T924.933",-0.032595,0.045938,0.011288,0.0040204,-0.017747,-0.027189,-0.00084623
"M560.837T67.188",-0.017308,-0.015289,0.037089,-0.016582,0.00038185,0.05751,0.0023425
"M702.255T837.404",-0.034597,0.020589,0.016685,-0.034926,0.018918,-0.0024215,0.00053089
"M379.067T781.128",-0.043276,0.014364,-0.046595,0.01099,0.063617,0.035368,-0.008109
"M569.181T807.905",-0.030327,0.012194,0.029957,-0.0062608,-0.031624,-0.033849,0.0040322
"M714.253T913.384",-0.035972,0.022474,0.032646,-0.02212,0.016983,-0.033162,0.00061315
"M773.211T817.036",-0.025041,0.02963,0.030963,0.010022,-0.020793,-0.027212,0.00019028
"M589.271T908.408",-0.021561,-0.053578,-0.0095137,-0.0021597,-0.028969,-0.0087534,-0.002434
"M795.27T865.806",-0.031668,-0.0043797,0.022446,-0.016059,-0.027162,0.013251,0.0033072
"M260.967T89.826",-0.036272,-0.038586,0.0047811,-0.013037,0.021407,-0.060962,-0.0015476
"M264T169.106",-0.02916,-0.0070984,0.013147,-0.017211,-0.013125,0.0042992,-0.001101
"M1095.906T894.31",-0.035708,-0.018485,0.020598,0.039949,0.033837,-0.027812,-0.0048087
"M625.024T106.841",-0.031173,-0.037199,0.0013637,0.017147,-0.0044571,-0.025796,-0.0027166
"M311.065T863.883",-0.027336,-0.012951,0.03642,0.015481,0.081324,-0.060633,0.002682
"M1327.552T905.478",-0.026235,-0.028211,-0.030853,0.010097,-0.021604,-0.0081241,-0.0033536
"M281.049T89.959",-0.032709,-0.00053865,-0.012214,0.030117,0.0021294,-0.012275,-0.0032585
"M631.833T319.717",-0.028316,-0.014165,0.014067,-0.011578,0.046675,0.047928,0.0021431
"M644.248T900.496",-0.03892,0.024589,-0.0086278,-0.019123,-0.013199,-0.014443,-0.0038681
"M889.313T902.886",-0.037587,0.031785,0.009585,0.013661,-0.014476,-0.012916,-0.0030109
"M273.314T67.476",-0.03175,0.055896,-0.04935,0.041158,-0.085276,-0.029688,0.0031751
"M950.337T882.881",-0.039439,0.050194,0.00099692,-0.047445,-0.030442,-0.0066391,-0.002045
"M576.128T818.314",-0.031596,-0.058325,-0.026987,0.059036,0.05092,0.016563,0.003422
"M569.273T895.199",-0.029913,-0.044933,0.0091708,-0.0058595,-0.018952,-0.013908,-0.00077021
"M751.173T317.266",-0.029764,-0.003171,0.009697,-0.0021554,0.019787,0.003613,-0.00044481
"M1094.211T893.809",-0.037418,0.0083944,-0.00093675,0.019915,0.092188,-0.051594,-0.0039554
"M272.963T113.946",-0.030203,-0.027569,0.014944,0.0058603,0.0041617,-0.0072161,0.001998
"M549.147T750.744",-0.032635,-0.020404,-0.01735,0.012198,0.013621,0.0048932,0.00068625
"M553.051T758.396",-0.029692,-0.010007,0.00036863,-0.0022672,-0.032412,0.0043866,0.0025979
"M263.13T940.795",-0.030382,0.0030341,-0.012395,-0.016749,-0.058577,0.036745,-0.0021321
"M445.207T780.093",-0.032921,-0.013759,-0.0026272,0.021502,0.028893,-0.0080098,-0.0023937
"M631.863T318.629",-0.028269,0.0030969,0.034614,0.010887,0.026765,0.017025,-3.9266e-06
"M843.287T936.679",-0.038496,0.029631,0.010809,0.017678,-0.012063,0.012304,0.0013556
"M483.129T913.248",-0.041879,0.019884,0.039386,-0.055079,-0.041622,0.021297,-0.0016446
"M1008.375T923.099",-0.037593,0.036242,0.014675,0.026286,-0.034588,-0.014799,-8.0537e-05
"M357.49T758.525",-0.02536,0.04032,0.044997,-0.014711,-0.022563,-0.029282,-0.0066675
"M447.094T753.734",-0.03151,-0.063821,0.044781,0.014619,0.001604,0.0055643,-0.0018812
"M433.777T806.208",-0.034027,0.018196,0.0056393,0.028444,0.028425,0.002868,-0.0039069
"M1045.593T1289.364",-0.031419,0.0085855,0.020764,-0.0020634,-0.0092343,0.0060822,-0.0040483
"M501.195T803.697",-0.032052,0.050794,0.0012869,0.011185,-0.010523,0.028041,0.00041779
"M630.654T314.128",-0.027911,0.0086695,0.0068911,-0.0056926,-0.010038,0.026573,-0.0036138
"M625.178T776.712",-0.027831,-0.050707,-0.046716,0.018438,0.0064874,0.037912,-0.0031171
"M399.065T319.722",-0.03219,-0.045885,-0.020174,0.0061093,0.11191,-0.041243,-0.0072151
"M1224.522T894.229",-0.0311,-0.020021,0.019716,-0.013284,0.01822,-0.014986,-0.0013098
"M315.108T761.986",-0.033404,0.01054,-0.0083421,-0.025318,-0.056134,-0.019593,-0.0018211
"M471.152T726.342",-0.033618,-0.034064,0.023619,0.029108,0.038595,0.0018694,-0.0028532
"M814.836T68.186",-0.03942,0.037155,-0.050941,0.068642,-0.014142,-0.066331,-0.0031855
"M679.277T1051.577",-0.040073,0.007701,-0.0011463,-0.11365,-0.041219,0.11574,0.0031999
"M568.907T66.858",-0.029645,-0.0025203,0.0065889,0.023729,0.076436,0.042819,-0.0025099
"M585.878T68.251",-0.032301,0.032673,0.00073162,0.018825,0.0052684,0.004193,0.0014124
"M377.162T1630.7",-0.030547,-0.029521,0.017772,-0.017195,-0.020089,-0.015033,-0.0012768
"M272.073T418.674",-0.033611,-0.086665,0.073452,-0.08683,0.060543,-0.094964,0.0051326
"M369.569T765.536",-0.026504,-0.028561,0.022242,0.00063503,0.0026384,-0.019145,0.001703
"M427.038T293.27",-0.032754,0.0063974,-0.021919,-0.012679,-0.047626,0.010931,-0.0022001
"M383.058T256.181",-0.038611,-0.010165,-0.0090762,0.011827,-0.036351,-0.0090361,-0.007151
"M513.129T730.532",-0.024615,0.0051481,0.00079992,-0.039856,0.029393,0.017354,0.00071227
"M684.191T618.708",-0.032897,0.032382,0.085181,-0.10787,0.08711,-0.05504,0.0048679
"M1144.448T942.538",-0.03791,0.04329,0.038773,-0.0009458,-0.016044,-0.018661,0.0026831
"M613.774T885.363",-0.030097,-0.026982,0.0045113,0.0075513,-0.016572,0.0051617,0.00037204
"M1176.528T983.06",-0.040964,0.075311,0.032562,-0.0042189,-0.029749,0.038863,0.00098774
"M951.397T1014.118",-0.040116,0.054419,0.033292,0.0078893,-0.031544,0.020024,0.00088299
"M998.841T1404.514",-0.028888,-0.041266,0.017271,0.00089589,0.025632,0.011515,-0.00014703
"M593.545T851.652",-0.030219,-0.0022983,0.027925,0.020309,-0.011637,0.040724,-0.0020223
"M425.103T1191.927",-0.032446,-0.024811,0.0094164,0.018933,0.028063,-0.013421,0.0023164
"M389.182T799.355",-0.027576,-0.038633,-0.03506,0.052007,-0.0041834,0.021989,-0.0072529
"M260.048T118.657",-0.033429,-0.05719,-0.011635,-0.033821,0.0082157,-0.021738,-0.0020972
"M924.351T839.79",-0.038398,0.020746,0.024016,-0.0064119,-0.041167,-0.023457,-0.0076611
"M395.048T106.9",-0.032378,-0.021895,0.03691,-0.011355,-0.012928,-0.017921,-0.0011862
