"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6"
"X05.F12.4.neg",-7.1789,-3.0809,-2.2408,-3.5563,1.8046,-4.4165
"X22.F12.1.neg",-26.72,5.3383,-1.437,-0.21938,1.0174,0.73058
"X38.F12.2.neg",-13.006,-2.5411,2.893,5.0401,-0.69663,-1.9247
"X43.F12.3.neg",-7.6174,-3.3935,-0.91243,-1.514,-2.1479,5.6098
"X02.C12.2.neg",17.975,0.36642,3.9585,0.049011,5.2772,1.9639
"X18.C12.3.neg",22.748,1.0451,-7.1242,2.1203,-0.85295,-0.30136
"X33.C12.4.neg",13.798,2.2657,4.8629,-1.9197,-4.4017,-1.6617
