"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M177.03T19.56","-0.03359321"," 0.17343974"," 0.13277979","-0.13416041"," 0.44402371"," 0.08065295","-0.12586529"," 0.12996053","-0.06030862"," 0.18729499","-0.07454090"," 0.21558878"," 0.00933157"," 0.09397145"," 0.05811146","-0.05631546","-0.46643399","-0.47200949","-0.47200949","-0.02328894"," 0.04526751"," 0.03642636"," 0.07793433","-0.09456751"," 0.13308882","-0.30956830"," 0.21103895"," 0.27542110"," 0.24644524","-0.29457742","-0.25562500","-0.38020471","-0.10054229"," 0.14754244"," 0.26656381"," 0.18949917"," 0.28835482","-0.14200673","-0.25151413"," 0.24854117"," 0.14034922"," 0.10093408","-0.07446256"," 0.36351503"," 0.22454813","-0.00656464","-0.06236676","-0.11596676"," 0.10559236","-0.46599681","-0.15372810"
"M186.96T7.54","-0.159292064"," 0.901212914","-0.052956818"," 0.011230832"," 0.040132975"," 0.068699698"," 0.004484786","-0.236669540","-0.168227742"," 0.003483139","-0.139129920","-0.185592794","-0.267908953","-0.185489120"," 0.701939181"," 0.019133614","-0.059186032"," 0.109390549"," 0.109390549","-0.093895992","-0.218168438","-0.327152533","-0.011489009","-0.249997958"," 0.140300815","-0.058343947","-0.359473479"," 0.525954214","-0.086643221"," 0.204283627"," 0.470778510"," 0.673279016","-0.183476935"," 0.253285379","-0.061773150","-0.068957541","-0.114141826"," 0.305115677","-0.260122608"," 0.060980457","-0.132472238"," 0.004960465"," 0.052575294","-0.125265489","-0.178762852"," 0.059033705","-0.053981411","-0.051326702"," 0.126051135","-0.164297317","-0.591500903"
"M205.07T813.54","-0.040864649"," 0.123202517"," 0.498209510"," 0.479502340"," 0.241912127"," 0.069716086","-0.038431660"," 0.290691478"," 0.075444577"," 0.615066056"," 0.326415707","-0.789371831"," 0.402337509"," 0.313354414"," 0.216568179"," 0.228349228","-0.295998786","-0.001644193","-0.001644193"," 0.257340116"," 0.288431855","-1.289205402"," 0.094478086"," 0.304542272"," 0.444307621"," 0.607604829"," 0.171317852"," 0.310592277","-0.531153915"," 0.274810004","-0.640999469","-0.066695598"," 0.369828102"," 0.417942643"," 0.333892298","-0.375489624"," 0.353777601","-0.029324213"," 0.277788284","-0.274024339","-0.348143674","-0.899793927","-1.415419696","-0.582817299","-0.432070508","-0.474496635"," 0.367386850"," 0.158171338","-0.077643980"," 0.281013027","-0.588761195"
"M217.03T22.06"," 0.193828413","-0.192835861"," 0.121709011","-0.272077257","-0.309988921"," 0.289591498"," 0.106692395","-0.063605069"," 0.136070045"," 0.300844956"," 0.168269634","-0.325913122","-0.186839205","-0.364356976"," 0.236841682","-0.036231681"," 0.082682853","-0.483053505","-0.483053505"," 0.351839613"," 0.071384391","-0.208639383","-0.270021319","-0.042527638"," 0.121178303"," 0.060358479","-0.156196016"," 0.071946544","-0.230798902","-0.314238513"," 0.047615148","-0.142370933","-0.004911592"," 0.298338282"," 0.093850135"," 0.002465709"," 0.265500837"," 0.450809004"," 0.204169420"," 0.218655525"," 0.057782272","-0.288247647"," 0.150116043","-0.110663847"," 0.236332703","-0.047299173"," 0.169021843","-0.142650337"," 0.346557318","-0.220827690"," 0.042896037"
"M222.96T20.57","-0.037221921","-0.009945716"," 0.069909821","-0.205571641"," 0.189070023"," 0.152663676","-0.208376305"," 0.221720288","-0.069720724","-0.092900432"," 0.077928301"," 0.150531957"," 0.127685630"," 0.036519807"," 0.007088879","-0.005281850","-0.578693276","-0.646104782","-0.646104782"," 0.148868514"," 0.071220428"," 0.336545537","-0.323454264","-0.071190814","-0.038796727","-0.103024725"," 0.193493187"," 0.262250171"," 0.047519048","-0.154223541","-0.153942364","-0.482966300","-0.215192175"," 0.182368798"," 0.199760816"," 0.157078808"," 0.069661458","-0.180397656"," 0.153891091"," 0.157278744"," 0.499697889"," 0.138539381"," 0.356703034"," 0.123502666"," 0.272361111","-0.016989751"," 0.400210630","-0.118864521","-0.066445130","-0.397402586"," 0.018742291"
"M224.13T58.72"," 0.460051769"," 0.439965401","-0.258682678","-0.426733089"," 0.350134753","-0.394679205","-0.513404074","-0.202700976","-0.085939562"," 0.088480430","-0.244687643"," 1.086071623","-0.262283030","-0.499767483","-0.169118390"," 0.610783869","-0.458092604","-0.295982868","-0.295982868","-0.130731362","-0.276158855","-0.565747416"," 1.370139708","-0.261459750"," 0.482275654","-0.373682669","-0.166101237","-0.541501486","-0.552840415"," 1.415995024","-0.089476190","-0.113254440"," 0.075479146"," 1.210749353","-0.002489579"," 0.290174721","-0.527086490","-0.021825139","-0.563023102","-0.429483508","-0.483755927","-0.558396464"," 0.664739216","-0.090101732"," 0.505750582","-0.268649593"," 0.878285924","-0.527377755","-0.456729196"," 1.297274706","-0.118425103"
"M236.94T4.52"," 0.055368820"," 0.181281808"," 0.168534134","-0.034650618"," 0.089698428"," 0.459822079"," 0.098371701","-0.557633772"," 0.101093630","-0.516550387"," 0.074965873"," 0.085965659"," 0.031470299","-0.110101523"," 0.177588448"," 0.043932173"," 0.183793554","-0.026352059","-0.026352059"," 0.160836395"," 0.277700340","-0.209627355","-0.033088032","-0.387174404","-0.609036089","-0.102816894","-0.576654988","-0.494835594"," 0.068789020"," 0.048180751"," 0.451375476"," 0.212998292"," 0.232093399"," 0.002517355","-0.380949686","-0.015847922"," 0.286656205"," 0.374429414"," 0.110477223"," 0.028914656","-0.565671159"," 0.002411029"," 0.227970312"," 0.152819609"," 0.154253270","-0.121911874"," 0.106475105"," 0.202498205"," 0.063427803"," 0.291888512","-0.439344560"
"M243.89T1588.97","-0.111000510"," 0.244072756"," 0.196998702"," 0.135090113"," 0.064107733"," 0.104097684"," 0.171917368","-0.080773779"," 0.005989017","-0.072987137","-0.294819832","-0.123670329","-0.113997795"," 0.141759431","-0.068942707","-0.037741938"," 0.050132231","-0.143165722","-0.143165722","-0.085079283","-0.031312367","-0.005088316"," 0.041907111"," 0.369626395"," 0.018502386"," 0.169212510"," 0.077796323","-0.163834630"," 0.197544478","-0.008475032"," 0.248550770","-0.330424876"," 0.040008033"," 0.025464483","-0.012513441"," 0.097919821","-0.081140931"," 0.275225827"," 0.047754924","-0.092948436","-0.414697421"," 0.019256531","-0.116234123"," 0.224182104"," 0.103932401"," 0.106148669","-0.042968444"," 0.013216382"," 0.025153679"," 0.138306176","-0.778891266"
"M245.03T22.3","-0.42074062"," 0.36865763"," 0.06808071","-0.50000670"," 0.04999061"," 0.06002060"," 0.16181173","-0.06854728","-0.16890822","-0.29096475"," 0.02175226","-0.36876834"," 0.27192655","-0.09709414"," 0.14649809","-0.09816008"," 0.14409934","-0.05128780","-0.05128780"," 0.13091578"," 0.19926208","-0.07725057","-0.08856752"," 0.05315738","-0.02183920","-0.18953331"," 0.11224194"," 0.39783378","-0.25215409","-0.27657019"," 0.10911065"," 0.27732806","-0.25723855"," 0.15613781"," 0.09604942"," 0.30927095","-0.02466251"," 0.32843881","-0.04750646","-0.10373263"," 0.24607152"," 0.02664051"," 0.42857687"," 0.08803381","-0.02238254"," 0.12253881"," 0.08718250","-0.12237529"," 0.04579507"," 0.18680797","-1.09465264"
"M247.08T831.65","-0.10273701"," 0.08812853"," 0.54577778"," 0.29488793"," 0.10678164"," 0.13777403"," 0.17978117"," 0.33875680","-0.10175037"," 0.57443627"," 0.39917874","-0.71414964"," 0.53876942"," 0.39015002"," 0.26605583"," 0.16801997","-0.81985401","-0.03203070","-0.03203070"," 0.26740677"," 0.19426512","-1.45508770"," 0.09657705"," 0.31713535"," 0.42785995"," 0.46091176"," 0.13369998"," 0.39523973","-0.02221105"," 0.12143065","-0.39887901","-0.32531633"," 0.37175995"," 0.44752099"," 0.30828091","-0.10520989"," 0.17427755"," 0.17458279"," 0.37600815","-0.36581515","-0.10050680","-0.63232077","-1.37056423","-0.59417679","-0.61127261","-0.68568866"," 0.31260473"," 0.13480788"," 0.17262075"," 0.23619768","-0.68208442"
"M250.96T20.39"," 0.085107634"," 0.033319153","-0.023619465"," 0.018560046","-0.118530426"," 0.208092172","-0.399312535","-0.147215018","-0.042635088","-0.178655880"," 0.082574189","-0.133454966","-0.037881285","-0.023256571"," 0.060978848"," 0.036054347"," 0.058637123","-0.228009313","-0.228009313"," 0.107919220"," 0.003271714"," 0.347181413","-0.180258803"," 0.137039614"," 0.037828827","-0.021877555"," 0.337991225"," 0.090962405","-0.036285533","-0.233460626","-0.275582906"," 0.229578346","-0.262706591"," 0.019770502","-0.046723185"," 0.416872451"," 0.155969394","-0.067354706"," 0.104939240"," 0.170589862"," 0.095544010","-0.087175019"," 0.168532191","-0.183215528"," 0.159103513","-0.285223078"," 0.392026210","-0.167005849","-0.004266968","-0.169820864"," 0.023093421"
"M256.93T20.56","-0.027530213","-0.106731146","-0.055110669"," 0.147742803"," 0.384631101"," 0.019696178","-0.541872061","-0.382707757"," 0.041815343","-0.155488087"," 0.051915432","-0.073232178","-0.003612157"," 0.221979362"," 0.175939499"," 0.087372674","-0.465721405","-0.086964673","-0.086964673"," 0.305889906"," 0.202655440","-0.172584341","-0.175578030"," 0.012493040"," 0.673428013","-0.294120741"," 0.140093315"," 0.381017685"," 0.230654958","-0.059905420","-0.234191123"," 0.107180857","-0.207619857"," 0.046123608","-0.067350693"," 0.371534852"," 0.311154578","-0.079984549"," 0.111482327"," 0.190437021","-0.185935272"," 0.035110835","-0.117240445","-0.086623576","-0.238625440"," 0.081674955"," 0.252769912","-0.212957910"," 0.038653110","-0.066859139","-0.437935247"
"M274.94T20.57"," 0.079017128"," 0.475011656","-0.336232571","-0.198978304","-0.089314216"," 0.090820683","-0.599388800"," 0.237110019"," 0.178032076"," 0.035868188","-0.086361977"," 0.190213439"," 0.156281120","-0.091924082","-0.190686117"," 0.188122008","-0.535789777","-0.041167411","-0.041167411"," 0.130630553"," 0.182446016"," 0.073370439","-0.415910378"," 0.177685455"," 0.338285804","-0.095678063"," 0.041163755"," 0.038846886"," 0.119113243","-0.285949561"," 0.095019274","-0.059911491","-0.043884751"," 0.251679205"," 0.008805206"," 0.050063021"," 0.250749647","-0.246592012","-0.035488609"," 0.134078510"," 0.231894236","-0.234468064"," 0.098356490"," 0.192686351","-0.167270874"," 0.064429659","-0.142923094","-0.334937930"," 0.248404863","-0.029137809","-0.055021628"
"M277T22.59"," 0.162421046"," 0.017711036","-0.043382421"," 0.055477813","-0.450981028","-0.028168426","-0.153299757"," 0.027066215","-0.169958878"," 0.174532349","-0.220572458"," 0.041251188","-0.320479122"," 0.327237604"," 0.104525002","-0.029413169"," 0.023568444","-0.039281944","-0.039281944"," 0.428676890"," 0.163606955","-0.118408522","-0.357584147"," 0.068875740","-0.410488909","-0.126453080"," 0.156279525"," 0.057106997","-0.039779143"," 0.046875738"," 0.466468350"," 0.170982769","-0.152128674","-0.133980857","-0.193784727"," 0.188287101","-0.208519611"," 0.589549195","-0.137180939","-0.010467944"," 0.128613595","-0.114453399"," 0.281090561"," 0.124605760"," 0.096602513"," 0.025823255"," 0.109072275","-0.004714323","-0.015661765"," 0.047253986","-0.565136716"
"M302.93T20.57","-0.021126524","-0.113669791"," 0.132753241"," 0.079203061"," 0.199342249"," 0.060926914","-0.256368363","-0.224579870","-0.072896565"," 0.252969197"," 0.118279810","-0.121470593","-0.018860977"," 0.269221557"," 0.059661968"," 0.117557525","-0.643070562","-0.144471657","-0.144471657"," 0.190090354","-0.004427117"," 0.297700988","-0.265985422"," 0.268631988"," 0.289514988"," 0.085913839"," 0.188509725","-0.042836595"," 0.174616361","-0.294814995","-0.432817478","-0.245463627","-0.023331108"," 0.023697764"," 0.140779487"," 0.423650069"," 0.112593951","-0.478501804","-0.045899738"," 0.159134508"," 0.033314178"," 0.145419331"," 0.053734351"," 0.187990329","-0.079408703"," 0.221258493"," 0.234011517","-0.462195616"," 0.243300257","-0.559475557","-0.067633681"
"M309.13T18.56","-0.2524532886","-0.0599947887","-0.1554902477","-0.1861922829","-0.1014823141","-0.1416337020","-0.1972033175","-0.3962618017","-0.3661648979","-0.1544996517","-0.2980096887","-0.1766353544","-0.2581290668","-0.0743342310","-0.2712309642"," 0.0053197600","-0.2515004368"," 0.4043394437"," 0.4043394437","-0.0066817523","-0.0687576486"," 0.6856360967","-0.1557610760"," 0.0553556316","-0.0095208331","-0.2021561215","-0.0266546890","-0.0467579575","-0.0004097547","-0.0395847500"," 0.6883139108","-0.0172645144"," 0.0365924349","-0.1517920748"," 0.5797097578"," 0.0720612440","-0.1391861733"," 0.1107496117"," 0.5092541570","-0.1286741562","-0.1600747739"," 0.5389596419"," 0.0088120003"," 0.7634654034","-0.1980994441","-0.1474717777","-0.0376062864"," 0.0275160439","-0.0537964537"," 0.1650927438","-0.1240510533"
"M322.92T21.56","-0.421388993"," 0.048646852","-0.379368112"," 0.248103202"," 0.178061775"," 0.121923472","-0.153566994"," 0.093293661"," 0.119730305"," 0.161730948"," 0.177167223","-0.339008895","-0.052220514","-0.126866555"," 0.030060728","-0.058710531"," 0.002153749","-0.212119011","-0.212119011","-0.132638506"," 0.407570948"," 0.049182155","-0.231642373"," 0.013541159"," 0.093086819"," 0.074105006"," 0.284244991"," 0.529545324","-0.233875681"," 0.231863003"," 0.162530321"," 0.089723082","-0.310352307"," 0.162041602","-0.239498913"," 0.471231670"," 0.201219398"," 0.043576778"," 0.209475838"," 0.088085347"," 0.007041242"," 0.107239570"," 0.031831098","-0.069101857"," 0.021057909","-0.330294477"," 0.242391089","-0.133258087","-0.001562288","-0.448479326","-0.615383831"
"M324.92T20.56"," 0.336210484"," 0.086378542"," 0.019574282"," 0.186965394"," 0.054400794"," 0.186569602","-0.441910504"," 0.174881574","-0.398534484"," 0.555400378","-0.325036770"," 0.021175187"," 0.042685996"," 0.198219010"," 0.111178812"," 0.244147058","-0.536828898","-0.017265143","-0.017265143"," 0.105566979"," 0.435386089"," 0.194420111","-0.038645290"," 0.150510492","-0.445617754","-0.096441143"," 0.106555387"," 0.177804933"," 0.002026947","-0.349987035","-0.159554919","-0.189499655","-0.050894865"," 0.102416684","-0.231668067"," 0.079996536"," 0.088306780","-0.010637969","-0.093914384"," 0.079451885","-0.032853910","-0.146697649"," 0.009972550"," 0.243774039"," 0.063139921"," 0.122429718"," 0.277593833","-0.157087051"," 0.272051535","-0.679852204","-0.308998694"
"M326.38T1622.84","-0.115669801","-0.439907316","-0.219693790"," 0.073158973","-0.136994637","-0.120845648","-0.126520677","-0.122845159","-0.080126744","-0.090571510","-0.047233350","-0.084810470","-0.032502857"," 0.298531806"," 0.284904914","-0.100356171","-0.084186621"," 0.110724152"," 0.110724152"," 0.074922125","-0.185979815","-0.455132417"," 0.164014337"," 0.295939011","-0.068181400","-0.036629982"," 0.001392808"," 0.050080654","-0.123193327","-0.046420606"," 0.607426063"," 0.162959317","-0.017420749","-0.009605130"," 0.096907005"," 0.062233654"," 0.296478295"," 0.408243612","-0.086331692"," 0.426738300","-0.050481383","-0.068606766","-0.069322705","-0.183591777","-0.230039640"," 0.014795604"," 0.117370209","-0.143259662"," 0.262506387"," 0.211853215","-0.555442790"
"M337.06T22.56"," 0.18063536"," 0.20413605"," 0.41103388","-0.05617261"," 0.36978167"," 0.16787261","-0.23185728"," 0.10639993"," 0.13205141","-0.12021266","-0.21895436"," 0.01377939"," 0.14155038"," 0.06067904","-0.02397663"," 0.09766732","-0.68537876","-0.29901664","-0.29901664"," 0.25276607","-0.18349332"," 0.08086738","-0.34894807","-0.28053947"," 0.12517076","-0.05548632","-0.04459918"," 0.10399883","-0.06347428","-0.10439965"," 0.17060159"," 0.05825146","-0.06222801"," 0.22175149","-0.05291318"," 0.20370206"," 0.06052730"," 0.25429676"," 0.05020599"," 0.13024314"," 0.02105962","-0.16593033","-0.08211713","-0.17413398"," 0.16548255"," 0.23687321","-0.09239286"," 0.01261670"," 0.38470614","-0.10020055","-0.67326618"
"M338.34T1639.2"," 0.58846062"," 0.21253296","-0.46460048","-0.31100687"," 1.39582116"," 0.72169642","-0.16914714","-0.25258439","-0.47143704"," 0.51534738","-0.27991531","-0.91953847","-0.47459124","-0.24366883"," 0.58279602"," 0.94723442","-0.69781240","-0.04987481","-0.04987481","-0.36262333"," 0.04809024","-0.71884259"," 0.97248973","-0.06730549","-0.18067530","-0.24806183","-0.56421413","-0.17554355","-0.10954290","-0.62176297","-0.23674211"," 0.67735462"," 0.17526966","-0.68218920"," 1.12225306","-0.52711108"," 0.98425176"," 1.49661603","-0.68261854","-0.12322093","-0.12379553","-0.45689968","-0.47980188","-0.01155383"," 0.69337066","-0.13001157","-0.35191861","-0.51726020"," 0.06382651"," 0.13824298"," 0.42009278"
"M341.27T1369.82"," 0.52485708","-0.14204936","-0.32922929","-0.09983437"," 0.81106410"," 0.51089281","-0.28407144","-0.29109532"," 0.09371545"," 0.82205115"," 0.33419438","-0.53836653","-0.25591590","-0.30990914"," 0.54007694"," 0.43658903","-0.51172061","-0.43440534","-0.43440534","-0.30846511","-0.34863669","-0.32846043"," 0.72028747","-0.15752819","-0.53676181","-0.10895042","-0.50635885","-0.15832967","-0.34772604","-0.32862773","-0.05103392"," 0.47550922","-0.25389774","-0.57931268"," 0.33854877","-0.51446386"," 0.55445370"," 0.54922647","-0.57099781"," 0.38032177"," 0.20806164"," 0.57169861","-0.25813325"," 0.82982125"," 0.66899876"," 0.44862641","-0.68302499","-0.35344266"," 0.14925299","-0.14656641"," 0.20347288"
"M349.25T12.55"," 0.3137175849"," 0.0620227954","-0.1393367041","-0.2632409863"," 0.0286152623","-0.3228811850"," 0.1863293833","-0.1390661953","-0.0538201893"," 0.0996386656"," 0.2254641725","-0.0543408539"," 0.2693715526","-0.1307260127","-0.0473361575"," 0.0294435050"," 0.0214937348","-0.7063351169","-0.7063351169"," 0.2293398962"," 0.2491203140","-0.4375435512","-0.0149258786"," 0.0506721529","-0.1303801739","-0.3599821896"," 0.1804034271","-0.0442131616"," 0.2007337635"," 0.2371216356"," 0.2404808237","-0.4173132730"," 0.2853001504"," 0.0002082846","-0.3332701522"," 0.4552115692","-0.2170692786"," 0.2788189749"," 0.0876872331","-0.1546731264","-0.4333807529"," 0.1140442891"," 0.2217950698","-0.1349506007"," 0.0975357833"," 0.0219132180"," 0.3070441279"," 0.3076422446","-0.0369201066"," 0.2093682495"," 0.2675028995"
"M352.92T20.57"," 0.125182760"," 0.090186051"," 0.042360417"," 0.102280893"," 0.082444625"," 0.205025632","-0.244133438","-0.010066867","-0.164165746","-0.079079857"," 0.188207567"," 0.313875898"," 0.103805216","-0.210032068","-0.080628681"," 0.006315172","-0.250353729","-0.134796963","-0.134796963","-0.199669941"," 0.057136115"," 0.076359509","-0.298534645"," 0.846999990"," 0.097303978","-0.109884504","-0.096902229"," 0.209337448"," 0.139699234","-0.258375030","-0.120120810","-0.055680610","-0.037043627"," 0.131796551"," 0.051439317"," 0.397740385"," 0.131933767","-0.055284862","-0.178889048"," 0.155652134"," 0.122017379","-0.232960850"," 0.165318323","-0.029468381","-0.048463801"," 0.151675298"," 0.093332825","-0.604468665"," 0.040390912","-0.586838301"," 0.092822224"
"M360.93T17.56"," 0.0982401161","-0.1339863076","-0.1451287525","-0.0730620320","-0.1389407155","-0.1635377093","-0.7105484443","-0.2573446825"," 0.1766291605","-0.0006460446","-0.1771039927"," 0.7342627148","-0.1750638614","-0.2084651639"," 0.1904580133"," 0.0829420790","-0.7735804441","-0.3782263195","-0.3782263195","-0.1989382093","-0.1584575636"," 0.7345857026","-0.3283101998","-0.0884753469","-0.1558845499","-0.1322141475"," 0.2025151977","-0.0151810383"," 0.1864471463","-0.1201593049","-0.1787209211","-0.0359523188","-0.1717924338"," 0.2458259199"," 0.7412716202","-0.0592463124"," 0.1906343896","-0.0752052259","-0.2266996493"," 0.7027430178"," 0.2338246963","-0.4453003475"," 0.2289877096"," 0.7408544748"," 0.0973983539"," 0.7171470188","-0.0509921997"," 0.0442708765"," 0.2133992521","-0.4056871633","-0.0013597387"
"M372.36T1639.49","-0.38914524"," 0.24495421"," 0.18413708"," 0.17811484"," 0.05297288","-0.14142522","-0.20836241"," 0.04373856","-0.07413280"," 0.03388418","-0.02408812","-0.23512616"," 0.12003890"," 0.14785615","-0.33494201","-0.23557259","-0.25622738","-0.07465151","-0.07465151"," 0.09323882","-0.48639492"," 0.57225876"," 0.17874547","-0.01149716","-0.24826095"," 0.22065446","-0.15112922","-0.26746767"," 0.34285594","-0.27412104"," 0.28192636"," 0.84596582","-0.21718847","-0.16849590"," 0.49908573","-0.42205286","-0.12486395"," 0.01708803"," 0.09672811","-0.17498177"," 0.47179211","-0.31679807"," 0.62717743"," 0.10912328","-0.15858084"," 0.04086252","-0.32158407","-0.07347191","-0.34307637"," 0.36861651"," 0.03647398"
"M372.36T1624.16","-0.2554853972"," 0.2056298971"," 1.1126698211","-0.0255631133","-0.0822448746","-0.1241659651","-0.2489089633"," 0.2358461980"," 0.2209406521","-0.1326164965","-0.1670690988","-0.3533975565","-0.0500221557"," 0.1860130211","-0.3243638270","-0.2485601361","-0.2580440246"," 0.0040774407"," 0.0040774407","-0.0945083029","-0.4721502424"," 0.3830278524"," 0.2463721082","-0.1749642736","-0.3376221931"," 0.1882750460","-0.1502903699","-0.1876266308"," 0.0581978155","-0.0693876140"," 0.3104172649"," 0.6399276958","-0.2189132782","-0.1444232744"," 0.4615391756","-0.3836154820","-0.1262777039","-0.0004337255"," 0.0863098403","-0.0810167863"," 0.4460278592","-0.1957858343"," 0.6219453747","-0.0831974177","-0.1212096077"," 0.1787363562","-0.3932320111","-0.0530780428","-0.1483250834"," 0.1143655886"," 0.0021030345"
"M380.92T18.56"," 0.134141827"," 0.128262221","-0.005415951","-0.061899846","-0.003567412","-0.062070202","-0.412728186","-0.083456806"," 0.043229120"," 0.064505826","-0.064734963"," 0.238374985"," 0.068725759","-0.361191917","-0.166969661"," 0.013712452","-0.481666318","-0.601009045","-0.601009045","-0.050353891"," 0.006241624"," 0.725111070","-0.122837860"," 0.059191575"," 0.094284067","-0.183958896"," 0.034416148"," 0.198727197"," 0.078523884","-0.244349911","-0.170740065"," 0.037673370"," 0.169932881"," 0.097431631"," 0.148607086"," 0.278802346"," 0.184153344"," 0.047439214","-0.071319473","-0.079796787"," 0.025643916"," 0.652299880"," 0.213479895"," 0.563588177"," 0.032401793","-0.198301104"," 0.187821336","-0.228660496"," 0.111955085","-0.614055583"," 0.231415711"
"M382.31T1622.76","-0.149165699"," 0.130595839","-0.115402421"," 0.190520030"," 0.085942034"," 0.301518268"," 0.211936076","-0.126934645"," 0.337452416"," 0.178076391","-0.174382335"," 0.174887782","-0.042857515"," 0.330175820","-0.122251665"," 0.137304754"," 0.012211665"," 0.009992562"," 0.009992562"," 0.112008779","-0.070747001","-0.593693414","-0.137476597"," 0.048132865"," 0.128405729"," 0.122834001","-0.119750000","-0.039568301"," 0.168849234"," 0.044779013"," 0.308663686","-0.228849337"," 0.330123070"," 0.280479998","-0.059493047","-0.089662605"," 0.331840168"," 0.306985608","-0.761603714"," 0.482847755","-0.700866580","-0.037129982","-0.599593999","-0.183087727","-0.072562266","-0.190983261"," 0.331144819"," 0.194890922","-0.145702840"," 0.180258871","-0.721085767"
"M385.29T1369.89"," 0.59974268"," 0.04462480","-0.75891956","-0.07301694"," 0.66358423"," 0.45487032","-0.51541361"," 0.05014983","-0.20426451"," 0.66360551"," 0.51209051","-0.17211287","-0.08425286","-0.63567335"," 0.48736000"," 0.51024632","-0.27007005","-0.18268498","-0.18268498","-0.33831128"," 0.13604334","-0.34543515"," 0.62115574","-0.28785854","-0.28561598"," 0.03080861","-0.31475276"," 0.31178431","-0.69926667","-0.55913586"," 0.01778627"," 0.22301432","-0.03745221","-0.84082854"," 0.27399600","-0.67963129"," 0.47905286"," 0.50793159","-0.54709250"," 0.51759443","-0.05108420"," 0.49087973","-0.60021598"," 0.68731558"," 0.60775624"," 0.64730468","-0.56213702","-0.86250715"," 0.12370683"," 0.21573351"," 0.21228059"
"M392.9T19.57"," 0.077394732"," 0.200389869"," 0.130067097"," 0.011838316"," 0.156214584"," 0.143722350","-0.354865114","-0.139696135"," 0.180839740"," 0.123662934","-0.017719035"," 0.197692838"," 0.152053115"," 0.166905275","-0.088967152","-0.123684524","-0.425497075","-0.445887097","-0.445887097"," 0.054012767","-0.158599631"," 0.140971078"," 0.024493582"," 0.103825397"," 0.117637441","-0.145659741"," 0.332548049"," 0.223219441"," 0.098579628"," 0.013613852","-0.380829365","-0.004587859","-0.047608930"," 0.068183112"," 0.229873364"," 0.091135009"," 0.357656780","-0.291833970"," 0.025341672"," 0.133795063"," 0.029590563","-0.102378598"," 0.049727793"," 0.106274804","-0.022588731"," 0.226117011","-0.227827294","-0.196552412"," 0.245599851","-0.697469098"," 0.105161750"
"M400.92T17.56"," 0.051319738","-0.107389813"," 0.159173484","-0.156117539","-0.264556343","-0.045768239","-0.217228040","-0.192663005","-0.074784095","-0.014080075","-0.032919158","-0.182127305"," 0.224589247","-0.243309701","-0.145301391","-0.210334373","-0.260016345","-0.131547867","-0.131547867"," 0.233954056"," 0.090212425"," 0.897041888","-0.155379398"," 0.052562242","-0.193126663","-0.314180471","-0.011979585"," 0.173158006"," 0.166617639"," 0.074500316","-0.149456890"," 0.104947172","-0.109538461","-0.010177267","-0.147035918","-0.027423462","-0.001480719"," 0.228033534"," 0.274278470"," 1.049679235","-0.071970884","-0.043854141"," 0.308237834","-0.100571933"," 0.229848574","-0.106708355","-0.138787276","-0.149735159"," 0.232731200","-0.395521033","-0.014266291"
