"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51"
"M934.15T16.56",-0.016272,0.008028,-0.028192,-0.025102,0.04462,0.0080255,0.0032202,0.036308,0.0061783,-0.017278,0.0086465,0.018203,-0.016954,-0.012164,-0.015125,-0.026794,-0.018402,0.035192,-0.031789,-0.07734,0.0028039,-0.030681,0.02588,-0.032909,-0.0056187,0.029585,0.043932,0.0080242,0.04966,0.014939,-0.016356,-0.020382,0.017537,-0.039179,0.020086,-0.014188,0.0328,-0.024769,0.073302,0.024722,0.025575,0.075372,-0.023713,-0.052373,0.032031,0.064802,-0.035145,0.0075225,-0.041969,-0.01004,-0.004837
"M934.8T18.56",-0.035139,-0.0076632,-0.011354,0.006637,0.036764,-0.029289,-0.050656,-0.0075565,-0.081819,0.062423,0.021584,-0.0090312,-0.0085583,0.030879,0.0013216,-0.019683,0.0061105,0.039358,-0.02191,0.00044712,-0.0067639,0.019767,-0.028872,0.0095409,0.040397,-0.025054,-0.032807,0.011047,0.014312,-0.013453,-0.0019838,0.02577,-0.022109,0.032723,-0.038259,0.018438,0.027659,0.01443,0.0082334,-0.020886,0.035142,-0.010063,0.017679,0.0062959,-0.024351,0.0059642,-0.019684,-0.001355,-0.00044382,-0.0005453,0.010347
"M935.81T17.56",0.0020038,-0.058007,-0.0014353,0.037971,-0.013567,-0.01258,0.041126,-0.033529,0.066321,0.013673,-0.047386,0.0086163,-0.013783,-0.035688,-0.011677,-0.042404,-0.046804,0.021873,0.0045349,-0.060431,-0.0045435,-0.032764,0.039698,0.0075087,-0.0075803,-0.032451,-0.036281,-0.031492,-0.045069,-0.012695,0.053521,0.035975,0.038793,0.046113,-0.021867,0.010034,-0.011881,-0.013478,0.015823,-0.020327,-0.0031405,0.012044,0.043521,-0.052483,-0.0036928,5.3566e-05,0.026564,0.034901,-0.022647,-0.018088,-0.0067532
"M936.15T17.56",-0.017714,-0.03107,-0.0036187,0.025804,-0.025839,-0.053758,0.024207,-0.027654,0.031042,0.061612,0.050846,-0.025527,-0.020372,-0.025383,-0.035608,-0.025947,0.038266,-0.055167,-0.064755,-0.012011,0.040588,0.010985,0.012398,0.031653,-0.033575,0.0018004,0.012593,-0.02219,-0.031072,0.013228,-0.012737,-0.01884,-0.0043102,-0.049434,0.036532,0.016781,0.019688,-0.010088,0.023478,0.049752,0.025832,-0.084809,-0.029163,-0.028586,0.062163,0.017826,-0.0097461,0.021612,0.010681,0.02007,0.010337
"M936.8T18.56",-0.044495,-0.028945,-0.024993,0.024551,0.0063639,-0.048306,-0.035902,-0.0018602,-0.043141,-0.013438,-0.0022015,-0.027389,-0.016234,-0.006456,0.011216,-0.01981,0.027772,0.0076393,-0.015642,0.00040324,-0.0097631,-0.0001973,0.0023613,-0.0051325,0.072231,-0.014428,-0.018728,0.021484,-0.016124,-0.0085284,0.0010543,-0.00080152,0.012391,-0.027698,-0.045,-0.018892,0.023584,-0.0017645,-0.011053,-0.02851,-0.014159,-0.0036684,0.028578,-0.02261,-0.02668,-0.0012176,-0.010767,-0.021885,0.0070986,0.0047124,0.016766
"M936.81T11.55",0.015326,0.0042627,-0.084273,0.022991,0.0079058,-0.029579,0.040176,0.030847,-0.0041981,-0.011207,-0.0044941,0.017611,0.0023147,-0.0026519,-0.011373,-0.02876,-0.031696,-0.01894,-0.01193,-0.01787,0.0032086,-0.020749,-0.0045167,0.001426,-0.01997,0.045828,0.010324,-0.013858,0.038761,-0.017408,-0.0027454,0.0019787,0.009646,0.0030517,0.006317,0.0032922,-0.0087162,-0.00012304,0.010242,-0.033107,0.0015335,0.019489,0.0078259,0.015635,0.024989,-0.0062408,0.024922,0.076855,0.0015173,0.002508,0.028119
"M937.81T17.56",-0.017481,-0.0014302,-0.02563,0.052119,-0.028448,0.070989,-0.034647,-0.016907,-0.029785,-0.029635,-0.0042035,-0.019275,-0.048582,0.028643,-0.0019422,0.0041038,0.0025541,0.056467,0.021316,-0.046265,0.00090453,-0.0083864,0.023369,0.018592,-0.0077566,0.013917,0.044819,-0.0089006,-0.0143,-0.034767,-0.030572,0.050013,-0.0037236,-0.048008,0.027276,-0.00066277,-0.00085663,-0.018765,-0.001456,-0.036508,-0.00010709,-0.0079571,-0.0076993,0.064598,-0.057159,-0.012675,-0.013963,-0.03174,-0.015581,0.0099234,-0.020147
"M937.81T12.55",0.018502,0.0093943,-0.081385,0.0112,0.0013995,-0.026205,0.03129,0.048483,0.0017177,0.023242,0.044479,0.010696,-0.0038539,0.043224,0.0027596,-0.041246,0.011591,-0.0031252,0.017528,0.02789,0.023833,0.043143,-0.02508,-0.014535,0.0096764,-0.016478,-0.040999,0.051294,0.00018356,0.0233,-0.0017469,0.014366,0.045494,-0.001835,-0.025005,0.0023526,0.031235,0.0022545,-0.0027449,-0.024005,0.012635,0.053808,-0.0067878,-0.045657,0.0051226,0.00060662,0.021054,-0.024252,-0.018165,0.0075734,-0.0029164
"M938.31T16.56",-0.0032379,0.017911,-0.018728,0.035777,-0.024873,0.01304,-0.010834,0.004262,-0.014161,-0.0095268,-0.041361,0.030408,-0.014927,0.043144,-0.017792,0.067616,0.0096641,0.0078935,0.012028,-0.078837,0.061318,0.018617,0.012235,0.013161,-0.016369,0.010578,0.02192,0.022015,0.064754,0.064067,0.0094521,-0.13527,0.051793,0.068916,0.038565,-0.019503,-0.068122,-0.043471,0.015568,0.03233,0.011053,-0.043045,0.033185,0.036471,-0.021128,-0.0056431,-0.028513,0.0099362,-0.044571,-0.0064159,-0.0026223
"M940.15T17.55",-0.020199,-0.044367,0.0049465,-0.018398,0.035842,0.0038248,-0.043343,-0.0074659,-0.014858,0.045526,0.071492,-0.036845,-0.031855,0.042038,-0.030678,-0.016695,-0.024362,0.010747,-0.010691,0.033706,-0.018107,0.042556,-0.0244,-0.025755,0.048389,0.013753,-0.032432,-0.015497,-0.016724,-0.016636,-0.0043316,0.0016668,-0.032515,-0.0022381,-0.047957,0.044916,0.012412,0.079971,0.00077271,-0.063702,-0.0054427,-0.007132,-0.011396,-0.020226,0.03739,0.078832,0.015523,-0.01938,0.028183,-0.0065881,-0.014592
"M942.81T12.55",0.018195,0.0035045,-0.010023,-0.060133,0.033109,-0.02369,0.003119,0.02276,0.0030517,0.019366,-0.0053128,-0.022112,-0.0011691,0.016356,-0.033987,-0.063956,0.013112,-0.020783,-0.013974,-0.033966,0.016548,-0.022814,-0.0036703,-0.012541,-0.015387,-0.03873,0.006363,0.0068563,0.021615,-0.0099493,0.021318,-0.018267,-0.013959,0.018112,0.010851,0.014735,-0.02567,0.0084036,0.026551,0.017361,-0.024922,0.010177,0.0356,0.012062,0.034383,0.012027,-0.041584,-0.015343,-0.011653,0.0025274,-0.0041092
"M943.31T17.56",-0.035519,-0.032964,0.028014,-0.047815,-0.054101,0.0026799,-0.029032,0.029448,-0.0031056,0.010686,-0.048555,-0.01267,-0.042056,-0.049276,-0.027696,-0.047604,-0.017497,0.01639,-0.0018919,-0.013803,-0.032952,-0.00025528,0.016579,-0.015893,-0.034918,0.040101,0.0017598,0.018562,0.022205,0.0088708,0.014199,0.012896,0.022306,0.013051,-0.013683,-0.029793,0.070964,-0.049061,0.024529,0.052451,0.043388,0.018803,0.034984,-0.019725,0.0083665,-0.026895,0.034064,0.03313,0.037049,-0.032634,0.013252
"M943.31T12.55",0.0090356,0.0064781,-0.023348,-0.069826,0.043117,-0.021312,-0.0044157,0.019794,0.0053544,0.0011917,-0.020448,0.013575,-0.0013789,0.0048206,-0.010898,-0.014056,-0.0094062,0.026122,0.037797,-0.012229,0.024919,-0.0044635,-0.0049717,0.027192,0.017257,-0.046328,-0.010442,-0.033741,0.05198,-0.0072645,9.0521e-05,-0.031059,0.028592,0.03195,-0.014893,0.016778,-0.010925,0.020975,0.0072885,-0.05295,0.013941,0.023324,-0.025021,0.018289,0.003672,-0.0030368,0.016708,-0.025533,-0.038686,-0.0082264,-0.00096513
"M944.82T17.56",-0.043809,-0.0038468,0.013382,0.0034375,0.010226,0.039321,-0.012193,-0.015635,-0.011592,0.062985,0.043674,-0.023079,-0.044323,0.011841,-0.025264,0.017668,-0.044043,0.02321,0.029422,-0.020272,0.0062483,-0.0010817,-0.029822,-0.020584,0.00029229,0.037946,0.037942,-0.019143,0.0097416,0.016118,0.01358,0.049792,0.012197,-0.053356,-0.0080445,0.010942,-0.0032908,-0.018953,-0.030447,-0.0048505,-0.0058404,-0.01715,-0.018223,0.051467,-0.020362,0.042872,0.020978,-0.049974,-0.0091075,0.0070786,0.0016546
"M944.82T12.55",0.0034371,0.0013113,-0.051235,-0.035088,0.0048577,-0.0062895,-0.045641,0.014899,0.043661,-0.089443,-0.02662,0.0053156,-0.007519,0.014383,0.037063,-0.014581,0.025313,0.010542,-0.00010158,-0.014854,0.016259,-0.018649,0.02789,-0.0097714,-0.017963,0.033839,0.0044371,-0.0058391,0.013144,0.0055311,-0.0023092,0.001138,0.021632,-0.0027954,0.0068837,0.0073155,-0.056787,-0.034081,0.020698,-0.018147,-0.0051083,0.02784,0.0015876,-0.026688,-0.0016556,-0.0081225,0.023147,0.011252,0.032657,-0.017907,-0.0025989
"M945.81T17.56",-0.048868,-0.019011,-0.0021755,0.014626,-0.0046582,0.024236,-0.031326,0.0036707,0.044288,-0.0018502,0.027997,0.0055714,-0.010799,-0.0028425,0.009819,-0.0051216,-0.028988,0.0067925,0.029027,-0.020906,0.0252,-0.015401,0.016875,-0.041769,-0.037122,-0.0037333,0.035592,-0.0005787,0.010683,0.021398,-0.037673,0.035072,0.010593,-0.026057,0.0049228,0.0015746,-0.056122,-0.0109,-0.04176,0.01317,-0.0048705,0.052062,0.04361,0.03913,-0.0059602,-0.001579,-0.00085821,-0.021938,-0.0031472,-0.03051,0.00050473
"M945.82T11.61",0.017391,0.014164,-0.039145,-0.029614,0.027148,0.001308,0.0028858,0.010943,0.013923,0.00073503,-0.0071714,0.027647,-0.025913,-0.02028,0.0097455,-0.0037171,-0.013426,-0.0036205,-0.0066563,-0.020486,0.024922,-0.0084105,-0.0041568,0.025878,0.035996,-0.003717,-0.022444,-0.017011,0.031933,-0.0097656,-0.026795,-0.020095,0.0322,-0.020179,-0.024636,0.0066996,0.026421,-0.010677,0.021814,0.010331,0.0027604,-0.0096652,-0.032782,0.0040359,-0.030918,0.039124,-0.0081708,-0.049849,-0.014694,0.0090604,0.0057932
"M946.82T16.55",-0.019238,-0.024447,-0.016168,0.021264,-0.064032,-0.070874,0.0042679,0.01051,-0.052008,0.047179,0.012444,-0.00043942,-0.017449,-0.04031,-0.0022954,-0.050634,0.011094,0.00013412,-0.021208,-0.033475,-0.054178,0.063921,-0.017476,-0.0068873,-0.02312,-0.0056306,0.023336,-0.017764,0.058513,0.0044627,-0.00072939,-0.053542,-0.022406,0.002515,0.025701,-0.021988,0.0026587,0.012482,0.033069,-0.0030387,-0.039789,-0.028338,-0.037851,0.077892,-0.020053,0.067034,0.030784,0.0032471,-0.0030346,0.013025,0.014568
"M947.81T17.56",-0.029493,-0.034491,0.0062271,-0.031697,-0.0073579,0.019425,0.02105,0.059166,0.046293,0.053864,0.013286,-0.02242,-0.069362,-0.015805,-0.047896,0.01903,-0.012509,-0.055588,0.049322,0.014308,0.057614,-0.0072066,-0.019328,-0.049776,0.013505,-0.015947,0.020399,-0.0090686,0.040868,0.014133,0.039447,0.027801,-0.0041548,0.01956,-0.015897,-0.049834,0.040902,0.020809,-0.040375,-0.0013094,-0.0073314,-0.012355,0.00089059,0.033308,0.029206,0.0062085,-0.019329,0.038704,-0.0076761,-0.015297,-0.006917
"M947.82T12.55",-0.014132,0.014416,-0.039012,-0.023013,0.039493,-0.0038482,-0.026925,-0.041961,-0.021564,-0.064228,-0.051881,-0.05713,0.016054,0.031008,-0.048508,-0.053216,0.0096505,-0.010265,0.0063718,-0.063062,-0.037832,0.03614,0.013738,-0.02171,-0.044649,0.0097172,-0.0017788,-0.02558,-0.042418,-0.042903,-0.092427,-0.019664,-0.019268,-0.023884,-0.015707,-0.00077396,-0.026978,-0.032873,0.042948,-0.014619,0.030863,0.056746,0.015661,-0.037616,-0.052971,0.025691,0.019177,-0.021762,-0.0041688,0.025526,0.009505
"M948.8T18.56",0.0037667,-0.049142,-0.016492,-0.0097092,-0.009898,-0.036457,0.06815,-0.0052043,0.011089,-0.0059111,0.014596,0.013249,0.0019797,0.013157,-0.032196,0.017536,-0.017065,0.016975,9.9717e-05,-0.0065686,-0.032275,-0.039347,-0.019154,-0.00024479,0.020948,-0.015908,0.043016,0.021044,-0.0055318,-0.040042,0.0092201,-0.0088354,-0.029782,-0.033272,0.0046838,-0.013303,0.0018266,-0.054456,0.012653,0.024197,0.020103,0.0664,-0.026915,0.035012,0.016476,-0.076202,0.057639,-0.02642,-0.014363,0.024912,0.0018746
"M949.48T13.55",0.0093458,0.015785,-0.073155,0.036668,-0.020807,-0.0019597,-0.00016119,-0.035428,0.036993,0.024773,-0.0083128,0.0081391,0.016379,-0.031709,0.023504,-0.022292,-0.0062991,0.01976,0.034589,0.024092,-0.019479,0.03449,-0.023485,0.065471,-0.0074959,0.043657,0.012793,0.00024762,-0.001687,0.032435,-0.016799,-0.050444,-0.030464,-0.040248,0.024247,-0.011383,0.039553,0.042041,-0.0080141,-0.025249,0.030007,0.024647,0.00015078,0.043827,-0.0075698,0.014408,-0.010437,0.0086765,0.029693,0.014306,-0.0084848
"M950.31T12.55",8.9897e-05,-0.0012119,-0.043212,-0.0014672,0.068266,0.0051229,0.017629,-0.020088,-0.00059939,0.0055467,0.022073,0.018958,-0.036085,-0.060179,0.026318,0.045155,-0.039084,0.049914,-0.065248,0.010489,0.03914,0.011897,-0.040239,0.014679,0.030318,0.040736,-0.0061481,0.0035747,-0.016769,0.045835,-0.030507,-0.067192,-0.030945,-0.023708,-0.00083976,-0.017432,-0.025668,0.017872,-0.0035322,0.021412,-0.020345,-0.030125,0.0076385,0.0018942,0.030639,0.011852,0.055743,-0.048575,-0.061642,-0.0074656,0.0051631
"M951.8T17.69",-0.03605,-0.020267,-0.029675,0.017415,-0.056759,-0.060698,0.016503,0.0090353,-0.031854,0.061453,-0.0047688,0.019008,0.0012543,0.0044221,0.01951,0.014539,0.025499,-0.0030155,0.017037,0.015792,0.032791,-0.030844,-0.015759,-0.001325,0.020138,0.02077,-0.0030213,-0.056006,0.0066009,-0.016802,-0.0094947,0.017914,0.013829,0.023757,-0.021763,-0.046972,0.00047266,-0.023334,-0.0069595,-0.010648,-0.012247,0.02889,-0.002136,-0.013988,0.0046467,0.024069,-0.035638,-0.052163,0.051623,0.016053,-0.00060511
"M953.15T13.55",0.0040373,-0.011119,0.014577,-0.040785,-0.0090803,0.022673,-0.017741,-0.016486,-0.018469,0.018685,0.0042111,0.024349,-0.0089822,-0.0050758,-0.0074719,-0.0040017,-0.0059317,-0.011769,-0.019258,0.02205,0.010535,0.0041976,-0.0082164,-0.021945,0.02083,-0.036648,0.0054998,0.043417,0.0085941,0.0051863,-0.016911,-0.00058326,-0.016092,-0.010371,-0.0056254,0.008561,-0.015728,-0.0030553,0.00046535,0.011737,-0.0032848,0.013569,-0.023888,0.0072695,0.011495,-0.030505,-0.023063,-0.045593,0.045067,-0.00129,0.014738
"M954.14T16.72",-0.016042,-0.0065965,0.013282,-0.017969,-0.056991,0.037153,0.03105,-0.026466,0.00044393,0.0027085,0.013535,-0.0075706,0.01362,-0.036719,0.024037,-0.015967,-0.028332,-0.035439,0.005968,-0.036858,0.050387,-0.007709,0.02721,0.094621,-0.03516,0.028394,-0.016488,-0.054867,0.0065955,0.017604,0.022432,0.037062,0.039289,-0.046746,-0.02099,-0.043431,0.057372,-0.024061,-0.031599,-0.0094771,0.028051,0.0052878,0.026805,-0.0016519,0.018131,-0.10355,0.0095642,-0.033257,-0.027431,-0.032698,-0.001476
"M955.32T13.55",-0.0054043,-0.0013107,-0.029427,0.010437,0.0054422,0.00016837,0.013251,-0.0037388,0.018527,0.010565,-0.011377,0.013667,-0.015365,0.019804,-0.0020554,-0.026404,-0.012908,0.0033046,-0.014046,0.02038,-0.062368,0.052502,-0.029435,0.071177,-0.011894,0.01248,0.041162,0.026554,0.015925,-0.024033,-0.047608,-0.069123,0.027215,0.0097073,0.033339,-0.0074164,-0.02042,-0.049512,-0.053124,0.025878,-0.0425,0.061683,0.019468,-0.030006,-0.0081396,-0.088333,-0.014212,-0.024778,-0.065542,0.0067799,0.0019076
"M955.81T17.56",-0.048099,-0.023643,-0.0050509,-0.024649,0.013405,-0.052947,-0.026952,-0.030234,-0.013962,-0.0067506,0.0020874,0.024488,0.0038634,-0.013998,-0.0046442,-0.02095,-0.017828,0.014883,0.029314,-0.011963,-0.01072,-0.0088338,0.0031047,-0.010144,-0.0062301,0.020807,0.0087681,0.012409,-0.024011,0.0090629,0.010238,0.032661,-0.035862,-0.03229,0.006978,-0.0030186,-0.032991,-0.0061208,-0.014031,-0.010373,-0.0016092,0.016406,0.016359,0.019367,0.0075948,-0.0093178,0.016395,-0.017458,-0.018409,0.014015,0.013193
"M956.3T12.55",0.0096408,0.0034328,-0.040049,-0.031064,0.014867,-0.023734,0.0088202,0.034658,-0.00069109,0.013815,0.01543,0.020425,-0.029627,0.0015607,0.020755,-0.0094207,-0.043901,-0.0081625,-0.0037401,0.0031126,-0.027767,0.066023,0.016037,-0.037881,0.019311,-0.011593,-0.018855,-0.020186,0.010838,-0.02937,0.046433,-0.030716,-0.024663,0.0064177,0.028965,-0.034445,-0.00092926,-0.015121,-0.00062462,-0.017295,-0.016476,0.0077662,-0.017164,0.045224,0.0030278,0.036109,0.03942,0.030804,0.0034157,0.0063572,-0.0007944
"M956.3T17.56",-0.028165,-0.033211,-0.014426,-0.0079945,0.032585,-0.02085,-0.067126,-0.029022,0.019168,-0.043838,0.064684,-0.01645,0.026956,-0.0078072,-0.0079436,0.021777,-8.4011e-05,-0.0069738,0.019747,-0.0267,0.030112,-0.028166,-0.038718,0.013107,-0.00030863,-0.03779,-0.003608,0.011607,0.014167,-0.0013611,-0.015287,0.00020896,-0.0041239,0.026562,0.011703,0.01584,-0.0049281,0.007415,-0.035442,0.01653,-0.0023134,-0.030913,0.01226,-0.050101,0.021114,-0.022181,0.0022339,0.015882,0.020709,0.024433,0.010331
"M957.8T18.56",-0.046155,-0.039916,0.025176,0.0034047,0.038125,0.047339,0.042335,-0.030375,-0.022467,0.011238,0.020608,0.0051809,-0.034654,-0.0081451,0.0084325,-0.011381,-0.035006,0.019701,0.0184,0.005572,0.030584,-0.032424,-0.024213,-0.015094,-0.014987,0.029253,-0.039447,-0.0066378,0.021185,-0.01972,0.0093599,-0.024978,-0.016908,0.014218,-0.039469,0.024115,0.059125,-0.023675,-0.031561,-0.0057733,-0.027415,0.029118,-0.033191,-0.043543,-0.028228,-0.002208,0.035713,0.005643,0.0098743,0.0014143,-0.013695
"M958.79T18.56",-0.046807,-0.032353,-0.022091,-0.0099092,0.013835,-0.004995,0.0057022,0.049117,0.010139,-0.026892,-0.018682,-0.032532,-0.014426,-0.027321,-0.0058577,0.014227,-0.012217,-0.0028174,-0.0032401,0.0095531,-0.046713,-0.020571,-0.013684,0.013532,0.042761,0.0057763,0.021244,-0.018785,0.01286,-0.022589,-0.0030179,0.00048649,0.0044183,0.018005,0.006359,0.015299,0.022256,0.03577,-0.003015,-0.016443,-0.018413,-0.013794,0.0013159,0.010391,0.013351,-0.025239,-0.018522,0.0019133,0.00079907,-0.018066,0.00071349
"M958.8T11.54",0.023865,-0.00071342,-0.034748,-0.044885,0.0035376,0.016046,0.015792,0.029203,-0.023951,0.002658,0.020535,-0.022319,0.0030981,0.004855,0.0041354,-0.015302,0.0070327,-0.0076823,-0.02689,-0.033133,-0.003058,-0.010425,0.00079467,-0.0038815,-0.017983,0.041484,0.018088,-0.011489,0.0023554,-0.029099,-0.014717,0.030003,0.0042768,0.0085408,0.0035977,-0.024825,-0.010936,-0.026605,-0.0055378,-0.0034245,-0.028678,-0.0022949,0.016952,-0.034686,-0.023207,-0.039121,0.026734,0.034482,0.026006,-0.0099677,-0.0017495
"M959.48T16.56",-0.015346,-0.025854,0.012054,0.030567,-0.043876,-0.031721,0.031137,-0.05025,0.023186,0.059554,-0.026165,0.081387,0.0059918,-0.006029,-0.042983,-0.022697,0.0016252,-0.033378,-0.042282,-0.0087739,0.030906,0.0085801,-0.014391,0.049294,0.071651,-0.0091413,0.018805,-0.00038753,0.014567,-0.021469,0.066662,0.015602,0.022275,-0.0098523,-0.014752,0.01942,-0.022483,-0.018658,-0.03765,-0.027164,0.053585,0.003213,0.0017243,-0.0083163,0.021116,0.017309,0.01348,-0.02181,-0.042717,-0.010304,-0.0042841
"M959.81T17.56",-0.042606,-0.0017489,-0.0086883,-0.026314,-0.059427,0.020828,0.018254,-0.0047755,-0.0099117,-0.017249,-0.07481,0.022728,0.0072471,0.0073485,-0.0069885,-0.0080182,0.022495,-0.025212,0.022487,-0.04297,-0.0037884,0.013286,-0.029116,-0.029051,0.0058881,-0.0061065,0.040457,0.0051242,0.029492,0.024115,-0.033981,0.037994,-0.040995,-0.061853,0.031396,0.011026,-0.025272,-0.026364,-0.018787,-0.0092461,0.013057,-0.010672,-0.012777,-0.037791,0.0032569,-0.0085596,0.0034274,0.025145,-0.0043811,-0.001109,0.0075155
"M961.31T814.89",0.075712,-0.058723,0.00044354,-0.032103,-0.11965,0.026807,-0.02363,4.915e-06,-0.036237,-0.0095351,0.083111,0.0040068,-0.035069,0.017705,0.020355,0.016714,-0.036023,0.011936,-0.0023091,0.011725,-0.028683,-0.0013127,-0.01762,-0.0033385,-0.002398,0.00059941,0.02204,9.8798e-05,0.0028615,-0.010446,0.0041894,0.012986,-0.011686,0.0099249,0.0069686,-0.0037592,0.034655,-0.03017,0.0064474,-0.037949,0.036067,0.021138,0.020842,0.0077571,0.0030011,-0.021484,-0.0010231,-0.01664,-0.0024815,-8.0818e-05,0.0082505
"M962.48T16.56",-0.034044,-0.027438,-0.0086261,-0.042709,-0.047259,0.0074993,-0.032595,0.032664,0.037849,0.026224,-0.046197,-0.049368,0.035382,-0.018191,0.034971,0.044503,0.045261,-0.027366,-0.00038341,0.062356,0.0065049,0.0012794,-0.0069322,0.018802,-0.038379,-0.018185,0.0095238,0.015328,-0.010715,-0.0086958,-0.028661,0.02209,-0.072403,-0.025519,-0.026611,-0.051184,0.019285,0.0094409,0.0018113,0.034817,0.02287,-0.026914,0.013757,0.012064,0.0013339,-0.0033602,0.014307,-0.048275,-0.00093646,-0.029844,0.0084886
"M962.8T17.56",-0.05115,-0.0093563,-0.044616,0.046499,-0.019161,-0.013139,-0.0036196,0.0099836,0.0096103,-0.018384,0.00027124,0.033385,-0.016748,-0.02482,-0.015151,-0.00035896,-0.010071,0.0011712,0.0039996,0.0010959,0.0071106,-0.0093228,-0.00093769,-0.028882,0.0139,-0.0017785,0.0082388,0.00085391,-0.0077467,-0.0082052,0.0076923,0.056502,-0.0094251,-0.047734,0.028714,-0.014185,0.0036367,-0.0084542,0.018993,-0.012141,-0.017335,0.011009,-0.010832,0.050783,-0.0093348,-0.0029751,-3.2563e-06,-0.0079493,0.011112,-0.013284,-0.0040567
"M963.81T17.56",-0.046045,-0.025697,-0.0021635,0.024325,0.0026179,0.037686,-0.033787,0.027472,0.019725,4.3994e-05,0.048362,0.039999,0.026799,0.023373,-0.014762,-0.00010182,0.050641,-0.021515,0.00031034,-0.0039399,-0.019226,-0.041944,0.0009364,0.0071731,-0.013012,-0.02367,0.0016824,-0.0042047,0.0022469,0.012682,-0.01547,0.0024418,-0.04213,0.0060455,0.016274,0.010243,-0.0041494,-0.016721,-0.022253,-0.0081347,-0.00041355,0.020266,-0.018599,0.01598,0.040537,0.01055,-0.0042688,0.0067108,0.028904,0.019778,0.0055946
