"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M1197.76T17.56","10402.838","8413.761","9533.643","9450.966","10932.51","11269.307","8443.192","12090.155","8555.826","9907.795","8413.164","17017.49","8781.58","10149.271","9048.888","10274.732","7270.179","9235.165","9235.165","9135.324","8774.879","16614.2643","8318.063","10146.304","9424.188","7437.964","11207.522","9739.13","9656.306","7613.881","7574.008","9161.289","10768.208","10497.909","11478.332","10076.8","8742.148","9500","9052.1","10714.4615","10907.415","16886.983","8970.968","9206.518","9628.127","17268.089","11418.26","10012.629","10295.675","5924.144","10898.793"
"M1198.1T13.55","7495.176","12555.554","13481.63","12173.177","6891.242","12762.311","10650.916","12920.075","10878.994","12950.831","13608.704","14797.032","13191.858","9289.786","11859.472","14878.035","10683.308","15872.039","15872.039","12036","11839.404","12450.648","12565.074","11414.881","12734.859","6860.245","8016.65","15162.611","6775.613","12643.152","9687.803","10615.832","10295.027","8124.3","11204.501","12489.152","14334.5","12200","11413.616","14746.4415","7096.992","11839.601","9790.415","12453.333","8222.96","12958.252","14631.117","12647.983","13083.445","11175.426","9794.425"
"M1198.76T17.56","8565.037","9287.057","8093.77","9759.574","7979.453","10162.809","7400.134","9761.193","9716.619","11654.86","8627.52","9146.52","9782.953","8444.017","9320.114","10934.706","5676.223","10249.05","10249.05","9012.958","8714.622","17926.3385","6784.292","9249.626","10381.606","10722.962","9817.825","10918.658","10706.475","8319.539","7567.987","8729.995","9394.024","8991.236","11199.498","8614.865","9847.306","8750","8489.551","10086.9002","7614.667","8933.367","7916.103","9033.72","7578.668","17320.371","11342.314","7076.599","11143.79","6544.997","13007.21"
"M1199.28T13.55","7591.406","9287.646","6520.199","8138.638","7132.72","8506.868","6143.579","8465.441","6351.396","7814.706","5798.667","7412.675","7707.287","7948.377","7441.265","6481.486","5877.958","8065.62","8065.62","5402.158","7657.009","11630.7578","7072.485","7285.867","8433.111","5920.563","6728.453","6469.328","6541.643","7087.198","8202.929","5578.604","8370.854","6015.706","8219.861","6069.195","7655.908","7750","6516.685","9314.0064","7247.055","9603.77","9089.901","6557.979","7388.78","8413.851","8811.728","7885.941","9258.158","6860.526","7412.324"
"M1199.44T12.55","7737.715","6985.663","6354.633","6484.822","7372.684","7236.95","10647.848","7345.86","9745.92","8019.988","6804.32","11810.347","8145.012","6564.043","9120.673","5644.825","6657.431","10455.553","10455.553","8076.156","7147.654","7364.8816","7860.374","7330.601","6745.438","6975.447","7719.811","8372.27","7270.679","7576.18","6549.496","5367.792","6993.569","7241.544","6029.563","6786.488","7287.621","5550","6744.944","5178.7126","6913.817","6464.884","6909.604","6677.167","6220.606","7271.302","6898.304","8285.107","7399.761","8692.048","6368.515"
"M1199.75T17.56","9712.66","7709.088","9295.001","10701.087","9129.193","9905.268","6945.42","7684.386","10966.569","11006.922","11235.467","16592.128","8990.283","7043.066","7738.906","7721.168","6682.136","9271.232","9271.232","8324.9","8407.679","9583.2603","8019.917","9325.854","11279.738","16000.625","9312.599","9793.292","8371.653","8167.181","5707.599","8060.745","7341.96","8594.21","17118.106","10910.827","8332.924","8920","8147.46","9807.5589","8665.354","8683.8","12048.326","17592.62","8372.01","16604.163","8435.107","8708.584","8127.459","6042.306","8498.094"
"M1199.76T12.55","8020.394","7725.439","7091.112","9933.279","9688.039","7796.218","7458.443","7003.777","7741.154","7090.971","8289.145","7933.181","10168.73","9384.068","8440.992","8663.963","9491.097","14342.522","14342.522","10254.672","8706.888","7752.1131","6617.698","6913.08","8220.588","7215.591","7145.364","9124.755","9370.026","7734.79","6073.477","5581.985","8690.554","7740.58","8417.751","7405.731","11215.829","7080","8681.983","16580.059","10197.43","9639.336","7391.698","5297.463","6588.054","7752.836","7685.883","7276.317","9177.45","8868.288","8880.255"
"M1200.1T13.54","9083.664","13091.156","13154.036","15085.872","12013.934","16220.905","12645.308","10700.232","14498.56","14176.589","12925.778","14755.155","8620.355","12819.315","7492.922","15722.421","12253.848","15135.904","15135.904","14501.374","9971.826","14354.7047","7787.292","12212.653","14389.038","7093.807","14110.625","7662.346","14224.714","6437.254","12372.617","13599.188","15270.991","9779.631","12903.123","14072.595","13705.12","13200","7366.032","15514.1964","13532.786","13478.861","15478.184","15083.753","13906.166","14156.936","15837.737","13598.987","14398.011","11378.775","15612.649"
"M1200.44T13.6","10131.651","6353.002","9646.814","10082.772","10091.574","10626.753","9141.268","9926.08","9588.21","10540.904","10556.824","9686.284","9936.948","10903.598","10055.806","9783.05","9278.766","10896.816","10896.816","9610.746","8434.296","9858.2191","6058.12","10809.256","10270.821","9672.559","9651.215","9422.67","10412.079","8580.202","8894.848","5552.768","10074.784","5276.909","11195.462","10451.591","9176.701","9540","9364.383","9957.855","9843.132","11196.442","10613.979","9998.851","10472.707","10229.75","11437.053","9536.746","8989.536","8627.287","11181.22"
"M1200.76T17.54","13006.722","12844.486","12064.45","16919.804","15374.532","18921.909","12621.752","9326.33","15195.373","12224.564","12104.524","12621.837","15849.406","12164.384","12142.77","12683.938","9342.511","14977.839","14977.839","13315.828","12703.47","25726.6695","11635.683","12494.888","16026.591","25442.599","15843.388","12504.754","12300.345","14019.61","11613.88","12560.655","15337.876","14221.824","12631.376","13291.105","9484.482","15200","12342.462","27022.6252","13803.473","11705.074","12717.51","26310.317","15285.186","14088.067","12884.403","11047.915","25969.372","7852.795","19230.789"
"M1201.1T13.6","11632.794","9237.63","9707.964","10550.34","12566.413","10424.729","9517.635","11757.786","10694.443","10773.373","11195.486","11568.363","10821.171","9798.049","10626.02","7163.051","11194.815","12398.878","12398.878","10134.312","11854.441","11067.993","8042.054","9891.687","14223.958","10162.782","10886.955","11804.816","12121.251","10146.33","9896.488","11754.664","11414.619","10878.596","10379.044","11825.49","10859.281","9980","9856.953","10970.3461","11411.452","10876.886","12504.464","11339.057","10779.989","10892.192","10661.354","9278.292","11081.84","10462.539","12075.45"
"M1204.77T16.56","34436.705","35211.318","33452.056","35097.005","32147.479","36418.963","23044.101","27873.675","24970.631","35933.478","24201.038","29440.926","35209.312","33510.23","32310.642","33042.697","19462.147","29135.006","29135.006","31656.686","34459.359","60793.8091","32579.446","35656.742","27467.163","31333.912","34910.418","36757.944","58190.791","23964.281","20001.511","28133.997","26933.899","27362.712","39443.577","57503.201","36567.315","29700","32762.565","56117.7055","36681.792","62816.208","37991.338","54794.941","29310.074","26115.783","30609.335","23398.886","37367.185","16302.41","39666.07"
"M1205.09T17.55","8484.784","6964.278","8229.939","7388.098","9781.256","7032.198","6714.411","6108.256","10490.16","5743.178","9018.976","7758.8","8894.604","7254.352","7781.274","7430.224","4708.126","7916.366","7916.366","8990.892","8100.348","7060.6525","5640.755","8163.063","7473.554","7767.061","7355.851","8325.829","7991.426","5777.569","4653.708","7950.265","7819.388","6685.276","8160.408","7807.096","7134.565","7720","5697.711","9074.7662","7820.927","6933.049","10367.537","7493.987","6752.269","7764.855","6917.67","9564.531","9930.882","4722.492","10635.807"
"M1205.27T12.55","10394.907","8431.765","9238.901","9466.314","9607.293","10611.821","13345.493","10093.619","9872.356","10343.498","10188.545","11028.225","10081.586","9825.388","8912.836","10472.636","9850.477","10860.484","10860.484","10017.964","8930.712","8886.2661","11107.222","9294.342","12381.032","8736.671","12062.079","11220.866","9746.727","9112.493","8194.278","9052.335","10603.797","10033.268","8832.866","9484.079","10205.711","6300","8802.897","7860.9153","11218.861","9505.636","10220.727","9009.7","11189.468","10356.981","10458.334","9763.261","9279.756","8482.886","10990.501"
"M1205.43T12.54","6066.201","5584.389","6084.399","5138.425","6540.262","6192.069","5527.439","5962.649","4397.686","5691.937","4856.755","3728.896","4861.332","5350.268","8207.188","6536.952","4078.377","4653.733","4653.733","7325.912","6448.407","4890.9919","5540.572","5591.049","5633.402","3706.863","6732.799","6118.011","5032.899","5338.349","4779.327","5157.927","5941.817","6156.414","4442.621","6410","7413.942","729","5178.504","5020.7944","6860.289","4211.452","5375.004","6200.439","5835.535","5276.096","5650.09","4249.857","5273.474","3363.488","5510.756"
"M1205.77T17.55","11101.411","19446.164","9330.051","9651.161","10380.178","15125.091","12366.99","12926.993","10645.036","12046.66","12206.886","21175.583","12180.936","11026.982","12854.448","11111.234","8175.879","11686.26","11686.26","12154.354","13034.828","10792.5224","10863.545","12052.127","11990.647","11671.169","11742.496","12160.513","17189.516","10866.702","11619.702","13325.796","9101.222","9169.426","11628.217","11380.153","12645.728","10700","11809.365","19451.3445","9662.681","9542.16","13181.241","19819.489","8345.885","20980.858","10660.147","10952.492","13255.169","9983.893","11880.871"
"M1206.09T17.56","8057.243","5651.34","8187.837","5950.78","4855.952","6688.808","3522.241","5161.116","6373.259","7281.78","5265.103","5305.233","4996.09","5195.986","6818.756","6863.037","3547.807","3454.332","3454.332","5255.72","5595.338","5303.6223","4650.17","6337.907","8418.575","5374.869","5324.602","7429.062","5515.4","4874.403","4119.977","6596.893","3359.442","4774.071","4544.997","6277.402","5945.908","8640","6009.509","6612.028","8565.037","4810.175","8630.384","5545.613","5506.444","4799.415","5718.622","4993.664","7120.939","3510.766","6324.918"
"M1206.09T12.55","6737.943","8440.592","6215.354","7602.188","7861.392","6719.95","6609.139","7874.333","7437.463","9255.684","8362.857","13934.419","13621.511","7939.748","7310.574","7457.512","6264.386","9332.589","9332.589","8525.5","7768.145","14087.7384","7774.216","7743.16","5853.508","9110.662","8265.352","8232.098","9636.824","8933.796","6547.489","6598.858","9150.069","8597.202","6515.455","8266.377","8373.438","5560","7350.621","14275.4228","5966.285","7192.557","6387.293","8047.923","7276.526","8575.41","7415.527","8182.821","7947.772","6675.293","9486.331"
"M1206.44T13.04","5838.639","6295.325","4919.492","5779.549","6599.073","6364.928","6063.512","6305.33","5645.764","5561.741","6050.734","6182.075","5544.727","6377.473","5477.409","5520.366","5712.359","7093.336","7093.336","6766.238","6559.984","9568.331","6145.831","5934.296","4671.974","5757.917","6568.521","10449.523","5938.524","6290.756","5377.65","5694.49","6415.787","7025.85","5200.236","6391.761","5938.879","4150","5564.889","11497.752","6600.46","9776.494","6632.899","6913.989","5911.926","7397.498","6720.989","5906.473","5622.764","5882.214","7646.05"
"M1206.76T17.55","10885.299","9193.498","11215.171","10964.078","13211.705","13201.36","9503.561","10732.506","10408.922","20978.748","11536.8","21719.163","11211.766","13335.888","13245.618","13028.97","9938.117","12895.97","12895.97","10687.968","11000.716","11820.1113","13016.934","10772.174","13614.722","12543.199","12327.917","13981.82","10837.77","10889.574","10152.863","11118.049","11620.758","13249.237","12056.057","11398.961","10971.152","11100","12601.604","21211.6102","10733.188","22348.995","15119.074","22707.868","12772.085","20939.428","15474.086","8836.916","11575.549","8057.076","12723.949"
"M1207.09T13.54","5677.854","8003.622","7149.384","7236.299","6392.06","9387.983","9554.142","10023.943","10177.405","7398.128","10169.95","10475.082","10116.063","9597.416","8444.657","7767.455","9023.259","14752.659","14752.659","9327.9","10811.002","11292.914","7974.375","9050.207","9256.169","8268.416","9009.107","9106.955","8758.14","6855.141","8631.907","7649.268","9908.097","9422.368","9371.574","5878.074","10748.01","5510","7573.676","10067.2153","9053.774","10083.045","8863.782","9213.731","8372.138","9251.384","9448.666","8763.893","9057.714","9667.985","7285.376"
"M1207.43T13.55","11670.908","12100.192","10070.108","10818.783","7677.692","8067.456","5127.296","11845.074","11152.029","11825.546","12176.4","11945.318","9695.393","11928.584","9678.666","10147.03","8313.727","15916.023","15916.023","10439.224","10864.918","12374.9842","9909.889","10511.548","12510.35","6689.792","11356.203","10340.517","7974.72","12026.644","9451.026","7731.148","11739.947","11295.49","9695.813","12739.697","6787.602","10600","9091.192","13148.058","11810.833","10875.004","7737.295","11421.244","10832.192","11528.237","11318.431","11940.193","10452.306","12220.312","13413.083"
"M1208.09T16.56","8821.481","6566.789","6782.242","6217.567","6889.428","5848.94","5135.36","6170.34","5806.417","5311.888","4562.228","6322.951","5958.069","5823.944","11944.737","6163.67","3221.947","7133.258","7133.258","6756.208","5621.75","6456.9676","5100.491","7324.695","6420.48","5849.55","6118.849","6034.224","6697.633","5278.396","4381.044","5602.579","4579.612","5517.406","7519.737","8232.284","5999.603","6500","4422.473","13248.5871","6043.162","12706.743","5774.071","5503.416","9595.834","11838.428","11583.19","5202.203","5996.487","3819.25","6227.434"
"M1208.09T12.61","7234.705","6065.144","8282.285","6668.842","7101.764","12905.434","7459.84","11596.843","7482.38","6910.708","6968.666","7881.042","7442.452","6718.677","6649.943","5781.561","7441.272","9356.868","9356.868","7014.982","6938.098","7123.28","10878.538","6381.905","5815.394","6000.573","7807.259","8537.171","13313.408","11270.59","5607.446","5934.672","6345.646","6363.769","6681.447","5765.508","8313.839","8650","7569.001","5822.4637","7943.065","7502.186","6137.638","6648.392","5803.813","6558.194","7112.811","8199.165","6685.998","8517.686","7273.506"
"M1209.02T13.55","12651.842","8708.046","15294.225","12713.217","12948.73","13609.202","11648.525","13898.116","12823.719","13745.414","9476.899","14582.796","13962.374","14557.542","12593.581","12671.1","11590.258","11156.26","11156.26","12054.054","12736.83","12487.9806","12992.862","14983.462","15363.954","13611.191","13557.495","15631.646","12487.972","8516.061","10880.16","14464.07","12584.389","13519.076","12900.635","14807.381","13719.52","12100","11938.522","13371.2956","13740.366","13902.431","12877.947","9213.428","11748.961","16214.104","12559.512","12788.011","12901.599","14451.224","12190.085"
"M1209.27T13.55","13725.052","12689.236","12061.667","13791.493","11293.78","14569.719","12212.629","12501.29","12474.979","11786.556","12527.47","11967.379","14343.337","11404.978","10653.866","12251.957","11582.996","11883.761","11883.761","11458.272","11932.378","12548.0989","10144.342","13238.4","12904.673","8224.822","10475.026","12305.134","12000.568","13293.358","10018.89","10919.228","13675.544","12932.109","11829.278","12276.278","12423.788","9020","12977.382","14788.557","9546.995","13045.94","13814.45","9895.199","12104.869","11122.535","13341.926","11573.478","14170.156","8018.208","10536.275"
"M1209.76T16.68","12934.471","12868.556","12706.698","10984.465","10998.666","13336.098","10429.194","13524.61","12196.132","14079.232","13576.858","12895.106","12718.792","12994.088","22806.325","13851.43","8845.227","16204.867","16204.867","12066.09","10888.402","11369.7133","13382.831","13755.189","13705.263","20256.515","9863.502","11317.923","21626.732","10354.317","12017.564","18133.22","11420.934","10539.524","20988.985","13969.815","10074.132","13300","12271.112","21190.5194","13604.946","10612.273","13604.437","11119.351","10700.004","12167.877","13552.611","12151.392","12631.5","9987.899","16619.349"
"M1210.26T12.61","7138.209","3971.532","7081.767","3967.876","9004.327","12900.879","10973.002","4912.12","1364.932","7459.547","4850.649","7462.815","6341.159","9364.72","5955.02","5553.551","5266.93","11436.945","11436.945","7953.79","11990.54","11438.9977","5768.438","5223.678","8465.183","1964.032","3399.378","7901.24","5769.324","11028.994","4514.821","7451.219","5770.512","4878.737","6494.776","7564.865","9569.885","6790","9290.244","6739.7403","3630.552","9242.906","4415.463","9871.104","5764.453","4534.741","7608.423","5644.273","6191.506","6607.709","10998.781"
"M1212.09T16.56","9016.046","9546.035","9068.392","9938.078","10884.358","10174.116","6784.471","8155.023","7672.901","11353.96","8245.256","8597.047","8133.397","8191.238","8506.368","8167.315","7217.236","8263.359","8263.359","9374.038","10675.809","17107.0433","7271.552","9498.369","8000.651","9288.895","8342.244","11808.267","10963.157","6547.377","6279.563","8126.608","9931.706","8036.439","8742.162","8879.444","12034","10500","7277.03","10766.1205","9414.029","17145.973","10054.407","9200.181","8832.209","8553.755","9425.35","7954.659","8942.553","4836.649","9894.785"
"M1212.43T14.57","11873.654","9749.798","9494.501","7304.638","10966.578","10381.906","6355.008","11613.927","9135.418","10536.243","10859.364","9751.198","6226.624","4812.394","7687.293","6174.011","7769.521","7748.928","7748.928","9761.196","10469.557","11563.2937","9863.007","7865.526","5444.284","10803.118","7887.118","11148.575","9896.262","8680.762","8109.832","10210.693","9633.14","10116.412","8827.447","11076.08","7646.903","8230","10079.859","9447.6964","7141.098","11001.913","10753.919","7867.262","9550.027","11715.416","9221.906","6141.53","9576.036","9760.163","8550.109"
"M1215.26T17.55","7901.298","11745.13","7183.321","7553.349","7016.381","9054.883","15914.436","8374.272","7790.624","8496.304","8567.696","8544.907","10034.012","7609.476","9446.254","9762.889","6511.963","7169.326","7169.326","7612.77","10644.073","17006.885","6981.41","10179","8080.168","7605.366","8448.502","10796.292","9977.007","10852.92","6437.729","8098.988","7503.602","7786.121","10910.182","7931.368","7309.412","9320","9432.874","8433.8119","10214.243","7209.085","9785.88","8064.728","8828.651","7909.02","9954.124","8303.477","7422.217","4830.64","10737.065"
"M1215.76T17.4","8157.47","9409.519","9244.866","9259.296","7796.87","11478.233","8914.664","8447.418","8184.41","8773.867","8273.294","17412.08","7549.43","7723.798","13113.222","11420.978","6098.979","9123.778","9123.778","7522.5","8948.5","10255.6276","10409.134","8954.745","9028.79","8771.875","8905.612","9614.731","10042.709","7682.041","8224.24","8724.307","8454.822","9001.261","9000.411","9368.515","9258.597","9990","7539.299","16969.6893","8940.518","16443.927","9592.699","17083.096","9892.183","15748.696","8669.638","7094.642","9243.581","13134.737","13442.297"
"M1216.76T17.55","12044.019","12284.352","10059.749","13129.094","13006.904","12784.356","9840.607","12738.602","13725.252","11823.499","12190.861","21081.149","12188.456","11946.858","11845.428","22152.254","9620.461","15507.539","15507.539","11825.37","12236.151","20817.6263","11269.708","13761.632","11203.365","10678.011","10084.472","13426.158","13071.383","13418.468","10008.616","11832.168","11845.43","12524.783","19883.879","13097.454","9764.927","11700","12103.873","12371.3765","16013.898","10850.496","12597.647","18124.573","10962.79","19849.577","11075.087","9899.947","14181.801","17101.038","11957.785"
"M1217.76T17.56","9830.592","8522.17","10970.814","9724.198","7946.261","10776.016","7610.045","11493.111","9245.077","12140.312","8647.805","15727.62","10038.024","9867.514","8874.098","8529.151","6731.297","9872.35","9872.35","10525.482","11733.429","19584.2198","8091.952","9255.644","10218.564","9975.221","10371.02","9228.461","8763.69","7513.646","7688.4","8217.675","9705.084","10911.086","8835.488","10364.697","9570.03","8410","10046.623","10838.8258","10413.358","8490.953","11612.81","10158.916","9682.387","8812.05","10071.262","7908.551","10050.338","7021.652","11661.402"
"M1219.5T14.55","15059.042","10059.64","18768.676","15955.79","13893.556","24608.109","9341.403","9682.816","17257.264","13663.584","17180.541","13657.935","17323.445","17945.676","15637.362","12612.285","12413.696","14910.988","14910.988","14926.646","14882.514","16232.8335","26822.226","17197.938","16981.632","17174.897","17108.118","17554.688","14363.419","16990.002","16681.526","13552.567","16437.717","11689.475","17014.781","15567.252","13932.903","15900","18656.213","9101.2009","17203.49","13128.6","17988.86","13056.087","16918.604","19868.87","14122.24","22158.933","13337.894","13397.523","38909.345"
"M1220.5T13.6","10631.173","9420.657","8046.459","11074.923","11160.491","10430.044","10661.89","11487.667","10363.694","12005.248","9210.944","10881.706","7424.206","9362.862","8833.886","12528.983","8166.654","8219.957","8219.957","9699.01","10393.226","11121.1607","9741.687","10439.424","10838.562","8969.494","9787.242","10886.397","9906.399","9359.996","9010.702","10125.194","10002.333","10001.592","9989.88","10092.423","9544.548","7610","10690.647","11345.4278","11540.222","12221.339","10036.055","10668.392","10102.342","9759.747","12322.73","8584.108","10635.581","9107.24","11885.333"
"M1220.75T17.55","12358.287","10992.88","13642.695","12056.816","10260.73","12481.814","9819.779","14913.664","12144.285","12633.788","13917.934","12635.875","12632.552","11920.729","23496.154","12033.928","8304.454","12078.45","12078.45","11903.604","16342.172","11997.9997","12181.95","15074.591","11933.694","11927.375","12542.437","13235.266","13296.978","10163.87","10614.448","14195.045","12187.547","15561.387","11658.121","11762.844","11740.881","18500","11233.879","25082.4884","12416.273","23933.423","12607.089","12399.545","16509.034","24820.442","12831.065","11037.891","12908.331","8523.717","15241.061"
"M1221.76T12.55","9200.505","8259.197","7761.388","8405.348","11071.28","8449.913","9580.846","7678.716","9035.528","8118.14","8412.63","9409.495","8246.2","7745.551","8315.218","8139.107","8020.435","9604.889","9604.889","8762.208","7781.274","8453.3359","7575.681","8270.738","8068.132","7778.612","8854.253","8186.72","7182.912","8798.248","6685.44","7630.876","9019.045","7592.147","7309.501","8488.54","8299.04","6080","7255.702","5948.1426","9482.042","7524.984","8483.937","8512.059","8196.516","6999.394","8893.861","8188.847","9161.833","8200.157","7812.259"
"M1221.75T17.47","9328.255","9172.625","10322.317","10054.822","8769.974","10282.458","7000.332","8869.989","7139.093","8303.298","9224.593","9058.284","8797.634","7946.484","6690.176","9837.424","6436.33","10427.381","10427.381","8130.318","10024.322","18471.1998","7165.5","10022.316","9295.804","8729.621","11071.114","9330.532","9290.709","12834.566","6983.982","9012.567","8665.541","8329.526","9955.778","8687.023","8591.624","9320","10004.265","17132.1458","11973.513","16269.418","8844.617","9740.986","10860.943","15334.48","8603.488","6926.247","9452.294","6002.251","13839.429"
"M1222.08T17.56","7985.017","8463.314","6066.317","6300.846","6147.469","7058.281","5343.959","5377.268","6796.95","6335.118","5673.745","10923.686","4477.081","5880.117","4807.724","8332.924","4495.278","7285.542","7285.542","6992.916","7272.153","6192.3627","6509.038","6112.256","7873.55","5506.167","7163.384","7567.153","6242.298","5939.95","5446.703","5630.641","6331.584","5935.338","6543.472","6710.695","6308.87","8810","6469.976","6182.6272","8137.495","6007.046","6963.381","6869.726","5803.358","6257.059","7671.377","5146.071","6112.256","4682.437","7099.39"
"M1222.76T17.55","13675.168","14718.022","9975.854","10844.436","9265.555","10655.526","9530.071","12824.107","12348.747","13556.548","9897.511","21022.98","10172.426","10447.248","11118.148","10801.998","9079.688","14436.789","14436.789","11759.172","12770.08","21481.1469","12714.028","11105.168","12712.457","11813.501","15556.53","11846.293","12769.963","10222.007","10393.08","11377.251","9909.64","12276.977","14653.83","12128.832","10601.36","11300","13482.091","20781.3895","13843.7","21117.664","13150.601","21676.877","14467.475","10794.31","10652.129","9265.734","10822.784","18390.835","13769.273"
"M1225.1T13.55","25845.304","25710.902","30253.756","29114.187","30336.738","26093.452","25430.444","26974.722","26324.011","29321.702","29775.058","27558.867","28185.189","30505.242","29651.741","27709.37","25718.886","23439.519","23439.519","29261.522","28755.149","28700.987","27791.124","27499.518","28953.799","25714.705","24419.934","26760.058","28010.687","25180.308","22736.64","24120.818","28374.047","27383.856","26653.722","29163.43","28534.511","24300","26461.518","29612.684","27566.972","27836.492","27919.167","26476.886","30535.961","29800.3","26599.804","25563.212","27862.101","24764.807","31767.274"
"M1225.26T13.55","14969.214","13999.874","14062.508","13146.417","5036.315","13597.168","12360.295","16044","10473.591","15741.082","17237.558","15653.792","15286.34","13306.819","16041.994","17154.686","12185.306","16646.085","16646.085","14250.624","14650.186","16271.4693","10900.604","14776.729","13714.472","13285.13","10968.991","15738.229","15382.736","12818.08","13250.036","12992.4","16427.502","16006.55","13084.146","15658.398","10217.173","12900","14126.849","14766.4965","11788.235","15809.859","11532.4","14112.809","12188.943","15979.755","11980.243","15944.935","14839.467","14082.954","17294.602"
"M1227.42T17.55","11398.358","10683.956","12877.197","9526.801","11101.042","10825.701","7598.683","10545.4","11525.953","11813.334","11241.392","10484.544","10846.442","11071.114","12017.946","11885.082","6725.625","9333.779","9333.779","11534.5","11936.006","17764.607","10887.557","13946.191","12782.275","10560.085","9513.086","12130.282","12617.373","10390.78","9715.602","10604.121","8820.067","12161.891","12264.716","12374.963","9309.846","15200","12310.822","11286.5372","11654.455","8903.117","12443.451","18369.283","11945.947","19537.449","12536.911","9504.991","11208.194","8017.156","15765.236"
"M1227.76T17.55","15740.555","17897.532","17813.156","15551.132","18108.162","19878.279","14288.479","18603.477","18298.597","19026.91","15739.486","32785.098","18246.576","19195.414","21632.704","18703.944","11203.072","15694.342","15694.342","19426.104","20509.947","32227.9766","15067.359","16780.118","15446.146","17370.437","16832.849","18160.714","18868.181","19902.703","12959.743","14007.538","15914.3","17959.765","17232.397","17686.73","15971.376","16800","17679.952","18662.296","20974.209","30586.721","21278.118","28071.171","15359.403","16210.487","19639.488","14780.671","16371.417","10538.487","22467.617"
"M1228.09T17.56","8322.073","6137.157","8855.576","7440.469","6248.923","7863.902","5194.358","7617.123","6874.563","7430.748","7824.105","6818.563","8420.33","8706.862","6800.674","7391.581","4444.217","9471.151","9471.151","7765.226","8589.854","5601.8929","7813.989","6139.142","8457.385","5215.373","6257.184","7422.2","11924.481","5867.781","6797.51","7028.773","5502.458","7546.548","7596.619","5488.018","6343.184","6500","7174.144","7634.0538","6306.257","7306.02","6810.435","13721.04","5560.632","6687.627","10160.949","7857.005","7795.374","5039.012","9989.88"
"M1228.25T16.56","8823.854","6675.187","7271.192","6768.453","8222.478","14225.134","5552.608","7566.227","6497.567","6980.4","6422.768","6659.579","8153.433","5502.458","6402.88","7214.73","4793.213","5259.776","5259.776","8734.124","6871.027","13853.7086","8176.456","8047.68","7567.75","6222.399","6616.055","7050.936","6548.904","5470.848","6546.095","5917.02","9232.084","6226.624","6713.752","13258.464","8627.806","7850","6940.64","8186.9966","7168.867","7817.878","8516.061","5980.721","6718.094","7050.04","6909.652","10596.181","7028.829","5058.954","8962.26"
"M1228.76T12.55","13241.411","9722.013","4327.664","6505.115","8174.826","9256.003","8546.142","9861.535","8834.636","9662.902","9857.83","10943.979","9382.197","7883.972","7021.444","12485.205","9658.135","10381.05","10381.05","8154.39","10782.25","7973.7537","8551.578","6917.093","10360.648","10501.931","10748.368","9450.374","8253.714","9250.865","7616.425","8018.153","10643.917","9059.096","9264.969","8163.831","9910.679","5950","9727.094","5994.9783","10003.952","6750.271","5098.335","6762.291","4627.491","8498.262","10124.269","8824.621","11014.675","10296.925","9867.589"
"M1229.42T12.55","8378.851","8013.144","9454.278","9364.458","9409.635","9918.937","9051.6","9992.231","10499.914","9789.015","9077.103","10191.799","8704.593","9101.222","8733.115","10322.292","8394.315","13104.026","13104.026","9622.782","9684.968","15202.0318","8677.869","14401.644","8080.168","5912.509","8281.122","10365.85","14042.733","10197.161","7101.307","12533.255","9284.635","10349.486","9325.75","11178.021","8232.944","12000","9723.082","15661.2498","10079.808","14905.1","8222.505","9115.628","10881","7886.258","14980.098","9003.438","10027.619","12657.256","10523.989"
