"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"M933.32T17.56","12748.242","21042.94","12980.826","15528.033","13079.287","14295.125","9302.849","12788.618","12156.263","13594.662","13945.712","13653.17","12512.097","12901.804","15237.576","13785.232","8497.317","11706.298","11706.298","12503.398","14633.344","21682.475","13456.869","14120.719","13500.38","11701.304","13901.796","13365.978","15756.652","11417.228","10283.567","12990.102","13536.488","13000.576","14144.314","14522.354","13211.64","10100","13032.822","11770.6013","17321.81","21694.929","13207.315","12252.84","20290.857","11032.582","13342.769","10567.561","13285.13","8469.786","16382.674"
"M933.32T12.54","10645.725","9284.573","8279.117","8800.322","7869.538","10070.114","10165.706","8579.529","9023.483","10683.956","8005.946","22043.934","10219.992","9214.016","9304.367","8459.939","9691.748","8602.291","8602.291","10435.212","11016.952","8641.8098","9397.452","9434.77","7909.658","8856.428","9849.178","9855.597","11043.226","10478.164","7744.837","8801.362","10233.216","11000.904","8133.27","10905.819","9626.88","6980","9889.58","7615.4959","7376.395","9339.493","8925.37","10191.596","8763.336","10121.368","10562.577","9709.089","9213.558","8074.697","9720.24"
"M933.83T12.55","12190.518","10998.898","13524.452","10693.424","12261.518","12546.536","12243.751","11016.761","11308.335","12040.012","12946.148","11834.582","11449.97","13763.166","11458.787","13028.063","11585.281","11447.664","11447.664","11779.232","12011.928","11819.7416","11746.314","12050.042","12156.36","8841.459","13403.87","10680.635","10224.614","13359.909","10760.508","11397.634","13436.29","11566.596","11866.411","11353.182","12913.185","8400","10635.665","9442.0909","12018.776","10084.338","13233.685","12154.065","12234.594","10439.978","13030.319","13475.626","12248.636","11503.486","15246.549"
"M934.15T16.56","8153.725","7580.445","6787.176","4259.045","8738.813","9832.521","7735.594","7834.452","8025.018","7912.625","7833.182","7863.646","7521.277","5404.63","7499.769","6643.836","6279.445","7143.967","7143.967","7207.558","8599.192","9476.9815","5935.754","7551.002","8202.868","6706.904","7831.069","8120.835","7284.805","6481.63","6938.005","6599.159","6367.044","6388.061","7819.388","6837.318","5502.458","4010","7125.496","6574.8019","8112.118","10241.907","8516.429","8304.797","7921.497","8598.014","8489.941","9130.835","6130.304","6176.871","10064.101"
"M934.8T18.56","13438.421","13157.668","14079","13665.669","9715.058","13660.921","13177.414","15066.069","11005.792","14734.07","14289.106","23645.044","16142.282","13590.65","11578.318","13839.394","9945.59","11839.412","11839.412","13149.33","13660.233","24415.784","12045.622","16497","13421.163","11790.503","13252.103","14639.788","16234.466","11804.08","9392.251","10456.305","13544.172","12566.475","13342.117","13720.152","13084.198","11400","14160.343","21249.7173","13510.253","13256.342","15739.808","24150.234","14446.817","13445.169","14182.391","11362.219","13989.205","18669.528","16308.145"
"M935.81T17.56","9500.311","8901.613","9501.087","9819.37","10688.093","12037.443","7894.742","9373.292","7514.616","9125.294","8711.753","8233.642","10504.912","9752.003","10489.374","6677.974","6066.826","12204.956","12204.956","11265.696","9297.962","8177.9167","9273.738","9427.642","8700.476","8827.839","10346.948","10485.145","10042.039","7588.698","7073.999","19298.125","12703.998","9929.105","20048.341","9361.988","11347.942","10600","7702.89","12085.6372","12916.774","8141.75","10826.795","9469.738","10595.692","9696.942","9107.43","7989.862","9725.826","5731.782","12224.538"
"M936.15T17.56","12009.922","7727.112","5574.714","6063.066","6418.26","6255.073","5106.815","8952.233","5358.309","5615.281","5539.562","6378.838","5107.184","5135.845","6830.43","7069.144","5366.13","7149.288","7149.288","4928.742","6635.54","6337.7446","6507.178","7038.177","7126.832","7445.332","7245.672","6296.834","5277.233","5202.218","4896.527","9185.383","5932.241","6814.123","5555.749","8453.885","5251.442","6530","5377.014","9977.6389","5742.175","5174.736","6423.937","12118.246","5450.302","4981.681","6727.238","5911.867","5584.22","3933.407","6132.471"
"M936.8T18.56","15576.802","15907.58","15760.182","16205.868","15488.326","17769.673","11979.405","16276.058","16740.557","18011.874","15037.468","28179.952","15957.753","14914.61","14752.661","15050.615","9484.148","16217.821","16217.821","12569.596","16176.086","26239.4802","13330.222","15632.537","13148.652","15477.497","17032.946","19520.386","16815.519","12304.898","10552.234","13154.453","13036.441","12588.532","15682.908","16739.312","16292.417","14500","13187.043","23608.3456","16349.222","14192.284","17425.646","24615.626","13886.529","23536.448","14791.505","11358.644","17331.376","14338.888","17142.403"
"M936.81T11.55","9263.866","8988.886","8782.522","8170.438","9895.63","10872.194","8805.795","9849.502","8972.838","9841.436","10713.915","11774.406","9983.297","9333.918","10244.039","9874.429","9843.007","16025.934","16025.934","12260.672","8966.82","9421.8307","8748.108","9869.52","10303.375","8660.181","9757.244","10461.046","10367.069","9920.665","8114.021","9469.902","10192.564","11048.229","8775.01","11044.443","9287.934","5940","7729.418","7291.3924","9899.702","9305.891","9669.15","9866.524","9333.244","9039.298","11178.009","10262.633","10042.036","8220.63","11765.291"
"M937.81T17.56","15821.945","18220.498","19022.94","18307.557","17085.102","14062.39","15251.618","15722.961","20208.96","17969.704","16417.826","16819.791","17634.746","12924.658","16490.379","15875.484","10026.91","22245.377","22245.377","16631.746","14543.089","24096.0918","17833.34","16509.947","15850.033","16574.154","14976.344","18547.476","18207.286","15528.24","20070.035","14701.355","19943.172","17019.831","17583.088","13465.487","15303.6","14900","17533.954","25339.4925","14128.599","26731.741","13825.06","14981.186","13448.43","22737.955","14685.265","17421.612","16532.753","22469.44","15620.84"
"M937.81T12.55","10816.201","11596.686","11799.803","9554.516","9729.166","14973.824","11850.732","10747.279","8435.23","10500.157","10824.223","11046.278","10443.159","12643.818","10517.107","9999.932","10603.034","16786.208","16786.208","10003.922","14770.178","8990.7665","7803.34","10859.113","10555.572","8696.282","12045.901","11266.976","12291.206","11598.385","7921.403","8517.935","10343.015","12061.184","7033.791","11130.31","10112.235","6950","10738.118","7933.9791","13603.925","9843.523","11959.825","11987.516","9816.863","9540.256","11350.41","7239.654","10922.67","12333.459","12052.053"
"M938.31T16.56","3664.585","3861.55","5770.663","2896.427","3548.968","2760.791","4342.988","4829.778","4077.68","4545.584","4987.963","5264.202","3061.516","3215.948","4120.519","4099.644","4502.194","6017","6017","5510.482","6112.213","4237.5405","6441.432","2876.495","6273.15","5747.379","6695.194","4888.622","3365.228","5244.348","3911.136","3207.807","4009.703","5759.81","4628.895","3665.521","4140.019","4310","3806.254","6289.6734","4367.279","5680.638","5014.087","3837.752","5189.049","5539.557","4559.491","5661.359","4711.331","4800.76","6997.075"
"M940.15T17.55","8337.591","9055.084","10732.1","7414.718","7387.821","9739.749","6790.152","8300.075","6562.125","6755.225","7419.667","7405.548","13549.179","12605.704","6913.182","8958.796","5721.603","6175.478","6175.478","7550.584","10032.583","13649.0615","6964.832","13324.382","9043.048","8930.79","6670.187","10342.936","10199.61","7012.469","5580.837","7612.454","7927.047","7066.261","7716.358","9701.41","7562.62","7810","7666.633","9776.9461","7180.906","8167.65","7517.239","15848.19","7568.169","7911.022","7781.728","6757.852","10750.81","7883.58","8181.552"
"M942.81T12.55","32741.42","32298.606","32617.073","29535.686","31668.424","31022.449","32175.439","40735.09","28340.018","32296.6","32308.21","34015.396","32978.081","30665.722","31664.413","30511.123","29702.688","26933.793","26933.793","30511.26","32585.464","27509.7302","29709.497","30126.108","41385.786","28253.372","33114.462","33337.652","31267.738","31457.836","25778.67","36614.952","29065.155","30635.632","27155.17","32361.482","33204.714","19200","29714.878","22113.9763","33249.608","28384.368","30440.883","32888.415","41467.158","29480.414","30039.877","31560.054","32420.972","31031.54","39769.771"
"M943.31T17.56","15243.983","17999.838","12366.53","14519.303","14766.613","22890.57","13117.234","15052.032","13733.938","23496.278","22515.344","24448.918","14270.684","15193.444","15686.92","15444.194","9611.007","10150.342","10150.342","15937.67","13967.463","11646.0079","13853.436","14347.405","14893.012","21727.165","15919.616","13416.128","16682.771","12539.428","13052.597","20066.764","14058.048","16986.394","21486.382","14149.524","15147.562","13500","16615.337","22507.2513","16820.31","25518.515","15620.199","24282.63","11761.178","24655.517","18183.806","16007.055","15636.995","10382.448","17499.37"
"M943.31T12.55","10501.12","8310.858","12726.064","9125.294","10920.492","10132.111","10716.769","10312.795","9341.343","10496.14","10729.761","12115.402","10768.066","11233.6","10922.498","10565.399","9637.594","8897.055","8897.055","10824.376","11267.702","9591.6438","10246.648","10975.468","10661.89","9503.866","10931.474","10493.74","12219.029","10176.414","9247.656","8403.267","12320.401","11121.264","9599.802","9843.499","10558.947","6890","8879.574","7068.4541","10759.821","10045.135","13758.31","10592.919","14093.82","10946.948","9828.369","9885.581","10806.322","10131.97","13317.419"
"M944.82T17.56","34078.769","32972.622","31702.806","28342.704","26001.772","32590.879","24439.623","29305.941","32054.62","32402.918","31249.906","29310.576","35092.964","30972.64","26240.571","27404.217","20485.077","26036.393","26036.393","30021.796","32951.88","53196.094","30894.406","30121.102","31978.947","30769.629","26959.423","27243.486","32796.779","31001.59","46530.548","24366.339","30737.938","27066.958","30195.317","30656.615","32802.678","28100","27785.367","53083.5795","26853.811","55064.137","32187.703","53491.996","26685.849","25793.416","26956.16","28042.581","32940.145","28017.802","33183.003"
"M944.82T12.55","24729.048","25438.086","23383.29","22919.758","30385.85","26560.879","22965.305","22809.689","25919.526","26320.726","23227.437","24896.75","25842.156","21391.984","25242.662","23452.521","24268.586","26693.842","26693.842","24651.734","26493.242","23770.1088","26439.08","23542.416","24388.948","23152.646","25162.103","29840.415","25563.542","26072.078","22548.31","21315.392","25609.506","31158.032","24039.557","24205.955","26764.732","16900","20697.186","18340.8868","25720.064","24277.455","23412.054","23609.828","26055.222","52098.429","31663.46","25096.073","25833.268","23149.336","30661.547"
"M945.81T17.56","12264.224","13638.794","13103.192","12607.406","13770.85","14891.006","12511.422","11191.126","13838.214","14912.604","11896.24","12784.272","12539.506","12979.993","13583.378","13893.03","8550.26","13951.417","13951.417","13095.168","13744.05","21675.4467","13877.508","11905.559","14280.714","13280.174","14864.46","15312.72","14382.934","12346.997","19301.732","13359.099","13024.958","14375.149","14092.15","15407.531","15628.804","11700","14770.08","22575.4429","13815.611","23335.865","11660.946","23448.134","17010.463","21695.811","14766.069","10911.595","13712.851","9372.884","17210.588"
"M945.82T11.61","10378.875","7558.608","8790.545","8337.629","9911.778","9634.986","9743.267","9271.533","9578.65","9430.206","9747.586","8883.96","8955.004","8293.216","9103.582","9444.844","9036.295","9662.902","9662.902","8685.98","11124.503","8565.3006","9069.126","9394.648","9233.618","8253.044","9737.188","9408.319","9468.202","8869.841","7895.32","7842.905","10166.386","8502.804","8827.134","9524.805","9279.911","6580","8812.358","7295.1393","8678.779","9221.886","11813.46","8744.827","9211.552","9093.401","9221.749","9317.998","10705.533","9707.613","10766.635"
"M946.82T16.55","36648.821","34854.25","37534.935","30494.734","34045.47","36180.209","31135.126","33985.63","32273.047","61580.188","41331.624","65635.298","33027.119","26731.956","33856.433","36310.391","23442.31","45135.262","45135.262","36049.826","38596.463","28607.8487","33921.315","57889.919","59577.581","46820.878","29497.583","29742.962","35088.372","27318.157","26878.963","32834.32","27903.121","35283.84","30466.172","38107.154","36308.584","31900","28383.003","59218.4193","26338.889","29758.984","35213.642","57254.074","35299.733","30438.713","29685.242","31892.821","34527.246","25383.322","36886.216"
"M947.81T17.56","9182.005","10176.438","8432.832","8388.821","9134.935","10715.826","6916.298","9717.845","7692.78","8455.29","9629.434","8793.172","10784.326","12442.122","10049.409","11049.31","5648.012","7817.884","7817.884","11394.08","8411.486","8881.8848","11410.128","8118.669","11470.308","13875.616","13444.212","8851.861","9853.84","8234.931","8840.356","9824.938","8854.156","6740.675","7140.127","9312.443","11420.544","7670","8592.276","10048.2066","12322.388","19336.233","12308.502","18144.631","9135.768","8317.283","8833.868","6710.314","10810.936","5598.393","9387.834"
"M947.82T12.55","10702.97","11125.276","12862.472","11431.985","11300.375","11462.485","8995.437","10347.234","10136.639","13745.112","10708.028","19663.184","10457.547","8218.582","9709.039","8702.568","10900.444","10291.152","10291.152","11045.036","14033.976","18473.7942","8880.562","13083.132","9807.334","9669.568","8989.099","20090.459","10003.922","10552.106","15209.492","16668.646","10889.585","12146.606","9732.848","8879.259","7711.532","8160","12978.82","7891.014","8620.64","10172.465","10885.735","9910.385","11245.773","19467.25","11493.164","12258.187","11366.643","11409.691","13285.979"
"M948.8T18.56","13411.85","13610.71","14777.95","14657.412","14806.286","15923.89","10044.919","18417.93","15266.07","14754.13","14515.416","13813.664","14852.533","13566.578","12816.334","15991.832","7853.499","15794.09","15794.09","14170.384","12218.555","11901.8393","9119.276","16486.971","12876.047","12534.01","16246.594","14707.992","14787.78","14898.446","13229.427","12684.37","12752.142","18123.634","13977.808","14458.453","15081.108","12600","14731.622","13511.3212","18002.402","11702.929","16157.651","13090.461","14628.082","11797.167","13201.691","15882.24","13168.993","7470.531","14952.245"
"M949.48T13.55","8607.609","7757.124","8528.898","7983.109","8099.485","8982.421","9989.894","6219.572","7678.747","7763.879","8603.185","8764.333","5519.595","7860.091","8351.899","10435.137","7636.814","12963.485","12963.485","8679.962","8086.003","7559.5043","8256.742","8789.394","7738.863","6970.326","5052.6","7177.9","7494.368","8440.222","8090.155","7408.716","7691.363","7992.671","7087.478","8957.2","6476.451","8280","6628.493","7737","8663.32","7353.975","8992.127","8755.553","8439.792","8424.187","8809.132","8886.199","10010.957","8835.305","7611.522"
"M950.31T12.55","6804.06","6397.671","6587.315","6316.705","7599.012","7999.791","7029.733","7254.496","6965.124","5644.884","6010.65","6693.571","6357.178","5974.242","7066.413","10064.101","6747.27","7692.801","7692.801","7207.558","10831.418","11227.3245","6846.52","7475.046","7506.452","7435.776","6666.836","7403.081","6426.044","7620.297","6493.311","4731.706","5864.374","7838.145","10366.035","12532.955","7259.307","5550","5784.863","6184.7981","6626.912","6870.81","10844.122","6934.058","6825.057","5925.21","7170.258","7539.301","7074.541","7060.661","7278.369"
"M951.8T17.69","8362.675","8677.956","9509.578","9699.73","9367.286","11440.113","7050.162","9604.982","8997.542","10092.761","8479.362","18064.749","10310.731","8656.672","9868.592","9397.339","6509.36","11717.78","11717.78","6904.652","10076.469","8101.9269","10782.25","9024.955","9129.306","7870.186","10162.662","10126.896","10583.023","9965.404","7844.938","7789.408","9825.388","8072.862","7809.889","8957.824","10878.048","8750","8460.007","18288.8059","9210.349","10348.304","11857.783","17803.25","9722.58","8944.091","13313.931","8293.454","10138.639","6457.698","10099.488"
"M953.15T13.55","28435.05","25217.426","28305.536","28936.156","27145.192","28229.709","29795.194","31062.044","29346.048","28776.07","28497.236","28673.171","30087","29191.312","28853.433","31138.946","25978.749","24519.121","24519.121","25353.834","28504.424","26826.6938","26160.246","30086.667","32201.224","27462.485","30204.336","28627.3","29316.448","27623.572","25517.77","25290.776","26485.929","28452.791","26737.998","30488.167","30471.776","26100","31757.831","30059.2667","30313.972","29370.604","26986.79","27551.142","28088.912","29355.639","30215.362","26676.949","30381.81","26779.452","31810.822"
"M954.14T16.72","16483.302","9010.952","12439.891","15489.53","12199.511","15420.59","10086.942","9897.182","9736.666","11830.741","15464.254","10861.73","7767.232","11515.62","15663.434","11376.515","8478.48","10211.88","10211.88","10990.874","8844.696","9654.6518","11240.502","7318.434","8797.772","9619.312","11662.516","11775.011","9962.028","11427.319","10568.199","10948.579","12985.405","11273.887","11470.262","11371.217","11960.411","10800","9450.701","16220.7951","8424.594","16140.819","11085.684","10802.854","9946.101","10506.11","12178.413","10540.009","8354.835","8348.972","10808.794"
"M955.32T13.55","9659.291","14726.046","14302.075","14790.769","13855.891","13234.122","12483.338","15042.431","13542.016","15189.432","13235.588","14095.433","7466.849","13289.75","14464.645","14087.022","12778.471","15603.26","15603.26","13921.64","14969.421","14659.1438","7680.974","13119.792","15395.579","13404.687","12653.128","14158.974","14766.659","13873.965","12082.486","12449.95","15240.322","15382.434","11963.819","14718.705","13765.229","13200","13043.745","14271.5333","13336.944","14299.19","16244.125","14216.491","14273.273","15034.35","14132.959","15289.003","13363.986","12483.338","16698.626"
"M955.81T17.56","31047.052","29155.204","29884.241","31485.229","29851.286","30767.122","25640.692","28031.813","28952.142","30233.655","28201.021","45659.326","30037.844","29565.212","27901.85","29978.308","18990.991","24301.667","24301.667","31155.186","28733.027","43693.0713","25712.908","28855.295","30348.774","25152.814","24974.5","31341.744","30384.248","24773.995","35590.915","24857.805","25350.419","30488.863","32294.594","31931.571","32470.509","22000","26792.331","45691.3065","31645.145","26068.348","31886.846","47106.898","30007.491","43130.88","31510.416","25253.163","27975.729","18208.462","35180.481"
"M956.3T12.55","6752.855","6976.868","7536.312","6962.731","9202.217","7922.235","6715.415","6704.721","6293.627","8467.609","7797.267","7758.671","7365.615","7887.592","5595.345","6956.039","7583.466","7943.76","7943.76","8603.734","7257.708","6617.1146","7380.074","9123.822","9610.746","7005.561","7268.294","7576.139","7637.646","6642.547","6027.329","5735.597","6616.474","7432.23","6653.931","8312.155","8050.169","5150","7155.276","6036.1938","7908.936","7110.56","8623.505","8180.968","6974.862","6917.237","6946.162","7096.049","7413.376","6813.169","8099.109"
"M956.3T17.56","10763.978","9390.086","8691.378","9414.673","8429.212","9461.579","9157.39","10757.119","8305.189","9648.311","8567.696","9322.993","9331.432","10344.942","12461.272","11163.39","7408.209","8620.355","8620.355","9225.594","10291.076","18327.3646","10481.35","9470.285","9169.426","9051.93","11614.74","11913.634","9333.36","9310.305","7746.6","7406.367","10106.228","10387.627","10432.933","8590.812","10427.977","9130","9763.817","10125.1661","9959.439","7840.566","8299.449","16455.583","11161.999","15707.562","9064.533","9082.155","9952.002","6392.788","10089.244"
"M957.8T18.56","7849.424","7542.481","7484.177","6668.894","7762.762","9554.005","5609.55","7388.342","6737.592","9097.559","6999.33","7970.818","9049.066","9439.552","9215.642","9007.458","5466.429","5979.37","5979.37","8565.62","7732.631","17277.0428","6152.738","8953.296","6796.328","7007.122","7762.773","7821.179","8108.22","10309.371","5871.921","8366.03","7866.77","7625.126","10358.984","7035.934","8165.58","7110","8061.149","15550.647","7361.038","13974.807","11970.103","8796.31","6696.158","7474.342","8110.24","5739.665","9514.507","4385.007","8540.145"
"M958.79T18.56","16950.506","20051.976","17109.242","17878.513","20427.098","17745.735","12299.437","18654.233","18925.851","17567.839","19737.839","28380.536","18761.196","18663.824","19933.622","19257.6","11505.794","17947.451","17947.451","17799.238","17372.144","27034.7373","15077.037","19114.457","16939.76","19685.692","17490.37","17873.46","18821.706","13387.847","12816.008","15090.119","19580.566","15503.047","18635.74","20944.696","20588.657","16600","16095.111","18176.6316","18833.004","29405.517","20660.863","27989.718","20019.034","26272.405","17299.623","17654.955","20238.785","11115.25","20264.856"
"M958.8T11.54","9467.041","11943.724","9373.263","11241.762","10358.924","11316.331","9685.628","10803.146","10140.33","11405.966","10844.279","10350.244","10685.358","9233.618","11544.234","9819.464","10237.026","10238.624","10238.624","11053.06","10093.158","8880.6679","9892.477","10952.76","10241.222","9021.189","11033.725","12567.34","10372.83","11105.851","8268.516","9270.854","10435.137","11308.989","9402.512","10422.955","11227.349","7160","9528.523","7471.2417","9524.805","10804.914","8903.317","9609.678","9055.084","8923.075","11274.233","10832.246","9855.478","10003.641","11673.045"
"M959.48T16.56","5153.456","3101.708","3788.189","4036.607","3730.94","4239.706","4553.908","6676.642","3702.588","3406.188","5016.849","4724.666","3594.107","5350.486","3485.722","3810.342","3055.555","4939.18","4939.18","3831.46","3937.42","3421.5116","3611.764","4657.912","4541.451","3918.723","4899.891","4591.214","5042.782","3510.244","4401.113","4604.015","4930.748","3619.353","4595.825","4722.341","4682.686","5420","2611.292","9095.1169","4652.842","3607.379","5680.048","4642.293","4304.572","3798.332","4939.188","3674.619","4122.083","2799.849","5455.071"
"M959.81T17.56","17298.195","14421.134","11527.745","13349.717","12611.722","12931.562","11833.592","14945.749","11934.305","17369.954","12276.562","25687.007","13989.121","13049.324","17133.246","13887.538","11154.039","13097.003","13097.003","14377.002","13434.724","12768.9093","11607.418","13690.891","15675.482","12656.192","13865.472","17853.4","12574.464","10134.297","21227.381","11772.186","12701.992","13032.186","11558.572","12788.24","14565.497","14300","11805.354","21885.504","15410.281","25510.491","14187.769","13305.447","12790.256","22716.72","15989.175","13815.397","14571.373","9325.116","15828.848"
"M961.31T814.89","51640.616","64293.976","100063.252","98128.964","78633.725","94528.093","74190.682","87140.193","70909.152","133920.935","101953.743","20886.406","121078.697","108655.64","89225.237","95888.379","30644.91","79909.602","79909.602","88245.005","76547.105","12450.2374","65727.019","100837.648","88941.345","90479.672","90136.375","83782.178","72629.895","89967.881","36519.019","42802.962","108255.978","92577.196","81734.531","64840.525","62005.16","72200","93875.557","52509.8104","70774.774","31565.02","20306.119","38248.643","44943.637","40804.459","95409.743","96358.966","72167.738","90279.97","33272.589"
"M962.48T16.56","12888.685","12270.702","8128.697","18284.873","10426.914","11131.103","9389.95","8651.008","11112.074","11143.964","9793.152","17452.624","10950.802","10418.141","9820.214","18708.576","6525.199","8744.657","8744.657","9069.126","12473.649","8330.4723","11848.048","10413.421","11914.491","9768.839","11638.293","12226.57","10367.065","10663.431","9454.303","10822.96","9630.859","10914.826","9122.037","12231.25","11080.887","15100","10887.595","11148.7799","11230.693","19273.907","11901.626","19765.332","12126.261","18367.416","11915.478","9996.179","9986.029","8051.204","10260.177"
"M962.8T17.56","21378.981","18675.86","17440.911","19964.406","22222.468","21552.033","18685.89","20495.48","21151.243","19421.529","19623.946","30388.375","21841.328","17211.03","19014.874","17920.461","13170.012","29504.84","29504.84","19574.548","17505.853","30836.7477","19488.29","19832.503","20766.112","19361.071","19753.082","19006.943","21951.421","16069.74","23311.408","16749.565","17593.977","18672.254","19250.768","23171.547","21525.709","17000","20791.605","33258.391","21651.835","29298.986","23695.509","31624.59","17881.669","32277.606","20181.715","16348.348","20457.015","13178.115","20261.245"
"M963.81T17.56","21878.546","19365.1","19273.842","21352.863","17751.986","18374.632","24208.408","22115.866","20493.707","20911.317","17475.857","20510.986","21887.466","20553.476","19180.67","22511.332","14898.529","21447.103","21447.103","17213.486","19162.139","33547.4114","19853.382","22904.713","21007.72","20555.8","18867.787","26118.12","21372.843","19374.74","15099.85","18122.166","20838.328","21621.504","15762.607","20266.861","21795.58","17700","21248.537","35637.735","25269.169","36249.42","18627.846","33674.722","23366.571","31664.085","21143.895","20889.557","19067.144","11635.995","23731.082"
"M963.81T12.29","13523.761","14977.319","14284.499","14666.265","14829.606","15320.603","13086.635","14340.04","14358.948","16218.203","14649.541","14929.626","13607.996","12611.722","15153.227","13605.282","14180.951","15036.976","15036.976","17171.36","23079.03","13458.1586","13929.664","14280.714","15368.562","13132.669","13324.651","14230.07","15487.402","14239.76","11607.223","12832.074","15992.654","15442.188","13224.981","13785.005","14807.345","9600","13576.608","11783.8793","19699.165","14473.134","14707.582","14120.548","15205.48","12837.047","14876.615","14426.281","15995.066","15276.01","18791.979"
"M964.31T17.56","6398.41","8270.738","6934.801","8838.973","5910.657","7994.704","7370.044","8201.978","7142.256","8620.841","8846.46","9247.175","8595.71","8579.662","7574.101","8177.274","5226.209","8213.646","8213.646","8780.262","8434.029","14043.033","6989.568","11523.425","8481.434","8513.498","6810.527","7349.145","8251.947","8724.857","7919.39","8772.674","8028.012","7676.868","7182.673","6997.323","7765.622","7120","7947.621","7745.025","8065.958","6795.031","7960.525","12740.106","6898.97","6112.971","8899.143","5903.701","8097.594","6981.715","7850.238"
"M964.8T17.56","11605.782","11969.182","11618.441","12823.544","13983.826","11370.371","14019.934","14565.428","11795.115","10959.291","13221.737","20609.782","15059.042","12334.894","13133.282","16643.782","8254.897","16214.194","16214.194","10936.712","10834.251","11021.5063","10943.345","14761.707","13123.426","13764.041","12985.512","13897.568","14577.46","12455.19","8214.206","10343.382","10973.408","11319.252","13781.504","14408.709","12951.588","13200","14784.12","21868.3914","14876.962","21751.257","14264.301","12254.594","11312.196","10393.854","13454.477","9989.432","12075.256","8027.034","18932.444"
"M964.81T12.54","10463.044","9994.912","11470.308","8485.379","9277.906","10202.361","9705.168","9484.482","8531.735","9971.935","8180.842","8994.282","8610.041","12076.12","8957.01","9568.814","8125.009","9378.05","9378.05","9829.4","14104.186","22487.549","8824.266","8493.404","8689.992","8437.559","9590.622","12240.525","9913.622","9518.578","8138.098","8781.89","9394.17","11240.791","8708.851","8977.494","9571.492","7140","7871.544","6836.1487","10683.579","8450.907","9785.429","9525.4","8735.242","8976.718","9788.776","8780.498","9374.618","9122.31","8648.428"
"M965.81T12.55","21655.183","17664.836","15547.411","13980.868","16235.332","15117.88","14662.004","35511.389","15113.204","15634.764","15149.548","16456.086","19270.445","20667.818","16106.955","15898.654","15480.654","17973.76","17973.76","15191.438","15802.602","13661.5612","20551.47","18325.882","21696.896","14870.491","21262.072","23817.087","15928.81","17344.62","13292.628","19844.779","16662.525","20979.273","10541.665","20052.005","16636.212","14700","14673.89","14839.7614","11755.315","15231.046","15944.174","16369.963","19693.641","16794.137","16173.158","15693.786","16577.216","15602.738","14489.575"
"M966.31T17.55","7026.712","6702.046","6031.921","6264.896","8391.098","6315.354","5150.366","6504.792","6372.248","7861.514","5775.885","6970.4","6586.16","6998.934","6921.218","7691.023","4804.558","7914.361","7914.361","6974.862","10170.977","7435.3534","6012.937","5275.523","7778.188","6327.025","6772.435","7511.258","6835.312","5160.119","6303.275","6531.03","6299.494","6274.214","5692.881","6712.699","6312.582","6700","7824.106","14477.7045","8619.208","6955.737","12095.366","6292.216","6318.195","7438.483","12842.09","6054.201","8795.81","5713.088","6693.805"
"M967.31T17.56","13709.276","12852.442","12415.394","13209.758","14108.536","14587.703","9247.937","11675.051","11900.493","11582.397","10059.733","12607.799","10810.414","11643.876","14391.044","14609.698","7805.279","9704.037","9704.037","11466.296","14825.888","22342.0328","10773.262","16799.863","10030.876","10844.97","13861.638","13241.27","11714.339","9053.262","7947.289","10308.575","11667.775","14204.469","9938.257","13375.289","14133.933","10600","12894.431","13069.7298","9865.535","10324.893","11612.32","12453.805","11545.175","12444.192","13215.936","13114.88","13714.2","7862.809","14520.83"
