"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK_2","QC.1_Dup","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Control","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Drought","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Fusarium","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","First_Time-Point_Xanthomonas","Other","Other","Other","Other","Other","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Control","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Drought","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Fusarium","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Second_Time-Point_Xanthomonas","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Control","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Drought","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Fusarium","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas","Third_Time-Point_Xanthomonas"
"sodium_formate","4034768","3834774","3778849","4038728","3927945","3923776","3741009","4053882","3890744","4045781","3879945","4104744","3959808","3945214","3800063","4006431","3667732","4024050","4024050","3845071","4035455","3963239","3909794","3819856","3998858","3805402","3801631","3974273","3999728","3766924","3340263","3555483","3798360","3837318","3790177","3934423","3867787","3442128","3960498","4037492","3920796","4069493","3868514","3964440","4037002","4030309","3922006","3735045","3901010","3528208","4862692"
"M1075.45T16.55","20755.59","21877.44","22751.71","24224.44","22473.22","23068.82","15153.82","22605.01","22652.73","21743.03","21052.57","35695.54","21927.69","22587.69","37906.24","22863.81","13360.49","17671.66","17671.66","21313.75","22427.37","17433.06","34344.73","21919.93","37700.17","21159.26","23286.61","19901.93","22569.27","33343.10","18681.83","23407.25","39289.97","21787.55","19670.09","23528.42","22376.76","20300.00","23161.99","20437.84","22976.53","37033.42","20786.82","19718.69","21854.69","36042.55","23113.30","20148.74","21822.36","14634.36","27071.13"
"M1076.12T16.56","10461.022"," 8389.656"," 8450.730"," 9465.640"," 8692.849"," 8744.645"," 8323.900"," 9473.195","11548.885"," 9171.827","10979.021"," 8875.794"," 8510.635"," 8014.726","12906.604"," 9402.122"," 6466.583"," 7279.530"," 7279.530","10334.912","10874.983","18573.819","11053.060"," 9101.413"," 8992.715"," 8204.588","15255.630","15305.878","10280.135"," 7678.032"," 6833.064"," 8517.535","11989.862","11576.789","11389.954"," 9061.844"," 8133.404","11000.000"," 9713.121","16928.894","11969.501","18597.626"," 8752.438","19490.535"," 9806.867"," 9622.974","10451.675"," 8447.816","11906.229"," 5884.089","10775.085"
"M1077.44T17.56","8739.861","6881.967","7991.495","7263.854","4955.905","6386.371","5889.616","7866.923","5581.852","8090.187","7211.845","8296.241","7278.490","5298.346","7986.021","8711.937","2674.094","5093.467","5093.467","7113.276","6326.214","5458.896","6817.330","7040.717","5842.158","5830.064","7460.104","9108.377","6072.957","6864.121","6554.122","5120.294","8914.416","6723.375","6794.322","8442.487","7586.755","4850.000","6039.917","6207.640","7433.295","6523.232","6347.724","7972.284","5835.454","7418.460","8671.643","5071.897","7827.540","4486.167","6320.631"
"M1077.53T13.55","6632.106","5432.248","5740.659","6832.171","6377.074","6633.600","6561.626","5773.268","3982.153","6016.330","7691.732","4885.077","4836.874","4064.600","4525.775","8085.504","5569.676","7742.960","7742.960","7167.438","4802.364","8575.492","8904.616","4542.396","5778.356","6673.749","5576.680","6792.064","6312.789","5421.997","5774.102","1911.903","3055.647","4846.584","7230.735","4061.970","6032.845","7100.000","5301.858","7158.604","9775.071","7824.688","5888.098","8254.933","7549.430","7511.531","3962.283","6201.066","6493.631","6635.848","6095.817"
"M1078.79T12.55","19923.63","20934.94","27185.31","19287.69","29657.79","22584.57","23280.37","20162.40","15947.70","22308.73","22883.90","21984.24","21879.09","20419.07","21504.04","21710.30","21917.54","19845.36","19845.36","27012.80","22120.16","19845.75","25506.29","21971.72","22399.00","20314.72","21459.92","21596.28","21927.95","22075.64","17048.67","18688.83","21560.20","20970.72","20994.27","22353.52","21172.08","21600.00","26493.24","16225.78","23722.80","20816.45","27683.03","23862.66","22521.39","21915.94","27301.13","21395.69","22924.57","22581.88","26881.49"
"M1080.79T17.56","18445.79","15283.71","17498.34","15114.70","13275.49","19015.24","15777.19","17641.76","14972.85","19059.01","16132.54","26964.42","16768.15","16310.79","16511.39","19795.21","11721.39","16947.50","16947.50","16621.72","14476.45","14663.33","13864.47","18028.94","18384.99","17231.75","17821.30","15759.14","19782.87","15750.50","11342.95","13354.18","13620.43","16663.47","17197.44","16963.93","15332.54","14000.00","17752.89","26293.89","19242.74","14129.89","17235.10","25664.76","18667.18","28148.19","16929.83","11823.44","16898.14","15006.89","16592.88"
"M1081.46T17.56","6886.618","5516.825","5727.877","5303.552","5436.283","5382.793","5025.394","6196.375","5314.637","5382.136","5225.630","7613.827","5628.961","4688.446","6995.610","5524.655","4488.792","8319.703","8319.703","5498.446","6022.875","5692.426","4838.363","5235.637","5602.758","8463.105","6068.727","6834.442","5614.458","5154.105","4501.457","5713.507","6411.858","5768.908","5233.869","5558.171","5895.122","5190.000","5966.660","6392.324","4918.479","4524.349","6584.326","6321.193","7104.071","5680.478","5573.562","4819.305","6594.445","3643.008","5069.162"
"M1081.46T12.55"," 6438.979"," 6318.807"," 4999.961"," 6544.278"," 9387.114"," 5447.415"," 6116.148"," 4962.596"," 5947.347"," 5408.746"," 7287.798"," 5072.823"," 5788.989"," 4977.133"," 6294.603"," 5578.581"," 6279.359"," 6268.750"," 6268.750"," 5426.230"," 8024.000","11632.761"," 5856.801"," 6475.747"," 7570.644"," 5242.638"," 5832.541"," 4771.900"," 4912.495"," 5099.707"," 4508.458"," 8469.120"," 5971.908"," 7824.106"," 5224.746"," 5234.875"," 4917.206"," 4660.000"," 6968.088"," 5514.700"," 6571.434"," 5907.437"," 5054.228"," 5179.073"," 5879.683"," 6208.179"," 4881.358"," 5222.571"," 5426.037"," 5682.652"," 8527.625"
"M1081.78T17.56","14401.461","15301.768","12377.020","12554.390","14726.046","13147.502","12366.990","13756.587","11839.121","11779.424","12489.323","22766.036","13018.940","13785.807","13597.330","13173.414"," 7768.870","13016.795","13016.795","12683.938","12427.746","23133.590","12673.908","13863.168","14483.320","13537.514","15121.228","15694.944","14990.025","11358.090"," 9948.407","12283.355","11575.460","13430.502","13107.204","15040.714","12953.597","11400.000","11686.861","11143.040","14569.993","11460.090","14884.821","20890.484","14462.862","21097.196","14443.149","14217.222","12315.246","12469.296","14666.221"
"M1083.29T13.55","18665.47","18744.06","21145.69","19290.21","19442.15","19530.47","18455.20","18381.32","19796.05","19630.72","18174.36","19155.59","19516.22","19169.34","19847.39","19018.68","15966.50","17432.22","17432.22","17933.64","17610.92","18377.53","17614.69","20367.08","19399.78","17178.84","17478.49","19785.28","19199.31","19367.79","15351.02","16698.72","17101.26","18776.43","19384.47","18152.28","18942.56","17400.00","19125.30","20028.28","18310.72","20347.17","20134.94","18836.62","20264.78","18112.93","17713.78","19846.78","18150.27","16954.04","19411.77"
"M1083.46T13.55","24984.73","20669.56","21391.94","24268.17","14115.88","24750.34","21700.91","23120.88","24031.92","25183.32","13284.37","24204.21","25325.65","23696.69","20934.62","25232.91","17346.11","19249.73","19249.73","21917.56","12649.84","27081.79","20505.41","22045.95","23963.84","17513.29","22042.62","14768.17","23608.27","19371.80","17433.94","21685.03","22472.58","21835.40","23806.90","22321.03","21504.31","18900.00","13979.81","25213.15","22718.34","24214.42","24231.72","22667.80","24258.55","12996.87","24583.08","21616.21","23741.91","18856.27","15256.58"
"M1084.11T17.55"," 7819.121"," 7357.763"," 8340.087"," 8591.028"," 9697.555"," 8456.608"," 8501.167"," 9212.939"," 8106.707"," 8484.241"," 7956.310"," 6618.700"," 8829.707"," 8231.395"," 8030.018"," 8175.354"," 5817.217"," 8073.378"," 8073.378"," 7147.378"," 7825.468"," 7735.229"," 6970.850"," 8182.755"," 7952.346"," 7252.450"," 6808.364"," 8472.090","13376.903"," 6914.490"," 6002.761"," 8839.086"," 7654.115"," 9515.387","11996.901"," 8390.694"," 9187.959"," 6980.000"," 8722.999"," 7722.065"," 8195.830","13318.733"," 8534.148"," 7122.351"," 8155.267","13581.395"," 8360.930"," 6548.330"," 8011.687"," 5004.965"," 7957.802"
"M1084.28T17.56"," 7917.309"," 6141.172"," 5701.048"," 5263.899"," 6609.207"," 5935.588"," 5038.649"," 7183.710"," 5310.840"," 5979.179"," 6004.197"," 6743.802"," 6435.654"," 5944.339"," 6001.068"," 6696.234"," 5647.861"," 8941.262"," 8941.262"," 6391.116"," 6258.362"," 6992.525"," 6215.036"," 5913.400"," 7221.028"," 5389.195"," 7219.757"," 8407.886"," 6244.024"," 6051.929"," 5926.002"," 5432.611"," 6104.830"," 6691.000"," 5871.914"," 6554.353"," 6439.196"," 5760.000","12939.272"," 6347.547"," 6410.991"," 6248.630"," 6455.730"," 6489.162"," 5121.318"," 6191.061"," 5328.879"," 5055.392"," 6101.909"," 5289.271"," 8097.141"
"M1084.78T17.56","13996.675","13689.676","12996.771","15969.766","11361.984","14635.409"," 8798.774","15469.755","16931.415","13396.030","12274.714","15285.353","19518.806","13066.259","13169.508","14568.288"," 7592.472","16863.684","16863.684","14617.722","17224.665","11831.784","12257.721","17644.269","14649.466","17536.824","14858.442","12057.984","16328.327","15926.999","11545.645","15272.849","14579.608","14847.457","19059.006","16430.476","15105.498","12000.000","22264.594","15483.399","15964.015","10487.065","14063.735","15581.961","15474.135","14398.244","14888.100","12888.997","15898.778"," 9329.121","16290.025"
"M1085.12T13.55"," 8942.283"," 9502.377","10421.088"," 9155.361"," 9963.427"," 9778.079"," 7204.674"," 9493.559"," 9454.469"," 9480.531"," 7985.886"," 8981.050"," 9538.820"," 6140.366"," 9401.501","10998.642"," 9119.678","11447.101","11447.101"," 8080.168","10835.262","10750.589"," 9704.831"," 9781.356"," 9222.900"," 8712.436"," 8393.436"," 9536.738"," 4116.676"," 9071.788"," 9322.604"," 5690.302"," 9606.820"," 8716.757"," 9919.054"," 9418.476"," 9533.734"," 9610.000"," 5447.520"," 9632.268"," 8600.013"," 9762.466"," 9672.656"," 9071.938"," 8163.403"," 9756.504"," 9614.753"," 9253.399"," 8846.729"," 9366.597"," 7955.840"
"M1085.78T17.56","11671.229","10003.922","15604.674"," 8409.376","12188.456","10216.589"," 9205.167"," 8270.567","14551.875","11231.594","11351.496","23177.789","12352.948","13739.094","12563.578","12638.840"," 6626.608","13923.880","13923.880","11614.740","15756.517","23826.427","13871.490","12270.669","13503.072"," 8797.405","24258.703","13923.646","11919.281"," 9452.199"," 9105.266","12239.839","14162.360","11337.298","14634.195","15142.783","12395.074","11000.000"," 9128.295","11610.338","11428.454","24166.280","12558.955","24240.313","11520.458","11042.593","12780.951","10350.278","12464.586"," 6356.738","17346.957"
"M1086.11T17.56"," 7525.578"," 6460.387"," 6922.620"," 8915.188"," 6967.490"," 7225.279"," 5216.639"," 6340.570"," 6473.499"," 4720.118"," 5691.770"," 7614.413"," 7237.648"," 7412.840"," 5232.610"," 6599.740"," 5922.029"," 7279.530"," 7279.530"," 7029.024"," 7850.892"," 5325.295"," 6655.251","13802.035","13228.763"," 8277.269"," 9191.492"," 7963.575"," 6248.316"," 6335.690"," 5838.047"," 6586.270"," 7021.000"," 6506.815","13113.965","13905.831"," 7060.484"," 8750.000"," 7467.080"," 8477.818"," 7669.935","13276.611"," 7356.475","13351.936"," 9238.101"," 7506.561"," 7314.569","11859.936"," 9874.625"," 4315.933"," 5638.622"
"M1086.78T17.55","14574.490","20740.034","14064.407","14350.788","16627.734","16837.149","16138.270","27329.290","13950.211","14274.623","14653.830","28193.993","14236.582","14247.900","15488.326","14503.977"," 8330.543","18296.126","18296.126","16062.042","18795.102","26401.737","17801.244","18198.170","15042.994","16986.360","14968.324","16246.594","18034.731","16023.271","21249.445","14314.578","16571.566","12849.206","16045.994","17000.031","18262.029","15600.000","17572.376","26494.456","14168.995","27947.065","17242.716","28924.514","13536.854","26151.857","14655.197","12324.910","12991.104","12601.692","22746.381"
"M1087.79T12.55","13070.930","20495.302","20292.287","12332.028","11720.985","11249.172","11818.563","12432.102","10998.749","12665.884","11010.934","11361.218","11617.045","12122.258","13726.783","13171.029","12160.059","11721.058","11721.058","13197.474","14009.904","11813.367","13045.856","21269.857","15349.912","10859.034","13782.500","22934.036","12126.270","12307.198","10560.661","12330.795","23113.365","13081.304","10032.019","13673.831","13605.833"," 8100.000","12599.686","10509.464","13946.780","12168.423","11466.559","11636.373","11928.204","11562.778"," 9149.547","12049.606","13765.172","12938.822","19756.180"
"M1087.78T17.47","10089.850"," 9961.587"," 9450.945","10866.221"," 8298.538"," 9365.531"," 8157.271","11852.019","12559.237"," 9636.824"," 8407.146","19369.936","12557.560"," 9939.730","11101.204"," 9901.616"," 8610.766","15323.293","15323.293","10724.076"," 9795.350","20808.108"," 9030.411"," 9684.496"," 7731.044","12605.344","14144.306","12794.957"," 9978.804","12559.485"," 8789.668","10852.474"," 8898.361","10886.132","12575.697"," 9995.889","10613.419","17900.000","10361.274","21333.954","10006.127","21801.542"," 9030.802","20802.220"," 9784.762"," 9330.641"," 9363.209"," 9255.711","11519.586","17961.509"," 9151.733"
"M1090.11T16.95","10214.243"," 7313.608"," 8986.170"," 8005.938"," 7551.950"," 6825.726"," 6591.716"," 7960.760"," 8805.082","11376.026"," 8485.066"," 8342.364"," 9703.022"," 9439.083","17376.534"," 9753.172"," 6084.639"," 7073.147"," 7073.147"," 8216.576"," 8665.118","16511.473"," 6439.145","10080.107","10563.345"," 7833.641"," 8875.539"," 9524.668"," 8224.108"," 7651.971"," 5912.302","15606.920"," 8043.420","10387.627"," 7881.278"," 9206.160"," 8348.446"," 8530.000"," 9364.680","17394.884"," 8553.615"," 8243.276"," 8449.593"," 8400.797"," 7580.226"," 8065.198"," 8138.435"," 7437.446","10749.097"," 5373.386","10196.809"
"M1091.45T17.56","12100.114","12296.780","12752.142","10617.500","10252.077"," 9632.773"," 7570.281","12570.026","12056.065","12543.518"," 9997.648","10909.246","12529.476","12533.488","11190.383","16925.821"," 8330.926"," 9403.478"," 9403.478","11925.670","12395.020","10376.188","10142.954","10115.765","10848.578"," 8598.363","12131.440","10925.649","10312.229","10552.783"," 8954.223","11086.336","11850.434"," 9550.681","14636.202","17207.023","12495.600","10700.000","12922.510","12595.232","11090.693","20050.438","13871.191","10500.425","12709.910","20782.984"," 9736.054"," 9331.890","11714.221"," 7382.148","14033.356"
"M1092.12T17.56"," 6603.062"," 5872.157"," 9001.809"," 6642.054"," 8298.822"," 8263.891"," 6070.615"," 9417.045"," 6816.320"," 6708.064"," 5791.907"," 6970.400"," 7628.818"," 7582.680"," 7650.884"," 6740.447"," 3929.111"," 7312.661"," 7312.661"," 6176.474"," 5793.376"," 7388.043"," 6833.338"," 5620.538"," 8266.093"," 6888.035"," 6424.020"," 7741.420"," 6879.841"," 6543.060"," 5787.535"," 5696.789"," 7047.078"," 6412.292"," 5752.349"," 5543.959"," 5987.005"," 6410.000"," 6457.912"," 7802.424"," 6781.632","12979.747"," 6900.953"," 6256.043"," 6216.594"," 6863.828"," 5795.442"," 5466.318"," 6625.618"," 4502.189"," 8185.773"
"M1092.28T17.56"," 9983.515","11552.554","11393.831","10840.424","10031.904"," 9660.495"," 8709.024"," 8765.848"," 8821.120"," 9464.308","10665.668","18966.730"," 9943.742","11801.298","12116.240","11055.066"," 8765.509"," 8702.175"," 8702.175","12653.848"," 9745.210"," 9706.793","10659.884","12206.487"," 9470.326"," 9182.367","10278.744","12589.656","10216.526"," 9703.415"," 9669.202","11689.211","11095.186","11675.051","12188.475","12684.336"," 9747.154","11300.000","11823.686","12076.729","11853.136","21093.343","10854.210","20746.052","10011.966"," 9636.990"," 8850.713"," 7226.741","12690.352"," 5922.141","14618.624"
"M1092.79T12.55","11391.808","14836.376","14031.970","11126.415","11796.778","10945.008","11012.558","11855.986","10641.830","11361.780","12079.729","12181.596","13247.428","10828.926","12886.367","11989.091","10489.124","14210.504","14210.504","14316.822","12069.735","11045.319","11432.194","11853.454","11033.000","13036.672","11726.743","11748.128","14575.596","11962.152"," 8591.552","11272.147","11967.415","12001.898","10669.546","12534.010","12709.487"," 7000.000"," 9672.526"," 8627.148","11894.478","10984.125","10912.126","11841.033","11552.554","10622.327","12633.395","12047.613","11919.652"," 8856.691","15763.925"
"M1092.78T17.56","17952.24","15293.74","13953.81","15180.68","13067.37","12308.69","14068.08","12517.60","16381.69","12851.18","14954.85","27183.38","13532.48","12717.18","14214.23","20019.88","10094.99","11239.76","11239.76","13083.13","13167.31","27621.67","14096.16","17480.11","17149.29","12753.81","17875.47","17995.83","12180.01","12543.46","10174.94","12723.12","17496.33","13783.62","14942.69","17237.27","17072.24","14900.00","13960.63","25442.68","16272.69","27947.45","17140.83","25803.18","18809.59","23572.38","14286.36","10895.56","15713.18","13877.51","17425.79"
"M1093.44T17.56"," 7393.584"," 6819.752"," 6432.986"," 7141.344"," 8856.250"," 9007.488"," 5315.553"," 7966.660"," 9276.474"," 7330.224"," 6693.029"," 6853.679"," 6469.425"," 8090.198"," 7801.334"," 8575.650"," 4266.446"," 6773.851"," 6773.851"," 6024.018"," 6301.740"," 6422.666"," 5692.656"," 6916.279"," 9149.366"," 5746.370"," 9257.690"," 6896.699"," 7391.097"," 5064.888"," 5496.648"," 7136.542"," 7692.198"," 7258.352","16630.737"," 9158.357"," 6761.462"," 7810.000"," 6448.533"," 7704.450"," 8145.984"," 6358.733"," 8218.359"," 6411.613"," 6310.305"," 7558.529","11131.714"," 5077.894"," 9008.779"," 3640.943"," 8629.812"
"M1094.04T13.55","11757.166","10501.410","12848.430","11251.462","10549.554","10981.025"," 7073.771"," 8880.926","16989.184","14898.381","12523.003"," 9188.868","14411.523","13325.858"," 8936.506","14070.087"," 7235.121"," 9165.414"," 9165.414","10689.974","10671.416"," 9938.719","10752.160","11506.087","10288.774"," 8462.291","12973.274","11901.653","11984.891"," 9123.829"," 4285.752"," 5165.239","12549.456","11663.019"," 7838.784","12333.865"," 9735.506","11700.000"," 6808.556"," 6253.541","11140.524","12534.350"," 9309.365","10664.583"," 5742.717","10871.795","11532.494","12299.897"," 9171.719"," 8713.910","12207.558"
"M1094.77T17.56","14232.822","26918.514","16516.013","14876.496","15480.868","13100.339"," 9813.038","16044.010","13238.362","13385.977","12875.370","14964.116","15753.118","15464.254","13155.444","16423.122","10163.073","16571.211","16571.211","13741.100","13020.355","26576.012","14393.050","17939.109","14535.476","15973.835","18150.288","18906.550","17429.180","14938.560"," 9105.266","14403.530","16272.672","18115.934","15583.191","15824.710","14824.203","13000.000","13676.966","22513.268","18200.700","26938.342","14641.634","13950.426","19950.840","24963.120","17094.882","14115.541","12890.040","18731.889","16850.765"
"M1094.78T12.55","12310.760","11740.661","10719.932","13056.890","10583.551","10796.479","11322.004","10673.803","11011.042","11030.387","10425.086","12169.560"," 9683.037","10635.812","12241.848","11395.552","12466.688","11253.660","11253.660","13833.376","14021.940","10489.228","10625.782"," 7592.710","15795.244","10362.935","11373.758","12100.973","11960.150","12855.896"," 9099.180"," 9906.941","11305.567","11654.860","10252.547","11599.773","11219.258"," 6630.000","13131.276"," 6856.757","11621.826","11333.213","14797.954","11552.081"," 9422.182","10650.381","10040.034","11038.822","12174.959","10721.481","11668.062"
"M1095.45T12.55"," 7765.764"," 5667.197"," 6771.930"," 6810.806"," 8356.109","11838.232"," 7379.815"," 5503.366"," 6348.460"," 6768.244"," 6968.844"," 7443.764"," 7609.499"," 5693.028"," 7053.930"," 6907.914"," 7185.234"," 8186.592"," 8186.592","11839.412"," 7149.656"," 7059.960"," 6762.366"," 6572.263"," 7592.021"," 6031.754"," 6528.341"," 7288.941"," 6299.650"," 8594.282"," 6278.607"," 5949.790"," 7798.051"," 7179.376"," 7487.239"," 8250.575"," 7766.656"," 5480.000"," 5987.380"," 5377.677","11808.973"," 5840.095"," 8051.458"," 7371.576"," 6704.598"," 7473.430"," 6623.580"," 7470.836"," 7381.693"," 7295.379"," 7147.207"
"M1095.45T17.55"," 7286.772"," 5733.625"," 6839.750"," 5671.637"," 6294.960"," 7713.412"," 5176.875"," 7045.071"," 7347.296"," 8557.596"," 6005.964","12740.957"," 7434.987"," 7572.650"," 5773.268"," 6907.174"," 4969.059"," 7784.829"," 7784.829"," 6595.728"," 8229.706"," 6190.135"," 4696.046"," 6986.944"," 7665.757"," 6244.373"," 7859.106"," 6054.238"," 9569.566"," 7329.480"," 6484.155"," 8655.819"," 7232.699"," 7979.612","11692.974"," 6778.928"," 7219.153"," 6430.000"," 6921.386"," 6294.746"," 7280.269"," 5263.597"," 6949.524","13101.186"," 7391.379"," 7975.192"," 7106.388","10967.533"," 7152.373"," 5587.776"," 7282.573"
"M1095.78T17.56"," 8964.011","10728.498","13541.453"," 9728.631"," 9293.645","14224.312"," 8318.220","15433.778","10822.990","10816.403","15414.104","21093.090"," 9857.484","13594.662"," 9807.334","10605.050"," 7538.675","11811.955","11811.955","13542.506","13078.952","10109.356","13123.252"," 9556.684","10062.096","13014.296"," 9673.475"," 9723.082","18429.457","12537.422"," 9538.754","11024.566"," 9785.268"," 9640.915"," 9002.717","11705.633","10338.924","11400.000","11558.931","21448.822","10609.491","19769.344","10451.529","20623.686","12968.641","22906.617"," 9043.250","11349.432","14074.850"," 6194.515","12160.357"
"M1098.78T12.55","14831.41","18663.82","16535.46","16030.76","15670.94","15863.14","14754.26","13230.94","14252.63","15011.13","14650.91","14566.57","15024.09","14407.09","14944.41","13809.81","13997.95","24226.78","24226.78","14868.47","14892.54","13642.90","15077.10","14956.74","14403.08","16282.22","14470.40","14300.24","14672.80","15254.59","12973.60","13007.32","13826.61","14332.87","10413.38","15827.90","15157.80"," 9930.00","13895.56","10671.06","16048.42","14489.93","14340.33","13604.85","16846.40","15062.82","16518.12","14291.91","15416.11","16075.28","12059.27"
"M1099.78T17.56","17803.779","16017.910","13051.104","13657.513","12535.877","12606.062","11008.907","14356.863","11918.535","13685.543"," 9681.216","25433.775","11649.240","16270.666"," 9597.367","12737.454"," 8310.127","17006.451","17006.451","16158.330","16286.013","25126.772","12023.873","13584.574","14223.602","10662.350","13254.164","16760.130","15647.074","10771.297","10853.268","13375.136","12805.654","12167.444","15280.235","16883.703","16294.036","12400.000","12106.210","14349.725","17131.674","26910.579","15784.597","25730.962","13932.750","12376.114","13031.519","11853.805","15671.029","11606.716","15379.452"
"M1100.79T13.54","18426.04","19193.41","26191.49","18594.33","16472.54","12967.63","18045.65","15022.44","18937.51","26017.82","26156.23","26228.45","16288.02","26136.17","17190.57","26209.66","20348.04","16354.92","16354.92","28386.91","29902.74","27659.33","17697.20","18860.53","21903.51","18214.86","16316.10","15594.89","24089.88","24689.38","15987.32","23344.22","17262.77","17032.12","16138.27","16334.74","18197.85","16600.00","12150.34","26980.51","20546.70","25742.67","16868.06","24838.29","26729.91","27035.02","15750.50","26251.40","16082.10","22842.39","19223.31"
"M1101.46T14.08","11919.707","10012.114"," 9777.291"," 9243.431","11567.267","11356.549","10648.667","10990.233"," 9585.204","10443.052","10126.056","11006.700","11121.603"," 9782.000","10140.606","10313.737","10503.730","11322.741","11322.741"," 8549.572","12018.308","11459.714"," 9730.860","10347.922","10150.553"," 9816.377","12385.225","11118.187"," 9047.167","10406.044"," 9131.979","10177.415"," 9955.940"," 7772.143","10535.802","10190.154","11088.213","10200.000","10068.524","10643.893","10405.976","10714.994","11391.575"," 9879.135","10731.801","10461.552","12892.241","10374.233","10815.567"," 8961.880","12304.758"
"M1101.78T16.56","22573.26","16482.22","18357.38","19852.77","21098.60","17713.59","20774.14","20576.72","23053.67","21731.00","20249.92","35200.10","19339.14","17546.06","22342.83","24605.60","13526.88","19872.62","19872.62","17195.43","17956.87","36968.44","15687.66","23172.02","18223.93","33112.07","23393.97","24513.32","18335.75","15915.38","30781.01","17141.04","16580.52","17814.04","20360.27","22861.89","17665.28","20000.00","22088.41","34623.30","15191.25","37816.22","24052.53","17842.40","16529.44","18094.64","20269.92","17623.34","35586.54","31192.40","19790.20"
"M1102.28T16.56","16278.339"," 9319.876","16243.351","10688.198","16969.921","17074.336","14176.024","16889.558","13955.579","11251.654","15264.730","17976.143"," 9793.292","16039.976"," 9207.540","16856.175","14405.666","14387.983","14387.983","16062.042","17281.274","15491.905","16126.027","17778.144","16168.468","14627.669","11087.162","16325.529","15538.760","16655.002","13060.976","15684.674","16198.841","16288.424"," 8928.706","17845.933","15750.262","15000.000","16127.273","16613.525","16926.239","14626.537","11017.389","18623.704"," 8826.400","15282.437","15959.213","16059.885","16919.163"," 8533.524","16723.746"
"M1103.29T12.55","12463.080","12810.316","10874.363","11904.156","10765.136","10736.264","15611.520","11372.866","12256.660","12615.051","13511.922","24404.974","11106.594","11846.019","12759.873","12815.233","11715.998","12330.882","12330.882","11604.710","11295.786","11459.588","11979.832","12260.672","11763.184"," 9866.881","11520.166","11808.272","10922.676","11831.802","11659.391"," 9452.593","11624.458","12131.388","11026.400","11581.635","12082.278"," 7660.000","10304.644"," 8068.866","15492.635","24011.831","11497.528","11915.278","10519.464","11463.937","11210.083","13297.128","12468.042","11938.580","15198.421"
"M1103.29T17.47","11535.735","10902.610","13145.848","12792.958","12818.464","10659.095"," 8600.354","10412.073","13938.447","11210.605","11141.209","11857.789","12540.241","10600.662","16092.132","14437.182"," 8937.877"," 9821.750"," 9821.750","13394.062","13720.766","11142.622","10216.990","11642.774","12169.326","12707.896","12069.289","15865.454","14013.269","10536.746"," 9225.679","13118.539","12238.606","11403.469","13504.392","14519.021","11525.024","12600.000","11068.535","22123.095","11125.118","10428.879","13273.502","24396.545","14046.017","23290.099","14141.956","10807.351","14937.250"," 8187.255","16229.933"
"M1103.45T17.56"," 7841.258"," 6554.732"," 7147.224"," 9245.462"," 8874.992"," 7466.705"," 7620.794"," 6397.317"," 7881.765"," 7802.687","14320.834","15525.033"," 7219.594"," 8724.094"," 7961.912"," 7944.242"," 4800.776"," 9690.011"," 9690.011"," 7263.726"," 9741.754"," 7395.612"," 8032.024","10529.750"," 7988.626"," 7278.172","11540.518"," 8409.888"," 8165.937"," 6639.593"," 6481.878"," 8137.231"," 9414.158"," 8247.313","10912.447"," 8185.925"," 9198.564"," 8970.000"," 6701.177","16280.649"," 7089.849","16131.015"," 9167.516"," 8183.298"," 8229.250","14870.366","10281.291"," 7439.451","10632.515"," 5713.855"," 9191.970"
