"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"M697.459T1191.472",0.031414,0.0031865,-0.0046266,-0.031654,0.040309,-0.05296,0.048857,-0.034801
"M695.447T1189.727",0.021328,-0.0040338,0.0014241,-0.016693,0.028402,-0.029963,0.022057,-0.023481
"M917.581T1308.231",0.015726,0.019517,-0.015689,-0.0076831,0.027349,-0.041793,0.036528,-0.018815
"M810.529T1306.211",0.018455,-0.033274,-0.012093,0.02647,0.0065379,-0.0069129,0.0039064,0.021807
"M385.182T1540.093",-0.0017512,-0.016933,-0.00089486,0.021965,0.0095754,-0.028056,0.0061738,0.01812
"M441.228T1306.216",-0.0094932,-0.034987,-0.0061651,0.031016,0.021339,-0.039337,-0.0082311,0.01972
"M711.445T1221.644",0.025683,-0.01023,-0.0033031,-0.012631,0.0078371,-0.037778,0.046112,-0.026635
"M557.468T1423.166",0.018591,-0.0029674,-0.0071549,0.035307,-0.0032562,-0.045108,0.036905,-0.013936
"M679.436T1338.726",0.029146,-0.0087606,0.0018757,0.0054713,-0.0088427,-0.049076,0.053944,-0.025428
"M589.459T1372.544",0.031482,-0.0099746,-0.0055606,0.015204,0.0036817,-0.069857,0.066292,-0.032388
"M681.469T1408.485",0.037453,-0.0040121,0.00029871,0.0019268,-0.013826,-0.051152,0.061897,-0.024939
"M695.451T1225.817",0.025787,-0.008667,3.2208e-05,-0.010401,0.0082542,-0.039515,0.039809,-0.019717
"M285.134T1052.907",-0.023538,-0.024863,-0.019686,0.06453,-0.019668,0.017999,-0.029131,0.038839
"M681.469T1389.183",0.037163,-0.0039746,1.9474e-05,0.00087126,-0.013579,-0.051932,0.064235,-0.024876
"M680.474T1439.81",0.028715,-0.01446,-0.015128,0.0065565,-0.021162,-0.027251,0.055615,-0.018003
"M574.467T1456.399",0.032264,-0.014679,-0.0014652,0.011752,-0.00077096,-0.046718,0.039689,-0.01036
"M565.421T1295.888",0.03316,-0.0028854,-0.0038803,0.0015962,-0.0035882,-0.049329,0.060582,-0.030356
"M681.474T1424.253",0.035487,-0.0054719,-0.0019667,0.013569,-0.028398,-0.043753,0.057591,-0.019663
"M569.292T994.771",-0.0084511,-0.020826,-0.012229,0.04882,-0.0021824,0.015813,-0.035404,0.048702
"M989.67T1341.992",0.00236,0.0032532,-0.016342,-0.0022576,0.024067,-0.0031194,0.0324,0.010442
"M379.265T1245.233",0.010627,0.0038665,0.0036619,-0.024239,0.039053,-0.012202,0.0040412,-0.004712
"M679.452T1355.733",0.030189,-0.011355,0.0035415,0.0059071,-0.008151,-0.050959,0.049282,-0.0197
"M713.46T1208.68",0.030731,0.0052263,0.0027688,-0.023535,0.0026861,-0.034428,0.040644,-0.024817
"M711.444T1322.388",0.023787,-0.0097711,-0.0039501,-0.0082746,-0.0019131,-0.033871,0.04832,-0.024545
"M637.414T1384.421",0.022665,-0.0164,0.0027584,0.0039286,-0.0024433,-0.031708,0.032915,-0.015513
"M637.411T1406.122",0.023083,-0.017234,0.0010351,0.0074933,-0.006492,-0.031105,0.034957,-0.015469
"M729.452T1109.944",0.024013,-0.00094845,-0.01102,-0.024078,0.023229,-0.046768,0.052215,-0.029507
"M571.365T1456.373",0.023995,0.0031965,-0.00097017,-0.0052012,0.0054749,-0.00038682,0.022828,-0.022481
"M865.579T1358.969",0.035032,0.066195,-0.037674,-0.06021,0.013332,-0.014256,-0.01269,0.015967
"M867.584T1358.969",0.014219,0.022702,-0.014018,-0.063803,0.03773,0.019909,0.01839,-0.00072176
"M682.472T1373.006",0.037082,-0.0032705,0.00086387,-0.0043787,-0.0071414,-0.053743,0.061956,-0.034843
"M589.459T1264.044",0.03321,0.006649,-0.0034528,-0.030792,0.032464,-0.043568,0.051457,-0.035497
"M633.478T1401.37",0.029381,-0.0046623,-0.0052741,0.020298,0.0065679,-0.048339,0.037562,-0.01521
"M646.455T1423.013",0.030388,-0.010309,0.0059289,0.023882,-0.013248,-0.0235,0.040742,0.00061113
"M881.484T1273.289",-0.0093982,-0.05012,0.0073338,0.049809,0.013672,-0.031384,-0.00079735,0.0062733
"M637.412T1422.711",0.022835,-0.017865,0.0020123,0.0095259,-0.0080524,-0.032242,0.030511,-0.014719
"M591.474T1330.445",0.037231,-0.0022907,-0.00063075,0.0021831,0.0097203,-0.063291,0.042414,-0.014257
"M645.45T1333.909",0.021836,-0.021392,0.00091056,0.0036988,0.013646,-0.038001,0.019351,-0.012841
