"","C9.1","C9.2","C9.3","C9.4","C15.1","C15.2","C15.3","C15.4","C12.3","C12.4","D9.1","D9.2","D9.3","D9.4","D12.1","D12.2","D12.3","D12.4","D15.2","F9.1","F9.2","F9.3","F12.1","F12.2","F12.4","F15.2","F15.4","QC.1","QC.2","QC.3","X9.1","X9.2","X9.3","X9.4","X15.1","X15.2","X15.3","X15.4","X12.1","X12.2","X12.3"
"Label","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Drought","Drought","Drought","Drought","Drought","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Fusarium","Fusarium","Fusarium","Fusarium","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas","Xanthomonas"
"M757.232T831.535"," 0.700509435","-0.535861147","-0.162208792","-0.160272716"," 0.029587677","-0.006875612","-0.120138454"," 0.038567522"," 0.212131860","-0.406421208"," 0.174696093","-0.002867012","-1.227540890"," 0.771626199"," 0.885428027","-0.124646220","-0.199629309"," 1.032631168","-0.566443089"," 0.905686007"," 1.040095565"," 0.923995078","-0.414607803","-0.291075607"," 0.043983330"," 0.450785525"," 0.072759134"," 0.682281473","-0.274942156"," 0.933582128","-0.181622453","-0.483500499","-0.019389925"," 0.085316994","-1.594102205","-1.492085983"," 0.502194346","-0.635947891","-0.165995079","-0.217129047","-0.202554463"
"M511.254T1186.899"," 0.14726646","-0.09164801","-0.10204106"," 0.02139088","-0.10880654"," 0.40864503","-0.35137810","-0.34745755"," 0.45041855"," 0.38465162"," 0.43643961"," 0.30222592","-0.37519926","-0.38105425","-0.38139633"," 0.13581729"," 0.45669834","-0.04092706"," 0.23407490","-0.39507418"," 0.29644422","-0.14901374","-0.14434800"," 0.30151880"," 0.61043657","-0.09851167","-0.20661746","-0.38425339","-0.29847531","-0.16249058"," 0.24885000","-0.08669126"," 0.45977992"," 0.23703001","-0.95538685","-0.34795076","-0.16119725","-0.12158590","-0.09497841"," 0.33482612"," 0.31996872"
"M909.347T843.183","-0.576315096","-0.972866295"," 0.166541001","-0.353368189","-0.439375397"," 0.095689897","-0.370622396","-0.709949583","-0.488891587"," 0.320393843","-0.136562375"," 0.034784975"," 0.676652380"," 0.006053843"," 0.511772779"," 0.219232007","-0.229577755"," 0.423969855"," 0.317274583"," 0.061531124"," 0.459124311","-0.064812762"," 0.081872416"," 0.375341664"," 0.186381044","-1.055102092","-0.090124444","-0.058496801"," 0.060333816"," 0.014418772","-0.129294760"," 0.089693700"," 0.237674469"," 0.012117718"," 0.974114051"," 0.564168426"," 0.283092952","-0.782044307","-0.004600127"," 0.161781452"," 0.127992889"
"M424.207T1477.169"," 0.208361386"," 0.052393434"," 0.105441529"," 0.014740584"," 0.088618534"," 0.088731957"," 0.264550723"," 0.214450751"," 0.499257944","-0.033559385"," 0.342140234"," 0.143119494","-0.087953797","-0.201169400","-0.003345955","-0.033481915"," 0.308306276","-0.112534518","-0.099634696"," 0.071675013"," 0.013380201","-0.130924432","-0.169338533"," 0.050186884"," 0.494998993","-0.094341253"," 0.019465806"," 0.082579355","-0.082070802"," 0.153835969","-0.071355016","-0.157472803","-0.708618925","-0.061116604","-0.248370577","-0.232056525","-0.218034527","-0.268367778","-0.318602129","-0.144322298"," 0.260436805"
"M475.409T1390.36"," 0.117624185","-0.969821204","-0.313378890","-0.027601548"," 0.226329825","-0.011114048","-0.255403512"," 0.255188889","-1.098093059"," 0.388443133","-0.795083078","-0.128299594"," 0.657498692","-0.580730533","-0.001723778"," 0.347751292","-0.086319582","-0.026756606"," 0.380010485"," 0.009251163","-0.602637929"," 0.111901090"," 0.454419998"," 0.441865983"," 0.329534791","-0.852889655","-0.735761679","-0.272901175"," 0.086190946","-0.112258980"," 0.261263591","-0.168117758","-0.142766563"," 0.150201439"," 0.674655520"," 0.564995198"," 0.035291661","-0.149978650"," 0.377842375"," 0.217319974"," 1.244057590"
"M424.206T1605.092"," 0.1122071683"," 0.1792389354"," 0.1621241570"," 0.1504014878"," 0.0387022794"," 0.0505491674"," 0.2883355398"," 0.0601069321"," 0.1292187510","-0.2605986504"," 0.2965636080"," 0.0003607028","-0.8981241059","-0.2138398946","-0.0601105835","-0.0181856506"," 0.1602161951","-0.1587620281"," 0.1739776388"," 0.0167954076"," 0.0815642118","-0.0113509856","-0.0069745823"," 0.1826590329"," 0.5845884072","-0.0679143633","-0.0613026355"," 0.1138312756"," 0.1065026840"," 0.1227947120","-0.0240770371"," 0.0798286605"," 0.1662371382"," 0.0471539260","-0.7075145335","-0.5564757646"," 0.1039869798","-0.2989479231","-0.1448335038","-0.1704585154"," 0.2515257586"
"M753.276T940.951","-0.758249370","-1.359795488","-0.495104326","-0.311891779","-0.524151431","-0.080158291"," 0.037374878","-1.029924601","-0.706539468"," 0.117293383"," 0.328501304"," 0.002545754"," 0.013366285"," 0.100002241"," 0.624303140"," 0.195682386","-0.085619440"," 0.001719195"," 0.518944611"," 0.124559433"," 0.686168223","-0.474246818","-0.064750866"," 0.387326411"," 0.502719613"," 0.220322127","-0.092686529","-0.052872916","-0.034960018"," 0.477239744","-0.157651711","-0.213517126"," 0.453652137"," 0.246447455"," 0.341383722"," 0.172503509"," 0.589135975","-0.604612405"," 0.222672023"," 0.140183141"," 0.542685895"
"M519.308T1473.566","-0.24546389"," 0.05208034"," 0.11602519","-0.27204555","-0.26020130","-0.05605110"," 0.29334627","-0.12972921"," 0.05480221"," 0.38516837"," 0.05035267"," 0.16217082"," 0.19881001","-0.23811338","-0.11503821"," 0.29967148","-0.13946307","-0.28228362"," 1.16776456","-0.54103671","-0.06744417","-0.21290754"," 0.20726725","-0.42126391"," 0.26316414","-0.29717328"," 0.02196176","-0.07307880","-0.14024652","-0.37549597"," 0.51776070","-0.30592564","-0.66827725","-0.22394322"," 0.51739044"," 0.12413926","-0.08889802"," 0.20572303"," 0.17996657"," 0.16248417"," 0.17403112"
"M299.11T1456.862","-0.250758546"," 0.133360504"," 0.238324252","-0.223065537","-0.224144309","-0.069284407","-0.135254949"," 0.116366376"," 0.290792427"," 0.154128749","-0.117663493","-0.024236534","-0.147100846"," 0.043204382","-0.197441148"," 0.188464636","-0.212542902","-0.269430674"," 0.407112642","-0.048232624","-0.151507590","-0.373192751","-0.080421106","-0.006317393"," 0.512731276","-0.159746456","-0.417696714","-0.031272972"," 0.097668502","-0.286649131"," 0.050911180"," 0.004935963"," 0.276057360","-0.277572405"," 0.634504774"," 0.231777914"," 0.372766873","-0.112702479"," 0.020827206","-0.210516629"," 0.252816582"
"M547.382T1348.634","-0.22902662","-0.01339279","-0.29194732"," 0.01855205","-0.08675294","-0.10333609"," 0.14963568","-0.46797621"," 0.12629170"," 0.37368141","-0.18282381","-0.15980320"," 0.64598758","-0.52686616"," 0.29993830","-0.07993702","-0.03090914"," 0.07192594"," 0.18932159","-0.30995673","-0.56973261","-0.46463026"," 0.45705531"," 0.10667035"," 0.20222211","-0.69450960"," 0.08154591","-0.08892980"," 0.05633684"," 0.01681917"," 0.01826554","-0.09162524","-0.08972788"," 0.11186767"," 0.48730032"," 0.84983328","-0.09418341","-0.52396338"," 0.74084400"," 0.04292622"," 0.05300923"
"M692.263T843.183","-0.252049416","-1.165221182"," 0.013195888","-0.251404122","-0.454941671","-0.171067650","-0.189612881","-0.842704989","-0.359017723"," 0.427316630","-0.247896735","-0.283299361"," 0.655021708","-0.104662374"," 0.415957096"," 0.380478839","-0.110149689"," 0.400343284"," 0.567709283"," 0.027365598"," 0.220155659","-0.055433374"," 0.239082889"," 0.370228375"," 0.096364337","-0.641280972","-0.001045568","-0.111475947"," 0.281635797","-0.050194936"," 0.157679609"," 0.226889297","-0.103023471","-0.109275995"," 0.626010259"," 0.284454219"," 0.411788564","-1.116440885"," 0.303864850"," 0.286184590"," 0.228472173"
"M551.445T1525.109"," 0.55561219","-0.31650401","-0.03313356","-0.09232535","-0.07561580","-0.22038342"," 0.05276779","-0.18568727","-0.27684032","-0.02292705"," 0.49142664","-0.19448655","-0.81394113","-0.21554702"," 0.69931551"," 0.08393226","-0.14172453"," 0.08530751"," 0.74790727","-0.12190389","-0.20601619","-0.45902300"," 0.28154252"," 0.09931527"," 0.48587166","-0.37638557","-0.14456195","-0.02306487","-0.02385584","-0.06153479"," 0.16971478","-0.22814132"," 0.50715473"," 0.06139982"," 0.02698892","-0.16852852"," 0.21633614","-0.31935698"," 0.26647576"," 0.10840323","-0.21798310"
"M447.35T1507.107","-0.102674885"," 0.008143328"," 0.164232016"," 0.049300197","-0.531455198","-0.078571465","-0.003527659","-0.371700151"," 0.514313584"," 1.202046902"," 0.043704770","-0.147442462","-0.887719594"," 0.027206849","-0.161038113"," 0.143257158"," 0.083434414","-0.009269265"," 0.512141859"," 0.026143014","-0.266324994","-0.231753322"," 0.099023156"," 0.299465485"," 0.088417758","-0.548919506","-0.343605968","-0.193015365"," 0.121453775","-0.282894279"," 0.110280891"," 0.029790771"," 0.144735060","-0.034150195"," 0.374817816"," 0.069386080"," 0.071969392","-0.292587196"," 0.590250646","-0.360453229"," 0.073587923"
"M311.143T1624.867"," 0.112859837"," 0.179439972"," 0.159277335"," 0.270339888"," 0.005619733"," 0.176683193"," 0.517544252"," 0.063112987","-0.082633239","-0.098086738"," 0.119934846"," 0.148487271","-2.159457374"," 0.089352235"," 0.112378614"," 0.238794868","-0.007379950"," 0.010545438"," 0.692878366"," 0.007874487"," 0.107461283"," 0.418320428"," 0.109522262","-0.071169882"," 0.355497030"," 0.119236778"," 0.091848968"," 0.136714128"," 0.161160824"," 0.107236725"," 0.179738330"," 0.093505817","-0.104053761"," 0.176274357","-1.958575574","-0.790056239"," 0.074578591","-0.196292738"," 0.138791331"," 0.065513816"," 0.227181504"
"M707.266T798.136","-0.236992388","-1.544527979","-0.288665882","-0.057482942","-0.368933067"," 0.368050877"," 0.137850361","-0.961346472"," 0.613210029"," 0.339772601"," 0.006172913","-0.357406040"," 0.927366935","-0.187824393"," 0.452548228"," 0.306828457"," 0.080694361"," 0.345082141"," 0.062185893","-0.140338467"," 0.259653942"," 0.067644837","-0.637501305"," 0.686093617"," 0.513715520","-0.820049629","-0.089451896","-0.014809754"," 0.040139139","-0.288855317","-0.199521736"," 0.054309474","-0.111803818"," 0.145231406"," 0.506306897"," 0.545014630"," 0.233129355","-1.124818905"," 0.288267023"," 0.214931305"," 0.236130050"
"M469.396T1355.605","-0.209948743","-0.783548385","-0.588622727","-0.273614587","-0.261490011"," 0.174047992","-0.359965502","-0.205004085"," 0.411841587"," 0.588280992"," 0.301270966","-0.239791024"," 0.696941080","-0.328764291","-0.132535912","-0.123263827","-0.013723256"," 0.697422014","-1.188609156","-0.186326284","-0.261245373"," 0.674831537"," 0.105003852","-0.279997652","-0.488562354","-0.415156266","-0.142506806"," 0.806536823","-0.549813192"," 0.756996828","-1.056387155"," 0.573277644"," 0.284242031"," 0.294003413"," 1.326533440"," 0.661707209"," 0.802524340","-0.962641916"," 0.004350928"," 0.953050329","-1.061344500"
"M431.146T926.047","-0.586881173","-0.886466041"," 0.228798781","-0.232323729","-0.474806185","-0.451793517","-0.376934184","-0.827359670","-0.597513843"," 0.214811334","-0.157879622","-0.385449515"," 0.353199513"," 0.388148223"," 0.650491457"," 0.273805877"," 0.152823605"," 0.336345351"," 0.603720787"," 0.417186303"," 0.341123608","-0.136369479"," 0.133466241"," 0.731146837"," 0.076088049","-1.039864609","-0.036771759"," 0.302611667"," 0.219575552"," 0.151752482","-0.174949678"," 0.160686736","-0.049003140","-0.065050479"," 1.065144620"," 0.179951977"," 0.337206044","-1.054576913","-0.008956345"," 0.319143592","-0.094278751"
"M353.341T1488.518"," 0.04246101"," 0.19801592","-0.06982588","-0.16173790"," 0.10489668","-0.13419704"," 0.89355209"," 0.03895652","-0.18999473","-0.29524601","-0.10908289","-0.21929089","-0.32051746","-0.08436849"," 0.36776352","-0.36546940"," 0.20923785"," 0.36118923","-0.30467269"," 0.08294233"," 0.19706583"," 0.27975572","-0.35565696","-0.05503671"," 0.20139405","-0.24179917","-0.08867877","-0.06285651","-0.15135552"," 0.14704804","-0.12597884","-0.15412240","-0.20425669","-0.20861362","-0.28072459","-0.30822775"," 0.38270860"," 0.21242989","-0.03332022"," 0.13548604"," 0.67012782"
"M799.256T845.172","-0.420328650","-0.268305682"," 0.434141239"," 0.069727603","-0.468780950","-0.218587856","-0.032375298","-0.161552660","-0.527369307"," 0.537678039","-0.196938535","-0.174040222"," 0.762892324"," 0.032497761"," 0.216740504"," 0.091605806"," 0.167783652"," 0.136745074","-0.167510776","-0.310759074"," 0.178751992","-0.001678564"," 0.085844034"," 0.820353339","-0.335478436","-0.708560491","-0.021119693","-0.227576770"," 0.623517198","-0.064578678"," 0.203117156"," 0.662241691","-0.429657050","-0.116659332"," 0.402647034","-0.375026300"," 0.053511624","-1.146713753"," 0.298714235"," 0.718863271","-0.123775500"
"M580.199T843.183","-0.35572844","-1.45361301","-0.03633261"," 0.28254442","-0.53766899","-0.63047678","-0.33007692","-0.39504365","-0.40268070"," 0.73148354","-0.31331962","-0.40395401","-0.02825900","-0.07607185"," 0.08508340"," 0.33410468"," 0.08281141"," 0.31591265"," 0.64124703","-0.12846257"," 0.28568267","-0.02235864"," 1.02539562"," 0.40013833","-0.14490318","-0.73207977","-0.11885112"," 0.14470776"," 0.37393093","-0.04879305"," 0.34839300"," 0.28271013"," 0.03601884","-0.19492511"," 0.47336336"," 0.21494151"," 0.46346473","-0.71212137"," 0.49275935"," 0.15243704","-0.10141005"
"M722.259T892.9","-0.198947814","-1.067706787","-0.455417592","-0.491168306","-0.453114069"," 0.054008798","-0.347428984","-0.645513678"," 0.891651317"," 2.264353271","-0.210679646","-0.129847919"," 2.239821021","-0.230637134","-0.111519570","-0.275464723","-0.354579262","-0.176774945","-0.121529795","-0.330784486"," 0.089806722","-0.249011683","-0.332587040","-0.142884091","-0.191075133","-0.278341146","-0.418856173","-0.293401643","-0.355714957","-0.298255944","-0.364468781","-0.351303662"," 0.729777517","-0.084584272"," 1.873173199"," 2.102123253","-0.005385834","-0.642936871","-0.232148533","-0.250579464","-0.152065163"
"M842.586T1446.028","-0.129130857","-0.120403088"," 0.305490831","-0.025403128","-0.078773274"," 0.214986764"," 0.215253853"," 0.273506238","-0.325497113","-0.446272742"," 0.240376158","-0.018624170","-1.653751825","-0.232425627","-0.388233104"," 0.106366694"," 0.696040694"," 0.001359665","-0.408279398","-0.138629005"," 0.359541657"," 0.083377133","-0.118200006"," 0.066077585"," 0.467202951"," 0.051780319","-0.055699893","-0.100576775"," 0.002486201"," 0.068618212"," 0.105170620"," 0.225351076","-0.112852855","-0.195339390"," 0.827698462","-0.545298059","-0.143162428"," 0.062715188","-0.073759186"," 0.288644508"," 0.648267114"
"M437.308T1490.329","-0.272610956","-0.070815677"," 0.037411641","-0.495775923"," 0.293268603","-0.052148741"," 0.340160136","-0.045775432"," 0.065891751"," 0.201466365","-0.101181429","-0.176490119"," 0.355485314"," 0.073043052","-0.053208942"," 0.080828064"," 0.054227306","-0.270306894"," 0.049750760","-0.199199225"," 0.004417212"," 0.156619005"," 0.076887909"," 0.082952569"," 0.188610482","-0.413603025","-0.200556097","-0.074173788","-0.113192065","-0.066716660","-0.032304283","-0.249607900"," 0.004142328"," 0.150684409"," 0.097184198"," 0.194076298"," 0.337989996","-0.543774143"," 0.440214046"," 0.000533457"," 0.145596398"
"M737.493T1439.78","-0.153532620","-0.076127679"," 0.092524363"," 0.047414548"," 0.137693252","-0.046555477"," 0.407876094","-0.401199207","-0.450963477","-0.098421831","-0.015251515","-0.070285209","-0.835353215","-0.306627899"," 0.008960385"," 0.015711635"," 0.459990829"," 0.011366841"," 0.254558047"," 0.313718957","-0.134634163","-0.320660151"," 0.337978909"," 0.225572892"," 0.557842980"," 0.005330726","-0.400299094","-0.237735207"," 0.497092744","-0.147386169"," 0.547251392","-0.247105636"," 0.221177534"," 0.018508946"," 0.072885651","-0.659139115","-0.161814917","-0.199391090"," 0.306577221"," 0.315467752"," 0.106981973"
"M312.323T1418.36"," 0.285292025","-0.848661332","-0.148844830","-0.309606161"," 0.147178863"," 0.007256228"," 0.086207518"," 0.154608780"," 0.343933999","-0.179204670"," 0.400127664","-0.106739799","-0.309132056"," 0.617175022"," 0.731796437","-0.394103907","-0.148121212"," 0.568628089","-0.660680566"," 0.347159448"," 0.275865469"," 0.888040610","-0.426231026","-0.098259121","-0.160136526"," 0.081384196"," 0.475432589"," 0.509991660","-0.546552767"," 0.475710918","-0.537252762","-0.207296960"," 0.042342392","-0.127604751","-0.234011450","-0.204538586"," 0.590367328","-0.559937118","-0.383650290","-0.034709250","-0.403224096"
"M512.387T1540.565"," 0.041395067","-0.083077400"," 0.028356363","-0.029471789","-0.105727475"," 0.038276753"," 0.241533925"," 0.026165224","-0.220195111","-0.176493176"," 0.034128783","-0.026832822","-1.161313333","-0.153439308","-0.033425574","-0.100584463"," 0.005717017","-0.012714050"," 0.398004276"," 0.133087045"," 0.002818575"," 0.126610657","-0.043957818"," 0.183919152"," 1.203197902","-0.096916956","-0.058084088"," 0.504355566"," 0.037037294"," 0.035606264","-0.040570622","-0.213655051"," 0.019893460"," 0.099448530","-0.810334592","-0.716660486","-0.113709755"," 0.960433331"," 0.105157092","-0.005070492","-0.022907917"
"M734.268T924.482","-0.186908692","-1.056201511","-0.225918645","-0.157759871","-0.072393968","-0.124881484","-0.236153199"," 0.219106695","-0.571516920","-0.044899279","-0.368716798","-0.227813752","-0.325762053"," 0.330898590"," 0.771981345","-0.054372407"," 0.373092407"," 0.553198147"," 0.429402381"," 0.247962722"," 0.481236963"," 0.105829709","-0.062362743"," 0.580163310"," 0.276628363","-0.815440887"," 0.185293009"," 0.658474175","-0.015712740"," 0.443686526","-0.322070850","-0.371345613","-0.158201265"," 0.038324100"," 0.091111214","-0.264374006"," 0.559821753","-0.824243457","-0.010771121","-0.007364255"," 0.158974106"
"M862.521T1333.909","-0.12543762"," 0.09768084"," 0.19279449"," 0.50324711"," 0.05784263"," 0.09833197"," 0.29143436"," 0.05425584"," 0.07678694"," 0.42397443","-0.03554127"," 0.29894254","-0.92184379","-0.16321968","-0.06506451","-0.11363719"," 0.22293324"," 0.06084549","-0.03586161"," 0.27988495"," 0.29820805","-0.42835040"," 0.37330013"," 0.22099767"," 0.72011251","-0.69360367","-0.05122632","-0.03285892"," 0.16779552"," 0.16680566"," 0.55473732"," 0.04894802","-0.09117182","-0.26780396","-1.35348637","-0.81745964","-0.73786594"," 0.06489878"," 0.27611557"," 0.12368690"," 0.25987175"
"M1114.43T957.42","-0.04727453","-1.11745595"," 0.06882223","-0.36780864","-0.25379980","-0.35035981"," 0.12705231","-0.50587170","-0.40644682"," 0.10147711","-0.11207678","-0.12176913","-1.07564436"," 0.10537019"," 0.19942911","-0.11909152"," 0.09626171"," 0.45803970"," 0.62346681","-0.04555254"," 0.80350336","-0.07442511"," 0.06491703"," 0.52154192"," 0.61501392","-0.47568019","-0.10028758"," 0.07358781"," 0.22755723"," 0.17826834"," 0.12181264","-0.01237632"," 0.06427781","-0.06447938","-0.30755549"," 0.01301087"," 1.07712512","-0.64710823"," 0.09053962"," 0.22928712"," 0.34470193"
"M699.455T1253.346"," 0.1063386","-0.9960735"," 0.5840659","-0.6222112"," 0.8854349","-0.3829307","-0.6203833"," 0.5899610","-0.3410385"," 0.1941625","-0.3021345","-0.5388481","-0.7209942"," 0.8500416"," 0.7433489","-0.5825961"," 0.7996097"," 0.5613134","-0.9785912"," 0.6180774"," 0.5887772"," 0.9806124","-0.5735144"," 0.3496488","-0.7617966","-0.2072276"," 0.7858021"," 0.7330679"," 0.6569361"," 0.6217423","-0.7920833"," 0.5486716","-0.5184890","-0.3955201","-0.8222040","-0.7129450"," 0.4788824","-0.8324257","-0.3165747"," 1.0032203","-0.6611335"
"M430.319T1390.137"," 0.460361518","-0.293946825","-0.505857453","-0.254184777","-0.174048142"," 0.177922164"," 0.121537148","-0.194571259"," 0.544218951","-0.323141699"," 0.600517093"," 0.127255794","-0.230404805"," 0.472155256"," 0.192762916","-0.338405461","-0.223716294"," 0.545077441","-0.690844371"," 0.331427700"," 0.567978641"," 0.666696187","-0.447004506","-0.308146871","-0.294769428"," 0.587458625","-0.197467620"," 0.240617746","-0.313739481"," 0.459896482","-0.379967884","-0.501876466"," 0.425328337"," 0.250477702","-0.047152391"," 0.003670805"," 0.601740202","-0.382386277","-0.533434342","-0.449042887","-0.292991472"
"M431.216T1372.484"," 0.355300018"," 0.069829115"," 0.400725644","-0.123855247"," 0.191998352"," 0.083361435"," 0.285539641"," 0.003924845"," 0.213439119"," 0.088890230"," 0.122925128"," 0.231154989","-1.141992656"," 0.084998379"," 0.115542789","-0.562370956"," 0.373000988"," 0.299820012","-0.547160760"," 0.423022146"," 0.002227579","-0.046754364"," 0.013124795"," 0.220266126"," 0.176895658","-0.215648428"," 0.097741201"," 0.398870790","-0.140002153"," 0.384204696"," 0.134481063","-0.397625614"," 0.112702334"," 0.093474741","-1.117929754","-0.678929210","-0.324266932","-0.019440982"," 0.148830070"," 0.272201129","-0.082515959"
"M371.26T1411.481"," 0.064867294","-0.640039837","-0.156684616","-0.305755068","-0.159859497","-0.083481711"," 0.025520868","-0.315574673"," 0.125175409","-0.043559502","-0.105297379","-0.011591568"," 0.441737958"," 0.130580595"," 0.348549391"," 0.149114321","-0.151635491"," 0.514445411"," 0.016031282","-0.084313737"," 0.355471211"," 0.306530305"," 0.008724434"," 0.297307027"," 0.153378304","-0.392445137","-0.052677793","-0.106963672","-0.057981819"," 0.413245957","-0.043675936","-0.251547808","-0.085354693"," 0.010000920"," 0.382623451"," 0.391575849"," 0.171824990","-0.921260408","-0.060137293","-0.216004083","-0.060863255"
"M844.603T1428.316","-0.763126272","-0.131755281","-0.079777421","-0.477344060","-0.145885143","-0.624558188"," 0.308726901"," 0.007992683"," 0.080372605","-0.090596383"," 0.188879343","-0.585811075","-0.076773674"," 0.222751312","-0.058441550"," 0.133721608"," 1.314536829","-0.204602883"," 0.472534933","-0.095298667","-0.142580012","-0.328944297","-0.482512377","-0.121467532","-0.052546264"," 0.827474782","-0.440937837","-0.071679595","-0.412658037","-0.666064353","-0.382598473"," 0.218249284"," 0.769001531"," 0.175983555"," 1.550498935","-0.020444991"," 0.088314093"," 0.148482523","-0.444944869"," 0.184544506"," 0.209283811"
"M463.37T1420.709"," 0.058659837","-0.213630488","-0.398951784","-0.092411213","-0.310914496"," 0.158995635","-0.056117495","-0.662746641","-0.298506796"," 0.327989424","-0.348531110"," 0.123642317"," 0.023803259"," 0.836108750"," 0.146879949"," 0.477610817","-0.227231405"," 0.299255226","-0.110364124"," 0.001427755","-0.034831158"," 0.295654332","-0.182904110","-0.022416505","-0.033673607","-0.487536939"," 0.372485054"," 0.126907232","-0.006555200"," 0.184160318","-0.427592307","-0.011046584","-0.213651000","-0.117467700"," 0.253192057"," 0.007880386"," 0.663682152","-0.669189835"," 0.342554108"," 0.102550750"," 0.122831141"
"M601.255T812.644","-0.0139728560","-1.0386984582","-0.0788996004","-0.0639252092","-0.2871039664","-0.2143852589","-0.0976545010","-0.9335364156","-0.2688648167"," 0.6559771420"," 0.0416092251","-0.3625042556"," 0.7186663178"," 0.0329697821"," 0.1885375382"," 0.4163880101","-0.0903555923"," 0.2181252105"," 0.3451898828","-0.0561877267"," 0.2483587313"," 0.0004037568"," 0.0685128641"," 0.3611516099","-0.1100796719","-0.2453456722","-0.3594503514","-0.1397516861"," 0.0777854833","-0.0341948764"," 0.2473825617","-0.0264634719"," 0.1025092477","-0.2054621190"," 0.8879277025"," 0.2952381742"," 0.1578649785","-0.8844927961"," 0.4726390690"," 0.1388344305","-0.1647424159"
