"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M594.494T1539.529","79111.855","78344.158","81638.11","110186.286","105730.59","82382.137","102907.458","104195.666","121950.881","78200","53121.813","43650.9595","172856.711","102567.94","116000","156000","38878.7654","121294.3905","136000","128159.551","103914.3107","100273.099","133948.858","139796.129","155000","167743.464","132000","147000","159748.357","47520.4117","210486.532","141668.011","98004.23","159000","92661.543","86618.35","126899.985","119071.02","41455.0102","202537.86","41206.652","107929.9559","65253.6044","79100","45604.4311","117852.371","151702.835","135000","143133.8399","159766.777"
"M563.405T1390.077","124719.723","163155.786","156229.84","207393.06","159006.003","144361.515","169147.042","139352.353","174770.039","132000","116854.081","141223.5701","246435.424","172365.614","166000","182000","115649.482","164568.6169","216000","184270.462","116332.9893","150398.875","223259.024","240362.44","230000","149232.141","176000","284000","240465.032","151036.5189","235099.114","319890.024","232784.397","187000","163344.175","173121.951","184144.087","138973.423","114749.3191","265702.729","98051.4033","125698.9223","126313.6753","121000","99800.234","171866.627","222494.625","262000","174671.9997","180615.692"
"M663.458T1406.394","865530.059","591167.73","616419.625","872965.799","970707.463","895316.533","736255.15","566420.034","681227.661","798000","681062.189","461185.6216","999030.417","621930.074","830000","1160000","578526.0249","1054077.105","981000","1068996.646","627771.5832","1045915.1","1130433.472","1470342.951","1350000","1005283.721","1180000","1540000","1239088.946","498030.4484","4147623.577","1756416.722","1103569.011","1270000","800663.933","1059730.35","1029288.546","985157.217","595690.9844","2713273.332","555832.789","2471523.06","547393.4341","836000","568112.6288","738014.542","1240263.69","1660000","1149925.486","1232235.941"
"M833.319T926.75","44826.032","15483.72","69443.895","60796.274","78164.965","61495.846","87834.834","114409.475","97803.271","180000","101279.42","5562.1627","74942.561","70030.929","95900","92800","499.68254","122311.0731","101000","130241.592","7758.735","34750.854","91972.57","220358.907","93500","107205.457","220000","91400","141144.489","3758.0618","95541.5","74183.393","102588.947","94200","44047.252","43655.078","51510.656","38073.688","3361.9806","191175.294","2498.4127","4019.518","7276.4088","27400","3034.4245","64704.162","173941.65","95800","218707.9194","36458.906"
"M948.363T924.637","51225.063","20454.081","58511.301","65991.412","69571.271","57318.002","82003.091","74566.294","68171.015","139000","69896.601","15115.3898","80200.005","69468.716","76600","79000","16694.1581","81776.5447","86100","88911.769","14401.3504","59479.522","75959.877","118487.648","93600","79503.276","119000","74100","101106.494","11256.2292","91242.432","92507.697","87999.548","107000","45103.858","50743.41","68825.922","38931.629","10563.2251","181820.543","7939.3382","11102.1261","18135.0758","35000","9432.0336","57022.124","114053.181","90900","162998.851","46074.441"
"M727.561T1540.694","69966.385","48223.534","57088.847","65329.098","64475.427","36700.783","51250.305","68372.032","44788.829","44200","71365.426","65924.5805","92107.625","68087.032","30300","101000","47086.7557","73294.5774","63100","86952.421","186643.2402","91649.095","61383.497","121032.203","98300","48785.454","79400","109000","101039.035","44761.2228","162603.099","121837.862","84270.516","88900","44967.974","68906.619","67645.162","55245.464","60956.042","251398.7","74669.0692","74070.7532","44997.3544","34700","27190.2212","59607.19","74599.485","114000","90222.3177","156650.698"
"M608.447T1456.373","157041.256","120238.052","142887.41","185933.138","132036.048","125960.005","206559.938","121736.114","149661.424","144000","88604.301","70626.4593","191951.559","168616.197","125000","240000","48853.9288","176772.4036","215000","183349.509","70384.2898","154772.829","185277.171","232663.879","250000","227607.833","185000","245000","212416.965","63304.0941","220559.758","236201.913","200520.273","187000","170604.333","154780.878","154838.447","158437.468","56293.1611","222585.662","39476.1176","305430.215","75143.2861","73200","49189.122","134210.992","225726.405","279000","202873.1504","191020.037"
"M481.361T1475.061","221987.312","264747.977","244846.966","312979.947","250355.965","232767.467","314377.207","224617.053","243218.712","245000","225816.579","193599.4505","337151.357","286382.518","212000","317000","236932.5433","305908.4575","346000","340755.514","193585.8804","253253.913","333737.14","378109.289","420000","293677.71","316000","472000","392415.925","188000.1212","343653.294","471911.169","309561.415","283000","251712.998","248252.28","229277.05","248764.585","146218.9697","461783.457","176668.0981","184535.5241","162330.6385","206000","173564.8903","202262.395","336103.247","388000","314168.1533","273942.578"
"M349.196T1335.803","256049.855","367623.533","219204.366","257460.516","232785.597","223578.567","268728.089","231884.063","214875.383","293000","250072.896","91735.5737","234788.638","268733.552","226000","240000","88713.4531","235243.8086","259000","261358.784","75647.5845","276402.411","325289.758","388023.08","313000","304952.73","285000","244000","252792.326","79357.0105","213177.098","283897.181","306317.557","257000","333980.438","220624.021","204977.406","271577.24","68166.0627","233239.713","94640.839","59958.9604","83798.737","191000","86727.2689","231164.503","254719.342","328000","309460.34","208937.321"
"M904.333T924.482","46115.047","32285.439","59123.41","44937.116","65276.875","69079.919","90695.541","81017.869","65927.527","122000","61481.823","10187.7633","73217.287","63151.12","80100","82600","3501.2503","93872.7856","74100","88293.102","11075.7229","34713.913","87560.361","139397.206","78000","74682.879","120000","61900","103364.71","13877.8615","90071.43","80900.1","69627.104","81300","45167.659","58892.269","58053.081","52536.776","5292.6193","144143.897","8860.9193","10578.2132","1257.2667","24300","8409.712","57019.193","122522.577","83600","149886.7077","47801.893"
"M623.428T1423.013","181501.278","163726.313","172806.885","211950.498","216847.236","190817.296","227673.08","248363.711","190032.257","188000","99354.516","31929.8337","348035.493","209208.415","231000","396000","54241.246","287633.9685","318000","327123.456","63305.2453","251889.486","318364.036","441203.66","364000","203367.658","343000","471000","340535.568","44160.2401","349630.637","461408.515","307956.443","315000","219866.955","232567.087","281216.034","227589.479","62370.7786","406867.652","36998.8394","59134.1826","52625.1331","97200","50156.0949","241811.595","223651.754","567000","382818.8812","251816.894"
"M1070.417T942.609","7911.871","8619.537","26912.825","37528.086","49395.112","48337.421","53126.802","53012.904","34082.334","101000","42508.642","3892.8439","65454.938","53377.702","74600","44300","1807.8973","70331.8678","52700","62969.542","6254.9656","41622.832","63255.871","70480.916","52400","40223.778","83800","59600","80031.662","5809.7008","77112.007","71597.227","48451.952","58900","35254.951","24110.038","35111.344","19706.138","2952.9059","129475.095","1674.0486","2587.2205","4605.3057","16900","13033.615","40993.686","83248.321","70200","135485.0617","50888.891"
"M691.436T1356.203","361410.9","327062.325","448377.993","489467.952","350504.405","347664.62","241724.619","289660.205","400515.165","405000","234565.386","75288.147","524492.843","353558.428","324000","347000","86819.0775","379234.4117","383000","394081.954","154783.5503","474924.558","498460.371","303062.323","328000","423289.766","334000","485000","395947.442","65129.2343","443493.31","416685.124","460855.97","420000","360821.017","335000.564","526275.059","440861.751","61791.3391","177318.583","63900.2779","91753.1062","79613.3961","199000","78116.9172","338752.937","241546.018","322000","179391.0878","393023.667"
"M727.571T1439.78","69966.385","50903.022","57090.52","65329.098","64475.427","36700.783","51250.305","68327.774","44788.829","44200","71365.426","65924.5805","92107.625","68087.032","30300","101000","47086.7557","73294.5774","63100","86952.421","186643.2402","91649.095","61383.497","121032.203","98300","48762.644","79400","109000","96851.233","40566.3181","162603.099","121837.862","84270.516","93200","44946.822","68906.619","67645.162","55245.464","60956.042","254817.249","74669.0692","74070.7532","44997.3544","34700","27190.2212","59598.586","74599.485","114000","90222.3177","139813.767"
"M1005.378T843.183","26173.405","8396.732","34524.619","43027.7","56990.572","54725.317","96743.887","51927.781","50169.569","85600","52839.536","338.9624","47423.797","63700.581","76100","67500","3083.1906","69903.8453","55100","65240.073","2542.4483","28028.271","73360.521","105599.863","57900","65542.092","90700","76800","81302.546","5370.8744","71630.382","72472.759","77976.582","109000","28580.852","52829.348","44393.533","28035.32","7613.249","105080.55","1694.812","5926.9107","338.9624","9210","2655.3028","41980.798","156744.598","75300","118189.2128","28197.562"
"M827.318T827.274","48292.267","16810.978","42954.409","42371.884","69253.423","50008.741","122359.972","194781.038","168403.203","373000","106368.386","703.12916","51652.179","56936.207","99500","63400","703.12916","190331.3192","66200","186266.93","3515.6458","22845.077","56996.156","509961.891","71600","88825.735","455000","46900","249759.198","5678.6828","48062.099","62343.414","93590.954","63600","45379.88","44550.487","23578.662","37021","3945.507","107674.629","3564.8514","5524.1604","8205.9111","6360","4237.5903","82878.372","469854.128","108000","255843.2926","27647.044"
"M979.319T755.275","104771.55","96752.011","157191.77","169349.215","154612.184","173485.734","170308.199","177116.922","171982.094","279000","178855.353","33278.0373","200628.845","172817.718","190000","181000","43107.0618","169114.032","176000","162268.715","22752.9947","105339.076","186690.504","218155.983","222000","175486.47","214000","133000","183218.995","25995.1943","136687.505","192272.407","178375.926","168000","91378.499","146108.282","138430.651","154688.988","40405.4188","174377.003","43847.2433","30900.6978","33894.1825","71300","31756.5885","159549.201","202215.386","140000","238368.1836","72830.111"
"M833.315T843.183","47024.023","12680.759","58639.239","42190.953","69285.323","62209.387","109215.025","92999.299","88965.208","179000","95715.676","6669.3213","71889.443","56172.18","95800","89500","453.667","106314.5679","73000","123231.113","6933.9061","32552.526","89596.325","216570.157","86600","92965.929","205000","81200","126314.186","2268.335","85940.334","69792.322","90287.935","84800","36621.868","47079.066","48970.825","34531.056","3361.9562","114926.933","5124.0107","4057.2468","6541.5578","21600","2530.5299","61530.057","197628.647","116000","174939.1869","32726.072"
"M921.335T902.791","67819.851","36328.311","68998.317","71530.253","82528.481","82471.058","88240.607","107417.925","81650.618","115000","83026.915","15811.2161","88915.67","86924.063","101000","87600","11093.9716","107689.9622","96200","102869.62","13738.3156","56798.932","93702.833","138340.215","96800","89837.718","138000","88100","119293.401","3226.7014","104096.944","99656.851","80358.887","106000","62078.137","66773.275","64000.82","44416.491","16257.0759","125131.682","6033.1359","18082.7425","5823.4696","33000","13278.5478","70706.589","128212.01","113000","148872.1191","58284.029"
"M914.341T957.42","50778.324","22110.325","47823.906","52434.449","59100.852","53216.93","59680.406","81458.888","61110.621","123000","74034.45","14170.0715","49666.48","57262.516","63400","70400","8019.8516","73770.6277","77100","81822.968","9026.2939","39120.745","63374.484","113751.261","74000","64836.781","119000","64600","87028.726","8308.2664","67782.123","63507.637","66482.511","71100","46228.354","44611.169","48257.753","43400.838","5371.6993","114280.069","12076.9331","4022.7394","13132.3795","24900","7314.1078","56030.589","109056.568","64800","133286.3097","46139.282"
"M455.314T1423.012","231834.702","185858.044","219690.766","283092.885","249036.18","211501.688","313254.77","254969.672","222047.531","257000","173254.057","131376.5601","389227.814","249355.597","284000","438000","135299.3031","336421.4172","346000","367357.745","125640.0001","299866.68","348359.997","411369.614","366000","260613.76","350000","444000","415602.957","141242.5019","347978.89","483144.882","316929.541","301000","235293.033","270003.836","270595.865","278414.571","115136.6926","413125.181","131538.844","134135.078","128136.8638","164000","103046.8232","254747.31","256523.534","490000","339628.0291","264493.495"
"M545.37T1372.761","91130.978","75350.143","70156.076","101186.553","114182.174","103266.982","724794.542","114202.115","77277.684","112000","100316.944","56508.5254","91399.576","92287.393","114000","108000","61524.2045","100815.4162","90200","103419.773","64437.8885","302206.961","501401.305","135805.933","108000","91537.25","118000","133000","97473.122","32301.4517","126419.267","139966.701","112248.603","104000","94823.313","108031.267","93864.817","83355.525","53171.6309","107987.013","53921.2858","30242.0241","53837.0402","76600","74589.6484","84685.696","531992.594","634000","116351.764","88714.383"
