"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","X9.1","X9.2","X9.3","X9.4","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M624.436T1440.08","-0.27283448","-0.44447488","-0.07041679"," 0.04808847","-0.44584868","-0.27945447","-0.74893791","-0.28475058","-0.52958118","-0.36782733","-0.64271098"," 0.24900155","-0.19236397","-0.16267901"," 0.44401262"," 0.03558892"," 0.16675333"," 0.40196736"," 0.37781606","-0.02034997"," 0.21797306"," 0.67461533"," 0.36263525"," 0.35835971"," 0.84927297"," 0.03599132"," 0.24015429"
"M567.431T1440.116","-0.51381961","-0.14450804","-0.28551608","-0.25736020"," 0.31982841","-0.27670919","-0.23616202","-0.10073606","-0.19044125","-0.40906588","-0.68192527"," 0.19533349","-0.17566959"," 0.59941750"," 0.37946186","-0.08108244"," 0.06769312","-0.07179433"," 0.28809943","-0.28477533","-0.15501279"," 0.38687389"," 0.18180699"," 0.84245424"," 0.14841606"," 0.21009591"," 0.24509719"
"M349.197T1405.871","-0.230374092"," 0.564064692","-0.226297158","-0.005032693","-0.178420316","-0.343184962","-0.012355818","-0.377986467","-0.271830331","-0.177364284","-0.281475954","-0.016026924"," 0.017008084","-0.229102257","-0.111809307","-0.225781134"," 0.293046975"," 0.536667696"," 0.316029642"," 0.207143947"," 0.187950272"," 0.014597159"," 0.147466034","-0.230949090"," 0.335887488"," 0.315193441","-0.017064641"
"M655.418T1389.36","-0.13479171","-0.24882009","-0.49813888","-0.17552271","-0.09415986","-0.36376462","-0.38830829"," 0.08141505","-0.34900732","-0.28159108","-0.86700199"," 0.10155377","-0.25047735","-0.41333415"," 0.16981958"," 0.18121006"," 0.17816494"," 0.25274910"," 0.27282899"," 0.14710548"," 0.09395319"," 0.52248460"," 0.37791229"," 0.38547945"," 0.70021739"," 0.39086970"," 0.20915447"
"M947.38T990.311","-0.639060543","-1.247808298","-0.278295600","-0.243342166","-0.145522014","-0.212734100"," 0.073305846","-0.098035101","-0.222166992"," 0.526797341"," 0.008506834"," 0.169560198","-0.051312277","-0.015210855","-0.009491775","-0.467270277"," 0.065301384"," 0.360112294"," 0.513993312"," 0.039443670"," 0.264118765","-0.009303438"," 0.450003599"," 0.481376980"," 0.269211265"," 0.152780844"," 0.265041105"
"M988.382T919.58","-0.42949142","-1.65484040","-0.25149187","-0.49351503"," 0.15208580","-0.16164680","-0.19949486"," 0.32196622"," 0.07898847"," 0.71499847"," 0.06830022"," 0.03772486","-0.13965886"," 0.17734268"," 0.16527416","-1.06422337"," 0.01424401"," 0.55888845"," 0.18851573"," 0.10239438"," 0.83713315"," 0.06816840"," 0.32596566"," 0.34820161"," 0.06001001"," 0.23786506","-0.06370472"
"M556.199T909.479","-0.420801057","-1.523593113","-0.138993074","-0.245002256","-0.154748302","-0.625532490","-0.261334215","-0.011475915","-0.059623856"," 0.254960206","-0.015333066"," 0.134580732"," 0.070385748","-0.005803633","-0.060291116","-0.511132820"," 0.192946473"," 0.455642448"," 0.321785165"," 0.124729084"," 0.651672225"," 0.221694968"," 0.536294042"," 0.480147438"," 0.096016100"," 0.237674596"," 0.255135688"
"M875.328T942.609","-0.49737673","-1.29814392","-0.36762177","-0.38089573","-0.22936700","-0.50033728","-0.08295681"," 0.16910728"," 0.05758046"," 0.43517387","-0.01248919","-0.13091799"," 0.11854819"," 0.19165759"," 0.08962663","-0.73658888"," 0.07115342"," 0.70522554"," 0.20969591"," 0.17672080"," 0.46122282"," 0.03077293"," 0.71842618"," 0.18761463"," 0.15529651"," 0.17190516"," 0.28696738"
"M883.336T936.403","-0.45941714","-0.98863554","-0.40789503","-0.14715887","-0.12071134","-0.32228353","-0.03014092"," 0.13674164","-0.10235785"," 0.26644771","-0.09362685"," 0.05967361"," 0.07072901"," 0.02857691"," 0.04014516","-0.51261629","-0.06222388"," 0.43167489"," 0.12767829"," 0.04346049"," 0.56688165"," 0.02755851"," 0.38066925"," 0.43141523"," 0.22692007"," 0.12605941"," 0.28243543"
"M673.286T985.123","-0.53395885","-0.82770805","-0.44243270","-0.14252716"," 0.11806007","-0.07430520"," 0.27123069"," 0.32788895","-0.42812061"," 0.59065975"," 0.29246992","-0.36031837","-0.01968193"," 0.08431731"," 0.28605204","-0.33084158","-0.04461801"," 0.54005278"," 0.65641331"," 0.21065697"," 0.54407061","-0.50653270"," 0.09601282"," 0.07601934","-0.57612321"," 0.25632956","-0.06306575"
"M1097.411T857.905","-0.458610627","-0.983526636","-0.459075800","-0.498069794"," 0.027222741","-0.728940570"," 0.471914242"," 0.158253888"," 0.070849919"," 0.621406621","-0.377343912","-0.009976204"," 0.166287297"," 0.338217651","-0.268890175","-0.617399547"," 0.031409229"," 0.237777093"," 0.310937774"," 0.118442473"," 0.304738123"," 0.138488736"," 0.391369486"," 0.454060068"," 0.481049364","-0.127884105"," 0.207292663"
"M603.41T1440.081","-0.32658081","-0.07831084","-0.12084816"," 0.05463688"," 0.10633430","-0.23972290","-0.49709909","-0.41909426","-0.36193370","-0.51357678","-0.23953676"," 0.03998141","-0.16743033"," 0.01302325"," 0.16865965"," 0.05028955"," 0.11999230"," 0.24192648"," 0.44659915","-0.14132821","-0.06789355"," 0.56225443"," 0.30800368"," 0.32735820"," 0.68895481","-0.06558456"," 0.11092587"
"M684.476T1302.601","-0.36191092","-0.41190371","-0.50744394","-0.14537154","-0.34708464","-0.30548491"," 0.55500171","-0.42996359","-0.16773127"," 0.16858069","-0.21786479","-0.18298948","-0.24585311","-0.22297800"," 0.11477404"," 0.21623133"," 0.51881452"," 0.39065990"," 0.44661410"," 0.26322687","-0.01897012"," 0.11359047"," 0.07817284","-0.06569325"," 0.33501464"," 0.20806397"," 0.22249820"
"M870.346T973.898","-0.53980539","-1.13571297","-0.16936393","-0.30043118","-0.16446330","-0.55787423"," 0.28460853"," 0.01883591","-0.08666252"," 0.51807690","-0.28221380"," 0.04727931"," 0.03914410"," 0.17084745","-0.05311011","-0.54535990","-0.03849031"," 0.60131959"," 0.06102239"," 0.14118468"," 0.53451908"," 0.05793199"," 0.40177534"," 0.36338186"," 0.17535731"," 0.15559841"," 0.30260476"
"M827.326T866.333","-0.45219883","-1.28478651","-0.38981584","-0.50941635","-0.17823143","-0.45108614"," 0.17859996"," 0.49548891"," 0.44066035"," 0.99569674"," 0.12757466","-0.22317438","-0.16101323"," 0.11501627","-0.13157368","-0.91032524","-0.24875738"," 1.23791256","-0.03942638"," 0.06720368"," 1.14336691","-0.31073435"," 0.78453293","-0.15558879","-0.10139707"," 0.07257810","-0.11110545"
"M632.473T1456.772","-0.531188305","-0.592248825","-0.373722244"," 0.044216963","-0.095522704","-0.209309436","-0.887297263","-0.462156159","-0.152149632","-0.353130712","-1.253654588"," 0.281112956","-0.137589352","-0.004498569"," 0.639958308","-0.021832219"," 0.318662217"," 0.315503322"," 0.458897175"," 0.153034802"," 0.034724412"," 0.520216462"," 0.480337584"," 0.584966114"," 0.631096276"," 0.208544253"," 0.403029165"
"M871.347T798.136","-0.145938288","-1.829402428","-0.332115401","-0.763620189","-0.050390312","-0.028728680"," 0.560452332"," 0.277984615","-0.004326476"," 0.907000551"," 0.510381889","-0.471303731","-0.139866461"," 0.421105177"," 0.350911002","-0.361680540"," 0.014168928"," 0.963558029"," 0.027933546","-0.068392960"," 1.152376127","-0.340961407"," 0.225910982","-0.257655368","-0.339617903","-0.092526082","-0.185256951"
"M1095.412T857.905","-0.76161538","-1.07433933","-0.36254780","-0.36114738"," 0.12992238","-0.34848897"," 0.22770816"," 0.32865774","-0.19785419"," 0.20160201","-0.60688299"," 0.20897462","-0.20150180"," 0.51303119"," 0.47029273","-0.41966085"," 0.06484197"," 0.50564287","-0.22999084"," 0.21569920"," 0.04039475","-0.04520703"," 0.37972444"," 0.31076153"," 0.20809370"," 0.35897456"," 0.44491471"
"M549.424T1386.472","-0.55002675","-0.52566912","-0.35628137"," 0.06243083","-0.10576954","-0.42379223","-0.45238759","-0.40960285","-0.13051483","-0.46242091","-0.68201383"," 0.34489933","-0.32221430","-0.31351445"," 0.16978268","-0.19253792"," 0.24486936"," 0.44075683"," 0.30691034"," 0.08622138"," 0.23153989"," 0.80193496"," 0.59775967"," 0.55780886"," 0.73852956"," 0.26486089"," 0.07844114"
"M621.422T1335.803","-0.385690127","-0.651634292","-0.332429178","-0.275027716","-0.038161383"," 0.012459283"," 0.357874087","-0.523850583","-0.388996836","-0.319336987","-0.779141169","-0.012526464","-0.149785567"," 0.053382207"," 0.333874470"," 0.055053771"," 0.532977369"," 0.198682831"," 0.521376047","-0.036496876","-0.044961017"," 0.394738676"," 0.304250715"," 0.262997161"," 0.683371104"," 0.220374160"," 0.006626318"
"M995.371T941.78","-0.692214973","-0.690846386","-0.080330436","-0.332458887","-0.278621177","-0.316541901"," 0.025883302"," 0.159350170","-0.262035252"," 0.632849694"," 0.232420682","-0.031554950","-0.135532836","-0.034102146","-0.032989112","-0.543163170","-0.005071506"," 0.462581579"," 0.175071032","-0.077587938"," 0.526133635","-0.217860471"," 0.393326406"," 0.484517867"," 0.128166470"," 0.160306016"," 0.350304288"
"M513.176T893.689","-0.61168492","-1.14499453","-0.43912732","-0.05767494","-0.11546930"," 0.03245643"," 0.24685474","-0.09101471","-0.28799475"," 0.20903430","-0.40107661"," 0.20229839"," 0.07850445"," 0.29845661"," 0.03033587","-0.45647326"," 0.18713590"," 0.24960600"," 0.37348118","-0.19051728"," 0.30767447","-0.05652110"," 0.27439391"," 0.45638095"," 0.43712316"," 0.08325837"," 0.38555400"
"M949.361T934.647","-0.510389697","-1.123770095","-0.133503856","-0.176911876","-0.149347195","-0.327943452"," 0.098684858"," 0.001353163","-0.219814921"," 0.330582075","-0.176973131"," 0.241771319","-0.001305846"," 0.008937309","-0.040785381","-1.107386402"," 0.072048290"," 0.380941794"," 0.556682799"," 0.038306899"," 0.336037479"," 0.116083114"," 0.455294187"," 0.531665470"," 0.295328195"," 0.136276369"," 0.368138533"
