"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"M697.459T1191.472",-0.032647,-0.0011458,0.030748,-0.014976,0.026257,0.013929,-0.03221,-0.029261,-9.4757e-05,0.0072334,-0.071632,0.0065508,0.021674,0.0095268,-0.023356,0.006523,0.033171,-0.0034542,-0.01805,0.00017388,-0.0007792,0.0032004,-0.0076027,0.042595,-0.040127,-0.0048936,0.02901,0.02854,0.0061674,0.016793,0.015096,-0.024888,-0.0026606,0.0019763,-0.011074,0.042837,0.014718,0.016519,0.0040324,0.025049,-0.0013594,-0.032256,0.016204,0.020086,0.012195,-0.0040723,0.016402,0.016756,-0.012871,-0.01916
"M695.447T1189.727",-0.02513,-0.002625,0.015397,-0.0057536,0.017195,0.0026977,-0.0068169,-0.009077,0.0014415,-0.015621,-0.026896,0.010438,-0.00080809,0.010668,-0.012745,0.0015815,-0.023683,-0.0095605,-0.007339,0.0040052,-0.028224,0.018466,0.0013554,-0.014211,0.0016832,-0.0031484,0.01142,0.028861,0.013617,0.020735,0.014047,-0.021676,-0.017626,-0.001249,-0.0015561,0.019218,0.0041291,0.014436,0.0054069,-0.0038184,-0.0016123,0.0020834,0.010283,-0.0048291,-0.0052584,-0.028657,0.0064377,0.006134,0.023803,0.23927
"M917.581T1308.231",-0.027225,0.010571,0.016709,-0.0011431,0.032496,0.020051,0.02752,-0.0049296,-0.036854,-0.030765,-0.036909,-0.0072628,0.016256,-0.0038837,0.025333,-0.049388,-0.0052756,0.023355,0.0058832,-0.027567,-0.024846,-0.0067743,0.021522,0.0057136,-0.00055979,0.017085,0.023726,0.0052173,-0.004784,-0.023312,-0.002732,-0.0014459,-0.01454,0.038975,-0.028893,0.019007,0.0022885,-0.0026418,0.0059086,0.024724,0.0035962,0.0030798,0.0041732,-0.0051769,-0.026082,-0.033007,-0.0040774,0.0088405,-0.016157,0.26069
"M810.529T1306.211",-0.020939,0.0018329,-0.0097941,-0.00011938,0.0067756,-0.0043808,0.011281,-0.0065467,-0.0034398,-0.014875,0.020329,0.010491,0.022913,0.023705,-0.0088584,0.040797,-0.011805,-0.015186,0.0033399,0.011842,0.0087718,-0.0023483,-0.011559,0.0010788,0.037619,5.8997e-06,0.018553,0.014738,-0.003605,0.011165,0.0020339,-0.0031517,0.0010101,0.00020471,-0.014815,-0.0012379,0.0057246,-0.01397,0.0015524,0.009332,-0.0080356,0.012728,-0.038113,0.041164,-0.0033788,-0.0088633,0.0031266,-0.010654,-0.020666,0.19461
"M385.182T1540.093",-0.0064886,-0.0048936,-0.008327,0.0097312,0.019539,-0.026012,-0.00035439,-0.0061956,0.033571,0.013382,0.038307,0.0079355,0.011412,0.030863,0.028141,0.0079091,0.034024,-0.029307,0.041687,0.039451,0.040581,-0.0018814,-0.060603,0.0020969,0.0040321,-0.0032566,-0.032481,-0.032708,-0.0094867,0.0049206,0.034375,0.0096664,0.0073976,-0.0056664,-0.023942,-0.0043783,-0.011828,0.020991,-0.038175,-0.0061323,-0.026627,0.030022,-0.010062,-0.043504,0.046599,0.058116,-0.083281,0.056303,0.028851,-0.21331
"M441.228T1306.216",-0.021036,-0.0061242,-0.0059625,0.025479,0.024176,-0.001739,0.012805,-0.0012847,-0.00027097,0.017871,-0.0021566,-0.0033151,-0.0076588,0.015256,0.010495,-0.0010821,0.009609,-0.015402,0.02634,-0.0049231,0.017029,0.0017318,-0.0014321,-0.014849,0.01192,0.0024941,0.0062992,0.0039039,-0.0066992,-0.0043587,-0.0035074,-0.0019131,-0.016048,0.010695,-0.007028,0.0097342,0.0012861,0.011877,0.011571,0.015675,-0.011176,0.0074819,-0.0061951,0.011038,0.0026314,0.0067989,-0.0010905,0.0081239,0.016559,-0.15259
"M711.445T1221.644",-0.027255,-0.0023036,0.0087087,-0.012921,0.022961,0.0016471,-0.012639,-0.019578,-0.0063265,-0.018736,-0.037399,-0.0076825,0.00065092,0.008357,0.002439,-0.045252,0.0025317,-0.0052872,-0.015906,0.0014434,-0.016124,0.0060259,-0.00032769,0.023091,0.001574,0.020881,0.026907,-0.0025163,0.010605,0.022098,0.0028089,-0.017312,-0.021603,-0.0048366,-0.0058007,0.0010867,-0.00077221,0.016679,0.0010461,-0.010141,-0.0041441,0.0038765,0.0002681,-0.023361,-0.0022092,-0.013121,0.014794,0.0080011,0.022034,0.62176
"M557.468T1423.166",-0.027294,0.0075438,-0.0056461,-0.0012285,0.023669,-0.0030843,0.020581,-0.026537,-0.0056984,0.0010553,-0.045988,-0.0020024,-0.0091522,-0.0094927,0.017879,-0.016522,-0.017527,-0.00081671,0.0071577,0.042637,0.018046,0.0054138,-0.026028,0.0031237,-0.0022976,-0.013532,-0.025004,-0.015458,-0.011746,-0.013103,0.0022982,0.010562,0.014851,0.0010485,0.0032261,0.037094,0.010347,-0.0087227,-0.0053253,0.0094147,-0.011645,-0.0076887,0.022244,0.0042157,0.006274,-0.024124,-0.026273,-0.0025015,0.0048281,-0.1933
"M679.436T1338.726",-0.021606,-0.00076997,-0.0014682,-0.0297,0.023872,-0.0024272,-0.010097,-0.036488,-0.0058097,-0.028782,-0.029996,-0.016213,-0.02102,-0.024218,0.0024098,0.0050903,-0.008443,-0.012821,-0.0067227,-0.003043,-0.012413,-2.0118e-05,-0.0061095,0.0035585,0.0047751,-0.0002446,0.014187,0.011075,0.0057583,0.024981,0.014316,-0.025935,0.0012236,-0.0054616,-0.01691,0.0085399,-0.0078076,0.012357,-0.01165,-0.0023381,-0.0044948,0.009343,0.0067163,-0.006121,0.0017807,-0.0096003,0.020192,0.0038272,0.011249,-0.10543
"M589.459T1372.544",-0.024825,0.0067421,0.00087586,-0.033747,0.044548,0.0015403,0.0061064,-0.043818,-0.013592,-0.043069,-0.058122,-0.029538,0.056485,0.0090822,-0.0070284,0.055096,-0.011642,-0.010153,-0.013927,0.017462,-0.013281,0.031133,-0.030737,0.0037935,-0.032492,0.03273,-0.027543,0.0237,0.033508,0.015049,-0.019652,0.028212,0.013695,0.00079528,0.025867,0.048176,0.029758,7.242e-05,0.0024907,0.0065771,-0.01982,-0.0021762,0.02833,-0.0066307,-0.025942,-0.021781,-0.0054328,0.0073204,0.007602,-0.11717
"M681.469T1408.485",-0.018012,0.0091084,-0.0008965,-0.054285,0.019972,-0.0090412,-0.024104,-0.034848,-0.017391,-0.012637,-0.042173,0.030468,-0.022198,-0.033821,0.00095428,0.013898,-0.010189,-0.012792,-0.017444,0.0005056,-0.0055243,0.0073383,0.0026842,0.015377,-0.0053207,0.0026354,0.0026765,0.021954,0.0113,0.032468,-0.0062975,-0.00081238,-0.014258,-0.0042039,-0.0095785,0.011552,0.0020394,0.0072592,0.0075336,0.014591,-0.0091188,0.010717,-0.0012735,0.014548,0.0048397,-0.0075407,0.024178,0.0051484,0.0081698,0.050985
"M695.451T1225.817",-0.02387,-0.0039402,0.0091101,-0.01539,0.017955,-0.0044153,-0.0077817,-0.015584,-0.00047861,-0.022928,-0.034048,-0.0048501,-0.019164,-0.010685,0.0025929,-0.0077492,-0.021578,-0.0051661,-0.011159,-0.0036913,-0.014816,0.004505,-0.005396,0.0028212,0.0013391,0.012629,0.014212,0.018473,0.025694,0.019094,0.016986,-0.019407,-0.019873,-0.0073614,-0.028292,-0.0027805,0.0067618,0.01734,0.0071386,-0.012113,-0.0115,0.0032318,0.0035001,-0.0063512,-0.007713,-0.007851,0.018155,0.0020593,0.02727,0.070528
"M285.134T1052.907",-0.031389,0.0070564,-0.029103,0.056109,0.024357,0.0037616,0.010099,0.009543,-0.024544,-0.021493,0.0021046,-0.022224,0.039688,0.036354,0.020999,-0.034251,-0.019597,0.0051465,0.014598,-0.065018,-0.0322,-0.029369,-0.022246,0.0028872,0.037375,0.0079859,0.00059661,-0.021921,0.015615,0.028133,-0.0054664,-0.0076112,-0.0086647,-0.014375,0.010943,0.024268,0.016026,-0.0068597,-0.0015501,0.020137,0.011247,-0.002709,-0.011324,0.0052079,0.0074648,0.012894,-0.0062659,-0.0055813,0.0030115,-0.050141
"M681.469T1389.183",-0.018237,0.0090564,-0.00017399,-0.053974,0.021113,-0.0074742,-0.022523,-0.038463,-0.017476,-0.011882,-0.043184,0.028564,-0.02128,-0.032993,0.0030012,0.01597,-0.009364,-0.010638,-0.020794,0.00056273,-0.0067973,0.0083572,0.0042798,0.019471,-0.0017434,-0.00097355,0.0006678,0.021058,0.013385,0.039644,-0.0059528,0.0028162,-0.008766,-0.0082455,0.00051011,0.0086265,0.004931,0.0063174,0.003524,0.016717,-0.0059051,0.010603,-0.0012322,0.011882,0.0053559,-0.0043571,0.018437,0.0079487,0.01636,-0.060851
"M680.474T1439.81",-0.0065303,0.015237,-0.01198,-0.054876,0.015679,0.0045387,-0.023881,-0.025772,-0.01893,-0.008232,0.00082753,0.044222,-0.0089938,-0.027181,0.0054832,0.014186,-0.0055245,-0.017562,-0.021525,-0.035592,0.02034,-0.012265,-0.009568,-0.024163,0.015821,0.035348,0.009626,-0.017678,0.021563,0.0047537,-0.0010801,0.0046777,-0.022053,-0.0049173,-0.051814,0.0012767,0.015417,0.020103,0.021774,0.028012,-0.016782,0.029321,0.019306,0.014997,-0.0063147,-0.020284,0.041448,0.012452,0.02018,0.067519
"M574.467T1456.399",-0.020455,0.0029392,-0.0022948,-0.032608,0.019529,0.00088138,-0.0094205,-0.038796,-0.027297,-0.02687,-0.036753,-0.0028079,0.04608,-0.010904,0.0050341,0.013053,0.043418,-0.031999,0.0045701,0.0018354,0.0065965,0.0043046,-0.0087144,0.028394,0.024674,0.0011801,0.012132,0.0080161,-0.013496,-0.0043876,0.015021,0.01809,0.027842,0.010973,0.011169,-0.02477,-0.005158,0.0081387,-0.020273,0.013621,-0.010502,0.0084617,0.020726,0.049202,0.018039,0.0023695,-0.0052686,0.0048675,0.047783,0.14038
"M565.421T1295.888",-0.017709,0.017168,0.0027649,-0.049666,0.034004,-0.0019405,-0.020448,0.012345,-0.029126,-0.00084616,-0.022485,-0.026203,-0.0078458,0.042855,0.016628,-0.0052366,-0.0097973,-0.010679,-0.0059428,0.021618,0.0015098,0.006078,-0.0077564,0.0079378,0.013832,0.0014014,-0.0014539,-0.018935,0.0093062,0.017786,-0.0060554,-0.0073712,0.0042291,-0.01986,-0.0092198,0.020059,-0.01857,0.0026372,0.0079819,-0.0023944,0.012067,0.017422,0.008257,-0.021269,-0.0012225,-0.00060051,0.017756,-0.020342,-0.013686,-0.13078
"M681.474T1424.253",-0.016677,0.012129,-0.011792,-0.050647,0.01433,-0.011382,-0.025085,-0.042197,-0.014557,-0.0070069,-0.040408,0.026735,-0.028157,-0.033674,0.0093007,0.0093839,-0.0097481,-0.013374,-0.020382,-0.003266,-0.0060938,0.0046398,0.00031788,0.016693,-0.0015096,0.0062389,-0.0060125,0.019088,0.0083862,0.036055,-0.0041347,0.0001903,-0.010077,-0.0071106,-0.011091,0.016647,0.010563,0.0079341,0.0071743,0.012841,-0.008791,0.0068305,0.0035465,0.010623,0.0093624,-0.002003,0.016345,0.0081469,0.013227,-0.13312
"M569.292T994.771",-0.032435,-0.0014443,-0.013335,0.045644,0.0057079,0.019281,-0.0011414,-0.033926,-0.0018281,-0.002264,0.0015211,-0.0029234,0.014954,-4.3696e-05,0.030741,-0.050897,0.056699,0.00049926,0.0229,-0.058758,-0.028709,0.019665,-0.0032361,-0.015638,0.0073938,-0.01788,0.012016,0.023811,-0.00016403,0.018407,0.021764,-0.025704,-0.012361,-5.3177e-05,0.024283,0.034541,0.028163,0.0027816,-0.0066214,0.023912,-0.0085067,-0.0082185,-0.040402,0.0086046,-0.0022814,-0.0034931,0.0057307,-0.015149,-0.00084855,0.088199
"M989.67T1341.992",-0.027989,0.014837,0.011517,0.01733,0.019644,0.0067091,0.012935,-0.0031991,-0.0084841,0.011548,-0.056426,0.055361,-0.00039553,0.070604,-0.0096594,0.043059,-0.057857,0.051208,-0.016811,-0.0015231,0.0070206,-0.036641,0.0275,-0.012819,0.018615,-0.01672,0.037136,-0.0015971,-0.023785,0.047195,-0.02735,-0.019046,-0.010699,0.025671,0.0029792,0.041053,0.0080812,0.063279,-0.017303,0.026248,0.0086022,0.02791,-0.008452,-0.076671,0.063789,0.01762,-0.00263,-0.0085988,-0.0093989,-0.12591
"M379.265T1245.233",-0.012466,-0.0048238,0.026216,-0.0048323,0.0078719,-0.0031711,-0.0096443,0.010175,0.013155,-0.0033952,0.006364,0.008626,-0.002722,0.032606,0.00056079,-0.0054551,-0.014884,-0.023432,0.01279,0.029578,-0.017257,0.018875,-0.0010949,-0.036678,-0.010396,-0.012804,0.018584,0.0011155,-0.03522,0.018624,0.014677,-0.022929,0.0073888,0.00024315,-0.017605,-0.0062469,-0.00037205,-0.020198,-0.0027254,0.02674,0.00077838,0.016662,-0.0094952,-0.0095895,0.0091859,-0.0075938,-0.00044569,-0.015954,-0.015059,-0.093071
"M679.452T1355.733",-0.021661,-0.0018119,-0.0015063,-0.029139,0.021288,-0.0064521,-0.012738,-0.037747,-0.0039266,-0.022887,-0.026181,-0.017532,-0.017855,-0.019373,0.0029498,0.011735,-0.010702,-0.016366,-0.0075806,-0.002851,-0.018761,0.0068137,-0.011137,0.0069978,0.0016273,-0.00023254,0.015834,0.010835,0.0069492,0.021516,0.019318,-0.01545,-0.0019055,-0.004895,-0.019084,0.0018944,0.0032447,0.0056623,0.0026857,-0.00052542,-0.0039029,0.013911,0.0062344,-0.0021747,0.0012477,-0.0061416,0.027513,0.0092545,0.02197,-0.15382
"M713.46T1208.68",-0.028552,-0.011359,0.015702,-0.015127,0.014177,-0.027933,-0.044171,-0.0031285,0.005044,-0.050049,-0.058645,-0.037035,-0.010965,-0.022616,-0.051064,0.0064519,-0.022876,-0.013359,-0.035628,0.016624,-0.021377,-0.006625,-0.0029939,0.036004,0.0014502,0.033599,0.034542,0.028663,0.012168,0.084486,0.0129,-0.029769,0.0015553,-0.031273,-0.0011116,0.063529,-0.01648,0.021466,-0.034702,0.017316,-0.038329,-0.0072677,0.014904,0.01178,-0.0028249,-0.0076657,0.0032284,-0.0014371,0.012911,-0.046622
"M711.444T1322.388",-0.02085,-0.00077562,0.0041841,-0.019127,0.019682,-0.0059584,-0.010204,-0.019508,0.0018935,-0.016751,-0.024799,0.015185,0.0033977,-0.0079655,-0.010394,-0.01117,-0.021403,0.0020249,-0.026321,0.0016692,-0.0053837,0.0058237,-0.014298,0.010977,0.004615,0.0094988,0.026279,0.0047986,0.0093885,0.019488,0.0076592,-0.013765,-0.014848,0.0020501,-0.021047,-0.0096203,-0.0086893,0.011992,0.0064367,-0.00917,-0.0010879,0.0025079,0.0038114,-0.021752,0.0011468,-0.015143,0.0038773,0.016778,0.0018389,0.004074
"M637.414T1384.421",-0.019472,0.00077082,-0.0021635,-0.017629,0.016545,0.0018132,-0.015709,-0.014571,-0.010921,-0.017992,-0.021399,0.015251,-0.0067548,0.00014698,0.0077895,-0.0095089,0.0052165,-0.0049545,-0.0004338,-0.0081322,-0.0042165,0.0068857,-0.0016041,0.016656,-0.011889,-0.0053933,0.0199,0.0055524,0.0088562,-0.004452,-0.0015231,-0.0036021,-0.0067491,-0.011153,-0.0065748,0.0039474,0.0077932,-0.0017417,0.014541,-0.013939,0.015075,0.017053,-0.00099349,-0.0042476,-0.0024642,0.0025744,0.0067722,0.0070621,0.030139,0.0038698
"M637.411T1406.122",-0.018154,0.0017738,-0.0050466,-0.021072,0.015728,-0.0018708,-0.014655,-0.021263,-0.0074808,-0.016863,-0.021165,0.017418,-0.0096078,0.0070599,-0.00035803,-0.0071383,-0.0011153,-0.0075792,-0.0024199,-0.0063003,-0.0020706,0.011,0.00063304,0.01429,-0.0090127,-0.0054455,0.01183,-0.001509,-0.0018522,-0.0077639,-0.0046805,-0.0048893,-0.0057976,-0.010965,-0.010485,0.0023301,0.007124,0.0092684,0.016265,-0.007469,0.018093,0.014501,-0.0087678,0.0089861,0.0097994,0.0043277,0.0071097,0.0059597,0.033278,0.0068615
"M729.452T1109.944",-0.025719,-0.0056505,0.020625,-0.016273,0.030798,-0.012874,-0.032038,-0.010631,-0.013541,-0.022911,-0.036238,-0.018992,0.0052866,-0.011653,-0.018222,-0.022616,-0.043961,-0.040412,-0.024888,0.01684,0.011667,0.0025508,0.01625,0.030299,0.01322,0.023746,0.010901,0.034436,0.0037362,0.038422,0.02541,-0.021001,-0.022775,0.024689,-0.017519,-0.0046451,0.017674,0.010783,0.019838,-0.003491,-0.014507,0.00095876,0.015684,0.00052873,0.0076054,0.025733,0.026229,0.028193,-0.00033442,0.068487
"M571.365T1456.373",-0.016945,0.0027713,0.0063269,-0.018639,0.0022634,-9.2445e-05,-0.0038204,-0.0048141,-0.00048597,-0.033829,-0.029244,0.010099,0.0026779,-0.0020031,-0.016002,-0.007706,-0.018633,-0.020444,-0.017727,0.014083,-0.0091359,0.0087594,-0.0095665,0.035472,-0.015051,0.0105,0.020966,0.00027495,0.014675,-0.028642,0.025934,-0.013279,0.022369,0.0018221,-0.021959,-0.017079,-0.024284,0.018821,-0.0023014,-0.020938,0.015427,-0.017356,0.0097831,0.0020079,0.003525,-0.018929,-0.01259,-0.018505,-0.019179,0.055809
"M865.579T1358.969",-0.0053263,0.033203,0.064317,-0.032134,-0.033843,-0.018434,-0.073694,0.0093127,-0.046606,-0.049857,-0.060833,0.015051,0.001697,-0.016366,0.016197,0.038669,-0.0039625,-0.0080912,-0.038164,-0.071319,-0.012374,0.0068978,0.065252,0.07875,-0.028987,0.015641,0.019479,-0.018925,-0.0044642,0.017661,-0.063219,0.038714,-0.023617,-0.019539,-0.016844,0.013021,0.037881,0.0046822,0.015297,-0.048539,0.00044845,0.028985,-0.13018,0.042664,-0.086691,0.053441,0.062511,0.019036,0.16416,-0.063901
"M867.584T1358.969",-0.008821,0.0024004,0.054976,-0.0096876,-0.011255,0.015788,-0.01897,-0.038076,-0.018981,-0.075837,-0.058047,0.032911,0.022007,0.046236,0.020064,-0.025286,-0.08378,0.041728,-0.023856,0.0082749,-0.0045829,0.052342,-0.043505,0.13415,0.079845,-0.025254,-0.047632,0.0058985,0.020812,0.00037264,0.018178,0.050182,-0.04721,0.010355,0.0014685,0.0056049,-0.03009,-0.01355,-0.06348,0.03073,-0.025025,0.0097129,-0.019689,0.086671,-0.044621,0.043422,0.038596,0.030995,-0.019198,-0.080718
"M682.472T1373.006",-0.020873,0.0054793,0.005004,-0.048969,0.022137,0.0012001,-0.024276,-0.039721,-0.006696,-0.0029471,-0.040334,0.019139,-0.034724,-0.038508,0.005968,0.0025246,-0.004815,-0.011731,-0.013879,-0.0040162,-0.013666,0.011527,0.00018008,0.026813,-0.012044,-0.0049048,0.00056156,0.030847,0.012559,0.037504,-0.0025392,-0.01156,-0.016856,0.0050625,-0.0036395,0.0056799,-0.0038037,0.0085949,0.0014721,0.019419,0.0055754,-0.011574,0.0020075,0.018171,0.010425,0.00094478,0.0020843,0.0027767,0.0084922,0.10846
"M589.459T1264.044",-0.026746,-0.010531,0.030204,-0.023658,0.022289,-0.0079248,-0.035766,-0.035531,0.016236,-0.038077,-0.059825,-0.036356,0.0058616,-0.0027093,-0.029994,0.0046843,0.013054,-0.035096,-0.016961,0.017823,-0.021145,-0.0036745,0.02035,0.039566,0.018249,0.010804,-0.012692,-0.0008887,0.035052,0.022773,-0.015403,0.021327,0.026933,0.01786,-0.0077546,0.0067734,0.019304,0.01736,-0.0097049,0.0028073,-0.027019,-0.039389,-0.016799,0.021869,-0.0043559,-0.014437,-0.019748,-0.0030701,0.036527,-0.0051172
"M633.478T1401.37",-0.019385,0.011573,-0.00099734,-0.029274,0.026423,-0.0058179,0.00019963,-0.006814,-0.014496,-0.019221,-0.018726,-0.0063224,0.011106,0.013809,0.014889,0.013493,-0.0055519,-0.017763,0.020665,0.011321,-0.00061764,0.0062073,0.0040553,0.00038422,0.0025957,-0.0078928,-0.0041623,-0.0056804,-0.015675,-0.018474,-0.01075,0.02839,0.012579,0.0080174,0.011298,0.022044,0.015684,-0.020152,0.003917,0.0038709,-0.014014,-0.0071664,0.0096956,0.020345,0.0053945,-0.0061865,-0.0079484,0.00060023,-0.0048577,-0.008813
"M646.455T1423.013",-0.019069,0.0062485,-0.010386,-0.028514,0.0038166,-0.01131,-0.004367,-0.028872,-0.0042853,-0.0050241,-0.048517,0.0078647,-0.022701,0.0031272,0.025494,-0.004796,0.011803,-0.0175,0.007153,0.013275,0.013185,-0.0070515,0.0055736,0.031125,0.0014824,-0.014682,0.0008251,-0.02708,0.0098477,-0.0022431,0.018903,0.021526,0.0030902,0.0017032,0.015655,-0.017917,-0.013004,0.0083306,0.010047,-0.016765,-0.031923,0.035765,-0.0043581,-0.030127,0.0015482,-0.030155,0.0096418,-0.019567,-0.029058,-0.064124
"M881.484T1273.289",-0.033508,-0.010138,-0.015183,0.028453,0.028845,-0.012572,0.015346,0.013002,-0.016489,0.034565,0.01377,0.0088391,-0.012509,-0.020339,-0.0085631,-0.055042,-0.029117,-0.035492,0.013714,0.028711,0.014282,-0.031174,0.015021,0.012293,0.029049,-0.0026085,-0.0062447,-0.0050364,0.01273,0.004516,-0.024219,0.0073546,-0.010482,-0.0049211,-0.0033723,-0.023936,0.0061884,-0.0048239,0.006577,-0.0033899,0.007866,0.011788,0.0081217,0.0049653,0.0001888,0.0063285,-0.0011521,-0.007766,-0.0046761,0.054687
"M637.412T1422.711",-0.018035,0.0015294,-0.0061596,-0.020374,0.014623,-0.002989,-0.015178,-0.018568,-0.0081242,-0.017441,-0.024248,0.014503,-0.011528,0.0047194,0.0055336,-0.0034286,-0.0021943,-0.010935,1.4409e-05,-0.0052712,-0.0005336,0.0094666,0.0020861,0.014354,-0.011567,-0.0089181,0.015118,0.0022205,-0.00039894,-0.0025067,-0.0073844,-0.0022553,-0.0092094,-0.0073273,-0.0091922,0.0048343,0.00095884,0.0057329,0.012839,-0.0034824,0.017503,0.0099801,-0.0057373,0.0099185,0.0024888,0.0019587,0.0086118,0.00016431,0.036916,-0.035717
"M591.474T1330.445",-0.023927,0.0081522,0.0093368,-0.036793,0.022233,-0.010997,-0.0055038,-0.012093,-0.018821,-0.0078369,-0.042128,0.010973,-0.0036982,-0.0056622,0.0087344,0.013539,0.006865,-0.019602,0.0052182,0.013738,0.0018273,0.01392,-0.0099152,0.022343,-0.0015291,-0.0066975,-0.0088265,0.016494,-0.0012182,-0.0064265,-0.00098659,0.026046,-0.0052074,-0.011364,0.015942,0.0246,0.011024,0.0046763,0.0076708,0.008548,0.004313,-0.023172,0.016975,0.0017839,-0.0077807,-0.0024569,-0.010594,0.0015681,0.0084164,0.046216
"M645.45T1333.909",-0.024383,-0.0032443,0.0035225,-0.0050773,0.014551,-0.0041184,-0.003753,-0.00097625,5.1022e-05,-0.0019284,-0.025591,-0.00011981,-0.032544,0.0005037,0.010573,0.00080117,-0.022226,-0.010093,0.0093592,0.0061838,0.0066649,-0.0021236,0.00052533,0.024006,-0.0036616,0.011384,0.014223,-0.0066173,0.0038828,-0.0010396,0.0031079,-0.0082089,0.0066595,-0.0018346,-0.0080302,-0.0022935,-0.0013823,-0.010517,0.013621,-0.02542,-0.0073263,-0.0062696,0.024345,-0.018402,-0.0019668,-0.016968,0.01087,-0.012741,0.0055239,-0.0061973
"M826.523T1305.342",-0.029168,-0.0040669,-0.0045774,0.013549,0.025036,-0.001598,0.026786,-0.0013962,-0.0048987,0.0087257,-0.0082332,0.012741,0.0099735,-0.00058739,-0.012024,-0.010717,0.019099,0.0068056,0.0020633,-0.006316,0.0015661,-0.01782,-0.010585,0.0078802,0.019772,0.013337,0.0028931,-0.015682,0.0057257,0.0034851,-0.017139,0.01398,0.007151,0.0019227,-0.019228,-0.002945,0.013288,-0.0046884,-0.0069844,0.010536,-0.0037756,0.0093941,-0.0015527,0.015358,0.0096526,-0.002788,-0.016857,-0.0018393,0.003817,0.073936
"M593.485T1401.37",-0.018897,0.012906,0.00278,-0.032692,0.015221,-0.010594,-0.0038744,0.0010161,-0.0097625,-0.0081287,-0.021179,0.0039059,-0.0077329,0.0065191,0.0039442,0.017679,0.007516,-0.0055948,0.013945,0.022116,0.0051634,0.014577,-0.0013734,0.0056878,0.0010945,-0.01807,-0.011089,0.013439,-0.002848,-0.017241,-0.016072,0.0076893,0.015794,-0.00072068,0.016517,0.0063754,0.0073499,-0.0061382,0.014767,0.0045751,-0.005208,-0.0099205,-0.0025366,0.0033134,-0.0033078,-0.0081601,0.0058619,-0.0008293,0.0050418,-0.04603
"M591.474T1402.346",-0.023165,0.0090894,0.0074974,-0.036837,0.022636,-0.010021,-0.0048375,-0.015301,-0.020011,-0.0097611,-0.035637,0.00706,-0.0021837,-0.0080291,0.010977,0.012312,0.0071341,-0.021415,0.0093897,0.014279,0.00093303,0.01094,-0.012036,0.01947,0.0021104,-0.0083766,-0.0079867,0.01236,-0.0072413,-0.0067734,-0.0013296,0.026916,-0.0063147,-0.012114,0.016266,0.023408,0.0094572,0.004181,0.006639,0.012152,0.0070739,-0.019329,0.019081,0.0033134,-0.0065475,-0.0025777,-0.014537,-0.0011409,0.014266,0.077728
"M1123.351T817.469",-0.016258,-0.014136,-0.0079817,0.017266,-0.014779,-0.016453,0.021296,-0.0094291,0.039828,-0.015595,-0.01238,-0.0040762,0.0063288,0.015818,-0.0099076,0.0091032,-0.012354,0.02556,0.035263,0.016986,-0.0026187,0.0043949,0.0063804,-0.0068871,0.018816,0.011317,0.0034995,0.0045466,-0.018493,0.025719,0.001348,-0.017939,-0.028955,-0.0034144,0.021231,0.019956,0.064592,-0.021048,-0.0073099,-0.016919,0.015349,-0.010065,0.010568,0.0084241,0.014528,0.021502,-0.014733,-0.018128,0.01092,0.034645
"M645.458T1212.039",-0.025562,-0.0060111,0.0092126,-0.00073406,0.014788,-0.0041319,-0.0011615,-0.00049359,0.00171,-0.0029443,-0.022391,-0.004703,-0.034526,0.00012587,0.0063147,0.0012829,-0.025334,-0.0086918,0.010546,0.011424,0.0023496,0.0057332,0.0028443,0.015264,0.0014388,0.0069325,0.016997,-0.0088038,0.00072634,-0.0035053,0.0036163,-0.0033942,0.0019546,0.0029854,-0.012857,-0.0074877,0.0030446,-0.0097322,0.0020732,-0.023617,-0.0035765,-0.011986,0.017773,-0.019449,-0.007839,-0.013203,0.011468,-0.013164,0.0038628,-0.029633
"M555.363T1275.021",-0.028169,0.0013124,0.016242,-0.0098039,0.0050635,0.023717,0.0075568,0.02099,-0.02271,-0.038702,-0.047945,0.0070132,-0.03122,0.009662,0.025409,-0.074398,-0.017535,-0.001786,-0.0047392,-0.0049581,-0.0086746,0.0078918,-0.0171,0.025154,-0.040315,0.018157,0.03333,-0.022212,0.004941,-0.022445,-0.017882,-0.0050086,-0.0060791,-0.012203,0.0072014,-0.049229,0.0061658,0.0093198,-0.016099,-0.010313,0.0087252,-0.036217,-0.00013367,0.01935,0.0037127,-0.013562,-0.0050281,-0.0066674,-8.283e-05,-0.0035927
