"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"M787.547T1591.444",-0.0052864,0.030119,-0.019499,0.012554,0.0076347,0.031337,0.045577,-0.017887,0.067308,-0.010207,0.013262,0.01873,0.028319,0.0082761,-0.0047214,-0.029492,-0.010572,-0.0065749,0.034374,0.061634,0.0066324,-0.023252,-0.017364,0.007302,0.0074084,0.021026,0.0083115,0.030439,-0.019507,0.0019907,-0.017832,0.018776,0.018952,0.039113,0.011479,-0.039685,0.012178,0.0021136,0.010893,-0.023044,0.060391,-0.06093,-0.091306,-0.045398,-0.013884,0.0084756,0.038012,0.016445,-0.008305,-0.0044904
"M321.239T1209.593",-0.0097611,-0.0013378,0.00028286,0.0019587,0.01051,0.00068991,-0.0039732,0.0057836,0.022007,-0.0068847,0.026733,0.0094523,-0.0012039,0.01619,-0.019995,-0.024111,0.0020629,0.00067707,-0.043606,-0.021115,0.01794,-0.012255,-0.0069821,0.006594,0.0044501,-0.0081848,0.0054299,-0.015754,0.0065826,-0.015792,-0.0011047,-0.00098454,-0.0023331,-0.0010205,-0.017055,-0.01895,0.0045723,0.0076696,0.021491,0.022658,-0.01318,0.0087457,-0.0067025,-0.0085949,-0.0048472,-0.0020005,0.024284,0.023221,-0.01722,-0.0073357
"M749.502T1458.08",-0.0097955,0.021123,-0.024529,-0.0076777,0.0091125,0.014036,0.0053799,-0.011996,-0.0015365,-0.016617,0.0092013,0.0041381,0.003625,0.0069718,-0.017477,0.015862,0.0050481,-0.0039473,0.0069542,-0.0082903,0.011846,0.019644,-0.011539,-0.0076119,0.0011108,0.013449,-0.0099461,0.0095914,-0.026455,0.0051163,0.0031003,-0.0035259,-0.003165,-0.0072933,0.0087832,0.0017887,0.00017864,-0.018383,0.0051896,-0.0001819,0.0088414,-0.012146,-0.0098815,-0.0025307,0.0013654,-0.003837,0.00173,-0.049027,-0.0064141,-0.0017999
"M305.245T1356.47",-0.00051635,0.0034944,-0.019676,-0.0016543,-0.010643,0.001817,-0.0046083,0.0093818,0.026836,-0.0013393,0.014659,0.01001,-0.0032845,0.016594,0.0038297,0.0076591,-0.0024898,-0.017688,-0.0019627,0.0037913,0.0074808,0.036333,-0.021893,0.014744,0.015435,0.03315,-0.0017196,-0.010016,-0.0039059,0.01737,-0.015036,-0.014222,0.048465,-0.025737,0.027538,-0.014625,-0.009649,-0.018295,-0.0014412,-0.0087782,0.01255,-0.041,0.016995,0.0011618,-0.01562,-0.0065677,-0.016344,0.033728,-0.077968,0.0060244
"M613.185T813.994",-0.025787,-0.019896,0.004628,0.015903,0.012617,-0.01652,0.023528,-0.0066867,0.031324,0.022891,0.030809,0.0079257,-0.0088007,-0.0023685,0.014244,0.00076473,0.013812,0.025047,-0.041842,-0.0057902,-0.025,-0.076929,-0.0034515,0.0070554,-0.010937,-0.024827,-0.061595,-0.018017,-0.025816,0.013526,0.069668,-0.0065742,-0.017593,-0.0025627,-0.02201,-0.019331,0.0029004,0.046751,0.014585,0.0114,-0.021944,0.010956,0.027466,-0.03056,-0.020714,0.02891,0.032898,0.0072904,0.007163,0.016772
"M477.343T1423.013",-0.0064641,0.0066444,0.0039978,-0.020864,0.013735,0.0031941,0.019165,-0.0044875,-0.0058742,0.020125,0.022294,0.035584,-0.012035,0.0084558,-0.013863,-0.011509,-0.0078176,-0.0084893,0.0048473,-0.0054175,0.0038947,-0.009871,0.005318,0.0082399,-0.019888,0.034294,-0.041374,-0.0021998,-0.0064614,-0.025794,-0.020413,0.0053792,-0.0038598,-0.0073362,0.047763,0.018415,-0.033157,-0.00055138,0.056127,-0.043662,0.036252,0.026918,0.0010263,-0.0032708,0.0044867,0.0056516,0.032346,0.021205,-0.0035282,-0.0014608
"M965.706T1463.866",-0.0059723,0.043317,0.031387,-0.011263,-0.020627,-0.075018,-0.034988,0.021874,-0.045478,0.064094,-0.0022467,-0.080609,0.013477,0.031132,-0.027772,-0.031717,0.011294,0.013268,0.024822,-0.044012,-0.0078874,0.02768,-0.048922,0.046611,0.03033,0.010844,-0.015391,0.030896,-0.064474,0.015405,0.034353,-0.022004,0.010241,0.028622,-0.040556,0.012284,-0.016994,0.015325,0.04643,-0.059651,0.025137,0.073311,-0.0082991,-0.0042215,-0.055506,-0.0039403,-0.048647,-0.0041319,-0.022082,0.014533
"M899.583T1473.64",-0.010235,0.062767,0.03163,0.0076104,-0.0045118,-0.010531,0.0068456,-0.0074819,0.00036024,-0.020909,-0.0084113,-0.0075345,0.0033132,-0.021651,0.0014076,-0.0062842,0.0068825,0.010462,-0.0016861,0.032164,0.016839,-0.0011679,0.02081,0.0031202,-0.0279,-0.0053107,-0.021527,-0.0032309,0.0042713,0.014059,-0.030464,-0.017462,-0.038291,-0.034853,0.0018513,0.0089234,-0.011053,0.011041,-0.0027134,0.0065746,0.017116,0.0036999,-0.015386,-0.035256,0.013943,0.03298,-0.02101,-0.037844,0.0016176,-0.00076346
"M332.328T1440.13",-0.002606,-0.0092096,0.026819,-0.01443,-0.0074723,0.004534,0.0082579,-0.0059036,0.023124,-0.0074013,0.012964,-0.0080236,-0.0065758,0.016481,-0.024459,-0.015466,-0.0079963,-0.037696,-0.00018568,0.0012266,0.0042146,0.028728,0.011337,-0.0091109,-0.035063,0.041316,0.0025231,-0.038265,-0.0021389,0.0040899,-0.019695,-0.038749,0.038237,-0.0088629,0.014977,0.01003,-0.031031,0.028703,0.0042909,-0.015236,0.019896,-0.013667,-0.030268,-0.011577,0.0011575,0.013311,0.0074958,-0.0097755,0.019271,-0.0057125
"M866.585T1504.486",-0.0085539,0.057641,0.03277,0.0083718,-0.0096222,-0.0095476,-0.0016019,-0.006026,-0.0098496,-0.03484,0.0092957,-0.017217,-0.0064585,0.0058559,-0.022912,0.0092756,-0.0078181,0.0084829,0.0030894,0.0090108,0.024514,-0.020058,-0.023284,0.01408,0.0036103,-0.026762,0.018064,-0.0046969,0.024911,-0.0041038,-0.024966,-0.0014014,0.014909,0.04803,0.0047979,-0.019175,0.013068,-0.011684,0.019353,-0.040784,0.0036007,0.020143,0.0036513,-0.012903,0.024082,0.034295,-0.028352,0.02036,0.0068426,-0.0063044
"M914.568T1454.879",-0.014086,0.060513,0.028416,0.013454,-0.0065714,0.0030487,0.0026698,-0.0013785,-0.007155,-0.010562,-0.0076598,0.017511,-0.038371,-0.00049722,-0.010913,0.011549,0.0083378,0.046893,0.0011678,0.033589,0.0062969,-0.0072126,0.011613,-0.00046438,0.019013,0.0086522,-0.01359,-0.029319,0.011217,-0.0051878,-0.0019545,0.036586,-0.0236,-0.011149,0.010617,0.011426,-0.032546,-0.029822,-0.039288,0.021924,0.041767,0.012838,-0.021645,0.010336,0.028065,0.024558,0.01184,0.023444,-0.019738,0.012575
"M405.264T1204.461",-0.026624,-0.0022815,0.0043358,0.02736,-0.0050955,0.0010796,-0.079878,0.02903,0.049998,-0.017951,0.030047,-0.029124,0.032757,0.014799,-0.022845,-0.041635,-0.04658,0.042768,-0.10339,0.021454,0.011106,0.013626,-0.037756,-0.00011154,0.052678,-0.012738,-0.0065713,-0.0034039,-0.023242,-0.009651,0.0036638,-0.0080742,0.0071865,-0.012255,0.075302,0.011871,-0.03773,-0.029667,0.01634,0.026031,0.014667,-0.0061915,-0.036226,-0.0081135,-0.03704,-0.010312,0.030894,0.022994,-0.012444,-0.003438
"M1083.693T1308.231",-0.018294,0.062482,0.043686,0.011398,0.0011229,0.0060522,-0.010872,-0.0060848,0.020334,-0.0019948,0.0079637,0.0029223,0.0082453,0.020867,-0.017819,0.030526,0.020441,-0.026067,-0.021256,-0.0027555,-0.03825,-0.045217,-0.043372,-0.010602,0.014867,-0.004116,0.024962,0.043563,0.015232,0.0060886,-0.011209,-0.068159,0.0084152,-0.0086987,-0.058428,0.069529,-0.083968,0.04793,0.058739,0.060244,0.060321,0.0090178,-0.018563,0.024925,-0.053878,-0.0058552,0.072153,0.064766,0.065015,-0.0096847
"M840.547T1302.363",-0.022178,0.0024161,-0.0053146,0.0070018,0.026247,-0.0013928,-0.010265,0.009274,-0.007123,0.0099938,0.02424,-0.022981,-0.0052208,-0.010311,0.0032438,0.0006952,0.0089585,0.0008148,-0.024288,-0.016841,0.010387,0.0064938,-0.014219,-0.0092985,0.036562,0.00035767,0.0039091,0.011011,-0.0042248,-0.0092747,-0.020382,0.0083429,-0.020013,0.0063576,-0.012428,-0.012392,-0.0066856,-0.0031295,0.00059341,0.020757,-0.0084576,-0.014632,-0.0038304,-0.0095711,-0.0076608,0.0078731,0.0071211,-0.0069692,0.004834,0.0015812
"M297.239T1269.605",-0.0043496,-0.0017638,0.016695,0.02271,0.028445,-0.031542,-0.075379,0.054693,0.04427,-0.0078966,-0.0056898,0.0031659,0.036081,0.0063294,-0.0022504,0.025516,0.01001,0.005252,0.012057,0.0039168,0.0076542,-0.018682,0.033239,-0.0018233,0.0053883,0.012648,0.0038823,-0.0032339,0.020212,-0.015305,0.028378,0.032029,0.013628,-0.014035,-0.0066656,-0.01093,0.0049864,-0.0071659,-0.0089536,-0.0083598,0.011017,-0.00046988,0.0068516,-0.0088581,0.0241,0.0046499,0.0026563,0.0039471,0.0099576,0.00077579
"M563.405T1612.829",-0.0032148,0.013208,-0.041594,-0.011034,-0.009462,-0.031577,0.010092,-0.0081107,0.010453,-0.0094209,0.0017488,0.0031515,-0.0035619,-0.0074632,0.0059739,0.01667,-0.0040439,-0.037882,0.009136,-0.029341,-0.015575,-0.00012436,0.022555,-0.085905,-0.016092,0.028485,-0.016885,0.005953,-0.048509,0.0019719,0.0038827,0.014967,-0.019954,-0.04887,-0.012513,0.034537,-0.043284,0.0074831,-0.002405,0.022703,-0.0082833,-0.024712,-0.041032,-0.013658,0.010371,-0.012473,-0.019822,0.036972,0.0024493,0.0057589
"M901.578T1512.438",-0.0097174,0.05296,0.012584,0.0069991,-0.0041516,-0.012861,0.0067582,-0.019019,0.0010929,-0.015143,-0.0048283,-0.0047747,-0.020589,-0.024179,-0.0049719,0.011937,-0.0038871,0.014338,0.0045095,0.028439,0.0095889,-0.035518,-0.0016573,0.016244,-0.020595,-0.032376,-0.02715,-0.035907,0.039633,0.010478,-0.016474,-0.011531,0.023743,-0.017756,0.018821,0.0029957,-0.0013323,-0.0074746,0.017898,0.0097873,0.019187,0.0072356,-0.031096,-0.014655,-0.00084811,-0.027403,-0.0014652,-0.010336,0.01341,-0.00049746
"M796.294T940.951",-0.031752,-0.01549,0.0051606,0.028489,-0.00403,-0.014889,-0.01588,0.010158,0.01583,0.0025676,-0.02624,-0.053348,-0.022423,-0.025956,0.0029913,0.014732,-0.016519,-0.00098778,-0.025515,0.012243,0.02016,-0.029746,0.024491,-0.008113,6.8807e-05,-0.0071106,0.011416,0.016154,-0.021231,-0.0084899,0.0087753,-0.014398,0.026375,0.0070589,-0.00082187,0.002636,-0.0035257,0.010059,-0.017932,-0.013645,-0.029828,0.002203,-0.0085068,-0.025803,0.0057908,0.0057979,-0.0023463,0.00026818,-0.005565,0.0072021
"M373.367T1542.077",0.00063043,0.022535,-0.0059968,-0.011234,-0.0018227,0.014091,0.0021407,0.0070581,0.025394,-0.0066089,0.006704,0.0145,-0.0050747,0.014374,-0.0096334,-0.0012492,-0.00435,-0.021544,-0.010828,-0.0046636,0.0055871,-0.011108,0.0053538,-0.00049526,0.0014008,-4.3892e-05,0.016136,0.010712,-0.026843,0.015974,-0.013884,0.0023139,-0.005627,-0.003461,0.020641,0.043795,-0.0039488,-0.038443,0.012134,-0.0066862,0.019596,-0.010081,-0.015702,0.0028022,0.012834,0.011601,0.016746,0.030411,0.023979,-0.0085625
"M1012.721T1475.069",-0.0076839,0.065246,0.039788,0.0058646,-0.028971,-0.0040945,0.011192,-0.0067138,0.0047815,0.010488,-0.013757,-0.0059729,0.0027116,-0.0019555,0.030195,-0.0057735,-0.009099,0.000115,0.0062933,-0.020488,0.026417,-0.04264,-0.048308,0.014073,0.028122,-0.010913,-0.0057319,0.048353,-0.029298,-0.052949,-0.0098032,-0.088312,0.034227,0.0033865,0.0062546,0.04243,0.083383,-0.0033807,-0.043032,0.0062791,0.039622,0.032999,-0.036343,0.023306,-0.03712,-0.013513,-0.0086302,-0.0072057,-0.037991,-0.004775
"M881.57T1435.939",-0.008764,0.069225,0.044014,0.017221,-0.010634,-0.0048471,-0.0042812,-0.014612,-0.012054,-0.02823,0.002957,-0.013463,-0.0048138,-0.016443,0.011591,0.0082782,-0.0032653,-0.004378,-0.00044639,0.019392,0.018329,-0.01358,0.02641,-0.013578,-0.0027598,0.0065478,0.015629,-0.0009168,-0.020833,0.012187,0.00093231,0.014606,-0.023635,0.0042817,0.016628,0.012554,-0.0038237,-0.013725,0.0036853,0.0052159,0.0076407,-0.0016521,0.0096711,0.010287,-0.0098402,0.021541,0.037589,0.029826,0.032988,0.0073656
"M256.265T1540.694",0.00043013,0.0068885,-0.034903,0.012229,-0.016927,-0.0042771,0.0018664,-0.01732,0.018913,-0.018625,0.0056928,0.0033655,0.0097844,0.015448,0.0021885,0.00084086,-0.016945,-0.0076479,-0.011325,0.00058546,-0.00074744,0.015447,0.0014024,0.008492,-0.0099185,-0.010022,-0.0070162,0.025154,0.023779,-0.02206,-0.0047573,-0.031699,-0.0083139,-0.015291,0.021144,-0.016857,-0.0064433,0.01675,0.0017114,-0.014959,0.0069917,-0.013004,-0.0045194,-0.025748,-0.0058903,-0.011718,-0.0019644,0.0094634,-0.0086155,-0.00090185
"M393.294T1406.263",-0.0050735,-0.0050399,0.030776,-0.027464,0.029773,0.004869,0.032149,-0.0065235,0.014163,0.0087799,0.0064256,-0.026052,-0.0056196,0.010553,-0.028125,0.0022225,5.8249e-05,-0.019443,-0.0053358,-0.0043276,0.0086907,-0.018177,0.014799,-0.028742,0.0030028,0.031943,-0.013067,0.016838,-0.045768,-0.043123,0.053293,-0.0079981,0.018749,-0.0074537,-0.010668,-0.025643,-0.0436,0.0029299,0.041299,-0.0090127,-0.0050593,-0.039467,-0.04049,0.041777,-0.070565,0.011522,-0.0055028,-0.0012872,0.029993,-0.0036132
"M474.347T1608.13",1.7952e-05,0.0023507,-0.033408,0.0056808,-0.012727,0.0039492,-0.00395,-0.015787,0.0038851,-0.027631,0.0079472,-0.0016131,-0.018957,0.04197,0.0051001,-0.019277,-0.0043425,0.0073925,-0.0064905,-0.0085879,0.017093,-0.021666,-0.011746,0.010145,-0.00083357,0.012043,0.0030088,0.049196,0.017068,-0.0021009,0.010244,0.01444,0.0036707,0.009756,-0.0025612,0.004752,-0.0045917,0.027606,-0.027199,0.036653,0.032418,-0.0060194,0.02107,-0.01811,-0.014262,0.00040113,0.019286,-0.014105,0.014172,0.0024325
"M875.587T1358.969",-0.0081425,0.033127,0.034275,0.0068286,-0.021952,0.00087182,-0.0010939,-0.0017217,0.014955,-0.0063337,0.0039278,0.029493,-0.012806,-0.016948,-0.035087,-0.0085586,0.017856,-0.018098,0.021066,-0.023248,-0.020666,-0.0014131,0.016088,0.01892,-0.011658,-0.0010854,0.056649,-0.0074066,-0.0084199,0.01273,-0.0094112,0.0089934,0.023849,0.0043883,0.0090606,-0.010971,-0.02959,-0.0054945,-0.001993,-0.00041316,-0.027927,0.011439,0.021132,-0.012295,-0.0026474,0.0013137,0.017272,-0.0054259,-0.025907,-0.0026666
"M898.575T1473.64",-0.0093567,0.067389,0.046487,0.014531,-0.0057384,0.0001611,-0.0043225,-0.0094869,0.0058106,-0.014464,0.010036,-0.017872,0.010028,-0.035471,0.01677,0.015015,0.0051298,-0.0030386,-0.0088064,0.025592,0.0038128,-0.019381,0.034675,0.0083498,-0.026293,0.00014538,0.0086035,0.0056335,0.01266,0.014288,-0.035478,0.026859,-0.0039276,-0.024145,0.039194,0.045805,-0.027912,-0.0025974,0.0077955,0.010594,0.017992,0.011392,0.014279,0.031186,0.0010394,-0.029318,-0.014254,-0.028804,-0.0067808,0.0025505
"M494.563T1509.9",0.0034839,0.0036822,-0.035937,0.022607,-0.0078913,-0.021965,-0.031689,-0.0082734,0.020645,-0.025647,-0.015553,-0.0011508,0.017654,0.0075511,-0.01182,0.014323,0.0028498,0.032928,0.010316,0.029374,-0.011503,-0.031559,0.013092,0.016617,-0.02874,0.052385,0.0098145,0.017527,0.02774,-0.027952,0.02134,0.013218,-0.025458,0.0096623,0.0067857,-0.02711,0.0034763,-0.030778,0.0081191,0.013434,-0.0073166,-0.021012,0.01549,0.018268,-0.053353,-0.032677,0.03105,0.018118,0.0026954,-0.0008397
"M385.291T1472.833",-0.00029422,0.0035936,-0.021721,0.0046184,-0.0065227,-0.0087382,-0.02797,-0.015933,0.013239,-0.012224,0.00068755,-0.015967,-0.0087144,0.014478,-0.02792,0.021174,-0.0056775,-0.017204,0.0073378,-0.014242,0.01905,0.0010597,-0.011147,-0.0035359,-0.019071,0.035176,-0.00431,0.02528,-0.0092351,0.0016346,0.0055306,-0.0204,0.0071409,-0.024659,0.025474,0.016182,-0.010806,0.0021392,0.0075916,0.015918,0.03374,0.00028294,0.016901,0.015178,0.012432,0.01569,0.019725,0.012407,0.012274,-0.0058738
"M429.317T1389.185",0.0010644,-0.01375,8.7571e-05,0.03832,-0.051911,-0.011582,-0.031454,0.051523,0.024309,-0.035801,-0.029218,0.013176,-0.023439,-0.003128,0.014459,0.0090069,0.011516,-0.0035428,-0.0060872,0.015959,0.0020812,-0.01119,-0.024722,0.019662,-0.0021611,0.0077652,-0.0058935,-4.905e-05,-0.014813,0.0079849,-0.0040226,-0.019309,-0.011255,-0.0027131,0.0078246,-0.017002,-0.020435,-4.6431e-05,0.0059168,-0.0026323,-0.0049415,-0.012831,0.0019917,-0.0092318,0.0019583,0.0081349,0.020927,-0.0031566,-0.014032,0.011813
"M708.511T1659.486",0.0044433,0.02352,-0.058142,0.0051002,-0.011843,0.013676,-0.010688,-0.012546,-0.018039,0.0026306,0.025498,0.0898,0.014025,-0.016275,0.005537,-0.0077314,-0.033054,-0.00091349,-0.0075756,-0.03042,0.0084173,0.0050048,-0.027059,0.027259,-0.02519,-0.014292,0.0047778,-0.017138,0.0035145,0.0066438,-0.027454,0.0036316,0.035864,-0.03086,-0.0098222,-0.026226,0.025763,-0.0096932,-0.015766,0.0050512,0.02116,0.011198,-0.014737,0.025201,-0.011715,0.0051729,0.031017,0.023297,-0.0081453,7.928e-05
"M927.605T1584.638",-0.009546,0.059225,0.0167,0.0062365,0.0086499,0.0076912,0.016604,-0.0061328,-0.0037662,-0.03582,-0.0034636,0.0029879,-0.026015,-0.017047,-0.0042185,0.0060685,-0.003596,0.0019056,0.00062951,0.0033947,0.011635,-0.015634,0.0054826,0.016169,-0.01639,-0.028057,0.01104,-0.029859,-0.0093036,0.0094559,-0.046436,-0.01516,0.022214,-0.025283,0.030602,0.025168,0.0032942,-0.0090759,-0.0032527,-0.0064056,0.011526,-0.0080518,-0.01649,-0.015108,-0.033324,0.010538,-0.0042256,-0.0040513,-0.029804,0.0016407
"M524.437T1458.08",-0.0080443,-0.010577,0.0051726,-0.033817,0.00069457,0.0080675,0.012401,-0.016689,-0.018614,-0.018738,0.0041923,0.014981,-0.022188,0.00039889,0.016038,-0.0021527,0.0047175,-0.0054987,0.0089793,-0.0061389,-0.0098366,0.015416,0.0079082,-0.023895,-0.0091422,0.0088908,0.0018349,0.0091092,-0.011049,0.016961,0.029971,-0.0019918,0.012049,-0.031963,0.014505,0.012365,-0.0094821,-0.011229,0.01855,0.027242,-0.010463,-0.012124,-0.019655,-0.0079781,-0.0026764,-0.014765,-0.02463,-0.0092397,0.02617,0.0027792
"M892.609T1509.101",-0.0085546,0.052786,0.027619,0.020283,-0.018001,-0.011644,-0.0056893,-0.010667,-0.018497,-0.010234,-0.0031706,-0.0040029,-0.011419,-0.024805,0.043595,-0.022789,-0.029656,0.00098689,0.0038383,0.012032,0.018221,0.018312,-0.0018294,-0.039761,0.039453,-0.010136,-0.0085648,-0.0022987,-0.014192,0.0036665,-0.0012532,-0.0075025,-0.0075252,0.016751,-0.013367,-0.020666,0.0037701,-0.031638,-0.015659,-0.0097452,-0.024249,-0.00067359,0.017215,-0.019049,0.021227,-0.0086134,0.02483,-0.012031,-0.002749,0.0020582
"M808.735T1557.614",-0.0034621,0.013181,0.01719,0.035385,0.0085756,-0.071678,0.088576,0.020607,0.051413,-0.0095855,0.012059,0.0086064,0.017078,0.022376,0.035628,0.025312,0.042172,-0.031311,-0.0062212,0.056786,-0.017599,0.024947,-0.020518,0.057967,0.0031337,0.0017692,0.028165,0.0043915,-0.0067926,0.02394,0.021799,-0.017086,-0.036239,-0.010557,0.018641,0.0068909,-0.0074711,-0.01541,-0.0088308,-0.0072327,-0.005365,0.039269,0.039784,0.03662,-0.031822,-0.030208,0.00118,-0.025741,0.064865,0.0013118
"M515.408T1574.181",-0.00056368,0.010166,-0.035482,0.0051936,-0.013375,-0.063169,0.031393,0.055749,-0.0083932,-0.033025,0.0024919,0.014978,0.0060012,-0.0028195,-0.023632,-0.017847,-0.018164,0.0078176,0.0022693,-0.014225,0.022525,-0.0089982,0.015409,-0.0062244,-0.024027,-0.029812,-0.022914,0.033731,-0.014494,-0.027631,0.041118,0.012913,-0.032998,0.019703,0.01851,0.017667,0.0092974,0.02409,-0.0060962,-0.030663,0.012704,-0.0026499,0.01524,-0.0019415,-0.0016023,0.013775,0.046561,0.0085888,0.056298,0.0094299
"M913.563T1454.879",-0.01219,0.060628,0.031421,0.014674,-0.0013915,0.0078916,0.0017754,-0.0078188,-0.01678,-0.017285,0.0098787,-0.011419,0.00049817,-0.023849,0.005278,0.0039394,0.016881,0.005421,-0.0078438,0.027095,0.007699,-0.0054527,0.04619,-0.0062459,-0.00014851,0.014535,0.012724,-0.026267,-0.011716,0.021238,0.0021798,0.021753,-0.013005,-0.0044224,0.012511,0.0079298,-0.029301,-0.0011981,-0.022716,0.0073995,-0.0061033,0.0010414,-0.00024207,0.010548,0.023581,-0.012017,0.028086,0.0063827,0.002738,0.0045847
"M655.531T1610.398",-0.0013081,0.032194,-0.030266,-0.003667,-0.032706,0.0031892,0.01679,0.0057183,0.057086,0.049715,0.0016178,0.052872,-0.038943,-0.0056177,-0.03779,-0.005518,0.015586,-0.061097,-0.0125,-0.011853,0.0017079,-0.059819,-0.01894,-0.023156,-0.012556,-0.006205,0.0089791,-0.013675,-0.0023131,0.059408,0.02274,-0.0162,-0.043897,0.019799,0.079661,-0.02572,0.035385,0.033613,0.0015865,-0.030566,-0.010314,-0.033474,0.0047435,0.024484,-0.044809,-0.035079,-0.035208,-0.038618,0.028542,0.002898
"M617.433T1456.129",-0.011209,-0.00385,0.02526,-0.023262,0.020336,-0.013418,0.0091385,0.030121,-0.0097226,-0.0243,0.033282,-0.0014428,0.0023565,-0.00058942,0.0074089,-0.011534,-0.0077019,-0.0066447,0.018499,0.011452,0.0089297,-0.01412,0.011374,-0.046151,-0.0088925,0.01155,-0.0192,0.018631,-0.028979,-0.018748,0.010659,0.013135,-0.010667,-0.017694,-0.024231,-0.0039715,-0.010716,0.0068438,-0.0059313,0.012737,-0.034607,-0.041211,0.012786,0.037945,0.030212,0.032487,-0.00020086,-0.016476,0.0015121,-0.0037776
"M721.577T1536.307",-0.00048877,0.021947,0.020795,0.0088223,0.013476,-0.053228,0.080627,0.027814,0.086165,0.025628,0.01902,0.029739,-0.013711,0.012957,0.036902,0.00030832,0.016455,-0.096956,-0.080162,0.00010092,-0.075855,0.032782,0.011141,-6.6333e-05,0.0057069,0.0041462,-0.041346,-0.0035319,0.022168,-0.010222,-0.0093123,0.032739,-0.0027919,-0.018988,-0.0018928,0.0060798,0.010873,-0.022149,-0.037204,-0.0050525,0.0036062,0.037906,0.022415,0.02462,0.018992,-0.018429,0.012084,0.033108,0.0032963,0.0043338
"M881.568T1457.816",-0.0079091,0.071163,0.043268,0.016862,-0.012698,-0.0058574,0.00015611,-0.019001,-0.0075234,-0.022142,0.010392,-0.01637,-0.0019536,-0.016142,0.0038206,0.0037179,0.0039784,-0.0040086,-0.0026832,0.01793,0.017385,-0.0086313,0.018404,-0.0087776,0.00090891,0.013726,0.01729,-0.0054682,-0.026144,0.010376,0.0011974,0.012331,-0.012734,-0.0032647,0.018309,0.01092,-0.0118,-0.010957,-0.0097152,0.0033866,0.011192,0.0041901,0.0055468,0.001539,0.0033969,0.026766,0.024862,0.027061,0.025997,0.0019866
"M825.585T1557.26",-0.003696,0.042455,0.011338,-0.0091924,-0.012219,-0.025928,-0.022533,-0.015027,-0.0035028,0.014358,0.019952,-0.0011966,-0.013514,0.0013776,0.003733,-0.0055072,0.0022402,0.0063392,-0.0088734,-0.018471,0.0003373,-0.022504,0.0084523,0.0025262,0.037474,0.014295,0.007222,-0.036407,0.013413,0.0054237,0.016534,-0.0061903,0.014325,-0.028457,-0.013346,-0.063058,-0.004868,-0.010624,0.0023711,0.0087652,-0.020258,-0.01496,0.039047,0.0017701,0.026807,-0.033518,-0.023098,0.027096,-0.053708,-0.0023076
"M481.362T1591.564",-0.0027762,0.0037187,-0.061196,0.0062508,0.0047894,0.0098399,0.004176,-0.021472,0.010168,-0.020479,-0.0082639,0.0059706,-0.0346,0.012274,-0.0023432,0.0009062,-0.0013528,0.0090291,-0.037152,-0.044206,-0.012122,-0.037628,-0.007846,0.022858,-0.011533,-0.049738,0.028425,-0.028236,0.034057,-0.010045,-0.049183,-0.035729,0.059985,-0.0072238,-0.048655,-0.024062,-0.042527,0.030478,0.030641,0.0083167,0.051848,0.06862,-0.0090491,-0.033045,0.022719,-0.0056546,0.040628,0.033547,-0.014556,0.003532
"M411.251T1437.383",-0.0098143,-0.0028363,0.0016552,-0.011309,0.0058747,-0.00062073,-0.0073324,-0.002744,0.013816,-0.0067793,0.0143,-0.00946,-0.0044559,0.012696,0.0037136,-0.011659,-0.0003164,-0.0073186,0.0031506,0.002671,0.011884,-0.029849,-0.020273,-0.0048107,-0.029159,0.0087188,0.013886,-0.02032,-0.017968,-0.019947,-0.019792,0.0026604,-0.016875,-0.019548,-0.00081546,0.0019099,0.0025259,-0.0072284,-0.013121,0.010707,0.011315,0.0012524,0.045516,-0.0068748,-0.0067757,-0.0022109,-0.016291,0.0023306,0.029963,0.001812
"M566.426T1641.413",-0.00030856,0.040467,-0.05732,-0.025145,0.017077,0.021006,-0.046089,0.010155,0.0066205,0.048238,0.022736,-0.0048342,-0.010644,0.0085903,0.01342,0.011645,0.016061,-0.017134,-0.034642,0.038167,0.001203,-0.018337,0.019356,-0.044756,-0.024152,0.018376,0.032902,-0.021257,0.0079185,0.0035228,-0.037711,0.018184,0.0072589,-0.018816,-0.0074507,-0.015031,0.018352,-0.0045573,-0.0097389,-0.05853,0.002567,-0.017783,-0.0066055,-0.017867,-0.019321,-0.020258,-0.0080557,-0.013441,-0.013059,-0.0099628
"M658.504T1389.113",-0.0099442,-0.0035681,-0.024043,0.0016195,-0.00022471,-0.0060576,-0.047059,-0.015804,0.004667,-0.028248,-0.007035,0.013613,-0.015736,-0.015754,0.018072,0.0096663,0.0085479,0.01438,-0.0055061,0.00085373,-0.0027927,-0.015982,0.0068311,0.016817,-0.0013521,-0.00172,-0.03077,-0.0024541,-0.0053219,0.0063393,0.01449,0.00031415,-0.0047121,-0.0098518,-0.024599,-0.0015262,-0.025125,0.029702,0.012674,-0.014084,0.0042179,0.0069755,-0.0063184,0.014417,0.010895,-0.0083902,-0.0016089,-0.0018434,0.012142,-0.0050432
