"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M697.459T1191.472","-0.045553941","-0.304993810","-0.221163029"," 0.084465626"," 0.324035727","-0.100913299"," 1.264244572","-0.091800935","-0.326875234","-0.022583878","-0.455407474","-1.432125618"," 0.289175656"," 0.064358923"," 0.079855758"," 0.395329404","-2.384118023"," 0.451996881"," 0.275544033"," 0.424537458","-1.273771491"," 0.317501391"," 0.513944114"," 0.778534281"," 0.801470552"," 0.492080678"," 0.438856854"," 0.387036653"," 0.262338692","-0.864436898"," 0.439499961"," 0.664930147"," 0.414186434"," 0.613171777"," 0.428267838"," 0.696472768"," 0.658870735"," 0.165171886","-1.314967594"," 0.394379927","-1.481192496","-1.628534074","-2.456672594","-0.003400789","-1.171313006","-0.116471730"," 1.152822109"," 1.307792633"," 0.640294215"," 0.475128228"
"M695.447T1189.727","-0.024965856"," 0.026919634"," 0.140750839"," 0.106568331"," 0.163742573"," 0.032746861"," 0.341012176"," 0.042392374"," 0.094152853"," 0.151351959","-0.005442527","-1.457166289"," 0.097529784"," 0.067404192"," 0.012889144"," 0.250882960","-1.236388310"," 0.269252751"," 0.345527439"," 0.266886638","-1.034688680"," 0.368709842"," 0.357677182"," 0.535887988"," 0.654857187"," 0.275818677"," 0.242461043"," 0.273005808"," 0.174508021","-0.962609839"," 0.240670109"," 0.482304486"," 0.496495102"," 0.415789687"," 0.228269038"," 0.497263574"," 0.400528551"," 0.210518213","-1.128166705"," 0.154755521","-1.379599073","-1.139624868","-1.258917721","-0.212394012","-1.209986352"," 0.025874771"," 0.894121057"," 1.191019334"," 0.425023813"," 0.094380722"
"M917.581T1308.231"," 0.01745202"," 0.13707878"," 0.45829604"," 0.13697716"," 0.22349185"," 0.18320493"," 0.49582179","-0.01794283"," 0.10815657","-0.27556991","-0.50937631","-0.97541701"," 0.19662405"," 0.44720244","-0.07309426"," 0.25171732","-1.60337510"," 0.36779322"," 0.45539206"," 0.19247884","-0.77371615"," 0.09249262"," 0.31894495"," 0.23609225"," 0.63469592"," 0.65609865"," 0.25925216"," 0.15521622"," 0.33297496","-1.52662381"," 0.16142135"," 0.49329860"," 0.73771848"," 0.31503830"," 0.62952809"," 0.41715149"," 0.27988048"," 0.46425916","-2.63279779"," 0.20864581","-1.63468516","-0.80743636","-1.13168161"," 0.17068635","-0.90480017"," 0.01628723"," 1.00354615"," 0.72790215"," 0.47917612"," 0.40452190"
"M810.529T1306.211"," 0.28091531","-0.16829300"," 0.31598508"," 0.34209373"," 0.26466953"," 0.22812159","-0.13173311"," 0.26340564"," 0.18323980"," 0.24187323","-0.21904128","-1.20378238"," 0.57749482"," 0.31409266"," 0.27491123"," 0.34257650","-0.86218090"," 0.34541063"," 0.34660486"," 0.20087654","-0.82155295"," 0.18019760"," 0.28651096"," 0.33738856"," 0.44015338"," 0.46801992"," 0.38546568"," 0.16846130"," 0.24111310","-0.69065122"," 0.40237820"," 0.33800715"," 0.44471468"," 0.50950787"," 0.10569591"," 0.04034205"," 0.19442340"," 0.16059817","-0.65617374"," 0.28135759","-1.80810776","-0.60547427","-0.89291249","-0.36346125","-1.16412459","-0.09857328"," 0.15275284"," 0.24650578"," 0.25519668","-0.47499971"
"M385.182T1540.093"," 0.476321586"," 0.907200485"," 0.114028214"," 0.534837247"," 0.179539908"," 0.070369208"," 0.122709409","-0.333441002","-0.112136076"," 0.558198129","-0.131734279","-0.355877460"," 0.348011669"," 0.190494201"," 1.215650831"," 0.103634623","-0.200965008","-0.140337304"," 0.071474504"," 0.003948462","-0.245291793"," 0.158187800"," 0.377817770","-0.030606517"," 0.275766967","-0.331313836","-0.224513313"," 0.477713879"," 0.283669923"," 0.013569764"," 0.131750389"," 0.422195043","-0.123571683"," 0.305839158","-0.289751635","-0.222807300","-0.060235427","-0.344750967","-0.026235947","-0.132734268","-0.360129162","-0.569569149","-0.496368494","-0.316192457","-0.552368164","-0.394223632","-0.212506256","-0.390147775","-0.150265886","-0.594854379"
"M441.228T1306.216"," 0.35880067"," 0.36814254"," 0.54083816"," 0.49140348"," 0.22101239"," 0.40654260"," 0.24222299"," 0.12321486"," 0.29216895"," 0.44578561","-0.04534793","-1.08081465"," 0.43413076"," 0.34866245"," 0.34589486"," 0.24264232","-1.01705224"," 0.17002325"," 0.37703799"," 0.31300702","-0.90126136"," 0.35219913"," 0.50909462"," 0.10725886"," 0.24235767"," 0.25749722"," 0.16689605"," 0.26329605"," 0.23274547","-1.01924152"," 0.39858000"," 0.24316261"," 0.39360921"," 0.35595263"," 0.27209137"," 0.29295272"," 0.32369993"," 0.30501339","-1.13689333","-0.28134723","-0.96445148","-1.17560765","-1.14575774","-0.21621161","-1.10003207","-0.02449059","-0.10177587"," 0.07314839","-0.26835182","-0.03244915"
"M711.445T1221.644"," 0.028372731","-0.002752657","-0.019521110"," 0.248925763"," 0.312549272","-0.014444152"," 0.447160285","-0.009047257","-0.148536159"," 0.014933952","-0.137768502","-1.143323585"," 0.109231574"," 0.094622800","-0.041298408"," 0.221842409","-1.429911709"," 0.208858943"," 0.308881315"," 0.351067775","-0.977270706"," 0.237876189"," 0.429826970"," 0.662610999"," 0.687763774"," 0.382580028"," 0.255983102"," 0.570593833"," 0.203688000","-0.869927735"," 0.208944113"," 0.846906423"," 0.593564739"," 0.474587376"," 0.403779552"," 0.441456132"," 0.491503452"," 0.159176873","-1.877249644"," 0.587703268","-1.181667860","-1.423610387","-1.352305087","-0.243071638","-1.425860395","-0.021763544"," 0.657563587"," 0.932639855"," 0.575755256"," 0.168380195"
"M557.468T1423.166"," 0.02277744"," 0.71630098"," 0.20952647"," 0.35100319"," 0.05460714","-0.16147915","-0.04673801"," 0.03804501"," 0.09607333","-0.15906414","-0.56412597","-1.30210435"," 0.56616114"," 0.40498821"," 0.23256041"," 0.55438506","-1.56488405"," 0.26842745"," 0.51388492"," 0.35359710","-1.00138952"," 0.06381820"," 0.42982748"," 0.52221200"," 0.84489402"," 0.60235804"," 0.38648788"," 0.49980715"," 0.54666419","-1.59649340"," 0.38744491"," 0.70045479"," 0.50582547"," 0.34877416"," 0.13430574"," 0.17201400"," 0.26100727"," 0.35044085","-1.37674355"," 0.30397883","-1.12818268","-1.07478905","-1.42977672","-0.35630759","-1.40006515"," 0.18188742"," 0.37935289"," 0.26570990"," 0.52488337"," 0.36765694"
"M679.436T1338.726","-0.1421419603","-0.2379527657","-0.0718858900"," 0.0512064100"," 0.0659007749","-0.1150812135"," 0.0739104420","-0.2922489159","-0.1718732621","-0.4674473308","-0.4125825275","-0.9488362084"," 0.2505506947"," 0.0006776849","-0.1207408771"," 0.1704509540","-0.5065024265"," 0.2315122457"," 0.4413860674"," 0.2675613162","-0.9031289119"," 0.0904151366"," 0.3903052639"," 0.6964729677"," 0.7231324158"," 0.3628423834"," 0.2769181469"," 0.7473535886"," 0.4654104737","-0.8348411419"," 0.4905940823"," 0.9878485721"," 0.4419339328"," 0.4536492788"," 0.2301107276"," 0.2370689042"," 0.3655033935"," 0.1676830056","-1.0990788196"," 0.6508404193","-1.1554434204","-1.0742155429","-1.2550773362","-0.4994378100","-1.0833603345","-0.0009646110"," 0.5638158311"," 0.8663874734"," 0.4145387159"," 0.2168600029"
"M589.459T1372.544","-0.69948831"," 0.43031219","-0.14821578"," 0.23106700"," 0.11151993","-0.23985629"," 0.15563253","-0.49988364","-0.26823770","-0.42132206","-1.03962838","-0.66588725"," 0.37082255"," 0.09602140","-0.37064322"," 0.60046087","-1.54267516"," 0.34216686"," 0.44318262"," 0.21372171","-0.54997640"," 0.23199741"," 0.37324994"," 0.80684799"," 0.84118792"," 0.49043238"," 0.45128414"," 0.66013155"," 0.65528594","-0.70932940"," 0.49333855"," 0.90618949"," 0.62756406"," 0.55764971"," 0.06517327"," 0.45394858"," 0.54314866"," 0.22889882","-0.89007997"," 0.51586758","-2.56361157","-1.09513775","-1.30170267","-0.84856711","-0.81164533"," 0.30677706"," 0.92377682"," 0.79713375"," 0.46412521"," 0.27697154"
"M681.469T1408.485","-0.536136605","-0.547793258","-0.503533310","-0.076718627"," 0.081985511","-0.287340345"," 0.074441189","-0.438973562","-0.365820431","-0.557638504","-0.794589954","-1.008268531"," 0.209595938","-0.271399058","-0.278148792"," 0.195558852","-0.777820993"," 0.297444527"," 0.422126351"," 0.305883347","-0.709834983"," 0.020534670"," 0.310424136"," 0.788649309"," 0.705135307"," 0.279493422"," 0.349931099"," 0.794013706"," 0.556619087","-0.690955937"," 0.830135648"," 0.974793297"," 0.445897810"," 0.464186800"," 0.072424355"," 0.137399618"," 0.418891942","-0.038399575","-0.760512938"," 0.959245995","-0.678559310"," 0.005165631","-1.049401036","-0.539406723","-1.100440182","-0.069210618"," 0.794658654"," 0.946023568"," 0.418887847"," 0.221355656"
"M695.451T1225.817","-0.130065270","-0.077288254","-0.011876011"," 0.040421832"," 0.162362122","-0.037953987"," 0.322057397","-0.138299555","-0.040420532"," 0.023076486","-0.144313436","-1.267994437"," 0.081527740","-0.006882245","-0.100562170"," 0.168831359","-0.890500361"," 0.261642770"," 0.384043071"," 0.270875471","-1.059292730"," 0.278545003"," 0.314470282"," 0.629045774"," 0.663488468"," 0.456726928"," 0.269218864"," 0.579523681"," 0.289450776","-1.085088218"," 0.318929220"," 0.823058740"," 0.451180099"," 0.454929616"," 0.401392273"," 0.392407470"," 0.365100516"," 0.113541124","-1.232475369"," 0.409611462","-1.091586914","-1.288834098","-1.048213611","-0.290748695","-1.146443133","-0.043226040"," 0.714185929"," 0.996960414"," 0.431067164"," 0.064393014"
"M285.134T1052.907"," 0.55553800"," 0.50387928"," 0.71226324"," 0.47440663"," 0.43391175"," 0.42498863","-0.68797081"," 0.33964754"," 0.26727479"," 0.65379821"," 0.57095004","-1.39465774"," 0.53237149"," 0.61199454"," 0.48523925"," 0.36567826","-1.69060946"," 0.36528078"," 0.47557489"," 0.33990934","-0.99368256"," 0.54402240"," 0.65151768"," 0.34503801"," 0.69452795"," 0.57894357"," 0.33875675","-0.13416704"," 0.14043894","-1.45427901"," 0.31729979"," 0.53868737"," 0.63141279"," 0.71728575"," 0.51034939"," 0.58988629"," 0.74471581"," 0.46400905","-2.55221898","-0.08518444","-2.55552762","-1.34916400","-1.05526237"," 0.41750010","-1.39394758"," 0.16133960","-0.94660157","-0.35808889","-0.16423067"," 0.31715482"
"M681.469T1389.183","-0.540282021","-0.546777318","-0.490834352","-0.031279195"," 0.084867013","-0.343346872"," 0.084534517","-0.422706958","-0.462298443","-0.571627763","-0.798976933","-1.001054275"," 0.218616263","-0.250286457","-0.262033315"," 0.174324597","-0.795686454"," 0.301257871"," 0.428067607"," 0.297091867","-0.698411634"," 0.045983502"," 0.321726307"," 0.800214427"," 0.719839944"," 0.292427461"," 0.354119773"," 0.813942276"," 0.582594666","-0.707621801"," 0.736375234"," 0.984642970"," 0.459972558"," 0.464148294"," 0.050549627"," 0.136674190"," 0.435778148","-0.011180391","-0.756439459"," 0.970111523","-0.719368508","-0.007235254","-1.108848806","-0.543262098","-1.093840462"," 0.037061641"," 0.808265402"," 0.951135387"," 0.372130105"," 0.236945599"
"M680.474T1439.81","-0.34268659","-0.44712984","-0.17886254","-0.37328139"," 0.01912345","-0.19634064","-0.07483980","-0.54914539","-0.47382599","-0.39844983","-0.61162565","-0.37808239","-0.16061449","-0.15454787","-0.34164565","-0.12529478","-0.13899236"," 0.07175923"," 0.21904727"," 0.16483996","-0.13328196","-0.13668372"," 0.13023940"," 0.44824932"," 0.44618807"," 0.26506496"," 0.10508343"," 0.55648707"," 0.33357756","-0.18794644"," 1.33525237"," 0.77837476"," 0.32469877"," 0.05980656"," 0.03278957"," 0.07871418"," 0.09874026","-0.12424778","-0.43775110"," 1.16098514","-0.45809848"," 1.06135558","-0.48355590","-0.63406339","-0.49210861","-0.34677288"," 0.23511026"," 0.46013565"," 0.15518741","-0.16093475"
"M574.467T1456.399"," 0.257085545","-0.534885899","-0.039167470","-0.017456555"," 0.125470100","-0.147199835"," 0.086049517","-0.081452832","-0.528135202","-0.220798783","-1.002285083","-0.176847032"," 0.301727601","-0.049335816"," 0.170665396"," 0.568500711","-1.236336413"," 0.221352320"," 0.472126837"," 0.344666933","-0.797697045"," 0.118283939"," 0.320515870"," 0.709914263"," 0.536768175"," 0.498801074"," 0.279675358"," 0.814331983"," 0.667466398","-0.320564008"," 0.477595685"," 0.727636118"," 0.305690029"," 0.475419338"," 0.003553788"," 0.083872265"," 0.378568246"," 0.092410347","-1.208732709"," 0.562476809","-1.511126999","-0.617168027","-1.305240879","-0.611795484","-0.950435067"," 0.062909689"," 0.629877833"," 0.559948370"," 0.393172620"," 0.110127981"
"M565.421T1295.888","-0.191983174","-0.239006081","-0.255632195","-0.010504137"," 0.164228879","-0.141891497"," 0.412744761","-0.407851200","-0.057938824","-0.459314267","-0.580489865","-1.060238944"," 0.244371399","-0.063630447"," 0.082974115"," 0.231677917","-1.115420137"," 0.105896725"," 0.201690075"," 0.121515285"," 0.920184800"," 0.076703032"," 0.425218598"," 0.443771112"," 0.557817681"," 0.262825969"," 0.349480856"," 0.603395540"," 0.227954810","-0.820934983"," 0.718081122"," 0.707103399"," 0.262641740"," 0.446566209","-0.051214843","-0.005523731"," 0.147370198","-0.156382509","-1.237828280"," 1.121605993","-1.170656597","-0.383702892","-0.652936238","-0.602528141","-1.281862521","-0.157030081"," 0.656365054"," 0.839839431"," 0.358841134"," 0.413635749"
"M681.474T1424.253","-0.54290995","-0.48875410","-0.45158946","-0.02203586"," 0.03347605","-0.37988411","-0.31658513","-0.48230712","-0.42329262","-0.49524447","-0.67155694","-0.94785115"," 0.26297475","-0.25682869","-0.28421190"," 0.14585268","-0.68389228"," 0.29480186"," 0.44902564"," 0.30277484","-0.61082320","-0.01571080"," 0.28916025"," 0.80431362"," 0.72844797"," 0.28205911"," 0.35837008"," 0.82691583"," 0.61693189","-0.66449977"," 0.89737077"," 1.01274587"," 0.44205261"," 0.47105715"," 0.06648570"," 0.10337520"," 0.43982052","-0.03797148","-0.70216126"," 1.03709303","-0.50638071"," 0.08924933","-1.08053092","-0.51284015","-1.08898061","-0.05642128"," 0.52121548"," 0.58793122"," 0.41083443"," 0.24892807"
"M569.292T994.771"," 0.39264988"," 0.20552425"," 0.67057356"," 0.46613872"," 0.39102376"," 0.35183057","-0.50409635"," 0.43024721"," 0.25148201"," 0.71147156"," 0.56692772","-1.13593783"," 0.53170187"," 0.55547760"," 0.54023108"," 0.45934027","-1.44207033"," 0.41359117"," 0.48022498"," 0.42412564","-1.77679800"," 0.50119125"," 0.54573855"," 0.37870581"," 0.52509118"," 0.56574973"," 0.36281094","-0.06775922"," 0.16982933","-1.01648281"," 0.26333846"," 0.49469945"," 0.63528783"," 0.73052301"," 0.39108257"," 0.55485296"," 0.63241827"," 0.32802483","-2.61432670","-0.01267088","-1.45651471","-1.50017204","-2.63741323"," 0.20745013","-1.09349754"," 0.22734177","-0.09645214","-0.04155933","-0.11530019"," 0.15435340"
"M989.67T1341.992"," 0.02115808"," 0.03020293"," 0.55322006"," 0.40257163"," 0.23921444"," 0.30790825"," 0.15385088"," 0.03095638","-0.06772132","-0.26997517","-0.09823179","-2.63557055"," 0.19515942"," 0.71358693"," 0.49349665","-0.07386657","-2.53574225"," 0.10510449"," 0.23793511"," 0.71588175","-0.49637370"," 0.15546709"," 0.41767796"," 0.68097381"," 0.57241114"," 0.10059100"," 0.18276026"," 0.08016674","-0.04759029","-1.57997508"," 0.21926731"," 0.43064971"," 0.84280310"," 0.54973235"," 0.57646449"," 0.54130234"," 0.44964916"," 0.87274836","-0.80040779","-0.08179034","-1.65306076","-0.50361197","-1.20192701"," 0.47620614","-1.04105843"," 0.31678692"," 0.54518447"," 0.63292799"," 0.32683530","-0.08394963"
"M379.265T1245.233"," 0.257580302"," 0.104767581"," 0.007394654"," 0.154649105"," 0.069650613"," 0.246015463"," 0.444026065","-0.002697802"," 0.057510895"," 0.134333221"," 0.123507183","-0.823516934"," 0.116710984"," 0.040854558"," 0.402448558"," 0.091516872","-0.590201731"," 0.153965662"," 0.046634026"," 0.096707097","-0.248251029"," 0.146056535"," 0.509069965"," 0.010575866"," 0.194854881"," 0.003330115"," 0.072604215","-0.127960166","-0.278112259","-0.483426514"," 0.150691929"," 0.073447902"," 0.130151843"," 0.079657660","-0.086935022","-0.005062419"," 0.079769122","-0.159343455","-0.460883301","-0.139721032","-0.529479632","-0.787800562","-0.638417320","-0.045375606","-0.742449576","-0.113907537"," 0.952398111"," 1.179599996"," 0.441757611","-0.308696693"
"M679.452T1355.733","-0.14458370","-0.26747229","-0.10063258"," 0.12047131"," 0.05686488","-0.12099616"," 0.04584226","-0.32202112","-0.17923268","-0.22434339","-0.42117779","-0.95336411"," 0.22330455","-0.02773131","-0.14971492"," 0.17005544","-0.51416241"," 0.22904665"," 0.47946535"," 0.25973312","-0.88934152"," 0.09591741"," 0.44739786"," 0.69450652"," 0.66706472"," 0.42310819"," 0.27750266"," 0.74364723"," 0.47097523","-0.81509393"," 0.48187375"," 0.97283134"," 0.49313062"," 0.44065115"," 0.20276946"," 0.18536316"," 0.40953858"," 0.04110968","-0.95683071"," 0.62545714","-1.18944466","-1.10762684","-1.29011626","-0.49230635","-1.11681419","-0.01417045"," 0.53802756"," 0.88690927"," 0.42515521"," 0.18945707"
"M713.46T1208.68"," 0.08066909","-0.45137938","-0.81448858"," 0.01276416"," 0.52934829","-0.29258168"," 0.46327886","-0.26952291","-0.17695678","-0.34466982"," 0.10146027","-1.50370015"," 0.13172322","-0.31981180"," 0.03628319"," 0.38793846","-1.12267395"," 0.49239709"," 0.46357623"," 0.46227471","-1.55468641"," 0.26206412"," 0.36976992"," 0.91987570"," 0.99822076"," 0.31477215"," 0.49216311"," 0.51929565","-0.03279853","-0.70958412"," 0.42471575"," 0.67552776"," 0.42507558"," 0.68581534"," 0.35769743"," 0.78056488"," 0.77038395"," 0.20782328","-0.90074572"," 0.58055593","-1.58628603","-2.49194933","-0.74729138","-0.16682484","-1.56535981","-0.06032351"," 0.98464928"," 1.16929396"," 0.56460269"," 0.44705392"
"M711.444T1322.388","-0.0372824913"," 0.0032369116","-0.0186738865"," 0.1599679295"," 0.1726234601","-0.0236784135"," 0.2731497245","-0.1484633744","-0.0798015058","-0.1136120382","-0.2522406713","-1.0832963543"," 0.1115068915","-0.0003360113","-0.0753790904"," 0.0974639151","-1.0445070481"," 0.1610232383"," 0.2290964823"," 0.2513916070","-1.0686592628"," 0.1076602983"," 0.3211028012"," 0.5550959848"," 0.6457423009"," 0.2606277976"," 0.1352908306"," 0.5114185973"," 0.2630061930","-0.7364599011"," 0.2417056257"," 0.7417850032"," 0.4712999238"," 0.3949704470"," 0.3373502931"," 0.3137667452"," 0.4187970850"," 0.0249018030","-0.9614252729"," 0.7119518461","-1.0793586102","-0.7704816107","-0.9018849914","-0.2649966060","-1.1024568271","-0.0924330185"," 0.4947600912"," 0.9087877731"," 0.5343192602"," 0.0016261256"
"M637.414T1384.421","-0.06463411","-0.21698215","-0.12646057"," 0.14812470"," 0.14002633"," 0.04491910"," 0.20173213","-0.12931090","-0.05306735"," 0.05044083","-0.38230196","-1.00764243"," 0.06548746","-0.03111319"," 0.07973486"," 0.32269189","-0.85819901"," 0.13310372"," 0.29440886"," 0.15164162","-0.70646825"," 0.18629899"," 0.24753733"," 0.50803031"," 0.47884168"," 0.25733338"," 0.34216802"," 0.50821011"," 0.37590668","-0.64257994"," 0.44384087"," 0.65484859"," 0.36367733"," 0.39683977"," 0.21979498"," 0.24801711"," 0.43072540"," 0.07860639","-1.29462420"," 0.45833934","-0.90200072","-0.58603093","-1.11537188","-0.28083121","-0.94123376"," 0.06510326"," 0.20753643"," 0.71332369"," 0.47379268"," 0.04776872"
"M637.411T1406.122","-0.108655219","-0.180115089","-0.137643801"," 0.108122198","-0.027101129"," 0.023550343"," 0.059290448","-0.065769690","-0.116295728","-0.018516741","-0.464692910","-1.030268679"," 0.092418206","-0.007371772"," 0.057217178"," 0.241727705","-0.817601351"," 0.091172903"," 0.370144715"," 0.164693162","-0.620733656"," 0.152087884"," 0.330722597"," 0.511246299"," 0.475966322"," 0.220660572"," 0.336549549"," 0.516783727"," 0.400650018","-0.468049946"," 0.486352616"," 0.668702997"," 0.404767206"," 0.361382654"," 0.243717966"," 0.200323489"," 0.413158695"," 0.065089959","-1.085619372"," 0.495581225","-0.816493971","-0.504767001","-1.045711871","-0.336480609","-0.994616261"," 0.021966039"," 0.172487549"," 0.661350644"," 0.501203228","-0.002583297"
"M729.452T1109.944"," 0.01965941","-0.22999929","-0.14330729"," 0.11123016"," 0.24808586"," 0.06498916"," 0.72734977","-0.36015578","-0.24768364","-0.10411280","-0.42986128","-0.87109246"," 0.03337127","-0.03417540","-0.07427183"," 0.20157683","-1.17876756"," 0.39020941"," 0.38238385"," 0.27163228","-1.03761018"," 0.59703769"," 0.35191259"," 0.79174426"," 0.74990922"," 0.34286594"," 0.12276367"," 0.31897099"," 0.04814468","-1.08127307"," 0.32732999"," 0.71146685"," 0.34692190"," 0.48975184"," 0.51775335"," 0.59237441"," 0.72596871","-0.01628368","-1.08628888"," 0.48276312","-1.28321666","-1.59449759","-0.86465988","-0.08115520","-2.02996929","-0.20479775"," 0.98705472"," 1.22325567"," 0.52198645"," 0.25271548"
"M571.365T1456.373"," 0.0054753868","-0.1272939597","-0.1157485813","-0.2608196979"," 0.1281572915","-0.2710035905"," 0.2215145639"," 0.1199869267"," 0.0353460336","-0.2246029672","-0.2613355656","-0.8866285737"," 0.0930049131","-0.0285882822","-0.0002142541"," 0.3196021955","-0.8661881579"," 0.2124754144"," 0.1788422288"," 0.1684323982","-0.7333141769"," 0.2636571515"," 0.0836754852"," 0.3442659403"," 0.4284852231"," 0.3607692626"," 0.1727324630"," 0.4745237002"," 0.3182034630","-0.5335681627"," 0.1631261995"," 0.4123964695"," 0.2689383478"," 0.3527970230"," 0.3865325450"," 0.1429038111"," 0.1980175369","-0.0584358343","-0.8377978321"," 0.3968976323","-0.9909189284","-0.6648474133","-0.6186005550","-0.2156914485","-0.8308757228","-0.1252492099"," 0.4768244497"," 0.7193671179"," 1.1513183091"," 0.0534534310"
"M865.579T1358.969","-0.98986306","-1.87467073","-1.86729587","-0.52537608"," 0.54265007","-0.43227547"," 0.30061640"," 0.19852450","-0.87721835","-0.10905145","-0.81141674","-0.54015697","-1.89271014","-0.78926527"," 0.54691275"," 0.12666664","-0.89625198"," 0.27292294","-0.12267064","-0.58920149"," 0.61546887"," 0.61091735"," 0.23314956"," 0.39903989","-0.13356983"," 1.22524510"," 0.24513218","-0.31670979","-0.11487121","-0.36292454"," 0.42513155"," 0.26616118"," 0.30923817"," 0.21510469"," 0.25104922"," 0.27676909"," 0.56091590"," 0.32896364","-0.34542677"," 0.50739853","-0.23051671"," 0.37694460","-0.02050763"," 1.37578267"," 0.08933642","-0.31979738"," 2.25585703"," 0.69017838"," 0.63686007"," 0.27881070"
"M867.584T1358.969"," 0.167221003"," 0.055602521","-0.951492371","-1.198777298"," 0.340933895","-0.220731502"," 0.523133348"," 0.210417191","-1.137704433","-0.003126245","-0.885705855","-0.670506926","-0.818973719"," 0.294396457","-0.330716106"," 0.597996085","-0.688503111"," 0.345649986"," 0.079839633"," 0.164311732","-0.010184830"," 0.379559632"," 0.436036784"," 0.864777102"," 0.926439811"," 0.660974959"," 0.353980636","-0.866032673"," 0.118447138","-0.440163031","-2.168265776"," 0.395018735"," 0.299068528"," 0.197664966"," 0.573717221"," 0.363937235"," 0.336773420"," 0.187703451","-0.444339556"," 0.100956964","-0.554929854","-0.029557331","-0.271455375"," 0.600019570","-0.433171706","-0.209479542"," 1.588535864"," 0.917453631"," 0.710138503","-0.456888762"
"M682.472T1373.006","-0.55012666","-0.45333566","-0.33045432","-0.04234594"," 0.05129068","-0.32091826"," 0.35472280","-0.28861951","-0.47800211","-0.47644674","-0.61122376","-1.10060297"," 0.30421920","-0.29218332","-0.25258162"," 0.14553354","-0.73665813"," 0.39558387"," 0.41107440"," 0.32131152","-0.87597977"," 0.07352120"," 0.43618170"," 0.74539435"," 0.76516525"," 0.20254279"," 0.35282887"," 0.78757515"," 0.60650978","-0.89590878"," 0.63384190"," 0.90654019"," 0.39465059"," 0.54623218"," 0.18722556"," 0.14612642"," 0.50139849","-0.03281607","-0.97634266"," 0.91841195","-0.60287064","-0.35082296","-1.51062455","-0.48685057","-1.15451189","-0.07069787"," 0.87932011"," 1.03288396"," 0.43562156"," 0.35521676"
"M589.459T1264.044","-0.339524669","-0.299669303","-0.280705939"," 0.091080982"," 0.213394921","-0.288621758"," 0.821542284"," 0.004518133","-0.970622438","-0.152200088","-0.459231638","-1.018720074"," 0.037852587","-0.086382010"," 0.024438818"," 0.698226531","-1.214614687"," 0.318226564"," 0.179253440"," 0.402569336","-1.230573264"," 0.545420141"," 0.550150322"," 0.660349509"," 0.689236403"," 0.521542954"," 0.379349761"," 0.483071121"," 0.564502136","-0.373540416"," 0.240378705"," 0.754587002"," 0.437368725"," 0.458378877"," 0.246363392"," 0.568350514"," 0.287288693"," 0.150248474","-0.978799139"," 0.482738530","-1.385348410","-2.332866332","-1.314012313","-0.139415603","-1.409909732","-0.104778844"," 1.352078674"," 1.333514258"," 0.574463094"," 0.309051776"
"M633.478T1401.37","-0.224385200","-0.123617528","-0.027283923"," 0.208345746"," 0.023534516","-0.048242143"," 0.059028333","-0.187753274","-0.075466059","-0.156311234","-0.878874377","-0.913374436"," 0.454935193"," 0.150376039"," 0.190065716"," 0.588808886","-1.002688857"," 0.197358551"," 0.384901927"," 0.126988097","-0.109944904"," 0.099069579"," 0.503253179"," 0.360878627"," 0.605594162"," 0.340929953"," 0.170959004"," 0.382134906"," 0.501491717","-0.846559563"," 0.704936416"," 0.497437035"," 0.335592161"," 0.380230503","-0.103997114"," 0.099901009"," 0.218792758"," 0.070004001","-1.170701905"," 0.512480729","-1.370800745","-0.503418342","-0.796797449","-0.459835023","-1.004931992"," 0.008764176"," 0.627305584"," 0.553263480"," 0.496960082"," 0.150662004"
