"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Control","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Drought","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Fusarium","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas","Third-tp_Xanthomonas"
"M493.153T817.469"," 0.09968960","-0.75623074"," 0.28227821"," 0.24129282"," 0.13645410"," 0.25232133"," 1.26730346"," 0.29897381"," 0.06999552"," 0.24113747"," 0.27937584","-1.08326115"," 0.24330564"," 0.09669721"," 0.45090466"," 0.11774029","-1.00759063"," 0.17126511"," 0.20806464"," 0.17889228","-1.40606550"," 0.01967534"," 0.67401386"," 0.56521273"," 0.11201279"," 0.08628029"," 0.30440198"," 0.18119906"," 0.35098908","-0.53735868"," 0.22230014"," 0.44283854"," 0.43908453"," 0.13304753","-0.29054749"," 0.13201648"," 0.18745085"," 0.05576451","-0.30758288"," 0.03876143","-0.67477717","-1.95662110","-1.25208910","-0.50623081","-0.49477643"," 0.07007185"," 1.03806245"," 0.65954277"," 0.27845431","-0.35374084"
"M850.319T935.639","-0.09436127","-0.49560247"," 0.08363411"," 0.21923600"," 0.30597690"," 0.14167554"," 0.15361715"," 0.43418519"," 0.27961685"," 0.66740072"," 0.25454881","-2.11859215"," 0.36561774"," 0.31013637"," 0.31912381"," 0.24490344","-1.08182692"," 0.49735043"," 0.41335880"," 0.45264106","-1.26713607","-0.02243138"," 0.43184482"," 0.64161929"," 0.41942893"," 0.42002162"," 0.64694281"," 0.24859255"," 0.66980646","-0.91493831"," 0.56668371"," 0.37660165"," 0.46386167"," 0.49271886"," 0.12456297"," 0.21678305"," 0.21769550","-0.06486239","-1.21835062"," 0.53775997","-1.14340243","-1.08465004","-2.17679945","-0.66314393","-1.47474197"," 0.27672727"," 0.65769318"," 0.41544225"," 1.05396117","-0.20093127"
"M1049.412T957.42"," 0.027257471","-0.285289856"," 0.277929915"," 0.300713194"," 0.143635189"," 0.209943219"," 0.163580611"," 0.405888568"," 0.368421987"," 0.620492947"," 0.233768845","-0.987238368"," 0.249589672"," 0.276033637"," 0.245773502"," 0.401885965","-2.403960108"," 0.492665860"," 0.478028982"," 0.466981577","-1.452905320","-0.005870447"," 0.532401663"," 0.698980479"," 0.504081601"," 0.414280919"," 0.598739031"," 0.543608754"," 0.661382988","-1.064165196"," 0.619946709"," 0.590332375"," 0.519858807"," 0.490719575","-0.015696732"," 0.253522364"," 0.326626074"," 0.006574775","-2.456368888"," 0.821281438","-1.139132680","-1.249108044","-1.240438218","-0.916387250","-1.621442328"," 0.147025408"," 0.543378107"," 0.306230211"," 0.970180881","-0.073739865"
"M690.261T940.951","-0.035681378","-0.706065029"," 0.204306349"," 0.184524320"," 0.225407137"," 0.182552172"," 0.146165320"," 0.380000918"," 0.280415886"," 0.505889727"," 0.270074863","-1.060021420"," 0.100580312"," 0.279938299"," 0.415938165"," 0.416801274","-1.595084459"," 0.388347921"," 0.355732750"," 0.292369727","-1.229824244","-0.027533680"," 0.396659163"," 0.574719910"," 0.439504950"," 0.273575477"," 0.579442381"," 0.200828395"," 0.591408870","-0.952184833"," 0.559533273"," 0.267209103"," 0.428353996"," 0.447912574"," 0.039359800"," 0.143753195"," 0.260522541","-0.003268202","-1.099094064"," 0.651144199","-1.135044381","-1.623270144","-0.981544486","-0.318439538","-1.630435280"," 0.243781808"," 0.632446602"," 0.412678564"," 0.727924958","-0.102313759"
"M827.321T940.951"," 0.0263326503","-0.7438986785"," 0.0979239652","-0.0260640797"," 0.1962011112"," 0.0095240434"," 0.0060996083"," 0.6970782653"," 0.6778696531"," 1.0226300517"," 0.4230945550","-1.4188001119"," 0.2470590773"," 0.2293022933"," 0.4108877280"," 0.3006300333","-2.3291609079"," 0.6667700849"," 0.3526283737"," 0.6840864222","-1.1058614406","-0.4184170913"," 0.0513919921"," 1.2130419981"," 0.2386839820"," 0.3980197604"," 1.1440334607"," 0.1987688727"," 0.8976751576","-1.3924375296"," 0.2914698351"," 0.2564628367"," 0.3090396810"," 0.2877811999"," 0.1140505190"," 0.0006287317"," 0.0203229902","-0.2007557336","-1.4501673042"," 0.6798577179","-1.2780265385","-0.9750506517","-1.1160932169","-1.0626375982","-1.1400437543"," 0.2774345318"," 1.1325143647"," 0.2045005657"," 1.0818179192","-0.1881993960"
"M677.439T1269.605"," 0.869472840","-0.070927990","-0.016264492"," 0.119738205"," 0.524110394"," 0.416864772"," 0.204330488"," 0.712302002"," 0.304168460"," 0.924297388"," 0.915978247","-1.667262513"," 0.054491344"," 0.057134234"," 0.304189140"," 0.416800572","-0.844902197"," 0.438480721"," 0.004653426"," 0.625876115","-1.463065957"," 0.538167282"," 0.271200930"," 0.484460149"," 0.297631130"," 0.098200139"," 0.615785389"," 0.030610720"," 0.025829921","-1.925788552"," 0.258351348"," 0.088888866"," 0.119681764"," 0.447548102"," 0.220173260"," 0.431984173"," 0.350065596"," 0.176551033","-1.171200402","-0.071935998","-2.069527220","-1.810177910","-1.441824177"," 0.471371201","-1.130806727"," 0.015500044"," 0.323144380"," 0.699227874"," 0.689026786"," 0.137395701"
"M828.315T926.75"," 0.02869102","-0.86190729"," 0.16892575"," 0.17637007"," 0.19832722"," 0.24549492"," 0.12644023"," 0.53171286"," 0.37856611"," 0.70715281"," 0.26202425","-1.25347924"," 0.35137174"," 0.18670851"," 0.46089598"," 0.41466291","-0.80297762"," 0.49321581"," 0.42089409"," 0.51930579","-1.33284071","-0.18841887"," 0.27772000"," 0.87300046"," 0.36674920"," 0.45477991"," 0.83152340"," 0.44736437"," 0.68755706","-2.36965391"," 0.51440790"," 0.41008882"," 0.58457133"," 0.49324720","-0.12422512"," 0.24500333"," 0.14417281","-0.32624982","-1.15761215"," 0.72587468","-1.57443697","-1.37830860","-1.26459681","-0.76397977","-1.50658948"," 0.25414881"," 0.86017966"," 0.31744127"," 0.93400604","-0.18731995"
"M796.542T1269.605","-1.014858475","-0.090836226"," 0.226516563"," 0.365319905"," 0.027725296"," 0.280604158","-0.112802749","-0.144169381"," 0.006772546"," 0.275943981","-0.208133297","-0.219382476"," 0.032935095"," 0.241056019","-0.518134683"," 0.134620684","-0.065467723"," 0.125649342"," 0.272437848","-0.678757044"," 0.111718483"," 0.277796681"," 0.417388212"," 0.034956511"," 0.298501400"," 0.100825363"," 0.073788465"," 0.245619011","-0.031337085"," 0.143510167"," 0.306200906"," 0.175114766","-0.156822264","-0.465628523"," 0.213207736"," 0.416687515"," 0.375083038"," 0.322908269","-0.215028648","-0.567659996","-1.753287981","-0.330393934","-0.179247003"," 0.268654814","-0.348026383"," 0.137525314"," 0.545258309"," 0.593675546"," 0.435398940","-0.383427014"
"M866.584T1473.64","-0.537098455","-0.113736626","-0.214114507","-0.283623220"," 0.464553923","-0.337734579","-0.350293204"," 0.312155042","-0.385175196","-0.277410888","-1.097255793","-1.008415408","-0.720238051"," 0.169244934"," 0.784458869","-0.083608778","-0.706652604","-0.093520534","-0.447817412","-0.031486688"," 0.774409343"," 0.118260844","-0.115378918"," 0.329319942"," 0.625219600"," 1.496141012","-0.492208933","-0.197716164"," 0.004189263","-0.766702471"," 0.228828483","-0.200973676"," 0.090675418"," 0.293860417"," 0.200509350","-0.093045317"," 0.607870711"," 0.371293284","-0.815943061"," 0.087260489","-0.839833265"," 0.180236456","-0.461363567"," 1.226683105","-0.587952227","-0.537161376"," 1.926373350"," 0.221558610"," 0.692896344"," 0.590462129"
"M535.409T1440.116","-2.907278e-01","-3.159028e-01"," 2.069006e-01"," 2.097433e-01","-8.377083e-02","-3.495543e-01"," 2.586397e-02"," 3.459168e-02"," 2.189298e-01","-1.418946e-01","-2.738900e-01","-7.443377e-01"," 4.843571e-01"," 9.340629e-02"," 3.050752e-03"," 1.938755e-01","-9.855143e-01","-3.394853e-02"," 2.623386e-01"," 2.474314e-01","-2.000880e-01","-2.861548e-01","-1.636316e-01"," 2.358813e-01"," 1.439329e-01","-8.952504e-02"," 1.589193e-01"," 4.912678e-01"," 8.183937e-01","-7.888184e-01"," 6.430737e-01"," 4.283536e-01"," 4.779448e-01"," 2.707280e-01","-8.770673e-02","-1.100675e-01","-2.578837e-05"," 3.111077e-02","-7.665501e-01"," 1.581959e-01"," 7.241835e-01"," 2.642881e-01","-6.682636e-01","-7.372660e-01","-6.713553e-01","-7.166922e-02"," 3.899550e-01"," 4.940232e-01","-1.085831e-01"," 2.585057e-01"
"M862.499T1272.244"," 0.43366936"," 0.45092165"," 0.34888983"," 0.59451781"," 0.36056444"," 0.49439805"," 0.57437477"," 0.34566062"," 0.30144645"," 0.47048230"," 0.22339715","-1.83499054"," 0.54451799"," 0.24967362"," 0.40097127"," 0.36322826","-1.41777251"," 0.32111426"," 0.31745534"," 0.35707508","-1.53440913"," 0.62237001"," 0.67042123"," 0.19630116"," 0.29663936"," 0.44470665"," 0.37494744"," 0.41361082"," 0.29456635","-1.38441699"," 0.65169358"," 0.31464071"," 0.27991134"," 0.49913087"," 0.28912541"," 0.45039894"," 0.46790925"," 0.38636906","-2.73798821"," 0.24486249","-1.87514882","-1.45687926","-1.92240636"," 0.17588856","-1.03143726"," 0.13277914"," 0.04796193"," 0.35722508"," 0.08279042"," 0.34884105"
"M298.939T128.158"," 0.275593181"," 0.309055953"," 0.034839955"," 0.052777973"," 0.339822278"," 0.172280567","-0.005243673","-0.275269546","-0.062553077"," 0.250803393"," 0.300002003","-0.603786490","-0.302426180"," 0.074163826"," 0.096300564"," 0.276004821","-0.746056476"," 0.108485616"," 0.459100396"," 0.362377880","-0.484306084"," 0.175014529"," 0.125430694"," 0.232928314"," 0.341731614"," 0.158124272"," 0.136297971"," 0.105527551"," 0.132060792","-0.596753735"," 0.326461426"," 0.204176490"," 0.243366550"," 0.235947978"," 0.144156329"," 0.493289995"," 0.374021380"," 0.298428002","-0.887918659","-0.168827762","-0.772049224","-0.731307608","-0.676801262"," 0.554344685","-0.642461061","-0.050715533","-0.018179216"," 0.005014781","-0.079587892","-0.293688278"
"M822.528T1302.363"," 0.41725645"," 0.31320108"," 0.36762046"," 0.46191479"," 0.32369457"," 0.35330425"," 0.19729733"," 0.11209976"," 0.39165715"," 0.47907829"," 0.02998827","-1.25522259"," 0.48930317"," 0.16160411"," 0.23562004"," 0.21377392","-1.64756166"," 0.32953037"," 0.35435561"," 0.37541809","-0.81994967"," 0.49239979"," 0.45399562"," 0.29200269"," 0.18006078"," 0.48530336"," 0.27355884"," 0.35893521"," 0.19807142","-1.09804346"," 0.60882212"," 0.34041905"," 0.33479188"," 0.42741236"," 0.28778785"," 0.27925570"," 0.40961397"," 0.34864876","-1.68731085"," 0.10423212","-1.76120381","-1.02727139","-1.13426642","-0.04061459","-1.18681356"," 0.15502756","-0.10374237"," 0.01012463","-0.09011333"," 0.20493226"
"M902.349T917.809","-0.02371272","-0.62268087"," 0.07593714"," 0.13958322"," 0.19592323"," 0.15203671"," 0.55425165"," 0.30300548"," 0.22333119"," 0.63995595"," 0.26321957","-1.59593387"," 0.22981903"," 0.25759452"," 0.38621667"," 0.20682657","-0.71941558"," 0.24107845"," 0.29714202"," 0.32143654","-0.89367181","-0.17255135"," 0.35773787"," 0.46974079"," 0.37190417"," 0.24111804"," 0.58151666"," 0.17531106"," 0.47612108","-1.08637433"," 0.24526047"," 0.43329042"," 0.41893802"," 0.32288757"," 0.04334849"," 0.04040309"," 0.18256629","-0.03227756","-0.76924952"," 0.72614133","-1.40022873","-0.95699129","-1.22593371","-0.54884717","-1.28564018"," 0.13666193"," 0.76648317"," 0.40939528"," 0.72941427","-0.28208923"
"M806.333T872.624"," 0.01147352","-0.26653521"," 0.15775946"," 0.12552751"," 0.37264642"," 0.25344386"," 0.66443955"," 0.37170532"," 0.44420987"," 0.73806386"," 0.25857600","-1.55970050"," 0.35888042"," 0.39829551"," 0.49258414"," 0.46577362","-1.22016223"," 0.47737312"," 0.41216614"," 0.53630749","-1.17357964","-0.12294036"," 0.54316845"," 0.80697733"," 0.56316647"," 0.27603071"," 0.76809980"," 0.44796990"," 0.65623243","-1.27116297"," 0.46674313"," 0.43000769"," 0.52287201"," 0.48226660"," 0.02352718"," 0.19863056"," 0.12978365","-0.12370687","-2.59835307"," 0.73983040","-1.49929021","-1.46717811","-2.62041939","-0.46328485","-1.83681188"," 0.35732047"," 1.11139999"," 0.61718981"," 0.78486031","-0.24217741"
"M945.579T1325.086"," 0.32747906"," 0.29366664"," 0.37544497"," 0.37215462"," 0.33771556"," 0.35724884"," 0.09682517"," 0.43599830"," 0.26454332"," 0.24572575","-0.37930501","-1.39020839"," 0.24845114"," 0.35270757"," 0.21208657"," 0.01047682","-1.27841793"," 0.33447384"," 0.17233987"," 0.38292871","-0.56183324"," 0.60059077"," 0.23002878"," 0.41330795"," 0.44030484"," 0.67378467"," 0.27152387"," 0.26980688"," 0.02784111","-2.18138794"," 0.50970649"," 0.38824642"," 0.52522023"," 0.34672106"," 0.41354751"," 0.42810466"," 0.32886637"," 0.43607057","-2.28959483"," 0.22307477","-2.29327627","-0.43316145","-1.41068111"," 0.35640323","-1.41924986"," 0.26442062"," 0.98674139"," 0.35651792"," 0.21034521"," 0.11567394"
"M795.538T1275.021","-0.02565025"," 0.31688594"," 0.27704893"," 0.30841905","-0.05832618"," 0.30059651"," 0.42480747","-0.25798862","-0.13924300","-0.16941788","-0.24435335","-0.98993901"," 0.16449515"," 0.24313797"," 0.15371829"," 0.09403026","-0.25509314","-0.01371076"," 0.37442872","-0.04554238","-0.57668298","-0.10789796"," 0.45230887","-0.05531284"," 0.39296444"," 0.29338092","-0.22594471"," 0.26795000"," 0.06574022","-0.59778650","-0.03973399"," 0.44566119"," 0.28338838"," 0.41494772","-0.09740999"," 0.10311140"," 0.34245128","-0.09889104","-0.67484229"," 0.25686703","-0.87314785","-0.36708389","-0.70509243"," 0.03179225","-0.88956733"," 0.12018367"," 0.47490261"," 0.84346822"," 0.29317949","-0.23120763"
"M507.18T901.88"," 0.045595505","-0.391842527"," 0.233528569"," 0.107925380"," 0.371253299"," 0.289647955"," 0.452140064"," 0.502541080"," 0.414482021"," 0.466828297"," 0.328669876","-1.777133705"," 0.300380772"," 0.318231087"," 0.524851667"," 0.426172226","-1.225638659"," 0.487017409"," 0.439162008"," 0.524344855","-1.197552921","-0.035758591"," 0.420983590"," 0.455138818"," 0.444317566"," 0.349324073"," 0.662343650"," 0.375180467"," 0.633491136","-1.440738611"," 0.494700317"," 0.352429522"," 0.469678909"," 0.411498955"," 0.203537616"," 0.113493668"," 0.227725874"," 0.029568986","-1.339944750"," 0.721549871","-1.623776452","-1.571192883","-2.074108926","-0.356012373","-1.673054039"," 0.271126187"," 0.689409227"," 0.362755317"," 0.793299657","-0.007571041"
"M897.474T1222.337"," 0.36501223"," 0.25175413"," 0.46355560"," 0.66451746"," 0.45496758"," 0.46613530"," 0.65751547"," 0.13267432"," 0.38664274"," 0.51335370"," 0.08507040","-1.63472518"," 0.62071341"," 0.36413584"," 0.49036343"," 0.44808361","-1.07552289"," 0.40509750"," 0.31720964"," 0.39056777","-1.38924597"," 0.54654701"," 0.60891332"," 0.12456769"," 0.45469671"," 0.39410360"," 0.40612128"," 0.43328123"," 0.34449181","-2.38303156"," 0.72485648"," 0.27130524"," 0.35284556"," 0.48578943"," 0.27030786"," 0.49518976"," 0.49321865"," 0.43516450","-2.48307877","-0.05936006","-1.20881854","-1.65173050","-1.57133518"," 0.15114689","-1.67910715"," 0.13708371","-0.32676182"," 0.41688713"," 0.19681313"," 0.24201654"
"M690.257T892.9","-0.03911134","-0.76975693"," 0.19000241"," 0.19056504"," 0.22618341"," 0.15241536"," 0.23795576"," 0.36048534"," 0.27074525"," 0.48988591"," 0.31393774","-1.16855928"," 0.15082686"," 0.26792992"," 0.42202887"," 0.44628869","-1.54529730"," 0.36905018"," 0.37152932"," 0.30980233","-1.15293208"," 0.02247388"," 0.41514706"," 0.55420436"," 0.41892219"," 0.24390521"," 0.59826133"," 0.20571496"," 0.56814432","-0.98790394"," 0.55432894"," 0.29695564"," 0.45634991"," 0.44458882"," 0.04332266"," 0.17315750"," 0.23895166"," 0.04740597","-1.16084290"," 0.60710889","-1.18756699","-1.59717041","-1.07290520","-0.41452967","-1.55768699"," 0.25688360"," 0.70126387"," 0.43082550"," 0.75429199","-0.14757765"
"M835.478T1356.237"," 0.261239881"," 0.324881999"," 0.157716335"," 0.506585738"," 0.065545867"," 0.007131066"," 0.226913264"," 0.046349841"," 0.152431676"," 0.296752455","-0.171676196","-0.700413011"," 0.310944103"," 0.132549362"," 0.117034628"," 0.179187671","-0.658025128"," 0.187552225"," 0.178012606"," 0.258361603","-1.424916533"," 0.371374299"," 0.334461856"," 0.043401220"," 0.202128091"," 0.512103038"," 0.342677863"," 0.393215356"," 0.066460115","-1.167027093"," 0.450717894"," 0.254641446"," 0.297731350"," 0.369512633"," 0.222045674"," 0.301659059"," 0.292334287"," 0.386428337","-0.709853927","-0.084532648","-0.770484056","-0.908568658","-0.843524496","-0.304505836","-1.049350487"," 0.136687118"," 0.084961302"," 0.148025573"," 0.139728882"," 0.033392357"
"M809.542T1457.035"," 0.14725850"," 0.40219529"," 0.65768004"," 0.75381121"," 0.13240282"," 0.18450353"," 0.04184036"," 0.62445930"," 0.24828597"," 0.09146396","-0.23620441","-1.12591287"," 0.18730575"," 0.24858243"," 0.20589127"," 0.09299760","-0.95816478"," 0.36802772"," 0.05092446"," 0.14740218","-0.87535948"," 0.35745966"," 0.12188890"," 0.05013516"," 0.08712668"," 0.35260447"," 0.16521593"," 0.02241670","-0.02420325","-0.76308467"," 0.31325869"," 0.21661791"," 0.24874832"," 0.48592486"," 0.15736737"," 0.13024253"," 0.31073096"," 0.38672485","-1.18287975","-0.14154375","-1.10726802"," 0.48358053","-1.22712034","-0.18864578","-0.80247921"," 0.03955935","-0.12525002","-0.05256371"," 0.32767119","-0.03162639"
"M798.337T946.991"," 0.049950887","-0.645431490","-0.049353421"," 0.079244381"," 0.218308111"," 0.021292660"," 0.285388131"," 0.151217952"," 0.200820745"," 0.550013447"," 0.193034200","-1.078897794"," 0.113686777"," 0.295307352"," 0.419882567"," 0.418837051","-1.065755037"," 0.364249837"," 0.420810247"," 0.406018015","-1.250305274","-0.028008894"," 0.309287587"," 0.517536071"," 0.610056988"," 0.128792926"," 0.609738594"," 0.242268005"," 0.501156747","-1.567640688"," 0.471488520"," 0.244919452"," 0.283294955"," 0.324749362","-0.111925875"," 0.025115881"," 0.213421555","-0.217131768","-1.374483888"," 1.089266111","-1.172699535","-0.991869325","-1.421167027","-0.104469151","-1.380013911"," 0.002472762"," 1.007134587"," 0.505308127"," 1.452771322","-0.267688832"
"M860.506T1372.394"," 0.07584884"," 0.42689134"," 0.68094521"," 0.65843365"," 0.24370867"," 0.35533545","-0.44416547"," 0.22085048"," 0.42031824"," 0.39420717","-0.20829338","-1.04608301"," 0.70658809"," 0.50718007"," 0.24233511"," 0.18344802","-1.38757124"," 0.27082085"," 0.47802618"," 0.21934096","-1.20556898"," 0.24288009"," 0.63916973"," 0.15277454"," 0.31804063"," 0.53376900"," 0.11520615"," 0.75645113"," 0.54318428","-1.30089885"," 0.66041905"," 0.55475251"," 0.51979956"," 0.69594255"," 0.25100367"," 0.32827286"," 0.37118229"," 0.24559789","-0.96057972"," 0.19217863","-1.84594444","-0.82059812","-1.10826460","-0.41525338","-1.91204513"," 0.28913647","-0.35744353","-0.40705197","-0.30602699"," 0.23174945"
"M511.168T833.583","-0.070503971","-0.296881931"," 0.120885464"," 0.130171296"," 0.370210577"," 0.297213310"," 0.226919446"," 0.577533462"," 0.372830451"," 0.671301233"," 0.438114587","-1.468601903"," 0.163853060"," 0.227051571"," 0.492826375"," 0.418078637","-1.101902530"," 0.454309048"," 0.277363957"," 0.451129220","-1.537004735","-0.029089330"," 0.324563484"," 0.497197991"," 0.301316043"," 0.287964230"," 0.619253475"," 0.292203019"," 0.564416185","-1.219556984"," 0.611564997"," 0.314198012"," 0.391096441"," 0.368364503"," 0.145689538"," 0.297885876"," 0.255561927","-0.009618599","-1.336528416"," 0.487993242","-1.641577827","-1.423811883","-1.401360043","-0.352089272","-1.553593946"," 0.252179246"," 0.673361058"," 0.354350177"," 0.652940793"," 0.060229439"
"M718.279T900.968"," 0.18378196","-0.61185693"," 0.18975515"," 0.19545862"," 0.39336618"," 0.37277224"," 0.30296692"," 0.37795675"," 0.30878857"," 0.76903225"," 0.28545604","-1.66890472"," 0.29802154"," 0.35556235"," 0.54892313"," 0.48901882","-2.42520997"," 0.43578160"," 0.42156675"," 0.51425052","-1.57796362"," 0.10005797"," 0.35291168"," 0.75802381"," 0.55724560"," 0.22965777"," 0.73118896"," 0.42488448"," 0.62100021","-1.30934981"," 0.59002979"," 0.49272274"," 0.33092900"," 0.40080024"," 0.04822473"," 0.17345213"," 0.37302794"," 0.03756897","-2.47654855"," 0.61759491","-0.95679481","-1.26672596","-1.26960481","-0.43168150","-1.38207224"," 0.31448716"," 0.61806693"," 0.52767923"," 0.59344246"," 0.04125685"
"M673.432T1355.711"," 0.298507300"," 0.106500102"," 0.325809237"," 0.382160085"," 0.339930439"," 0.313945504","-0.010143814"," 0.130743390"," 0.279816239"," 0.417800442","-0.005733185","-1.215365159"," 0.442689637"," 0.227154041"," 0.259421290"," 0.153209108","-0.807954409"," 0.218985538"," 0.108051116"," 0.340941946","-1.461887243"," 0.325701461"," 0.385794666"," 0.299994573"," 0.322000530"," 0.371486031"," 0.280595299"," 0.350288358"," 0.296249954","-1.079660105"," 0.521618252"," 0.473333211"," 0.428752776"," 0.496724506"," 0.306100551"," 0.272214902"," 0.440573023"," 0.295370514","-1.228263001"," 0.215676305","-1.804349615","-1.018858848","-1.219298845","-0.074844384","-1.217633997"," 0.192497716","-0.117608118"," 0.197917194"," 0.239307473"," 0.203738016"
"M565.21T891.79"," 0.3881924","-0.1697089"," 0.1824972"," 0.1062387"," 0.4478539"," 0.2079080"," 0.3341054"," 0.5745277"," 0.5395044"," 0.7066266"," 0.3905599","-1.9050080"," 0.2603477"," 0.2910637"," 0.4768697"," 0.5012889","-1.3455202"," 0.5645685"," 0.3856680"," 0.5813734","-1.9319616"," 0.1837926"," 0.4293644"," 0.6571838"," 0.3416929"," 0.4714246"," 0.8715152"," 0.3931184"," 0.5768525","-1.6989583"," 0.4988989"," 0.4201765"," 0.4592542"," 0.4332726"," 0.2582258"," 0.2992130"," 0.2351233"," 0.1504445","-1.8257198"," 0.5136498","-1.8134974","-2.7387528","-1.4858097","-0.3363140","-1.3869374"," 0.2129669"," 0.5786431"," 0.5054602"," 1.1057473"," 0.1029736"
"M1063.323T864.231"," 0.012072453"," 0.165489696"," 0.600848961"," 0.532698610"," 0.055099681"," 0.208221746","-0.696281036"," 0.415519959"," 0.151472759"," 0.730690431"," 0.473313691","-0.780495196"," 0.585225861"," 0.429890827"," 0.280059559","-0.189876830","-0.587867013"," 0.213159193"," 0.493937785"," 0.356993366","-0.958077590","-0.108652330"," 0.472836334"," 0.571691693"," 0.338386598"," 0.419094119"," 0.373625138"," 0.310003736"," 0.532047548","-0.700818929","-0.088173768"," 0.432003575"," 0.588122430"," 0.476722425"," 0.180929833"," 0.174370774"," 0.369785247"," 0.355910519","-0.301669871"," 0.004905199","-1.275747678","-1.111959358","-0.704367322","-0.595762601","-0.657874514"," 0.327268454","-1.483560083","-1.443386928"," 0.177551824","-0.125378975"
"M1023.385T959.199","-0.1458277338","-0.3939934612"," 0.1149957645","-0.0144266557"," 0.3004209806"," 0.0759734834"," 0.4413961838"," 0.2817095955"," 0.4981193029"," 0.5436976249","-0.0009582518","-0.8062982926"," 0.2789261481"," 0.3078029189"," 0.5282791085"," 0.5796488006","-1.1539832410"," 0.3806222664"," 0.3776084944"," 0.2654428583","-1.0401273732","-0.1556366771"," 0.3283235242"," 0.3890681718"," 0.4222196315"," 0.2679079500"," 0.5525602599"," 0.3002116272"," 0.4960390600","-1.3452345678"," 0.6232135649"," 0.4971036723"," 0.4482178888"," 0.4712477681"," 0.0900261369"," 0.1802526268"," 0.0885688076","-0.0315634487","-1.0191877019"," 0.8015483422","-1.2350898782","-1.5147120083","-1.7924839276","-0.6219565490","-1.3939731956"," 0.0659642098"," 0.7260557742"," 0.3830067210"," 0.7854915730","-0.2262178777"
"M890.353T1023.188"," 0.06853846","-0.65536995"," 0.21562606"," 0.05608901"," 0.18231067"," 0.08100329"," 0.04402894"," 0.25649244"," 0.26601804"," 0.55537074"," 0.31942900","-0.86244857"," 0.22588467"," 0.28000982"," 0.38484941"," 0.35969749","-1.10701705"," 0.43336674"," 0.46759822"," 0.43750066","-1.02837016","-0.10786889"," 0.33957672"," 0.56318969"," 0.20574035"," 0.39016066"," 0.59515873"," 0.30625355"," 0.51419303","-0.86902722"," 0.50530439"," 0.26954657"," 0.23226256"," 0.33012949"," 0.08124625"," 0.07462195"," 0.10783210","-0.18403611","-1.20368058"," 0.80204033","-1.22919786","-1.34567389","-1.29459748","-0.40452392","-1.29133072"," 0.10599324"," 0.33358878"," 0.19553945"," 1.16289546","-0.16594460"
"M497.195T864.231"," 0.351137669"," 0.102390256"," 0.422805625"," 0.340270876"," 0.334243051"," 0.201047844"," 0.116228630"," 0.296828075"," 0.271163548"," 0.504140184"," 0.304847833","-1.514170205"," 0.539442831"," 0.451763249"," 0.423354344"," 0.295126367","-1.286047947"," 0.389699324"," 0.511967002"," 0.431735826","-1.719439053"," 0.232742200"," 0.558695854"," 0.440634948"," 0.521693002"," 0.380354792"," 0.555160027"," 0.420673667"," 0.491260031","-1.259112820"," 0.505387337"," 0.631170333"," 0.564018376"," 0.520816026"," 0.276980792"," 0.270372413"," 0.324349257","-0.077885134","-2.845736145"," 0.683984502","-1.742239738","-1.618485982","-1.300910533","-0.008876154","-2.052903774"," 0.278511815"," 0.513491180"," 0.357350024"," 0.681280350","-0.071311972"
